no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
1136,BVH,Bluegreen Vacations Holding Corporation,Consumer Cyclical,Resorts & Casinos,USA,637.46,11.74,10.96,1.17,1.02,2.83,2.94,6.34,,0.0,2.62,-2.73,0.0,-0.19,0.1,-0.07,1.71,0.55,21.71,13.58,0.07,0.1,0.45,0.01,0.01,1.81,0.04,0.26,-0.1,,,2.64,2.64,0.75,0.07,0.09,-0.04,0.2,0.34,0.49,1.46,1.28,1.88,1.41,0.06,0.05,0.01,0.12,0.44,-0.08,0.34,-0.08,1.52,57.04,0.05,0.01,2.0,83.42,1.27,30.81,0.06,105585,44503.69,51.5,35753.0,31.5,0.02,69.0,95,1.79,30.81,30.83,27.54,21.49,12.25,33.49,19.0,67.15,61.0,True
1155,BX,Blackstone Inc.,Financial,Asset Management,USA,169705.52,19.39,28.28,0.77,8.3,11.26,33.11,146.07,0.02,0.41,7.28,-0.51,0.14,0.08,0.25,0.06,0.71,1.05,722.23,654.88,0.0,-0.69,0.63,-0.02,0.01,2.27,0.16,0.65,0.18,,,0.83,0.84,,0.58,0.26,-0.05,-0.02,0.1,0.52,1.29,1.18,1.4,4.96,0.04,0.03,-0.02,0.06,0.35,-0.06,0.3,-0.06,1.36,50.56,0.03,0.0,2.1,3795.59,0.85,141.24,0.03,3214887,44490.35,148.73,39255.0,140.01,-0.01,66.0,95,1.84,141.24,143.79,133.15,105.14,61.05,149.78,17.0,5.3,59.333333333333336,True
1156,BXC,BlueLinx Holdings Inc.,Industrials,Building Products & Equipment,USA,779.22,3.18,7.0,0.13,0.19,2.71,3896.12,7.77,,0.0,24.69,5.53,-0.57,0.53,0.25,0.1,-0.17,0.11,9.72,9.31,0.02,-0.46,0.84,0.03,0.02,1.09,0.2,1.39,0.2,3.1,1.5,1.74,1.76,0.17,0.09,0.06,0.06,0.68,0.36,0.74,2.05,1.69,1.86,3.92,0.06,0.06,0.1,0.34,0.56,0.02,0.71,0.02,2.27,69.47,0.1,0.0,2.3,164.72,1.58,78.63,0.11,260251,44502.69,96.33,38335.0,78.6,0.0,59.0,98,2.45,78.63,72.19,59.08,50.57,24.01,79.49,15.0,22.51,57.333333333333336,True
1199,CALX,"Calix, Inc.",Technology,Software - Application,USA,4422.22,19.02,71.45,0.95,6.57,8.1,23.44,67.93,,0.0,3.58,2.68,-0.3,0.25,0.2,0.06,7.07,0.14,63.59,54.96,0.02,-0.35,0.8,0.0,0.06,5.91,0.46,0.66,0.13,3.2,2.6,0.0,0.0,0.53,0.13,0.36,-0.02,-0.02,0.47,0.47,2.0,1.29,1.48,3.46,0.05,0.04,-0.05,0.1,0.41,-0.11,0.44,-0.11,2.06,51.49,0.05,0.0,2.2,552.75,1.2,68.16,0.05,662319,44494.69,61.88,40261.0,68.16,0.0,63.0,98,2.29,68.16,71.23,62.38,48.62,22.79,76.6,29.0,-9.21,63.333333333333336,True
1213,CARG,"CarGurus, Inc.",Communication Services,Internet Content & Information,USA,4398.53,41.89,25.96,2.16,5.76,7.41,13.7,24.74,,0.0,0.89,0.83,0.0,0.44,0.19,0.41,-0.15,0.51,117.41,95.84,0.03,-0.45,0.98,0.04,0.06,5.93,0.15,0.21,0.2,4.3,4.2,0.0,0.0,0.81,0.18,0.14,0.03,0.08,0.25,0.41,0.49,0.17,1.82,1.55,0.04,0.05,0.0,0.07,0.29,-0.06,0.21,-0.06,0.64,55.14,0.02,-0.01,2.1,1024.75,1.56,37.2,0.01,1595858,44509.69,44.33,43020.0,37.2,0.0,66.0,81,1.19,37.2,37.33,35.0,28.98,22.63,39.76,19.0,19.17,55.333333333333336,True
1214,CARR,Carrier Global Corporation,Industrials,Building Products & Equipment,USA,48003.15,22.25,23.29,1.39,2.39,6.98,17.97,61.94,0.01,0.19,2.5,-0.08,0.08,,0.16,,-0.38,0.07,867.6,866.02,0.0,-0.24,0.88,0.02,0.01,2.6,0.09,0.34,0.14,1.9,1.5,1.39,1.4,0.3,0.17,0.11,0.0,0.06,-0.04,0.21,0.51,0.47,,1.46,0.03,0.02,0.01,0.03,0.14,-0.04,0.11,-0.06,0.62,53.4,0.03,0.01,2.1,4059.84,0.71,55.52,0.04,2869045,44497.35,59.35,43909.0,55.01,-0.01,66.0,80,1.18,55.52,55.15,53.76,48.8,34.21,58.89,16.0,6.9,54.0,True
1239,CBNK,"Capital Bancorp, Inc.",Financial,Banks - Regional,USA,381.51,9.68,11.06,,3.24,1.99,1.18,,0.01,0.04,2.82,0.55,-0.12,0.27,,0.21,0.28,0.33,13.79,8.3,0.02,-0.36,0.34,0.04,0.01,2.68,0.02,0.23,0.43,,,0.06,0.06,,0.91,0.34,-0.03,0.04,0.18,0.12,1.22,0.96,,0.76,0.03,0.02,0.0,0.07,0.23,-0.03,0.25,-0.03,1.29,56.37,0.02,0.0,1.7,22.65,0.51,27.29,0.02,11638,,30.25,43369.0,27.29,0.0,78.0,95,1.78,27.29,27.26,25.73,22.26,12.02,28.16,20.0,10.85,64.33333333333333,True
1249,CBZ,"CBIZ, Inc.",Industrials,Specialty Business Services,USA,1928.16,24.71,19.39,1.65,1.8,2.68,714.13,14.02,,0.0,1.49,0.11,0.08,0.16,0.15,0.05,0.12,0.19,52.42,49.49,0.01,-0.1,0.99,0.02,0.02,4.97,0.05,0.11,0.08,1.2,1.2,0.26,0.26,0.15,0.08,0.08,-0.06,-0.02,0.07,0.12,0.53,0.38,0.72,0.97,0.04,0.02,-0.05,0.01,0.09,-0.09,0.16,-0.09,0.54,44.62,0.03,0.01,1.3,164.08,0.97,36.79,0.04,159132,44497.35,44.5,34816.0,36.79,0.0,91.0,81,1.19,36.79,38.68,36.36,33.7,24.2,40.62,17.0,20.96,63.0,True
1273,CCS,"Century Communities, Inc.",Consumer Cyclical,Residential Construction,USA,2642.47,6.18,5.0,0.68,0.66,1.63,5.37,28.14,0.01,0.02,12.5,0.69,0.1,0.27,0.09,0.34,1.24,0.21,33.76,29.85,0.03,-0.17,0.87,-0.01,0.09,9.21,0.14,0.3,0.11,,,0.63,0.76,0.25,0.16,0.11,0.05,0.16,0.07,0.0,0.83,0.76,1.96,2.77,0.05,0.03,0.08,0.15,0.16,0.02,0.28,-0.07,0.89,69.3,0.07,0.01,1.7,280.33,2.25,77.22,0.07,630443,44496.69,100.25,41808.0,77.22,0.0,78.0,91,1.44,77.22,71.99,67.2,66.91,40.82,83.2,16.0,29.82,61.666666666666664,True
1288,CDMO,"Avid Bioservices, Inc.",Healthcare,Biotechnology,USA,1923.07,342.39,92.65,22.83,19.0,43.15,12.04,,,,0.09,1.21,0.48,0.32,0.15,0.17,0.55,0.21,61.14,60.53,0.0,-0.25,0.9,0.02,0.1,6.44,,,0.07,3.2,2.9,3.11,0.0,0.32,,,0.0,-0.04,0.31,0.36,2.32,1.73,2.33,1.52,0.05,0.05,-0.03,0.13,0.35,-0.09,0.55,-0.09,2.6,53.84,0.03,0.0,1.7,958.01,0.71,31.5,0.03,676696,44447.69,28.25,32366.0,31.5,0.0,78.0,97,2.24,31.5,32.52,28.08,23.45,10.12,34.51,33.0,-10.32,69.33333333333333,True
1290,CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,USA,50546.98,74.43,51.84,4.09,16.99,19.18,49.86,53.8,,0.0,2.48,-0.4,0.13,0.21,0.18,0.1,0.1,0.13,273.19,272.86,0.01,-0.19,0.88,0.0,0.01,2.35,0.17,0.27,0.21,1.7,1.6,0.13,0.0,0.9,0.26,0.23,0.01,0.05,0.12,0.46,0.59,0.35,1.08,6.04,0.05,0.03,0.02,0.1,0.26,-0.03,0.27,-0.03,0.62,56.61,0.04,0.02,2.3,1136.88,1.59,184.66,0.05,1804098,44494.69,175.42,31938.0,185.0,0.0,59.0,85,1.25,184.66,181.91,168.55,146.99,113.8,190.09,19.0,-5.0,54.333333333333336,True
1294,CDW,CDW Corporation,Technology,Information Technology Services,USA,26167.74,27.21,22.73,2.08,1.29,31.74,106.76,29.15,0.01,0.22,7.12,0.09,0.09,0.18,0.13,0.07,0.43,0.11,137.3,133.3,0.0,-0.31,0.94,-0.02,0.01,2.02,0.11,0.93,0.19,1.4,1.2,4.82,4.86,0.17,0.07,0.05,-0.03,0.02,-0.05,0.16,0.48,0.47,1.09,5.47,0.04,0.03,0.01,0.03,0.08,-0.03,0.12,-0.05,0.54,53.51,0.04,0.01,2.1,733.09,1.0,193.62,0.05,735271,44503.35,206.12,41452.0,193.9,0.0,66.0,79,1.16,193.62,191.53,187.31,178.94,125.46,203.82,17.0,6.46,54.0,True
1296,CDXS,"Codexis, Inc.",Healthcare,Biotechnology,USA,2222.03,,,,21.94,13.08,18.64,,,,-0.24,-0.92,-0.21,-0.16,0.15,0.11,1.32,1.0,64.63,63.21,0.02,-0.12,1.0,0.0,0.1,8.29,-0.07,-0.09,-0.14,5.2,5.2,0.0,0.0,0.79,-0.16,-0.15,-0.06,0.02,0.22,0.69,0.82,0.57,1.59,2.25,0.08,0.06,-0.07,0.07,0.38,-0.18,0.52,-0.18,1.07,46.49,0.02,-0.01,1.6,779.57,0.87,34.28,0.02,680548,44504.69,39.38,40290.0,34.28,0.0,81.0,92,1.56,34.28,37.07,32.32,24.87,16.55,42.01,15.0,14.88,62.666666666666664,True
1349,CG,The Carlyle Group Inc.,Financial,Asset Management,USA,19783.95,7.1,13.74,0.23,2.38,4.13,7.81,23.61,0.02,0.13,7.77,-0.66,-0.02,0.43,0.3,-0.01,0.77,0.59,355.95,221.68,0.21,-0.2,0.48,0.21,0.04,4.18,0.16,0.75,0.04,,,1.74,1.75,0.63,0.46,0.34,-0.03,0.0,0.1,0.27,0.91,0.76,1.43,1.84,0.04,0.03,-0.05,0.03,0.2,-0.09,0.19,-0.09,0.93,46.65,0.03,0.0,2.2,2101.09,1.83,55.21,0.03,3838930,44496.69,67.58,41032.0,55.7,0.01,63.0,92,1.54,55.21,57.83,53.96,46.04,28.7,60.62,13.0,22.41,56.0,True
1459,CLFD,"Clearfield, Inc.",Technology,Communication Equipment,USA,889.41,43.66,36.85,,6.32,8.51,37.69,99.93,,0.0,1.47,1.76,0.33,0.2,,0.13,1.47,0.66,13.73,11.43,0.06,-0.08,0.42,0.05,0.03,3.07,0.19,0.22,0.19,3.5,2.1,0.0,0.0,0.44,0.18,0.14,-0.03,0.08,0.4,0.51,1.71,1.6,1.01,3.29,0.05,0.05,-0.02,0.14,0.53,-0.11,0.52,-0.11,1.76,55.57,0.02,0.0,2.0,112.67,0.88,64.31,0.02,98717,44504.69,74.0,31630.0,64.31,0.0,69.0,97,2.13,64.31,65.63,56.9,42.18,23.6,72.0,24.0,15.07,63.333333333333336,True
1543,CNOB,"ConnectOne Bancorp, Inc.",Financial,Banks - Regional,USA,1330.42,10.97,11.2,1.1,4.46,1.35,3.08,11.44,0.01,0.13,3.08,-0.14,-0.06,0.06,0.1,0.17,0.29,0.0,39.65,35.54,0.05,-0.04,0.74,0.08,0.01,2.27,0.02,0.13,0.2,,,0.15,0.15,,0.85,0.41,-0.02,-0.01,0.16,0.2,0.84,0.71,1.31,1.1,0.04,0.03,-0.02,0.03,0.19,-0.05,0.18,-0.05,0.89,51.44,0.03,0.01,1.6,126.03,0.74,33.75,0.04,93302,44497.35,38.4,35220.0,33.75,0.0,81.0,90,1.39,33.75,34.25,32.87,28.35,18.74,35.5,14.0,13.78,61.666666666666664,True
1605,COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,USA,230262.72,46.64,39.06,3.98,1.18,13.26,18.91,,0.01,0.26,11.27,0.25,0.1,0.16,0.12,0.11,0.2,0.17,443.23,440.94,0.0,-0.02,0.69,-0.01,0.01,2.25,0.09,0.31,0.2,1.0,0.5,0.38,0.43,0.13,0.03,0.03,-0.04,0.06,0.14,0.36,0.37,0.39,0.66,11.54,0.03,0.02,0.0,0.08,0.26,-0.06,0.2,-0.06,0.71,54.72,0.01,-0.02,2.2,1896.56,1.72,525.51,-0.01,3270523,44539.69,508.02,31378.0,523.75,0.0,63.0,77,1.13,525.51,527.13,490.04,417.13,307.0,560.78,13.0,-3.33,51.0,True
1632,CPRI,Capri Holdings Limited,Consumer Cyclical,Apparel Manufacturing,United Kingdom,9762.03,23.54,10.5,0.43,1.93,3.68,41.72,12.47,,0.0,2.68,0.72,0.13,-0.16,0.55,-0.03,0.61,0.17,151.86,147.4,0.01,-0.44,0.91,-0.02,0.07,6.01,0.06,0.17,-0.01,1.1,0.5,0.42,0.44,0.66,0.1,0.08,-0.01,0.14,0.11,0.17,0.7,0.5,2.57,2.89,0.06,0.04,-0.01,0.12,0.16,-0.09,0.32,-0.09,0.83,56.71,0.06,0.01,2.2,1646.35,1.66,63.05,0.07,2733846,44503.35,79.33,40892.0,63.05,0.0,63.0,86,1.29,63.05,63.33,56.73,54.52,37.95,69.26,16.0,25.82,55.0,True
1640,CPT,Camden Property Trust,Real Estate,REIT - Residential,USA,17146.71,142.72,87.82,39.65,15.59,4.46,40.04,,0.02,2.77,1.18,-0.44,0.35,-0.13,0.04,0.05,-0.19,0.11,103.07,101.2,0.01,-0.27,0.96,-0.01,0.02,2.77,0.02,0.03,0.02,,,0.82,0.82,0.6,0.11,0.11,-0.01,0.04,0.1,0.3,0.7,0.68,0.77,3.83,0.03,0.02,0.02,0.06,0.23,-0.02,0.16,-0.02,0.78,57.71,0.03,0.01,2.3,588.93,1.18,168.27,0.04,692056,44497.69,169.85,34172.0,168.27,0.0,59.0,88,1.34,168.27,165.57,159.4,136.85,94.59,171.56,37.0,0.94,61.333333333333336,True
1676,CROX,"Crocs, Inc.",Consumer Cyclical,Footwear & Accessories,USA,9859.34,14.43,18.1,1.44,4.61,29.2,22.58,23.54,,0.0,11.51,1.74,0.21,0.41,0.1,0.05,1.68,0.73,62.03,57.33,0.03,-0.04,0.97,-0.04,0.07,2.42,0.53,2.27,0.68,2.6,2.0,1.94,1.94,0.6,0.28,0.35,-0.03,-0.01,0.2,0.61,1.7,1.65,1.79,7.05,0.05,0.04,-0.05,0.05,0.38,-0.1,0.32,-0.1,1.82,48.77,0.02,0.0,2.1,1614.15,0.6,166.15,0.02,962701,44490.35,193.88,38756.0,166.79,0.0,66.0,97,2.08,166.15,173.88,157.74,121.18,58.97,183.88,18.0,16.69,60.333333333333336,True
1706,CSL,Carlisle Companies Incorporated,Industrials,Building Products & Equipment,USA,12263.38,36.46,18.32,2.43,2.73,4.78,41.49,38.73,0.01,0.3,6.38,-0.28,0.38,0.04,0.15,0.04,0.13,0.25,52.3,51.69,0.01,-0.37,0.9,-0.01,0.02,4.76,0.06,0.15,0.09,2.4,1.8,1.15,1.15,0.27,0.11,0.08,-0.02,0.02,0.11,0.23,0.58,0.49,1.08,4.9,0.03,0.02,-0.01,0.05,0.2,-0.05,0.18,-0.05,0.62,53.4,0.03,0.0,1.9,259.29,1.49,232.79,0.03,385645,44490.69,255.29,22068.0,232.79,0.0,72.0,84,1.24,232.79,235.37,222.2,195.09,143.52,243.99,16.0,9.67,57.333333333333336,True
1713,CSR,Centerspace,Real Estate,Real Estate Services,USA,1527.68,,,,8.07,2.34,73.45,636.54,0.03,,-0.37,-1.02,-1.88,0.54,0.06,0.04,-1.62,0.14,14.06,13.93,0.01,0.0,0.82,0.06,0.02,2.32,0.0,-0.01,0.01,,,1.34,1.34,0.56,0.04,-0.02,0.01,0.06,0.0,0.47,0.46,0.49,0.95,3.1,0.03,0.03,0.03,0.05,0.24,0.0,0.12,-0.03,0.57,58.47,0.04,0.0,1.8,91.71,0.97,105.14,0.04,88644,44501.69,112.1,35720.0,105.14,0.0,75.0,79,1.16,105.14,102.17,100.55,85.27,66.91,108.19,16.0,6.62,56.666666666666664,True
1719,CSV,"Carriage Services, Inc.",Consumer Cyclical,Personal Services,USA,897.1,35.22,14.93,2.35,2.42,4.9,815.55,15.68,0.01,0.25,1.53,0.1,0.18,-0.05,0.15,0.06,1.32,0.13,17.5,14.98,0.1,-0.04,0.77,-0.07,0.03,2.81,0.02,0.12,0.07,0.6,0.5,2.54,2.55,0.34,0.18,0.08,0.0,0.11,0.12,0.42,0.95,0.72,0.87,1.75,0.03,0.03,0.06,0.13,0.34,-0.02,0.27,-0.02,0.98,65.88,0.03,0.0,1.5,143.31,1.17,53.88,0.03,168061,44496.69,63.75,35286.0,53.88,0.0,84.0,92,1.51,53.88,51.29,47.86,40.42,27.88,55.02,19.0,18.32,65.0,True
1754,CUBE,CubeSmart,Real Estate,REIT - Industrial,USA,11065.01,50.07,48.48,8.35,14.2,5.75,545.07,90.92,0.02,1.24,1.09,-0.04,0.07,0.15,0.06,0.09,0.78,0.23,202.19,202.0,0.0,-0.12,0.95,-0.03,0.02,4.15,0.05,0.12,0.06,,,1.18,1.18,0.69,0.35,0.28,-0.01,-0.02,0.0,0.22,0.7,0.63,0.39,1.47,0.03,0.03,0.01,0.04,0.17,-0.03,0.15,-0.03,0.74,54.32,0.02,0.01,2.4,1203.77,1.73,54.78,0.03,2080126,44504.69,57.38,38282.0,54.0,-0.01,56.0,88,1.34,54.78,54.23,52.59,46.81,31.44,56.64,17.0,4.75,53.666666666666664,True
1755,CUBI,"Customers Bancorp, Inc.",Financial,Banks - Regional,USA,1951.93,6.8,9.25,0.68,2.71,1.69,1.76,6.29,,0.0,8.8,0.82,-0.27,0.14,0.1,0.17,1.17,0.74,32.45,29.8,0.06,-0.2,0.84,0.01,0.01,1.25,0.01,0.25,0.05,,,0.35,0.35,,0.84,0.35,0.02,0.07,0.49,0.46,2.76,2.29,1.62,2.49,0.05,0.04,0.03,0.18,0.52,-0.03,0.57,-0.03,2.88,62.15,0.05,0.01,2.1,288.79,1.94,59.82,0.06,559236,44496.69,65.75,40960.0,59.82,0.0,66.0,98,2.53,59.82,58.28,51.12,39.64,17.32,61.48,21.0,9.91,61.666666666666664,True
1911,DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,USA,11187.59,26.0,21.84,1.59,3.9,7.63,14.99,28.4,,0.0,15.54,0.4,0.24,0.3,0.16,0.06,0.02,0.16,27.65,26.98,0.01,-0.09,0.99,-0.03,0.04,2.45,0.19,0.3,0.27,2.7,1.8,0.0,0.0,0.54,0.2,0.15,-0.05,0.02,-0.01,0.25,0.5,0.41,0.79,16.57,0.05,0.04,-0.04,0.03,0.09,-0.1,0.23,-0.11,0.55,45.85,0.02,0.0,1.5,471.5,0.96,404.03,0.02,451078,44497.69,476.33,34257.0,404.03,0.0,84.0,77,1.12,404.03,421.58,392.81,372.21,276.7,451.49,14.0,17.89,58.333333333333336,True
1916,DELL,Dell Technologies Inc.,Technology,Computer Hardware,USA,44425.55,11.78,8.01,0.89,0.44,9.04,3.79,4.19,,0.0,4.85,0.17,-0.11,0.36,0.13,0.13,-0.23,0.15,763.0,283.42,0.03,-0.24,0.87,0.01,0.02,0.98,0.03,1.29,0.11,0.8,0.7,7.7,9.04,0.31,0.06,0.04,0.0,0.05,0.16,0.09,0.6,0.54,0.87,1.58,0.03,0.03,0.02,0.04,0.14,-0.02,0.15,-0.02,0.62,55.84,0.03,0.0,2.1,6044.93,1.09,57.15,0.03,6560759,44523.69,78.05,42599.0,57.2,0.0,66.0,85,1.25,57.15,56.09,55.13,50.24,35.46,58.29,19.0,36.57,56.666666666666664,True
1938,DFIN,"Donnelley Financial Solutions, Inc.",Financial,Capital Markets,USA,1609.7,19.38,10.18,1.94,1.66,4.39,13.1,9.46,,0.0,2.41,-1.7,-0.03,-0.18,0.1,-0.03,4.86,0.18,33.7,32.15,0.02,-0.17,0.94,0.01,0.02,2.04,0.09,0.28,0.0,1.2,1.2,0.55,0.67,0.56,0.16,0.09,-0.04,0.18,0.4,0.51,1.88,1.76,2.04,1.97,0.04,0.04,-0.03,0.14,0.41,-0.11,0.39,-0.11,1.98,54.64,0.02,0.01,2.3,239.34,0.77,46.78,0.04,185171,44503.35,47.0,42639.0,46.78,0.0,59.0,97,2.18,46.78,48.21,41.45,33.19,16.73,52.33,30.0,0.47,62.0,True
1970,DHR,Danaher Corporation,Healthcare,Diagnostics & Research,USA,224785.03,40.75,31.18,1.83,8.01,5.62,88.08,35.48,0.0,0.1,7.76,0.5,0.03,0.15,0.22,0.09,0.32,0.23,715.1,634.97,0.0,-0.49,0.81,0.0,0.01,2.08,0.07,0.15,0.07,1.5,1.1,0.59,0.59,0.6,0.25,0.2,0.0,0.01,-0.05,0.3,0.41,0.42,0.71,8.28,0.03,0.03,0.02,0.03,0.14,-0.05,0.12,-0.05,0.5,54.2,-0.01,-0.01,1.9,2358.35,1.22,316.06,-0.01,2880956,44490.35,348.08,25547.0,316.06,0.0,72.0,77,1.13,316.06,310.1,307.98,276.58,211.22,333.96,17.0,10.13,55.333333333333336,True
1985,DIOD,Diodes Incorporated,Technology,Semiconductors,USA,4808.77,25.98,18.9,1.73,2.87,4.22,16.7,23.09,,0.0,4.18,-0.36,0.14,0.31,0.15,0.08,1.91,0.52,44.99,43.59,0.03,-0.28,0.97,0.01,0.01,2.11,0.1,0.18,0.08,2.4,1.7,0.19,0.22,0.36,0.14,0.12,0.0,0.08,0.11,0.41,0.55,0.54,1.08,4.11,0.05,0.04,0.01,0.11,0.27,-0.05,0.28,-0.05,0.65,59.23,0.02,-0.01,2.1,231.64,1.3,108.55,0.02,300122,44503.69,117.67,24727.0,108.55,0.0,66.0,82,1.21,108.55,107.94,98.22,85.65,65.89,113.98,17.0,8.4,55.0,True
2074,DRE,Duke Realty Corporation,Real Estate,REIT - Industrial,USA,22570.17,24.62,69.29,4.1,20.38,3.81,2279.82,,0.02,0.42,2.43,-0.32,-0.5,0.09,0.06,0.05,5.76,0.07,379.22,374.26,0.0,-0.03,0.98,-0.01,0.02,3.94,0.1,0.17,0.05,,,0.57,0.57,0.69,0.92,0.83,0.0,0.06,0.11,0.24,0.58,0.49,0.63,1.17,0.03,0.02,0.03,0.1,0.23,-0.02,0.26,-0.02,0.59,66.02,0.01,0.01,2.1,1517.62,1.02,59.73,0.02,1544357,44496.69,60.81,31449.0,60.57,0.01,66.0,84,1.24,59.73,58.07,54.68,48.78,37.61,60.64,13.0,1.81,54.333333333333336,True
2139,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,30042.54,24.05,7.88,0.96,3.37,3.13,12.94,10.92,0.01,0.26,1.73,32.67,0.57,0.26,0.25,-0.18,5.36,2.25,671.0,640.72,0.0,-0.03,0.91,0.03,0.03,1.44,0.07,0.17,-0.31,1.2,1.2,0.76,0.76,0.43,0.16,0.13,-0.08,-0.01,0.44,0.34,1.89,1.71,3.09,2.22,0.06,0.05,-0.03,0.03,0.43,-0.09,0.42,-0.09,2.11,49.44,0.03,-0.01,1.8,11353.62,1.2,41.59,0.02,13661993,44502.69,49.97,33680.0,41.63,0.0,75.0,96,1.99,41.59,42.76,40.46,29.6,14.34,45.56,22.0,20.15,64.33333333333333,True
2218,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,USA,1743.45,5.98,6.75,0.46,1.2,1.28,11.02,,,0.0,9.88,0.25,-0.2,0.21,0.13,0.06,0.55,-0.07,30.23,28.71,0.01,0.0,,-0.02,0.16,17.17,0.07,0.24,0.09,,,2.0,2.0,0.78,0.4,0.22,0.0,0.11,0.22,0.25,0.63,0.52,1.44,1.22,0.02,0.02,0.0,0.09,0.27,-0.03,0.24,-0.03,1.02,64.32,0.0,0.01,2.2,267.05,4.39,59.1,0.0,1173617,44503.69,67.75,36350.0,59.1,0.0,63.0,85,1.25,59.1,59.08,54.31,46.57,29.21,60.75,19.0,14.64,55.666666666666664,True
2268,EFSC,Enterprise Financial Services Corp,Financial,Banks - Regional,USA,1869.53,13.52,11.29,1.5,5.2,1.23,1.28,16.34,0.02,0.21,3.56,-0.22,0.14,0.08,0.09,0.18,-0.45,0.46,36.9,36.07,0.02,-0.2,0.69,0.13,0.01,2.39,0.01,0.09,0.15,,,0.14,0.14,,0.86,0.31,-0.01,0.01,0.07,-0.03,0.38,0.38,1.34,1.23,0.03,0.02,0.0,0.01,0.02,-0.04,0.12,-0.08,0.44,52.16,0.01,0.01,2.0,133.65,1.62,48.06,0.02,216482,44494.69,55.0,37060.0,48.06,0.0,69.0,75,1.1,48.06,48.18,47.59,47.12,33.28,52.0,13.0,14.44,52.333333333333336,True
2273,EFX,Equifax Inc.,Industrials,Consulting Services,USA,35542.74,50.62,33.07,3.58,7.42,10.02,17.55,58.08,0.01,0.27,5.75,2.28,0.16,0.04,0.14,0.09,-0.11,0.15,121.9,121.51,0.0,-0.3,0.93,0.0,0.01,2.12,0.07,0.21,0.07,1.5,1.5,1.4,1.55,0.6,0.22,0.15,0.03,0.06,0.05,0.25,0.77,0.51,1.44,7.17,0.03,0.02,0.03,0.07,0.22,0.0,0.21,0.0,0.8,59.45,0.05,0.0,2.3,681.48,1.35,291.0,0.05,917729,44489.69,296.06,26064.0,291.0,0.0,59.0,90,1.4,291.0,283.82,272.08,238.83,161.87,292.11,15.0,1.74,54.666666666666664,True
2310,ELF,"e.l.f. Beauty, Inc.",Consumer Defensive,Household & Personal Products,USA,1604.2,89.94,38.66,12.58,4.33,5.34,38.47,82.69,,0.0,0.34,-0.66,0.14,0.15,0.07,0.07,4.47,0.27,50.88,47.84,0.03,-0.34,0.96,0.04,0.07,6.81,0.04,0.07,0.03,2.5,1.5,0.32,0.38,0.64,0.06,0.05,-0.03,-0.06,-0.01,0.13,0.37,0.22,2.0,1.06,0.04,0.03,-0.02,0.01,0.07,-0.08,0.08,-0.08,0.47,47.52,0.03,0.01,1.9,467.33,0.77,30.85,0.04,359428,44503.69,36.7,42635.0,30.85,0.0,72.0,76,1.11,30.85,31.34,30.72,28.85,21.0,33.38,46.0,18.96,64.66666666666667,True
2331,EME,"EMCOR Group, Inc.",Industrials,Engineering & Construction,USA,6595.36,18.79,16.21,1.25,0.69,3.12,9.93,21.4,0.0,0.07,6.62,-0.58,0.09,-0.03,0.15,0.06,0.67,0.15,53.7,52.46,0.02,-0.02,0.95,-0.02,0.02,4.05,0.07,0.17,0.06,1.4,1.4,0.12,0.13,0.16,0.06,0.04,-0.03,0.01,0.02,-0.02,0.45,0.36,1.2,3.63,0.03,0.03,-0.03,0.02,0.04,-0.09,0.11,-0.09,0.46,48.61,0.03,0.01,2.3,223.9,0.82,124.3,0.04,183309,44497.35,142.8,35061.0,124.3,0.0,59.0,77,1.13,124.3,127.76,122.58,119.29,85.94,135.98,18.0,14.88,51.333333333333336,True
