no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
2150,DSKE,"Daseke, Inc.",Industrials,Trucking,USA,706.77,16.0,9.17,0.64,0.45,6.87,4.92,8.86,,0.00%,0.71,99.80%,8.33%,29.40%,25.00%,16.50%,76.80%,13.00%,62.58,39.58,3.50%,-12.06%,44.50%,15.42%,3.75%,3.26,3.70%,48.10%,4.70%,1.6,1.6,5.18,5.72,54.50%,5.40%,2.60%,-1.39%,19.77%,7.80%,18.89%,103.78%,12.85%,1.98,0.44,2.97%,4.33%,1.84%,10.64%,26.97%,-3.08%,35.96%,-3.08%,107.13%,60.73,3.00%,-1.70%,454.75,0.94,11.33,1.25%,425725,1/25/2022 8:30:00 AM,12.75,10/12/2015,11.33,0.00%,63.0,99,1.82,11.33,11.19,10.27,8.95,5.47,11.69,18.0,12.53,60.0,True
2190,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,35337.22,12.61,9.46,1.18,2.97,3.76,15.56,9.94,0.83%,7.90%,4.18,161.70%,-1.38%,32.10%,10.72%,3.40%,,233.80%,660.0,641.02,0.80%,-2.20%,86.00%,-6.71%,2.69%,1.38,13.50%,31.90%,19.70%,1.4,1.4,0.73,0.73,49.00%,27.00%,23.40%,-2.04%,2.91%,25.51%,88.99%,162.90%,19.75%,2.85,2.91,5.94%,5.04%,0.16%,9.07%,48.01%,-9.10%,48.38%,-9.10%,176.55%,53.91,-1.77%,0.28%,12487.28,1.69,52.75,-1.49%,21046088,2/15/2022 4:30:00 PM,56.02,3/17/1992,52.55,-0.38%,75.0,99,2.21,52.75,52.71,48.6,36.73,20.14,58.03,24.0,6.2,66.0,True
2269,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,USA,1933.12,6.7,7.55,0.52,1.33,1.43,12.22,,,0.00%,9.88,25.30%,-19.66%,21.00%,13.00%,5.70%,55.20%,-7.10%,30.23,28.76,0.40%,-42.03%,,-7.21%,17.56%,11.11,6.60%,23.80%,9.40%,,,2.0,2.0,77.60%,40.10%,21.50%,-7.12%,2.27%,11.81%,41.65%,99.52%,6.55%,1.31,2.26,3.62%,2.93%,-2.95%,3.10%,23.81%,-8.93%,15.26%,-8.93%,107.98%,44.84,-1.30%,-4.92%,454.58,1.79,66.18,-6.15%,813753,2/23/2022 4:30:00 PM,70.25,7/9/1999,66.18,0.00%,63.0,98,1.78,66.18,68.29,64.34,53.58,31.82,72.67,17.0,6.15,59.333333333333336,True
2330,EGLE,Eagle Bulk Shipping Inc.,Industrials,Marine Shipping,USA,726.8,8.11,3.63,,1.5,1.11,7.27,5.35,15.15%,0.00%,6.51,-59.80%,-13.67%,63.90%,,21.50%,552.80%,168.90%,12.8,12.65,1.70%,0.00%,71.70%,-3.82%,8.73%,4.76,9.20%,18.70%,-0.50%,1.2,1.1,0.64,0.75,59.80%,36.40%,20.10%,0.53%,28.24%,36.45%,10.80%,74.84%,16.09%,1.24,2.75,6.45%,5.31%,6.76%,16.29%,16.46%,-9.15%,42.56%,-9.15%,86.58%,59.03,1.36%,-6.48%,231.89,1.8,52.82,-5.20%,416449,3/3/2022 4:30:00 PM,68.2,6/23/2005,52.7,-0.23%,75.0,97,1.56,52.82,50.04,45.67,45.38,28.31,58.14,9.0,29.12,60.333333333333336,True
2440,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,64984.32,21.29,10.35,0.29,4.19,2.94,15.14,12.88,2.72%,31.00%,5.17,-122.20%,23.15%,33.90%,73.84%,4.80%,,105.70%,585.09,583.05,0.30%,1.82%,87.70%,-0.64%,1.14%,1.53,8.30%,14.40%,-1.60%,2.1,2.0,0.23,0.24,60.80%,26.20%,19.40%,-1.49%,2.95%,22.78%,63.92%,61.63%,23.94%,1.8,4.57,4.40%,3.72%,-1.66%,8.64%,30.00%,-5.87%,36.48%,-5.87%,79.90%,53.24,-2.57%,2.42%,4340.16,1.56,110.1,-0.21%,6771440,2/25/2022 8:30:00 AM,117.52,10/4/1989,110.0,-0.09%,69.0,95,1.39,110.1,112.09,101.83,86.46,62.81,116.97,18.0,6.74,60.666666666666664,True
2629,EXC,Exelon Corporation,Utilities,Utilities - Diversified,USA,40521.08,24.18,18.4,1.51,1.16,1.19,13.7,,3.70%,89.40%,1.71,-33.30%,-20.06%,-4.60%,16.00%,2.30%,139.40%,0.60%,979.0,975.59,0.10%,-25.78%,82.50%,0.27%,1.89%,1.7,1.30%,5.10%,3.40%,0.9,0.8,1.05,1.23,58.10%,6.80%,4.80%,-1.67%,4.43%,6.51%,18.47%,48.82%,0.27%,0.47,0.96,2.01%,2.53%,-1.52%,1.66%,14.06%,-6.18%,11.54%,-6.18%,51.01%,48.39,1.13%,-0.32%,10849.33,1.11,41.3,0.81%,11996914,,49.78,7/6/1943,41.4,0.24%,66.0,94,1.33,41.3,42.02,40.69,36.27,27.35,44.02,18.0,20.53,59.333333333333336,True
2640,EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,USA,30196.32,,18.18,,3.51,14.47,7.0,9.82,,,-2.14,90.50%,37.31%,-24.40%,22.80%,-0.40%,162.10%,147.70%,153.58,149.04,0.40%,-41.56%,97.80%,3.09%,4.89%,2.67,-1.20%,-18.00%,3.90%,0.9,0.9,3.75,4.11,82.30%,4.20%,-3.10%,-9.38%,11.22%,8.86%,31.24%,23.26%,7.20%,1.52,9.45,4.38%,4.66%,0.36%,6.01%,15.27%,-11.01%,28.44%,-11.01%,41.65%,50.91,4.71%,-6.85%,2734.48,2.89,193.74,-2.46%,7899940,2/10/2022 4:30:00 PM,213.5,7/20/2005,193.91,0.09%,53.0,83,1.1,193.74,193.88,183.41,168.18,136.77,217.72,12.0,10.2,49.333333333333336,True
2670,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,22856.5,66.37,7.09,1.09,4.12,2.02,50.01,7.95,1.56%,82.70%,1.93,269.40%,61.60%,-27.70%,61.03%,44.50%,150.50%,165.30%,181.03,180.28,0.20%,-9.75%,87.70%,-1.39%,3.24%,2.0,2.10%,4.20%,-31.20%,0.7,0.7,0.6,0.6,79.40%,33.70%,8.00%,-1.49%,0.72%,16.06%,70.50%,85.19%,18.58%,2.33,6.87,5.69%,4.90%,-1.24%,6.07%,29.91%,-6.34%,34.59%,-6.34%,95.94%,51.22,-3.96%,2.79%,2924.76,1.58,127.89,-1.29%,4633152,2/22/2022 4:30:00 PM,145.85,10/12/2012,126.01,-1.47%,72.0,98,1.65,127.89,129.52,121.0,98.68,65.27,136.55,24.0,14.04,64.66666666666667,True
3168,GCO,Genesco Inc.,Consumer Cyclical,Apparel Retail,USA,939.02,6.54,9.1,0.65,0.4,1.57,3.32,4.31,,0.00%,9.91,-200.00%,5.02%,-24.20%,10.00%,-10.00%,333.50%,25.30%,14.31,13.71,2.30%,-0.01%,95.40%,-3.94%,7.99%,6.8,8.70%,24.60%,-8.60%,1.6,0.9,0.03,0.03,47.90%,5.80%,6.10%,-5.25%,-0.38%,-7.21%,1.31%,40.17%,0.92%,2.04,3.27,5.26%,4.89%,-0.62%,2.50%,5.75%,-7.42%,15.23%,-12.15%,59.12%,49.98,8.75%,-4.83%,161.1,1.12,64.76,3.50%,180076,12/3/2021 8:30:00 AM,72.67,1/5/1950,64.76,0.00%,53.0,92,1.25,64.76,65.3,63.25,61.3,40.7,73.72,19.0,12.21,54.666666666666664,True
3175,GDEN,"Golden Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,USA,1610.29,13.15,12.73,0.88,1.58,4.82,7.34,11.43,,0.00%,3.86,-241.30%,19.98%,-40.10%,15.00%,31.40%,468.80%,37.50%,28.95,18.8,1.00%,-22.01%,64.20%,2.73%,4.47%,4.26,5.40%,38.60%,,1.9,1.9,3.39,3.39,44.80%,9.30%,8.60%,-13.66%,12.91%,1.15%,-4.85%,118.91%,0.59%,2.63,2.72,6.00%,5.34%,2.63%,5.15%,7.66%,-14.31%,23.76%,-14.31%,139.88%,51.88,6.49%,-3.24%,197.52,2.72,50.83,3.04%,537610,2/17/2022 4:30:00 PM,69.0,1/4/1999,51.46,1.24%,75.0,99,1.95,50.83,49.83,48.45,47.25,21.19,59.32,33.0,35.75,69.0,True
3278,GLNG,Golar LNG Limited,Energy,Oil & Gas Midstream,Bermuda,1762.65,,43.73,,3.87,1.0,2.82,7.75,,0.00%,-1.44,-34.00%,144.00%,-9.00%,4.00%,33.70%,-355.60%,12.00%,106.24,91.22,46.50%,0.00%,72.60%,5.91%,2.10%,2.07,9.00%,27.00%,3.40%,0.5,0.5,0.67,1.33,70.50%,72.60%,90.90%,8.66%,22.21%,27.60%,46.96%,37.59%,30.59%,0.69,0.72,5.67%,4.64%,10.51%,19.95%,28.65%,-0.80%,49.95%,-0.80%,74.73%,69.97,0.43%,0.56%,926.52,2.29,16.18,1.00%,2122795,,17.91,12/18/2002,16.37,1.17%,69.0,91,1.23,16.18,14.77,13.59,12.6,9.26,16.41,7.0,10.69,55.666666666666664,True
3478,HAFC,Hanmi Financial Corporation,Financial,Banks - Regional,USA,765.71,11.25,10.54,1.41,3.59,1.25,0.91,5.38,3.47%,17.70%,2.26,30.00%,-11.98%,-4.00%,8.00%,6.40%,62.20%,1.10%,30.47,30.04,0.10%,0.22%,91.10%,0.90%,1.62%,2.59,1.10%,11.50%,13.80%,,,0.35,0.35,,85.60%,32.20%,-7.03%,-0.67%,2.50%,32.53%,47.64%,7.18%,1.12,1.02,3.43%,3.65%,-4.89%,0.63%,18.12%,-12.00%,19.21%,-12.00%,56.96%,42.23,0.79%,-3.38%,187.65,0.87,25.38,-2.61%,162958,1/25/2022 4:30:00 PM,28.92,5/14/1997,25.38,0.00%,59.0,94,1.32,25.38,26.6,25.3,21.51,16.17,28.84,20.0,13.95,57.666666666666664,True
3482,HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,USA,28900.47,19.29,13.45,0.31,1.89,4.2,9.49,30.39,0.57%,11.00%,1.63,148.90%,32.88%,17.50%,62.70%,-0.80%,447.50%,32.10%,895.0,891.41,0.40%,-5.31%,81.20%,3.95%,1.71%,1.36,6.90%,25.40%,12.60%,2.3,1.8,1.37,1.38,13.20%,11.80%,9.50%,-6.26%,2.88%,37.00%,56.02%,42.85%,37.60%,2.44,1.34,4.01%,3.98%,-1.55%,13.09%,32.80%,-8.30%,49.39%,-8.30%,76.62%,54.13,-2.87%,2.27%,11149.5,1.64,31.47,-0.66%,18256267,1/24/2022 8:30:00 AM,32.14,9/15/1948,31.37,-0.32%,63.0,93,1.28,31.47,32.0,28.0,23.74,17.82,34.32,0.0,2.13,52.0,True
3554,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,29608.71,52.72,16.08,,3.96,5.23,12.24,19.98,1.05%,,1.81,-641.90%,16.78%,0.90%,,-6.40%,146.60%,51.80%,308.1,278.58,0.30%,-32.76%,84.30%,-2.02%,2.63%,2.76,-0.80%,-2.90%,-16.80%,1.4,1.3,1.46,1.55,70.50%,10.40%,-2.20%,1.06%,4.11%,16.77%,37.38%,42.26%,28.68%,1.81,3.87,3.89%,4.07%,2.24%,10.61%,17.08%,-2.19%,39.43%,-2.19%,53.82%,60.69,-1.61%,3.07%,2648.75,2.01,95.26,1.41%,5317889,1/26/2022 8:30:00 AM,112.38,5/24/1962,95.26,0.00%,63.0,93,1.27,95.26,93.55,86.49,81.44,61.93,97.39,9.0,17.97,55.0,True
3660,HPK,"HighPeak Energy, Inc.",Energy,Oil & Gas E&P,USA,1989.83,144.48,6.35,,14.96,3.96,165.82,,0.48%,34.10%,0.14,-387.10%,392.54%,,,,168.70%,533.30%,92.68,7.95,2.60%,2.09%,7.90%,3.23%,2.16%,2.79,2.30%,2.80%,-21.40%,0.6,0.5,0.19,0.0,88.30%,31.70%,10.20%,5.28%,21.66%,51.81%,154.87%,58.58%,43.10%,0.83,1.07,5.44%,5.49%,11.74%,21.36%,66.95%,-0.24%,59.80%,-0.24%,251.52%,69.21,-0.10%,4.85%,61.45,2.18,20.95,4.75%,133851,,24.2,5/29/2018,21.49,2.58%,69.0,96,1.41,20.95,18.9,17.4,12.63,6.0,21.34,30.0,15.51,65.0,True
3724,HUN,Huntsman Corporation,Basic Materials,Chemicals,USA,8370.77,8.26,8.95,0.71,0.99,1.94,8.04,18.56,1.91%,15.10%,4.74,304.40%,11.00%,26.90%,11.70%,2.40%,74.50%,38.30%,216.2,195.28,3.40%,0.00%,85.30%,-2.62%,1.31%,1.23,12.00%,27.20%,17.30%,1.9,1.3,0.35,0.36,21.00%,14.60%,12.40%,-4.76%,10.61%,18.07%,53.18%,41.62%,12.39%,1.16,1.28,3.04%,2.93%,4.53%,9.24%,28.35%,-5.88%,25.80%,-5.88%,62.69%,59.19,2.67%,-4.33%,2086.24,2.0,39.2,-1.78%,4163450,2/15/2022 8:30:00 AM,45.8,2/11/2005,39.3,0.26%,69.0,92,1.26,39.2,37.7,36.03,30.58,24.1,41.65,16.0,16.84,59.0,True
3734,HWC,Hancock Whitney Corporation,Financial,Banks - Regional,USA,4558.76,12.41,9.82,1.55,4.5,1.28,1.27,8.53,2.02%,25.10%,4.3,-114.60%,3.09%,-18.40%,8.00%,9.30%,62.10%,-4.90%,86.83,86.04,0.60%,-1.02%,79.90%,1.28%,1.86%,3.64,1.10%,10.60%,26.10%,,,0.07,0.07,,95.20%,36.80%,-4.80%,-0.67%,0.70%,16.26%,39.46%,6.76%,1.51,1.91,2.93%,3.14%,-1.82%,1.61%,10.12%,-10.73%,18.51%,-10.73%,45.11%,46.75,3.03%,-3.97%,439.35,1.37,53.4,-1.06%,599996,1/18/2022 4:30:00 PM,64.39,6/4/1991,53.4,0.00%,72.0,92,1.25,53.4,54.37,52.67,48.52,36.8,59.82,13.0,20.58,59.0,True
3735,HWKN,"Hawkins, Inc.",Basic Materials,Specialty Chemicals,USA,902.28,18.22,,,1.26,3.09,38.56,41.2,1.21%,21.20%,2.37,44.80%,,35.00%,,7.60%,29.90%,30.90%,20.89,19.16,0.40%,0.00%,63.30%,1.49%,0.73%,2.5,10.30%,17.90%,11.30%,2.8,1.8,0.36,0.4,19.90%,9.60%,7.00%,2.28%,13.74%,19.28%,18.07%,36.49%,9.33%,0.89,1.49,3.34%,3.48%,7.51%,9.84%,20.05%,-1.89%,20.41%,-1.89%,44.10%,62.92,0.77%,-1.81%,55.99,2.28,43.13,-1.06%,127936,2/2/2022 4:30:00 PM,52.0,3/18/1980,43.13,0.00%,69.0,91,1.22,43.13,40.42,39.38,35.98,29.93,43.96,20.0,20.57,60.0,True
3920,IGT,International Game Technology PLC,Consumer Cyclical,Gambling,United Kingdom,6086.85,,19.12,,1.69,4.52,13.99,9.5,2.75%,0.00%,-1.17,-627.50%,14.04%,-63.50%,30.18%,-7.90%,142.10%,20.60%,205.19,99.41,51.65%,0.00%,47.00%,-1.44%,3.85%,2.4,1.80%,21.30%,-1.90%,1.3,1.2,4.97,0.0,49.50%,21.50%,6.10%,-4.50%,9.21%,4.57%,42.12%,67.73%,0.48%,2.09,1.34,4.65%,4.56%,2.97%,4.79%,15.28%,-5.80%,26.58%,-11.84%,92.26%,53.74,5.91%,-4.59%,1598.44,0.91,29.05,1.04%,1452037,3/1/2022 8:30:00 AM,40.21,4/7/2015,29.05,0.00%,66.0,97,1.5,29.05,28.36,27.82,25.24,15.11,32.95,22.0,38.42,61.666666666666664,True
4110,IRMD,IRadimed Corporation,Healthcare,Medical Devices,USA,572.85,64.19,57.23,3.67,13.7,8.62,9.66,72.51,,0.00%,0.74,-94.20%,-15.31%,-40.20%,17.50%,0.10%,137.60%,41.60%,12.33,6.48,0.60%,-83.38%,42.80%,5.07%,2.44%,1.72,6.10%,7.10%,0.60%,11.3,10.6,0.0,0.0,76.60%,11.90%,10.90%,-3.89%,27.02%,22.15%,46.43%,113.52%,4.89%,0.91,2.81,6.07%,6.39%,6.32%,8.04%,31.09%,-11.43%,38.17%,-11.43%,123.88%,55.53,8.15%,-4.85%,92.09,1.07,47.5,2.90%,98303,2/4/2022 8:30:00 AM,51.5,7/16/2014,47.5,0.00%,84.0,99,1.87,47.5,45.75,44.83,37.05,21.65,54.73,13.0,8.42,65.33333333333333,True
4115,IRT,"Independence Realty Trust, Inc.",Real Estate,REIT - Residential,USA,2618.52,67.7,53.6,13.54,10.5,3.87,300.98,,1.94%,245.90%,0.36,-69.30%,-11.52%,-27.50%,5.00%,14.20%,955.20%,218.00%,116.96,103.71,1.40%,0.00%,,31.86%,9.28%,3.36,1.00%,2.60%,2.60%,,,1.36,1.37,58.80%,18.50%,7.50%,3.00%,11.46%,-2.45%,23.43%,74.26%,-4.34%,0.94,0.75,3.79%,3.05%,4.55%,4.02%,15.84%,-4.89%,15.74%,-4.89%,79.58%,59.64,2.32%,-1.79%,2869.0,1.43,24.71,0.49%,4098474,2/16/2022 4:30:00 PM,26.89,8/13/2013,24.71,0.00%,63.0,97,1.56,24.71,23.77,23.75,21.37,13.76,25.98,42.0,8.82,67.33333333333333,True
4148,ITCI,"Intra-Cellular Therapies, Inc.",Healthcare,Biotechnology,USA,5021.12,,,,71.12,8.96,10.52,,,,-3.2,-20.50%,8.10%,-2.10%,,201.60%,-19.10%,200.00%,81.36,74.44,1.40%,-31.21%,81.10%,0.43%,6.36%,3.9,-40.30%,-44.90%,-35.20%,10.7,10.5,0.0,0.0,90.60%,,,-4.01%,14.86%,27.52%,66.94%,50.14%,2.35%,1.15,2.71,4.77%,5.11%,4.64%,13.81%,32.65%,-7.99%,54.78%,-7.99%,88.63%,58.24,4.18%,-3.07%,1213.44,1.24,53.57,0.98%,1509101,,61.6,12/27/2013,53.7,0.24%,81.0,94,1.34,53.57,51.48,47.41,40.47,28.4,58.22,5.0,14.99,60.0,True
4468,KOS,Kosmos Energy Ltd.,Energy,Oil & Gas E&P,USA,2093.84,,4.8,,2.03,6.54,18.81,6.59,,,-0.41,-630.90%,1079.01%,-41.00%,,12.50%,24.10%,-11.50%,451.89,444.33,1.50%,0.00%,89.80%,15.43%,5.47%,2.42,-4.20%,-48.50%,-15.00%,0.9,0.6,8.26,8.36,69.50%,9.40%,-16.30%,9.05%,-3.38%,23.45%,100.88%,34.71%,32.37%,3.21,0.34,6.41%,7.20%,3.03%,10.37%,38.14%,-10.02%,51.66%,-10.02%,154.44%,55.05,4.57%,3.55%,10054.75,1.83,4.58,8.27%,18369703,2/28/2022 8:30:00 AM,6.17,5/11/2011,4.51,-1.53%,69.0,90,1.2,4.58,4.46,4.17,3.32,1.8,5.09,33.0,34.72,64.0,True
4674,LLNW,"Limelight Networks, Inc.",Technology,Software - Infrastructure,USA,526.66,,294.62,,2.42,3.61,6.64,,,,-0.45,-169.40%,80.00%,9.60%,15.00%,5.30%,39.90%,13.50%,134.03,119.35,7.50%,0.00%,53.10%,9.45%,4.19%,2.65,-17.90%,-39.60%,-18.40%,3.6,3.6,0.86,0.86,27.60%,-21.80%,-25.20%,-12.36%,-12.16%,30.72%,45.08%,14.67%,11.66%,0.54,0.22,6.07%,5.11%,-6.18%,1.17%,24.87%,-15.17%,31.62%,-15.17%,66.52%,45.96,6.69%,-4.27%,1886.9,1.18,3.83,2.13%,2218078,1/20/2022 4:30:00 PM,4.93,6/8/2007,3.73,-2.61%,56.0,76,1.02,3.83,4.06,3.8,3.07,2.3,4.51,11.0,28.72,47.666666666666664,True
4718,LPI,"Laredo Petroleum, Inc.",Energy,Oil & Gas E&P,USA,1320.91,,3.02,,1.19,5.29,25.7,3.35,,,-22.42,-153.00%,167.57%,19.50%,10.49%,2.20%,142.10%,118.60%,15.76,15.72,0.90%,-76.45%,74.00%,3.12%,14.32%,2.97,-13.60%,,-73.40%,0.3,0.3,6.02,6.02,61.10%,37.90%,-21.30%,4.81%,5.31%,13.14%,58.88%,124.69%,25.03%,3.92,6.05,8.40%,8.47%,8.29%,10.96%,13.85%,-3.89%,40.44%,-24.26%,183.59%,57.48,0.80%,1.15%,758.65,1.56,75.18,1.97%,1184511,2/22/2022 4:30:00 PM,99.33,12/15/2011,71.2,-5.29%,53.0,99,2.01,75.18,69.7,67.96,66.21,26.51,99.26,15.0,32.12,55.666666666666664,True
4720,LPLA,LPL Financial Holdings Inc.,Financial,Capital Markets,USA,14284.33,31.43,13.17,1.5,1.85,8.77,7.98,98.65,0.57%,17.20%,5.63,-11.50%,43.34%,27.40%,20.90%,6.60%,-2.30%,38.40%,80.18,79.84,0.70%,-21.89%,97.80%,0.43%,1.57%,2.33,6.60%,31.40%,12.90%,,,1.75,1.87,98.90%,9.20%,6.00%,-6.50%,10.69%,3.71%,19.18%,33.86%,10.46%,1.03,6.77,3.81%,3.54%,-1.58%,3.37%,13.33%,-9.91%,17.80%,-9.91%,39.20%,48.33,3.73%,-4.78%,540.35,1.44,176.83,-1.23%,775715,2/3/2022 4:30:00 PM,222.5,11/18/2010,176.83,0.00%,69.0,90,1.2,176.83,180.38,171.46,156.18,127.03,196.29,32.0,25.83,63.666666666666664,True
4821,MAT,"Mattel, Inc.",Consumer Cyclical,Leisure,USA,8734.01,9.77,13.79,0.98,1.6,6.61,58.81,19.75,,0.00%,2.54,158.80%,24.60%,-19.60%,10.00%,-4.30%,151.40%,7.70%,350.42,348.26,0.40%,-4.13%,,-0.06%,7.16%,6.86,5.90%,44.30%,7.50%,1.6,1.1,1.96,2.05,48.20%,12.00%,5.90%,-3.09%,26.42%,10.97%,12.99%,26.29%,14.98%,1.48,0.96,4.08%,3.97%,8.88%,13.32%,17.89%,-3.58%,29.32%,-3.58%,38.14%,63.05,4.34%,-0.67%,3633.6,1.17,24.79,3.64%,4259070,2/9/2022 4:30:00 PM,30.54,8/12/1963,24.79,0.00%,66.0,86,1.13,24.79,22.98,21.97,21.05,17.95,25.71,18.0,23.19,56.666666666666664,True
4865,MCK,McKesson Corporation,Healthcare,Medical Distribution,USA,40309.92,29.77,11.58,2.3,0.16,,14.64,10.03,0.71%,19.20%,8.96,-667.60%,-3.62%,-37.30%,12.96%,4.50%,99.90%,9.60%,151.6,146.83,0.05%,-63.28%,88.90%,-2.55%,1.20%,1.67,2.20%,-235.80%,-61.00%,1.0,0.6,,,5.20%,0.90%,0.50%,-3.34%,8.54%,17.73%,33.10%,53.12%,7.25%,0.71,6.51,2.07%,2.31%,-0.11%,5.07%,23.52%,-5.71%,16.83%,-5.71%,57.43%,54.06,1.12%,-1.73%,1052.7,1.05,266.6,-0.63%,1105758,2/2/2022 4:30:00 PM,300.87,11/10/1994,266.88,0.11%,72.0,95,1.37,266.6,267.88,254.46,216.17,169.34,282.73,13.0,12.85,60.0,True
4871,MCRI,"Monarch Casino & Resort, Inc.",Consumer Cyclical,Resorts & Casinos,USA,1466.51,21.99,16.53,1.57,3.71,3.4,44.44,104.75,,0.00%,3.52,-26.30%,-0.72%,1.00%,14.00%,-1.80%,101.70%,86.30%,18.64,13.37,3.80%,-2.54%,67.50%,0.66%,1.68%,3.3,7.80%,13.30%,4.50%,0.6,0.5,0.2,0.25,55.10%,13.60%,13.20%,-0.30%,20.95%,8.56%,15.32%,18.27%,4.76%,1.69,3.23,4.32%,4.58%,11.60%,11.77%,13.93%,-2.17%,32.09%,-2.17%,37.48%,64.26,5.95%,-3.38%,68.09,3.12,77.47,2.37%,212410,2/9/2022 4:30:00 PM,86.5,8/6/1993,77.47,0.00%,84.0,80,1.06,77.47,70.17,69.52,68.03,56.35,79.19,12.0,11.66,58.666666666666664,True
4951,MGY,Magnolia Oil & Gas Corporation,Energy,Oil & Gas E&P,USA,4858.39,8.83,8.18,0.19,4.52,4.61,13.24,8.8,0.77%,3.40%,2.36,132.70%,6.08%,,46.69%,,391.60%,115.60%,180.61,108.73,0.80%,-95.53%,,3.23%,17.75%,11.46,26.60%,60.80%,49.20%,2.4,2.4,0.48,0.48,87.50%,56.00%,38.80%,2.61%,-4.05%,5.20%,43.56%,70.88%,10.39%,2.29,1.2,5.60%,5.52%,-2.28%,1.78%,19.18%,-10.75%,20.89%,-10.75%,102.43%,49.58,-1.93%,3.86%,1684.12,1.68,20.83,1.86%,2833737,2/17/2022 8:30:00 AM,22.93,6/29/2017,20.83,0.00%,59.0,97,1.53,20.83,21.27,20.49,17.52,10.29,23.34,15.0,10.08,57.0,True
4977,MIRM,"Mirum Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,705.64,,,,44.1,12.59,3.71,,,,-6.1,-79.10%,-12.20%,,,,-81.30%,,30.37,29.15,0.90%,-0.68%,84.50%,7.80%,1.96%,3.43,-75.60%,-156.10%,,3.9,3.9,0.0,0.0,,,,2.95%,32.17%,68.01%,54.38%,25.11%,46.83%,,1.29,6.21%,6.58%,12.94%,29.93%,40.12%,-4.80%,74.97%,-4.80%,82.68%,69.89,1.34%,-3.43%,166.68,1.51,23.42,-2.13%,252276,11/15/2021 4:30:00 PM,55.43,7/18/2019,23.42,0.00%,81.0,85,1.12,23.42,21.03,18.22,16.74,12.82,24.6,14.0,136.68,60.0,True
5043,MNRL,"Brigham Minerals, Inc.",Energy,Oil & Gas E&P,USA,1296.61,180.83,14.75,57.96,9.44,2.05,90.67,15.49,2.56%,722.20%,0.12,-669.70%,23.28%,,3.12%,,284.80%,81.80%,45.2,42.46,1.80%,-13.73%,83.90%,1.69%,1.88%,2.8,0.10%,0.10%,-10.90%,5.3,5.3,0.11,0.11,,0.40%,0.30%,-0.91%,1.72%,-2.19%,18.93%,51.44%,3.75%,,0.86,3.94%,3.65%,-0.86%,0.39%,7.40%,-7.09%,12.96%,-13.12%,64.08%,48.4,-2.71%,2.65%,285.59,2.28,21.88,-0.14%,652157,2/23/2022 4:30:00 PM,27.27,4/18/2019,21.88,0.00%,75.0,94,1.32,21.88,22.1,21.8,20.64,13.66,25.49,10.0,24.63,59.666666666666664,True
5063,MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,USA,18242.68,27.33,15.82,1.33,0.66,6.76,2.39,8.93,,0.00%,11.25,0.30%,13.35%,64.70%,20.52%,9.30%,208.60%,41.50%,58.4,57.88,0.10%,-8.63%,96.10%,-1.30%,1.50%,2.93,6.00%,27.20%,15.50%,1.4,1.4,0.91,0.0,14.60%,3.70%,2.40%,-4.62%,13.81%,0.34%,16.10%,40.58%,-3.32%,0.77,10.67,3.16%,3.62%,2.21%,2.38%,10.52%,-6.27%,16.65%,-6.27%,46.99%,54.09,3.28%,-2.03%,296.33,1.03,307.53,1.18%,306627,2/9/2022 4:30:00 PM,344.5,7/2/2003,307.53,0.00%,56.0,92,1.26,307.53,302.84,300.52,278.49,209.22,328.11,9.0,12.02,52.333333333333336,True
