,ticker,company,sector,industry,market cap,analyst_recom,sentiment_score,rs_rating,returns_multiple,current_price,target_price,est_gl,performance_(week),performance_(month),performance_(quarter),performance_(half year),performance_(year),performance_(ytd),20_day_ma,50_day_ma,200_day_ma,52_week_low,52_week_high,my_score,in_sp1500
251,TBBK,"The Bancorp, Inc.",Financial,Banks - Regional,1667.77,94.0,15.0,95,1.84,29.29,36.0,22.91,-4.03%,-3.84%,14.59%,20.83%,127.76%,114.58%,31.26,,24.66,11.7,33.36,68.0,True
254,TGNA,TEGNA Inc.,Communication Services,Broadcasting,4609.31,79.0,14.0,75,1.13,20.85,22.38,7.34,-0.71%,6.16%,16.48%,7.53%,41.93%,49.46%,20.85,,19.2,13.05,22.09,56.0,True
255,THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,8232.9,79.0,15.0,95,1.82,75.67,87.94,16.22,-3.80%,7.85%,0.91%,13.09%,132.40%,89.51%,76.72,,65.2,31.18,83.69,63.0,True
256,THRY,"Thryv Holdings, Inc.",Communication Services,Internet Content & Information,1345.95,91.5,20.0,99,3.08,37.45,47.0,25.5,-1.40%,28.87%,24.09%,29.14%,280.66%,177.41%,34.51,,28.9,9.6,41.86,70.16666666666667,True
259,TMST,TimkenSteel Corporation,Basic Materials,Steel,715.35,74.0,20.0,98,2.46,15.23,18.15,19.17,-1.10%,14.34%,5.62%,0.53%,198.63%,226.12%,15.19,,13.03,4.53,17.73,64.0,True
260,TNDM,"Tandem Diabetes Care, Inc.",Healthcare,Medical Devices,8124.5,76.5,40.0,75,1.13,129.66,148.21,14.31,-5.34%,-0.37%,17.54%,51.84%,42.17%,35.51%,135.73,,104.57,76.19,143.67,63.833333333333336,True
262,TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,12707.31,84.0,17.0,94,1.76,54.47,64.55,18.51,-0.16%,-0.64%,20.64%,40.17%,118.05%,106.48%,55.31,,42.57,23.33,58.18,65.0,True
267,TTEK,"Tetra Tech, Inc.",Industrials,Engineering & Construction,9884.85,74.0,27.0,79,1.19,184.35,187.29,1.59,-1.88%,9.62%,30.06%,54.31%,51.42%,59.22%,181.43,,139.87,113.14,192.91,60.0,True
268,TTGT,"TechTarget, Inc.",Communication Services,Internet Content & Information,2836.8,79.0,25.0,90,1.46,96.72,110.78,14.54,-11.05%,9.72%,18.10%,37.56%,88.02%,63.63%,102.3,,80.08,49.58,111.44,64.66666666666667,True
271,UFPI,"UFP Industries, Inc.",Basic Materials,Lumber & Wood Production,5417.61,81.5,14.0,83,1.27,86.96,93.83,7.9,-3.21%,7.58%,11.27%,9.36%,60.89%,56.54%,87.66,,75.39,52.11,92.1,59.5,True
274,UNVR,Univar Solutions Inc.,Basic Materials,Chemicals,4673.32,74.0,23.0,78,1.17,26.99,32.5,20.41,-5.13%,5.68%,11.95%,-0.37%,47.49%,41.98%,28.26,,24.27,17.78,29.77,58.333333333333336,True
278,VICR,Vicor Corporation,Technology,Electronic Components,6626.49,76.5,19.0,89,1.43,148.31,176.67,19.12,-8.51%,1.53%,20.73%,64.64%,80.87%,60.82%,156.43,,111.67,74.08,164.76,61.5,True
280,VRTV,Veritiv Corporation,Industrials,Business Equipment & Supplies,1941.62,106.5,26.0,100,5.31,128.84,160.0,24.19,-10.25%,28.74%,44.26%,109.77%,556.68%,519.72%,140.59,,70.57,17.79,158.99,77.5,True
281,VSTO,Vista Outdoor Inc.,Consumer Cyclical,Leisure,2576.89,89.0,13.0,94,1.68,45.09,62.33,38.23,-4.17%,9.95%,8.18%,3.44%,119.52%,89.77%,45.39,,39.15,18.75,48.75,65.33333333333333,True
282,VVV,Valvoline Inc.,Energy,Oil & Gas Refining & Marketing,6436.74,84.0,13.0,81,1.22,35.16,42.88,21.96,-3.78%,4.30%,14.94%,6.55%,52.87%,51.94%,35.36,,30.85,22.51,37.41,59.333333333333336,True
285,WIRE,Encore Wire Corporation,Industrials,Electrical Equipment & Parts,2867.19,94.0,17.0,96,2.09,138.78,160.0,15.29,-5.98%,12.88%,60.01%,68.83%,163.94%,129.12%,142.2,,86.77,51.36,151.64,69.0,True
288,WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies,32578.06,81.5,14.0,82,1.25,438.88,457.0,4.13,-2.33%,4.16%,-1.81%,26.29%,63.03%,54.91%,429.54,,369.01,253.86,475.35,59.166666666666664,True
289,WTFC,Wintrust Financial Corporation,Financial,Banks - Regional,5208.63,89.0,14.0,82,1.25,91.06,101.75,11.74,-1.72%,2.86%,21.11%,13.23%,55.13%,49.06%,92.79,,78.77,54.13,97.11,61.666666666666664,True
291,YETI,"YETI Holdings, Inc.",Consumer Cyclical,Leisure,8539.09,84.0,13.0,80,1.2,96.87,112.35,15.98,-6.69%,4.48%,-4.82%,10.58%,52.36%,41.48%,101.69,,89.03,60.75,108.82,59.0,True
292,ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,32111.54,76.5,18.0,82,1.24,590.72,630.91,6.8,-2.68%,14.07%,0.47%,18.85%,58.48%,53.70%,589.62,,524.86,363.0,614.1,58.833333333333336,True
