"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"ASML","ASML Holding N.V.","Technology","Semiconductor Equipment & Materials",328870.70,52.05,0.42%,21.50%,17.30%,416.51,0.40%,0.00%,18.60%,-1.46%,0.21%,34.80%,-11.05%,-2.37%,-6.11%,15.77%,84.67%,60.34%,1.09,1.94%,-6.48%,-3.15%,9.86%,-12.11%,10.29%,-12.71%,85.86%,38.80,1.90,782.02,-2.54%,786306,866.95
"ASND","Ascendis Pharma A/S","Healthcare","Biotechnology",8170.41,,,-43.00%,-3.10%,54.64,0.03%,0.00%,99.47%,4.70%,5.42%,,-3.24%,-2.12%,-7.07%,7.02%,-11.30%,-13.77%,0.71,4.64%,-7.01%,-8.23%,1.95%,-16.70%,4.98%,-21.83%,31.51%,39.29,1.70,143.82,-2.42%,80999,195.08
"ASO","Academy Sports and Outdoors, Inc.","Consumer Cyclical","Specialty Retail",4269.28,8.31,,32.70%,4.10%,92.75,0.60%,-99.05%,99.00%,1.77%,13.30%,11.20%,-7.46%,7.82%,9.10%,26.01%,175.63%,122.05%,,4.63%,-1.28%,5.17%,25.56%,-9.89%,18.94%,-9.89%,195.63%,49.71,1.80,46.03,-2.29%,2372264,55.50
"ASPCU","Alpha Capital Acquisition Company","Financial","Shell Companies",,,,,,,,,81.86%,,,,-1.40%,2.51%,1.16%,2.10%,,-2.48%,,0.49%,1.12%,1.84%,1.53%,-2.76%,31.74%,-3.59%,31.74%,56.69,,10.21,0.00%,0,
"ASPN","Aspen Aerogels, Inc.","Industrials","Building Products & Equipment",1958.02,,,-24.30%,-3.90%,32.52,14.50%,-4.24%,84.40%,-1.04%,1.64%,-23.50%,-9.19%,23.50%,30.97%,185.06%,289.03%,246.38%,1.61,5.64%,0.47%,13.52%,74.58%,-12.39%,42.25%,-12.39%,344.35%,53.93,1.70,57.81,-6.26%,241306,57.70
"ASPS","Altisource Portfolio Solutions S.A.","Financial","Mortgage Finance",191.88,,,-32.80%,-19.00%,15.83,0.40%,0.00%,35.60%,-6.75%,2.82%,-31.40%,-8.19%,-11.11%,14.83%,75.70%,-11.54%,-6.83%,1.59,5.87%,-6.49%,-2.33%,27.52%,-17.70%,25.65%,-18.70%,113.90%,42.93,2.50,12.00,-2.76%,55024,18.00
"ASPU","Aspen Group, Inc.","Consumer Defensive","Education & Training Services",88.46,,,-15.90%,51.70%,25.07,6.20%,9.29%,58.20%,-0.77%,3.59%,-13.80%,-19.48%,-32.48%,-40.14%,-41.07%,-71.42%,-69.18%,0.62,6.91%,-25.62%,-33.48%,-44.10%,-43.21%,12.46%,-73.20%,12.46%,26.19,1.80,3.43,5.86%,159141,11.80
"ASR","Grupo Aeroportuario del Sureste, S. A. B. de C. V.","Industrials","Airports & Air Services",5457.95,25.31,2.20%,-7.50%,7.00%,30.00,51.50%,0.00%,25.80%,-1.41%,0.47%,42.90%,-6.83%,-7.40%,3.95%,5.06%,21.23%,12.52%,1.29,2.38%,-9.86%,-6.61%,0.65%,-14.42%,4.98%,-14.42%,24.82%,29.58,2.80,181.75,-5.91%,26516,205.67
"ASRT","Assertio Holdings, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",75.01,,,26.60%,-20.90%,44.97,0.30%,0.00%,14.60%,-24.25%,2.32%,-38.70%,6.94%,48.08%,42.59%,-14.92%,-11.25%,7.66%,1.64,11.06%,15.16%,39.94%,-15.84%,-6.67%,80.92%,-73.45%,80.92%,60.87,2.00,1.54,8.83%,608782,4.00
"ASRV","AmeriServ Financial, Inc.","Financial","Banks - Regional",67.51,11.42,2.53%,-2.50%,2.30%,17.07,6.70%,2.84%,43.30%,-0.70%,0.08%,81.80%,5.33%,2.86%,0.77%,-5.50%,28.04%,26.20%,0.90,2.39%,2.15%,1.80%,-0.02%,-2.71%,7.34%,-26.03%,29.51%,58.26,,3.95,-0.25%,3449,
"ASTC","Astrotech Corporation","Industrials","Aerospace & Defense",40.06,,,36.00%,-34.00%,47.43,0.60%,0.00%,14.50%,4.23%,0.63%,,-2.42%,-20.30%,-26.82%,-31.20%,-56.72%,-54.52%,-1.26,5.09%,-14.92%,-18.30%,-39.91%,-30.00%,2.94%,-80.56%,2.94%,27.14,,0.81,-2.53%,208299,
"ASTE","Astec Industries, Inc.","Industrials","Farm & Heavy Construction Machinery",1523.32,46.24,0.66%,2.90%,0.80%,22.76,1.30%,-0.36%,95.20%,0.37%,1.24%,4.40%,-5.44%,28.34%,6.94%,-3.31%,11.87%,14.48%,1.31,3.56%,-0.02%,13.21%,2.69%,-11.65%,31.76%,-17.17%,31.76%,54.41,2.20,66.26,-2.83%,90568,81.33
"ASTL","Algoma Steel Group Inc.","Basic Materials","Steel",1194.67,,,,,30.31,4.20%,0.00%,12.60%,-15.69%,,,-0.84%,-5.50%,-3.53%,7.89%,,9.78%,,5.13%,-5.90%,-4.16%,2.32%,-21.90%,4.20%,-21.90%,11.74%,43.01,,10.66,-4.65%,321787,
"ASTR","Astra Space, Inc.","Industrials","Aerospace & Defense",2987.56,,,,,265.09,2.10%,0.00%,36.70%,10.10%,8.86%,,15.24%,21.97%,-3.43%,11.58%,12.93%,11.47%,,7.20%,11.55%,20.75%,3.14%,-17.01%,53.53%,-49.84%,53.53%,61.42,2.00,11.27,7.64%,5019329,11.00
"ASTS","AST SpaceMobile, Inc.","Communication Services","Telecom Services",2002.13,,,,,183.85,12.30%,0.02%,27.30%,-1.19%,14.49%,,-8.18%,0.93%,-0.91%,50.83%,7.61%,-19.81%,,6.51%,-8.47%,-3.61%,-1.45%,-17.56%,9.12%,-57.08%,56.47%,42.10,2.00,10.89,0.00%,711985,32.00
"ASUR","Asure Software, Inc.","Technology","Software - Application",167.19,294.14,,-29.20%,19.50%,19.18,4.40%,4.86%,69.70%,-2.33%,2.13%,8.60%,0.12%,-10.77%,-5.22%,0.95%,9.22%,20.14%,1.11,4.64%,-6.59%,-4.94%,-0.07%,-14.19%,5.70%,-14.19%,21.34%,37.46,2.30,8.53,0.47%,59230,29.63
"ASX","ASE Technology Holding Co., Ltd.","Technology","Semiconductors",15821.26,12.18,4.16%,,,2194.35,,,7.00%,26.77%,0.50%,,-6.36%,4.04%,-22.31%,-10.10%,40.55%,23.46%,1.04,2.03%,-3.20%,-3.53%,-10.29%,-19.08%,9.08%,-25.05%,41.93%,41.35,1.50,7.21,-3.99%,3543124,8.82
"ASXC","Asensus Surgical, Inc.","Healthcare","Medical Devices",335.15,,,35.60%,,234.34,0.50%,-20.26%,30.20%,4.80%,11.10%,,-5.30%,-12.80%,-34.40%,-38.89%,236.47%,128.80%,1.47,7.33%,-18.54%,-20.03%,-44.41%,-38.10%,2.14%,-79.42%,240.48%,32.48,2.00,1.43,-2.05%,2258386,4.00
"ASYS","Amtech Systems, Inc.","Technology","Semiconductor Equipment & Materials",154.25,,,15.70%,-9.00%,14.18,2.40%,-3.25%,73.20%,1.17%,1.24%,0.10%,-4.82%,-14.31%,6.49%,2.11%,81.91%,67.08%,1.48,7.01%,-23.81%,-15.64%,-1.75%,-32.45%,8.22%,-32.45%,91.90%,32.44,2.00,10.66,2.30%,98084,16.67
"ASZ","Austerlitz Acquisition Corporation II","Financial","Shell Companies",1349.64,,,,,138.00,,,60.71%,,,,-0.71%,-0.31%,1.03%,-0.20%,,-1.21%,,0.37%,-0.28%,-0.02%,0.07%,-1.01%,0.62%,-3.55%,1.56%,44.91,,9.78,-0.31%,52669,
"ATAI","Atai Life Sciences N.V.","Healthcare","Biotechnology",,,,,,,9.67%,,19.00%,,1.91%,,-0.62%,-21.86%,-32.59%,,,-42.47%,,8.90%,-21.06%,-21.83%,-28.37%,-37.17%,7.08%,-51.16%,7.08%,34.00,1.70,11.19,-1.06%,338730,30.25
"ATAX","America First Multifamily Investors, L.P.","Financial","Mortgage Finance",431.93,15.56,6.77%,-23.80%,-3.00%,60.65,0.60%,12.73%,11.00%,2.79%,0.48%,50.30%,-2.21%,2.25%,0.05%,3.55%,67.60%,53.01%,0.68,2.44%,-1.67%,0.87%,5.18%,-8.02%,10.03%,-8.54%,73.41%,46.67,2.00,6.50,-2.50%,100426,7.50
"ATC","Atotech Limited","Technology","Electronic Components",4771.66,,,,,194.70,2.09%,0.00%,96.70%,-0.21%,1.01%,16.80%,-2.28%,2.64%,2.52%,1.37%,,27.01%,,1.11%,-1.10%,0.84%,5.02%,-3.32%,3.56%,-8.32%,43.82%,45.27,2.80,24.45,-1.37%,508147,25.75
"ATCO","Atlas Corp.","Financial","Asset Management",3420.88,22.66,3.62%,-19.20%,11.70%,246.30,25.33%,0.00%,57.20%,-0.97%,3.21%,30.40%,-2.40%,-0.29%,-6.44%,-0.58%,15.77%,27.31%,1.04,3.05%,-2.89%,-5.44%,-2.15%,-16.31%,0.95%,-16.31%,41.10%,41.65,2.30,13.80,-0.93%,475773,18.25
"ATCX","Atlas Technical Consultants, Inc.","Industrials","Engineering & Construction",368.39,,,,,30.63,1.60%,-45.25%,24.90%,-16.02%,1.72%,4.80%,-3.43%,0.51%,-2.67%,-10.94%,89.10%,40.11%,,5.09%,-8.44%,-3.91%,-4.21%,-19.00%,8.48%,-36.04%,98.99%,42.14,1.70,9.85,-1.40%,64099,14.70
"ATEC","Alphatec Holdings, Inc.","Healthcare","Medical Devices",1057.00,,,43.60%,1.50%,99.57,10.90%,1.81%,57.90%,17.40%,9.94%,-56.50%,-6.87%,-10.12%,-19.31%,-27.10%,-3.47%,-27.20%,1.67,5.39%,-11.44%,-14.45%,-27.06%,-27.30%,-1.31%,-45.40%,13.66%,34.20,1.70,10.57,-6.13%,1348998,21.17
"ATEN","A10 Networks, Inc.","Technology","Software - Infrastructure",1178.95,13.22,1.31%,18.50%,2.80%,77.15,1.60%,-67.64%,87.60%,1.30%,3.07%,12.10%,-7.42%,12.15%,5.18%,56.53%,87.33%,54.46%,1.00,6.34%,-6.37%,3.58%,29.72%,-20.05%,20.11%,-20.05%,97.28%,46.57,1.70,15.23,-7.25%,740568,19.67
"ATER","Aterian, Inc.","Technology","Consumer Electronics",294.33,,,,,35.36,4.20%,115.55%,23.50%,13.14%,,-83.60%,-2.49%,-14.77%,-9.87%,-69.47%,-26.15%,-68.16%,,10.53%,-9.78%,-33.48%,-67.43%,-67.63%,14.64%,-88.81%,80.26%,39.79,1.80,5.48,1.29%,2792206,12.40
"ATEX","Anterix Inc.","Communication Services","Telecom Services",1092.67,,,-15.20%,-23.60%,17.88,2.00%,-30.05%,91.80%,-0.09%,4.32%,,-5.19%,-1.43%,4.63%,21.45%,106.57%,59.76%,0.44,3.37%,-4.33%,-1.82%,10.94%,-9.74%,10.43%,-9.74%,110.03%,40.79,2.20,60.07,-2.34%,51780,76.20
"ATFV","Alger ETF Trust - Alger 25 ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,0.48%,1.40%,4.61%,16.52%,,15.88%,,1.19%,0.65%,2.92%,6.78%,-6.08%,11.12%,-6.08%,24.08%,54.64,,22.69,4.98%,29,
"ATGE","Adtalem Global Education Inc.","Consumer Defensive","Education & Training Services",1519.20,48.82,,111.10%,-9.60%,49.66,1.80%,-28.45%,,3.83%,5.80%,10.10%,0.59%,-17.82%,-18.41%,-15.72%,4.78%,-9.69%,1.02,4.99%,-7.79%,-14.54%,-17.88%,-22.77%,2.17%,-30.08%,10.09%,37.21,2.00,30.66,-3.34%,205545,41.33
"ATH","Athene Holding Ltd.","Financial","Insurance - Diversified",15880.46,4.55,,22.50%,39.50%,191.70,0.10%,-84.65%,88.00%,1.11%,2.83%,15.50%,-4.69%,-5.94%,25.31%,31.22%,77.96%,90.50%,1.69,2.37%,-4.76%,3.74%,27.38%,-9.95%,27.67%,-9.95%,104.38%,43.88,2.80,82.18,-3.07%,758702,83.89
"ATHA","Athira Pharma, Inc.","Healthcare","Biotechnology",526.37,,,,,37.31,1.20%,0.00%,67.10%,0.90%,3.30%,,-5.30%,18.54%,29.55%,-30.09%,-39.13%,-59.30%,,7.74%,-6.69%,17.35%,-4.79%,-16.28%,52.68%,-59.93%,56.98%,50.52,1.50,13.94,-3.60%,417890,39.67
"ATHE","Alterity Therapeutics Limited","Healthcare","Biotechnology",47.18,,,9.00%,,34.51,18.70%,0.00%,1.60%,-32.66%,3.97%,,1.96%,-15.45%,-25.18%,-22.39%,-32.90%,-22.39%,1.51,4.72%,-9.88%,-15.79%,-25.25%,-25.18%,4.00%,-62.18%,4.00%,34.57,,1.04,0.00%,44121,4.00
"ATHM","Autohome Inc.","Communication Services","Internet Content & Information",4373.85,9.05,2.48%,27.10%,20.10%,126.41,,,57.90%,0.96%,4.15%,28.10%,2.31%,-11.63%,-12.97%,-54.55%,-65.60%,-64.84%,0.27,4.33%,-7.61%,-18.29%,-48.52%,-33.07%,6.09%,-76.28%,6.09%,33.41,2.70,35.03,-2.45%,461232,49.95
"ATHX","Athersys, Inc.","Healthcare","Biotechnology",272.41,,,-16.00%,-34.50%,229.22,0.80%,-2.51%,22.30%,0.53%,7.57%,,-8.85%,-10.43%,-35.22%,-38.32%,-41.81%,-41.14%,-1.60,8.26%,-14.36%,-19.49%,-35.25%,-31.33%,11.96%,-66.01%,11.96%,38.21,1.70,1.03,-0.96%,1126360,4.56
"ATI","Allegheny Technologies Incorporated","Industrials","Metal Fabrication",1967.62,,,-28.70%,-4.30%,127.20,0.40%,-1.89%,,0.02%,10.89%,-35.60%,-7.28%,1.47%,-17.38%,-38.10%,5.50%,-9.60%,1.63,4.18%,-9.47%,-8.99%,-24.29%,-17.29%,2.02%,-39.44%,12.50%,34.81,2.20,15.16,-5.60%,1540053,24.00
"ATIF","ATIF Holdings Limited","Financial","Capital Markets",32.95,,,,,9.80,70.68%,0.00%,0.60%,-59.69%,5.16%,,-6.05%,-10.75%,29.72%,-27.88%,-10.19%,-23.23%,,5.00%,-8.64%,-11.20%,-26.31%,-24.04%,4.39%,-69.49%,69.60%,37.46,,3.57,-7.27%,49585,
"ATIP","ATI Physical Therapy, Inc.","Healthcare","Medical Care Facilities",682.21,,,,,139.55,8.20%,0.00%,87.70%,2.58%,10.76%,,-11.81%,24.91%,-20.94%,-66.33%,-66.90%,-68.69%,,9.38%,-2.08%,-2.68%,-53.30%,-26.48%,26.32%,-74.25%,26.32%,46.64,2.80,3.36,-2.89%,559627,4.83
"ATKR","Atkore Inc.","Industrials","Specialty Industrial Machinery",4876.19,11.66,,67.10%,14.00%,45.96,0.50%,-21.62%,96.40%,-1.19%,2.46%,32.70%,-5.18%,17.07%,16.04%,37.07%,160.64%,157.41%,2.47,4.38%,1.41%,10.36%,30.16%,-10.69%,28.84%,-10.69%,173.08%,53.59,2.20,105.82,-6.36%,439675,116.75
"ATLC","Atlanticus Holdings Corporation","Financial","Credit Services",969.81,9.61,,100.30%,29.70%,15.12,6.60%,-11.36%,16.80%,-4.84%,5.07%,38.20%,-9.48%,-11.12%,10.15%,58.37%,301.34%,154.69%,1.38,7.93%,-18.33%,-4.29%,38.90%,-31.80%,33.47%,-31.80%,318.20%,37.44,2.00,62.73,-3.19%,44628,86.50
"ATLCP","Atlanticus Holdings Corporation","Financial","Credit Services",,,7.98%,,,,,,0.71%,,0.09%,,-0.20%,-0.12%,-0.32%,,,0.93%,,0.44%,-0.34%,0.16%,0.46%,-0.87%,1.80%,-2.04%,2.55%,46.45,,24.95,-0.52%,28010,86.50
"ATLO","Ames National Corporation","Financial","Banks - Regional",223.56,9.34,4.27%,5.00%,7.80%,9.12,0.80%,22.46%,22.70%,0.29%,0.38%,90.40%,-1.85%,0.66%,3.74%,-3.64%,9.38%,1.50%,0.73,1.81%,-0.98%,1.92%,-0.21%,-3.56%,6.00%,-12.62%,13.82%,49.36,,24.38,-1.53%,30445,
"ATMP","Barclays ETN+ Select MLP ETN","Financial","Exchange Traded Fund",,,5.64%,,,,,,,,,,-2.73%,-5.79%,4.30%,2.57%,30.05%,36.74%,,0.94%,-4.24%,-3.20%,3.42%,-9.37%,8.71%,-9.37%,40.70%,38.11,,15.97,-3.62%,94305,
"ATMR","Altimar Acquisition Corp. II","Financial","Shell Companies",428.00,,,,,43.12,,,84.70%,45.27%,0.84%,,0.15%,0.15%,1.27%,1.90%,,0.35%,,0.23%,0.10%,0.28%,0.94%,-0.25%,0.97%,-4.93%,3.27%,57.22,,9.94,0.05%,741,
"ATNF","180 Life Sciences Corp.","Healthcare","Biotechnology",182.21,,,,,33.68,9.90%,0.00%,8.10%,16.13%,7.15%,,34.91%,4.44%,3.64%,-36.65%,94.60%,98.17%,-0.46,10.01%,19.10%,4.65%,-24.14%,-19.25%,52.82%,-58.53%,148.17%,61.15,,5.41,21.30%,2288024,11.00
"ATNI","ATN International, Inc.","Communication Services","Telecom Services",662.40,,1.64%,-23.80%,5.10%,15.86,26.70%,-0.01%,66.40%,-1.46%,1.48%,-1.70%,-1.63%,-4.24%,-8.46%,-12.14%,-16.59%,-0.55%,0.15,3.11%,-2.80%,-7.41%,-10.41%,-13.73%,1.86%,-21.12%,1.86%,38.68,1.70,41.53,-4.11%,32000,66.00
"ATNM","Actinium Pharmaceuticals, Inc.","Healthcare","Biotechnology",163.15,,,35.60%,,21.54,1.41%,0.00%,14.00%,-11.99%,4.95%,,-5.81%,-7.13%,20.30%,-10.66%,-33.06%,-6.54%,0.56,5.59%,-8.58%,-10.31%,-5.31%,-29.22%,11.98%,-38.74%,27.89%,38.47,1.70,7.29,-1.49%,61552,32.50
"ATNX","Athenex, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",193.71,,,-13.40%,59.60%,109.29,5.80%,2.02%,49.10%,-11.17%,5.61%,,-3.21%,-28.17%,-50.27%,-61.41%,-86.79%,-83.63%,0.56,6.81%,-18.56%,-31.43%,-57.94%,-50.41%,6.47%,-87.93%,6.47%,22.96,2.40,1.81,-2.16%,584877,7.50
"ATO","Atmos Energy Corporation","Utilities","Utilities - Regulated Gas",12067.50,18.33,2.68%,9.00%,6.80%,131.56,0.30%,-1.49%,88.50%,3.01%,2.42%,26.60%,0.83%,1.74%,-4.11%,-5.84%,-6.07%,-2.15%,0.46,1.70%,-0.73%,1.57%,-3.03%,-3.01%,8.83%,-11.06%,10.39%,48.12,2.40,93.38,-1.71%,483601,107.89
"ATOM","Atomera Incorporated","Technology","Semiconductor Equipment & Materials",527.60,,,1.10%,,22.63,2.00%,-10.09%,31.40%,-0.89%,17.96%,,-17.01%,6.59%,-5.13%,31.79%,161.95%,43.75%,1.47,9.31%,-13.17%,-6.41%,0.62%,-30.18%,11.90%,-50.92%,168.33%,41.11,2.00,23.13,-4.10%,251135,28.00
"ATOS","Atossa Therapeutics, Inc.","Healthcare","Biotechnology",275.48,,,52.40%,,120.82,0.04%,-68.45%,27.70%,-12.22%,,,-0.44%,-13.31%,-38.87%,-29.19%,45.22%,140.00%,2.03,6.18%,-11.27%,-21.10%,-31.90%,-36.31%,6.54%,-76.73%,181.48%,32.54,2.00,2.28,-0.44%,1935132,7.88
"ATR","AptarGroup, Inc.","Consumer Cyclical","Packaging & Containers",8301.82,35.75,1.20%,0.80%,4.80%,65.90,0.10%,-39.46%,90.60%,-0.29%,1.16%,10.80%,-2.34%,1.03%,-5.89%,-14.05%,0.25%,-7.51%,0.67,2.19%,-2.12%,0.41%,-7.50%,-6.77%,6.74%,-20.36%,6.74%,43.65,2.50,126.61,-1.22%,165440,147.14
"ATRA","Atara Biotherapeutics, Inc.","Healthcare","Biotechnology",1513.66,,,-13.10%,,93.60,1.40%,-5.21%,,4.40%,12.32%,,-1.46%,17.29%,19.52%,29.57%,-23.58%,-10.49%,1.94,5.75%,-0.34%,3.68%,15.80%,-12.33%,21.93%,-37.70%,48.77%,51.79,1.80,17.57,-3.20%,409000,33.00
"ATRC","AtriCure, Inc.","Healthcare","Medical Instruments & Supplies",3225.27,76.68,,-3.30%,9.70%,45.26,2.10%,-10.67%,96.20%,-2.24%,2.10%,19.40%,-7.50%,-6.00%,-4.66%,-4.98%,62.75%,27.56%,1.11,4.28%,-9.50%,-4.82%,-2.86%,-20.37%,6.89%,-20.37%,68.04%,38.20,1.60,71.01,-7.44%,176643,99.00
"ATRI","Atrion Corporation","Healthcare","Medical Instruments & Supplies",1374.82,41.52,1.06%,2.40%,0.30%,1.80,1.20%,0.00%,66.70%,0.65%,4.79%,22.00%,-6.50%,4.94%,4.73%,18.39%,24.48%,14.47%,0.08,1.54%,-4.60%,1.17%,10.95%,-8.74%,9.71%,-8.74%,28.72%,42.83,,735.20,-3.45%,4382,
"ATRO","Astronics Corporation","Industrials","Aerospace & Defense",371.26,,,-28.30%,-6.20%,30.95,2.70%,0.08%,76.80%,-1.09%,3.59%,-5.70%,-12.56%,-11.27%,-17.84%,-32.67%,-9.00%,-13.68%,1.90,4.70%,-15.35%,-16.32%,-28.15%,-23.64%,-6.85%,-45.43%,1.51%,24.75,2.70,11.42,-7.15%,180904,17.05
"ATRS","Antares Pharma, Inc.","Healthcare","Medical Instruments & Supplies",540.44,8.78,,34.10%,26.80%,169.04,3.00%,-1.99%,50.20%,0.01%,2.43%,14.10%,-2.94%,-5.17%,-17.50%,-16.88%,8.91%,-17.29%,1.49,4.05%,-9.37%,-8.80%,-17.78%,-16.24%,-0.90%,-34.91%,10.74%,36.70,1.60,3.30,-3.51%,501468,6.57
"ATSG","Air Transport Services Group, Inc.","Industrials","Integrated Freight & Logistics",1999.07,10.77,,-7.00%,20.50%,73.72,0.70%,-1.89%,99.80%,0.33%,1.76%,17.80%,-1.57%,9.47%,0.75%,8.86%,-13.75%,-13.72%,0.51,2.60%,0.79%,4.94%,3.26%,-6.37%,14.19%,-16.62%,26.24%,54.13,1.70,27.04,-3.91%,278418,33.17
"ATSPT","Archimedes Tech SPAC Partners Co.","Financial","Shell Companies",,,,,,,,,,,,,-0.30%,0.92%,0.71%,,,0.91%,,0.40%,0.29%,0.72%,0.86%,-1.30%,1.75%,-1.30%,119.33%,57.38,,9.87,-0.03%,35447,
"ATSPU","Archimedes Tech SPAC Partners Co.","Financial","Shell Companies",177.47,,,,,17.46,0.18%,0.00%,26.20%,-33.65%,0.00%,,-0.39%,2.31%,1.70%,2.52%,,2.42%,,1.86%,0.99%,1.98%,2.15%,-8.87%,3.46%,-8.87%,4.31%,54.02,,10.17,-2.12%,21457,
"ATTO","Atento S.A.","Industrials","Specialty Business Services",356.81,,,-24.10%,-6.20%,14.09,1.49%,0.00%,72.90%,0.69%,0.06%,2.90%,-9.38%,-7.04%,0.73%,17.16%,117.90%,72.72%,1.52,5.89%,-7.41%,-12.64%,-2.08%,-22.94%,4.45%,-22.94%,138.96%,35.48,2.70,23.49,-0.38%,2932,30.00
"ATUS","Altice USA, Inc.","Communication Services","Telecom Services",4389.75,7.32,,,,274.02,0.10%,-95.84%,52.00%,-12.63%,22.34%,24.60%,-7.29%,-4.87%,-43.21%,-55.57%,-53.39%,-57.70%,1.05,4.66%,-6.38%,-14.54%,-45.74%,-38.69%,-0.31%,-58.17%,-0.31%,36.73,2.20,16.02,-1.78%,7218224,28.79
"ATVCU","Tribe Capital Growth Corp I","Financial","Shell Companies",,,,,,,,,48.65%,,0.01%,,0.74%,1.24%,-1.05%,-1.53%,,-1.24%,,0.56%,0.79%,1.26%,0.29%,-1.43%,2.79%,-5.23%,2.79%,55.48,,10.07,1.86%,1049,
"ATVI","Activision Blizzard, Inc.","Communication Services","Electronic Gaming & Multimedia",47435.76,17.95,0.78%,18.80%,11.60%,778.00,0.60%,0.53%,88.30%,-0.70%,1.69%,35.00%,-3.27%,-22.92%,-26.46%,-37.67%,-20.77%,-34.71%,0.61,3.28%,-11.20%,-17.55%,-30.23%,-26.38%,1.41%,-42.01%,1.41%,25.40,1.80,60.62,-0.48%,8305870,95.60
"ATXI","Avenue Therapeutics, Inc.","Healthcare","Biotechnology",21.47,,,13.00%,,16.63,0.40%,-8.47%,5.80%,-5.16%,3.15%,,-11.90%,-29.75%,-33.93%,-77.62%,-66.67%,-81.34%,0.68,7.75%,-22.81%,-22.76%,-65.85%,-40.00%,8.82%,-85.57%,8.82%,31.42,3.00,1.11,0.00%,23057,
"ATXS","Astria Therapeutics, Inc.","Healthcare","Biotechnology",92.00,,,37.50%,,12.83,2.00%,0.04%,58.40%,8.56%,1.87%,,4.33%,0.00%,-25.43%,-42.97%,-22.44%,-45.64%,1.45,6.47%,-1.00%,-8.93%,-40.62%,-29.85%,12.58%,-85.40%,12.58%,47.66,,6.98,0.58%,14618,22.80
"ATY","AcuityAds Holdings Inc.","Communication Services","Internet Content & Information",220.71,,,,,60.30,9.26%,0.00%,10.86%,,,,-3.94%,-42.54%,-55.37%,-66.67%,-37.01%,-67.41%,,7.94%,-19.59%,-37.68%,-63.75%,-52.22%,3.98%,-86.01%,3.98%,28.38,,3.66,-4.19%,174991,
"AU","AngloGold Ashanti Limited","Basic Materials","Gold",8414.81,9.00,2.67%,97.20%,2.00%,419.14,3.10%,0.00%,32.80%,2.91%,1.83%,30.80%,-4.01%,2.74%,17.94%,-16.49%,-5.21%,-12.25%,0.60,2.65%,0.45%,8.89%,-0.04%,-8.94%,36.24%,-25.85%,36.24%,53.44,2.80,19.85,-1.59%,1776233,19.23
"AUB","Atlantic Union Bankshares Corporation","Financial","Banks - Regional",2564.62,9.96,3.33%,5.40%,18.70%,76.31,0.50%,0.00%,72.40%,-1.07%,1.34%,,-4.30%,-3.28%,-11.45%,-18.02%,5.46%,2.09%,1.25,2.49%,-7.46%,-7.83%,-10.40%,-12.65%,2.75%,-20.78%,13.12%,34.20,2.30,33.63,-5.77%,241924,42.17
"AUBN","Auburn National Bancorporation, Inc.","Financial","Banks - Regional",120.35,14.66,3.07%,-0.60%,0.80%,3.54,0.60%,2.61%,8.00%,-10.69%,0.11%,89.80%,1.99%,-0.53%,-1.45%,-9.82%,-15.02%,-18.69%,0.54,1.01%,0.63%,-0.26%,-6.68%,-4.02%,2.91%,-32.84%,2.91%,52.41,,33.90,0.77%,1622,
"AUD","Audacy, Inc.","Communication Services","Broadcasting",361.59,,3.05%,-34.90%,20.70%,135.89,2.20%,37.26%,55.40%,0.14%,5.64%,-14.60%,-6.43%,-18.38%,-27.02%,-39.77%,-1.13%,6.07%,1.61,6.26%,-19.57%,-23.56%,-37.11%,-35.15%,-3.50%,-58.71%,30.35%,31.18,2.60,2.62,-4.73%,840546,4.10
"AUDC","AudioCodes Ltd.","Technology","Communication Equipment",1164.53,34.10,0.97%,146.90%,9.60%,32.62,40.50%,0.00%,42.40%,-1.82%,1.52%,17.60%,-5.01%,3.01%,6.88%,8.24%,25.49%,26.86%,0.54,2.40%,-2.46%,1.46%,8.65%,-6.43%,12.13%,-6.43%,34.94%,45.61,1.80,34.95,-0.68%,76051,38.20
"AUID","Ipsidy Inc.","Technology","Software - Infrastructure",344.73,,,36.90%,23.80%,22.09,1.30%,0.00%,2.50%,,1.15%,,-5.92%,12.68%,57.16%,92.19%,231.23%,265.93%,2.32,6.68%,-7.38%,7.49%,45.63%,-19.89%,34.75%,-19.89%,314.72%,46.54,,14.93,-2.35%,38390,
