no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
1840,CVX,Chevron Corporation,Energy,Oil & Gas Integrated,USA,255588.92,16.28,14.32,,1.64,1.87,42.37,,4.05%,279.00%,8.13,-291.90%,-11.93%,-26.20%,-4.90%,-6.10%,,77.30%,1918.01,1897.83,0.04%,-62.87%,67.60%,0.35%,1.22%,1.86,1.50%,2.70%,-2.10%,1.3,1.0,0.27,0.27,42.70%,2.80%,2.30%,-3.12%,4.33%,18.31%,36.88%,32.89%,12.82%,1.15,3.45,2.36%,2.65%,-1.56%,4.80%,19.51%,-5.05%,19.57%,-5.05%,42.58%,50.57,-3.00%,2.31%,12467.57,1.56,132.4,-0.76%,19423182,1/28/2022 8:30:00 AM,141.26,6/24/1921,132.6,0.15%,63.0,88,1.16,132.4,134.76,126.63,110.9,92.86,139.44,10.0,6.69,53.666666666666664,True
1853,CWK,Cushman & Wakefield plc,Real Estate,Real Estate Services,United Kingdom,5108.67,67.7,10.82,6.77,0.58,4.1,4.3,13.14,,0.00%,0.34,109.90%,22.36%,15.20%,10.00%,13.30%,279.40%,20.80%,223.3,155.61,0.80%,-77.22%,79.99%,34.39%,4.05%,5.91,1.10%,6.70%,-2.20%,1.4,1.4,2.61,2.64,20.00%,3.90%,0.90%,5.49%,6.48%,25.37%,26.07%,32.63%,1.98%,1.38,0.76,3.51%,3.60%,5.09%,5.43%,18.82%,-2.45%,16.40%,-2.45%,59.38%,59.51,1.39%,-1.11%,1065.94,0.82,22.68,0.27%,874395,2/24/2022 4:30:00 PM,27.82,8/2/2018,22.68,0.00%,72.0,90,1.19,22.68,21.63,21.56,19.11,14.23,23.25,18.0,22.66,60.0,True
2150,DSKE,"Daseke, Inc.",Industrials,Trucking,USA,701.77,15.89,9.11,0.64,0.45,6.82,4.89,8.79,,0.00%,0.71,99.80%,8.33%,29.40%,25.00%,16.50%,76.80%,13.00%,62.58,39.58,3.50%,-12.06%,44.50%,15.42%,3.75%,3.3,3.70%,48.10%,4.70%,1.6,1.6,5.18,5.72,54.50%,5.40%,2.60%,0.18%,22.82%,10.62%,17.80%,103.07%,12.05%,1.98,0.43,2.48%,5.03%,2.90%,10.39%,26.73%,-3.76%,35.00%,-3.76%,116.35%,59.72,-0.88%,-0.18%,449.3,1.39,11.25,-1.06%,626718,1/25/2022 8:30:00 AM,12.75,10/12/2015,11.22,-0.27%,63.0,98,1.77,11.25,11.04,10.22,8.9,5.47,11.69,18.0,13.33,59.666666666666664,True
2190,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,35283.63,12.59,9.45,1.17,2.96,3.75,15.54,9.93,0.84%,7.90%,4.18,161.70%,-1.38%,32.10%,10.72%,3.40%,,233.80%,660.0,641.02,0.80%,-2.04%,86.00%,-6.71%,2.69%,1.4,13.50%,31.90%,19.70%,1.4,1.4,0.73,0.73,49.00%,27.00%,23.40%,0.78%,14.20%,34.09%,102.41%,159.58%,19.57%,2.85,2.89,6.18%,5.73%,0.64%,9.83%,48.97%,-6.65%,48.16%,-6.65%,185.79%,54.31,-8.40%,4.97%,12320.18,1.89,52.67,-3.85%,23284103,2/15/2022 4:30:00 PM,56.02,3/17/1992,53.0,0.63%,75.0,99,2.13,52.67,52.55,48.16,36.46,20.14,58.03,25.0,6.36,66.33333333333333,True
2432,ENVA,"Enova International, Inc.",Financial,Credit Services,USA,1558.29,6.22,6.04,,1.29,1.37,6.8,3.49,,0.00%,6.79,214.60%,19.98%,54.40%,,0.90%,-56.00%,76.10%,36.74,36.08,2.50%,-7.97%,88.30%,-2.15%,2.35%,2.39,21.10%,46.30%,18.70%,15.9,15.9,0.95,0.95,,56.00%,39.80%,-4.37%,6.24%,6.75%,32.76%,42.48%,3.10%,1.51,1.96,3.59%,4.58%,0.21%,2.21%,15.56%,-11.80%,16.14%,-11.80%,49.70%,49.72,3.50%,-0.63%,354.93,1.07,42.23,2.85%,381357,2/3/2022 4:30:00 PM,50.6,10/30/2014,42.23,0.00%,69.0,92,1.24,42.23,42.22,41.38,36.57,29.31,47.88,21.0,19.82,60.666666666666664,True
2440,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,64647.89,21.18,10.3,0.29,4.16,2.92,15.06,12.81,2.74%,31.00%,5.17,-122.20%,23.15%,33.90%,73.84%,4.80%,,105.70%,585.09,583.05,0.30%,1.82%,87.70%,-0.64%,1.14%,1.51,8.30%,14.40%,-1.60%,2.1,2.0,0.23,0.24,60.80%,26.20%,19.40%,-3.42%,8.84%,30.81%,65.70%,67.28%,23.30%,1.8,4.41,3.73%,4.04%,-1.70%,9.05%,29.77%,-6.30%,35.78%,-6.30%,86.71%,52.17,-6.36%,4.79%,4403.02,1.06,109.53,-1.87%,4657706,2/25/2022 8:30:00 AM,117.52,10/4/1989,111.36,1.68%,69.0,95,1.36,109.53,111.79,100.97,86.19,62.81,116.97,18.0,7.29,60.666666666666664,True
2629,EXC,Exelon Corporation,Utilities,Utilities - Diversified,USA,40864.48,24.39,18.56,1.52,1.17,1.2,13.82,,3.67%,89.40%,1.71,-33.30%,-20.06%,-4.60%,16.00%,2.30%,139.40%,0.60%,979.0,975.59,0.10%,-25.78%,82.50%,0.27%,1.89%,1.73,1.30%,5.10%,3.40%,0.9,0.8,1.05,1.23,58.10%,6.80%,4.80%,-1.30%,2.89%,8.95%,19.06%,43.16%,1.12%,0.47,0.91,1.70%,2.55%,-0.32%,2.84%,15.33%,-5.38%,12.49%,-5.38%,52.29%,51.71,-0.26%,0.31%,10640.25,1.08,41.65,0.05%,11446754,,49.78,7/6/1943,41.66,0.02%,66.0,94,1.31,41.65,41.87,40.58,36.17,27.35,44.02,18.0,19.52,59.333333333333336,True
2640,EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,USA,31901.42,,19.2,,3.71,15.29,7.4,10.37,,,-2.14,90.50%,37.31%,-24.40%,22.80%,-0.40%,162.10%,147.70%,153.58,149.04,0.40%,-41.56%,97.80%,3.09%,4.89%,2.71,-1.20%,-18.00%,3.90%,0.9,0.9,3.75,4.11,82.30%,4.20%,-3.10%,3.81%,17.35%,16.85%,43.29%,28.17%,13.26%,1.52,8.79,4.17%,4.77%,7.64%,12.82%,21.99%,-5.99%,35.70%,-5.99%,49.65%,62.31,-1.46%,-0.69%,2686.05,1.13,204.68,-2.15%,3047499,2/10/2022 4:30:00 PM,213.5,7/20/2005,204.68,0.00%,53.0,87,1.13,204.68,191.82,182.13,167.95,136.77,217.72,13.0,4.31,51.0,True
2670,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,22881.52,66.44,7.09,1.09,4.13,2.02,50.07,7.96,1.56%,82.70%,1.93,269.40%,61.60%,-27.70%,61.03%,44.50%,150.50%,165.30%,181.03,180.28,0.20%,-9.75%,87.70%,-1.39%,3.24%,2.01,2.10%,4.20%,-31.20%,0.7,0.7,0.6,0.6,79.40%,33.70%,8.00%,-1.87%,8.51%,25.31%,77.33%,80.30%,18.71%,2.33,6.44,4.69%,5.27%,-0.70%,6.82%,30.66%,-6.24%,34.74%,-6.24%,103.06%,51.73,-5.16%,2.69%,2913.92,1.45,128.03,-2.62%,4219568,2/22/2022 4:30:00 PM,145.85,10/12/2012,129.5,1.15%,72.0,97,1.56,128.03,129.37,120.21,98.21,65.27,136.55,24.0,13.92,64.33333333333333,True
2825,FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,33018.57,12.96,12.45,,6.34,1.65,0.87,,2.48%,31.20%,3.73,-45.10%,13.85%,-1.80%,-2.98%,6.70%,24.20%,-2.80%,697.46,681.9,0.20%,-6.59%,83.20%,-0.80%,1.57%,1.97,1.20%,12.00%,13.80%,,,0.56,0.56,,96.40%,47.40%,0.21%,7.30%,10.98%,27.05%,37.77%,10.98%,1.35,1.38,2.07%,2.92%,2.52%,4.87%,14.90%,-4.56%,19.72%,-4.56%,44.70%,55.26,0.79%,-0.58%,5411.37,1.23,48.33,0.21%,6662128,1/20/2022 8:30:00 AM,51.68,3/17/1980,48.33,0.00%,72.0,90,1.2,48.33,47.29,46.18,42.09,34.35,50.64,18.0,6.93,60.0,True
2871,FLMN,Falcon Minerals Corporation,Energy,Oil & Gas E&P,USA,476.74,47.41,19.78,,8.31,1.92,132.43,,11.27%,114.50%,0.12,-70.30%,28.70%,,-6.64%,,444.70%,97.90%,46.34,41.21,0.70%,0.00%,58.20%,-2.55%,2.27%,1.23,5.80%,11.60%,4.10%,1.8,1.8,0.28,0.28,93.70%,43.40%,27.40%,0.18%,15.06%,4.96%,23.32%,27.02%,12.94%,1.65,0.27,4.43%,5.12%,4.38%,9.14%,9.42%,-8.03%,29.11%,-16.41%,41.75%,57.69,-2.83%,2.54%,763.71,1.56,5.5,-0.36%,1191713,,7.49,9/8/2017,5.5,0.00%,59.0,88,1.15,5.5,5.3,5.06,5.03,3.88,6.58,13.0,36.18,53.333333333333336,True
3175,GDEN,"Golden Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,USA,1639.12,13.39,12.95,0.89,1.61,4.9,7.47,11.63,,0.00%,3.86,-241.30%,19.98%,-40.10%,15.00%,31.40%,468.80%,37.50%,28.95,18.8,1.00%,-22.01%,64.20%,2.73%,4.47%,4.44,5.40%,38.60%,,1.9,1.9,3.39,3.39,44.80%,9.30%,8.60%,-2.56%,19.99%,3.21%,8.58%,122.54%,2.39%,2.63,2.68,5.98%,5.51%,5.66%,7.35%,9.77%,-12.78%,25.98%,-12.78%,144.17%,54.37,-0.79%,0.00%,189.34,2.28,51.74,-0.79%,430934,2/17/2022 4:30:00 PM,69.0,1/4/1999,51.74,0.00%,75.0,99,1.96,51.74,49.31,48.29,47.18,21.19,59.32,33.0,33.36,69.0,True
3278,GLNG,Golar LNG Limited,Energy,Oil & Gas Midstream,Bermuda,1680.94,,41.7,,3.69,0.95,2.69,7.39,,0.00%,-1.44,-34.00%,144.00%,-9.00%,4.00%,33.70%,-355.60%,12.00%,106.24,91.22,46.50%,0.00%,72.60%,5.91%,2.10%,2.15,9.00%,27.00%,3.40%,0.5,0.5,0.67,1.33,70.50%,72.60%,90.90%,6.78%,20.64%,22.27%,43.27%,39.20%,24.54%,0.69,0.63,3.69%,4.52%,7.37%,15.80%,23.14%,-0.39%,43.00%,-0.39%,66.63%,64.34,1.38%,3.89%,891.12,1.63,15.43,5.32%,1453426,,17.91,12/18/2002,15.6,1.10%,69.0,92,1.23,15.43,14.5,13.4,12.55,9.26,15.68,7.0,16.07,56.0,True
3478,HAFC,Hanmi Financial Corporation,Financial,Banks - Regional,USA,805.24,11.83,11.08,1.48,3.78,1.31,0.96,5.65,3.30%,17.70%,2.26,30.00%,-11.98%,-4.00%,8.00%,6.40%,62.20%,1.10%,30.47,30.04,0.10%,0.22%,91.10%,0.90%,1.62%,2.57,1.10%,11.50%,13.80%,,,0.35,0.35,,85.60%,32.20%,1.44%,6.50%,13.62%,40.70%,52.69%,12.71%,1.12,0.95,2.99%,3.85%,0.34%,6.51%,24.51%,-7.45%,25.36%,-7.45%,66.81%,54.87,-0.34%,-0.07%,188.96,0.71,26.69,-0.41%,133910,1/25/2022 4:30:00 PM,28.92,5/14/1997,26.69,0.00%,59.0,95,1.35,26.69,26.66,25.15,21.46,16.17,28.84,19.0,8.36,57.666666666666664,True
3482,HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,USA,28891.29,19.29,13.44,0.31,1.89,4.19,9.49,30.38,0.57%,11.00%,1.63,148.90%,32.88%,17.50%,62.70%,-0.80%,447.50%,32.10%,895.0,891.41,0.40%,-3.91%,81.20%,3.95%,1.71%,1.36,6.90%,25.40%,12.60%,2.3,1.8,1.37,1.38,13.20%,11.80%,9.50%,-2.78%,14.23%,42.74%,63.77%,50.24%,37.56%,2.44,1.32,4.31%,4.57%,-0.97%,14.34%,33.25%,-8.33%,49.35%,-8.33%,76.56%,54.39,-5.10%,2.76%,11202.97,1.31,31.46,-2.48%,14707292,1/24/2022 8:30:00 AM,32.14,9/15/1948,31.5,0.13%,63.0,93,1.27,31.46,31.91,27.67,23.65,17.82,34.32,3.0,2.16,53.0,True
3554,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,29176.67,51.95,15.85,,3.9,5.15,12.06,19.69,1.07%,,1.81,-641.90%,16.78%,0.90%,,-6.40%,146.60%,51.80%,308.1,278.58,0.30%,-32.76%,84.30%,-2.02%,2.63%,2.81,-0.80%,-2.90%,-16.80%,1.4,1.3,1.46,1.55,70.50%,10.40%,-2.20%,-0.91%,7.05%,23.40%,40.63%,37.52%,26.80%,1.81,3.76,3.81%,4.37%,1.16%,9.75%,15.53%,-2.99%,37.40%,-2.99%,54.26%,57.25,-2.99%,3.08%,2603.42,1.52,93.87,0.00%,3957120,1/26/2022 8:30:00 AM,112.38,5/24/1962,93.87,0.00%,63.0,92,1.23,93.87,93.05,85.83,81.31,61.93,97.39,9.0,19.72,54.666666666666664,True
3660,HPK,"HighPeak Energy, Inc.",Energy,Oil & Gas E&P,USA,1883.45,136.76,6.01,,14.16,3.75,156.95,,0.50%,34.10%,0.14,-387.10%,392.54%,,,,168.70%,533.30%,92.68,7.95,2.60%,2.09%,7.90%,3.23%,2.16%,2.87,2.30%,2.80%,-21.40%,0.6,0.5,0.19,0.0,88.30%,31.70%,10.20%,-2.07%,12.29%,46.45%,130.05%,56.58%,35.45%,0.83,1.02,4.78%,5.75%,7.49%,16.28%,59.36%,-3.77%,51.26%,-3.77%,232.73%,62.58,-0.20%,1.79%,59.7,1.1,19.83,1.59%,65722,,24.2,5/29/2018,19.83,0.00%,69.0,94,1.3,19.83,18.61,17.15,12.51,6.0,20.61,30.0,22.04,64.33333333333333,True
3724,HUN,Huntsman Corporation,Basic Materials,Chemicals,USA,8676.13,8.57,9.28,0.73,1.03,2.01,8.33,19.24,1.85%,15.10%,4.74,304.40%,11.00%,26.90%,11.70%,2.40%,74.50%,38.30%,216.2,195.28,3.40%,0.00%,85.30%,-2.62%,1.31%,1.25,12.00%,27.20%,17.30%,1.9,1.3,0.35,0.36,21.00%,14.60%,12.40%,10.80%,14.61%,26.10%,63.96%,42.46%,16.49%,1.16,1.2,3.72%,3.00%,9.75%,14.18%,33.42%,-2.13%,30.39%,-2.13%,68.62%,70.66,-1.62%,0.24%,2049.39,1.82,40.63,-1.38%,3727536,2/15/2022 8:30:00 AM,45.8,2/11/2005,40.76,0.32%,69.0,94,1.28,40.63,37.28,35.74,30.5,24.1,41.65,16.0,12.72,59.666666666666664,True
3734,HWC,Hancock Whitney Corporation,Financial,Banks - Regional,USA,4623.64,12.59,9.96,1.57,4.56,1.3,1.29,8.66,1.99%,25.10%,4.3,-114.60%,3.09%,-18.40%,8.00%,9.30%,62.10%,-4.90%,86.83,86.04,0.60%,-1.02%,79.90%,1.28%,1.86%,3.67,1.10%,10.60%,26.10%,,,0.07,0.07,,95.20%,36.80%,-0.24%,1.20%,6.05%,18.98%,37.04%,8.28%,1.51,1.86,2.71%,3.27%,-0.43%,3.43%,11.79%,-9.46%,20.20%,-9.46%,48.59%,50.29,-1.26%,-0.02%,435.46,1.19,54.16,-1.28%,517431,1/18/2022 4:30:00 PM,64.39,6/4/1991,54.16,0.00%,72.0,91,1.21,54.16,54.38,52.46,48.47,36.8,59.82,13.0,18.89,58.666666666666664,True
3735,HWKN,"Hawkins, Inc.",Basic Materials,Specialty Chemicals,USA,899.56,18.17,,,1.26,3.08,38.44,41.08,1.21%,21.20%,2.37,44.80%,,35.00%,,7.60%,29.90%,30.90%,20.89,19.16,0.40%,0.00%,63.30%,1.49%,0.73%,2.57,10.30%,17.90%,11.30%,2.8,1.8,0.36,0.4,19.90%,9.60%,7.00%,6.78%,16.22%,22.26%,16.78%,39.61%,9.00%,0.89,1.47,3.26%,3.73%,8.55%,10.19%,20.00%,-2.18%,21.42%,-2.18%,46.66%,63.82,-0.97%,-0.96%,54.46,1.77,43.0,-1.92%,96439,2/2/2022 4:30:00 PM,52.0,3/18/1980,43.0,0.00%,69.0,90,1.19,43.0,39.83,39.14,35.88,29.93,43.96,20.0,20.93,59.666666666666664,True
3920,IGT,International Game Technology PLC,Consumer Cyclical,Gambling,United Kingdom,5898.27,,18.53,,1.64,4.38,13.56,9.21,2.84%,0.00%,-1.17,-627.50%,14.04%,-63.50%,30.18%,-7.90%,142.10%,20.60%,205.19,99.41,51.65%,0.00%,47.00%,-1.44%,3.85%,2.34,1.80%,21.30%,-1.90%,1.3,1.2,4.97,0.0,49.50%,21.50%,6.10%,-1.95%,11.09%,2.10%,51.34%,55.52%,-2.63%,2.09,1.24,3.41%,4.74%,0.50%,2.01%,12.19%,-8.72%,22.66%,-14.57%,86.30%,48.91,-2.83%,-1.13%,1638.43,1.31,28.15,-3.92%,2138897,3/1/2022 8:30:00 AM,40.21,4/7/2015,28.15,0.00%,66.0,96,1.41,28.15,28.1,27.65,25.14,15.11,32.95,23.0,42.84,61.666666666666664,True
4002,INBK,First Internet Bancorp,Financial,Banks - Regional,USA,488.46,10.29,8.26,,3.65,1.33,1.13,12.96,0.48%,5.50%,4.82,19.10%,30.73%,8.80%,,27.00%,40.60%,0.60%,9.94,9.3,6.60%,1.37%,71.70%,0.68%,0.82%,1.56,1.00%,12.30%,10.50%,,,0.28,0.28,,52.70%,32.20%,-0.12%,-1.29%,11.84%,64.10%,51.70%,5.42%,0.73,1.55,1.72%,3.14%,-0.57%,2.16%,32.22%,-7.41%,17.96%,-7.41%,76.79%,49.33,-1.12%,-0.06%,49.17,0.67,49.59,-1.18%,33169,1/19/2022 4:30:00 PM,65.2,12/28/2004,49.59,0.00%,75.0,94,1.31,49.59,49.86,48.65,37.58,28.05,53.56,20.0,31.48,63.0,True
4110,IRMD,IRadimed Corporation,Healthcare,Medical Devices,USA,565.98,63.42,56.54,3.62,13.54,8.52,9.54,71.64,,0.00%,0.74,-94.20%,-15.31%,-40.20%,17.50%,0.10%,137.60%,41.60%,12.33,6.48,0.60%,-83.34%,42.80%,5.07%,2.44%,1.72,6.10%,7.10%,0.60%,11.3,10.6,0.0,0.0,76.60%,11.90%,10.90%,-2.07%,28.08%,22.66%,42.91%,108.03%,3.63%,0.91,2.73,4.58%,6.82%,7.09%,6.91%,30.18%,-12.50%,36.51%,-12.50%,121.19%,54.49,0.92%,-1.69%,92.14,0.66,46.93,-0.78%,60882,2/4/2022 8:30:00 AM,51.5,7/16/2014,46.9,-0.06%,84.0,99,1.89,46.93,44.95,44.74,36.86,21.65,54.73,12.0,9.74,65.0,True
4148,ITCI,"Intra-Cellular Therapies, Inc.",Healthcare,Biotechnology,USA,5119.53,,,,72.51,9.13,10.73,,,,-3.2,-20.50%,8.10%,-2.10%,,201.60%,-19.10%,200.00%,81.36,74.44,1.40%,-28.79%,81.10%,0.43%,6.36%,3.96,-40.30%,-44.90%,-35.20%,10.7,10.5,0.0,0.0,90.60%,,,3.06%,28.04%,35.60%,76.82%,48.06%,4.36%,1.15,2.7,4.66%,5.50%,8.46%,17.76%,35.87%,-6.18%,57.82%,-6.18%,92.32%,61.96,-0.24%,-3.32%,1194.4,0.83,54.62,-3.55%,994009,,61.6,12/27/2013,54.62,0.00%,81.0,94,1.3,54.62,50.87,46.72,40.3,28.4,58.22,5.0,12.78,60.0,True
4468,KOS,Kosmos Energy Ltd.,Energy,Oil & Gas E&P,USA,1906.4,,4.37,,1.84,5.96,17.13,6.0,,,-0.41,-630.90%,1079.01%,-41.00%,,12.50%,24.10%,-11.50%,451.89,444.33,1.50%,0.00%,89.80%,15.43%,5.47%,2.41,-4.20%,-48.50%,-15.00%,0.9,0.6,8.26,8.36,69.50%,9.40%,-16.30%,-9.94%,-1.65%,23.01%,93.06%,39.46%,20.52%,3.21,0.33,6.10%,7.88%,-6.81%,0.77%,26.23%,-18.07%,38.08%,-18.07%,131.67%,45.4,-5.44%,3.04%,10084.31,0.81,4.17,-2.57%,8185353,2/28/2022 8:30:00 AM,6.17,5/11/2011,4.23,1.44%,69.0,86,1.12,4.17,4.47,4.14,3.31,1.8,5.09,33.0,47.96,62.666666666666664,True
4589,LEGH,Legacy Housing Corporation,Consumer Cyclical,Residential Construction,USA,614.47,13.36,12.54,,3.17,2.11,682.74,12.17,,0.00%,1.93,32.80%,2.50%,,,,73.90%,29.30%,24.2,8.68,34.70%,-2.65%,22.30%,0.83%,1.02%,2.25,13.20%,16.90%,12.80%,2.1,1.2,0.03,0.0,39.40%,28.90%,24.10%,0.55%,11.15%,-2.47%,43.23%,51.32%,-2.87%,,1.06,3.64%,4.18%,0.50%,1.36%,24.21%,-10.85%,18.10%,-10.85%,71.74%,50.11,-5.09%,-0.29%,39.28,0.72,25.71,-5.37%,28129,,30.5,12/14/2018,25.76,0.18%,69.0,96,1.39,25.71,25.67,25.37,20.73,14.97,28.84,18.0,18.63,61.0,True
4674,LLNW,"Limelight Networks, Inc.",Technology,Software - Infrastructure,USA,522.54,,292.31,,2.4,3.58,6.59,,,,-0.45,-169.40%,80.00%,9.60%,15.00%,5.30%,39.90%,13.50%,134.03,119.35,7.50%,0.00%,53.10%,9.45%,4.19%,2.66,-17.90%,-39.60%,-18.40%,3.6,3.6,0.86,0.86,27.60%,-21.80%,-25.20%,-5.24%,-10.38%,19.87%,42.32%,10.79%,10.79%,0.54,0.22,5.97%,5.28%,-8.05%,1.24%,24.19%,-15.84%,30.58%,-15.84%,65.22%,44.4,-3.06%,-1.51%,1880.2,0.74,3.8,-4.52%,1388562,1/20/2022 4:30:00 PM,4.93,6/8/2007,3.8,0.00%,56.0,75,1.0,3.8,4.11,3.77,3.06,2.3,4.51,11.0,29.74,47.333333333333336,True
4694,LNG,"Cheniere Energy, Inc.",Energy,Oil & Gas Midstream,USA,29309.56,,12.49,,2.42,,13.3,21.03,1.14%,,-4.82,-113.40%,3179.30%,39.90%,24.02%,103.10%,-132.80%,119.20%,253.6,250.7,0.60%,-0.16%,91.90%,-1.03%,0.92%,1.39,-3.30%,356.80%,7.70%,0.9,0.8,,,8.20%,-7.90%,-10.00%,-1.00%,10.68%,11.02%,34.87%,66.53%,14.10%,1.32,4.26,3.54%,3.86%,1.41%,6.29%,19.69%,-4.61%,18.26%,-4.61%,77.40%,55.66,-4.61%,4.56%,1665.5,1.49,115.72,-0.26%,2485755,2/24/2022 8:30:00 AM,127.24,4/4/1994,115.72,0.00%,81.0,97,1.49,115.72,114.64,109.14,96.85,65.78,121.35,19.0,9.96,65.66666666666667,True
4720,LPLA,LPL Financial Holdings Inc.,Financial,Capital Markets,USA,14676.92,32.29,13.53,1.54,1.9,9.01,8.2,101.36,0.55%,17.20%,5.63,-11.50%,43.34%,27.40%,20.90%,6.60%,-2.30%,38.40%,80.18,79.84,0.70%,-21.89%,97.80%,0.43%,1.57%,2.38,6.60%,31.40%,12.90%,,,1.75,1.87,98.90%,9.20%,6.00%,-1.03%,13.53%,10.73%,25.57%,34.18%,13.49%,1.03,6.25,2.59%,3.57%,2.30%,6.70%,16.64%,-7.44%,21.04%,-7.44%,43.03%,54.56,1.43%,-1.13%,528.37,1.2,181.69,0.29%,634746,2/3/2022 4:30:00 PM,222.5,11/18/2010,181.69,0.00%,69.0,91,1.21,181.69,178.71,170.69,155.9,127.03,196.29,32.0,22.46,64.0,True
4821,MAT,"Mattel, Inc.",Consumer Cyclical,Leisure,USA,8508.53,9.52,13.43,0.95,1.56,6.44,57.3,19.24,,0.00%,2.54,158.80%,24.60%,-19.60%,10.00%,-4.30%,151.40%,7.70%,350.42,348.26,0.40%,-4.13%,,-0.06%,7.16%,7.03,5.90%,44.30%,7.50%,1.6,1.1,1.96,2.05,48.20%,12.00%,5.90%,-0.21%,18.73%,6.62%,12.27%,23.78%,12.01%,1.48,0.95,3.65%,4.24%,7.92%,10.94%,14.97%,-6.07%,25.98%,-6.07%,34.58%,59.89,-1.35%,-1.41%,3549.71,1.36,24.15,-2.74%,4816227,2/9/2022 4:30:00 PM,30.54,8/12/1963,24.15,0.00%,66.0,84,1.1,24.15,22.55,21.82,21.02,17.95,25.71,17.0,26.46,55.666666666666664,True
4865,MCK,McKesson Corporation,Healthcare,Medical Distribution,USA,40672.8,30.04,11.68,2.32,0.16,,14.77,10.12,0.70%,19.20%,8.96,-667.60%,-3.62%,-37.30%,12.96%,4.50%,99.90%,9.60%,151.6,146.83,0.05%,-63.28%,88.90%,-2.55%,1.20%,1.68,2.20%,-235.80%,-61.00%,1.0,0.6,,,5.20%,0.90%,0.50%,-0.62%,9.07%,21.77%,32.95%,48.96%,8.22%,0.71,6.4,1.76%,2.51%,1.61%,6.63%,25.04%,-4.86%,18.99%,-4.86%,58.85%,57.89,-0.67%,0.00%,1046.36,1.79,269.0,-0.67%,1870568,2/2/2022 4:30:00 PM,300.87,11/10/1994,269.0,0.00%,72.0,95,1.34,269.0,265.76,253.03,215.5,169.34,282.73,13.0,11.85,60.0,True
4977,MIRM,"Mirum Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,708.05,,,,44.25,12.63,3.73,,,,-6.1,-79.10%,-12.20%,,,,-81.30%,,30.37,29.15,0.90%,-0.68%,84.50%,7.80%,1.96%,3.53,-75.60%,-156.10%,,3.9,3.9,0.0,0.0,,,,11.48%,39.05%,49.78%,59.86%,25.13%,47.34%,,1.24,5.48%,6.72%,16.73%,33.20%,41.06%,-0.51%,75.57%,-0.51%,83.31%,73.45,3.02%,-1.34%,162.04,1.15,23.5,1.64%,186064,11/15/2021 4:30:00 PM,55.43,7/18/2019,23.71,0.88%,81.0,85,1.11,23.5,20.43,17.83,16.68,12.82,24.2,14.0,135.87,60.0,True
5073,MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,USA,17124.95,9.5,5.67,1.36,1.56,1.61,20.32,29.05,1.02%,5.30%,4.65,160.60%,50.40%,-9.50%,7.00%,-0.50%,,43.50%,379.8,376.66,0.10%,-98.88%,84.50%,5.24%,1.52%,1.12,8.70%,18.00%,6.80%,1.3,0.7,0.38,0.38,22.40%,16.30%,16.30%,-0.96%,12.41%,21.90%,41.36%,49.64%,12.47%,1.65,1.99,4.08%,4.92%,1.87%,8.20%,22.07%,-7.07%,27.79%,-7.07%,58.44%,53.8,-3.52%,1.78%,5082.02,1.51,44.19,-1.80%,7697340,2/22/2022 4:30:00 PM,48.33,1/26/1988,41.4,-6.31%,56.0,92,1.24,44.19,43.63,41.01,36.24,28.05,47.55,20.0,9.37,56.0,True
