no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp500
5104,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA,15813.03,,9.68,,3.52,1.54,,11.56,1.14%,,-0.05,-409.20%,64.05%,6.10%,-2.40%,-8.60%,158.10%,92.00%,789.0,765.84,0.30%,-6.69%,76.70%,2.19%,3.18%,1.34,-0.20%,-0.40%,-7.70%,1.0,0.9,0.37,0.37,88.50%,3.80%,-0.90%,-2.14%,8.44%,26.02%,89.14%,131.03%,28.32%,2.84,0.93,4.03%,4.68%,3.79%,16.00%,43.95%,-5.43%,47.41%,-5.43%,131.28%,58.54,1.25%,1.31%,2.2,18203.63,1.26,21.07,2.58%,22968432,2/16/2022 4:30:00 PM,21.55,11/26/1965,21.1,0.14%,63.0,99,2.03,21.07,20.4,18.27,14.69,9.11,22.28,19.0,2.28,60.333333333333336,True
5138,MTB,M&T Bank Corporation,Financial,Banks - Regional,USA,24055.29,14.31,12.82,2.82,5.97,1.52,0.59,16.04,2.58%,33.80%,13.01,-27.70%,29.24%,6.70%,5.08%,5.70%,34.20%,-0.80%,128.69,128.05,0.30%,-1.21%,87.50%,-0.40%,4.86%,5.01,1.10%,10.90%,17.60%,,,0.22,0.22,,95.70%,41.50%,1.67%,2.03%,16.01%,36.06%,26.82%,21.17%,0.97,5.37,2.61%,3.36%,6.57%,12.27%,21.81%,-0.45%,31.53%,-0.45%,44.87%,65.75,2.19%,-0.99%,2.5,1241.2,0.88,186.1,1.18%,1095823,1/20/2022 8:30:00 AM,187.74,3/17/1980,186.1,0.00%,53.0,81,1.11,186.1,175.14,166.44,152.91,128.46,186.95,16.0,0.88,50.0,True
5331,NI,NiSource Inc.,Utilities,Utilities - Regulated Gas,USA,11052.14,25.29,19.59,7.18,2.35,2.34,287.07,15.45,3.10%,76.00%,1.12,-121.70%,6.93%,-18.40%,3.52%,0.10%,123.60%,6.30%,393.2,391.12,0.30%,-1.66%,97.70%,0.01%,4.10%,3.16,2.00%,9.20%,2.20%,0.7,0.4,1.92,2.02,73.90%,20.00%,9.50%,-2.14%,0.85%,12.34%,11.50%,24.34%,2.86%,0.3,0.62,2.23%,2.30%,-0.25%,2.67%,10.39%,-5.93%,12.48%,-5.93%,34.53%,51.11,0.46%,0.04%,1.9,5072.29,0.95,28.4,0.50%,4802322,2/23/2022 8:30:00 AM,30.3,12/19/1962,28.4,0.00%,72.0,80,1.09,28.4,28.49,27.72,25.74,21.11,30.19,18.0,6.69,56.666666666666664,True
5358,NLOK,NortonLifeLock Inc.,Technology,Software - Infrastructure,USA,17062.03,18.43,15.2,1.49,6.2,,9.58,24.51,1.73%,32.00%,1.56,29.00%,9.15%,24.10%,12.40%,-6.70%,17.90%,9.90%,582.0,579.53,0.10%,-0.15%,98.25%,3.41%,4.60%,6.1,13.70%,-274.30%,23.60%,0.7,0.7,,,85.20%,41.00%,33.10%,-6.24%,7.77%,14.35%,12.17%,38.39%,11.01%,0.63,0.81,2.49%,3.08%,5.71%,9.31%,10.67%,-6.71%,20.77%,-6.71%,48.58%,59.62,-0.35%,-0.72%,2.1,4367.68,0.86,28.84,-1.06%,3744253,2/3/2022 4:30:00 PM,29.26,6/23/1989,29.04,0.69%,66.0,88,1.22,28.84,27.41,26.47,26.1,19.41,30.92,17.0,1.46,57.0,True
5751,OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,USA,35050.6,,11.13,,1.57,4.07,17.02,5.67,0.10%,,-0.79,155.00%,63.94%,-8.00%,37.40%,7.30%,115.80%,64.90%,935.4,932.01,0.21%,0.00%,71.00%,0.57%,3.75%,2.06,-1.40%,-12.90%,-23.10%,1.1,0.9,3.39,3.48,59.40%,7.40%,-5.00%,-1.61%,10.05%,24.53%,69.08%,56.84%,36.77%,2.12,1.95,4.87%,5.29%,2.99%,16.96%,32.25%,-8.12%,52.21%,-8.12%,83.40%,57.6,-1.90%,1.43%,2.5,16959.39,1.08,39.65,-0.50%,18278856,2/24/2022 4:30:00 PM,43.68,7/2/1962,39.73,0.20%,53.0,94,1.38,39.65,38.69,34.1,30.05,21.62,43.16,7.0,10.16,51.333333333333336,True
6248,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,USA,52253.88,43.72,10.48,,3.65,2.34,72.07,15.1,1.03%,59.00%,5.09,-126.30%,64.94%,7.50%,,19.50%,889.30%,167.20%,244.0,242.59,0.40%,0.16%,86.50%,-0.01%,2.46%,2.7,4.30%,7.00%,1.50%,0.6,0.6,0.29,0.3,49.30%,28.50%,9.30%,0.30%,2.96%,23.58%,58.94%,70.09%,22.32%,1.66,7.81,3.65%,3.65%,1.49%,10.94%,29.95%,-4.45%,33.25%,-4.45%,71.71%,57.88,0.67%,0.83%,1.9,2205.93,1.03,222.48,1.51%,2267001,2/16/2022 4:30:00 PM,238.85,12/22/1987,223.4,0.41%,72.0,96,1.47,222.48,219.39,201.41,173.49,131.76,232.84,26.0,7.36,64.66666666666667,True
6465,RF,Regions Financial Corporation,Financial,Banks - Regional,USA,24148.12,10.14,11.12,0.4,5.92,1.42,0.88,16.89,2.69%,24.30%,2.49,-31.50%,9.67%,6.30%,25.10%,3.40%,24.60%,-5.00%,955.0,949.44,0.47%,-0.54%,77.20%,0.55%,2.20%,2.26,1.60%,14.80%,12.30%,,,0.14,0.14,,,60.10%,1.57%,1.73%,4.08%,27.41%,28.38%,15.78%,1.36,0.82,2.91%,3.54%,6.07%,8.80%,15.23%,-1.14%,24.64%,-1.14%,40.07%,61.95,1.12%,-1.30%,2.3,9227.03,0.69,25.24,-0.20%,6396127,1/20/2022 8:30:00 AM,26.61,3/17/1980,25.24,0.00%,59.0,83,1.13,25.24,23.88,23.26,21.92,18.02,25.57,21.0,5.43,54.333333333333336,True
6509,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,USA,23908.1,15.56,12.49,1.82,2.28,2.71,2.91,11.25,1.21%,13.90%,7.25,71.00%,20.07%,22.20%,8.54%,12.40%,40.70%,24.70%,206.3,185.58,0.40%,-7.02%,76.50%,-0.29%,1.61%,2.52,2.50%,19.00%,3.20%,,,0.34,4.33,96.20%,18.60%,14.70%,-2.30%,7.48%,13.27%,25.38%,45.57%,12.34%,1.11,3.3,2.87%,3.32%,5.78%,8.76%,18.94%,-3.90%,21.25%,-3.90%,48.59%,60.44,1.06%,-0.67%,1.9,1183.31,0.74,112.79,0.38%,871669,1/26/2022 4:30:00 PM,133.88,7/1/1983,112.79,0.00%,72.0,91,1.28,112.79,107.16,104.01,94.95,75.91,117.37,15.0,18.7,59.333333333333336,True
6757,SCHW,The Charles Schwab Corporation,Financial,Capital Markets,USA,175975.64,31.62,18.49,1.46,9.26,3.55,5.13,30.01,0.81%,30.30%,2.83,-20.60%,26.54%,15.60%,21.70%,13.20%,55.90%,85.00%,1888.0,1600.54,7.19%,-2.00%,87.80%,0.22%,1.08%,2.37,0.70%,8.90%,0.60%,,,0.41,8.8,97.50%,31.80%,22.00%,-5.49%,-3.07%,9.19%,24.07%,44.24%,6.22%,1.0,2.92,3.02%,3.21%,-1.23%,1.77%,14.96%,-7.18%,13.58%,-7.18%,52.34%,48.3,0.87%,-1.20%,2.0,7311.17,0.68,89.33,-0.35%,4936141,1/18/2022 8:30:00 AM,104.69,9/22/1987,89.33,0.00%,69.0,91,1.27,89.33,90.33,87.96,77.8,60.64,96.24,22.0,17.19,60.666666666666664,True
7295,STT,State Street Corporation,Financial,Asset Management,USA,37522.77,13.95,9.61,0.98,19.09,1.38,0.25,,2.27%,32.60%,7.19,17.60%,23.17%,7.20%,14.29%,0.80%,35.40%,-6.50%,347.72,346.19,0.20%,-7.74%,92.00%,-0.39%,0.87%,1.27,0.70%,9.40%,4.20%,,,0.51,0.0,,98.50%,,-1.37%,-0.72%,1.69%,14.80%,34.24%,7.83%,1.53,3.05,2.69%,3.67%,3.64%,4.35%,10.67%,-4.38%,15.04%,-4.38%,40.51%,57.27,0.82%,-0.86%,2.2,2362.83,0.61,100.28,-0.04%,1435117,1/19/2022 8:30:00 AM,116.43,3/17/1980,101.4,1.12%,63.0,86,1.18,100.28,97.07,96.23,90.69,71.37,104.87,14.0,16.1,54.333333333333336,True
7676,TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,USA,34196.57,8.85,11.87,1.18,0.69,1.86,11.57,17.83,1.95%,16.80%,10.67,48.00%,-5.09%,13.00%,7.50%,5.00%,138.70%,23.60%,362.0,285.54,1.20%,-5.57%,87.00%,1.27%,1.19%,1.47,10.30%,21.60%,12.60%,1.7,0.9,0.45,0.51,15.30%,10.40%,7.50%,-4.33%,0.78%,13.01%,17.84%,39.66%,8.36%,0.78,2.42,2.19%,2.34%,1.61%,5.38%,17.04%,-6.23%,14.47%,-6.23%,45.76%,55.06,0.90%,-0.37%,2.2,2302.65,0.97,94.45,0.52%,2242179,2/7/2022 8:30:00 AM,101.18,3/17/1980,94.45,0.00%,63.0,89,1.23,94.45,93.04,89.84,80.78,67.1,100.72,10.0,7.13,54.0,True
7847,UPS,"United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,USA,193436.65,14.65,15.95,1.04,1.99,15.56,18.32,42.61,1.89%,58.30%,14.7,-69.80%,5.25%,-22.00%,14.03%,7.70%,18.60%,9.20%,870.0,729.21,,,70.00%,-0.29%,0.96%,2.34,9.50%,79.30%,19.90%,1.5,1.5,1.73,1.84,76.50%,10.70%,6.20%,-4.34%,4.73%,1.62%,10.53%,32.81%,0.45%,1.13,6.32,2.38%,2.83%,0.96%,1.91%,5.42%,-7.88%,11.71%,-7.88%,37.50%,50.58,-0.25%,-0.65%,2.2,2993.33,0.74,215.31,-0.90%,2226612,2/1/2022 8:30:00 AM,243.58,11/10/1999,215.2,-0.05%,63.0,86,1.17,215.31,213.85,211.53,204.24,156.59,233.72,20.0,13.13,56.333333333333336,True
8064,VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,USA,35168.46,,12.08,,0.37,2.05,10.05,74.2,4.45%,,-1.09,-160.10%,4.88%,-19.50%,-13.80%,-5.90%,199.10%,86.70%,408.84,407.04,0.30%,-2.18%,79.00%,0.11%,3.13%,3.18,-2.50%,-7.60%,-2.10%,1.3,0.9,0.75,0.81,1.00%,-1.30%,-1.40%,-0.90%,2.80%,12.96%,41.45%,29.80%,17.21%,1.97,2.98,3.31%,3.89%,3.31%,11.34%,18.04%,-6.11%,35.17%,-6.11%,49.60%,59.02,-1.93%,1.40%,1.9,4004.17,1.23,88.04,-0.55%,4919761,1/27/2022 8:30:00 AM,94.95,11/1/1984,87.75,-0.33%,72.0,84,1.14,88.04,85.41,79.42,74.63,58.85,93.77,24.0,7.85,60.0,True
8269,WFC,Wells Fargo & Company,Financial,Banks - Diversified,USA,234759.43,11.73,12.01,,5.91,1.4,0.47,,1.38%,11.50%,4.96,-89.80%,23.25%,-36.90%,,-0.60%,181.20%,-8.90%,4056.3,3948.38,0.10%,0.00%,73.50%,-0.13%,0.92%,1.22,0.70%,8.60%,8.70%,,,0.97,0.97,,95.70%,36.20%,-1.56%,2.56%,15.43%,21.20%,57.31%,21.18%,1.18,1.64,2.71%,2.98%,3.93%,9.81%,19.72%,-3.58%,25.71%,-3.58%,71.00%,62.54,0.71%,-1.11%,2.2,29753.34,0.74,58.14,-0.41%,22049371,1/14/2022 8:30:00 AM,62.84,12/10/1962,58.06,-0.15%,63.0,94,1.38,58.14,56.07,53.13,48.62,35.93,60.3,23.0,8.08,60.0,True
8313,WMB,"The Williams Companies, Inc.",Energy,Oil & Gas Midstream,USA,35786.33,36.24,22.79,18.12,3.78,3.27,167.23,36.59,5.46%,196.50%,0.83,-75.90%,7.42%,17.30%,2.00%,1.00%,-46.90%,28.00%,1215.43,1211.98,0.20%,-1.78%,87.50%,1.95%,2.10%,2.84,2.20%,8.80%,3.20%,0.6,0.5,1.82,2.0,65.60%,22.20%,10.70%,-1.51%,1.42%,6.34%,24.83%,34.82%,15.25%,1.32,0.71,2.14%,2.62%,0.63%,6.82%,11.68%,-3.26%,20.72%,-3.26%,35.30%,56.04,0.10%,0.40%,2.1,8967.92,0.75,30.01,0.50%,6700774,2/21/2022 4:30:00 PM,32.09,7/2/1962,30.01,0.00%,66.0,86,1.18,30.01,29.87,28.15,26.9,22.18,31.02,17.0,6.93,56.333333333333336,True
8339,WRB,W. R. Berkley Corporation,Financial,Insurance - Property & Casualty,USA,16417.38,16.59,14.64,1.84,1.74,2.53,7.93,10.23,0.57%,9.80%,5.48,-20.20%,12.37%,1.70%,9.00%,2.30%,73.20%,18.80%,185.03,134.35,5.70%,-0.24%,71.60%,0.35%,1.00%,1.69,3.10%,14.30%,6.90%,,,0.49,0.49,,14.50%,9.80%,-1.80%,7.34%,13.59%,24.37%,38.21%,10.39%,0.81,2.03,2.04%,2.60%,4.72%,8.41%,17.30%,-3.03%,16.96%,-3.03%,39.48%,64.07,1.43%,-0.49%,2.5,795.53,1.0,90.95,0.93%,796726,1/27/2022 4:30:00 PM,97.67,3/17/1980,90.95,0.00%,53.0,87,1.19,90.95,87.27,84.14,78.42,66.51,93.79,17.0,7.39,52.333333333333336,True
