no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp1500
2621,EXC,Exelon Corporation,Utilities,Utilities - Diversified,USA,41128.57,24.67,18.77,1.54,1.18,1.22,13.91,,3.63%,89.40%,1.71,-33.30%,-20.14%,-4.60%,16.00%,2.30%,139.40%,0.60%,979.0,975.59,0.10%,-25.87%,82.60%,0.35%,1.89%,1.79,1.30%,5.10%,3.40%,0.9,0.8,1.05,1.23,58.10%,6.80%,4.80%,-3.19%,5.52%,8.01%,22.20%,39.97%,2.29%,0.48,0.98,2.08%,2.49%,2.02%,5.28%,17.65%,-4.29%,14.21%,-4.29%,54.04%,57.32,0.02%,0.19%,2.1,10293.36,1.09,42.13,0.21%,11252857.0,,50.78,7/6/1943,42.13,0.00%,66.0,91,1.25,42.08,41.49,40.21,35.92,27.35,44.02,19.0,20.67,58.666666666666664,True
2632,EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,USA,29930.37,,17.88,,4.13,14.35,6.94,9.73,,,-6.83,90.50%,39.68%,-24.40%,22.80%,-0.40%,162.10%,147.70%,153.58,144.81,0.40%,-38.18%,97.20%,-0.31%,5.03%,2.99,-1.20%,-18.00%,3.90%,0.9,0.9,3.75,4.11,80.50%,5.00%,-3.70%,3.67%,6.00%,5.23%,29.26%,31.13%,6.31%,1.58,8.28,5.19%,4.62%,5.42%,8.97%,15.17%,-4.86%,27.37%,-4.86%,40.47%,59.9,-7.99%,5.72%,2.5,2435.56,3.25,192.12,-2.73%,7909816.0,2/10/2022 4:30:00 PM,211.19,7/20/2005,192.58,0.24%,53.0,89,1.2,198.57,183.31,177.78,167.0,136.77,210.5,14.0,6.35,52.0,True
2662,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,23628.5,70.35,7.65,1.15,4.26,2.14,51.7,8.22,1.48%,82.70%,1.93,269.40%,58.66%,-27.70%,61.03%,44.50%,150.50%,165.30%,181.03,180.27,0.20%,-9.97%,90.40%,1.73%,3.24%,2.06,2.10%,4.20%,-31.20%,0.7,0.7,0.6,0.6,79.40%,33.70%,8.00%,2.66%,8.83%,24.64%,79.23%,96.14%,25.70%,2.36,6.23,4.80%,5.22%,6.81%,15.66%,40.43%,-0.10%,42.68%,-0.10%,115.02%,63.94,3.41%,0.52%,1.9,2840.94,1.29,135.57,3.95%,3669007.0,2/22/2022 4:30:00 PM,143.73,10/12/2012,136.0,0.32%,72.0,98,1.68,129.84,127.54,118.33,97.03,63.05,136.55,23.0,10.7,64.33333333333333,True
2689,FBP,First BanCorp.,Financial,Banks - Regional,USA,3017.28,11.21,9.23,0.78,3.8,1.41,1.12,9.12,2.71%,24.90%,1.31,-39.70%,14.48%,35.50%,14.40%,2.70%,181.20%,17.50%,206.72,194.38,1.30%,-3.45%,99.60%,2.30%,2.06%,2.18,1.00%,9.50%,18.20%,,,0.09,0.09,,84.90%,26.10%,0.48%,-6.77%,3.80%,14.62%,45.94%,6.97%,1.24,0.54,3.19%,3.76%,-2.38%,2.54%,11.42%,-11.31%,18.44%,-11.31%,52.12%,48.78,-0.67%,-0.74%,2.0,1830.98,0.69,14.74,-1.40%,1258177.0,1/26/2022 8:30:00 AM,24.0,1/13/1987,14.74,0.00%,69.0,91,1.26,14.67,14.95,14.42,13.25,10.14,16.62,12.0,63.6,57.333333333333336,True
2719,FCX,Freeport-McMoRan Inc.,Basic Materials,Copper,USA,64480.77,22.38,13.89,0.77,3.4,4.71,8.4,10.91,0.70%,7.70%,1.91,344.60%,-17.91%,15.30%,28.90%,-0.60%,321.30%,58.00%,1469.0,1458.24,0.40%,-5.55%,78.60%,0.75%,2.05%,1.6,6.40%,24.40%,5.90%,2.5,1.8,0.66,0.72,33.20%,32.30%,14.90%,11.40%,-5.05%,4.82%,12.52%,37.28%,2.73%,2.1,1.96,4.92%,4.72%,5.50%,6.75%,12.73%,-7.36%,22.50%,-7.36%,45.60%,58.38,0.47%,-2.98%,2.1,18678.34,1.26,42.8,-2.53%,23458794.0,1/26/2022 8:30:00 AM,44.55,7/10/1995,42.86,0.14%,66.0,86,1.15,42.59,40.42,40.38,38.07,29.45,46.2,16.0,4.61,56.0,True
2818,FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,33586.28,13.02,12.54,,6.45,1.66,0.88,,2.47%,31.20%,3.73,-45.10%,13.72%,-1.80%,-2.98%,6.70%,24.20%,-2.80%,697.46,681.88,0.20%,-6.22%,83.70%,-0.27%,1.57%,2.03,1.20%,12.00%,13.80%,,,0.56,0.56,,96.40%,47.40%,2.53%,-1.34%,9.57%,26.14%,49.31%,11.46%,1.38,1.44,2.40%,3.30%,3.27%,6.80%,16.03%,-4.15%,20.24%,-4.15%,52.40%,59.54,-0.31%,-0.88%,1.9,5263.73,1.1,48.54,-1.18%,5814987.0,1/20/2022 8:30:00 AM,51.68,3/17/1980,48.54,0.00%,72.0,93,1.29,48.44,46.85,45.68,41.91,32.61,50.64,20.0,6.69,61.666666666666664,True
2959,FOXA,Fox Corporation,Communication Services,Broadcasting,USA,23791.88,17.71,11.88,2.95,1.75,2.19,5.59,22.05,1.11%,19.00%,2.45,122.80%,24.62%,15.90%,6.00%,7.70%,-139.90%,8.70%,569.0,461.75,0.10%,0.00%,99.94%,0.77%,3.18%,4.09,6.30%,12.80%,12.40%,3.0,2.6,0.64,0.71,35.50%,18.60%,10.60%,6.66%,10.46%,5.47%,17.30%,33.17%,17.62%,,1.32,3.72%,3.50%,8.01%,13.21%,13.62%,-3.45%,26.16%,-3.45%,38.39%,68.53,-1.25%,-0.11%,2.4,3584.69,1.21,43.4,-1.36%,4354075.0,2/9/2022 8:30:00 AM,47.26,3/12/2019,43.49,0.21%,56.0,89,1.21,42.97,40.45,38.67,38.25,31.5,44.95,11.0,9.98,52.0,True
3161,GCO,Genesco Inc.,Consumer Cyclical,Apparel Retail,USA,992.03,6.71,9.35,0.67,0.43,1.61,3.51,4.55,,0.00%,9.91,-200.00%,5.02%,-24.20%,10.00%,-10.00%,333.50%,25.30%,14.31,13.71,2.30%,-0.01%,98.90%,-0.38%,7.99%,6.82,8.70%,24.60%,-8.60%,1.6,0.9,0.03,0.03,47.90%,5.80%,6.10%,7.48%,6.45%,-5.81%,13.33%,52.57%,3.62%,2.06,3.42,5.05%,5.35%,4.68%,5.76%,9.52%,-4.95%,18.31%,-9.81%,63.37%,55.56,-2.71%,0.62%,2.5,160.76,0.66,66.49,-2.11%,106859.0,12/3/2021 8:30:00 AM,72.67,1/5/1950,66.49,0.00%,53.0,93,1.29,65.8,63.84,63.02,60.87,40.7,73.72,19.0,10.44,55.0,True
3471,HAFC,Hanmi Financial Corporation,Financial,Banks - Regional,USA,804.49,11.8,11.05,1.47,3.77,1.31,0.96,5.65,3.00%,17.70%,2.26,30.00%,-11.98%,-4.00%,8.00%,6.40%,62.20%,1.10%,30.47,30.04,0.40%,0.05%,90.90%,0.63%,1.62%,2.57,1.10%,11.50%,13.80%,,,0.35,0.35,,85.60%,32.20%,0.26%,2.38%,10.41%,39.94%,73.94%,12.46%,1.13,0.96,3.52%,3.94%,0.95%,8.36%,25.21%,-7.66%,25.08%,-7.66%,76.12%,57.74,1.56%,-0.91%,2.3,188.84,0.77,26.63,0.64%,146105.0,1/25/2022 4:30:00 PM,28.92,5/14/1997,26.63,0.00%,59.0,96,1.48,26.51,26.38,24.73,21.33,15.28,28.84,18.0,9.09,57.666666666666664,True
3475,HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,USA,29122.85,20.55,14.32,0.33,1.9,4.47,9.57,30.62,0.54%,11.00%,1.63,148.90%,32.88%,17.50%,62.70%,-0.80%,447.50%,32.10%,895.0,891.41,0.40%,-4.12%,79.70%,2.20%,1.71%,1.41,6.90%,25.40%,12.60%,2.3,1.8,1.37,1.38,13.20%,11.80%,9.50%,4.95%,22.16%,41.32%,66.52%,66.19%,46.57%,2.49,1.19,4.02%,4.24%,10.35%,27.60%,44.16%,0.09%,61.39%,0.09%,88.12%,75.21,3.11%,0.31%,2.2,10823.33,1.18,33.52,3.42%,12733164.0,1/24/2022 8:30:00 AM,32.14,9/15/1948,33.77,0.75%,63.0,95,1.4,32.31,30.83,26.72,23.38,17.82,33.63,5.0,-0.53,54.333333333333336,True
3547,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,28618.54,53.24,17.01,,3.83,5.28,11.83,19.31,1.04%,,1.81,-641.90%,13.76%,0.90%,,-6.40%,146.60%,51.80%,308.1,278.25,0.30%,-30.50%,85.50%,-0.71%,2.63%,2.95,-0.80%,-2.90%,-16.80%,1.4,1.3,1.46,1.55,70.50%,10.40%,-2.20%,0.60%,5.04%,18.30%,37.55%,60.33%,29.95%,1.83,3.82,3.35%,4.43%,5.03%,15.25%,19.12%,-0.58%,40.81%,-0.58%,67.71%,64.45,2.81%,1.27%,2.2,2476.85,1.13,96.2,4.11%,2808926.0,1/26/2022 8:30:00 AM,111.5,5/24/1962,96.49,0.30%,63.0,95,1.37,94.55,92.01,84.29,80.96,60.39,96.76,9.0,17.93,55.666666666666664,True
3727,HWC,Hancock Whitney Corporation,Financial,Banks - Regional,USA,4776.2,12.57,10.0,1.57,4.71,1.29,1.33,8.94,2.00%,25.10%,4.3,-114.60%,2.56%,-18.40%,8.00%,9.30%,62.10%,-4.90%,86.83,86.04,0.60%,-4.27%,79.20%,0.30%,1.86%,3.79,1.10%,10.60%,26.10%,,,0.07,0.07,,95.20%,36.80%,-1.08%,0.45%,1.79%,18.35%,45.56%,8.08%,1.51,1.84,2.97%,3.77%,-0.27%,4.66%,12.08%,-9.63%,19.97%,-9.63%,48.56%,52.18,-1.42%,-0.31%,1.9,422.06,1.15,54.06,-1.73%,483781.0,1/18/2022 4:30:00 PM,63.94,6/4/1991,54.06,0.00%,72.0,92,1.28,54.47,54.17,51.91,48.31,36.39,59.82,13.0,17.39,59.0,True
3728,HWKN,"Hawkins, Inc.",Basic Materials,Specialty Chemicals,USA,837.5,16.95,,,1.17,2.87,35.79,38.24,1.30%,21.20%,2.37,44.80%,,35.00%,,7.60%,29.90%,30.90%,20.89,19.12,9.46%,0.00%,63.20%,1.27%,0.73%,2.74,10.30%,17.90%,11.30%,2.8,1.8,0.36,0.4,19.90%,9.60%,7.00%,0.20%,3.22%,6.76%,8.23%,26.83%,1.67%,0.92,1.51,3.91%,3.80%,4.24%,5.07%,12.68%,-4.36%,22.11%,-4.36%,36.80%,56.03,0.91%,0.25%,2.0,51.1,1.03,40.11,1.16%,52550.0,2/2/2022 4:30:00 PM,52.0,3/18/1980,40.11,0.00%,69.0,87,1.17,40.64,38.58,38.45,35.67,29.32,41.94,20.0,27.95,58.666666666666664,True
4113,ISBC,"Investors Bancorp, Inc.",Financial,Banks - Regional,USA,4276.1,12.95,11.92,1.25,4.66,1.42,5.05,12.2,3.26%,42.10%,1.32,26.20%,9.34%,11.50%,10.38%,6.00%,4.30%,-3.90%,235.6,226.52,0.20%,-58.44%,73.90%,-2.26%,5.99%,6.04,1.10%,10.50%,10.10%,,,1.24,1.24,,81.20%,31.70%,0.18%,0.35%,8.95%,19.00%,35.01%,13.27%,0.98,0.47,1.98%,2.90%,2.31%,7.76%,14.59%,-2.89%,22.83%,-2.89%,38.28%,60.51,-0.35%,-0.23%,2.2,2245.17,0.77,17.16,-0.58%,1723603.0,1/26/2022 4:30:00 PM,17.6,10/12/2005,17.16,0.00%,63.0,88,1.18,17.01,16.75,16.01,15.0,12.47,17.67,28.0,3.44,59.666666666666664,True
4683,LNC,Lincoln National Corporation,Financial,Insurance - Life,USA,13443.26,9.88,7.01,0.28,0.7,0.65,5.14,,2.47%,22.30%,7.39,-44.70%,22.30%,-12.10%,35.73%,5.00%,-17.50%,-2.20%,187.28,164.63,0.60%,-25.20%,80.00%,-0.88%,2.23%,2.43,0.40%,6.60%,3.00%,,,0.3,0.31,,10.00%,7.30%,1.98%,0.33%,-0.44%,3.64%,39.39%,6.90%,2.0,2.82,3.05%,4.21%,3.15%,5.40%,7.01%,-4.49%,18.24%,-5.93%,42.94%,55.74,-1.62%,-0.30%,2.5,1510.34,1.19,72.97,-1.91%,1792305.0,2/2/2022 4:30:00 PM,81.85,8/20/1969,72.97,0.00%,53.0,88,1.18,71.84,70.63,69.53,68.27,52.99,77.57,19.0,13.93,53.333333333333336,True
4711,LPI,"Laredo Petroleum, Inc.",Energy,Oil & Gas E&P,USA,1169.15,,3.04,,1.05,5.2,22.75,2.97,,,-22.42,-153.00%,153.73%,19.50%,10.49%,2.20%,142.10%,118.60%,15.76,15.72,0.90%,-78.30%,72.60%,1.47%,14.32%,3.08,-13.60%,,-73.40%,0.3,0.3,6.02,6.02,61.10%,37.90%,-21.30%,4.79%,1.27%,2.98%,69.84%,117.24%,22.98%,3.98,6.0,8.90%,9.00%,7.97%,11.43%,14.18%,-5.46%,44.36%,-25.50%,178.95%,57.04,5.64%,2.22%,2.5,730.69,1.4,73.95,7.99%,1026521.0,2/22/2022 4:30:00 PM,99.33,12/15/2011,73.76,-0.26%,53.0,98,1.72,73.04,68.58,67.08,65.09,26.51,99.26,15.0,35.99,55.333333333333336,True
4807,MAR,"Marriott International, Inc.",Consumer Cyclical,Lodging,USA,56891.11,120.14,32.41,,4.91,60.67,73.69,93.42,,0.00%,1.41,-121.60%,80.63%,-17.70%,,-6.10%,118.30%,75.10%,327.3,272.34,1.20%,-1.81%,61.00%,-0.83%,1.37%,1.72,1.90%,78.60%,2.60%,0.5,0.5,10.09,10.72,20.20%,7.10%,4.00%,4.39%,3.05%,8.29%,26.42%,31.20%,2.81%,1.72,5.6,3.66%,3.50%,5.03%,6.00%,13.94%,-3.76%,19.54%,-3.76%,35.87%,59.32,-3.01%,0.27%,2.5,2169.05,1.3,169.88,-2.75%,2819143.0,2/15/2022 8:30:00 AM,166.95,3/23/1998,169.77,-0.06%,53.0,88,1.18,171.83,162.46,161.23,149.31,127.23,177.23,12.0,-2.84,51.0,True
4814,MAT,"Mattel, Inc.",Consumer Cyclical,Leisure,USA,8579.9,9.51,13.54,0.95,1.57,6.43,57.78,19.4,,0.00%,2.54,158.80%,25.58%,-19.60%,10.00%,-4.30%,151.40%,7.70%,350.42,348.91,0.41%,0.00%,,0.89%,7.15%,7.67,5.90%,44.30%,7.50%,1.6,1.1,1.96,2.05,48.20%,12.00%,5.90%,13.39%,9.73%,6.25%,10.13%,28.97%,11.92%,1.54,0.91,4.35%,4.20%,12.20%,12.94%,15.37%,-4.40%,25.87%,-4.40%,34.73%,68.1,-1.99%,0.53%,2.1,3252.07,3.22,24.13,-1.47%,10481930.0,2/9/2022 4:30:00 PM,29.54,8/12/1963,24.08,-0.21%,66.0,87,1.17,24.39,21.67,21.48,20.94,17.95,25.24,18.0,21.12,57.0,True
4858,MCK,McKesson Corporation,Healthcare,Medical Distribution,USA,40974.1,30.28,11.79,2.34,0.16,,14.88,10.2,0.69%,19.20%,8.96,-667.60%,-3.70%,-37.30%,12.96%,4.50%,99.90%,9.60%,151.6,146.83,0.05%,-63.30%,89.80%,-1.50%,1.20%,1.69,2.20%,-235.80%,-61.00%,1.0,0.6,,,5.20%,0.90%,0.50%,2.12%,6.50%,21.69%,36.67%,48.81%,9.10%,0.73,6.94,2.66%,2.60%,4.86%,10.17%,27.53%,-4.08%,25.98%,-4.08%,60.15%,65.79,-0.73%,-0.12%,1.9,1040.85,1.13,271.19,-0.86%,1175277.0,2/2/2022 4:30:00 PM,300.87,11/10/1994,270.9,-0.11%,72.0,94,1.33,270.02,260.11,248.26,213.47,169.34,282.73,15.0,11.43,60.333333333333336,True
5067,MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,USA,17400.96,10.08,6.09,1.44,1.59,1.71,20.65,29.52,0.96%,5.30%,4.65,160.60%,48.14%,-9.50%,7.00%,-0.50%,,43.50%,379.8,376.71,0.65%,-93.39%,80.20%,-0.03%,1.51%,1.15,8.70%,18.00%,6.80%,1.3,0.7,0.38,0.38,22.40%,16.30%,16.30%,6.94%,11.83%,27.33%,39.66%,60.13%,19.29%,1.71,1.94,4.34%,4.85%,11.14%,18.56%,30.62%,-1.43%,39.54%,-1.43%,72.16%,71.17,2.31%,-0.24%,2.4,4942.27,1.94,46.87,2.07%,9587783.0,2/22/2022 4:30:00 PM,48.13,1/26/1988,47.12,0.53%,56.0,93,1.29,44.42,42.5,39.99,35.98,27.23,47.55,19.0,8.35,56.0,True
5080,MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,USA,49086.66,38.94,15.54,1.29,0.41,1.82,3.71,33.05,2.86%,19.70%,2.08,-716.80%,5.73%,-39.20%,30.11%,-0.60%,156.30%,85.90%,633.0,590.89,0.20%,-5.78%,79.30%,-0.38%,3.09%,2.67,8.60%,30.40%,-18.20%,2.0,1.5,0.96,0.97,9.00%,0.40%,6.30%,3.84%,11.10%,23.02%,37.26%,60.90%,26.88%,1.94,2.27,2.56%,3.14%,8.75%,18.06%,29.68%,-0.15%,35.41%,-0.15%,66.85%,74.85,1.22%,0.59%,1.8,6837.87,0.95,81.19,1.82%,6516483.0,2/2/2022 8:30:00 AM,85.33,6/23/2011,81.38,0.23%,75.0,95,1.37,79.04,75.27,69.49,62.85,50.19,81.39,18.0,7.95,62.666666666666664,True
5104,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA,16668.6,,10.2,,3.71,1.62,,12.18,1.08%,,-0.05,-409.20%,64.05%,6.10%,-2.40%,-8.60%,158.10%,92.00%,789.0,765.84,0.30%,-6.69%,76.70%,2.19%,3.18%,1.38,-0.20%,-0.40%,-7.70%,1.0,0.9,0.37,0.37,88.50%,3.80%,-0.90%,3.30%,18.71%,32.76%,83.55%,147.60%,35.26%,2.84,0.89,3.76%,4.71%,11.18%,24.74%,53.30%,0.82%,55.38%,0.82%,160.99%,72.47,2.92%,0.79%,2.2,17648.25,1.39,22.21,3.74%,24547402.0,2/16/2022 4:30:00 PM,21.55,11/26/1965,22.29,0.36%,63.0,99,1.98,21.22,20.25,18.06,14.59,9.11,22.28,20.0,1.56,60.666666666666664,True
5138,MTB,M&T Bank Corporation,Financial,Banks - Regional,USA,23564.1,14.02,12.56,2.76,5.85,1.49,0.57,15.71,2.63%,33.80%,13.01,-27.70%,29.24%,6.70%,5.08%,5.70%,34.20%,-0.80%,128.69,128.05,0.30%,-1.21%,87.50%,-0.40%,4.86%,5.03,1.10%,10.90%,17.60%,,,0.22,0.22,,95.70%,41.50%,1.53%,1.54%,14.50%,30.27%,28.17%,18.70%,0.97,5.5,2.24%,3.41%,4.26%,11.39%,19.60%,-2.49%,28.84%,-2.49%,41.91%,63.06,0.60%,-1.04%,2.5,1236.76,1.07,182.3,-0.44%,1319866.0,1/20/2022 8:30:00 AM,187.74,3/17/1980,182.3,0.00%,53.0,81,1.09,181.28,174.6,165.03,152.65,128.46,186.95,16.0,3.56,50.0,True
5144,MTDR,Matador Resources Company,Energy,Oil & Gas E&P,USA,5025.69,18.95,6.73,1.82,3.8,3.07,68.75,5.8,0.45%,3.10%,2.34,-781.60%,60.99%,9.30%,10.40%,22.10%,171.90%,132.30%,117.01,109.77,1.40%,0.52%,91.90%,1.60%,8.95%,6.47,7.40%,19.30%,-15.30%,0.8,0.8,0.9,0.0,72.20%,31.00%,21.30%,-3.65%,2.45%,-0.27%,60.62%,123.44%,20.07%,4.16,2.69,5.29%,6.66%,0.57%,8.51%,23.60%,-9.12%,32.37%,-9.12%,138.21%,53.54,2.03%,1.45%,2.1,1519.01,0.98,44.33,3.50%,1490377.0,2/22/2022 4:30:00 PM,53.13,2/2/2012,44.75,0.95%,66.0,99,1.96,44.04,44.09,41.17,36.04,18.61,48.78,18.0,20.64,61.0,True
5331,NI,NiSource Inc.,Utilities,Utilities - Regulated Gas,USA,11192.24,25.61,19.83,7.28,2.38,2.37,290.71,15.65,3.06%,76.00%,1.12,-121.70%,6.93%,-18.40%,3.52%,0.10%,123.60%,6.30%,393.2,391.12,0.30%,-1.66%,97.70%,0.01%,4.10%,3.19,2.00%,9.20%,2.20%,0.7,0.4,1.92,2.02,73.90%,20.00%,9.50%,-2.01%,2.90%,14.63%,12.92%,27.65%,4.17%,0.3,0.61,1.85%,2.19%,1.13%,4.81%,11.96%,-4.74%,17.97%,-4.74%,36.24%,55.57,0.74%,0.18%,1.9,5013.53,1.14,28.76,0.91%,5717886.0,2/23/2022 8:30:00 AM,30.3,12/19/1962,28.76,0.00%,72.0,84,1.13,28.48,28.47,27.6,25.71,21.11,30.19,18.0,6.41,58.0,True
5358,NLOK,NortonLifeLock Inc.,Technology,Software - Infrastructure,USA,17665.47,19.08,15.74,1.54,6.42,,9.92,25.38,1.67%,32.00%,1.56,29.00%,9.15%,24.10%,12.40%,-6.70%,17.90%,9.90%,582.0,579.53,0.10%,-0.15%,98.25%,3.41%,4.60%,5.98,13.70%,-274.30%,23.60%,0.7,0.7,,,85.20%,41.00%,33.10%,8.23%,12.34%,19.30%,13.58%,39.08%,14.93%,0.63,0.87,4.20%,3.01%,11.13%,14.60%,15.10%,-3.41%,25.62%,-3.41%,53.84%,69.26,-1.48%,-0.16%,2.1,4454.17,1.27,29.86,-1.65%,5650489.0,2/3/2022 4:30:00 PM,29.26,6/23/1989,30.17,1.04%,66.0,90,1.23,29.6,27.17,26.29,26.02,19.41,30.92,18.0,-1.15,58.0,True
5394,NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,USA,59634.45,9.16,14.78,1.91,1.67,4.86,16.89,51.01,1.57%,14.10%,43.6,128.80%,8.73%,30.90%,4.80%,7.60%,768.50%,-15.40%,157.3,153.34,0.10%,-2.27%,84.60%,-0.06%,0.89%,1.75,16.60%,60.90%,14.30%,1.3,1.2,0.99,0.99,20.40%,15.70%,19.60%,8.00%,0.96%,10.94%,9.97%,34.29%,3.16%,0.82,9.68,2.56%,2.47%,3.21%,4.41%,7.74%,-2.36%,15.44%,-2.36%,38.61%,60.93,4.26%,0.25%,2.1,786.2,2.25,399.32,4.53%,1770719.0,1/27/2022 8:30:00 AM,408.56,12/10/1951,400.0,0.17%,66.0,88,1.19,388.48,386.24,384.22,371.03,288.08,408.97,27.0,5.17,60.333333333333336,True
5403,NOV,NOV Inc.,Energy,Oil & Gas Equipment & Services,USA,6387.85,,22.0,,1.16,1.33,,13.92,1.16%,,-0.65,53.80%,340.45%,-30.00%,41.00%,-16.20%,57.40%,-3.10%,387.0,361.68,0.55%,-0.40%,96.40%,0.08%,3.94%,3.26,-5.60%,-10.60%,-36.40%,2.7,2.0,0.38,0.39,14.00%,-8.20%,-9.80%,6.42%,8.90%,23.39%,30.48%,23.74%,27.31%,2.03,0.77,4.75%,4.80%,5.18%,16.91%,18.38%,-2.57%,50.52%,-4.27%,50.52%,62.02,4.99%,0.49%,2.4,4367.85,0.94,17.25,5.50%,4111203.0,2/3/2022 4:30:00 PM,18.25,10/29/1996,17.15,-0.58%,56.0,76,1.03,16.74,16.46,14.96,14.59,11.46,18.02,7.0,9.02,46.333333333333336,True
5599,OFG,OFG Bancorp,Financial,Banks - Regional,USA,1395.12,10.87,8.82,1.36,3.1,1.37,0.5,,1.71%,11.60%,2.58,43.70%,14.28%,40.90%,8.00%,3.10%,61.50%,-2.40%,51.52,48.86,0.90%,1.36%,94.40%,-0.32%,1.61%,2.92,1.30%,12.90%,32.50%,,,0.03,0.03,,88.60%,29.60%,2.60%,-3.88%,4.05%,16.70%,50.73%,5.50%,1.35,0.95,2.64%,3.88%,-0.23%,3.89%,12.67%,-9.41%,17.66%,-9.41%,54.08%,52.38,0.11%,0.00%,2.0,269.01,0.96,28.02,0.11%,257886.0,1/19/2022 8:30:00 AM,35.33,3/26/1987,28.02,0.00%,69.0,94,1.33,27.83,27.85,27.12,24.91,18.42,30.93,10.0,26.97,57.666666666666664,True
5751,OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,USA,37994.32,,12.06,,1.7,4.41,18.45,6.14,0.09%,,-0.79,155.00%,63.94%,-8.00%,37.40%,7.30%,115.80%,64.90%,935.4,932.01,0.21%,0.00%,71.00%,0.57%,3.75%,2.14,-1.40%,-12.90%,-23.10%,1.1,0.9,3.39,3.48,59.40%,7.40%,-5.00%,5.34%,23.68%,33.81%,66.65%,69.28%,48.26%,2.12,1.92,4.69%,5.27%,14.37%,29.56%,44.48%,1.58%,64.99%,1.58%,98.80%,75.17,4.73%,0.88%,2.5,16350.37,1.49,42.98,5.65%,24436118.0,2/24/2022 4:30:00 PM,43.68,7/2/1962,43.11,0.30%,53.0,95,1.39,41.15,38.3,33.69,29.91,21.62,43.16,7.0,6.15,51.666666666666664,True
5761,PACW,PacWest Bancorp,Financial,Banks - Regional,USA,5922.94,9.8,10.03,0.98,5.11,1.49,1.19,15.12,2.00%,19.80%,5.09,-372.30%,11.02%,-42.10%,10.00%,4.50%,926.80%,217.40%,117.18,115.14,1.00%,-1.62%,89.80%,-0.53%,2.78%,3.93,1.80%,15.70%,19.30%,,,0.22,0.0,,,50.90%,2.32%,-1.36%,1.75%,18.14%,40.69%,10.45%,1.41,1.76,2.88%,3.98%,3.06%,6.78%,11.79%,-3.71%,22.31%,-3.71%,48.93%,59.77,-0.87%,-0.36%,1.8,812.72,0.85,49.89,-1.23%,692646.0,1/19/2022 4:30:00 PM,59.4,6/5/2000,49.8,-0.18%,75.0,89,1.2,49.32,48.27,46.94,44.69,35.32,51.81,14.0,20.44,59.333333333333336,True
5854,PDCE,"PDC Energy, Inc.",Energy,Oil & Gas E&P,USA,5894.36,139.88,5.5,5.14,4.61,2.26,59.0,4.77,0.82%,53.90%,0.42,-733.00%,23.92%,-33.40%,27.20%,17.60%,570.40%,95.20%,98.18,95.87,1.20%,-5.39%,,1.28%,8.20%,7.92,0.80%,1.70%,-15.10%,0.5,0.5,0.49,0.49,77.50%,9.30%,3.30%,-4.83%,5.87%,4.19%,48.38%,106.60%,19.86%,2.99,3.19,5.18%,5.59%,0.53%,9.48%,24.75%,-7.80%,32.89%,-7.80%,121.38%,53.07,2.52%,-5.78%,2.0,992.28,6.21,58.47,-3.40%,6163798.0,2/28/2022 4:30:00 PM,74.0,3/17/1980,58.0,-0.80%,69.0,98,1.74,57.17,58.37,53.91,47.46,27.85,63.42,25.0,29.43,64.0,True
