Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange
NEO,NEOGENOMICS INC,Health Care,Equity,41999415.15,0.07,41999415.15,2643135,15.89,United States,NASDAQ
ESE,ESCO TECHNOLOGIES INC,Industrials,Equity,41944429.8,0.07,41944429.8,587457,71.4,United States,New York Stock Exchange Inc.
EBS,EMERGENT BIOSOLUTIONS INC,Health Care,Equity,41944156.8,0.07,41944156.8,1149785,36.48,United States,New York Stock Exchange Inc.
WWW,WOLVERINE WORLD WIDE INC,Consumer Discretionary,Equity,41755648.36,0.07,41755648.36,1864924,22.39,United States,New York Stock Exchange Inc.
JOE,ST JOE,Real Estate,Equity,41741277.96,0.07,41741277.96,775716,53.81,United States,New York Stock Exchange Inc.
EVRI,EVERI HOLDINGS INC,Consumer Discretionary,Equity,41726514.57,0.07,41726514.57,1971021,21.17,United States,New York Stock Exchange Inc.
CCS,CENTURY COMMUNITIES INC,Consumer Discretionary,Equity,41646601.34,0.07,41646601.34,688829,60.46,United States,New York Stock Exchange Inc.
FSR,FISKER INC CLASS A,Consumer Discretionary,Equity,41572070,0.07,41572070,3769000,11.03,United States,New York Stock Exchange Inc.
BLMN,BLOOMIN BRANDS INC,Consumer Discretionary,Equity,41553991.42,0.07,41553991.42,2043974,20.33,United States,NASDAQ
MD,MEDNAX INC,Health Care,Equity,41528793.6,0.07,41528793.6,1765680,23.52,United States,New York Stock Exchange Inc.
DDD,3D SYSTEMS CORP,Information Technology,Equity,41519346.44,0.07,41519346.44,2875301,14.44,United States,New York Stock Exchange Inc.
TWO,TWO HARBORS INVESTMENT REIT CORP,Financials,Equity,41501897.1,0.07,41501897.1,7950555,5.22,United States,New York Stock Exchange Inc.
CSWI,CSW INDUSTRIALS INC,Industrials,Equity,41471494.96,0.07,41471494.96,341273,121.52,United States,NASDAQ
URBN,URBAN OUTFITTERS INC,Consumer Discretionary,Equity,41344981.92,0.07,41344981.92,1600038,25.84,United States,NASDAQ
NMIH,NMI HOLDINGS INC CLASS A,Financials,Equity,41316297.45,0.07,41316297.45,1981597,20.85,United States,NASDAQ
CALM,CAL MAINE FOODS INC,Consumer Staples,Equity,41297767.65,0.07,41297767.65,952659,43.35,United States,NASDAQ
RLGY,REALOGY HOLDINGS CORP,Real Estate,Equity,41276280.45,0.07,41276280.45,2664705,15.49,United States,New York Stock Exchange Inc.
PFSI,PENNYMAC FINANCIAL SERVICES INC,Financials,Equity,41253918.1,0.07,41253918.1,744790,55.39,United States,New York Stock Exchange Inc.
EGBN,EAGLE BANCORP INC,Financials,Equity,41175409.92,0.07,41175409.92,703132,58.56,United States,NASDAQ
BANR,BANNER CORP,Financials,Equity,41117817.2,0.07,41117817.2,688510,59.72,United States,NASDAQ
GNW,GENWORTH FINANCIAL A INC,Financials,Equity,40990342.7,0.07,40990342.7,11078471,3.7,United States,New York Stock Exchange Inc.
PSMT,PRICESMART INC,Consumer Staples,Equity,40933886.79,0.07,40933886.79,545131,75.09,United States,NASDAQ
UCTT,ULTRA CLEAN HOLDINGS INC,Information Technology,Equity,40920000,0.07,40920000,1023000,40,United States,NASDAQ
JACK,JACK IN THE BOX INC,Consumer Discretionary,Equity,40867273.19,0.07,40867273.19,499661,81.79,United States,NASDAQ
SKT,TANGER FACTORY OUTLET CENTERS REIT,Real Estate,Equity,40781004.16,0.07,40781004.16,2382068,17.12,United States,New York Stock Exchange Inc.
EFSC,ENTERPRISE FINANCIAL SERVICES CORP,Financials,Equity,40635890.4,0.07,40635890.4,834070,48.72,United States,NASDAQ
MTRN,MATERION CORP,Materials,Equity,40593141.81,0.07,40593141.81,466427,87.03,United States,New York Stock Exchange Inc.
TGH,TEXTAINER GROUP HOLDINGS LTD,Industrials,Equity,40481649.03,0.07,40481649.03,1093803,37.01,United States,New York Stock Exchange Inc.
XPER,XPERI HOLDING CORP,Information Technology,Equity,40430707.19,0.07,40430707.19,2422451,16.69,United States,NASDAQ
GBT,GLOBAL BLOOD THERAPEUTICS INC,Health Care,Equity,40346914.86,0.07,40346914.86,1450806,27.81,United States,NASDAQ
CVET,COVETRUS INC,Health Care,Equity,40291469.4,0.07,40291469.4,2428660,16.59,United States,NASDAQ
NWN,NORTHWEST NATURAL HOLDING COMPANY,Utilities,Equity,40263465,0.07,40263465,732063,55,United States,New York Stock Exchange Inc.
IRWD,IRONWOOD PHARMA INC CLASS A,Health Care,Equity,40202788.23,0.07,40202788.23,3444969,11.67,United States,NASDAQ
SWTX,SPRINGWORKS THERAPEUTICS INC,Health Care,Equity,40101949.65,0.07,40101949.65,681195,58.87,United States,NASDAQ
INT,WORLD FUEL SERVICES CORP,Energy,Equity,40012458.92,0.07,40012458.92,1480846,27.02,United States,New York Stock Exchange Inc.
NKLA,NIKOLA CORP,Industrials,Equity,39908264,0.07,39908264,5306950,7.52,United States,NASDAQ
VRTV,VERITIV CORP,Industrials,Equity,39716400.96,0.07,39716400.96,334764,118.64,United States,New York Stock Exchange Inc.
ISEE,IVERIC BIO INC,Health Care,Equity,39608212.28,0.07,39608212.28,2669017,14.84,United States,NASDAQ
RCII,RENT-A-CENTER INC,Consumer Discretionary,Equity,39538679.04,0.07,39538679.04,1525412,25.92,United States,NASDAQ
THS,TREEHOUSE FOODS INC,Consumer Staples,Equity,39505571.76,0.07,39505571.76,1207383,32.72,United States,New York Stock Exchange Inc.
CTRE,CARETRUST REIT INC,Real Estate,Equity,39364463,0.07,39364463,2272775,17.32,United States,NASDAQ
AVAV,AEROVIRONMENT INC,Industrials,Equity,39289443.34,0.07,39289443.34,518741,75.74,United States,NASDAQ
PLAY,DAVE AND BUSTERS ENTERTAINMENT INC,Consumer Discretionary,Equity,39264663.9,0.07,39264663.9,998085,39.34,United States,NASDAQ
CNK,CINEMARK HOLDINGS INC,Communication,Equity,39097814.69,0.06,39097814.69,2533883,15.43,United States,New York Stock Exchange Inc.
CUBI,CUSTOMERS BANCORP INC,Financials,Equity,39071011.98,0.06,39071011.98,700574,55.77,United States,New York Stock Exchange Inc.
RLAY,RELAY THERAPEUTICS INC,Health Care,Equity,38986049.7,0.06,38986049.7,1644981,23.7,United States,NASDAQ
PFS,PROVIDENT FINANCIAL SERVICES INC,Financials,Equity,38923492.92,0.06,38923492.92,1658436,23.47,United States,New York Stock Exchange Inc.
ETWO,E2OPEN PARENT HOLDINGS INC CLASS A,Information Technology,Equity,38667543.46,0.06,38667543.46,4641962,8.33,United States,New York Stock Exchange Inc.
ALEX,ALEXANDER AND BALDWIN INC,Real Estate,Equity,38665731.9,0.06,38665731.9,1670226,23.15,United States,New York Stock Exchange Inc.
LGFB,LIONS GATE ENTERTAINMENT NON VOTIN,Communication,Equity,38643018.48,0.06,38643018.48,2691018,14.36,United States,New York Stock Exchange Inc.
ANF,ABERCROMBIE AND FITCH CLASS A,Consumer Discretionary,Equity,38330322.84,0.06,38330322.84,1347761,28.44,United States,New York Stock Exchange Inc.
STC,STEWART INFO SERVICES CORP,Financials,Equity,38242583.52,0.06,38242583.52,583144,65.58,United States,New York Stock Exchange Inc.
CRS,CARPENTER TECHNOLOGY CORP,Materials,Equity,38158624.15,0.06,38158624.15,1094939,34.85,United States,New York Stock Exchange Inc.
MEI,METHODE ELECTRONICS INC,Information Technology,Equity,38119946.64,0.06,38119946.64,877531,43.44,United States,New York Stock Exchange Inc.
CENTA,CENTRAL GARDEN AND PET CLASS A,Consumer Staples,Equity,37963674,0.06,37963674,944370,40.2,United States,NASDAQ
GBX,GREENBRIER INC,Industrials,Equity,37900485.84,0.06,37900485.84,739666,51.24,United States,New York Stock Exchange Inc.
SPWR,SUNPOWER CORP,Information Technology,Equity,37850626,0.06,37850626,1846372,20.5,United States,NASDAQ
BGS,B AND G FOODS INC,Consumer Staples,Equity,37854240.69,0.06,37854240.69,1473501,25.69,United States,New York Stock Exchange Inc.
ICFI,ICF INTERNATIONAL INC,Industrials,Equity,37738950.48,0.06,37738950.48,422514,89.32,United States,NASDAQ
OII,OCEANEERING INTERNATIONAL INC,Energy,Equity,37729031.31,0.06,37729031.31,2290773,16.47,United States,New York Stock Exchange Inc.
NVEE,NV5 GLOBAL INC,Industrials,Equity,37707442.96,0.06,37707442.96,304436,123.86,United States,NASDAQ
ZNTL,ZENTALIS PHARMACEUTICALS INC,Health Care,Equity,37657276.38,0.06,37657276.38,853326,44.13,United States,NASDAQ
VCYT,VERACYTE INC,Health Care,Equity,37642417.41,0.06,37642417.41,1582279,23.79,United States,NASDAQ
STAR,ISTAR REIT INC,Real Estate,Equity,37606700.4,0.06,37606700.4,1560444,24.1,United States,New York Stock Exchange Inc.
MSEX,MIDDLESEX WATER,Utilities,Equity,37521514.02,0.06,37521514.02,377518,99.39,United States,NASDAQ
RVLV,REVOLVE GROUP CLASS A INC,Consumer Discretionary,Equity,37456813.14,0.06,37456813.14,836463,44.78,United States,New York Stock Exchange Inc.
HMN,HORACE MANN EDUCATORS CORP,Financials,Equity,37236155.88,0.06,37236155.88,911757,40.84,United States,New York Stock Exchange Inc.
VICR,VICOR CORP,Industrials,Equity,37199179.96,0.06,37199179.96,486964,76.39,United States,NASDAQ
NWBI,NORTHWEST BANCSHARES INC,Financials,Equity,37037382.39,0.06,37037382.39,2643639,14.01,United States,NASDAQ
FLYW,FLYWIRE CORP,Information Technology,Equity,36865338.4,0.06,36865338.4,1457128,25.3,United States,NASDAQ
EAT,BRINKER INTERNATIONAL INC,Consumer Discretionary,Equity,36859233,0.06,36859233,1045652,35.25,United States,New York Stock Exchange Inc.
AIR,AAR CORP,Industrials,Equity,36746311.2,0.06,36746311.2,810640,45.33,United States,New York Stock Exchange Inc.
PMT,PENNYMAC MORTGAGE INVESTMENT TRUST,Financials,Equity,36701972.73,0.06,36701972.73,2253037,16.29,United States,New York Stock Exchange Inc.
LNN,LINDSAY CORP,Industrials,Equity,36689222.66,0.06,36689222.66,250114,146.69,United States,New York Stock Exchange Inc.
CAKE,CHEESECAKE FACTORY INC,Consumer Discretionary,Equity,36555163.6,0.06,36555163.6,1066370,34.28,United States,NASDAQ
AGIO,AGIOS PHARMACEUTICALS INC,Health Care,Equity,36498794.5,0.06,36498794.5,1271735,28.7,United States,NASDAQ
GCP,GCP APPLIED TECHNOLOGIES INC,Materials,Equity,36470887.48,0.06,36470887.48,1162604,31.37,United States,New York Stock Exchange Inc.
VCEL,VERICEL CORP,Health Care,Equity,36459577.44,0.06,36459577.44,1072656,33.99,United States,NASDAQ
CDNA,CAREDX INC,Health Care,Equity,36441611.64,0.06,36441611.64,1183938,30.78,United States,NASDAQ
VRTS,VIRTUS INVESTMENT PARTNERS INC,Financials,Equity,36423032.36,0.06,36423032.36,172099,211.64,United States,NASDAQ
XNCR,XENCOR INC,Health Care,Equity,36244630.34,0.06,36244630.34,1318466,27.49,United States,NASDAQ
MYRG,MYR GROUP INC,Industrials,Equity,36213218,0.06,36213218,385247,94,United States,NASDAQ
DDS,DILLARDS INC CLASS A,Consumer Discretionary,Equity,36198305.46,0.06,36198305.46,134202,269.73,United States,New York Stock Exchange Inc.
HNI,HNI CORP,Industrials,Equity,36033399.44,0.06,36033399.44,1003157,35.92,United States,New York Stock Exchange Inc.
LGND,LIGAND PHARMACEUTICALS INC,Health Care,Equity,35897364.45,0.06,35897364.45,348349,103.05,United States,NASDAQ
NEX,NEXTIER OILFIELD SOLUTIONS INC,Energy,Equity,35864454.96,0.06,35864454.96,4011684,8.94,United States,New York Stock Exchange Inc.
IRBT,IROBOT CORP,Consumer Discretionary,Equity,35842941.16,0.06,35842941.16,625313,57.32,United States,NASDAQ
WABC,WESTAMERICA BANCORPORATION,Financials,Equity,35803350.96,0.06,35803350.96,581412,61.58,United States,NASDAQ
GEF,GREIF INC CLASS A,Materials,Equity,35755901.63,0.06,35755901.63,608197,58.79,United States,New York Stock Exchange Inc.
SUPN,SUPERNUS PHARMACEUTICALS INC,Health Care,Equity,35753440.38,0.06,35753440.38,1154454,30.97,United States,NASDAQ
AVNS,AVANOS MEDICAL INC,Health Care,Equity,35725151.91,0.06,35725151.91,1126621,31.71,United States,New York Stock Exchange Inc.
ROCK,GIBRALTAR INDUSTRIES INC,Industrials,Equity,35719992.99,0.06,35719992.99,766359,46.61,United States,NASDAQ
NBTB,NBT BANCORP INC,Financials,Equity,35703604.7,0.06,35703604.7,932209,38.3,United States,NASDAQ
GNL,GLOBAL NET LEASE INC,Real Estate,Equity,35623744.26,0.06,35623744.26,2397291,14.86,United States,New York Stock Exchange Inc.
CDLX,CARDLYTICS INC,Communication,Equity,35563676.06,0.06,35563676.06,759583,46.82,United States,NASDAQ
SKIN,BEAUTY HEALTH COMPANY CLASS A CLAS,Consumer Staples,Equity,35450067.24,0.06,35450067.24,2009641,17.64,United States,NASDAQ
FBK,FB FINANCIAL CORP,Financials,Equity,35329845.4,0.06,35329845.4,792149,44.6,United States,New York Stock Exchange Inc.
VRE,VERIS RESIDENTIAL INC,Real Estate,Equity,35212457.02,0.06,35212457.02,2021381,17.42,United States,New York Stock Exchange Inc.
DK,DELEK US HOLDINGS INC,Energy,Equity,35175652.68,0.06,35175652.68,1580218,22.26,United States,New York Stock Exchange Inc.
MNRO,MONRO INC,Consumer Discretionary,Equity,35070906.36,0.06,35070906.36,780394,44.94,United States,NASDAQ
AMEH,APOLLO MEDICAL HOLDINGS INC,Health Care,Equity,35061645.44,0.06,35061645.44,870448,40.28,United States,NASDAQ
TELL,TELLURIAN INC,Energy,Equity,35057326.24,0.06,35057326.24,8677556,4.04,United States,Nyse Mkt Llc
LPSN,LIVEPERSON INC,Information Technology,Equity,34951956.34,0.06,34951956.34,1531637,22.82,United States,NASDAQ
CASH,META FINANCIAL GROUP INC,Financials,Equity,34744015,0.06,34744015,677932,51.25,United States,NASDAQ
ECOL,US ECOLOGY INC,Industrials,Equity,34664695.03,0.06,34664695.03,731477,47.39,United States,NASDAQ
RCUS,ARCUS BIOSCIENCES INC,Health Care,Equity,34562722.1,0.06,34562722.1,1044191,33.1,United States,New York Stock Exchange Inc.
UUUU,ENERGY FUELS INC,Energy,Equity,34501910.16,0.06,34501910.16,3601452,9.58,Canada,Nyse Mkt Llc
STRA,STRATEGIC EDUCATION INC,Consumer Discretionary,Equity,34482945.42,0.06,34482945.42,581598,59.29,United States,NASDAQ
KRA,KRATON CORP,Materials,Equity,34469753.92,0.06,34469753.92,741604,46.48,United States,New York Stock Exchange Inc.
CDEV,CENTENNIAL RESOURCE DEVELOPMENT IN,Energy,Equity,34468920.36,0.06,34468920.36,4303236,8.01,United States,NASDAQ
RXDX,PROMETHEUS BIOSCIENCES INC,Health Care,Equity,34443536.64,0.06,34443536.64,690528,49.88,United States,NASDAQ
TNC,TENNANT,Industrials,Equity,34199909.38,0.06,34199909.38,423371,80.78,United States,New York Stock Exchange Inc.
INFN,INFINERA CORP,Information Technology,Equity,34163659.09,0.06,34163659.09,4254503,8.03,United States,NASDAQ
PJT,PJT PARTNERS INC CLASS A,Financials,Equity,34153431.24,0.06,34153431.24,573429,59.56,United States,New York Stock Exchange Inc.
UIS,UNISYS CORP,Information Technology,Equity,34134930.56,0.06,34134930.56,1534844,22.24,United States,New York Stock Exchange Inc.
CYH,COMMUNITY HEALTH SYSTEMS INC,Health Care,Equity,34079842.65,0.06,34079842.65,2920295,11.67,United States,New York Stock Exchange Inc.
FBNC,FIRST BANCORP,Financials,Equity,34048220.16,0.06,34048220.16,782358,43.52,United States,NASDAQ
NVTA,INVITAE CORP,Health Care,Equity,34015343.34,0.06,34015343.34,4685309,7.26,United States,New York Stock Exchange Inc.
LILAK,LIBERTY LATIN AMERICA LTD CLASS C,Communication,Equity,34009731.72,0.06,34009731.72,3531644,9.63,United States,NASDAQ
TGI,TRIUMPH GROUP INC,Industrials,Equity,33996537.2,0.06,33996537.2,1474904,23.05,United States,New York Stock Exchange Inc.
NSTG,NANOSTRING TECHNOLOGIES INC,Health Care,Equity,33906352.68,0.06,33906352.68,1044558,32.46,United States,NASDAQ
ANAT,AMERICAN NATIONAL GROUP INC,Financials,Equity,33710191.6,0.06,33710191.6,178408,188.95,United States,NASDAQ
CLDX,CELLDEX THERAPEUTICS INC,Health Care,Equity,33677696.84,0.06,33677696.84,1080799,31.16,United States,NASDAQ
PLMR,PALOMAR HOLDINGS INC,Financials,Equity,33666944.15,0.06,33666944.15,570143,59.05,United States,NASDAQ
PATK,PATRICK INDUSTRIES INC,Consumer Discretionary,Equity,33670471.72,0.06,33670471.72,521861,64.52,United States,NASDAQ
MGNI,MAGNITE INC,Communication,Equity,33625786.56,0.06,33625786.56,3045814,11.04,United States,NASDAQ
VGR,VECTOR GROUP LTD,Consumer Staples,Equity,33573696.92,0.06,33573696.92,3314284,10.13,United States,New York Stock Exchange Inc.
GVA,GRANITE CONSTRUCTION INC,Industrials,Equity,33500778.85,0.06,33500778.85,1053815,31.79,United States,New York Stock Exchange Inc.
GOLF,ACUSHNET HOLDINGS CORP,Consumer Discretionary,Equity,33476283.84,0.06,33476283.84,796296,42.04,United States,New York Stock Exchange Inc.
DRQ,DRIL QUIP INC,Energy,Equity,33406402.9,0.06,33406402.9,828943,40.3,United States,New York Stock Exchange Inc.
IPAR,INTER PARFUMS INC,Consumer Staples,Equity,33383922.9,0.06,33383922.9,411639,81.1,United States,NASDAQ
PRIM,PRIMORIS SERVICES CORP,Industrials,Equity,33309185,0.06,33309185,1252225,26.6,United States,NASDAQ
ZUO,ZUORA INC CLASS A,Information Technology,Equity,33178306.59,0.05,33178306.59,2577957,12.87,United States,New York Stock Exchange Inc.
PRLB,PROTO LABS INC,Industrials,Equity,33131013.6,0.05,33131013.6,650904,50.9,United States,New York Stock Exchange Inc.
TTEC,TTEC HOLDINGS INC,Information Technology,Equity,33114330.1,0.05,33114330.1,425470,77.83,United States,NASDAQ
LC,LENDINGCLUB CORP,Financials,Equity,33033937.76,0.05,33033937.76,2319799,14.24,United States,New York Stock Exchange Inc.
ILPT,INDUSTRIAL LOGISTICS PROPERTIES TR,Real Estate,Equity,33031442.88,0.05,33031442.88,1502112,21.99,United States,NASDAQ
NNI,NELNET INC CLASS A,Financials,Equity,33019971.27,0.05,33019971.27,391371,84.37,United States,New York Stock Exchange Inc.
EXPI,EXP WORLD HOLDINGS INC,Real Estate,Equity,32989335.38,0.05,32989335.38,1448171,22.78,United States,NASDAQ
TVTX,TRAVERE THERAPEUTICS INC,Health Care,Equity,32882247.23,0.05,32882247.23,1369523,24.01,United States,NASDAQ
CFFN,CAPITOL FEDERAL FINANCIAL INC,Financials,Equity,32873399.42,0.05,32873399.42,2964238,11.09,United States,NASDAQ
ALG,ALAMO GROUP INC,Industrials,Equity,32837320.41,0.05,32837320.41,228243,143.87,United States,New York Stock Exchange Inc.
ANDE,ANDERSONS INC,Consumer Staples,Equity,32778066.7,0.05,32778066.7,746653,43.9,United States,NASDAQ
PLUS,EPLUS,Information Technology,Equity,32651659.96,0.05,32651659.96,620636,52.61,United States,NASDAQ
LBRT,LIBERTY OILFIELD SERVICES INC CLAS,Energy,Equity,32621528.35,0.05,32621528.35,2125181,15.35,United States,New York Stock Exchange Inc.
TTMI,TTM TECHNOLOGIES INC,Information Technology,Equity,32543434.55,0.05,32543434.55,2532563,12.85,United States,NASDAQ
LTC,LTC PROPERTIES REIT INC,Real Estate,Equity,32527987.4,0.05,32527987.4,908603,35.8,United States,New York Stock Exchange Inc.
VECO,VEECO INSTRUMENTS INC,Information Technology,Equity,32483845.4,0.05,32483845.4,1172702,27.7,United States,NASDAQ
HSKA,HESKA CORP,Health Care,Equity,32446512,0.05,32446512,225323,144,United States,NASDAQ
BUSE,FIRST BUSEY CORP,Financials,Equity,32435939.3,0.05,32435939.3,1205797,26.9,United States,NASDAQ
EXTR,EXTREME NETWORKS INC,Information Technology,Equity,32388170.36,0.05,32388170.36,2928406,11.06,United States,NASDAQ
BANF,BANCFIRST CORP,Financials,Equity,32274309.9,0.05,32274309.9,412030,78.33,United States,NASDAQ
CSR,CENTERSPACE,Real Estate,Equity,32118316.2,0.05,32118316.2,322085,99.72,United States,New York Stock Exchange Inc.
BSIG,BRIGHTSPHERE INVESTMENT GROUP INC,Financials,Equity,32023376,0.05,32023376,1355200,23.63,United States,New York Stock Exchange Inc.
CRVL,CORVEL CORP,Health Care,Equity,31931696.05,0.05,31931696.05,203815,156.67,United States,NASDAQ
CERE,CEREVEL THERAPEUTICS HOLDINGS INC,Health Care,Equity,31923006.64,0.05,31923006.64,952357,33.52,United States,NASDAQ
COHU,COHU INC,Information Technology,Equity,31909144.05,0.05,31909144.05,1125543,28.35,United States,NASDAQ
MHO,M I HOMES INC,Consumer Discretionary,Equity,31834711.3,0.05,31834711.3,654362,48.65,United States,New York Stock Exchange Inc.
SAVA,CASSAVA SCIENCES INC,Health Care,Equity,31703107.59,0.05,31703107.59,882849,35.91,United States,NASDAQ
BGCP,BGC PARTNERS INC CLASS A,Financials,Equity,31696708.92,0.05,31696708.92,7440542,4.26,United States,NASDAQ
NYMT,NEW YORK MORTGAGE TRUST REIT INC,Financials,Equity,31656607.52,0.05,31656607.52,8602339,3.68,United States,NASDAQ
KALU,KAISER ALUMINIUM CORP,Materials,Equity,31593944.82,0.05,31593944.82,362399,87.18,United States,NASDAQ
FCF,FIRST COMMONWEALTH FINANCIAL CORP,Financials,Equity,31446738.04,0.05,31446738.04,2010661,15.64,United States,New York Stock Exchange Inc.
ARRY,ARRAY TECHNOLOGIES INC,Industrials,Equity,31431716.64,0.05,31431716.64,2959672,10.62,United States,NASDAQ
HEES,H AND E EQUIPMENT SERVICES INC,Industrials,Equity,31400246.42,0.05,31400246.42,736922,42.61,United States,NASDAQ
KFRC,KFORCE INC,Industrials,Equity,31272226.46,0.05,31272226.46,464462,67.33,United States,NASDAQ
LRN,STRIDE INC,Consumer Discretionary,Equity,31241382.25,0.05,31241382.25,967525,32.29,United States,New York Stock Exchange Inc.
SNBR,SLEEP NUMBER CORP,Consumer Discretionary,Equity,31231726.9,0.05,31231726.9,515290,60.61,United States,NASDAQ
BKD,BROOKDALE SENIOR LIVING INC,Health Care,Equity,31214788.23,0.05,31214788.23,4341417,7.19,United States,New York Stock Exchange Inc.
CNR,CORNERSTONE BUILDING BRANDS INC,Industrials,Equity,31201867.51,0.05,31201867.51,1287737,24.23,United States,New York Stock Exchange Inc.
TBBK,BANCORP INC,Financials,Equity,31176918.36,0.05,31176918.36,1143268,27.27,United States,NASDAQ
OXM,OXFORD INDUSTRIES INC,Consumer Discretionary,Equity,31158864.8,0.05,31158864.8,374056,83.3,United States,New York Stock Exchange Inc.
MEG,MONTROSE ENVIRONMENTAL GRP INC,Industrials,Equity,31148044.36,0.05,31148044.36,609074,51.14,United States,New York Stock Exchange Inc.
SHYF,SHYFT GROUP INC,Industrials,Equity,31089897.64,0.05,31089897.64,814298,38.18,United States,NASDAQ
APTS,PREFERRED APARTMENT COMMUNITIES RE,Real Estate,Equity,30908655.72,0.05,30908655.72,1220721,25.32,United States,New York Stock Exchange Inc.
RIOT,RIOT BLOCKCHAIN INC,Information Technology,Equity,30850550.9,0.05,30850550.9,2037685,15.14,United States,NASDAQ
PHR,PHREESIA INC,Health Care,Equity,30847906.65,0.05,30847906.65,1167155,26.43,United States,New York Stock Exchange Inc.
SDGR,SCHRODINGER INC,Health Care,Equity,30796761.6,0.05,30796761.6,1069332,28.8,United States,NASDAQ
OSIS,OSI SYSTEMS INC,Information Technology,Equity,30791831.46,0.05,30791831.46,383269,80.34,United States,NASDAQ
TVTY,TIVITY HEALTH INC,Health Care,Equity,30714232.86,0.05,30714232.86,1015011,30.26,United States,NASDAQ
MODV,MODIVCARE INC,Health Care,Equity,30667949.5,0.05,30667949.5,285815,107.3,United States,NASDAQ
TRS,TRIMAS CORP,Materials,Equity,30644452.25,0.05,30644452.25,987575,31.03,United States,NASDAQ
ARGO,ARGO GROUP INTERNATIONAL HOLDINGS,Financials,Equity,30539519.66,0.05,30539519.66,761774,40.09,United States,New York Stock Exchange Inc.
KYMR,KYMERA THERAPEUTICS INC,Health Care,Equity,30472069.32,0.05,30472069.32,792924,38.43,United States,NASDAQ
CCO,CLEAR CHANNEL OUTDOOR HOLDINGS INC,Communication,Equity,30439594.64,0.05,30439594.64,8362526,3.64,United States,New York Stock Exchange Inc.
ESRT,EMPIRE STATE REALTY REIT INC TRUST,Real Estate,Equity,30432832.95,0.05,30432832.95,3297165,9.23,United States,New York Stock Exchange Inc.
RILY,B RILEY FINANCIAL INC,Financials,Equity,30394922.88,0.05,30394922.88,479264,63.42,United States,NASDAQ
HCSG,HEALTHCARE SERVICES GROUP INC,Industrials,Equity,30389498.65,0.05,30389498.65,1763755,17.23,United States,NASDAQ
ASIX,ADVANSIX INC,Materials,Equity,30318619.32,0.05,30318619.32,636812,47.61,United States,New York Stock Exchange Inc.
VIR,VIR BIOTECHNOLOGY INC,Health Care,Equity,30313526.88,0.05,30313526.88,1387982,21.84,United States,NASDAQ
CCXI,CHEMOCENTRYX INC,Health Care,Equity,30192286.64,0.05,30192286.64,1272862,23.72,United States,NASDAQ
LADR,LADDER CAPITAL CORP CLASS A,Financials,Equity,30182667.9,0.05,30182667.9,2613218,11.55,United States,New York Stock Exchange Inc.
NOG,NORTHERN OIL AND GAS INC,Energy,Equity,30172167.94,0.05,30172167.94,1207853,24.98,United States,New York Stock Exchange Inc.
GDOT,GREEN DOT CORP CLASS A,Financials,Equity,30151326.48,0.05,30151326.48,1202206,25.08,United States,New York Stock Exchange Inc.
SKYW,SKYWEST INC,Industrials,Equity,30089101.72,0.05,30089101.72,1187884,25.33,United States,NASDAQ
DLX,DELUXE CORP,Industrials,Equity,30009365.88,0.05,30009365.88,978141,30.68,United States,New York Stock Exchange Inc.
UVV,UNIVERSAL CORP,Consumer Staples,Equity,30010233.6,0.05,30010233.6,547632,54.8,United States,New York Stock Exchange Inc.
COUR,COURSERA INC,Consumer Discretionary,Equity,29961662.65,0.05,29961662.65,1703335,17.59,United States,New York Stock Exchange Inc.
AMPH,AMPHASTAR PHARMACEUTICALS INC,Health Care,Equity,29949079.3,0.05,29949079.3,873151,34.3,United States,NASDAQ
OCFC,OCEANFIRST FINANCIAL CORP,Financials,Equity,29928856.62,0.05,29928856.62,1381757,21.66,United States,NASDAQ
SVC,SERVICE PROPERTIES TRUST,Real Estate,Equity,29849164.4,0.05,29849164.4,3640142,8.2,United States,NASDAQ
SCHN,SCHNITZER STEEL INDUSTRIES INC CLA,Materials,Equity,29800356.84,0.05,29800356.84,603124,49.41,United States,NASDAQ
STEP,STEPSTONE GROUP INC CLASS A,Financials,Equity,29765173.14,0.05,29765173.14,934249,31.86,United States,NASDAQ
LZB,LA-Z-BOY INC,Consumer Discretionary,Equity,29731029,0.05,29731029,1043194,28.5,United States,New York Stock Exchange Inc.
UEC,URANIUM ENERGY CORP,Energy,Equity,29704249.6,0.05,29704249.6,5988760,4.96,United States,Nyse Mkt Llc
ENTA,ENANTA PHARMACEUTICALS INC,Health Care,Equity,29625635,0.05,29625635,455779,65,United States,NASDAQ
PUMP,PROPETRO HOLDING CORP,Energy,Equity,29520644.59,0.05,29520644.59,2031703,14.53,United States,New York Stock Exchange Inc.
OFG,OFG BANCORP,Financials,Equity,29502482.72,0.05,29502482.72,1087048,27.14,United States,New York Stock Exchange Inc.
SYBT,STOCK YARDS BANCORP INC,Financials,Equity,29254881.6,0.05,29254881.6,568608,51.45,United States,NASDAQ
SFL,SFL LTD,Energy,Equity,29218050.17,0.05,29218050.17,2884309,10.13,United States,New York Stock Exchange Inc.
MBUU,MALIBU BOATS CLASS A INC,Consumer Discretionary,Equity,29137665.84,0.05,29137665.84,482252,60.42,United States,NASDAQ
PRA,PROASSURANCE CORP,Financials,Equity,29118510.18,0.05,29118510.18,1159638,25.11,United States,New York Stock Exchange Inc.
