,ticker,company,sector,industry,market cap,analyst_recom,sentiment_score,rs_rating,returns_multiple,current_price,target_price,est_gl,performance_(week),performance_(month),performance_(quarter),performance_(half year),performance_(year),performance_(ytd),20_day_ma,50_day_ma,200_day_ma,52_week_low,52_week_high,my_score,in_sp1500
279,SNV,Synovus Financial Corp.,Financial,Banks - Regional,7437.03,81.5,20.0,77,1.16,50.24,55.75,10.97,1.80%,1.74%,14.76%,5.06%,57.29%,55.21%,48.82,,45.28,31.46,50.51,59.5,True
281,STC,Stewart Information Services Corporation,Financial,Insurance - Property & Casualty,2112.59,81.5,20.0,88,1.4,78.74,88.0,11.76,1.72%,8.98%,28.81%,30.60%,76.78%,62.82%,74.95,,60.13,41.84,80.14,63.166666666666664,True
283,STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,13499.35,76.5,27.0,87,1.38,67.49,80.41,19.14,3.26%,0.60%,-4.27%,10.77%,86.13%,83.05%,65.04,,58.89,33.77,74.37,63.5,True
284,STX,Seagate Technology Holdings plc,Technology,Computer Hardware,22720.4,71.5,14.0,86,1.34,101.58,105.43,3.79,-2.01%,13.93%,16.91%,4.95%,78.46%,63.42%,98.04,,86.43,57.55,116.93,57.166666666666664,True
287,SUPN,"Supernus Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,1673.01,81.5,14.0,77,1.16,32.05,34.0,6.08,-6.34%,6.37%,25.93%,6.62%,54.98%,27.38%,32.05,,28.82,20.81,34.5,57.5,True
289,SYNH,"Syneos Health, Inc.",Healthcare,Diagnostics & Research,10355.73,86.5,13.0,78,1.18,100.22,113.62,13.37,-0.70%,14.21%,10.06%,14.56%,50.84%,47.10%,98.52,,86.57,60.38,104.18,59.166666666666664,True
291,TBBK,"The Bancorp, Inc.",Financial,Banks - Regional,1765.14,94.0,15.0,95,1.86,31.0,36.0,16.13,-1.77%,-4.05%,27.10%,30.09%,158.33%,127.11%,31.37,,24.55,11.7,33.36,68.0,True
295,THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,8638.72,79.0,15.0,95,1.88,79.4,87.94,10.76,-0.38%,15.51%,7.78%,22.59%,142.81%,98.85%,76.12,,64.93,31.18,83.69,63.0,True
296,THRY,"Thryv Holdings, Inc.",Communication Services,Internet Content & Information,1319.36,91.5,20.0,98,2.88,36.71,47.0,28.03,3.53%,20.44%,21.56%,49.78%,268.20%,171.93%,33.7,,28.75,9.6,41.86,69.83333333333333,True
299,TMST,TimkenSteel Corporation,Basic Materials,Steel,785.34,74.0,19.0,98,2.53,16.72,18.15,8.55,12.29%,22.85%,17.91%,18.00%,249.79%,258.03%,14.98,,12.93,4.53,17.73,63.666666666666664,True
300,TPH,"Tri Pointe Homes, Inc.",Consumer Cyclical,Residential Construction,2985.31,74.0,23.0,75,1.13,26.18,31.71,21.12,0.96%,6.42%,8.77%,9.54%,42.28%,51.77%,25.0,,22.48,16.59,26.62,57.333333333333336,True
302,TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,12963.93,84.0,17.0,94,1.72,55.57,64.55,16.16,1.63%,-2.15%,25.27%,46.70%,124.43%,110.65%,55.26,,42.32,23.33,58.18,65.0,True
308,TTGT,"TechTarget, Inc.",Communication Services,Internet Content & Information,2897.8,79.0,25.0,90,1.48,98.8,110.78,12.13,-10.59%,11.55%,28.31%,38.90%,85.33%,67.15%,101.56,,80.03,49.58,111.44,64.66666666666667,True
310,TXT,Textron Inc.,Industrials,Aerospace & Defense,16751.97,79.0,17.0,81,1.24,76.09,86.0,13.02,0.48%,2.46%,3.52%,12.84%,63.74%,57.44%,75.54,,66.12,44.36,78.13,59.0,True
312,UFPI,"UFP Industries, Inc.",Basic Materials,Lumber & Wood Production,5701.7,81.5,14.0,85,1.31,91.52,93.83,2.52,2.07%,8.90%,19.68%,14.97%,67.37%,64.75%,86.92,,75.12,52.11,92.1,60.166666666666664,True
314,ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,22114.93,74.0,43.0,75,1.13,408.93,428.64,4.82,-1.19%,10.22%,4.88%,24.87%,44.56%,42.40%,390.89,,348.56,258.0,417.85,64.0,True
315,UNVR,Univar Solutions Inc.,Basic Materials,Chemicals,4933.04,74.0,23.0,79,1.2,28.49,32.5,14.08,-2.26%,9.41%,19.25%,5.52%,56.97%,49.87%,28.07,,24.2,17.78,29.77,58.666666666666664,True
316,URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services,27351.35,74.0,42.0,82,1.26,375.19,401.13,6.91,-1.70%,2.44%,7.08%,14.80%,65.79%,61.78%,380.16,,332.1,217.39,414.99,66.0,True
317,UTHR,United Therapeutics Corporation,Healthcare,Biotechnology,9145.68,89.0,38.0,76,1.15,201.58,235.33,16.74,-0.82%,5.35%,-1.89%,9.22%,46.32%,32.80%,199.08,,189.26,129.43,216.9,67.66666666666667,True
319,VBTX,"Veritex Holdings, Inc.",Financial,Banks - Regional,2136.93,91.5,13.0,89,1.44,42.73,46.5,8.82,-0.47%,4.70%,20.64%,23.28%,91.79%,66.52%,42.2,,35.41,21.63,45.36,64.5,True
322,VICR,Vicor Corporation,Technology,Electronic Components,6840.95,76.5,19.0,89,1.44,153.11,176.67,15.39,-5.32%,3.29%,26.78%,72.91%,90.48%,66.03%,156.28,,111.16,74.08,164.76,61.5,True
325,VRTV,Veritiv Corporation,Industrials,Business Equipment & Supplies,2054.04,106.5,25.0,100,5.36,136.3,160.0,17.39,-8.95%,28.72%,62.67%,119.24%,644.81%,555.60%,137.66,,69.49,17.79,158.99,77.16666666666667,True
326,VSTO,Vista Outdoor Inc.,Consumer Cyclical,Leisure,2663.76,89.0,14.0,94,1.75,46.61,62.33,33.73,-3.94%,7.20%,12.56%,16.64%,117.19%,96.17%,44.93,,39.04,18.75,48.75,65.66666666666667,True
327,VVI,Viad Corp,Industrials,Specialty Business Services,991.29,81.5,16.0,79,1.2,48.45,59.33,22.46,1.08%,6.11%,11.05%,11.76%,59.27%,33.95%,47.72,,44.52,29.61,52.73,58.833333333333336,True
328,VVV,Valvoline Inc.,Energy,Oil & Gas Refining & Marketing,6678.39,84.0,13.0,80,1.22,36.48,42.88,17.54,2.36%,5.59%,19.80%,11.87%,60.78%,57.65%,35.16,,30.74,22.51,37.41,59.0,True
329,WBS,Webster Financial Corporation,Financial,Banks - Regional,5512.58,84.0,17.0,76,1.15,59.66,65.0,8.95,1.07%,1.50%,18.26%,6.54%,53.76%,41.54%,57.99,,54.2,37.8,63.81,59.0,True
331,WFC,Wells Fargo & Company,Financial,Banks - Diversified,209477.62,76.5,28.0,87,1.39,51.4,52.04,1.25,2.04%,1.54%,4.28%,10.78%,95.44%,70.31%,50.65,,44.92,27.28,52.57,63.833333333333336,True
333,WH,"Wyndham Hotels & Resorts, Inc.",Consumer Cyclical,Lodging,8052.95,96.5,21.0,75,1.14,86.22,94.56,9.67,0.70%,6.41%,18.53%,14.98%,50.81%,45.05%,85.49,,73.77,53.58,89.48,64.16666666666667,True
334,WIRE,Encore Wire Corporation,Industrials,Electrical Equipment & Parts,3057.27,94.0,17.0,97,2.17,147.98,160.0,8.12,2.60%,26.63%,71.17%,81.86%,180.64%,144.31%,140.6,,85.98,51.36,151.64,69.33333333333333,True
337,WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies,31970.12,81.5,14.0,81,1.24,430.69,457.0,6.11,-2.61%,3.18%,-3.11%,25.06%,56.21%,52.02%,428.03,,367.56,253.86,475.35,58.833333333333336,True
338,WTFC,Wintrust Financial Corporation,Financial,Banks - Regional,5544.97,89.0,14.0,83,1.27,96.94,101.75,4.96,4.08%,5.24%,29.91%,21.16%,72.06%,58.68%,92.35,,78.51,54.13,97.11,62.0,True
340,YETI,"YETI Holdings, Inc.",Consumer Cyclical,Leisure,8465.93,84.0,13.0,77,1.17,96.04,112.35,16.98,-7.97%,1.67%,-5.64%,9.61%,55.83%,40.27%,101.4,,88.81,60.75,108.82,58.0,True
341,ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,32547.51,76.5,18.0,81,1.24,598.74,630.91,5.37,-1.03%,12.45%,2.50%,19.43%,65.08%,55.79%,582.68,,523.4,363.0,614.1,58.5,True
