no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
1958,DELL,Dell Technologies Inc.,Technology,Computer Hardware,USA,45907.84,6.81,8.42,1.21,0.44,5.04,2.05,4.36,,0.00%,8.65,3.00%,6.64%,36.00%,5.65%,13.10%,351.90%,20.90%,766.0,282.51,0.60%,-14.44%,90.60%,1.47%,2.95%,1.95,5.40%,137.50%,10.50%,0.8,0.7,3.54,5.36,30.30%,9.70%,6.50%,-1.03%,2.61%,5.37%,18.04%,43.95%,4.86%,0.83,1.47,2.20%,2.67%,1.20%,2.17%,10.45%,-4.29%,10.96%,-4.29%,50.94%,51.47,-0.59%,-0.02%,4266.65,0.75,58.9,-0.61%,3197969,2/24/2022 4:30:00 PM,66.61,8/17/2016,58.75,-0.25%,66.0,92,1.29,58.9,58.37,57.66,53.39,39.04,61.54,17.0,13.09,58.333333333333336,True
2143,DSKE,"Daseke, Inc.",Industrials,Trucking,USA,729.95,16.06,9.21,0.64,0.47,6.89,5.08,9.15,,0.00%,0.71,99.80%,8.33%,29.40%,25.00%,16.50%,76.80%,13.00%,62.58,39.58,3.50%,-11.76%,40.90%,5.80%,3.75%,3.33,3.70%,48.10%,4.70%,1.6,1.6,5.18,5.72,54.50%,5.40%,2.60%,3.84%,24.67%,9.75%,21.09%,104.86%,13.25%,1.98,0.43,2.62%,5.01%,5.06%,11.87%,28.34%,-2.74%,36.44%,-2.74%,120.35%,62.84,0.18%,0.00%,445.78,1.31,11.37,0.18%,584619,1/25/2022 8:30:00 AM,12.75,10/12/2015,11.36,-0.11%,63.0,99,1.89,11.37,10.93,10.19,8.88,5.2,11.69,18.0,12.14,60.0,True
2432,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,63019.54,21.58,10.47,0.29,4.06,2.98,14.68,12.49,2.69%,31.00%,5.17,-122.20%,23.49%,33.90%,73.84%,4.80%,,105.70%,585.09,583.05,0.30%,1.90%,87.80%,-0.53%,1.14%,1.5,8.30%,14.40%,-1.60%,2.1,2.0,0.23,0.24,60.80%,26.20%,19.40%,-4.39%,7.85%,27.44%,77.16%,74.99%,25.66%,1.82,4.07,2.79%,3.80%,0.67%,11.66%,32.54%,-4.51%,38.37%,-4.51%,91.31%,57.06,0.95%,-1.80%,4424.25,0.75,111.62,-0.87%,3314693,2/25/2022 8:30:00 AM,116.55,10/4/1989,112.0,0.34%,69.0,97,1.6,111.62,111.43,100.56,86.06,60.79,116.89,18.0,4.42,61.333333333333336,True
2586,EWBC,"East West Bancorp, Inc.",Financial,Banks - Diversified,USA,12797.03,14.58,11.99,1.82,7.91,2.22,1.53,,1.48%,22.80%,6.1,-13.90%,13.95%,8.30%,8.00%,8.60%,40.20%,13.60%,141.88,140.8,0.60%,-0.38%,91.80%,0.89%,2.17%,3.2,1.30%,13.80%,21.00%,,,0.03,0.03,,86.50%,46.50%,-1.07%,4.29%,7.40%,24.48%,25.87%,13.03%,1.63,2.73,2.54%,3.24%,1.73%,6.06%,14.31%,-4.90%,23.59%,-4.90%,35.01%,53.59,-0.76%,-0.09%,954.69,0.82,88.93,-0.85%,781302,1/27/2022 8:30:00 AM,107.9,2/3/1999,88.93,0.00%,78.0,86,1.15,88.93,87.72,84.05,77.85,65.87,93.51,17.0,21.33,60.333333333333336,True
2621,EXC,Exelon Corporation,Utilities,Utilities - Diversified,USA,40640.46,24.37,18.55,1.52,1.17,1.2,13.74,,3.68%,89.40%,1.71,-33.30%,-20.14%,-4.60%,16.00%,2.30%,139.40%,0.60%,979.0,975.59,0.10%,-25.87%,82.60%,0.35%,1.89%,1.74,1.30%,5.10%,3.40%,0.9,0.8,1.05,1.23,58.10%,6.80%,4.80%,-1.19%,2.46%,9.04%,18.28%,43.80%,1.08%,0.48,0.94,1.93%,2.56%,-0.23%,2.97%,15.43%,-5.43%,12.43%,-5.43%,52.21%,51.5,-0.86%,0.57%,10597.1,0.84,41.63,-0.29%,8933873,,50.78,7/6/1943,41.63,0.00%,66.0,92,1.27,41.63,41.79,40.51,36.12,27.35,44.02,18.0,21.98,58.666666666666664,True
2662,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,22913.91,68.23,7.42,1.12,4.13,2.07,50.14,7.97,1.52%,82.70%,1.93,269.40%,58.66%,-27.70%,61.03%,44.50%,150.50%,165.30%,181.03,180.27,0.20%,-9.97%,90.40%,1.73%,3.24%,2.02,2.10%,4.20%,-31.20%,0.7,0.7,0.6,0.6,79.40%,33.70%,8.00%,-3.02%,7.84%,21.78%,92.83%,92.21%,21.90%,2.36,6.15,4.12%,5.11%,2.50%,10.02%,34.51%,-3.72%,38.36%,-3.72%,108.52%,56.93,2.71%,-1.30%,2898.8,0.98,131.47,1.37%,2854971,2/22/2022 4:30:00 PM,143.73,10/12/2012,131.5,0.02%,72.0,98,1.8,131.47,128.94,119.85,97.99,63.05,136.55,24.0,9.33,64.66666666666667,True
2818,FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,33371.78,12.93,12.46,,6.4,1.65,0.88,,2.49%,31.20%,3.73,-45.10%,13.72%,-1.80%,-2.98%,6.70%,24.20%,-2.80%,697.46,681.88,0.20%,-6.51%,83.70%,-0.27%,1.57%,1.99,1.20%,12.00%,13.80%,,,0.56,0.56,,96.40%,47.40%,-0.64%,3.45%,9.27%,28.20%,38.27%,10.75%,1.38,1.38,2.21%,2.99%,2.65%,4.85%,14.75%,-4.76%,19.47%,-4.76%,47.90%,54.73,0.12%,-0.04%,5380.0,1.13,48.23,0.08%,6053150,1/20/2022 8:30:00 AM,51.68,3/17/1980,48.23,0.00%,72.0,91,1.25,48.23,47.14,46.08,42.06,33.4,50.64,19.0,7.15,60.666666666666664,True
2864,FLMN,Falcon Minerals Corporation,Energy,Oil & Gas E&P,USA,457.11,47.59,19.86,,7.96,1.93,126.98,,11.23%,114.50%,0.12,-70.30%,28.70%,,-6.64%,,444.70%,97.90%,46.34,41.21,0.70%,0.00%,59.00%,-1.99%,2.27%,1.25,5.80%,11.60%,4.10%,1.8,1.8,0.28,0.28,93.70%,43.40%,27.40%,-4.99%,13.11%,0.36%,26.03%,29.58%,13.35%,1.69,0.26,4.57%,4.93%,5.50%,9.85%,9.88%,-7.69%,29.58%,-16.11%,42.27%,58.51,0.36%,-0.72%,752.06,1.79,5.52,-0.36%,1348887,,7.49,9/8/2017,5.52,0.00%,59.0,89,1.2,5.52,5.27,5.04,5.03,3.88,6.58,13.0,35.69,53.666666666666664,True
3161,GCO,Genesco Inc.,Consumer Cyclical,Apparel Retail,USA,997.55,6.75,9.4,0.67,0.43,1.62,3.53,4.57,,0.00%,9.91,-200.00%,5.02%,-24.20%,10.00%,-10.00%,333.50%,25.30%,14.31,13.71,2.30%,-0.01%,98.90%,-0.38%,7.99%,6.8,8.70%,24.60%,-8.60%,1.6,0.9,0.03,0.03,47.90%,5.80%,6.10%,0.56%,15.61%,-9.02%,7.89%,40.17%,4.19%,2.06,3.09,3.43%,5.10%,2.92%,5.85%,9.44%,-4.42%,18.97%,-9.31%,64.28%,54.61,2.12%,-1.36%,161.17,0.45,66.86,0.74%,72040,12/3/2021 8:30:00 AM,72.67,1/5/1950,66.86,0.00%,53.0,94,1.33,66.86,65.36,63.21,61.16,40.7,73.72,19.0,8.69,55.333333333333336,True
3168,GDEN,"Golden Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,USA,1512.87,13.5,15.42,0.9,1.48,4.94,6.9,6.42,,0.00%,3.86,-241.30%,-34.75%,-40.10%,15.00%,31.40%,468.80%,37.50%,28.95,18.8,1.00%,-23.56%,63.00%,1.02%,4.47%,4.58,7.60%,54.30%,-5.20%,1.9,1.9,3.39,3.39,44.80%,12.70%,12.20%,-1.70%,19.86%,2.38%,14.89%,131.16%,3.21%,2.73,2.73,6.11%,5.53%,7.49%,8.40%,10.83%,-12.09%,26.98%,-12.09%,148.33%,55.48,-7.86%,-0.44%,183.67,2.66,52.15,-8.27%,488899,2/17/2022 4:30:00 PM,65.0,1/4/1999,52.15,0.00%,75.0,99,2.15,52.15,48.97,48.2,47.13,21.19,59.32,32.0,24.64,68.66666666666667,True
3271,GLNG,Golar LNG Limited,Energy,Oil & Gas Midstream,Bermuda,1553.49,,39.59,,3.41,0.91,2.49,6.83,,0.00%,-1.44,-34.00%,144.00%,-9.00%,4.00%,33.70%,-355.60%,12.00%,106.24,91.22,46.50%,0.00%,69.50%,1.41%,2.10%,2.13,9.00%,27.00%,3.40%,0.5,0.5,0.67,1.33,70.50%,72.60%,90.90%,-2.27%,9.49%,13.04%,42.23%,28.51%,18.24%,0.7,0.6,3.79%,4.59%,2.61%,10.42%,17.07%,-5.42%,35.77%,-5.42%,58.21%,56.61,0.83%,-1.49%,898.45,0.42,14.65,-0.68%,378823,,17.91,12/18/2002,14.7,0.34%,69.0,86,1.15,14.65,14.37,13.32,12.53,9.26,15.49,7.0,22.25,54.0,True
3471,HAFC,Hanmi Financial Corporation,Financial,Banks - Regional,USA,809.63,11.87,11.12,1.48,3.8,1.32,0.96,5.69,2.99%,17.70%,2.26,30.00%,-11.98%,-4.00%,8.00%,6.40%,62.20%,1.10%,30.47,30.04,0.40%,0.05%,90.90%,0.63%,1.62%,2.56,1.10%,11.50%,13.80%,,,0.35,0.35,,85.60%,32.20%,0.64%,5.30%,13.22%,42.40%,56.36%,13.18%,1.13,0.96,3.19%,3.94%,1.08%,7.29%,25.17%,-7.07%,25.88%,-7.07%,70.92%,56.13,1.40%,-0.60%,189.27,0.6,26.8,0.79%,112895,1/25/2022 4:30:00 PM,28.92,5/14/1997,26.8,0.00%,59.0,96,1.46,26.8,26.6,25.06,21.44,16.0,28.84,19.0,7.91,58.0,True
3547,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,27925.39,51.95,16.6,,3.74,5.15,11.54,18.84,1.07%,,1.81,-641.90%,13.76%,0.90%,,-6.40%,146.60%,51.80%,308.1,278.25,0.30%,-33.74%,85.50%,-0.71%,2.63%,2.83,-0.80%,-2.90%,-16.80%,1.4,1.3,1.46,1.55,70.50%,10.40%,-2.20%,-2.42%,5.51%,16.26%,45.94%,43.51%,26.80%,1.83,3.67,3.22%,4.28%,1.50%,10.10%,15.62%,-2.99%,37.40%,-2.99%,55.44%,57.25,0.94%,-1.27%,2588.39,0.96,93.87,-0.35%,2484886,1/26/2022 8:30:00 AM,111.5,5/24/1962,94.05,0.19%,63.0,94,1.33,93.87,92.79,85.53,81.25,60.85,96.76,9.0,18.78,55.333333333333336,True
3576,HIG,"The Hartford Financial Services Group, Inc.",Financial,Insurance - Diversified,USA,24481.67,10.62,8.91,0.91,1.09,1.39,105.52,6.91,2.18%,22.60%,6.64,-16.20%,16.71%,11.10%,11.71%,5.00%,8.00%,10.00%,345.6,337.0,0.10%,-34.12%,94.20%,-0.02%,0.74%,1.37,2.80%,12.00%,8.80%,,,0.28,0.0,,12.60%,9.50%,-1.41%,-0.80%,0.04%,6.48%,38.21%,2.16%,1.02,1.88,2.45%,2.83%,-0.97%,0.38%,3.60%,-5.85%,8.29%,-9.77%,42.87%,47.41,0.33%,-0.45%,1812.09,0.72,70.53,-0.13%,1299488,2/3/2022 4:30:00 PM,82.5,12/15/1995,70.53,0.00%,66.0,92,1.27,70.53,71.28,70.3,68.1,49.47,78.17,14.0,16.97,57.333333333333336,True
3653,HPK,"HighPeak Energy, Inc.",Energy,Oil & Gas E&P,USA,1854.99,134.62,5.92,,13.95,3.69,154.58,,0.51%,34.10%,0.14,-387.10%,392.54%,,,,168.70%,533.30%,92.68,7.95,2.60%,2.08%,7.90%,3.08%,2.16%,2.87,2.30%,2.80%,-21.40%,0.6,0.5,0.19,0.0,88.30%,31.70%,10.20%,-2.79%,7.25%,39.43%,124.11%,51.87%,33.33%,0.85,1.01,5.28%,5.71%,6.34%,15.08%,57.53%,-5.27%,48.89%,-5.27%,227.53%,60.52,1.30%,-0.98%,59.86,0.62,19.52,0.31%,37121,11/8/2021 4:30:00 PM,24.2,5/29/2018,19.52,0.00%,69.0,95,1.37,19.52,18.45,17.05,12.46,6.0,20.61,29.0,23.98,64.33333333333333,True
3691,HTBK,Heritage Commerce Corp,Financial,Banks - Regional,USA,735.92,15.5,11.79,2.21,4.8,1.24,0.44,35.72,4.27%,72.60%,0.79,-30.50%,18.33%,4.10%,7.00%,13.80%,21.30%,9.90%,60.22,57.9,0.70%,-9.41%,71.80%,0.13%,0.96%,3.27,0.80%,7.30%,20.10%,,,0.07,0.07,,91.50%,28.00%,1.08%,-1.54%,2.78%,7.12%,30.20%,2.01%,1.11,0.34,2.44%,2.95%,-1.04%,1.27%,4.70%,-5.87%,14.58%,-5.87%,35.33%,48.93,1.67%,-0.66%,169.44,0.62,12.18,1.00%,105759,,14.25,7/24/1998,12.18,0.00%,78.0,89,1.2,12.18,12.29,12.05,11.63,9.0,12.94,12.0,17.0,59.666666666666664,True
3717,HUN,Huntsman Corporation,Basic Materials,Chemicals,USA,8985.31,11.49,10.84,1.01,1.15,2.4,17.79,,1.82%,19.50%,3.58,-31.30%,9.13%,-6.20%,11.39%,-5.90%,342.80%,51.30%,219.4,196.7,3.40%,0.00%,83.60%,-2.89%,1.30%,1.29,9.30%,21.80%,6.90%,1.9,1.2,0.42,0.42,21.30%,12.10%,10.10%,11.87%,13.09%,24.81%,69.41%,43.70%,18.12%,1.22,1.19,3.63%,3.03%,12.16%,16.34%,35.52%,-0.72%,32.22%,-0.72%,70.99%,75.9,0.83%,-0.44%,1990.26,2.37,41.2,0.39%,4714845,2/15/2022 8:30:00 AM,42.1,2/11/2005,41.2,0.00%,69.0,92,1.28,41.2,37.02,35.58,30.45,24.1,41.51,15.0,2.18,58.666666666666664,True
3727,HWC,Hancock Whitney Corporation,Financial,Banks - Regional,USA,4846.88,12.75,10.15,1.59,4.78,1.31,1.35,9.07,1.97%,25.10%,4.3,-114.60%,2.56%,-18.40%,8.00%,9.30%,62.10%,-4.90%,86.83,86.04,0.60%,-0.99%,79.20%,0.30%,1.86%,3.68,1.10%,10.60%,26.10%,,,0.07,0.07,,95.20%,36.80%,1.48%,2.91%,5.99%,22.05%,41.57%,9.68%,1.51,1.89,3.07%,3.36%,0.98%,4.95%,13.30%,-8.29%,21.75%,-8.29%,50.76%,53.57,1.57%,0.13%,434.37,0.83,54.86,1.71%,361029,1/18/2022 4:30:00 PM,63.94,6/4/1991,54.86,0.00%,72.0,93,1.31,54.86,54.39,52.37,48.45,36.45,59.82,13.0,16.55,59.333333333333336,True
3728,HWKN,"Hawkins, Inc.",Basic Materials,Specialty Chemicals,USA,915.38,18.52,,,1.28,3.14,39.12,41.8,1.19%,21.20%,2.37,44.80%,,35.00%,,7.60%,29.90%,30.90%,20.89,19.12,9.46%,0.00%,63.20%,1.27%,0.73%,2.61,10.30%,17.90%,11.30%,2.8,1.8,0.36,0.4,19.90%,9.60%,7.00%,9.30%,17.91%,22.22%,16.88%,40.69%,11.13%,0.92,1.48,3.05%,3.76%,11.64%,12.72%,22.51%,0.05%,23.79%,0.05%,49.52%,69.06,1.55%,-0.60%,53.73,1.56,43.84,0.94%,83757,2/2/2022 4:30:00 PM,52.0,3/18/1980,43.84,0.00%,69.0,92,1.28,43.84,39.61,39.02,35.83,29.32,43.96,20.0,18.61,60.333333333333336,True
3913,IGT,International Game Technology PLC,Consumer Cyclical,Gambling,United Kingdom,6114.91,,19.29,,1.7,4.56,14.06,9.55,2.73%,0.00%,-1.17,-627.50%,14.04%,-63.50%,30.18%,-7.90%,142.10%,20.60%,205.19,99.37,51.65%,0.00%,48.30%,1.29%,3.86%,2.29,1.80%,21.30%,-1.90%,1.3,1.2,4.97,0.0,49.50%,21.50%,6.10%,0.31%,9.53%,1.35%,68.20%,62.51%,1.35%,2.14,1.21,3.24%,4.82%,5.35%,6.42%,17.05%,-4.99%,27.67%,-11.08%,93.91%,55.63,-0.98%,-1.10%,1674.32,0.88,29.3,-2.07%,1479167,11/9/2021 8:30:00 AM,40.21,4/7/2015,29.55,0.85%,66.0,96,1.49,29.3,28.01,27.6,25.09,15.11,32.95,22.0,37.24,61.333333333333336,True
3995,INBK,First Internet Bancorp,Financial,Banks - Regional,USA,493.77,10.41,8.36,,3.69,1.35,1.14,13.1,0.48%,5.50%,4.82,19.10%,30.73%,8.80%,,27.00%,40.60%,0.60%,9.94,9.3,6.60%,1.37%,70.40%,-1.16%,0.82%,1.57,1.00%,12.30%,10.50%,,,0.28,0.28,,52.70%,32.20%,0.04%,-3.76%,12.64%,65.94%,50.01%,6.68%,0.73,1.56,1.81%,3.28%,0.60%,3.65%,34.06%,-6.31%,19.36%,-6.31%,78.89%,52.95,0.60%,-0.54%,48.86,1.12,50.18,0.06%,54688,1/19/2022 4:30:00 PM,65.2,12/28/2004,50.18,0.00%,75.0,95,1.37,50.18,49.88,48.54,37.51,28.05,53.56,20.0,29.93,63.333333333333336,True
4113,ISBC,"Investors Bancorp, Inc.",Financial,Banks - Regional,USA,4211.31,12.75,11.74,1.23,4.58,1.4,4.97,12.02,3.31%,42.10%,1.32,26.20%,9.34%,11.50%,10.38%,6.00%,4.30%,-3.90%,235.6,226.52,0.20%,-66.76%,73.90%,-2.26%,5.99%,5.83,1.10%,10.50%,10.10%,,,1.24,1.24,,81.20%,31.70%,-1.52%,3.30%,6.02%,23.00%,31.42%,11.55%,0.98,0.46,2.35%,2.75%,0.53%,4.74%,12.43%,-4.36%,20.97%,-4.36%,35.58%,52.05,0.84%,-0.24%,2324.96,0.8,16.9,0.60%,1869385,1/26/2022 4:30:00 PM,17.6,10/12/2005,16.89,-0.06%,63.0,88,1.19,16.9,16.85,16.17,15.04,12.51,17.67,28.0,4.14,59.666666666666664,True
4140,ITCI,"Intra-Cellular Therapies, Inc.",Healthcare,Biotechnology,USA,5096.7,,,,72.19,9.47,10.68,,,,-3.2,-20.50%,8.10%,-2.10%,,201.60%,-19.10%,200.00%,81.36,74.44,1.40%,-29.63%,81.00%,0.32%,6.36%,4.02,-40.30%,-44.90%,-35.20%,10.7,10.5,0.0,0.0,90.60%,,,6.83%,45.69%,40.52%,93.01%,45.32%,8.20%,1.22,2.7,4.81%,6.02%,14.04%,23.02%,41.28%,-2.73%,63.62%,-2.73%,99.40%,69.01,-0.30%,-1.20%,1176.09,1.29,56.63,-1.50%,1517585,11/9/2021 8:30:00 AM,61.33,12/27/2013,56.63,0.00%,81.0,92,1.29,56.63,50.36,46.38,40.2,28.4,58.22,5.0,8.3,59.333333333333336,True
4394,KEX,Kirby Corporation,Industrials,Marine Shipping,USA,3989.75,,19.64,,1.78,1.41,73.34,12.69,,0.00%,-4.11,-292.00%,60.40%,-25.40%,3.20%,0.20%,,20.60%,60.06,59.48,0.50%,-13.19%,94.40%,-0.33%,3.60%,4.47,0.40%,0.80%,-5.70%,1.9,1.3,0.42,0.42,26.40%,2.50%,1.10%,5.36%,2.88%,18.14%,26.88%,4.18%,12.47%,1.4,1.96,2.86%,3.20%,3.90%,7.33%,13.24%,-2.22%,21.53%,-5.34%,40.46%,61.64,0.24%,-0.49%,479.04,0.87,66.83,-0.25%,418318,1/27/2022 8:30:00 AM,72.25,9/13/1976,66.83,0.00%,66.0,70,0.98,66.83,64.54,62.47,59.02,47.58,70.6,10.0,8.11,48.666666666666664,True
4461,KOS,Kosmos Energy Ltd.,Energy,Oil & Gas E&P,USA,1715.17,,4.48,,1.66,6.11,15.41,5.4,,,-0.41,-630.90%,1079.01%,-41.00%,,12.50%,24.10%,-11.50%,451.89,444.33,1.50%,0.00%,77.90%,0.42%,5.47%,2.41,-4.20%,-48.50%,-15.00%,0.9,0.6,8.26,8.36,69.50%,9.40%,-16.30%,-11.93%,-2.51%,18.56%,116.16%,51.77%,23.70%,3.25,0.32,5.40%,7.82%,-4.30%,3.62%,29.83%,-15.91%,41.72%,-15.91%,137.78%,47.8,1.90%,-3.00%,10095.49,0.73,4.28,-1.15%,7372005,2/28/2022 8:30:00 AM,6.17,5/11/2011,4.3,0.47%,69.0,95,1.4,4.28,4.47,4.14,3.3,1.8,5.09,33.0,44.16,65.66666666666667,True
4582,LEGH,Legacy Housing Corporation,Consumer Cyclical,Residential Construction,USA,653.98,14.11,13.25,,3.38,2.23,726.65,12.95,,0.00%,1.93,32.80%,2.50%,,,,73.90%,29.30%,24.2,8.68,34.70%,-2.79%,22.20%,0.53%,1.02%,2.23,13.20%,16.90%,12.80%,2.1,1.2,0.03,0.0,39.40%,28.90%,24.10%,5.19%,16.36%,3.23%,48.23%,63.67%,2.64%,,1.01,3.02%,4.21%,7.05%,7.29%,31.54%,-5.79%,24.80%,-5.79%,81.50%,63.83,1.38%,-0.07%,39.62,0.52,27.17,1.30%,20445,,30.5,12/14/2018,27.17,0.00%,69.0,96,1.46,27.17,25.58,25.36,20.7,14.97,28.84,18.0,12.26,61.0,True
4667,LLNW,"Limelight Networks, Inc.",Technology,Software - Infrastructure,USA,541.8,,306.15,,2.49,3.59,7.15,,,,-0.45,-14.90%,80.00%,7.80%,15.00%,6.10%,-144.70%,-6.80%,126.79,120.39,6.40%,0.00%,48.90%,1.22%,4.16%,2.66,-16.80%,-35.10%,-5.80%,3.2,3.2,0.86,0.86,27.60%,-20.10%,-23.70%,-1.24%,6.70%,25.95%,62.45%,9.04%,16.03%,0.53,0.21,5.71%,5.67%,-3.99%,6.62%,30.28%,-11.85%,43.68%,-11.85%,73.04%,49.92,-1.73%,-0.98%,1884.14,0.92,3.98,-2.69%,1725355,1/20/2022 4:30:00 PM,4.94,6/8/2007,3.96,-0.50%,56.0,69,0.97,3.98,4.13,3.75,3.06,2.3,4.51,11.0,24.12,45.333333333333336,True
4687,LNG,"Cheniere Energy, Inc.",Energy,Oil & Gas Midstream,USA,28344.85,,12.56,,2.34,,12.87,20.33,1.14%,,-4.82,-113.40%,3179.30%,39.90%,24.02%,103.10%,-132.80%,119.20%,253.6,250.77,0.10%,-1.01%,93.70%,0.96%,0.92%,1.39,-3.30%,356.80%,7.70%,0.9,0.8,,,8.20%,-7.90%,-10.00%,-3.51%,9.15%,8.22%,38.96%,68.78%,14.40%,1.34,4.02,3.17%,3.72%,2.18%,6.77%,20.22%,-4.36%,18.57%,-4.36%,77.86%,56.41,0.32%,-0.20%,1661.9,0.98,116.02,0.12%,1624171,2/24/2022 8:30:00 AM,127.05,4/4/1994,116.47,0.39%,81.0,96,1.51,116.02,114.11,108.87,96.69,65.23,121.31,18.0,9.51,65.0,True
4711,LPI,"Laredo Petroleum, Inc.",Energy,Oil & Gas E&P,USA,1088.36,,2.83,,0.98,4.84,21.17,2.76,,,-22.42,-153.00%,153.73%,19.50%,10.49%,2.20%,142.10%,118.60%,15.76,15.72,0.90%,-78.30%,72.60%,1.47%,14.32%,3.0,-13.60%,,-73.40%,0.3,0.3,6.02,6.02,61.10%,37.90%,-21.30%,-6.91%,2.15%,4.52%,81.88%,89.69%,14.49%,3.98,5.57,6.89%,8.62%,-0.33%,1.65%,5.01%,-11.99%,28.60%,-30.65%,159.68%,49.15,-1.28%,-1.61%,749.94,0.66,68.84,-2.86%,494379,2/22/2022 4:30:00 PM,99.33,12/15/2011,69.68,1.22%,53.0,98,1.76,68.84,69.33,67.69,65.72,26.51,99.26,15.0,44.29,55.333333333333336,True
4713,LPLA,LPL Financial Holdings Inc.,Financial,Capital Markets,USA,14702.95,32.19,13.57,1.54,1.9,8.99,8.22,101.54,0.55%,17.20%,5.63,-11.50%,42.44%,27.40%,20.90%,6.60%,-2.30%,38.40%,80.18,79.83,0.70%,-21.81%,98.70%,1.29%,1.57%,2.39,6.60%,31.40%,12.90%,,,1.75,1.87,98.90%,9.20%,6.00%,-3.16%,9.74%,8.77%,27.08%,34.76%,13.16%,1.06,6.18,2.51%,3.58%,2.61%,6.60%,16.39%,-7.71%,20.68%,-7.71%,42.61%,53.98,-0.60%,-0.18%,524.84,0.81,181.16,-0.78%,423879,2/3/2022 4:30:00 PM,222.5,11/18/2010,181.16,0.00%,69.0,90,1.23,181.16,177.61,170.28,155.77,127.03,196.29,32.0,22.82,63.666666666666664,True
4814,MAT,"Mattel, Inc.",Consumer Cyclical,Leisure,USA,8828.8,9.78,13.93,0.98,1.62,6.62,59.45,19.96,,0.00%,2.54,158.80%,25.58%,-19.60%,10.00%,-4.30%,151.40%,7.70%,350.42,348.91,0.41%,-4.05%,,0.89%,7.15%,7.09,5.90%,44.30%,7.50%,1.6,1.1,1.96,2.05,48.20%,12.00%,5.90%,2.90%,14.79%,9.58%,16.96%,27.60%,15.17%,1.54,0.92,3.28%,4.32%,12.09%,14.38%,18.28%,-3.42%,29.53%,-3.42%,38.37%,66.5,-0.88%,0.32%,3519.88,0.99,24.83,-0.56%,3472584,2/9/2022 4:30:00 PM,29.54,8/12/1963,24.59,-0.97%,66.0,87,1.17,24.83,22.38,21.77,21.01,17.95,25.71,18.0,18.97,57.0,True
4858,MCK,McKesson Corporation,Healthcare,Medical Distribution,USA,40916.68,30.24,11.77,2.33,0.16,,14.86,10.18,0.69%,19.20%,8.96,-667.60%,-3.70%,-37.30%,12.96%,4.50%,99.90%,9.60%,151.6,146.83,0.05%,-63.30%,89.80%,-1.50%,1.20%,1.67,2.20%,-235.80%,-61.00%,1.0,0.6,,,5.20%,0.90%,0.50%,-0.14%,7.53%,20.13%,35.13%,52.15%,8.95%,0.73,6.47,1.82%,2.54%,2.77%,7.73%,26.13%,-4.22%,23.53%,-4.22%,59.92%,60.76,-1.07%,0.15%,1053.22,0.89,270.81,-0.93%,935311,2/2/2022 4:30:00 PM,300.87,11/10/1994,270.12,-0.25%,72.0,95,1.37,270.81,264.73,252.27,215.14,169.34,282.73,14.0,11.1,60.333333333333336,True
4945,MGY,Magnolia Oil & Gas Corporation,Energy,Oil & Gas E&P,USA,4623.16,12.07,8.05,0.26,5.19,5.17,18.87,11.45,0.78%,0.00%,1.7,12250.00%,6.21%,,46.69%,,1205.00%,134.20%,174.76,161.65,0.80%,-95.68%,,2.88%,11.94%,11.47,19.70%,47.60%,-196.60%,2.0,2.0,0.56,0.56,86.70%,49.60%,33.10%,-4.69%,0.20%,3.06%,55.45%,99.42%,8.74%,2.31,1.16,4.42%,5.80%,-3.96%,0.20%,18.24%,-12.08%,19.09%,-12.08%,108.96%,46.58,1.43%,-2.32%,1683.26,0.75,20.52,-0.92%,1264635,2/17/2022 8:30:00 AM,23.14,6/29/2017,20.52,0.00%,59.0,98,1.82,20.52,21.4,20.47,17.4,9.92,23.34,14.0,12.77,57.0,True
