,ticker,company,sector,industry,market cap,analyst_recom,sentiment_score,rs_rating,returns_multiple,current_price,target_price,est_gl,performance_(week),performance_(month),performance_(quarter),performance_(half year),performance_(year),performance_(ytd),20_day_ma,50_day_ma,200_day_ma,52_week_low,52_week_high,my_score,in_russell_3k
162,LPX,Louisiana-Pacific Corporation,Industrials,Building Products & Equipment,5946.05,71.5,27.0,93,1.62,69.1,76.12,10.16,0.92%,14.31%,6.60%,2.81%,97.65%,85.90%,66.65,,60.31,33.58,76.35,63.833333333333336,True
163,LQDT,"Liquidity Services, Inc.",Consumer Cyclical,Internet Retail,879.56,106.5,14.0,96,2.08,25.08,32.5,29.59,-5.00%,22.76%,0.84%,4.89%,153.33%,57.64%,24.56,,21.72,9.11,30.0,72.16666666666667,True
164,LRN,"Stride, Inc.",Consumer Defensive,Education & Training Services,1542.75,89.0,42.0,80,1.21,36.36,49.33,35.67,-1.22%,7.42%,5.67%,35.27%,57.88%,71.27%,36.23,,31.43,20.39,38.4,70.33333333333333,True
165,LSCC,Lattice Semiconductor Corporation,Technology,Semiconductors,10412.74,81.5,24.0,89,1.44,75.34,79.3,5.26,-11.08%,10.84%,23.14%,41.96%,83.62%,64.43%,80.07,,57.18,37.38,85.45,64.83333333333333,True
166,LSI,"Life Storage, Inc.",Real Estate,REIT - Industrial,10768.32,86.5,15.0,89,1.44,131.9,144.3,9.4,-1.55%,3.47%,7.87%,32.64%,80.64%,65.72%,132.56,,108.6,71.96,139.95,63.5,True
167,LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,23346.01,76.5,21.0,81,1.22,103.53,114.17,10.28,-8.35%,2.90%,19.14%,14.89%,51.60%,40.90%,111.86,,89.51,64.92,127.75,59.5,True
168,MBIN,Merchants Bancorp,Financial,Banks - Regional,1349.79,89.0,20.0,86,1.34,46.21,52.33,13.24,-4.15%,8.50%,26.85%,7.59%,69.14%,67.25%,47.1,,40.2,25.81,49.5,65.0,True
169,MCB,Metropolitan Bank Holding Corp.,Financial,Banks - Regional,1051.48,81.5,16.0,97,2.26,97.0,120.0,23.71,-4.17%,10.26%,22.20%,52.01%,178.18%,167.44%,99.01,,69.58,31.26,104.92,64.83333333333333,True
171,MLI,"Mueller Industries, Inc.",Industrials,Metal Fabrication,3281.43,81.5,18.0,86,1.33,56.91,100.0,75.72,-5.98%,9.30%,25.80%,22.57%,67.73%,62.09%,58.13,,45.08,32.34,63.07,61.833333333333336,True
172,MP,MP Materials Corp.,Basic Materials,Other Industrial Metals & Mining,7713.57,81.5,18.0,92,1.55,42.56,43.98,3.34,-2.25%,29.91%,26.22%,51.57%,90.94%,32.30%,40.54,,35.03,18.5,51.77,63.833333333333336,True
173,MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,24241.76,86.5,14.0,84,1.29,535.02,603.29,12.76,-4.62%,1.91%,8.09%,55.93%,74.60%,46.09%,549.61,,418.6,301.51,580.0,61.5,True
175,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,12869.76,74.0,17.0,96,1.96,15.7,19.8,26.11,-2.61%,-3.09%,30.72%,29.64%,144.17%,135.38%,16.53,,12.74,5.76,17.59,62.333333333333336,True
176,MRVL,"Marvell Technology, Inc.",Technology,Semiconductors,59743.78,81.5,15.0,83,1.26,71.99,73.7,2.38,-4.20%,6.34%,17.36%,49.05%,61.41%,51.43%,72.29,,56.09,37.92,76.12,59.833333333333336,True
177,MSFT,Microsoft Corporation,Technology,Software - Infrastructure,2461957.87,91.5,14.0,80,1.21,329.68,360.03,9.21,-3.40%,2.01%,10.00%,32.04%,54.15%,48.22%,335.88,,275.75,209.11,349.67,61.833333333333336,True
178,MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,43638.58,86.5,21.0,77,1.16,253.58,270.27,6.58,-1.43%,1.41%,4.44%,23.51%,47.32%,49.11%,251.85,,216.45,163.16,261.85,61.5,True
179,MTRN,Materion Corporation,Basic Materials,Other Industrial Metals & Mining,1798.69,94.0,13.0,77,1.15,87.57,102.5,17.05,-5.80%,23.86%,22.19%,11.06%,45.06%,37.43%,90.04,,73.96,57.25,95.6,61.333333333333336,True
180,MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,Semiconductors,5105.67,76.5,19.0,85,1.3,73.59,83.79,13.86,-4.74%,11.30%,18.39%,24.31%,69.56%,33.70%,74.5,,62.28,43.26,79.31,60.166666666666664,True
181,MXL,"MaxLinear, Inc.",Technology,Semiconductors,5193.15,79.0,17.0,94,1.72,66.69,71.1,6.61,-7.03%,28.94%,25.78%,75.41%,119.01%,74.63%,68.25,,45.08,30.11,72.8,63.333333333333336,True
183,NDAQ,"Nasdaq, Inc.",Financial,Financial Data & Stock Exchanges,34212.13,71.5,19.0,83,1.27,203.68,215.62,5.86,-2.41%,0.64%,5.27%,21.63%,59.96%,53.44%,209.3,,177.11,123.27,214.96,57.833333333333336,True
184,NET,"Cloudflare, Inc.",Technology,Software - Infrastructure,66281.74,81.5,16.0,96,2.12,200.12,207.88,3.88,-7.88%,12.02%,61.95%,143.87%,185.93%,163.35%,200.65,,112.4,60.96,221.64,64.5,True
185,NFG,National Fuel Gas Company,Energy,Oil & Gas Integrated,5536.56,74.0,19.0,75,1.13,60.18,61.33,1.91,1.18%,4.17%,17.29%,15.98%,41.37%,46.32%,59.52,,52.49,39.8,62.0,56.0,True
186,NMRK,"Newmark Group, Inc.",Real Estate,Real Estate Services,3504.66,81.5,17.0,95,1.82,16.46,18.0,9.36,-2.43%,10.99%,22.93%,27.60%,128.29%,125.79%,16.31,,12.7,6.56,17.97,64.5,True
187,NOTV,"Inotiv, Inc.",Healthcare,Diagnostics & Research,808.86,106.5,23.0,100,6.75,55.25,64.5,16.74,4.28%,21.35%,110.08%,122.07%,751.31%,349.19%,53.11,,28.9,6.32,60.66,76.5,True
188,NPO,"EnPro Industries, Inc.",Industrials,Specialty Industrial Machinery,2204.76,99.0,18.0,77,1.16,106.1,130.0,22.53,-1.92%,20.88%,21.59%,15.34%,45.90%,40.49%,104.15,,90.09,69.95,112.41,64.66666666666667,True
189,NPTN,NeoPhotonics Corporation,Technology,Semiconductors,811.53,76.5,16.0,91,1.49,15.44,15.6,1.04,0.85%,59.50%,63.73%,51.22%,91.09%,69.86%,14.59,,10.52,7.88,16.14,61.166666666666664,True
191,NSA,National Storage Affiliates Trust,Real Estate,REIT - Industrial,5446.35,76.5,41.0,89,1.44,61.14,66.14,8.18,-1.23%,1.43%,7.94%,32.62%,79.30%,69.69%,62.29,,50.48,33.01,64.98,68.83333333333333,True
192,NSSC,"Napco Security Technologies, Inc.",Industrials,Security & Protection Services,850.16,89.0,34.0,81,1.22,45.88,54.4,18.57,-8.17%,-1.84%,18.58%,41.00%,57.61%,74.98%,47.66,,37.51,25.27,52.0,68.0,True
196,NVT,nVent Electric plc,Industrials,Electrical Equipment & Parts,6222.22,79.0,13.0,81,1.23,36.26,42.5,17.21,-4.02%,12.26%,5.10%,11.43%,53.19%,55.69%,36.95,,31.54,21.81,38.37,57.666666666666664,True
198,OAS,Oasis Petroleum Inc.,Energy,Oil & Gas E&P,2460.65,81.5,13.0,98,2.76,119.16,151.43,27.08,-8.15%,2.11%,35.32%,39.99%,263.55%,234.71%,125.84,,88.3,33.1,133.2,64.16666666666667,True
199,OLN,Olin Corporation,Basic Materials,Specialty Chemicals,9916.78,86.5,18.0,96,2.05,58.7,72.69,23.83,-7.41%,6.46%,15.92%,20.07%,153.89%,139.01%,60.97,,45.9,21.3,64.76,66.83333333333333,True
200,OMCL,"Omnicell, Inc.",Healthcare,Health Information Services,7765.78,81.5,21.0,85,1.32,177.22,185.22,4.51,-3.01%,5.47%,11.66%,27.50%,65.95%,47.66%,179.43,,148.88,101.94,187.29,62.5,True
201,ON,ON Semiconductor Corporation,Technology,Semiconductors,26028.49,79.0,24.0,93,1.67,60.3,63.11,4.66,-4.98%,35.35%,32.53%,50.60%,110.99%,84.23%,59.2,,42.99,28.34,64.04,65.33333333333333,True
202,ONEW,OneWater Marine Inc.,Consumer Cyclical,Recreational Vehicles,760.71,91.5,21.0,89,1.43,51.02,60.0,17.6,-5.34%,18.65%,24.29%,8.17%,91.45%,83.10%,50.27,,43.67,26.33,56.78,67.16666666666667,True
203,ONTO,Onto Innovation Inc.,Technology,Semiconductors,4475.23,86.5,40.0,92,1.6,90.5,105.0,16.02,0.19%,22.56%,19.28%,26.10%,107.14%,90.33%,88.26,,71.16,43.73,94.96,72.83333333333333,True
205,ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,Specialty Retail,43490.29,76.5,17.0,76,1.14,635.73,695.25,9.36,-1.58%,-2.34%,7.40%,18.80%,43.14%,40.47%,638.79,,566.15,424.03,669.09,56.5,True
206,OTTR,Otter Tail Corporation,Utilities,Utilities - Diversified,2717.49,89.0,18.0,84,1.29,66.54,68.33,2.69,-2.79%,10.04%,21.91%,38.71%,59.26%,56.16%,66.32,,51.76,39.35,71.51,63.666666666666664,True
207,PANW,"Palo Alto Networks, Inc.",Technology,Software - Infrastructure,51249.7,86.5,16.0,89,1.43,533.24,605.91,13.63,2.55%,8.19%,15.60%,46.80%,79.37%,50.04%,516.38,,405.67,289.77,559.54,63.833333333333336,True
209,PDCE,"PDC Energy, Inc.",Energy,Oil & Gas E&P,5543.48,86.5,33.0,97,2.31,52.79,67.0,26.92,-5.51%,2.50%,26.87%,25.04%,186.12%,157.14%,55.17,,42.42,16.5,59.0,72.16666666666667,True
211,PIPR,Piper Sandler Companies,Financial,Capital Markets,3075.66,74.0,18.0,89,1.44,172.79,182.25,5.47,-5.90%,13.97%,22.42%,39.98%,91.84%,79.79%,179.97,,133.25,90.62,193.6,60.333333333333336,True
212,PLCE,"The Children's Place, Inc.",Consumer Cyclical,Apparel Retail,1495.38,81.5,15.0,93,1.63,93.99,125.2,33.21,-15.64%,13.09%,3.86%,1.08%,113.76%,87.60%,98.85,,85.6,40.57,113.5,63.166666666666664,True
213,PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,111076.07,84.0,14.0,79,1.18,149.88,156.66,4.52,-0.46%,4.18%,14.14%,27.19%,51.38%,50.39%,149.03,,123.78,93.08,154.87,59.0,True
214,POOL,Pool Corporation,Consumer Cyclical,Leisure,22451.48,74.0,14.0,84,1.29,559.19,566.71,1.34,-3.23%,11.89%,16.28%,28.09%,67.63%,50.12%,546.03,,440.68,305.47,582.27,57.333333333333336,True
215,PRFT,"Perficient, Inc.",Technology,Information Technology Services,4425.89,91.5,25.0,97,2.27,134.24,149.83,11.61,-8.54%,10.12%,15.64%,87.51%,185.62%,181.72%,139.68,,91.24,43.51,153.28,71.16666666666667,True
216,PSTG,"Pure Storage, Inc.",Technology,Computer Hardware,8668.87,84.0,13.0,84,1.28,29.87,31.29,4.75,5.96%,12.93%,24.15%,56.80%,64.75%,32.11%,28.1,,22.51,16.79,31.88,60.333333333333336,True
217,PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction,16473.23,86.5,16.0,86,1.33,117.54,133.75,13.79,-1.28%,0.92%,13.73%,23.27%,68.66%,63.20%,118.79,,98.76,66.75,124.69,62.833333333333336,True
218,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,45183.53,84.0,27.0,85,1.31,181.73,226.12,24.43,1.12%,-3.66%,19.82%,19.41%,65.27%,59.57%,184.63,,160.69,98.59,196.64,65.33333333333333,True
219,PZZA,"Papa John's International, Inc.",Consumer Cyclical,Restaurants,4639.53,86.5,19.0,82,1.25,128.84,145.94,13.27,-2.23%,7.65%,3.06%,37.14%,60.63%,51.84%,129.94,,109.65,78.41,140.68,62.5,True
220,QCRH,"QCR Holdings, Inc.",Financial,Banks - Regional,862.22,86.5,22.0,79,1.19,55.2,66.75,20.92,-4.99%,6.05%,6.38%,15.46%,48.51%,39.43%,57.93,,49.29,34.58,61.19,62.5,True
222,RF,Regions Financial Corporation,Financial,Banks - Regional,22571.8,71.5,21.0,79,1.19,23.47,25.93,10.48,-1.80%,0.43%,12.19%,0.26%,49.02%,45.60%,24.15,,21.3,15.07,24.89,57.166666666666664,True
223,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,20226.32,86.5,18.0,83,1.26,98.54,118.62,20.38,0.66%,-1.33%,3.37%,11.48%,58.10%,54.50%,99.81,,89.01,60.39,103.46,62.5,True
224,RMBS,Rambus Inc.,Technology,Semiconductors,2877.09,74.0,16.0,85,1.32,26.62,28.83,8.3,-1.08%,16.09%,9.05%,36.09%,68.37%,52.46%,24.96,,21.98,15.56,27.78,58.333333333333336,True
226,ROG,Rogers Corporation,Technology,Electronic Components,5060.95,96.5,19.0,89,1.42,270.35,277.6,2.68,0.15%,40.66%,28.38%,44.30%,79.18%,74.09%,263.4,,199.08,146.02,273.0,68.16666666666667,True
227,RPD,"Rapid7, Inc.",Technology,Software - Application,7012.31,84.0,14.0,85,1.32,124.42,145.13,16.65,-5.79%,-2.15%,5.00%,48.74%,68.52%,38.00%,131.35,,100.91,70.19,145.0,61.0,True
229,RVI,Retail Value Inc.,Real Estate,REIT - Retail,129.47,81.5,26.0,93,1.66,6.09,28.0,359.77,0.33%,18.90%,32.08%,83.97%,124.35%,117.25%,6.11,,4.3,2.49,6.84,66.83333333333333,True
230,RVLV,"Revolve Group, Inc.",Consumer Cyclical,Internet Retail,5891.78,81.5,17.0,98,2.65,79.18,80.64,1.84,-9.81%,13.81%,39.52%,42.82%,246.07%,154.03%,81.38,,60.18,21.76,89.6,65.5,True
231,SCHN,"Schnitzer Steel Industries, Inc.",Basic Materials,Steel,1435.17,74.0,19.0,92,1.56,52.15,70.0,34.23,-3.12%,-2.34%,7.59%,-4.28%,96.72%,63.43%,54.01,,48.1,25.09,59.34,61.666666666666664,True
232,SCHW,The Charles Schwab Corporation,Financial,Capital Markets,152533.93,79.0,16.0,83,1.26,79.15,91.62,15.75,-3.14%,-2.46%,4.36%,7.18%,59.10%,49.23%,81.63,,71.79,48.51,84.49,59.333333333333336,True
233,SEAS,"SeaWorld Entertainment, Inc.",Consumer Cyclical,Leisure,4713.33,71.5,26.0,94,1.69,61.58,70.42,14.36,-6.44%,-1.49%,21.13%,13.14%,112.05%,94.94%,65.21,,53.09,27.06,70.48,63.833333333333336,True
234,SGH,"SMART Global Holdings, Inc.",Technology,Semiconductors,1407.15,89.0,52.0,90,1.47,57.67,72.0,24.85,-1.27%,13.79%,20.93%,21.67%,86.45%,53.26%,57.84,,48.78,30.4,60.75,77.0,True
235,SHYF,"The Shyft Group, Inc.",Industrials,Farm & Heavy Construction Machinery,1758.04,89.0,20.0,91,1.53,49.62,54.67,10.18,-4.39%,26.26%,15.15%,27.30%,92.33%,74.84%,49.17,,39.52,25.24,54.5,66.66666666666667,True
238,SIVB,SVB Financial Group,Financial,Banks - Regional,42901.39,74.0,20.0,92,1.6,714.19,808.81,13.25,-4.13%,0.85%,24.32%,22.53%,101.42%,84.15%,740.68,,589.17,337.83,763.22,62.0,True
239,SKIN,The Beauty Health Company,Consumer Defensive,Household & Personal Products,3923.37,89.0,53.0,97,2.13,27.44,32.0,16.62,-0.22%,5.91%,11.64%,92.70%,169.82%,142.62%,27.93,,18.59,9.71,30.17,79.66666666666667,True
240,SMPL,The Simply Good Foods Company,Consumer Defensive,Packaged Foods,3669.35,76.5,45.0,86,1.34,37.93,41.73,10.02,-3.68%,-2.39%,7.30%,9.85%,68.84%,20.95%,39.69,,34.88,21.21,41.35,69.16666666666667,True
242,SNV,Synovus Financial Corp.,Financial,Banks - Regional,6947.05,81.5,20.0,75,1.13,46.93,55.75,18.79,-4.77%,0.99%,6.42%,-4.46%,40.72%,44.98%,48.98,,45.35,31.46,50.51,58.833333333333336,True
244,STC,Stewart Information Services Corporation,Financial,Insurance - Property & Casualty,2046.32,81.5,20.0,87,1.38,76.27,88.0,15.38,-1.89%,10.15%,19.19%,26.38%,75.17%,57.71%,75.67,,60.38,41.84,80.14,62.833333333333336,True
245,STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,12703.27,76.5,27.0,86,1.34,63.51,80.41,26.61,-0.16%,-1.63%,-10.44%,1.73%,67.66%,72.25%,64.97,,59.15,33.77,74.37,63.166666666666664,True
247,STXB,"Spirit of Texas Bancshares, Inc.",Financial,Banks - Regional,443.25,89.0,30.0,86,1.34,27.79,30.0,7.95,3.89%,15.89%,17.21%,20.41%,68.83%,65.42%,26.34,,23.34,15.4,30.46,68.33333333333333,True
250,SYNH,"Syneos Health, Inc.",Healthcare,Diagnostics & Research,10209.0,86.5,13.0,78,1.17,98.8,113.62,15.0,-2.59%,12.23%,7.41%,12.40%,50.06%,45.02%,99.54,,86.77,60.38,104.18,59.166666666666664,True
251,TBBK,"The Bancorp, Inc.",Financial,Banks - Regional,1667.77,94.0,15.0,95,1.84,29.29,36.0,22.91,-4.03%,-3.84%,14.59%,20.83%,127.76%,114.58%,31.26,,24.66,11.7,33.36,68.0,True
254,TGNA,TEGNA Inc.,Communication Services,Broadcasting,4609.31,79.0,14.0,75,1.13,20.85,22.38,7.34,-0.71%,6.16%,16.48%,7.53%,41.93%,49.46%,20.85,,19.2,13.05,22.09,56.0,True
255,THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,8232.9,79.0,15.0,95,1.82,75.67,87.94,16.22,-3.80%,7.85%,0.91%,13.09%,132.40%,89.51%,76.72,,65.2,31.18,83.69,63.0,True
256,THRY,"Thryv Holdings, Inc.",Communication Services,Internet Content & Information,1345.95,91.5,20.0,99,3.08,37.45,47.0,25.5,-1.40%,28.87%,24.09%,29.14%,280.66%,177.41%,34.51,,28.9,9.6,41.86,70.16666666666667,True
257,TITN,Titan Machinery Inc.,Industrials,Industrial Distribution,771.1,101.5,18.0,89,1.43,33.85,37.33,10.28,-1.46%,23.90%,15.21%,10.33%,82.68%,73.15%,32.47,,28.02,17.92,38.58,69.5,True
258,TLYS,"Tilly's, Inc.",Consumer Cyclical,Apparel Retail,510.53,81.5,16.0,89,1.43,16.1,22.0,36.65,-4.90%,20.33%,0.31%,25.42%,94.68%,109.95%,16.01,,13.95,7.85,17.8,62.166666666666664,True
259,TMST,TimkenSteel Corporation,Basic Materials,Steel,715.35,74.0,20.0,98,2.46,15.23,18.15,19.17,-1.10%,14.34%,5.62%,0.53%,198.63%,226.12%,15.19,,13.03,4.53,17.73,64.0,True
260,TNDM,"Tandem Diabetes Care, Inc.",Healthcare,Medical Devices,8124.5,76.5,40.0,75,1.13,129.66,148.21,14.31,-5.34%,-0.37%,17.54%,51.84%,42.17%,35.51%,135.73,,104.57,76.19,143.67,63.833333333333336,True
262,TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,12707.31,84.0,17.0,94,1.76,54.47,64.55,18.51,-0.16%,-0.64%,20.64%,40.17%,118.05%,106.48%,55.31,,42.57,23.33,58.18,65.0,True
264,TSC,"TriState Capital Holdings, Inc.",Financial,Banks - Regional,985.75,76.5,22.0,90,1.48,29.79,30.5,2.38,0.30%,-1.49%,44.33%,29.58%,85.38%,71.21%,30.19,,23.13,14.75,31.24,62.833333333333336,True
267,TTEK,"Tetra Tech, Inc.",Industrials,Engineering & Construction,9884.85,74.0,27.0,79,1.19,184.35,187.29,1.59,-1.88%,9.62%,30.06%,54.31%,51.42%,59.22%,181.43,,139.87,113.14,192.91,60.0,True
268,TTGT,"TechTarget, Inc.",Communication Services,Internet Content & Information,2836.8,79.0,25.0,90,1.46,96.72,110.78,14.54,-11.05%,9.72%,18.10%,37.56%,88.02%,63.63%,102.3,,80.08,49.58,111.44,64.66666666666667,True
269,TW,Tradeweb Markets Inc.,Financial,Capital Markets,22445.34,71.5,13.0,83,1.27,95.99,99.18,3.32,-2.47%,10.23%,7.85%,14.57%,65.13%,53.71%,95.09,,83.15,58.08,99.25,55.833333333333336,True
270,UEC,Uranium Energy Corp.,Energy,Uranium,1224.61,94.0,33.0,99,3.06,4.14,6.3,52.17,-15.51%,10.11%,73.95%,32.27%,272.97%,135.23%,4.63,,2.97,1.03,5.79,75.33333333333333,True
271,UFPI,"UFP Industries, Inc.",Basic Materials,Lumber & Wood Production,5417.61,81.5,14.0,83,1.27,86.96,93.83,7.9,-3.21%,7.58%,11.27%,9.36%,60.89%,56.54%,87.66,,75.39,52.11,92.1,59.5,True
272,UHAL,AMERCO,Industrials,Rental & Leasing Services,14092.85,81.5,18.0,88,1.4,722.34,875.0,21.13,-2.25%,1.19%,7.37%,25.92%,75.68%,59.50%,742.82,,625.68,407.42,769.9,62.5,True
274,UNVR,Univar Solutions Inc.,Basic Materials,Chemicals,4673.32,74.0,23.0,78,1.17,26.99,32.5,20.41,-5.13%,5.68%,11.95%,-0.37%,47.49%,41.98%,28.26,,24.27,17.78,29.77,58.333333333333336,True
278,VICR,Vicor Corporation,Technology,Electronic Components,6626.49,76.5,19.0,89,1.43,148.31,176.67,19.12,-8.51%,1.53%,20.73%,64.64%,80.87%,60.82%,156.43,,111.67,74.08,164.76,61.5,True
279,VRNT,Verint Systems Inc.,Technology,Software - Infrastructure,3103.52,89.0,32.0,83,1.26,47.6,62.89,32.12,-1.57%,3.48%,6.56%,3.23%,61.22%,39.12%,47.57,,45.87,28.17,52.7,68.0,True
280,VRTV,Veritiv Corporation,Industrials,Business Equipment & Supplies,1941.62,106.5,26.0,100,5.31,128.84,160.0,24.19,-10.25%,28.74%,44.26%,109.77%,556.68%,519.72%,140.59,,70.57,17.79,158.99,77.5,True
281,VSTO,Vista Outdoor Inc.,Consumer Cyclical,Leisure,2576.89,89.0,13.0,94,1.68,45.09,62.33,38.23,-4.17%,9.95%,8.18%,3.44%,119.52%,89.77%,45.39,,39.15,18.75,48.75,65.33333333333333,True
282,VVV,Valvoline Inc.,Energy,Oil & Gas Refining & Marketing,6436.74,84.0,13.0,81,1.22,35.16,42.88,21.96,-3.78%,4.30%,14.94%,6.55%,52.87%,51.94%,35.36,,30.85,22.51,37.41,59.333333333333336,True
283,WCC,"WESCO International, Inc.",Industrials,Industrial Distribution,6637.82,81.5,18.0,92,1.56,131.39,153.82,17.07,-3.76%,5.11%,9.22%,23.29%,97.76%,67.38%,135.14,,106.53,65.08,140.92,63.833333333333336,True
285,WIRE,Encore Wire Corporation,Industrials,Electrical Equipment & Parts,2867.19,94.0,17.0,96,2.09,138.78,160.0,15.29,-5.98%,12.88%,60.01%,68.83%,163.94%,129.12%,142.2,,86.77,51.36,151.64,69.0,True
286,WMS,"Advanced Drainage Systems, Inc.",Industrials,Building Products & Equipment,8964.55,76.5,33.0,88,1.41,125.73,140.5,11.75,-3.77%,16.10%,6.55%,10.85%,77.33%,50.43%,125.81,,112.52,68.65,134.84,65.83333333333333,True
287,WSC,WillScot Mobile Mini Holdings Corp.,Industrials,Rental & Leasing Services,8790.2,91.5,15.0,90,1.45,38.85,43.42,11.76,-2.97%,15.62%,31.69%,33.97%,79.53%,67.67%,37.64,,29.76,20.9,40.19,65.5,True
288,WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies,32578.06,81.5,14.0,82,1.25,438.88,457.0,4.13,-2.33%,4.16%,-1.81%,26.29%,63.03%,54.91%,429.54,,369.01,253.86,475.35,59.166666666666664,True
289,WTFC,Wintrust Financial Corporation,Financial,Banks - Regional,5208.63,89.0,14.0,82,1.25,91.06,101.75,11.74,-1.72%,2.86%,21.11%,13.23%,55.13%,49.06%,92.79,,78.77,54.13,97.11,61.666666666666664,True
291,YETI,"YETI Holdings, Inc.",Consumer Cyclical,Leisure,8539.09,84.0,13.0,80,1.2,96.87,112.35,15.98,-6.69%,4.48%,-4.82%,10.58%,52.36%,41.48%,101.69,,89.03,60.75,108.82,59.0,True
292,ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,32111.54,76.5,18.0,82,1.24,590.72,630.91,6.8,-2.68%,14.07%,0.47%,18.85%,58.48%,53.70%,589.62,,524.86,363.0,614.1,58.833333333333336,True
