,ticker,company,sector,industry,market cap,analyst_recom,sentiment_score,rs_rating,returns_multiple,current_price,target_price,est_gl,performance_(week),performance_(month),performance_(quarter),performance_(half year),performance_(year),performance_(ytd),20_day_ma,50_day_ma,200_day_ma,52_week_low,52_week_high,my_score,in_sp1500
334,VRTV,Veritiv Corporation,Industrials,Business Equipment & Supplies,2111.77,106.5,25.0,100,6.03,143.56,160.0,11.45,-7.17%,39.77%,79.00%,186.03%,745.47%,590.52%,132.55,,67.74,16.8,158.99,77.16666666666667,True
335,VSTO,Vista Outdoor Inc.,Consumer Cyclical,Leisure,2623.98,89.0,14.0,92,1.71,47.05,62.33,32.48,7.91%,10.71%,16.03%,23.98%,123.09%,98.02%,44.36,,38.82,18.75,48.75,65.0,True
336,VVI,Viad Corp,Industrials,Specialty Business Services,991.33,81.5,16.0,78,1.24,47.96,59.33,23.71,-0.04%,4.10%,13.14%,13.68%,66.35%,32.60%,47.28,,44.39,28.27,52.73,58.5,True
337,VVV,Valvoline Inc.,Energy,Oil & Gas Refining & Marketing,6621.78,84.0,13.0,80,1.26,36.54,41.88,14.61,3.66%,5.27%,22.58%,11.85%,66.09%,57.91%,34.94,,30.56,21.75,37.41,59.0,True
339,WFC,Wells Fargo & Company,Financial,Banks - Diversified,197518.18,76.5,28.0,87,1.45,49.9,52.0,4.21,-1.36%,-0.52%,5.23%,8.76%,99.12%,65.34%,50.72,,44.66,24.97,52.57,63.833333333333336,True
341,WH,"Wyndham Hotels & Resorts, Inc.",Consumer Cyclical,Lodging,8083.17,96.5,21.0,77,1.21,87.67,94.56,7.86,4.07%,8.01%,26.71%,17.25%,60.13%,47.49%,84.71,,73.4,53.58,89.48,64.83333333333333,True
342,WIRE,Encore Wire Corporation,Industrials,Electrical Equipment & Parts,2977.29,94.0,17.0,95,2.14,147.61,160.0,8.39,3.69%,33.40%,72.46%,83.12%,183.92%,143.70%,135.85,,84.73,51.32,148.44,68.66666666666667,True
345,WTFC,Wintrust Financial Corporation,Financial,Banks - Regional,5332.93,89.0,14.0,81,1.28,92.65,101.75,9.82,-0.65%,0.90%,27.16%,16.79%,69.22%,51.66%,91.94,,78.1,53.92,94.92,61.333333333333336,True
347,YETI,"YETI Holdings, Inc.",Consumer Cyclical,Leisure,8947.21,84.0,13.0,82,1.31,103.82,112.35,8.22,7.46%,15.79%,5.25%,19.91%,80.62%,51.63%,100.52,,88.44,57.74,108.82,59.666666666666664,True
348,ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,32065.7,76.5,19.0,81,1.29,606.96,624.5,2.89,3.74%,15.16%,6.21%,22.78%,79.80%,57.93%,572.05,,520.68,333.06,614.1,58.833333333333336,True
