,ticker,company,sector,industry,market cap,analyst_recom,sentiment_score,rs_rating,returns_multiple,current_price,target_price,est_gl,performance_(week),performance_(month),performance_(quarter),performance_(half year),performance_(year),performance_(ytd),20_day_ma,50_day_ma,200_day_ma,52_week_low,52_week_high,my_score,in_russell_3k
192,LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,16988.89,94.0,17.0,80,1.26,58.23,65.89,13.15,2.37%,6.51%,15.97%,17.03%,65.73%,67.71%,57.18,,48.86,34.11,60.05,63.666666666666664,True
193,LNG,"Cheniere Energy, Inc.",Energy,Oil & Gas Midstream,27163.8,91.5,23.0,88,1.45,104.23,121.12,16.2,2.87%,2.94%,28.41%,28.43%,100.92%,78.59%,105.65,,85.61,53.81,113.4,67.5,True
194,LOVE,The Lovesac Company,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1284.39,96.5,18.0,96,2.13,82.93,101.43,22.31,1.02%,8.24%,65.48%,11.55%,208.58%,97.01%,81.0,,68.03,28.52,95.51,70.16666666666667,True
196,LPLA,LPL Financial Holdings Inc.,Financial,Capital Markets,13307.35,89.0,31.0,86,1.4,166.55,202.6,21.65,1.30%,-4.48%,16.83%,11.95%,81.62%,59.81%,168.77,,147.05,89.65,176.96,68.66666666666667,True
197,LPX,Louisiana-Pacific Corporation,Industrials,Building Products & Equipment,5868.56,71.5,27.0,90,1.56,70.01,76.12,8.73,4.23%,4.97%,17.16%,5.10%,105.55%,84.21%,65.04,,59.73,33.58,76.35,62.833333333333336,True
198,LQDT,"Liquidity Services, Inc.",Consumer Cyclical,Internet Retail,878.59,106.5,14.0,96,2.1,26.4,32.5,23.11,8.55%,26.62%,15.08%,6.15%,193.66%,65.93%,23.22,,21.48,9.11,30.0,72.16666666666667,True
199,LRN,"Stride, Inc.",Consumer Defensive,Education & Training Services,1551.91,89.0,42.0,76,1.18,37.1,48.25,30.05,3.08%,4.46%,7.95%,31.70%,53.89%,73.39%,35.83,,31.27,20.39,38.39,69.0,True
203,MANH,"Manhattan Associates, Inc.",Technology,Software - Application,10625.99,76.5,13.0,84,1.33,168.72,195.0,15.58,-2.88%,-0.67%,6.48%,27.46%,85.06%,60.41%,176.33,,145.13,93.65,188.52,57.833333333333336,True
204,MATX,"Matson, Inc.",Industrials,Marine Shipping,3767.04,81.5,28.0,75,1.17,90.55,96.0,6.02,-3.08%,8.77%,23.69%,44.65%,55.05%,58.64%,88.48,,73.02,55.41,94.54,61.5,True
205,MBIN,Merchants Bancorp,Financial,Banks - Regional,1404.36,89.0,20.0,85,1.35,48.21,52.33,8.55,1.30%,12.80%,36.49%,9.77%,77.83%,74.48%,45.82,,39.81,25.59,48.87,64.66666666666667,True
206,MCB,Metropolitan Bank Holding Corp.,Financial,Banks - Regional,1058.76,81.5,16.0,97,2.38,101.22,120.0,18.55,2.46%,15.00%,31.44%,58.98%,200.98%,179.07%,97.39,,68.32,30.47,104.92,64.83333333333333,True
209,MGTX,MeiraGTx Holdings plc,Healthcare,Biotechnology,889.0,84.0,13.0,76,1.18,19.76,35.57,80.01,-0.25%,-5.86%,65.08%,46.48%,37.60%,30.52%,20.54,,15.01,11.6,23.15,57.666666666666664,True
210,MGY,Magnolia Oil & Gas Corporation,Energy,Oil & Gas E&P,4571.54,76.5,13.0,97,2.51,19.91,22.61,13.56,-1.14%,-4.42%,50.83%,68.59%,245.06%,182.01%,20.74,,14.61,5.86,22.09,62.166666666666664,True
211,MLI,"Mueller Industries, Inc.",Industrials,Metal Fabrication,3573.09,81.5,18.0,86,1.39,60.53,100.0,65.21,-3.37%,28.87%,36.88%,31.02%,83.42%,72.40%,56.11,,44.53,32.34,63.07,61.833333333333336,True
212,MP,MP Materials Corp.,Basic Materials,Other Industrial Metals & Mining,7117.05,81.5,18.0,95,1.97,43.54,43.98,1.01,2.06%,20.21%,40.86%,64.36%,188.54%,35.34%,38.69,,34.84,16.02,51.77,64.83333333333333,True
213,MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,25523.23,86.5,14.0,85,1.37,570.59,603.29,5.73,1.15%,11.97%,17.80%,72.90%,86.91%,53.17%,546.09,,415.18,300.55,576.7,61.833333333333336,True
215,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,12587.63,74.0,18.0,96,2.18,16.12,19.5,20.97,-3.65%,-2.24%,50.37%,38.97%,193.62%,141.68%,16.67,,12.56,5.51,17.59,62.666666666666664,True
217,MSFT,Microsoft Corporation,Technology,Software - Infrastructure,2529602.36,91.5,15.0,79,1.23,343.11,357.27,4.13,2.66%,11.01%,12.13%,39.20%,61.68%,53.43%,331.92,,273.9,208.16,345.1,61.833333333333336,True
218,MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,42935.03,86.5,20.0,75,1.16,257.25,270.27,5.06,3.80%,4.39%,7.19%,27.28%,53.63%,51.27%,249.78,,214.61,163.16,257.29,60.5,True
219,MTDR,Matador Resources Company,Energy,Oil & Gas E&P,5052.74,79.0,16.0,99,3.37,42.51,49.93,17.45,-4.36%,-4.96%,66.12%,47.25%,367.66%,252.49%,43.61,,30.76,9.18,47.23,64.66666666666667,True
220,MTRN,Materion Corporation,Basic Materials,Other Industrial Metals & Mining,1910.33,94.0,13.0,75,1.17,92.96,102.5,10.26,0.63%,29.58%,30.32%,20.52%,53.53%,45.89%,85.08,,73.42,57.25,95.6,60.666666666666664,True
221,MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,Semiconductors,5240.64,76.5,20.0,85,1.37,77.25,83.79,8.47,4.66%,17.97%,33.14%,41.64%,85.56%,40.35%,72.35,,62.01,42.09,78.84,60.5,True
224,NDAQ,"Nasdaq, Inc.",Financial,Financial Data & Stock Exchanges,34527.33,71.5,19.0,80,1.25,208.7,215.46,3.24,1.21%,4.79%,10.62%,27.36%,70.05%,57.22%,208.23,,175.49,123.27,214.96,56.833333333333336,True
226,NMRK,"Newmark Group, Inc.",Real Estate,Real Estate Services,3434.06,81.5,17.0,95,2.01,16.84,18.0,6.89,4.72%,13.91%,27.42%,33.25%,169.49%,131.41%,15.84,,12.52,6.12,17.14,64.5,True
227,NOTV,"Inotiv, Inc.",Healthcare,Diagnostics & Research,778.28,106.5,23.0,100,7.02,57.88,64.5,11.44,3.80%,59.58%,102.68%,100.76%,768.52%,330.73%,51.06,,28.1,5.93,60.61,76.5,True
228,NPO,"EnPro Industries, Inc.",Industrials,Specialty Industrial Machinery,2229.59,99.0,18.0,76,1.18,107.25,123.33,14.99,-2.14%,23.70%,28.48%,18.09%,56.22%,43.25%,99.96,,89.4,67.6,112.41,64.33333333333333,True
229,NPTN,NeoPhotonics Corporation,Technology,Semiconductors,821.99,76.5,14.0,88,1.45,15.31,15.6,1.89,-2.48%,60.82%,84.90%,51.28%,92.58%,68.43%,13.15,,10.44,7.88,16.14,59.5,True
231,NSA,National Storage Affiliates Trust,Real Estate,REIT - Industrial,5542.53,76.5,41.0,85,1.35,61.89,64.27,3.85,-0.27%,3.93%,11.39%,38.79%,74.02%,71.80%,62.13,,50.0,33.01,64.98,67.5,True
232,NSSC,"Napco Security Technologies, Inc.",Industrials,Security & Protection Services,926.26,89.0,34.0,82,1.28,49.48,54.4,9.94,6.73%,10.41%,42.95%,48.34%,75.24%,90.54%,47.26,,37.15,25.27,52.0,68.33333333333333,True
233,NVEE,"NV5 Global, Inc.",Industrials,Engineering & Construction,1733.05,84.0,25.0,75,1.16,111.96,130.29,16.37,-1.68%,8.92%,11.06%,20.39%,45.93%,40.75%,108.61,,97.31,69.75,115.94,61.333333333333336,True
236,NVT,nVent Electric plc,Industrials,Electrical Equipment & Parts,6311.53,79.0,13.0,82,1.29,37.04,42.5,14.74,2.69%,15.18%,15.29%,19.33%,75.23%,62.22%,36.25,,31.27,21.36,38.37,58.0,True
238,NXST,"Nexstar Media Group, Inc.",Communication Services,Broadcasting,6814.9,91.5,21.0,77,1.19,164.85,187.67,13.84,-3.03%,7.45%,15.45%,11.94%,58.65%,50.98%,161.23,,148.34,97.37,171.16,63.166666666666664,True
239,OAS,Oasis Petroleum Inc.,Energy,Oil & Gas E&P,2582.92,81.5,13.0,98,3.05,125.05,146.86,17.44,1.55%,18.70%,61.14%,57.74%,,264.40%,123.96,,86.74,20.0,132.98,64.16666666666667,True
240,OLN,Olin Corporation,Basic Materials,Specialty Chemicals,9781.35,86.5,16.0,96,2.24,63.4,72.69,14.65,2.36%,21.78%,42.18%,35.50%,197.09%,158.14%,60.24,,45.11,20.93,64.76,66.16666666666667,True
244,ONTO,Onto Innovation Inc.,Technology,Semiconductors,4385.52,86.5,40.0,91,1.63,90.02,105.0,16.64,2.33%,23.57%,37.28%,41.03%,115.07%,89.97%,85.09,,70.54,40.47,94.96,72.5,True
246,OPCH,"Option Care Health, Inc.",Healthcare,Medical Care Facilities,4745.28,91.5,56.0,81,1.27,26.55,32.0,20.53,0.08%,5.07%,12.03%,41.90%,70.52%,69.76%,27.09,,21.68,14.31,28.29,76.16666666666667,True
247,ORMP,Oramed Pharmaceuticals Inc.,Healthcare,Biotechnology,876.23,94.0,18.0,100,7.54,26.5,28.0,5.66,-0.97%,25.00%,81.19%,144.47%,997.22%,552.12%,26.42,,15.26,2.5,31.54,70.66666666666667,True
248,OSTK,"Overstock.com, Inc.",Consumer Cyclical,Internet Retail,4383.07,89.0,18.0,83,1.31,106.67,131.17,22.97,8.33%,28.89%,53.31%,40.01%,86.10%,122.37%,97.69,,80.07,46.75,112.3,63.333333333333336,True
250,OVV,Ovintiv Inc.,Energy,Oil & Gas E&P,9594.99,76.5,21.0,96,2.23,35.9,46.44,29.36,-2.29%,-9.89%,55.21%,44.47%,192.58%,150.00%,37.01,,28.39,12.07,40.65,64.5,True
251,PANW,"Palo Alto Networks, Inc.",Technology,Software - Infrastructure,50246.63,86.5,17.0,85,1.35,519.99,551.17,6.0,2.38%,1.58%,41.51%,43.47%,84.96%,46.32%,506.05,,401.94,287.12,531.47,62.833333333333336,True
253,PDCE,"PDC Energy, Inc.",Energy,Oil & Gas E&P,5479.17,86.5,33.0,98,2.59,55.87,66.38,18.81,-1.48%,9.04%,55.19%,38.50%,247.45%,172.14%,55.03,,41.77,16.21,59.0,72.5,True
254,PDFS,"PDF Solutions, Inc.",Technology,Software - Application,1211.0,81.5,17.0,75,1.16,32.58,34.25,5.13,-1.00%,41.71%,48.29%,82.32%,54.63%,50.83%,27.01,,20.23,16.44,33.78,57.833333333333336,True
256,PGC,Peapack-Gladstone Financial Corporation,Financial,Banks - Regional,664.85,81.5,20.0,80,1.26,35.14,39.0,10.98,-0.87%,4.90%,6.36%,7.20%,63.44%,54.39%,34.58,,31.92,20.29,36.39,60.5,True
257,PHR,"Phreesia, Inc.",Healthcare,Health Information Services,3519.69,86.5,14.0,79,1.24,68.37,73.5,7.5,-7.31%,3.26%,0.92%,50.43%,71.48%,26.00%,71.28,,61.47,40.46,81.59,59.833333333333336,True
259,PLCE,"The Children's Place, Inc.",Consumer Cyclical,Apparel Retail,1550.83,81.5,16.0,96,2.1,111.41,119.6,7.35,15.02%,36.83%,11.85%,21.24%,195.13%,122.38%,94.88,,85.01,38.06,113.5,64.5,True
261,POWI,"Power Integrations, Inc.",Technology,Semiconductors,6362.6,76.5,13.0,76,1.18,107.64,115.83,7.61,6.05%,8.19%,7.64%,37.59%,58.13%,31.49%,103.22,,90.45,68.21,110.66,55.166666666666664,True
262,PRFT,"Perficient, Inc.",Technology,Information Technology Services,4849.28,91.5,24.0,97,2.38,146.77,149.83,2.08,3.91%,16.26%,38.32%,100.59%,218.51%,208.02%,135.81,,89.32,43.51,153.28,70.83333333333333,True
263,PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction,16901.76,86.5,16.0,85,1.37,121.06,133.75,10.48,2.16%,4.15%,23.63%,28.55%,76.18%,65.32%,118.65,,97.89,66.63,124.69,62.5,True
264,PZZA,"Papa John's International, Inc.",Consumer Cyclical,Restaurants,4786.25,86.5,19.0,80,1.26,131.78,145.94,10.75,1.40%,8.97%,7.36%,42.94%,70.41%,55.31%,127.22,,108.99,77.57,140.68,61.833333333333336,True
265,QCRH,"QCR Holdings, Inc.",Financial,Banks - Regional,919.14,86.5,21.0,78,1.21,58.0,66.75,15.09,0.57%,10.84%,18.55%,22.99%,57.15%,46.75%,56.93,,48.97,34.58,61.19,61.833333333333336,True
267,RF,Regions Financial Corporation,Financial,Banks - Regional,22945.19,71.5,20.0,77,1.2,23.9,25.84,8.12,-0.91%,1.62%,19.32%,5.01%,55.09%,48.26%,24.1,,21.18,14.98,24.78,56.166666666666664,True
268,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,20299.45,86.5,18.0,80,1.26,97.89,118.62,21.18,-2.84%,-3.72%,8.10%,9.99%,64.83%,53.48%,100.2,,88.37,58.53,103.46,61.5,True
269,RMBS,Rambus Inc.,Technology,Semiconductors,2974.9,74.0,16.0,83,1.3,27.23,28.83,5.88,10.97%,20.30%,14.12%,41.33%,74.85%,54.12%,24.19,,21.85,15.5,27.42,57.666666666666664,True
272,ROG,Rogers Corporation,Technology,Electronic Components,5053.28,96.5,15.0,87,1.41,269.94,277.6,2.84,0.13%,41.15%,35.87%,47.14%,86.28%,73.83%,244.44,,196.77,143.04,273.0,66.16666666666667,True
273,RPD,"Rapid7, Inc.",Technology,Software - Application,7445.54,84.0,14.0,86,1.39,132.06,145.13,9.9,-0.85%,5.42%,19.19%,61.70%,87.08%,46.47%,131.28,,99.96,69.8,145.0,61.333333333333336,True
275,RVI,Retail Value Inc.,Real Estate,REIT - Retail,130.69,81.5,26.0,92,1.66,6.07,28.0,361.29,-2.25%,18.16%,29.11%,80.19%,135.62%,116.54%,5.84,,4.23,2.49,6.84,66.5,True
277,RWT,"Redwood Trust, Inc.",Real Estate,REIT - Mortgage,1560.14,91.5,50.0,76,1.18,13.88,15.41,11.02,-1.14%,-1.22%,13.37%,27.02%,52.54%,57.40%,13.79,,11.76,8.38,14.17,72.5,True
278,SCHN,"Schnitzer Steel Industries, Inc.",Basic Materials,Steel,1456.64,74.0,19.0,91,1.64,53.86,70.0,29.97,-3.58%,1.47%,11.63%,0.47%,125.89%,68.69%,54.12,,47.7,24.31,59.34,61.333333333333336,True
279,SCHW,The Charles Schwab Corporation,Financial,Capital Markets,153163.71,79.0,14.0,83,1.3,80.17,91.54,14.18,0.39%,0.16%,13.55%,13.23%,71.32%,54.07%,81.72,,71.27,46.42,84.49,58.666666666666664,True
280,SEAS,"SeaWorld Entertainment, Inc.",Consumer Cyclical,Leisure,5304.43,71.5,26.0,94,1.87,65.82,68.91,4.69,1.87%,9.14%,33.40%,27.11%,148.47%,108.36%,65.05,,52.32,26.47,70.48,63.833333333333336,True
281,SGH,"SMART Global Holdings, Inc.",Technology,Semiconductors,1421.12,89.0,52.0,89,1.49,58.07,72.0,23.99,-2.70%,15.46%,37.05%,28.32%,98.40%,55.22%,56.48,,48.49,29.44,60.75,76.66666666666667,True
282,SHYF,"The Shyft Group, Inc.",Industrials,Farm & Heavy Construction Machinery,1810.79,89.0,20.0,90,1.55,51.9,54.67,5.34,0.78%,41.07%,25.61%,32.50%,111.58%,82.88%,46.33,,39.07,24.19,54.5,66.33333333333333,True
285,SIVB,SVB Financial Group,Financial,Banks - Regional,43610.54,74.0,21.0,90,1.54,727.79,808.33,11.07,0.40%,5.63%,35.22%,30.73%,114.38%,92.09%,739.52,,584.55,337.83,763.22,61.666666666666664,True
286,SKIN,The Beauty Health Company,Consumer Defensive,Household & Personal Products,3404.5,89.0,53.0,94,1.92,27.5,32.0,16.36,12.47%,1.97%,27.49%,97.84%,,143.15%,27.57,,18.16,9.71,30.17,78.66666666666667,True
287,SMPL,The Simply Good Foods Company,Consumer Defensive,Packaged Foods,3746.22,76.5,45.0,80,1.26,39.38,41.73,5.97,0.41%,15.31%,12.00%,16.30%,62.46%,25.57%,39.67,,34.64,21.21,41.35,67.16666666666667,True
289,SNV,Synovus Financial Corp.,Financial,Banks - Regional,7185.02,81.5,20.0,78,1.21,49.28,55.75,13.13,-0.65%,-0.24%,16.34%,2.58%,60.94%,52.24%,48.76,,45.15,30.35,50.51,59.833333333333336,True
291,SPT,"Sprout Social, Inc.",Technology,Software - Application,6912.3,91.5,14.0,96,2.1,132.98,156.8,17.91,1.06%,6.38%,27.35%,115.63%,213.19%,192.84%,128.22,,90.85,43.65,145.42,67.16666666666667,True
292,SSTK,"Shutterstock, Inc.",Communication Services,Internet Content & Information,4339.05,89.0,19.0,85,1.35,122.78,134.75,9.75,3.13%,-0.94%,19.81%,42.32%,79.87%,71.24%,121.36,,100.94,62.21,128.36,64.33333333333333,True
293,STC,Stewart Information Services Corporation,Financial,Insurance - Property & Casualty,2067.88,81.5,20.0,83,1.32,77.74,88.0,13.2,1.33%,10.36%,30.88%,28.54%,75.72%,60.75%,73.94,,59.7,41.84,80.14,61.5,True
295,STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,12640.58,76.5,26.0,85,1.36,63.11,80.95,28.27,-3.98%,-2.23%,-5.03%,3.36%,78.55%,72.53%,65.03,,58.6,33.77,74.37,62.5,True
297,STXB,"Spirit of Texas Bancshares, Inc.",Financial,Banks - Regional,465.72,89.0,27.0,80,1.26,26.75,28.83,7.78,2.10%,9.18%,19.47%,15.90%,66.87%,59.23%,25.22,,23.11,15.4,26.98,65.33333333333333,True
299,SUPN,"Supernus Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,1771.6,81.5,15.0,77,1.2,32.85,34.0,3.5,-1.17%,9.87%,36.36%,7.04%,53.08%,30.56%,31.64,,28.79,20.29,34.5,57.833333333333336,True
301,SYNH,"Syneos Health, Inc.",Healthcare,Diagnostics & Research,11273.94,86.5,13.0,76,1.18,101.43,113.38,11.78,-1.14%,15.60%,15.08%,16.43%,60.26%,48.88%,96.68,,86.21,60.38,104.18,58.5,True
302,TA,TravelCenters of America Inc.,Consumer Cyclical,Specialty Retail,830.59,96.5,14.0,85,1.36,56.89,61.55,8.19,-4.26%,1.12%,54.09%,110.94%,75.05%,74.51%,56.81,,35.81,22.0,64.58,65.16666666666667,True
303,TBBK,"The Bancorp, Inc.",Financial,Banks - Regional,1765.58,94.0,15.0,95,2.03,30.54,36.0,17.88,-4.80%,-1.23%,28.29%,26.48%,167.48%,123.59%,31.46,,24.43,11.19,33.36,68.0,True
305,TEAM,Atlassian Corporation Plc,Technology,Software - Application,110503.02,81.5,14.0,91,1.6,440.69,464.89,5.49,-0.20%,7.57%,27.37%,97.04%,127.51%,88.43%,438.33,,298.8,198.8,483.13,62.166666666666664,True
306,TGH,Textainer Group Holdings Limited,Industrials,Rental & Leasing Services,1861.13,81.5,24.0,90,1.56,36.55,50.0,36.8,-6.71%,-3.54%,15.88%,28.97%,89.87%,90.56%,38.57,,31.23,17.37,41.24,65.16666666666667,True
308,THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,8448.87,79.0,15.0,94,1.89,78.66,87.94,11.8,-0.86%,19.82%,8.30%,24.52%,147.36%,96.99%,74.74,,64.53,31.18,83.69,62.666666666666664,True
309,THRY,"Thryv Holdings, Inc.",Communication Services,Internet Content & Information,1304.61,91.5,20.0,98,2.83,35.89,47.0,30.96,5.47%,26.73%,21.54%,55.02%,287.16%,181.33%,33.03,,28.6,9.35,41.86,69.83333333333333,True
310,TITN,Titan Machinery Inc.,Industrials,Industrial Distribution,761.54,101.5,20.0,87,1.42,34.35,37.33,8.68,7.08%,20.23%,25.50%,37.84%,86.58%,75.70%,30.68,,27.75,17.92,35.24,69.5,True
311,TLYS,"Tilly's, Inc.",Consumer Cyclical,Apparel Retail,521.27,81.5,16.0,90,1.57,16.53,22.0,33.09,6.21%,22.24%,9.30%,40.20%,125.76%,120.78%,15.38,,13.83,7.85,17.16,62.5,True
312,TMST,TimkenSteel Corporation,Basic Materials,Steel,715.79,74.0,19.0,98,2.61,15.4,18.15,17.86,-0.71%,18.37%,11.51%,9.30%,250.00%,229.76%,14.54,,12.76,4.26,17.35,63.666666666666664,True
314,TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,12729.94,84.0,16.0,93,1.79,54.56,63.32,16.06,-1.25%,-3.89%,30.37%,41.49%,140.56%,106.82%,55.57,,41.97,22.81,58.18,64.33333333333333,True
316,TSC,"TriState Capital Holdings, Inc.",Financial,Banks - Regional,990.79,76.5,21.0,89,1.48,29.7,30.5,2.69,-2.17%,30.55%,46.81%,31.59%,91.00%,70.69%,30.31,,22.93,14.75,31.24,62.166666666666664,True
320,TTGT,"TechTarget, Inc.",Communication Services,Internet Content & Information,3030.58,79.0,25.0,90,1.55,108.74,110.78,1.88,4.07%,24.47%,48.78%,53.74%,113.47%,83.96%,99.63,,79.87,49.58,111.44,64.66666666666667,True
321,TW,Tradeweb Markets Inc.,Financial,Capital Markets,22681.87,71.5,13.0,80,1.25,97.9,99.09,1.22,3.60%,17.31%,13.54%,21.61%,68.64%,57.60%,93.18,,82.57,56.65,98.82,54.833333333333336,True
322,TXT,Textron Inc.,Industrials,Aerospace & Defense,16552.74,79.0,16.0,81,1.27,75.34,86.0,14.15,-2.11%,1.06%,6.05%,12.97%,63.55%,55.70%,75.23,,65.85,44.34,78.13,58.666666666666664,True
324,UEC,Uranium Energy Corp.,Energy,Uranium,1273.66,94.0,33.0,99,3.31,4.29,6.3,46.85,-10.75%,22.81%,139.02%,60.13%,410.42%,178.41%,4.57,,2.93,0.94,5.79,75.33333333333333,True
325,UFPI,"UFP Industries, Inc.",Basic Materials,Lumber & Wood Production,5554.81,81.5,14.0,80,1.25,89.25,93.83,5.13,1.69%,17.39%,21.83%,13.62%,67.14%,61.73%,86.2,,74.84,52.11,91.02,58.5,True
326,UHAL,AMERCO,Industrials,Rental & Leasing Services,14639.59,81.5,18.0,86,1.4,742.86,875.0,17.79,-1.06%,1.47%,14.87%,27.88%,81.57%,63.18%,742.02,,621.07,399.8,769.9,61.833333333333336,True
328,UNVR,Univar Solutions Inc.,Basic Materials,Chemicals,4769.36,74.0,24.0,77,1.19,28.09,32.1,14.28,0.39%,9.47%,25.50%,4.60%,59.38%,49.66%,27.83,,24.12,17.21,29.77,58.333333333333336,True
329,URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services,27320.0,74.0,42.0,82,1.29,375.26,391.47,4.32,-1.20%,3.27%,14.46%,17.55%,74.74%,62.94%,378.73,,331.09,217.39,414.99,66.0,True
331,VBTX,"Veritex Holdings, Inc.",Financial,Banks - Regional,2074.05,91.5,13.0,87,1.41,40.8,46.5,13.97,-4.78%,2.00%,18.46%,15.07%,82.82%,61.30%,42.04,,35.27,21.44,45.36,63.833333333333336,True
333,VICR,Vicor Corporation,Technology,Electronic Components,7108.09,76.5,19.0,88,1.47,158.8,176.67,11.25,0.69%,8.33%,34.20%,87.90%,105.35%,75.78%,155.84,,110.62,74.08,164.76,61.166666666666664,True
334,VRNT,Verint Systems Inc.,Technology,Software - Infrastructure,3155.49,89.0,33.0,81,1.27,48.52,62.89,29.62,2.22%,3.84%,13.18%,6.87%,71.09%,41.34%,47.25,,45.93,28.17,52.7,67.66666666666667,True
335,VRTV,Veritiv Corporation,Industrials,Business Equipment & Supplies,2111.77,106.5,24.0,100,5.6,138.99,160.0,15.12,-7.17%,39.77%,79.00%,186.03%,745.47%,590.52%,134.28,,68.33,17.79,158.99,76.83333333333333,True
336,VSTO,Vista Outdoor Inc.,Consumer Cyclical,Leisure,2623.98,89.0,13.0,93,1.7,47.17,62.33,32.14,7.91%,10.71%,16.03%,23.98%,123.09%,98.02%,44.53,,38.9,18.75,48.75,65.0,True
337,VVI,Viad Corp,Industrials,Specialty Business Services,991.33,81.5,16.0,80,1.25,48.13,59.33,23.27,-0.04%,4.10%,13.14%,13.68%,66.35%,32.60%,47.4,,44.43,28.91,52.73,59.166666666666664,True
338,VVV,Valvoline Inc.,Energy,Oil & Gas Refining & Marketing,6621.78,84.0,13.0,78,1.21,36.08,41.88,16.08,3.66%,5.27%,22.58%,11.85%,66.09%,57.91%,34.98,,30.62,21.95,37.41,58.333333333333336,True
339,WCC,"WESCO International, Inc.",Industrials,Industrial Distribution,6797.33,81.5,19.0,92,1.66,136.21,153.82,12.93,-0.29%,6.57%,24.13%,31.37%,118.82%,73.91%,133.49,,105.42,61.05,140.92,64.16666666666667,True
340,WFC,Wells Fargo & Company,Financial,Banks - Diversified,197518.18,76.5,28.0,88,1.45,48.82,52.0,6.51,-1.36%,-0.52%,5.23%,8.76%,99.12%,65.34%,50.63,,44.75,25.46,52.57,64.16666666666667,True
342,WH,"Wyndham Hotels & Resorts, Inc.",Consumer Cyclical,Lodging,8083.17,96.5,21.0,78,1.21,87.46,94.56,8.12,4.07%,8.01%,26.71%,17.25%,60.13%,47.49%,84.98,,73.53,53.58,89.48,65.16666666666667,True
343,WIRE,Encore Wire Corporation,Industrials,Electrical Equipment & Parts,2977.29,94.0,17.0,96,2.12,144.7,160.0,10.57,3.69%,33.40%,72.46%,83.12%,183.92%,143.70%,137.44,,85.15,51.36,148.44,69.0,True
344,WLL,Whiting Petroleum Corporation,Energy,Oil & Gas E&P,2673.73,74.0,13.0,98,2.76,66.27,76.44,15.35,3.61%,0.45%,75.44%,67.74%,266.70%,176.64%,67.12,,47.31,17.9,71.61,61.666666666666664,True
345,WMS,"Advanced Drainage Systems, Inc.",Industrials,Building Products & Equipment,9330.43,76.5,33.0,88,1.44,130.56,140.5,7.61,0.11%,21.83%,15.14%,16.57%,101.67%,56.33%,121.96,,111.89,66.12,133.13,65.83333333333333,True
347,WSC,WillScot Mobile Mini Holdings Corp.,Industrials,Rental & Leasing Services,8815.61,91.5,15.0,86,1.39,39.49,43.42,9.95,4.41%,18.92%,48.41%,37.41%,82.50%,72.81%,36.59,,29.51,20.9,40.19,64.16666666666667,True
348,WTFC,Wintrust Financial Corporation,Financial,Banks - Regional,5332.93,89.0,14.0,82,1.28,92.33,101.75,10.2,-0.65%,0.90%,27.16%,16.79%,69.22%,51.66%,91.95,,78.23,54.09,94.92,61.666666666666664,True
350,YETI,"YETI Holdings, Inc.",Consumer Cyclical,Leisure,8947.21,84.0,13.0,81,1.27,103.22,112.35,8.85,7.46%,15.79%,5.25%,19.91%,80.62%,51.63%,101.03,,88.6,59.2,108.82,59.333333333333336,True
351,ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,32065.7,76.5,19.0,81,1.27,596.75,624.5,4.65,3.74%,15.16%,6.21%,22.78%,79.80%,57.93%,575.49,,521.62,354.16,614.1,58.833333333333336,True
