no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp500
5358,NLOK,NortonLifeLock Inc.,Technology,Software - Infrastructure,USA,17665.47,19.08,15.74,1.54,6.42,,9.92,25.38,1.67%,32.00%,1.56,29.00%,9.15%,24.10%,12.40%,-6.70%,17.90%,9.90%,582.0,579.53,0.10%,-0.15%,98.25%,3.41%,4.60%,5.98,13.70%,-274.30%,23.60%,0.7,0.7,,,85.20%,41.00%,33.10%,8.23%,12.34%,19.30%,13.58%,39.08%,14.93%,0.63,0.87,4.20%,3.01%,11.13%,14.60%,15.10%,-3.41%,25.62%,-3.41%,53.84%,69.26,-1.48%,-0.16%,2.1,4454.17,1.27,29.86,-1.65%,5650489.0,2/3/2022 4:30:00 PM,29.26,6/23/1989,30.17,1.04%,66.0,90,1.23,29.6,27.17,26.29,26.02,19.41,30.92,18.0,-1.15,58.0,True
5394,NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,USA,59634.45,9.16,14.78,1.91,1.67,4.86,16.89,51.01,1.57%,14.10%,43.6,128.80%,8.73%,30.90%,4.80%,7.60%,768.50%,-15.40%,157.3,153.34,0.10%,-2.27%,84.60%,-0.06%,0.89%,1.75,16.60%,60.90%,14.30%,1.3,1.2,0.99,0.99,20.40%,15.70%,19.60%,8.00%,0.96%,10.94%,9.97%,34.29%,3.16%,0.82,9.68,2.56%,2.47%,3.21%,4.41%,7.74%,-2.36%,15.44%,-2.36%,38.61%,60.93,4.26%,0.25%,2.1,786.2,2.25,399.32,4.53%,1770719.0,1/27/2022 8:30:00 AM,408.56,12/10/1951,400.0,0.17%,66.0,88,1.19,388.48,386.24,384.22,371.03,288.08,408.97,27.0,5.17,60.333333333333336,True
5751,OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,USA,37994.32,,12.06,,1.7,4.41,18.45,6.14,0.09%,,-0.79,155.00%,63.94%,-8.00%,37.40%,7.30%,115.80%,64.90%,935.4,932.01,0.21%,0.00%,71.00%,0.57%,3.75%,2.14,-1.40%,-12.90%,-23.10%,1.1,0.9,3.39,3.48,59.40%,7.40%,-5.00%,5.34%,23.68%,33.81%,66.65%,69.28%,48.26%,2.12,1.92,4.69%,5.27%,14.37%,29.56%,44.48%,1.58%,64.99%,1.58%,98.80%,75.17,4.73%,0.88%,2.5,16350.37,1.49,42.98,5.65%,24436118.0,2/24/2022 4:30:00 PM,43.68,7/2/1962,43.11,0.30%,53.0,95,1.39,41.15,38.3,33.69,29.91,21.62,43.16,7.0,6.15,51.666666666666664,True
6189,PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,USA,39220.42,,11.83,,0.41,2.26,13.54,,3.95%,,-1.16,-232.00%,3.02%,-26.00%,13.00%,-8.30%,149.80%,89.90%,440.19,436.94,0.30%,-10.68%,70.30%,-0.54%,2.64%,3.28,-3.10%,-9.30%,-12.70%,1.2,0.8,0.74,0.82,7.70%,-3.90%,-1.80%,4.91%,8.00%,19.69%,26.13%,20.68%,28.62%,1.51,2.95,2.90%,3.68%,7.23%,17.58%,18.83%,2.19%,37.20%,-1.21%,47.49%,71.74,3.56%,0.60%,1.9,3507.93,1.37,93.2,4.18%,4819742.0,1/28/2022 8:30:00 AM,99.71,4/12/2012,93.48,0.30%,72.0,74,1.01,90.17,87.32,80.13,78.53,63.19,94.34,20.0,10.58,55.333333333333336,True
6248,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,USA,54226.79,45.37,10.88,,3.79,2.43,74.8,15.67,1.00%,59.00%,5.09,-126.30%,64.94%,7.50%,,19.50%,889.30%,167.20%,244.0,242.59,0.40%,0.16%,86.50%,-0.01%,2.46%,2.79,4.30%,7.00%,1.50%,0.6,0.6,0.29,0.3,49.30%,28.50%,9.30%,1.33%,12.67%,28.30%,54.87%,77.47%,26.94%,1.66,7.24,3.01%,3.56%,6.17%,16.83%,35.69%,-0.84%,38.28%,-0.84%,84.68%,70.89,3.01%,0.91%,1.9,2135.39,1.39,230.88,3.94%,2969333.0,2/16/2022 4:30:00 PM,238.85,12/22/1987,231.0,0.05%,72.0,96,1.45,221.35,218.93,199.65,172.86,131.76,232.84,29.0,7.91,65.66666666666667,True
6465,RF,Regions Financial Corporation,Financial,Banks - Regional,USA,23755.85,9.97,10.94,0.4,5.82,1.4,0.86,16.61,2.74%,24.30%,2.49,-31.50%,9.67%,6.30%,25.10%,3.40%,24.60%,-5.00%,955.0,949.44,0.47%,-0.54%,77.20%,0.55%,2.20%,2.29,1.60%,14.80%,12.30%,,,0.14,0.14,,,60.10%,2.39%,0.20%,2.94%,21.12%,26.94%,13.90%,1.36,0.82,2.20%,3.57%,4.21%,7.77%,13.59%,-2.74%,22.62%,-2.74%,37.79%,60.14,0.53%,-0.88%,2.3,9112.92,1.27,24.83,-0.36%,11539869.0,1/20/2022 8:30:00 AM,26.61,3/17/1980,24.83,0.00%,59.0,81,1.09,24.67,23.78,23.13,21.89,18.02,25.53,21.0,7.89,53.666666666666664,True
6509,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,USA,23588.02,15.35,12.33,1.8,2.25,2.67,2.87,11.1,1.22%,13.90%,7.25,71.00%,20.07%,22.20%,8.54%,12.40%,40.70%,24.70%,206.3,185.58,0.40%,-5.46%,76.50%,-0.29%,1.61%,2.53,2.50%,19.00%,3.20%,,,0.34,4.33,96.20%,18.60%,14.70%,0.29%,1.56%,10.45%,20.14%,46.25%,10.84%,1.11,3.46,2.70%,3.34%,4.92%,8.23%,17.78%,-5.19%,19.63%,-5.19%,50.79%,59.02,-1.64%,-0.42%,1.9,1179.5,0.83,111.28,-2.06%,980974.0,1/26/2022 4:30:00 PM,133.88,7/1/1983,111.28,0.00%,72.0,91,1.25,109.92,106.28,103.38,94.71,75.91,117.37,16.0,21.8,59.666666666666664,True
6757,SCHW,The Charles Schwab Corporation,Financial,Capital Markets,USA,175542.25,31.54,18.45,1.45,9.24,3.54,5.11,29.94,0.81%,30.30%,2.83,-20.60%,26.54%,15.60%,21.70%,13.20%,55.90%,85.00%,1888.0,1600.54,7.19%,-2.06%,87.80%,0.22%,1.08%,2.46,0.70%,8.90%,0.60%,,,0.41,8.8,97.50%,31.80%,22.00%,-3.04%,-6.02%,9.47%,20.40%,53.14%,5.96%,1.0,3.01,2.77%,3.41%,-2.26%,2.25%,15.07%,-7.41%,16.54%,-7.41%,60.82%,47.15,-3.38%,-0.67%,2.0,7032.96,1.78,89.11,-4.03%,12519836.0,1/18/2022 8:30:00 AM,104.69,9/22/1987,88.96,-0.17%,69.0,92,1.28,87.81,90.57,87.56,77.61,58.64,96.24,21.0,19.22,60.666666666666664,True
7295,STT,State Street Corporation,Financial,Asset Management,USA,37107.43,13.8,9.51,0.97,18.87,1.36,0.25,,2.30%,32.60%,7.19,17.60%,23.17%,7.20%,14.29%,0.80%,35.40%,-6.50%,347.72,346.19,0.20%,-7.74%,92.00%,-0.39%,0.87%,1.27,0.70%,9.40%,4.20%,,,0.51,0.0,,98.50%,,0.28%,-4.03%,0.70%,9.23%,34.93%,6.63%,1.53,3.24,2.68%,3.75%,1.97%,3.78%,9.72%,-5.44%,13.77%,-5.44%,38.95%,54.67,-1.81%,-0.38%,2.2,2371.14,0.87,99.17,-2.19%,2059338.0,1/19/2022 8:30:00 AM,116.43,3/17/1980,99.17,0.00%,63.0,87,1.17,99.11,96.81,95.9,90.53,71.37,104.87,14.0,17.48,54.666666666666664,True
7676,TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,USA,35478.26,9.18,12.32,1.22,0.72,1.93,12.0,18.5,1.88%,16.80%,10.67,48.00%,-5.09%,13.00%,7.50%,5.00%,138.70%,23.60%,362.0,285.54,1.20%,-5.19%,87.00%,1.27%,1.19%,1.46,10.30%,21.60%,12.60%,1.7,0.9,0.45,0.51,15.30%,10.40%,7.50%,10.99%,7.98%,17.88%,19.63%,49.47%,12.43%,0.78,2.49,2.66%,2.31%,5.77%,10.45%,21.83%,-2.71%,25.27%,-2.71%,55.00%,67.94,-0.40%,0.51%,2.2,2326.34,0.93,97.99,0.11%,2171997.0,2/7/2022 8:30:00 AM,101.18,3/17/1980,97.99,0.00%,63.0,93,1.29,94.8,92.94,89.4,80.62,64.8,100.72,13.0,6.73,56.333333333333336,True
7847,UPS,"United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,USA,191801.56,14.52,15.81,1.04,1.97,15.43,18.16,42.25,1.91%,58.30%,14.7,-69.80%,5.25%,-22.00%,14.03%,7.70%,18.60%,9.20%,870.0,729.21,,,70.00%,-0.29%,0.96%,2.41,9.50%,79.30%,19.90%,1.5,1.5,1.73,1.84,76.50%,10.70%,6.20%,-5.03%,1.07%,0.09%,10.06%,30.66%,-0.40%,1.13,6.72,2.66%,2.85%,0.63%,1.53%,4.60%,-8.66%,10.77%,-8.66%,36.34%,48.77,-3.40%,0.15%,2.2,2905.73,1.31,213.49,-3.26%,3820018.0,2/1/2022 8:30:00 AM,243.58,11/10/1999,214.48,0.46%,63.0,88,1.18,214.13,212.69,210.94,204.21,156.59,233.72,21.0,13.75,57.333333333333336,True
8064,VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,USA,36750.32,,12.62,,0.39,2.14,10.51,77.53,4.26%,,-1.09,-160.10%,4.88%,-19.50%,-13.80%,-5.90%,199.10%,86.70%,408.84,407.04,0.30%,-2.18%,79.00%,0.11%,3.13%,3.24,-2.50%,-7.60%,-2.10%,1.3,0.9,0.75,0.81,1.00%,-1.30%,-1.40%,6.11%,9.04%,19.14%,38.87%,42.11%,22.49%,1.97,2.93,3.51%,3.83%,8.98%,18.21%,23.71%,1.37%,41.25%,1.37%,56.33%,72.75,1.94%,0.40%,1.9,3932.58,1.64,92.0,2.35%,6430467.0,1/27/2022 8:30:00 AM,94.95,11/1/1984,92.23,0.25%,72.0,88,1.19,89.15,85.05,78.68,74.53,58.85,93.77,25.0,6.5,61.666666666666664,True
8269,WFC,Wells Fargo & Company,Financial,Banks - Diversified,USA,235445.87,11.77,12.05,,5.93,1.4,0.47,,1.37%,11.50%,4.96,-89.80%,23.25%,-36.90%,,-0.60%,181.20%,-8.90%,4056.3,3948.38,0.10%,0.00%,73.50%,-0.13%,0.92%,1.25,0.70%,8.60%,8.70%,,,0.97,0.97,,95.70%,36.20%,3.52%,3.39%,15.26%,15.76%,73.90%,21.53%,1.18,1.67,2.79%,3.11%,4.59%,11.42%,20.54%,-3.30%,26.08%,-3.30%,80.14%,65.01,-0.44%,-0.81%,2.2,29177.84,1.32,58.31,-1.25%,38639507.0,1/14/2022 8:30:00 AM,62.84,12/10/1962,58.25,-0.10%,63.0,96,1.48,57.89,55.86,52.73,48.5,34.0,60.3,22.0,8.55,60.333333333333336,True
8313,WMB,"The Williams Companies, Inc.",Energy,Oil & Gas Midstream,USA,36621.06,37.09,23.32,18.54,3.87,3.35,171.13,37.44,5.34%,196.50%,0.83,-75.90%,7.42%,17.30%,2.00%,1.00%,-46.90%,28.00%,1215.43,1211.98,0.20%,-1.78%,87.50%,1.95%,2.10%,2.85,2.20%,8.80%,3.20%,0.6,0.5,1.82,2.0,65.60%,22.20%,10.70%,0.43%,5.17%,6.30%,23.68%,34.46%,17.93%,1.32,0.73,2.24%,2.62%,3.47%,10.07%,14.64%,-1.00%,23.53%,-1.00%,39.02%,65.96,1.42%,0.46%,2.1,8956.68,1.12,30.71,1.89%,10069041.0,2/21/2022 4:30:00 PM,32.09,7/2/1962,30.96,0.81%,66.0,87,1.17,30.0,29.8,28.04,26.85,22.18,31.02,17.0,6.98,56.666666666666664,True
8339,WRB,W. R. Berkley Corporation,Financial,Insurance - Property & Casualty,USA,16240.48,16.41,14.48,1.82,1.72,2.5,7.85,10.12,0.58%,9.80%,5.48,-20.20%,12.37%,1.70%,9.00%,2.30%,73.20%,18.80%,185.03,134.35,5.70%,-0.24%,71.60%,0.35%,1.00%,1.73,3.10%,14.30%,6.90%,,,0.49,0.49,,14.50%,9.80%,0.23%,5.22%,12.11%,22.24%,35.19%,9.20%,0.81,2.08,2.12%,2.56%,4.37%,8.28%,16.30%,-4.07%,20.46%,-4.07%,37.97%,62.1,-1.64%,-0.51%,2.5,776.59,1.39,89.97,-2.14%,1080088.0,1/27/2022 4:30:00 PM,97.67,3/17/1980,89.88,-0.10%,53.0,87,1.17,89.47,86.58,83.64,78.32,66.51,93.79,17.0,9.17,52.333333333333336,True
8542,ZION,"Zions Bancorporation, National Association",Financial,Banks - Regional,USA,11597.32,11.0,12.68,,5.08,1.6,0.89,67.04,2.08%,20.40%,6.66,-27.30%,15.75%,20.30%,,5.20%,42.60%,-2.10%,160.22,154.95,1.00%,-3.35%,84.80%,-1.32%,2.12%,2.38,1.30%,14.70%,20.80%,,,0.14,0.14,,,47.70%,2.88%,4.29%,11.12%,32.14%,47.68%,15.93%,1.31,2.26,2.80%,3.54%,6.67%,11.05%,22.01%,-2.94%,25.85%,-2.94%,55.59%,64.14,-0.49%,-0.73%,2.5,1378.6,0.89,73.22,-1.21%,1226228.0,1/24/2022 4:30:00 PM,73.0,3/17/1980,73.22,0.00%,53.0,91,1.26,72.62,68.9,66.32,60.18,47.06,75.44,14.0,0.52,52.666666666666664,True
