,ticker,company,sector,industry,market cap,analyst_recom,sentiment_score,rs_rating,returns_multiple,current_price,target_price,est_gl,performance_(week),performance_(month),performance_(quarter),performance_(half year),performance_(year),performance_(ytd),20_day_ma,50_day_ma,200_day_ma,52_week_low,52_week_high,my_score,in_russell_3k
144,OXM,"Oxford Industries, Inc.",Consumer Cyclical,Apparel Manufacturing,1659.78,64.0,15.0,40.98,71.25,95.62,124.0,29.68,-3.76%,-0.67%,4.69%,0.97%,32.37%,-5.71%,101.79,95.56,91.85,114.47,54.67,39.99,True
145,PANW,"Palo Alto Networks, Inc.",Technology,Software - Infrastructure,53233.92,79.0,14.0,53.23,86.08,528.16,612.83,16.03,5.38%,-0.54%,5.46%,37.18%,45.44%,-4.44%,520.41,504.31,407.22,559.55,290.05,48.74,True
147,PDFS,"PDF Solutions, Inc.",Technology,Software - Application,1105.09,74.0,19.0,60.71,35.61,30.36,34.25,12.81,-6.92%,-6.61%,23.54%,56.96%,27.78%,-12.02%,29.73,25.8,20.56,33.78,16.44,51.24,True
149,PI,"Impinj, Inc.",Technology,Communication Equipment,2244.55,84.0,7.0,51.38,79.4,73.99,87.0,17.58,11.32%,8.82%,70.95%,105.18%,64.60%,0.86%,77.79,65.4,55.93,85.13,38.52,47.46,True
150,PIPR,Piper Sandler Companies,Financial,Capital Markets,3112.04,74.0,19.0,41.33,88.8,163.39,192.8,18.0,2.63%,6.29%,18.12%,47.07%,79.90%,-1.34%,176.14,159.0,129.75,188.28,86.52,44.78,True
151,PLUG,Plug Power Inc.,Industrials,Electrical Equipment & Parts,14355.17,74.0,18.0,43.89,51.0,36.71,49.81,35.69,-6.17%,-23.52%,-26.62%,-7.95%,-64.53%,-12.68%,41.49,34.71,31.94,75.49,18.47,45.3,True
152,POOL,Pool Corporation,Consumer Cyclical,Leisure,21266.23,66.5,18.0,58.25,60.1,552.22,566.71,2.62,-3.13%,-8.79%,16.45%,11.52%,37.22%,-9.40%,550.24,499.2,442.91,582.26,305.47,47.58,True
153,PSTG,"Pure Storage, Inc.",Technology,Computer Hardware,8729.01,79.0,14.0,61.82,69.51,30.63,35.94,17.34,-4.84%,-8.07%,14.86%,62.45%,25.82%,-10.02%,28.55,27.07,22.54,32.56,16.79,51.61,True
154,PVBC,"Provident Bancorp, Inc.",Financial,Banks - Regional,317.66,74.0,12.0,39.75,79.31,17.84,24.0,34.53,-1.09%,-0.77%,10.91%,9.70%,49.50%,-2.74%,19.21,17.65,16.1,20.14,10.12,41.92,True
158,RCUS,"Arcus Biosciences, Inc.",Healthcare,Biotechnology,2672.91,81.5,7.0,57.86,60.85,43.13,64.6,49.78,-4.96%,-9.07%,17.85%,29.39%,3.64%,-8.62%,40.63,36.79,31.96,49.1,22.36,48.79,True
159,RMBS,Rambus Inc.,Technology,Semiconductors,3132.35,66.5,17.0,68.65,71.12,27.24,29.83,9.51,0.47%,-0.25%,28.62%,22.50%,40.98%,-4.59%,25.35,23.69,22.04,27.99,15.81,50.72,True
162,RVI,Retail Value Inc.,Real Estate,REIT - Retail,135.37,74.0,26.0,52.55,122.52,5.98,28.0,368.23,2.06%,6.27%,23.51%,39.72%,119.55%,0.31%,6.1,5.52,4.33,6.84,2.49,50.85,True
163,SAIA,"Saia, Inc.",Industrials,Trucking,7769.72,69.0,23.0,44.02,89.74,316.15,336.6,6.47,-3.26%,-13.17%,14.42%,39.65%,51.23%,-16.02%,345.14,293.87,242.63,365.49,171.16,45.34,True
164,SBNY,Signature Bank,Financial,Banks - Regional,21992.94,81.5,13.0,42.13,169.45,305.01,378.28,24.02,7.33%,23.82%,22.87%,47.02%,138.10%,13.15%,323.07,303.83,257.0,342.02,113.29,45.54,True
165,SCVL,"Shoe Carnival, Inc.",Consumer Cyclical,Apparel Retail,1077.68,86.5,13.0,44.23,113.84,37.73,57.5,52.4,-0.55%,0.13%,17.72%,12.42%,79.70%,-3.28%,40.85,36.4,33.25,46.21,17.68,47.91,True
166,SFST,"Southern First Bancshares, Inc.",Financial,Banks - Regional,488.08,66.5,14.0,47.18,83.48,59.16,64.33,8.74,-3.07%,4.02%,14.94%,19.65%,62.58%,-1.01%,61.54,56.6,51.88,65.59,31.95,42.56,True
167,SGH,"SMART Global Holdings, Inc.",Technology,Semiconductors,1568.15,81.5,46.0,56.18,85.79,58.4,86.17,47.55,4.00%,7.24%,23.70%,19.77%,70.57%,-9.87%,58.15,52.49,48.88,60.75,31.0,61.23,True
168,SHYF,"The Shyft Group, Inc.",Industrials,Farm & Heavy Construction Machinery,1706.49,81.5,19.0,49.47,87.47,47.86,54.67,14.23,-6.27%,-4.43%,21.13%,22.40%,53.64%,-4.68%,49.86,43.51,39.68,54.5,25.3,49.99,True
169,SI,Silvergate Capital Corporation,Financial,Banks - Regional,4280.24,74.0,18.0,51.99,474.54,198.29,201.67,1.7,2.15%,0.15%,-11.28%,51.64%,100.87%,-6.05%,206.96,167.9,129.28,239.25,35.0,48.0,True
170,SITE,"SiteOne Landscape Supply, Inc.",Industrials,Industrial Distribution,10094.65,64.0,12.0,46.49,74.05,237.53,241.12,1.51,-7.37%,-10.50%,6.02%,26.50%,24.92%,-13.27%,246.99,225.79,189.66,259.99,130.82,40.83,True
171,SITM,SiTime Corporation,Technology,Semiconductors,5109.34,81.5,12.0,61.79,243.2,302.44,327.67,8.34,0.44%,-6.37%,17.26%,116.06%,94.53%,-14.22%,275.17,244.42,157.79,319.54,75.81,51.76,True
175,STC,Stewart Information Services Corporation,Financial,Insurance - Property & Casualty,2134.72,91.5,26.0,42.59,70.1,71.87,92.5,28.7,0.52%,4.26%,15.53%,39.75%,52.71%,-1.49%,75.74,70.49,60.56,80.14,42.33,53.36,True
177,SUM,"Summit Materials, Inc.",Basic Materials,Building Materials,4705.47,76.5,9.0,41.44,96.32,36.44,43.78,20.14,-1.27%,0.26%,20.49%,14.47%,63.71%,-3.01%,39.12,35.59,32.66,41.46,18.8,42.31,True
178,SWCH,"Switch, Inc.",Technology,Information Technology Services,6486.14,81.5,9.0,48.9,73.21,25.83,30.14,16.69,-0.53%,-1.82%,6.00%,27.65%,53.45%,-7.47%,25.78,25.53,21.37,27.94,13.38,46.47,True
179,TBK,"Triumph Bancorp, Inc.",Financial,Banks - Regional,2922.87,64.0,43.0,52.92,180.26,125.72,130.86,4.09,0.10%,-7.25%,8.86%,56.33%,96.70%,-2.91%,128.48,114.39,89.54,135.58,44.58,53.31,True
182,THRY,"Thryv Holdings, Inc.",Communication Services,Internet Content & Information,1197.62,84.0,19.0,67.34,302.99,38.82,47.0,21.07,-8.67%,-2.74%,13.08%,13.56%,77.67%,-14.69%,35.16,31.79,29.03,41.86,9.69,56.78,True
183,TITN,Titan Machinery Inc.,Industrials,Industrial Distribution,754.75,81.5,19.0,47.06,81.94,31.39,41.67,32.75,-3.45%,0.15%,21.81%,13.65%,50.62%,-2.85%,32.93,29.47,28.11,38.58,17.92,49.19,True
184,TRNS,"Transcat, Inc.",Industrials,Industrial Distribution,721.2,79.0,18.0,50.95,180.66,88.09,92.5,5.01,2.87%,4.10%,32.39%,58.74%,176.44%,0.16%,92.21,78.22,61.22,101.06,31.1,49.32,True
187,TVTX,"Travere Therapeutics, Inc.",Healthcare,Biotechnology,1728.43,86.5,19.0,45.24,24.51,27.99,40.14,43.41,-8.64%,-3.74%,6.66%,95.33%,-5.04%,-13.79%,29.65,27.11,22.16,33.09,12.75,50.25,True
192,VERA,"Vera Therapeutics, Inc.",Healthcare,Biotechnology,524.92,81.5,17.0,66.09,0.0,33.28,49.67,49.25,-1.43%,-7.56%,24.79%,47.65%,,-17.66%,24.84,20.06,18.18,35.8,11.3,54.86,True
194,VREX,Varex Imaging Corporation,Healthcare,Medical Devices,1198.64,91.5,5.0,49.44,71.16,28.27,41.0,45.03,-5.21%,8.85%,12.06%,12.36%,63.58%,-6.05%,28.4,27.7,25.94,30.56,15.65,48.65,True
195,VRTV,Veritiv Corporation,Industrials,Business Equipment & Supplies,1614.13,99.0,26.0,41.74,578.36,122.67,155.0,26.36,-7.58%,-9.72%,8.53%,72.42%,357.65%,-15.09%,142.51,115.26,71.64,158.98,17.79,55.58,True
196,WD,"Walker & Dunlop, Inc.",Financial,Mortgage Finance,4822.14,84.0,10.0,51.02,75.84,142.48,171.2,20.16,2.33%,3.38%,20.12%,49.72%,66.02%,-0.31%,146.57,131.39,110.82,156.78,77.77,48.34,True
198,WIRE,Encore Wire Corporation,Industrials,Electrical Equipment & Parts,2836.92,86.5,18.0,57.55,171.84,141.29,160.0,13.24,-3.36%,3.53%,27.65%,89.37%,113.48%,-7.79%,142.67,121.11,87.55,151.65,51.36,54.02,True
199,WMS,"Advanced Drainage Systems, Inc.",Industrials,Building Products & Equipment,9344.14,69.0,31.0,45.65,77.36,121.51,151.25,24.48,-3.22%,-4.83%,14.01%,11.42%,40.01%,-7.02%,127.06,116.93,112.78,134.85,69.66,48.55,True
200,WSC,WillScot Mobile Mini Holdings Corp.,Industrials,Rental & Leasing Services,9012.85,84.0,16.0,51.86,77.08,37.51,43.5,15.97,-1.87%,-1.02%,20.49%,40.31%,45.52%,-4.97%,38.03,34.82,29.88,40.19,20.9,50.62,True
201,WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies,31042.25,74.0,8.0,52.22,60.87,435.41,457.0,4.96,-0.67%,-8.99%,-0.24%,7.88%,34.65%,-14.44%,431.23,425.66,370.5,475.34,253.85,44.74,True
204,XPOF,"Xponential Fitness, Inc.",Consumer Cyclical,Leisure,807.68,89.0,42.0,46.47,0.0,18.76,27.25,45.26,-14.61%,-17.72%,20.38%,,,-19.37%,20.47,16.66,14.36,24.73,9.87,59.16,True
206,ZS,"Zscaler, Inc.",Technology,Software - Infrastructure,38179.11,71.5,15.0,43.59,122.77,318.21,388.72,22.16,4.44%,-11.20%,-4.42%,24.93%,32.31%,-14.74%,345.43,309.3,236.06,376.09,143.4,43.36,True
