"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"EQOS","Eqonex Limited","Financial","Capital Markets",171.10,,,,,38.80,10.36%,0.00%,12.40%,5.04%,6.98%,,-12.85%,-17.88%,-12.50%,-30.11%,-52.88%,-72.68%,,13.49%,-16.87%,1.21%,-37.45%,-37.00%,42.72%,-80.78%,42.72%,45.07,2.00,4.41,6.01%,312793,14.14
"EQR","Equity Residential","Real Estate","REIT - Residential",33687.75,31.66,2.74%,0.80%,-1.30%,374.31,0.20%,-41.59%,92.80%,-0.34%,1.51%,57.20%,0.75%,2.10%,6.08%,14.51%,43.31%,48.14%,0.81,1.91%,2.12%,4.38%,11.67%,-0.31%,11.36%,-0.31%,56.60%,58.70,2.80,87.82,1.34%,1064370,89.68
"EQS","Equus Total Return, Inc.","Financial","Asset Management",32.04,,,,,13.52,77.15%,-15.03%,1.52%,,0.04%,,2.16%,6.76%,-11.24%,24.74%,106.09%,9.72%,,4.44%,1.41%,3.24%,10.12%,-5.20%,16.18%,-18.55%,134.65%,53.95,,2.37,-1.25%,11658,
"EQT","EQT Corporation","Energy","Oil & Gas E&P",8158.54,,,-54.00%,5.50%,356.79,0.30%,3.88%,86.70%,17.13%,,,-0.42%,-5.46%,22.77%,2.60%,33.38%,67.58%,1.12,4.50%,2.05%,3.11%,8.06%,-6.99%,18.14%,-8.35%,73.59%,53.54,2.10,21.30,0.80%,3758570,31.55
"EQWL","Invesco S&P 100 Equal Weight ETF","Financial","Exchange Traded Fund",,,1.66%,,,,,,,,,,-0.06%,1.35%,3.13%,7.03%,26.43%,24.89%,,0.48%,0.29%,2.76%,7.16%,-1.11%,7.79%,-1.11%,28.71%,58.74,,85.58,0.02%,582,
"EQX","Equinox Gold Corp.","Basic Materials","Gold",2307.56,,,,,300.51,12.76%,0.00%,41.90%,-0.37%,4.38%,,-11.81%,-6.51%,15.46%,-18.89%,-22.43%,-27.76%,0.74,3.73%,-5.50%,-0.79%,-4.30%,-13.44%,16.36%,-33.54%,26.61%,41.75,,7.47,-0.13%,748177,13.25
"ERC","Wells Fargo Advantage Multi-Sector Income Fund","Financial","Asset Management",372.74,,8.51%,,,28.07,0.06%,0.00%,25.60%,,,,-1.26%,1.76%,1.68%,3.51%,13.21%,9.39%,,1.13%,-1.30%,-1.46%,2.49%,-5.61%,2.87%,-5.61%,14.38%,42.68,,13.28,0.61%,45800,
"ERESU","East Resources Acquisition Company","Financial","Shell Companies",,,,,,,0.01%,,35.98%,,0.00%,,-0.20%,-0.24%,0.79%,0.20%,2.00%,-3.50%,,0.33%,-0.22%,0.42%,-1.51%,-1.21%,11.48%,-11.99%,13.08%,50.47,,10.20,0.00%,59,
"ERF","Enerplus Corporation","Energy","Oil & Gas E&P",2869.69,,1.04%,10.90%,-3.60%,256.35,1.30%,0.00%,28.30%,2.12%,2.54%,12.60%,8.04%,11.33%,89.80%,66.82%,280.29%,238.98%,2.94,4.71%,6.93%,19.45%,60.27%,-1.49%,80.29%,-1.49%,327.82%,63.29,2.00,10.61,0.19%,2230992,13.74
"ERH","Wells Fargo Advantage Utilities and High Income Fund","Financial","Asset Management",135.42,81.06,5.89%,,,9.28,0.08%,0.00%,5.65%,,,,0.55%,1.81%,0.62%,4.21%,17.38%,13.54%,,1.78%,0.91%,3.34%,5.07%,-3.76%,13.28%,-4.20%,17.76%,57.98,,14.59,-0.61%,6650,
"ERIC","Telefonaktiebolaget LM Ericsson (publ)","Technology","Communication Equipment",34850.91,15.29,1.92%,5.00%,-1.20%,3330.00,0.90%,0.00%,10.10%,1.54%,0.21%,13.40%,-4.83%,-6.03%,-12.27%,-21.50%,-14.36%,-12.64%,0.29,1.33%,-3.96%,-7.33%,-15.93%,-14.71%,3.11%,-31.83%,3.11%,37.16,2.00,10.44,1.26%,7640368,15.44
"ERIE","Erie Indemnity Company","Financial","Insurance Brokers",9963.76,40.53,1.95%,11.00%,11.00%,52.29,0.80%,0.11%,37.10%,0.02%,3.64%,12.30%,-5.86%,5.38%,21.87%,4.99%,-7.30%,-13.66%,0.44,2.55%,-2.85%,5.86%,4.03%,-9.75%,20.14%,-20.52%,25.56%,48.15,2.00,212.04,-0.40%,126236,
"ERII","Energy Recovery, Inc.","Industrials","Pollution & Treatment Controls",1236.00,105.28,,32.50%,21.60%,57.03,1.70%,-64.78%,62.00%,3.70%,4.84%,12.00%,-1.01%,15.13%,14.48%,20.16%,103.16%,65.18%,1.24,3.53%,2.17%,9.61%,14.53%,-9.84%,21.78%,-9.84%,112.15%,56.02,2.00,22.53,-0.53%,202027,26.50
"ERJ","Embraer S.A.","Industrials","Aerospace & Defense",2800.16,,,-12.62%,-0.70%,183.69,12.40%,0.00%,37.60%,-6.16%,2.92%,5.00%,-2.77%,-11.42%,-16.30%,9.43%,135.46%,116.45%,1.07,4.25%,-7.16%,-12.18%,6.48%,-24.02%,3.58%,-24.02%,147.32%,39.06,2.50,14.74,0.00%,1340407,21.82
"ERM","EquityCompass Risk Manager ETF","Financial","Exchange Traded Fund",,,1.08%,,,,,,,,,,-0.80%,0.31%,1.87%,3.70%,39.05%,23.33%,,0.44%,-0.55%,1.28%,4.68%,-2.18%,5.10%,-2.18%,28.05%,49.51,,25.81,-0.23%,226,
"ERTH","Invesco MSCI Sustainable Future ETF","Financial","Exchange Traded Fund",,,0.50%,,,,,,,,,,-0.54%,2.89%,7.66%,10.71%,20.11%,8.79%,,1.58%,-0.63%,5.12%,7.32%,-3.08%,16.28%,-3.08%,21.61%,55.02,,71.31,0.19%,32904,
"ERUS","iShares, Inc. - iShares MSCI Russia ETF","Financial","Exchange Traded Fund",,,4.48%,,,,,,,,,,-7.17%,-13.70%,3.17%,5.06%,24.73%,21.45%,,1.20%,-8.25%,-8.27%,3.03%,-14.22%,3.02%,-14.22%,28.16%,33.84,,45.29,-1.88%,104799,
"ERX","Direxion Daily Energy Bull 2X Shares","Financial","Exchange Traded Fund",,,1.60%,,,,,,,,,,2.21%,-4.74%,44.66%,21.54%,97.77%,122.58%,,3.97%,0.96%,7.78%,22.82%,-5.56%,51.95%,-5.56%,139.97%,54.37,,31.94,2.04%,3063729,
"ERY","Direxion Daily Energy Bear 2X Shares","Financial","Exchange Traded Fund",,,,,,,,,,,,,-3.26%,2.40%,-36.71%,-31.73%,-67.33%,-69.15%,,3.92%,-2.37%,-11.25%,-31.56%,-37.93%,4.05%,-72.65%,4.05%,42.76,,10.67,-2.02%,2023699,
"ERYP","ERYTECH Pharma S.A.","Healthcare","Biotechnology",71.69,,,,,22.84,,,8.10%,2.75%,0.27%,,-0.82%,-19.54%,-59.23%,-58.87%,-69.36%,-73.67%,2.19,5.62%,-5.71%,-46.01%,-59.45%,-62.62%,5.65%,-81.31%,5.65%,23.71,1.70,2.43,0.41%,12503,3.20
"ES","Eversource Energy","Utilities","Utilities - Regulated Electric",28973.02,24.67,2.84%,5.10%,2.30%,344.02,0.10%,-3.57%,81.70%,1.72%,1.24%,20.50%,1.38%,-1.28%,-5.94%,4.66%,-2.90%,-1.83%,0.39,1.64%,1.11%,0.71%,0.09%,-3.41%,5.70%,-8.34%,10.82%,53.45,2.60,84.93,-0.32%,781270,90.72
"ESACU","ESGEN Acquisition Corporation","Financial","Shell Companies",,,,,,,,,,,,,-0.39%,,,,,1.19%,,,0.53%,0.53%,0.53%,-1.98%,1.29%,-1.98%,1.29%,,,10.17,0.00%,0,
"ESBA","Empire State Realty OP, L.P.","Real Estate","REIT - Diversified",236.36,25.98,1.37%,,,23.15,,,3.10%,,,,2.82%,-2.95%,-2.99%,-11.79%,80.71%,11.71%,,2.05%,0.70%,0.21%,-6.63%,-10.08%,14.33%,-21.76%,14.98%,50.63,,10.21,3.03%,3537,
"ESBK","Elmira Savings Bank","Financial","Banks - Regional",81.22,14.91,2.62%,1.20%,2.80%,3.52,3.10%,0.00%,9.50%,-2.03%,0.17%,79.30%,0.26%,0.57%,67.62%,68.23%,115.85%,98.95%,1.07,0.14%,0.33%,12.65%,47.64%,-0.22%,78.75%,-0.22%,101.23%,82.44,,22.88,0.09%,5235,
"ESCA","Escalade, Incorporated","Consumer Cyclical","Leisure",265.05,11.12,2.86%,17.50%,11.40%,13.71,3.30%,-22.06%,29.80%,0.75%,2.50%,10.30%,1.03%,1.56%,-15.99%,-22.75%,-7.46%,-7.46%,1.37,3.30%,2.12%,1.73%,-9.90%,-4.90%,8.35%,-23.83%,8.83%,53.34,,19.59,0.10%,10319,28.00
"ESE","ESCO Technologies Inc.","Technology","Scientific & Technical Instruments",2283.01,110.46,0.36%,-11.20%,6.30%,26.05,1.30%,0.00%,95.70%,0.48%,1.39%,11.60%,-4.66%,4.66%,-0.77%,-5.59%,-13.38%,-13.53%,1.06,2.13%,-0.73%,6.14%,-6.28%,-7.04%,18.70%,-22.95%,18.70%,50.91,2.00,89.25,-2.29%,47272,115.33
"ESEA","Euroseas Ltd.","Industrials","Marine Shipping",187.40,14.83,,15.20%,7.20%,6.78,34.80%,0.00%,11.50%,71.41%,4.37%,27.00%,-1.98%,-22.14%,12.65%,63.48%,650.45%,365.75%,0.56,8.51%,-18.99%,-20.92%,22.29%,-35.44%,5.38%,-35.44%,737.39%,38.56,2.00,25.29,1.20%,107477,45.00
"ESG","FlexShares STOXX US ESG Select Index Fund","Financial","Exchange Traded Fund",,,1.14%,,,,,,,,,,0.02%,2.77%,5.28%,12.23%,29.75%,25.75%,,0.62%,0.78%,4.07%,9.86%,-0.87%,9.83%,-0.87%,31.55%,65.09,,114.99,0.20%,9270,
"ESGC","Eros STX Global Corporation","Communication Services","Entertainment",143.93,,,-11.32%,,357.23,11.31%,0.00%,32.03%,,6.77%,,-7.68%,-50.60%,-38.35%,-66.70%,-82.71%,-77.86%,,13.80%,-44.80%,-49.59%,-67.35%,-59.69%,21.72%,-84.68%,21.72%,29.04,2.00,0.40,-1.35%,1244326,3.50
"ESGD","iShares ESG Aware MSCI EAFE ETF","Financial","Exchange Traded Fund",,,1.51%,,,,,,,,,,-2.21%,-1.67%,-0.91%,-1.66%,11.66%,8.83%,,0.56%,-2.36%,-1.11%,0.23%,-3.60%,3.54%,-3.80%,13.43%,36.02,,79.49,-0.64%,600762,
"ESGE","iShares ESG Aware MSCI EM ETF","Financial","Exchange Traded Fund",,,1.26%,,,,,,,,,,-2.43%,-3.32%,-1.29%,-7.10%,2.15%,-1.50%,,0.78%,-1.80%,-1.68%,-4.69%,-4.81%,2.43%,-12.71%,4.76%,38.01,,41.35,-0.27%,1072875,
"ESGR","Enstar Group Limited","Financial","Insurance - Diversified",4281.57,4.50,,46.80%,24.10%,18.35,0.40%,2.81%,80.50%,-11.17%,0.62%,,0.19%,-0.61%,-0.35%,-7.20%,14.71%,14.07%,0.62,2.11%,-0.48%,-1.08%,-3.94%,-6.04%,3.38%,-13.16%,23.91%,46.50,,233.71,-0.82%,22157,
"ESGU","iShares ESG Aware MSCI USA ETF","Financial","Exchange Traded Fund",,,1.16%,,,,,,,,,,-0.02%,2.44%,4.61%,11.72%,28.82%,24.61%,,0.76%,0.56%,3.64%,9.31%,-1.05%,9.76%,-1.05%,30.24%,62.61,,107.20,0.29%,903812,
"ESGV","Vanguard ESG U.S. Stock ETF","Financial","Exchange Traded Fund",,,1.03%,,,,,,,,,,-0.22%,2.82%,4.91%,12.54%,30.02%,24.55%,,0.83%,0.49%,3.83%,9.68%,-1.23%,10.28%,-1.23%,31.53%,61.24,,87.40,0.30%,157325,
"ESI","Element Solutions Inc","Basic Materials","Specialty Chemicals",5981.36,26.93,0.97%,17.10%,-6.10%,247.60,0.20%,0.00%,97.90%,-0.44%,1.50%,14.00%,-1.20%,9.03%,7.18%,4.54%,72.55%,38.97%,1.53,3.14%,-0.18%,6.22%,11.96%,-8.47%,22.40%,-8.47%,81.31%,53.00,2.10,24.64,-0.85%,658663,28.17
"ESLT","Elbit Systems Ltd.","Industrials","Aerospace & Defense",6804.30,25.91,1.21%,2.60%,8.50%,44.20,45.70%,0.00%,6.20%,-7.43%,0.47%,6.70%,-0.86%,-3.48%,4.70%,14.99%,25.58%,16.04%,0.84,1.63%,-1.56%,1.59%,8.69%,-6.75%,6.74%,-6.75%,30.17%,49.95,2.50,151.78,-0.35%,38680,157.00
"ESML","iShares ESG Aware MSCI USA Small-Cap ETF","Financial","Exchange Traded Fund",,,0.94%,,,,,,,,,,-1.26%,1.35%,4.94%,3.78%,28.15%,21.39%,,1.29%,-1.12%,1.77%,4.26%,-3.76%,7.89%,-3.76%,30.82%,48.51,,41.43,0.15%,81868,
"ESMT","EngageSmart, LLC","Technology","Software - Application",3881.61,,,,,161.60,0.60%,0.00%,86.70%,,0.26%,1.20%,-16.29%,-32.28%,,,,-34.20%,,7.47%,-23.50%,-28.98%,-28.98%,-42.18%,12.47%,-42.18%,12.47%,26.81,,22.45,5.75%,475808,39.06
"ESNT","Essent Group Ltd.","Financial","Mortgage Finance",4984.98,8.17,1.58%,17.80%,22.00%,111.00,0.20%,-10.31%,96.60%,-2.98%,0.91%,74.60%,-0.13%,-7.56%,-2.07%,-5.95%,-1.64%,5.32%,1.30,2.22%,-3.10%,-2.24%,-1.98%,-8.87%,6.46%,-16.08%,14.84%,41.27,1.90,45.50,0.09%,484572,56.80
"ESP","Espey Mfg. & Electronics Corp.","Industrials","Electrical Equipment & Parts",40.66,,,-15.50%,0.20%,2.42,45.58%,0.00%,13.20%,-3.12%,0.30%,-1.10%,-3.93%,-4.76%,-0.35%,-5.50%,-24.26%,-23.76%,0.19,3.20%,-5.08%,-2.80%,-7.22%,-12.98%,8.83%,-37.30%,8.83%,43.73,3.00,14.42,3.00%,4526,
"ESPO","VanEck Vectors Video Gaming and eSports ETF","Financial","Exchange Traded Fund",,,0.12%,,,,,,,,,,-2.01%,6.40%,9.89%,5.54%,17.04%,5.87%,,1.75%,1.54%,7.31%,6.29%,-3.72%,19.06%,-8.93%,19.06%,56.75,,74.12,1.33%,96542,
"ESPR","Esperion Therapeutics, Inc.","Healthcare","Biotechnology",231.08,,,-18.20%,,26.45,16.80%,2.02%,90.00%,-10.90%,34.96%,,-2.29%,-3.39%,-41.79%,-61.93%,-72.09%,-70.42%,0.88,9.93%,-15.98%,-23.82%,-59.73%,-41.48%,10.33%,-80.53%,10.33%,41.57,2.50,7.69,-23.25%,6983275,15.91
"ESQ","Esquire Financial Holdings, Inc.","Financial","Banks - Regional",278.30,18.19,,58.50%,25.40%,7.46,2.40%,0.00%,54.40%,12.06%,0.80%,74.60%,0.43%,10.81%,34.70%,41.67%,88.44%,82.65%,1.10,3.60%,2.78%,11.08%,34.83%,-6.56%,34.50%,-6.56%,105.57%,60.89,,35.05,0.14%,8549,36.00
"ESRT","Empire State Realty Trust, Inc.","Real Estate","REIT - Diversified",1817.42,,1.36%,-18.40%,-1.50%,172.49,0.42%,0.00%,99.10%,2.66%,5.95%,12.50%,2.49%,-4.01%,1.38%,-12.87%,4.36%,10.41%,1.09,3.31%,1.42%,0.06%,-7.08%,-7.05%,8.43%,-21.51%,18.00%,51.29,2.60,10.29,3.63%,1456147,12.14
"ESS","Essex Property Trust, Inc.","Real Estate","REIT - Residential",23467.75,52.02,2.34%,20.00%,4.60%,65.05,0.10%,-59.07%,98.30%,0.36%,1.82%,36.50%,2.80%,5.57%,12.13%,22.56%,38.72%,50.47%,0.75,1.88%,4.21%,6.89%,15.92%,1.02%,12.61%,1.02%,57.52%,67.43,2.60,357.25,1.66%,245562,352.48
"ESSA","ESSA Bancorp, Inc.","Financial","Banks - Regional",182.80,10.38,2.76%,8.50%,3.40%,9.91,5.50%,0.17%,40.80%,-1.38%,0.12%,81.10%,0.40%,8.36%,3.89%,9.11%,8.77%,15.73%,0.46,1.69%,3.93%,4.90%,6.52%,-0.23%,17.38%,-4.77%,23.91%,65.56,3.00,17.36,1.22%,1304,18.00
"ESTA","Establishment Labs Holdings Inc.","Healthcare","Medical Devices",1590.89,,,,54.60%,24.09,0.50%,-2.81%,65.40%,4.92%,2.20%,-20.10%,-5.79%,-14.87%,-7.14%,-16.01%,157.76%,77.36%,1.08,6.01%,-8.48%,-8.63%,-7.66%,-21.89%,12.39%,-24.70%,161.09%,40.83,1.70,66.76,3.15%,152773,91.33
"ESTC","Elastic N.V.","Technology","Software - Application",14779.96,,,,,91.20,9.00%,-9.51%,79.70%,2.82%,10.84%,-19.50%,-13.97%,-8.82%,2.35%,32.20%,35.43%,7.27%,,4.77%,-9.77%,-5.79%,9.28%,-17.43%,12.40%,-17.43%,60.13%,38.52,1.80,156.75,1.90%,1848314,187.47
"ESTE","Earthstone Energy, Inc.","Energy","Oil & Gas E&P",997.91,,,44.30%,24.90%,49.24,1.60%,-6.21%,75.90%,5.76%,2.40%,35.80%,-0.56%,3.42%,32.25%,11.13%,165.16%,98.50%,2.62,5.52%,-3.64%,2.63%,15.60%,-16.03%,34.78%,-19.54%,199.72%,48.33,2.10,10.58,-1.49%,329880,17.16
"ESXB","Community Bankers Trust Corporation","Financial","Banks - Regional",276.59,11.54,2.28%,51.70%,6.00%,22.34,2.20%,-2.37%,56.30%,0.43%,0.13%,83.20%,2.00%,4.70%,10.25%,38.69%,82.17%,81.63%,1.21,2.31%,2.20%,7.01%,20.82%,-1.76%,23.46%,-1.76%,90.97%,61.16,2.70,12.26,-0.16%,234576,11.53
"ET","Energy Transfer LP","Energy","Oil & Gas Midstream",24967.03,4.91,6.75%,-17.20%,-1.60%,2705.20,1.80%,6.83%,38.20%,0.20%,3.46%,14.30%,0.67%,-8.32%,-1.74%,-9.69%,34.72%,46.28%,2.27,2.86%,-2.71%,-4.95%,-2.46%,-11.55%,5.12%,-21.73%,49.92%,43.03,1.70,9.04,1.01%,8559621,14.06
"ETAC","E.Merge Technology Acquisition Corp.","Financial","Shell Companies",752.09,118.92,,,,76.20,,,85.00%,2.00%,0.14%,,0.30%,0.30%,1.02%,1.44%,0.71%,-3.52%,,0.24%,0.25%,0.45%,0.28%,-0.40%,1.02%,-10.27%,2.81%,60.54,,9.87,0.30%,35816,
"ETACU","E.Merge Technology Acquisition Corp.","Financial","Shell Companies",,,,,,,,,11.28%,,0.00%,,-0.13%,0.30%,-0.39%,-0.59%,0.10%,-5.35%,,0.16%,0.19%,0.58%,-2.28%,-0.59%,1.31%,-14.49%,2.33%,54.35,,10.09,0.00%,0,
"ETB","Eaton Vance Tax-Managed Buy-Write Income Fund","Financial","Closed-End Fund - Equity",447.49,26.67,7.78%,,,26.76,,,18.22%,,,,-1.70%,1.33%,2.01%,3.02%,16.84%,11.47%,,1.01%,-0.35%,1.63%,3.16%,-2.79%,7.73%,-2.79%,18.16%,50.46,,16.72,0.06%,44413,
"ETD","Ethan Allen Interiors Inc.","Consumer Cyclical","Furnishings, Fixtures & Appliances",619.69,8.57,4.19%,3.40%,-2.90%,25.38,7.80%,-0.89%,90.30%,2.07%,10.29%,13.00%,-2.13%,0.38%,0.34%,-16.36%,34.32%,24.55%,1.08,3.20%,-2.14%,-1.77%,-6.50%,-8.15%,6.09%,-23.54%,38.91%,44.69,2.30,23.88,-1.04%,216765,28.00
"ETG","Eaton Vance Tax-Advantaged Global Dividend Income Fund","Financial","Closed-End Fund - Equity",5474.19,,6.98%,-3.70%,,189.22,,,18.22%,,0.09%,,-1.32%,1.18%,1.92%,8.92%,32.25%,22.47%,1.35,0.86%,-0.68%,1.45%,7.66%,-2.19%,7.45%,-2.19%,33.51%,49.16,,22.35,-0.22%,64829,
"ETHO","Etho Climate Leadership U.S. ETF","Financial","Exchange Traded Fund",,,0.69%,,,,,,,,,,-1.23%,3.21%,5.03%,10.02%,29.10%,22.22%,,0.88%,-0.08%,3.74%,8.19%,-2.30%,9.67%,-2.30%,29.90%,55.92,,64.90,0.12%,8624,
"ETJ","Eaton Vance Risk-Managed Diversified Equity Income Fund","Financial","Closed-End Fund - Equity",697.85,,8.33%,,,63.91,,,18.70%,,,,-5.29%,-4.71%,-0.64%,-0.82%,6.54%,5.30%,,0.99%,-4.63%,-2.40%,-1.67%,-5.86%,2.54%,-6.98%,9.31%,28.63,,10.92,-0.36%,255093,
"ETN","Eaton Corporation plc","Industrials","Specialty Industrial Machinery",68544.11,33.18,1.78%,-3.70%,-3.10%,398.90,0.10%,-36.16%,82.90%,-0.37%,0.68%,15.20%,-1.24%,5.96%,0.94%,18.23%,38.70%,42.29%,1.19,1.75%,0.24%,5.47%,13.15%,-2.71%,16.02%,-2.71%,50.23%,56.18,2.10,170.95,-0.94%,1229751,180.20
"ETNB","89bio, Inc.","Healthcare","Biotechnology",311.65,,,,,20.09,0.20%,466.34%,99.21%,2.04%,3.96%,,-8.68%,-13.79%,-22.63%,-21.86%,-44.56%,-38.70%,,6.01%,-14.26%,-18.49%,-26.95%,-30.41%,5.06%,-47.17%,5.06%,29.56,1.50,14.94,2.33%,27275,50.38
"ETO","Eaton Vance Tax-Advantaged Global Dividend Opportunities Fund","Financial","Closed-End Fund - Equity",496.62,79.97,6.79%,,,15.68,,,10.68%,,,,-3.53%,-0.38%,-1.40%,9.58%,33.74%,25.33%,,1.01%,-3.52%,-1.17%,7.04%,-5.58%,6.81%,-8.68%,35.57%,35.72,,31.67,-0.53%,45205,
"ETON","Eton Pharmaceuticals, Inc.","Healthcare","Biotechnology",105.36,,,,,25.28,4.30%,-59.80%,25.30%,-12.42%,2.62%,-61.80%,-6.70%,-23.67%,-13.25%,-49.12%,-40.66%,-46.86%,,6.77%,-19.37%,-17.16%,-32.97%,-35.71%,3.10%,-58.06%,7.20%,32.53,2.00,4.32,2.13%,265231,12.00
"ETR","Entergy Corporation","Utilities","Utilities - Diversified",21289.58,17.19,3.57%,55.20%,-2.60%,200.96,0.10%,-9.09%,91.00%,3.80%,1.87%,14.50%,0.59%,2.41%,-6.40%,1.53%,-3.80%,6.57%,0.60,1.83%,2.33%,2.47%,2.74%,-6.94%,8.03%,-7.49%,24.04%,57.97,2.10,106.40,0.09%,1173245,116.92
"ETRN","Equitrans Midstream Corporation","Energy","Oil & Gas Midstream",4759.10,17.11,5.60%,4.30%,19.00%,433.02,0.10%,0.00%,89.00%,-0.63%,2.57%,49.50%,1.61%,-2.28%,22.82%,29.35%,24.83%,33.21%,,3.35%,3.21%,2.55%,20.79%,-7.03%,18.93%,-7.03%,71.91%,56.35,2.70,10.71,2.49%,2704271,11.32
"ETSY","Etsy, Inc.","Consumer Cyclical","Internet Retail",37057.34,87.17,,45.80%,44.50%,126.63,0.50%,-39.71%,91.20%,1.07%,8.34%,21.70%,5.17%,19.95%,39.66%,78.07%,115.78%,66.89%,1.64,5.72%,12.65%,25.05%,43.53%,-1.36%,52.76%,-1.36%,122.15%,67.33,1.90,296.91,6.22%,3252451,252.61
"ETTX","Entasis Therapeutics Holdings Inc.","Healthcare","Biotechnology",130.97,,,,,47.31,40.10%,48.99%,11.10%,1.06%,2.05%,,1.84%,-3.15%,2.97%,21.49%,57.39%,12.15%,,6.30%,-2.33%,-9.38%,5.62%,-28.61%,10.36%,-28.61%,61.05%,45.74,1.80,2.77,5.32%,812161,7.25
"ETV","Eaton Vance Tax-Managed Buy-Write Opportunities Fund","Financial","Closed-End Fund - Equity",1523.42,14.25,8.09%,,,92.61,,,13.37%,,,,-1.56%,-0.60%,0.12%,2.36%,12.44%,7.17%,,0.77%,-1.06%,-0.03%,1.96%,-2.20%,3.65%,-2.20%,13.29%,42.08,,16.45,0.06%,269265,
"ETW","Eaton Vance Tax-Managed Global Buy-Write Opportunities Fund","Financial","Closed-End Fund - Foreign",1180.21,15.62,7.92%,,,107.49,,,16.67%,,,,-0.54%,-0.81%,-0.27%,0.37%,16.44%,13.43%,,0.87%,-1.17%,-0.67%,1.54%,-2.75%,3.00%,-3.43%,18.19%,39.75,,10.98,-0.09%,108119,
"ETWO","E2open Parent Holdings, Inc.","Technology","Software - Infrastructure",3583.40,,,,,294.93,5.50%,2.72%,99.50%,58.76%,,,-7.32%,-4.03%,3.32%,-6.47%,18.42%,12.08%,,4.32%,-2.08%,1.33%,8.43%,-8.78%,11.83%,-16.67%,47.09%,48.61,2.30,12.15,4.47%,2925308,14.33
"ETX","Eaton Vance Municipal Income 2028 Term Trust","Financial","Asset Management",235.39,,3.92%,,,10.85,,,18.71%,,,,-1.00%,-2.65%,-7.15%,-3.77%,0.18%,-7.39%,,2.13%,-2.13%,-2.41%,-3.72%,-7.70%,0.05%,-15.77%,0.74%,37.14,,21.69,-0.14%,8532,
"ETY","Eaton Vance Tax-Managed Diversified Equity Income Fund","Financial","Closed-End Fund - Equity",2248.45,20.19,6.82%,,,151.72,,,18.68%,,,,-0.67%,2.00%,3.20%,10.10%,24.54%,20.98%,,0.83%,0.17%,2.43%,7.11%,-1.20%,7.86%,-1.20%,24.64%,57.36,,14.82,0.27%,191046,
"EUDG","WisdomTree Europe Quality Dividend Growth Fund","Financial","Exchange Traded Fund",,,2.57%,,,,,,,,,,-2.30%,-0.76%,-4.94%,-3.01%,13.02%,8.86%,,0.49%,-2.01%,-0.73%,-0.76%,-4.41%,4.43%,-6.87%,14.05%,39.19,,33.06,-0.54%,5966,
"EUFN","iShares MSCI Europe Financials ETF","Financial","Exchange Traded Fund",,,2.58%,,,,,,,,,,-2.93%,-4.13%,0.50%,-4.04%,15.50%,15.11%,,0.77%,-3.47%,-1.33%,0.93%,-6.09%,7.51%,-6.09%,20.86%,34.70,,20.19,-0.39%,3272660,
"EUM","ProShares Short MSCI Emerging Markets","Financial","Exchange Traded Fund",,,,,,,,,,,,,2.36%,2.78%,0.00%,5.49%,-7.09%,-2.40%,,0.74%,1.51%,1.07%,3.18%,-3.07%,4.05%,-9.24%,10.84%,59.27,,12.58,0.00%,90933,
"EUO","ProShares UltraShort Euro","Financial","Exchange Traded Fund",,,,,,,,,,,,,2.07%,6.91%,9.86%,18.26%,11.99%,18.21%,,0.72%,4.79%,6.57%,11.57%,0.47%,11.19%,0.47%,20.51%,73.50,,26.62,0.80%,31224,
"EURL","Direxion Daily FTSE Europe Bull 3X Shares","Financial","Exchange Traded Fund",,,0.14%,,,,,,,,,,-8.87%,-7.54%,-8.50%,-5.87%,51.54%,36.80%,,1.67%,-8.73%,-4.31%,-0.13%,-12.30%,10.65%,-14.22%,57.47%,33.89,,35.43,-1.96%,45167,
"EURN","Euronav NV","Energy","Oil & Gas Midstream",1942.16,11.29,1.25%,,,201.68,0.24%,0.00%,36.09%,,1.81%,,-3.22%,-9.49%,18.60%,-0.41%,13.03%,20.38%,,2.32%,-5.30%,-3.65%,5.09%,-14.02%,17.94%,-14.02%,27.55%,39.23,1.70,9.63,1.37%,886082,12.05
"EUSA","iShares MSCI USA Equal Weighted ETF","Financial","Exchange Traded Fund",,,1.12%,,,,,,,,,,-1.00%,0.69%,2.98%,7.39%,27.30%,23.84%,,0.70%,-0.24%,2.20%,6.87%,-1.87%,7.18%,-1.87%,29.06%,53.24,,89.41,0.22%,29966,
"EUSC","WisdomTree Europe Hedged SmallCap Equity Fund","Financial","Exchange Traded Fund",,,3.79%,,,,,,,,,,-1.86%,0.32%,0.61%,3.85%,24.10%,20.24%,,0.27%,-1.19%,0.86%,4.26%,-2.34%,4.69%,-2.34%,23.28%,44.84,,36.93,-0.20%,9460,
