no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
2144,DSKE,"Daseke, Inc.",Industrials,Trucking,USA,738.63,16.16,9.37,0.65,0.47,6.5,5.01,8.12,,0.00%,0.72,3500.00%,8.33%,24.20%,25.00%,19.00%,61.30%,17.50%,62.5,39.66,3.50%,-11.82%,44.40%,14.94%,5.69%,4.51,4.70%,54.40%,12.40%,1.6,1.6,4.79,5.29,54.40%,7.20%,3.30%,-7.81%,3.95%,21.28%,19.90%,86.01%,15.24%,1.92,0.58,6.22%,4.30%,-0.20%,9.25%,26.66%,-12.12%,38.84%,-12.12%,106.24%,52.5,-5.70%,0.00%,500.67,0.81,11.57,-5.70%,403950,1/25/2022 8:30:00 AM,13.5,10/12/2015,11.57,0.00%,63.0,98,1.78,12.27,11.59,10.59,9.13,5.61,13.17,19.0,10.02,60.0,True
2263,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,USA,1623.12,5.85,6.79,0.45,1.15,1.39,10.26,,,0.00%,11.24,68.50%,17.05%,29.90%,13.00%,6.60%,116.10%,-10.30%,24.69,24.02,0.40%,-46.17%,,-8.49%,21.30%,11.56,7.40%,26.70%,12.90%,,,2.0,2.0,78.70%,44.10%,24.80%,-0.38%,-0.48%,11.92%,36.16%,62.80%,5.84%,1.33,2.16,3.29%,3.00%,-4.10%,0.78%,21.11%,-9.54%,10.56%,-9.54%,79.91%,44.72,-0.90%,-0.18%,442.74,0.88,65.74,-1.08%,390101,2/23/2022 4:30:00 PM,77.5,7/9/1999,65.74,0.00%,63.0,96,1.51,66.46,68.55,65.23,54.28,37.6,72.67,17.0,16.61,58.666666666666664,True
2320,EGAN,eGain Corporation,Technology,Software - Application,USA,385.1,127.5,83.79,12.75,4.56,6.98,5.62,31.57,,0.00%,0.09,-5.40%,13.82%,23.90%,10.00%,2.40%,-153.60%,20.30%,31.43,21.48,28.40%,-0.48%,55.50%,5.98%,3.70%,5.28,2.80%,6.40%,16.30%,1.7,1.7,0.0,0.0,74.80%,3.70%,3.60%,-0.51%,16.72%,16.48%,-2.90%,21.68%,17.54%,0.37,0.58,4.15%,5.62%,-3.34%,7.67%,7.89%,-14.38%,24.00%,-14.38%,38.00%,51.85,1.73%,-0.17%,150.72,0.5,11.73,1.56%,75004,2/3/2022 4:30:00 PM,19.0,9/23/1999,11.72,-0.11%,59.0,85,1.11,11.73,12.08,10.93,10.88,8.5,13.7,19.0,61.98,54.333333333333336,True
2324,EGLE,Eagle Bulk Shipping Inc.,Industrials,Marine Shipping,USA,834.34,9.36,4.5,,1.72,1.28,8.34,14.29,13.13%,0.00%,6.51,-59.80%,-9.73%,63.90%,,21.50%,552.80%,168.90%,12.8,12.65,1.70%,0.00%,71.70%,-3.81%,11.74%,5.92,0.80%,1.50%,-0.50%,1.2,1.1,0.64,0.75,59.80%,16.80%,1.70%,15.58%,36.10%,50.11%,22.45%,71.68%,33.95%,1.25,3.35,7.51%,6.05%,15.25%,28.30%,33.54%,4.82%,59.96%,4.82%,95.34%,68.9,9.73%,0.31%,250.95,3.97,60.94,10.07%,996227,3/3/2022 4:30:00 PM,68.7,6/23/2005,61.04,0.16%,75.0,95,1.43,55.37,52.88,47.5,45.64,33.5,58.14,9.0,24.07,59.666666666666664,True
2434,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,68880.79,15.04,11.03,0.2,3.7,3.16,13.22,11.68,2.50%,24.80%,7.99,864.80%,-5.71%,43.20%,73.84%,20.10%,483.80%,104.40%,584.0,583.22,0.30%,0.71%,87.90%,-0.53%,1.19%,1.57,12.60%,21.80%,17.70%,2.1,2.0,0.23,0.23,63.80%,32.80%,25.00%,4.55%,7.49%,42.97%,80.83%,66.92%,35.26%,1.79,4.49,3.26%,3.85%,6.17%,13.96%,39.83%,-0.32%,41.55%,-0.32%,95.74%,67.52,0.11%,1.07%,4450.3,1.24,120.15,1.18%,5513635,2/25/2022 8:30:00 AM,120.66,10/4/1989,120.0,-0.12%,69.0,96,1.47,118.75,113.16,105.43,87.45,62.81,120.53,19.0,1.61,61.333333333333336,True
2476,EQT,EQT Corporation,Energy,Oil & Gas E&P,USA,9400.81,,7.97,,3.07,1.0,82.46,15.48,1.89%,,-4.28,3.60%,120.40%,6.90%,5.00%,17.20%,,206.50%,377.9,374.32,0.50%,0.00%,91.80%,-0.74%,4.46%,2.04,-5.70%,-12.90%,-6.00%,0.5,0.5,0.45,0.55,29.30%,,-37.70%,14.61%,24.22%,35.51%,29.18%,52.68%,21.60%,1.08,1.14,5.46%,4.52%,16.08%,18.65%,27.47%,-1.38%,38.12%,-1.38%,68.81%,74.49,-1.12%,1.75%,8196.39,1.56,26.52,0.61%,12772041,2/9/2022 4:30:00 PM,31.91,6/5/1950,26.06,-1.73%,69.0,94,1.35,26.36,22.85,22.35,20.8,15.71,26.89,16.0,21.05,59.666666666666664,True
2523,ESTE,"Earthstone Energy, Inc.",Energy,Oil & Gas E&P,USA,1202.89,,5.59,,3.85,1.42,3007.23,6.95,,,-0.42,156.50%,113.31%,44.30%,21.00%,24.90%,209.30%,169.30%,49.24,36.85,4.10%,-1.41%,77.30%,4.26%,7.18%,4.22,-1.00%,-3.00%,-18.40%,0.3,0.3,0.57,0.57,80.00%,35.80%,-4.10%,8.85%,10.98%,42.50%,68.85%,89.68%,29.34%,2.4,0.84,6.00%,6.02%,10.07%,10.83%,32.62%,-7.33%,43.80%,-7.33%,119.72%,62.29,0.64%,2.11%,627.66,2.07,14.15,2.76%,1297513,3/10/2022 8:30:00 AM,21.25,4/18/1994,14.15,0.00%,63.0,98,1.74,13.77,12.86,12.77,10.67,6.44,15.27,31.0,54.32,64.0,True
2623,EXC,Exelon Corporation,Utilities,Utilities - Diversified,USA,41843.63,25.2,18.31,1.58,1.15,1.25,35.4,,3.08%,87.90%,1.74,-13.40%,6.73%,7.60%,16.00%,3.00%,8.60%,18.70%,982.0,977.41,0.10%,-26.30%,82.40%,0.34%,1.34%,1.2,1.30%,5.20%,3.10%,0.9,0.8,1.04,1.23,55.00%,7.50%,4.70%,2.98%,0.09%,16.55%,23.38%,51.06%,6.42%,0.46,1.03,2.30%,2.26%,3.40%,6.35%,19.80%,-1.02%,14.53%,-1.02%,57.08%,64.33,-0.63%,-0.38%,10935.93,0.92,43.83,-1.02%,10065147,,48.35,7/6/1943,43.7,-0.30%,66.0,94,1.36,44.28,42.39,41.22,36.6,28.92,44.28,21.0,9.19,60.333333333333336,True
2664,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,23215.1,11.05,7.92,1.09,3.42,2.0,35.5,6.45,1.49%,14.30%,12.17,141.40%,-9.29%,50.00%,10.12%,66.80%,218.90%,162.90%,180.18,176.52,0.20%,-13.55%,91.00%,-1.41%,3.22%,2.07,9.70%,19.30%,17.50%,1.0,1.0,0.55,0.55,81.00%,57.80%,32.10%,-2.65%,3.90%,26.83%,77.92%,59.72%,24.65%,2.31,6.55,4.67%,4.94%,2.12%,7.60%,33.90%,-5.38%,30.55%,-5.38%,103.91%,55.38,-3.36%,0.95%,2743.81,1.55,134.44,-2.44%,4259239,2/22/2022 4:30:00 PM,149.39,10/12/2012,133.08,-1.01%,72.0,97,1.55,137.8,131.65,124.94,100.4,65.93,142.09,25.0,8.41,64.66666666666667,True
2864,FLMN,Falcon Minerals Corporation,Energy,Oil & Gas E&P,USA,535.49,53.45,16.94,,9.33,2.17,148.75,,10.00%,114.50%,0.12,-70.30%,70.23%,,-6.64%,,444.70%,97.90%,46.34,41.2,11.26%,0.00%,57.60%,-3.13%,3.41%,1.8,5.80%,11.60%,4.10%,1.8,1.8,0.28,0.28,93.70%,43.40%,27.40%,8.01%,19.69%,38.08%,39.33%,26.79%,27.31%,1.63,0.25,3.62%,4.89%,11.17%,18.09%,22.45%,3.68%,37.47%,-5.78%,46.23%,73.23,3.68%,1.36%,782.43,1.23,6.2,5.08%,965371,,7.2,9/8/2017,6.21,0.16%,59.0,87,1.15,6.2,5.62,5.28,5.07,4.24,6.58,12.0,16.13,52.666666666666664,True
3051,FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,USA,46980.5,80.2,48.89,4.58,14.06,60.7,18.41,39.03,,0.00%,3.63,24.70%,20.28%,81.90%,17.50%,21.20%,34.40%,28.80%,162.9,131.31,11.60%,-0.30%,70.10%,-2.45%,1.79%,1.49,10.70%,61.70%,35.90%,1.6,1.5,1.26,0.0,76.60%,19.50%,18.20%,-15.43%,-1.90%,-3.78%,-9.00%,75.30%,-18.93%,1.17,18.78,6.93%,5.79%,-8.84%,-8.31%,-2.15%,-21.63%,10.85%,-21.63%,80.83%,41.68,-12.69%,-0.52%,1575.98,1.64,291.37,-13.14%,2578805,2/3/2022 4:30:00 PM,363.2,11/18/2009,290.99,-0.13%,63.0,98,1.74,335.46,319.63,317.77,297.78,167.08,371.77,13.0,8.27,58.0,True
3137,GATX,GATX Corporation,Industrials,Rental & Leasing Services,USA,3968.65,28.93,18.48,2.41,3.16,2.02,11.53,,1.74%,49.40%,3.98,-6.30%,9.03%,-8.80%,12.00%,-2.40%,237.00%,5.30%,35.4,34.82,1.50%,-12.19%,,-0.72%,8.37%,18.62,1.50%,7.20%,3.10%,,,2.92,2.93,75.00%,23.60%,11.40%,7.94%,9.65%,14.18%,27.31%,17.64%,10.47%,0.88,3.11,3.14%,2.52%,8.93%,10.98%,19.24%,0.43%,23.72%,0.43%,36.21%,71.31,0.25%,0.31%,156.61,1.33,115.1,0.57%,207790,1/25/2022 8:30:00 AM,120.2,11/5/1987,115.1,0.00%,69.0,82,1.08,114.45,105.67,103.71,96.53,84.5,114.6,9.0,5.02,53.333333333333336,True
3160,GCO,Genesco Inc.,Consumer Cyclical,Apparel Retail,USA,921.12,6.24,8.69,0.62,0.4,1.5,3.26,4.22,,0.00%,9.91,-200.00%,5.02%,-24.20%,10.00%,-10.00%,333.50%,25.30%,14.31,13.71,2.30%,-0.01%,95.50%,-3.71%,9.08%,7.59,8.70%,24.60%,-8.60%,1.6,0.9,0.03,0.03,47.90%,5.80%,6.10%,-3.63%,-0.50%,-5.72%,8.13%,22.76%,-3.66%,2.04,3.28,4.99%,4.86%,-5.86%,-3.09%,0.32%,-11.62%,8.74%,-16.14%,51.89%,43.38,-5.24%,1.16%,163.92,1.38,61.82,-4.14%,226181,3/10/2022 8:30:00 AM,72.67,1/5/1950,61.82,0.00%,53.0,88,1.16,64.49,65.67,63.79,61.63,40.7,73.72,15.0,12.68,52.0,True
3167,GDEN,"Golden Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,USA,1444.03,9.65,11.99,0.64,1.32,4.46,6.55,5.42,,0.00%,5.08,203.50%,23.90%,47.30%,15.00%,22.30%,186.00%,37.20%,29.04,19.18,35.30%,-8.42%,64.70%,2.89%,6.66%,3.71,9.90%,60.30%,12.40%,2.1,2.0,3.16,3.17,45.30%,15.10%,14.80%,-13.84%,11.43%,9.85%,3.83%,105.66%,-2.93%,2.64,3.14,6.38%,5.65%,-7.15%,-0.55%,2.84%,-17.31%,19.43%,-17.31%,131.48%,45.06,-8.23%,-0.17%,344.2,1.65,49.05,-8.39%,567278,2/17/2022 4:30:00 PM,69.0,1/4/1999,49.05,0.00%,75.0,99,2.05,53.54,52.82,49.32,47.69,23.65,59.32,33.0,28.88,69.0,True
3269,GLNG,Golar LNG Limited,Energy,Oil & Gas Midstream,Bermuda,1982.02,,22.1,,4.39,1.15,,8.65,,0.00%,-1.45,-42.70%,144.00%,6.30%,4.00%,41.30%,75.20%,-3.10%,108.2,91.24,46.50%,0.00%,72.60%,5.97%,2.52%,2.11,8.70%,25.10%,9.30%,0.7,,0.79,1.39,71.60%,85.20%,91.30%,5.80%,29.10%,62.35%,57.89%,69.83%,48.59%,0.62,0.76,4.34%,4.49%,16.98%,28.40%,43.97%,0.55%,56.81%,0.55%,98.81%,78.73,1.83%,0.56%,1091.45,3.63,18.41,2.39%,3957250,,21.12,12/18/2002,18.91,2.72%,69.0,96,1.53,17.98,15.74,14.34,12.79,9.26,18.31,9.0,17.46,58.0,True
3543,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,30019.79,53.72,16.98,1.14,4.02,4.75,11.07,12.43,1.03%,55.00%,1.81,117.80%,12.47%,15.90%,47.10%,9.40%,369.00%,69.30%,308.3,278.01,0.30%,-32.89%,84.30%,-2.03%,2.23%,2.22,2.90%,9.70%,8.40%,1.4,1.3,1.29,1.38,70.50%,24.90%,7.50%,-3.90%,5.57%,27.99%,38.92%,31.63%,31.19%,1.77,3.96,4.16%,3.85%,0.99%,8.30%,18.50%,-5.70%,34.18%,-5.70%,56.82%,55.28,-2.58%,-1.46%,2798.95,1.86,97.12,-4.00%,5205602,1/26/2022 8:30:00 AM,113.17,5/24/1962,97.12,0.00%,63.0,93,1.31,101.17,96.16,89.68,81.96,61.93,102.99,9.0,11.86,55.0,True
3648,HPK,"HighPeak Energy, Inc.",Energy,Oil & Gas E&P,USA,2187.15,162.0,7.12,,16.44,4.44,182.26,,0.43%,34.10%,0.14,-387.10%,392.54%,,,,168.70%,533.30%,92.68,7.95,2.60%,2.13%,7.90%,3.27%,1.37%,1.46,2.30%,2.80%,-21.40%,0.6,0.5,0.19,0.0,88.30%,31.70%,10.20%,11.12%,34.46%,72.09%,147.52%,185.61%,60.45%,0.8,1.42,8.97%,6.69%,17.61%,28.76%,80.80%,3.25%,64.04%,3.25%,294.14%,79.52,3.25%,3.41%,74.74,4.59,23.49,6.77%,343181,3/7/2022 4:30:00 PM,24.2,5/29/2018,24.0,2.17%,69.0,99,2.66,22.0,19.97,18.24,13.0,6.0,22.75,31.0,10.0,66.33333333333333,True
3661,HRMY,"Harmony Biosciences Holdings, Inc.",Healthcare,Biotechnology,USA,2635.4,75.23,11.73,,8.63,13.6,11.25,26.81,,0.00%,0.57,152.10%,87.68%,,,,,62.00%,58.56,46.89,0.40%,-77.67%,83.00%,4.99%,6.99%,9.47,9.10%,24.20%,15.50%,5.3,5.2,1.02,1.03,81.80%,20.10%,11.30%,8.26%,16.89%,21.59%,19.67%,35.99%,1.45%,,2.23,6.08%,5.54%,11.53%,12.30%,20.94%,-5.73%,37.17%,-5.73%,72.42%,65.52,8.10%,-0.55%,345.89,1.61,43.26,7.50%,558125,2/22/2022 8:30:00 AM,57.17,8/19/2020,43.26,0.00%,78.0,82,1.08,40.24,38.79,38.52,35.77,25.09,45.89,45.0,42.07,68.33333333333333,True
3703,HUBG,"Hub Group, Inc.",Industrials,Integrated Freight & Logistics,USA,2883.77,16.43,14.5,1.73,0.68,2.07,18.05,24.07,,0.00%,5.05,130.70%,-6.62%,24.40%,9.50%,9.00%,272.10%,31.90%,33.45,32.91,2.60%,0.00%,97.80%,-0.62%,1.91%,3.47,7.60%,13.80%,11.10%,1.3,1.3,0.13,0.21,14.20%,5.60%,4.10%,-1.65%,9.50%,4.70%,17.69%,32.29%,-1.46%,0.93,2.85,3.20%,3.44%,3.74%,3.83%,12.41%,-4.81%,14.40%,-4.81%,38.29%,56.77,-2.47%,-0.25%,181.04,1.62,83.01,-2.71%,293434,2/8/2022 4:30:00 PM,95.64,3/13/1996,83.01,0.00%,66.0,90,1.21,85.32,80.02,79.95,73.85,62.36,87.21,22.0,12.1,59.333333333333336,True
3711,HUN,Huntsman Corporation,Basic Materials,Chemicals,USA,7962.68,7.58,8.19,0.65,0.94,1.78,7.65,17.66,2.09%,15.10%,4.74,304.40%,10.44%,26.90%,11.70%,2.40%,74.50%,38.30%,216.2,193.61,3.60%,0.00%,86.10%,-1.58%,1.49%,1.32,12.00%,27.20%,17.30%,1.9,1.3,0.35,0.36,21.00%,14.60%,12.40%,-11.05%,-0.94%,12.94%,34.77%,30.94%,3.13%,1.18,1.46,4.97%,3.43%,-7.08%,-2.49%,16.51%,-13.64%,13.08%,-13.64%,49.28%,40.65,-5.34%,0.24%,2187.12,1.45,35.97,-5.12%,3174243,2/15/2022 8:30:00 AM,46.25,2/11/2005,35.97,0.00%,69.0,91,1.25,37.91,38.71,36.89,30.87,24.1,41.65,16.0,22.0,58.666666666666664,True
3722,HWKN,"Hawkins, Inc.",Basic Materials,Specialty Chemicals,USA,942.45,18.97,11.92,,1.32,3.21,40.28,43.03,1.16%,21.20%,2.37,44.80%,60.61%,35.00%,,7.60%,29.90%,30.90%,20.89,19.16,0.40%,0.00%,63.30%,1.48%,1.16%,3.63,10.30%,17.90%,11.30%,2.8,1.8,0.36,0.4,19.90%,9.60%,7.00%,-0.80%,9.57%,33.95%,22.34%,28.73%,13.81%,0.83,1.63,4.01%,3.64%,5.30%,11.46%,23.50%,-3.44%,25.21%,-3.44%,50.02%,60.38,-2.81%,-0.52%,60.96,1.06,44.9,-3.32%,64552,2/2/2022 4:30:00 PM,52.0,3/18/1980,44.9,0.00%,69.0,90,1.22,46.44,42.64,40.29,36.36,29.93,46.5,20.0,11.97,59.666666666666664,True
4026,INSP,"Inspire Medical Systems, Inc.",Healthcare,Medical Devices,USA,6287.08,,,,26.94,26.72,29.31,,,,-1.54,29.70%,13.40%,-11.00%,0.11%,70.00%,68.50%,70.40%,27.38,26.87,0.90%,-15.15%,97.40%,1.81%,4.31%,4.23,-15.00%,-18.80%,-15.70%,6.5,6.1,0.07,0.11,85.70%,-17.00%,-18.00%,-8.36%,4.95%,7.75%,-5.64%,19.75%,-2.78%,1.58,13.02,4.50%,6.09%,-3.63%,-1.47%,1.54%,-12.62%,18.19%,-21.88%,40.51%,46.64,-4.74%,0.41%,273.6,0.83,223.66,-4.35%,228418,2/8/2022 4:30:00 PM,291.12,5/3/2018,223.66,0.00%,72.0,78,1.03,233.83,232.09,226.99,220.28,159.18,286.29,56.0,24.5,68.66666666666667,True
4095,IRMD,IRadimed Corporation,Healthcare,Medical Devices,USA,583.29,62.61,55.82,3.58,13.95,8.41,9.84,73.83,,0.00%,0.74,-94.20%,-15.31%,-40.20%,17.50%,0.10%,137.60%,41.60%,12.33,6.49,0.60%,-82.77%,42.90%,5.06%,2.15%,1.73,6.10%,7.10%,0.60%,11.3,10.6,0.0,0.0,76.60%,11.90%,10.90%,-6.78%,20.29%,6.45%,33.02%,95.27%,2.31%,0.85,2.82,5.90%,6.23%,-4.41%,3.67%,25.33%,-13.61%,34.77%,-13.61%,118.36%,49.2,-4.42%,-0.64%,80.69,1.15,46.33,-5.02%,93009,2/4/2022 8:30:00 AM,51.5,7/16/2014,46.33,0.00%,84.0,98,1.78,48.78,48.87,45.37,37.66,21.65,54.73,12.0,5.58,64.66666666666667,True
4100,IRT,"Independence Realty Trust, Inc.",Real Estate,REIT - Residential,USA,5821.91,71.36,70.98,14.27,23.2,0.97,161.72,,1.79%,125.90%,0.38,160.30%,50.20%,33.00%,5.00%,10.30%,63.70%,42.60%,220.93,218.91,0.70%,0.00%,64.70%,24.44%,3.30%,2.2,1.50%,3.10%,-0.10%,,,0.77,0.78,59.00%,-2.30%,17.80%,5.90%,13.39%,7.99%,27.85%,84.55%,3.60%,0.93,0.73,2.78%,2.94%,8.90%,11.71%,23.53%,0.49%,25.34%,0.49%,94.48%,73.01,-0.48%,1.13%,3279.64,2.06,26.76,0.64%,6754601,2/16/2022 4:30:00 PM,27.07,8/13/2013,26.76,0.00%,63.0,98,1.7,26.59,24.57,23.95,21.66,14.18,26.63,42.0,1.81,67.66666666666667,True
4113,ISEE,"IVERIC bio, Inc.",Healthcare,Biotechnology,USA,1803.69,,,,,4.87,4.73,,,,-1.13,1.40%,6.40%,27.10%,,,-4.70%,,115.35,108.43,0.70%,-22.18%,97.22%,16.69%,6.83%,5.44,-46.30%,-51.30%,,13.7,13.7,0.0,0.0,,,,-5.05%,11.74%,8.01%,57.50%,150.08%,-8.91%,1.47,0.8,4.23%,5.24%,-0.12%,3.82%,19.44%,-10.94%,31.18%,-21.17%,177.67%,52.14,0.40%,0.20%,1362.13,0.92,15.23,0.59%,1253386,2/24/2022 8:30:00 AM,24.5,9/25/2013,15.23,0.00%,84.0,99,2.1,15.14,15.25,14.67,12.75,5.6,19.32,9.0,61.82,64.0,True
4133,ITCI,"Intra-Cellular Therapies, Inc.",Healthcare,Biotechnology,USA,5063.24,,,,60.42,10.38,12.28,,,,-3.5,-8.40%,8.10%,-5.40%,,202.50%,-39.30%,105.60%,81.48,74.44,1.40%,-32.91%,80.10%,0.46%,6.47%,3.78,-48.40%,-54.90%,-68.40%,8.8,8.6,0.0,0.0,90.40%,,,-4.06%,14.97%,46.60%,53.84%,59.75%,1.70%,1.19,2.79,6.68%,5.23%,-1.75%,8.04%,29.78%,-11.11%,38.22%,-11.11%,87.43%,51.97,-2.95%,-0.44%,1274.7,0.87,53.23,-3.38%,1107764,3/1/2022 8:30:00 AM,68.2,12/27/2013,53.2,-0.06%,81.0,95,1.43,55.09,54.18,49.27,41.02,28.4,59.88,6.0,23.8,60.666666666666664,True
4393,KFRC,Kforce Inc.,Industrials,Staffing & Employment Services,USA,1479.92,19.34,14.64,1.29,0.94,7.39,15.26,31.89,1.52%,26.80%,3.55,35.30%,10.88%,23.20%,15.00%,3.70%,14.60%,15.90%,20.29,20.05,3.60%,-19.26%,88.20%,-1.64%,1.74%,3.06,14.80%,40.60%,28.60%,2.3,2.3,0.53,0.0,28.90%,6.70%,4.80%,-8.74%,-0.12%,-6.16%,16.86%,26.68%,-8.79%,1.11,2.77,5.01%,4.00%,-4.72%,-4.39%,3.12%,-11.69%,5.55%,-15.78%,37.52%,42.85,-4.46%,-0.37%,114.19,0.83,68.61,-4.81%,94755,2/7/2022 4:30:00 PM,84.33,8/15/1995,68.61,0.00%,75.0,91,1.23,72.08,72.01,71.76,66.53,49.89,81.47,22.0,17.0,62.666666666666664,True
4455,KOS,Kosmos Energy Ltd.,Energy,Oil & Gas E&P,USA,2467.69,,6.08,,2.39,4.72,18.75,,,,-0.41,81.60%,16.94%,24.00%,,33.80%,,108.80%,443.75,441.55,1.50%,0.00%,89.10%,16.31%,5.55%,2.3,-1.80%,-21.00%,9.60%,1.0,0.7,4.9,4.95,69.50%,32.60%,-7.50%,15.64%,18.32%,57.87%,135.15%,93.13%,62.43%,3.16,0.37,8.22%,7.11%,20.65%,28.32%,65.79%,-0.79%,66.77%,-0.79%,212.22%,69.27,-2.09%,1.95%,10640.06,1.88,5.62,-0.18%,19964768,2/28/2022 8:30:00 AM,6.16,5/11/2011,5.6,-0.36%,69.0,98,1.68,5.63,4.66,4.38,3.39,1.8,5.67,32.0,9.41,66.33333333333333,True
4685,LNTH,"Lantheus Holdings, Inc.",Healthcare,Diagnostics & Research,USA,3348.48,,21.35,,7.88,7.55,33.99,80.11,,,-1.05,-324.40%,21.13%,-26.90%,37.73%,7.10%,,37.60%,67.72,66.01,1.40%,-14.43%,95.39%,3.12%,2.83%,2.78,-8.40%,-14.30%,-8.80%,2.6,2.2,0.35,0.38,44.10%,-14.10%,-16.80%,8.26%,98.20%,95.36%,90.68%,170.76%,79.20%,0.92,2.7,7.27%,5.83%,46.43%,70.32%,91.90%,-2.02%,120.20%,-2.02%,189.14%,82.89,-1.76%,0.76%,671.89,1.55,51.77,-1.01%,1039907,2/24/2022 8:30:00 AM,65.33,6/25/2015,51.77,0.00%,91.0,99,2.46,52.3,35.35,30.4,26.98,19.14,52.84,5.0,24.91,65.0,True
4705,LPI,"Laredo Petroleum, Inc.",Energy,Oil & Gas E&P,USA,1364.84,20.19,2.84,1.92,0.98,2.7,24.03,2.76,,0.00%,4.14,113.40%,11.80%,19.50%,10.49%,18.50%,187.30%,150.00%,16.57,16.09,2.10%,-60.50%,75.30%,3.45%,14.73%,3.0,7.20%,112.60%,36.90%,0.4,0.4,2.78,2.78,66.00%,51.70%,10.40%,9.23%,23.29%,50.90%,40.84%,140.87%,39.08%,3.89,5.57,7.29%,7.93%,15.26%,19.31%,24.45%,-0.23%,41.43%,-15.75%,215.47%,67.19,-1.02%,1.80%,790.68,1.8,83.63,0.76%,1425820,2/22/2022 4:30:00 PM,99.22,12/15/2011,84.0,0.44%,53.0,99,2.18,83.0,72.56,70.09,67.2,26.51,99.26,13.0,19.54,55.0,True
4808,MAT,"Mattel, Inc.",Consumer Cyclical,Leisure,USA,8311.42,9.01,12.4,0.9,1.52,5.12,11.36,20.21,,0.00%,2.54,614.00%,26.56%,22.70%,10.00%,0.00%,69.60%,10.40%,351.1,350.27,0.40%,-4.01%,,0.37%,6.49%,6.11,15.70%,93.00%,27.80%,1.8,1.3,1.64,1.64,48.20%,13.40%,16.50%,-8.45%,7.02%,8.90%,6.32%,11.62%,6.08%,1.47,0.95,4.20%,3.83%,-5.34%,1.63%,7.97%,-11.05%,19.30%,-11.05%,27.44%,44.69,-4.87%,-0.95%,3722.57,0.95,22.87,-5.77%,3551826,2/9/2022 4:30:00 PM,31.88,8/12/1963,22.87,0.00%,66.0,85,1.12,24.27,24.16,22.5,21.18,17.95,25.71,20.0,31.36,57.0,True
4852,MCK,McKesson Corporation,Healthcare,Medical Distribution,USA,41462.31,31.09,12.0,2.4,0.16,,15.06,10.32,0.68%,19.20%,8.96,-667.60%,-2.88%,-37.30%,12.96%,4.50%,99.90%,9.60%,151.6,146.83,0.05%,-63.63%,89.00%,-2.62%,4.07%,5.54,2.20%,-235.80%,-61.00%,1.0,0.6,,,5.20%,0.90%,0.50%,1.26%,4.11%,27.33%,34.97%,58.11%,12.01%,0.7,7.02,2.60%,2.40%,1.94%,7.23%,27.40%,-1.52%,18.70%,-1.52%,64.02%,61.97,-0.42%,-0.79%,1078.05,1.8,278.42,-1.21%,1942955,2/2/2022 4:30:00 PM,302.34,11/10/1994,279.04,0.22%,72.0,95,1.43,281.82,273.13,259.66,218.54,176.01,282.73,12.0,7.28,59.666666666666664,True
4858,MCRI,"Monarch Casino & Resort, Inc.",Consumer Cyclical,Resorts & Casinos,USA,1430.69,21.85,16.42,1.56,3.62,3.22,42.71,17.62,,0.00%,3.52,181.10%,-0.72%,20.40%,14.00%,12.70%,27.00%,90.20%,18.75,13.38,3.80%,-2.58%,66.80%,-0.60%,2.52%,3.65,10.20%,16.60%,13.60%,0.6,0.5,0.15,0.2,55.10%,22.70%,17.30%,-1.21%,24.01%,14.13%,18.15%,21.98%,4.07%,1.64,3.45,5.19%,4.66%,1.81%,8.31%,12.68%,-6.73%,31.22%,-6.73%,36.57%,54.63,-6.59%,0.07%,92.17,1.5,76.96,-6.52%,137868,2/9/2022 4:30:00 PM,86.5,8/6/1993,76.96,0.00%,84.0,89,1.18,82.33,75.59,71.05,68.3,56.35,82.51,13.0,5.06,62.0,True
