no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
1853,CWK,Cushman & Wakefield plc,Real Estate,Real Estate Services,United Kingdom,4982.53,66.03,10.55,6.6,0.57,4.0,4.19,12.82,,0.00%,0.34,109.90%,22.36%,15.20%,10.00%,13.30%,279.40%,20.80%,223.3,155.61,0.80%,-77.22%,79.99%,34.39%,4.05%,5.98,1.10%,6.70%,-2.20%,1.4,1.4,2.61,2.64,20.00%,3.90%,0.90%,0.36%,1.65%,17.91%,22.62%,28.98%,-0.54%,1.38,0.79,4.03%,3.49%,2.28%,2.61%,15.77%,-4.86%,13.52%,-4.86%,55.45%,53.12,-2.68%,0.22%,1052.06,1.04,22.12,-2.47%,1096628,2/24/2022 4:30:00 PM,27.82,8/2/2018,22.0,-0.54%,72.0,89,1.2,22.12,21.71,21.57,19.13,14.23,23.25,18.0,25.77,59.666666666666664,True
2150,DSKE,"Daseke, Inc.",Industrials,Trucking,USA,698.03,15.81,9.06,0.63,0.45,6.78,4.86,8.75,,0.00%,0.71,99.80%,8.33%,29.40%,25.00%,16.50%,76.80%,13.00%,62.58,39.58,3.50%,-12.06%,44.50%,15.42%,3.75%,3.27,3.70%,48.10%,4.70%,1.6,1.6,5.18,5.72,54.50%,5.40%,2.60%,-1.41%,22.56%,8.54%,16.44%,94.95%,11.45%,1.98,0.43,2.51%,4.62%,1.37%,9.49%,25.75%,-4.28%,34.28%,-4.28%,110.73%,58.16,-0.89%,0.36%,454.03,0.86,11.19,-0.53%,392212,1/25/2022 8:30:00 AM,12.75,10/12/2015,11.18,-0.08%,63.0,98,1.81,11.19,11.13,10.24,8.92,5.47,11.69,18.0,13.94,59.666666666666664,True
2190,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,35873.14,12.8,9.6,1.19,3.01,3.82,15.8,10.09,0.82%,7.90%,4.18,161.70%,-1.38%,32.10%,10.72%,3.40%,,233.80%,660.0,641.02,0.80%,-2.20%,86.00%,-6.71%,2.69%,1.38,13.50%,31.90%,19.70%,1.4,1.4,0.73,0.73,49.00%,27.00%,23.40%,4.14%,10.80%,34.54%,96.63%,155.86%,21.57%,2.85,2.87,6.20%,5.27%,1.90%,11.19%,50.87%,-7.72%,50.63%,-7.72%,190.57%,56.86,0.56%,1.10%,12473.85,0.99,53.55,1.67%,12348418,2/15/2022 4:30:00 PM,56.02,3/17/1992,53.51,-0.07%,75.0,99,2.23,53.55,52.67,48.36,36.6,20.14,58.03,26.0,4.61,66.66666666666667,True
2330,EGLE,Eagle Bulk Shipping Inc.,Industrials,Marine Shipping,USA,766.71,8.56,3.82,,1.58,1.17,7.67,5.64,14.36%,0.00%,6.51,-59.80%,-13.67%,63.90%,,21.50%,552.80%,168.90%,12.8,12.65,1.70%,0.00%,71.70%,-3.82%,8.73%,4.81,9.20%,18.70%,-0.50%,1.2,1.1,0.64,0.75,59.80%,36.40%,20.10%,6.38%,36.20%,43.76%,17.60%,77.68%,22.46%,1.24,2.6,5.84%,5.25%,14.30%,23.45%,22.96%,-3.28%,50.39%,-3.28%,99.78%,69.27,-2.74%,1.00%,229.69,1.46,55.72,-1.76%,335651,3/3/2022 4:30:00 PM,68.2,6/23/2005,55.72,0.00%,75.0,98,1.65,55.72,49.47,45.42,45.35,28.31,58.14,10.0,22.4,61.0,True
2440,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,65120.08,21.33,10.38,0.29,4.2,2.95,15.17,12.91,2.72%,31.00%,5.17,-122.20%,23.15%,33.90%,73.84%,4.80%,,105.70%,585.09,583.05,0.30%,1.82%,87.70%,-0.64%,1.14%,1.53,8.30%,14.40%,-1.60%,2.1,2.0,0.23,0.24,60.80%,26.20%,19.40%,-0.51%,7.84%,30.20%,64.93%,57.98%,24.20%,1.8,4.34,3.71%,3.81%,-1.30%,9.35%,30.49%,-5.68%,36.77%,-5.68%,80.27%,53.8,-0.03%,0.76%,4346.77,1.06,110.33,0.73%,4604541,2/25/2022 8:30:00 AM,117.52,10/4/1989,110.55,0.20%,69.0,96,1.42,110.33,111.96,101.39,86.32,62.81,116.97,18.0,6.52,61.0,True
2629,EXC,Exelon Corporation,Utilities,Utilities - Diversified,USA,40197.31,23.99,18.26,1.5,1.15,1.18,13.59,,3.73%,89.40%,1.71,-33.30%,-20.06%,-4.60%,16.00%,2.30%,139.40%,0.60%,979.0,975.59,0.10%,-25.78%,82.50%,0.27%,1.89%,1.71,1.30%,5.10%,3.40%,0.9,0.8,1.05,1.23,58.10%,6.80%,4.80%,-1.84%,2.42%,6.48%,17.47%,42.96%,-0.53%,0.47,0.92,1.71%,2.46%,-2.14%,0.98%,13.29%,-6.93%,10.65%,-6.93%,49.80%,44.78,-1.80%,0.17%,10797.59,0.76,40.97,-1.63%,8161290,,49.78,7/6/1943,41.0,0.07%,66.0,94,1.33,40.97,41.94,40.63,36.22,27.35,44.02,18.0,21.5,59.333333333333336,True
2640,EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,USA,30958.47,,18.64,,3.6,14.83,7.18,10.07,,,-2.14,90.50%,37.31%,-24.40%,22.80%,-0.40%,162.10%,147.70%,153.58,149.04,0.40%,-41.56%,97.80%,3.09%,4.89%,2.68,-1.20%,-18.00%,3.90%,0.9,0.9,3.75,4.11,82.30%,4.20%,-3.10%,-6.28%,15.92%,14.66%,35.46%,22.02%,9.91%,1.52,8.93,3.92%,4.63%,3.55%,9.06%,18.27%,-8.77%,31.69%,-8.77%,45.23%,55.65,-3.97%,1.06%,2715.83,1.15,198.63,-2.96%,3129318,2/10/2022 4:30:00 PM,213.5,7/20/2005,195.8,-1.42%,53.0,85,1.13,198.63,193.04,182.76,168.07,136.77,217.72,12.0,7.49,50.0,True
2670,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,23154.96,67.23,7.18,1.1,4.18,2.04,50.67,8.05,1.54%,82.70%,1.93,269.40%,61.60%,-27.70%,61.03%,44.50%,150.50%,165.30%,181.03,180.28,0.20%,-9.75%,87.70%,-1.39%,3.24%,2.01,2.10%,4.20%,-31.20%,0.7,0.7,0.6,0.6,79.40%,33.70%,8.00%,1.31%,8.49%,22.84%,74.61%,75.56%,20.13%,2.33,6.56,4.91%,5.05%,0.15%,7.78%,31.92%,-5.12%,36.35%,-5.12%,105.49%,53.75,0.00%,1.20%,2906.79,1.36,129.56,1.20%,3942654,2/22/2022 4:30:00 PM,145.85,10/12/2012,129.54,-0.02%,72.0,98,1.63,129.56,129.49,120.57,98.44,65.27,136.55,25.0,12.57,65.0,True
2825,FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,32226.07,12.65,12.15,,6.18,1.61,0.85,,2.54%,31.20%,3.73,-45.10%,13.85%,-1.80%,-2.98%,6.70%,24.20%,-2.80%,697.46,681.9,0.20%,-6.59%,83.20%,-0.80%,1.57%,1.95,1.20%,12.00%,13.80%,,,0.56,0.56,,96.40%,47.40%,-4.48%,3.72%,6.82%,22.71%,30.12%,8.31%,1.35,1.43,2.55%,2.86%,-0.25%,2.15%,12.07%,-6.85%,16.84%,-6.85%,37.48%,48.14,-2.96%,0.58%,5490.07,1.49,47.17,-2.40%,8189425,1/20/2022 8:30:00 AM,51.68,3/17/1980,46.9,-0.57%,72.0,90,1.21,47.17,47.4,46.24,42.12,34.35,50.64,18.0,9.56,60.0,True
2871,FLMN,Falcon Minerals Corporation,Energy,Oil & Gas E&P,USA,489.74,48.71,20.32,,8.53,1.98,136.04,,10.97%,114.50%,0.12,-70.30%,28.70%,,-6.64%,,444.70%,97.90%,46.34,41.21,0.70%,0.00%,58.20%,-2.55%,2.27%,1.22,5.80%,11.60%,4.10%,1.8,1.8,0.28,0.28,93.70%,43.40%,27.40%,3.10%,16.74%,9.71%,25.00%,32.01%,16.02%,1.65,0.25,4.46%,4.96%,6.56%,11.77%,12.35%,-5.52%,32.63%,-14.13%,45.62%,61.98,2.36%,0.36%,768.46,0.79,5.65,2.73%,608366,,7.49,9/8/2017,5.6,-0.88%,59.0,91,1.23,5.65,5.34,5.07,5.03,3.88,6.58,12.0,32.57,54.0,True
3175,GDEN,"Golden Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,USA,1562.77,12.77,12.35,0.85,1.53,4.68,7.13,11.09,,0.00%,3.86,-241.30%,19.98%,-40.10%,15.00%,31.40%,468.80%,37.50%,28.95,18.8,1.00%,-22.01%,64.20%,2.73%,4.47%,4.34,5.40%,38.60%,,1.9,1.9,3.39,3.39,44.80%,9.30%,8.60%,-12.69%,10.09%,-1.30%,1.34%,107.36%,-2.37%,2.63,2.68,5.80%,5.31%,0.03%,2.16%,4.55%,-16.84%,20.11%,-16.84%,132.80%,48.26,-3.12%,-1.58%,193.79,2.07,49.33,-4.66%,401744,2/17/2022 4:30:00 PM,69.0,1/4/1999,49.33,0.00%,75.0,99,1.93,49.33,49.53,48.34,47.21,21.19,59.32,33.0,39.87,69.0,True
3278,GLNG,Golar LNG Limited,Energy,Oil & Gas Midstream,Bermuda,1745.22,,43.3,,3.83,0.99,2.79,7.67,,0.00%,-1.44,-34.00%,144.00%,-9.00%,4.00%,33.70%,-355.60%,12.00%,106.24,91.22,46.50%,0.00%,72.60%,5.91%,2.10%,2.12,9.00%,27.00%,3.40%,0.5,0.5,0.67,1.33,70.50%,72.60%,90.90%,8.46%,25.16%,26.74%,45.11%,41.77%,29.30%,0.69,0.65,3.91%,4.49%,10.46%,19.55%,27.64%,2.20%,48.47%,2.20%,73.00%,68.86,1.59%,2.20%,903.85,2.03,16.02,3.82%,1838399,,17.91,12/18/2002,16.09,0.44%,69.0,94,1.32,16.02,14.64,13.49,12.58,9.26,16.31,7.0,11.8,56.666666666666664,True
3478,HAFC,Hanmi Financial Corporation,Financial,Banks - Regional,USA,786.23,11.55,10.82,1.44,3.69,1.28,0.94,5.52,3.38%,17.70%,2.26,30.00%,-11.98%,-4.00%,8.00%,6.40%,62.20%,1.10%,30.47,30.04,0.10%,0.22%,91.10%,0.90%,1.62%,2.57,1.10%,11.50%,13.80%,,,0.35,0.35,,85.60%,32.20%,-3.01%,2.24%,7.95%,37.45%,46.49%,10.05%,1.12,0.97,3.35%,3.70%,-2.25%,3.63%,21.42%,-9.64%,22.40%,-9.64%,61.16%,48.2,-3.09%,0.75%,188.65,0.64,26.06,-2.36%,121624,1/25/2022 4:30:00 PM,28.92,5/14/1997,26.06,0.00%,59.0,95,1.36,26.06,26.69,25.22,21.49,16.17,28.84,20.0,10.97,58.0,True
3482,HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,USA,29093.33,19.42,13.54,0.31,1.9,4.22,9.56,30.59,0.57%,11.00%,1.63,148.90%,32.88%,17.50%,62.70%,-0.80%,447.50%,32.10%,895.0,891.41,0.40%,-3.91%,81.20%,3.95%,1.71%,1.36,6.90%,25.40%,12.60%,2.3,1.8,1.37,1.38,13.20%,11.80%,9.50%,-2.58%,10.81%,42.13%,58.00%,42.25%,38.52%,2.44,1.29,3.73%,4.23%,-0.73%,14.48%,33.94%,-7.69%,50.39%,-7.69%,77.80%,55.58,0.60%,0.10%,11221.87,0.64,31.68,0.70%,7226499,1/24/2022 8:30:00 AM,32.14,9/15/1948,31.55,-0.41%,63.0,94,1.32,31.68,31.97,27.83,23.7,17.82,34.32,2.0,1.45,53.0,True
3554,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,29198.43,51.99,15.86,,3.91,5.16,12.07,19.7,1.06%,,1.81,-641.90%,16.78%,0.90%,,-6.40%,146.60%,51.80%,308.1,278.58,0.30%,-32.76%,84.30%,-2.02%,2.63%,2.77,-0.80%,-2.90%,-16.80%,1.4,1.3,1.46,1.55,70.50%,10.40%,-2.20%,0.80%,5.86%,21.04%,37.76%,36.54%,26.89%,1.81,3.76,3.43%,4.18%,0.96%,9.45%,15.54%,-3.54%,37.50%,-3.54%,51.69%,57.42,-0.94%,1.02%,2642.06,0.87,93.94,0.07%,2292039,1/26/2022 8:30:00 AM,112.38,5/24/1962,93.94,0.00%,63.0,93,1.27,93.94,93.17,86.13,81.37,61.93,97.39,9.0,19.63,55.0,True
3660,HPK,"HighPeak Energy, Inc.",Energy,Oil & Gas E&P,USA,1899.6,137.93,6.06,,14.28,3.78,158.3,,0.50%,34.10%,0.14,-387.10%,392.54%,,,,168.70%,533.30%,92.68,7.95,2.60%,2.09%,7.90%,3.23%,2.16%,2.87,2.30%,2.80%,-21.40%,0.6,0.5,0.19,0.0,88.30%,31.70%,10.20%,2.72%,20.41%,47.38%,132.29%,46.44%,36.61%,0.83,1.04,5.29%,5.66%,7.47%,16.61%,60.07%,-2.95%,52.56%,-2.95%,235.58%,63.69,-1.48%,2.37%,59.82,2.06,20.0,0.86%,123499,,24.2,5/29/2018,20.0,0.00%,69.0,95,1.35,20.0,18.75,17.26,12.56,6.0,21.0,30.0,21.0,64.66666666666667,True
3724,HUN,Huntsman Corporation,Basic Materials,Chemicals,USA,8522.38,8.41,9.12,0.72,1.01,1.98,8.19,18.9,1.88%,15.10%,4.74,304.40%,11.00%,26.90%,11.70%,2.40%,74.50%,38.30%,216.2,195.28,3.40%,0.00%,85.30%,-2.62%,1.31%,1.24,12.00%,27.20%,17.30%,1.9,1.3,0.35,0.36,21.00%,14.60%,12.40%,0.66%,12.33%,21.23%,56.69%,39.84%,14.42%,1.16,1.21,3.19%,2.96%,7.07%,11.65%,30.87%,-4.18%,28.08%,-4.18%,65.64%,64.59,-2.13%,0.37%,2063.25,1.41,39.91,-1.77%,2915296,2/15/2022 8:30:00 AM,45.8,2/11/2005,40.25,0.85%,69.0,93,1.3,39.91,37.5,35.89,30.54,24.1,41.65,16.0,14.76,59.333333333333336,True
3734,HWC,Hancock Whitney Corporation,Financial,Banks - Regional,USA,4607.42,12.55,9.92,1.57,4.55,1.29,1.28,8.62,2.00%,25.10%,4.3,-114.60%,3.09%,-18.40%,8.00%,9.30%,62.10%,-4.90%,86.83,86.04,0.60%,-1.02%,79.90%,1.28%,1.86%,3.65,1.10%,10.60%,26.10%,,,0.07,0.07,,95.20%,36.80%,-3.99%,-0.83%,4.37%,18.54%,33.51%,7.90%,1.51,1.84,2.65%,3.16%,-0.75%,2.88%,11.35%,-9.78%,19.77%,-9.78%,46.66%,49.41,-1.06%,0.72%,438.18,1.01,53.97,-0.35%,441868,1/18/2022 4:30:00 PM,64.39,6/4/1991,53.97,0.00%,72.0,91,1.24,53.97,54.39,52.55,48.49,36.8,59.82,13.0,19.31,58.666666666666664,True
3735,HWKN,"Hawkins, Inc.",Basic Materials,Specialty Chemicals,USA,911.9,18.42,,,1.28,3.12,38.97,41.64,1.19%,21.20%,2.37,44.80%,,35.00%,,7.60%,29.90%,30.90%,20.89,19.16,0.40%,0.00%,63.30%,1.49%,0.73%,2.51,10.30%,17.90%,11.30%,2.8,1.8,0.36,0.4,19.90%,9.60%,7.00%,5.26%,12.96%,21.42%,18.90%,34.29%,10.49%,0.89,1.45,3.08%,3.48%,9.43%,11.37%,21.51%,-0.84%,21.69%,-0.84%,48.67%,65.79,1.35%,0.02%,55.89,1.05,43.59,1.37%,58416,2/2/2022 4:30:00 PM,52.0,3/18/1980,43.59,0.00%,69.0,92,1.25,43.59,40.12,39.26,35.93,29.93,43.96,20.0,19.29,60.333333333333336,True
3920,IGT,International Game Technology PLC,Consumer Cyclical,Gambling,United Kingdom,6023.99,,18.93,,1.68,4.48,13.85,9.41,2.78%,0.00%,-1.17,-627.50%,14.04%,-63.50%,30.18%,-7.90%,142.10%,20.60%,205.19,99.41,51.65%,0.00%,47.00%,-1.44%,3.85%,2.39,1.80%,21.30%,-1.90%,1.3,1.2,4.97,0.0,49.50%,21.50%,6.10%,-3.17%,9.52%,1.95%,45.20%,59.28%,-0.55%,2.09,1.25,3.55%,4.40%,2.30%,3.99%,14.35%,-6.78%,25.27%,-12.75%,90.27%,52.16,-0.52%,2.66%,1601.0,0.86,28.75,2.13%,1374409,3/1/2022 8:30:00 AM,40.21,4/7/2015,28.7,-0.17%,66.0,97,1.48,28.75,28.21,27.72,25.2,15.11,32.95,22.0,39.86,61.666666666666664,True
4110,IRMD,IRadimed Corporation,Healthcare,Medical Devices,USA,556.69,62.38,55.61,3.56,13.32,8.38,9.39,70.47,,0.00%,0.74,-94.20%,-15.31%,-40.20%,17.50%,0.10%,137.60%,41.60%,12.33,6.48,0.60%,-83.34%,42.80%,5.07%,2.44%,1.7,6.10%,7.10%,0.60%,11.3,10.6,0.0,0.0,76.60%,11.90%,10.90%,-5.78%,19.55%,13.50%,40.48%,110.94%,1.93%,0.91,2.69,4.76%,6.49%,4.35%,5.09%,27.72%,-13.93%,34.27%,-13.93%,117.56%,52.52,-2.20%,0.58%,93.09,0.39,46.16,-1.64%,35945,2/4/2022 8:30:00 AM,51.5,7/16/2014,46.16,0.00%,84.0,99,1.92,46.16,45.35,44.77,36.95,21.65,54.73,13.0,11.57,65.33333333333333,True
4148,ITCI,"Intra-Cellular Therapies, Inc.",Healthcare,Biotechnology,USA,4972.38,,,,70.43,8.87,10.42,,,,-3.2,-20.50%,8.10%,-2.10%,,201.60%,-19.10%,200.00%,81.36,74.44,1.40%,-31.21%,81.10%,0.43%,6.36%,3.89,-40.30%,-44.90%,-35.20%,10.7,10.5,0.0,0.0,90.60%,,,-5.27%,19.64%,28.61%,66.88%,40.20%,1.36%,1.15,2.71,4.35%,5.26%,4.28%,13.54%,31.64%,-8.88%,53.28%,-8.88%,86.80%,57.06,-3.12%,0.26%,1214.73,0.69,53.05,-2.87%,839071,,61.6,12/27/2013,53.05,0.00%,81.0,93,1.3,53.05,51.19,47.07,40.38,28.4,58.22,5.0,16.12,59.666666666666664,True
4468,KOS,Kosmos Energy Ltd.,Energy,Oil & Gas E&P,USA,1933.83,,4.43,,1.87,6.04,17.37,6.09,,,-0.41,-630.90%,1079.01%,-41.00%,,12.50%,24.10%,-11.50%,451.89,444.33,1.50%,0.00%,89.80%,15.43%,5.47%,2.4,-4.20%,-48.50%,-15.00%,0.9,0.6,8.26,8.36,69.50%,9.40%,-16.30%,0.71%,-0.24%,24.41%,92.27%,26.27%,22.25%,3.21,0.32,5.66%,7.60%,-5.39%,2.08%,27.85%,-16.90%,40.07%,-16.90%,135.00%,46.96,0.71%,0.72%,10103.92,0.71,4.23,1.44%,7196249,2/28/2022 8:30:00 AM,6.17,5/11/2011,4.27,0.95%,69.0,88,1.17,4.23,4.45,4.15,3.32,1.8,5.09,33.0,45.86,63.333333333333336,True
4694,LNG,"Cheniere Energy, Inc.",Energy,Oil & Gas Midstream,USA,30120.06,,12.83,,2.49,,13.67,21.61,1.11%,,-4.82,-113.40%,3179.30%,39.90%,24.02%,103.10%,-132.80%,119.20%,253.6,250.7,0.60%,-0.16%,91.90%,-1.03%,0.92%,1.38,-3.30%,356.80%,7.70%,0.9,0.8,,,8.20%,-7.90%,-10.00%,4.32%,13.12%,15.62%,36.83%,69.76%,17.25%,1.32,4.28,3.44%,3.77%,3.73%,8.96%,22.79%,-2.00%,21.53%,-2.00%,82.31%,61.49,2.47%,0.29%,1680.17,1.73,118.92,2.77%,2900738,2/24/2022 8:30:00 AM,127.24,4/4/1994,118.73,-0.16%,81.0,97,1.58,118.92,115.1,109.46,97.04,65.78,121.35,18.0,7.0,65.33333333333333,True
4718,LPI,"Laredo Petroleum, Inc.",Energy,Oil & Gas E&P,USA,1295.44,,2.97,,1.17,5.18,25.2,3.29,,,-22.42,-153.00%,167.57%,19.50%,10.49%,2.20%,142.10%,118.60%,15.76,15.72,0.90%,-76.45%,74.00%,3.12%,14.32%,3.02,-13.60%,,-73.40%,0.3,0.3,6.02,6.02,61.10%,37.90%,-21.30%,-1.09%,9.31%,17.05%,63.12%,110.72%,22.62%,3.92,6.02,8.76%,8.70%,6.38%,8.95%,11.94%,-5.74%,37.74%,-25.72%,178.12%,55.78,7.87%,1.98%,745.52,1.95,73.73,10.01%,1450107,2/22/2022 4:30:00 PM,99.33,12/15/2011,73.73,0.00%,53.0,99,1.96,73.73,69.43,67.76,66.03,26.51,99.26,13.0,34.72,55.0,True
4720,LPLA,LPL Financial Holdings Inc.,Financial,Capital Markets,USA,14462.04,31.82,13.34,1.52,1.87,8.88,8.08,99.88,0.56%,17.20%,5.63,-11.50%,43.34%,27.40%,20.90%,6.60%,-2.30%,38.40%,80.18,79.84,0.70%,-21.89%,97.80%,0.43%,1.57%,2.35,6.60%,31.40%,12.90%,,,1.75,1.87,98.90%,9.20%,6.00%,-4.53%,12.10%,8.23%,22.64%,32.23%,11.83%,1.03,6.32,3.01%,3.48%,0.18%,4.89%,14.83%,-8.79%,19.27%,-8.79%,40.94%,51.07,-2.33%,0.89%,535.14,1.32,179.03,-1.46%,707817,2/3/2022 4:30:00 PM,222.5,11/18/2010,179.03,0.00%,69.0,91,1.23,179.03,179.68,171.06,156.04,127.03,196.29,32.0,24.28,64.0,True
4865,MCK,McKesson Corporation,Healthcare,Medical Distribution,USA,40566.96,29.96,11.65,2.31,0.16,,14.73,10.1,0.70%,19.20%,8.96,-667.60%,-3.62%,-37.30%,12.96%,4.50%,99.90%,9.60%,151.6,146.83,0.05%,-63.28%,88.90%,-2.55%,1.20%,1.67,2.20%,-235.80%,-61.00%,1.0,0.6,,,5.20%,0.90%,0.50%,-2.04%,8.03%,20.82%,33.88%,47.99%,7.94%,0.71,6.39,1.94%,2.37%,0.95%,6.03%,24.50%,-5.10%,17.58%,-5.10%,58.44%,56.78,-0.96%,0.71%,1056.13,0.75,268.3,-0.26%,794742,2/2/2022 4:30:00 PM,300.87,11/10/1994,268.3,0.00%,72.0,95,1.37,268.3,266.9,253.74,215.83,169.34,282.73,13.0,12.14,60.0,True
4871,MCRI,"Monarch Casino & Resort, Inc.",Consumer Cyclical,Resorts & Casinos,USA,1432.62,21.48,16.15,1.53,3.62,3.32,43.41,102.33,,0.00%,3.52,-26.30%,-0.72%,1.00%,14.00%,-1.80%,101.70%,86.30%,18.64,13.37,3.80%,-2.54%,67.50%,0.66%,1.68%,3.45,7.80%,13.30%,4.50%,0.6,0.5,0.2,0.25,55.10%,13.60%,13.20%,-1.51%,17.97%,5.42%,11.29%,19.09%,2.34%,1.69,3.09,3.46%,4.51%,9.95%,9.39%,11.34%,-4.43%,29.04%,-4.43%,34.30%,61.23,0.91%,2.35%,65.25,3.17,75.68,3.28%,206669,2/9/2022 4:30:00 PM,86.5,8/6/1993,75.68,0.00%,84.0,84,1.11,75.68,69.41,69.31,68.0,56.35,79.19,12.0,14.3,60.0,True
4977,MIRM,"Mirum Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,721.01,,,,45.06,12.87,3.79,,,,-6.1,-79.10%,-12.20%,,,,-81.30%,,30.37,29.15,0.90%,-0.68%,84.50%,7.80%,1.96%,3.51,-75.60%,-156.10%,,3.9,3.9,0.0,0.0,,,,9.02%,35.97%,70.44%,60.71%,25.35%,50.03%,,1.23,5.59%,6.38%,17.15%,34.23%,43.43%,-1.12%,78.78%,-1.12%,86.66%,74.96,0.13%,1.70%,163.06,2.13,23.93,1.83%,347542,11/15/2021 4:30:00 PM,55.43,7/18/2019,23.6,-1.38%,81.0,87,1.16,23.93,20.74,18.03,16.71,12.82,24.6,14.0,131.63,60.666666666666664,True
5043,MNRL,"Brigham Minerals, Inc.",Energy,Oil & Gas E&P,USA,1298.39,181.07,14.77,58.04,9.46,2.06,90.8,15.51,2.56%,722.20%,0.12,-669.70%,23.28%,,3.12%,,284.80%,81.80%,45.2,42.46,1.80%,-13.73%,83.90%,1.69%,1.88%,2.78,0.10%,0.10%,-10.90%,5.3,5.3,0.11,0.11,,0.40%,0.30%,-1.22%,1.72%,2.10%,20.58%,39.32%,3.89%,,0.84,3.81%,3.63%,-0.63%,0.51%,7.67%,-6.96%,13.11%,-13.00%,64.30%,48.71,0.83%,0.23%,287.03,0.98,21.91,1.06%,280722,2/23/2022 4:30:00 PM,27.27,4/18/2019,21.91,0.00%,75.0,92,1.26,21.91,22.07,21.8,20.62,13.66,25.49,10.0,24.46,59.0,True
5063,MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,USA,18029.13,27.01,15.64,1.32,0.65,6.68,2.36,8.83,,0.00%,11.25,0.30%,13.35%,64.70%,20.52%,9.30%,208.60%,41.50%,58.4,57.88,0.10%,-8.63%,96.10%,-1.30%,1.50%,2.94,6.00%,27.20%,15.50%,1.4,1.4,0.91,0.0,14.60%,3.70%,2.40%,-4.96%,8.64%,0.34%,13.56%,34.47%,-4.45%,0.77,10.36,2.79%,3.60%,1.58%,1.18%,9.29%,-7.37%,15.28%,-7.37%,45.27%,51.27,-1.77%,0.56%,295.23,0.76,303.93,-1.22%,225085,2/9/2022 4:30:00 PM,344.5,7/2/2003,303.93,0.00%,56.0,92,1.25,303.93,300.88,300.39,278.26,209.22,328.11,10.0,13.35,52.666666666666664,True
5073,MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,USA,17516.36,9.72,5.8,1.39,1.6,1.65,20.78,29.71,1.00%,5.30%,4.65,160.60%,50.40%,-9.50%,7.00%,-0.50%,,43.50%,379.8,376.66,0.10%,-98.88%,84.50%,5.24%,1.52%,1.11,8.70%,18.00%,6.80%,1.3,0.7,0.38,0.38,22.40%,16.30%,16.30%,-0.83%,15.57%,24.14%,39.98%,40.72%,15.04%,1.65,2.1,4.35%,5.03%,3.59%,10.22%,24.74%,-4.94%,30.71%,-4.94%,62.07%,57.53,6.35%,-3.82%,5138.39,1.9,45.2,2.29%,9785788,2/22/2022 4:30:00 PM,48.33,1/26/1988,45.04,-0.35%,56.0,94,1.31,45.2,43.87,41.18,36.28,28.05,47.55,18.0,6.92,56.0,True
5086,MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,USA,46576.13,36.32,14.5,1.21,0.39,1.69,3.52,31.36,3.06%,19.70%,2.08,-716.80%,5.73%,-39.20%,30.11%,-0.60%,156.30%,85.90%,633.0,590.89,0.20%,-5.69%,74.70%,-6.08%,3.09%,2.67,8.60%,30.40%,-18.20%,2.0,1.5,0.96,0.97,9.00%,0.40%,6.30%,-3.43%,7.57%,22.74%,30.64%,33.66%,18.33%,1.91,2.33,2.91%,3.10%,-1.06%,6.81%,19.59%,-6.96%,26.28%,-6.96%,50.87%,51.38,-0.72%,0.85%,6829.54,0.84,75.72,0.12%,5763185,2/2/2022 8:30:00 AM,85.33,6/23/2011,75.72,0.00%,75.0,91,1.24,75.72,76.75,71.13,63.4,50.19,81.39,16.0,12.69,60.666666666666664,True
