no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp1500
2621,EXC,Exelon Corporation,Utilities,Utilities - Diversified,USA,41196.91,24.71,18.81,1.54,1.18,1.22,13.93,,3.63%,89.40%,1.71,-33.30%,-20.14%,-4.60%,16.00%,2.30%,139.40%,0.60%,979.0,975.59,0.10%,-25.87%,82.60%,0.35%,1.89%,1.78,1.30%,5.10%,3.40%,0.9,0.8,1.05,1.23,58.10%,6.80%,4.80%,-3.30%,4.76%,8.79%,21.82%,40.97%,2.46%,0.48,0.99,2.27%,2.55%,1.96%,5.20%,17.68%,-4.13%,14.40%,-4.13%,54.30%,57.85,-0.17%,0.33%,2.1,10374.68,1.26,42.2,0.17%,13116091,,50.78,7/6/1943,42.2,0.00%,66.0,91,1.26,42.2,41.5,40.21,35.92,27.35,44.02,19.0,20.33,58.666666666666664,True
2632,EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,USA,30717.11,,18.35,,4.24,14.73,7.13,9.99,,,-6.83,90.50%,39.68%,-24.40%,22.80%,-0.40%,162.10%,147.70%,153.58,144.81,0.40%,-38.32%,97.20%,-0.31%,5.03%,2.88,-1.20%,-18.00%,3.90%,0.9,0.9,3.75,4.11,80.50%,5.00%,-3.70%,5.24%,6.54%,10.21%,36.79%,33.37%,9.10%,1.58,8.52,5.68%,4.61%,7.98%,11.37%,18.15%,-6.33%,30.72%,-6.33%,44.16%,64.07,2.02%,0.60%,2.5,2533.62,2.1,197.17,2.63%,5310565,2/10/2022 4:30:00 PM,211.19,7/20/2005,197.0,-0.09%,53.0,88,1.19,197.17,183.24,177.76,166.99,136.77,210.5,15.0,7.11,52.0,True
2662,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,22739.62,67.71,7.36,1.11,4.1,2.06,49.76,7.91,1.53%,82.70%,1.93,269.40%,58.66%,-27.70%,61.03%,44.50%,150.50%,165.30%,181.03,180.27,0.20%,-9.97%,90.40%,1.73%,3.24%,2.04,2.10%,4.20%,-31.20%,0.7,0.7,0.6,0.6,79.40%,33.70%,8.00%,0.22%,5.15%,18.66%,79.86%,89.17%,20.97%,2.36,6.24,5.10%,5.32%,2.32%,10.70%,34.79%,-4.45%,37.31%,-4.45%,106.93%,56.17,-3.58%,-0.19%,1.9,2873.09,1.04,130.47,-3.76%,2986034,2/22/2022 4:30:00 PM,143.73,10/12/2012,130.55,0.06%,72.0,98,1.69,130.47,127.57,118.34,97.04,63.05,136.55,23.0,10.16,64.33333333333333,True
2689,FBP,First BanCorp.,Financial,Banks - Regional,USA,2974.29,11.05,9.1,0.77,3.74,1.39,1.1,8.99,2.75%,24.90%,1.31,-39.70%,14.48%,35.50%,14.40%,2.70%,181.20%,17.50%,206.72,194.38,1.30%,-3.45%,99.60%,2.30%,2.06%,2.18,1.00%,9.50%,18.20%,,,0.09,0.09,,84.90%,26.10%,-1.16%,-9.19%,1.32%,13.96%,39.71%,5.44%,1.24,0.53,3.53%,3.81%,-3.37%,0.87%,9.74%,-12.58%,16.75%,-12.58%,48.11%,46.15,-2.02%,0.61%,2.0,1832.56,0.67,14.53,-1.42%,1230530,1/26/2022 8:30:00 AM,24.0,1/13/1987,14.53,0.00%,69.0,91,1.25,14.53,14.94,14.42,13.25,10.14,16.62,12.0,65.18,57.333333333333336,True
2719,FCX,Freeport-McMoRan Inc.,Basic Materials,Copper,USA,63953.47,22.2,13.78,0.77,3.38,4.67,8.34,10.82,0.71%,7.70%,1.91,344.60%,-17.91%,15.30%,28.90%,-0.60%,321.30%,58.00%,1469.0,1458.24,0.40%,-5.55%,78.60%,0.75%,2.05%,1.62,6.40%,24.40%,5.90%,2.5,1.8,0.66,0.72,33.20%,32.30%,14.90%,9.13%,-4.24%,3.13%,15.42%,29.24%,1.89%,2.1,1.93,4.86%,4.71%,4.84%,5.52%,11.74%,-8.12%,21.49%,-8.12%,44.41%,56.88,-1.14%,0.33%,2.1,18423.74,0.93,42.45,-0.82%,17125098,1/26/2022 8:30:00 AM,44.55,7/10/1995,42.25,-0.47%,66.0,86,1.15,42.45,40.41,40.37,38.07,29.45,46.2,16.0,4.95,56.0,True
2818,FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,33371.78,12.93,12.46,,6.4,1.65,0.88,,2.49%,31.20%,3.73,-45.10%,13.72%,-1.80%,-2.98%,6.70%,24.20%,-2.80%,697.46,681.88,0.20%,-6.22%,83.70%,-0.27%,1.57%,2.01,1.20%,12.00%,13.80%,,,0.56,0.56,,96.40%,47.40%,-0.19%,-2.64%,9.09%,26.22%,44.10%,10.75%,1.38,1.42,2.38%,3.35%,2.72%,5.80%,15.18%,-4.76%,19.47%,-4.76%,50.48%,57.49,-1.19%,0.56%,1.9,5307.53,1.26,48.23,-0.64%,6695736,1/20/2022 8:30:00 AM,51.68,3/17/1980,48.23,0.00%,72.0,93,1.29,48.23,46.84,45.67,41.91,32.61,50.64,19.0,7.15,61.333333333333336,True
2959,FOXA,Fox Corporation,Communication Services,Broadcasting,USA,23391.69,17.41,11.68,2.9,1.72,2.15,5.5,21.68,1.12%,19.00%,2.45,122.80%,24.62%,15.90%,6.00%,7.70%,-139.90%,8.70%,569.0,461.75,0.10%,0.00%,99.94%,0.77%,3.18%,4.07,6.30%,12.80%,12.40%,3.0,2.6,0.64,0.71,35.50%,18.60%,10.60%,5.07%,6.49%,3.82%,14.74%,34.48%,15.64%,,1.33,3.90%,3.50%,5.75%,10.79%,11.62%,-5.07%,24.00%,-5.07%,35.46%,63.06,-1.77%,0.09%,2.4,3601.58,0.89,42.67,-1.68%,3212789,2/9/2022 8:30:00 AM,47.26,3/12/2019,42.67,0.00%,56.0,89,1.2,42.67,40.43,38.66,38.25,31.5,44.95,11.0,10.76,52.0,True
3161,GCO,Genesco Inc.,Consumer Cyclical,Apparel Retail,USA,972.93,6.58,9.17,0.66,0.42,1.58,3.44,4.46,,0.00%,9.91,-200.00%,5.02%,-24.20%,10.00%,-10.00%,333.50%,25.30%,14.31,13.71,2.30%,-0.01%,98.90%,-0.38%,7.99%,6.79,8.70%,24.60%,-8.60%,1.6,0.9,0.03,0.03,47.90%,5.80%,6.10%,-1.82%,2.85%,-8.40%,8.72%,43.89%,1.62%,2.06,3.37,4.70%,5.39%,2.41%,3.55%,7.27%,-6.78%,16.03%,-11.54%,60.22%,52.25,-1.94%,0.02%,2.5,161.43,0.71,65.21,-1.93%,114266,12/3/2021 8:30:00 AM,72.67,1/5/1950,65.21,0.00%,53.0,93,1.29,65.21,63.81,63.01,60.86,40.7,73.72,19.0,11.44,55.0,True
3471,HAFC,Hanmi Financial Corporation,Financial,Banks - Regional,USA,794.83,11.66,10.92,1.46,3.73,1.3,0.95,5.58,3.04%,17.70%,2.26,30.00%,-11.98%,-4.00%,8.00%,6.40%,62.20%,1.10%,30.47,30.04,0.40%,0.05%,90.90%,0.63%,1.62%,2.58,1.10%,11.50%,13.80%,,,0.35,0.35,,85.60%,32.20%,-0.53%,-0.34%,11.20%,38.62%,64.54%,11.11%,1.13,0.96,3.53%,3.99%,-0.30%,6.69%,23.53%,-8.77%,23.58%,-8.77%,74.01%,53.79,-2.08%,0.90%,2.3,188.26,0.63,26.31,-1.20%,118845,1/25/2022 4:30:00 PM,28.92,5/14/1997,26.31,0.00%,59.0,96,1.47,26.31,26.37,24.72,21.33,15.28,28.84,18.0,9.92,57.666666666666664,True
3475,HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,USA,28115.02,19.84,13.83,0.32,1.84,4.31,9.24,29.56,0.56%,11.00%,1.63,148.90%,32.88%,17.50%,62.70%,-0.80%,447.50%,32.10%,895.0,891.41,0.40%,-4.12%,79.70%,2.20%,1.71%,1.4,6.90%,25.40%,12.60%,2.3,1.8,1.37,1.38,13.20%,11.80%,9.50%,-0.46%,15.86%,37.29%,64.68%,57.09%,41.50%,2.49,1.2,3.87%,4.33%,5.56%,22.04%,38.78%,-3.78%,55.80%,-3.78%,81.61%,65.1,-3.11%,-0.36%,2.2,10894.75,0.87,32.36,-3.46%,9473979,1/24/2022 8:30:00 AM,32.14,9/15/1948,32.35,-0.03%,63.0,95,1.4,32.36,30.84,26.72,23.38,17.82,33.63,4.0,-0.68,54.0,True
3547,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,28181.23,52.42,16.75,,3.77,5.2,11.65,19.02,1.06%,,1.81,-641.90%,13.76%,0.90%,,-6.40%,146.60%,51.80%,308.1,278.25,0.30%,-30.50%,85.50%,-0.71%,2.63%,2.92,-0.80%,-2.90%,-16.80%,1.4,1.3,1.46,1.55,70.50%,10.40%,-2.20%,-0.53%,4.55%,15.27%,40.42%,53.41%,27.96%,1.83,3.74,3.32%,4.41%,3.11%,12.86%,17.16%,-2.10%,38.66%,-2.10%,64.75%,60.35,-1.53%,0.00%,2.2,2506.66,1.12,94.73,-1.53%,2817393,1/26/2022 8:30:00 AM,111.5,5/24/1962,93.26,-1.55%,63.0,95,1.37,94.73,92.02,84.29,80.96,60.39,96.76,9.0,17.7,55.666666666666664,True
3727,HWC,Hancock Whitney Corporation,Financial,Banks - Regional,USA,4796.52,12.62,10.04,1.58,4.73,1.3,1.34,8.98,1.99%,25.10%,4.3,-114.60%,2.56%,-18.40%,8.00%,9.30%,62.10%,-4.90%,86.83,86.04,0.60%,-0.99%,79.20%,0.30%,1.86%,3.75,1.10%,10.60%,26.10%,,,0.07,0.07,,95.20%,36.80%,-1.58%,0.07%,2.78%,18.69%,42.87%,8.54%,1.51,1.86,3.22%,3.84%,0.17%,4.81%,12.48%,-9.24%,20.48%,-9.24%,49.19%,53.35,-0.46%,0.89%,1.9,426.54,1.15,54.29,0.43%,491171,1/18/2022 4:30:00 PM,63.94,6/4/1991,54.29,0.00%,72.0,92,1.28,54.29,54.16,51.91,48.31,36.39,59.82,13.0,17.77,59.0,True
3728,HWKN,"Hawkins, Inc.",Basic Materials,Specialty Chemicals,USA,840.84,17.01,,,1.18,2.88,35.93,38.39,1.29%,21.20%,2.37,44.80%,,35.00%,,7.60%,29.90%,30.90%,20.89,19.12,9.46%,0.00%,63.20%,1.27%,0.73%,2.72,10.30%,17.90%,11.30%,2.8,1.8,0.36,0.4,19.90%,9.60%,7.00%,1.56%,2.60%,8.57%,7.36%,30.49%,2.08%,0.92,1.46,3.67%,3.81%,4.54%,5.10%,13.03%,-3.98%,21.70%,-3.98%,37.35%,56.69,-0.25%,0.65%,2.0,51.48,0.99,40.27,0.40%,50883,2/2/2022 4:30:00 PM,52.0,3/18/1980,40.27,0.00%,69.0,87,1.17,40.27,38.56,38.44,35.66,29.32,41.94,20.0,29.13,58.666666666666664,True
4113,ISBC,"Investors Bancorp, Inc.",Financial,Banks - Regional,USA,4218.79,12.78,11.76,1.23,4.59,1.4,4.98,12.04,3.31%,42.10%,1.32,26.20%,9.34%,11.50%,10.38%,6.00%,4.30%,-3.90%,235.6,226.52,0.20%,-58.44%,73.90%,-2.26%,5.99%,5.99,1.10%,10.50%,10.10%,,,1.24,1.24,,81.20%,31.70%,-1.40%,-1.34%,7.08%,19.14%,31.55%,11.75%,0.98,0.47,2.28%,3.00%,0.94%,5.99%,12.98%,-4.19%,21.19%,-4.19%,35.82%,55.23,-1.40%,0.06%,2.2,2262.69,1.46,16.93,-1.34%,3303327,1/26/2022 4:30:00 PM,17.6,10/12/2005,16.93,0.00%,63.0,88,1.18,16.93,16.75,16.01,15.0,12.47,17.67,28.0,3.96,59.666666666666664,True
4711,LPI,"Laredo Petroleum, Inc.",Energy,Oil & Gas E&P,USA,1170.41,,3.04,,1.05,5.21,22.77,2.97,,,-22.42,-153.00%,153.73%,19.50%,10.49%,2.20%,142.10%,118.60%,15.76,15.72,0.90%,-78.30%,72.60%,1.47%,14.32%,3.04,-13.60%,,-73.40%,0.3,0.3,6.02,6.02,61.10%,37.90%,-21.30%,11.78%,5.62%,4.16%,82.52%,95.18%,23.12%,3.98,5.9,9.04%,9.05%,7.78%,10.89%,14.01%,-5.36%,44.52%,-25.42%,179.25%,57.12,1.58%,-1.45%,2.5,739.53,1.13,74.03,0.11%,832131,2/22/2022 4:30:00 PM,99.33,12/15/2011,74.0,-0.04%,53.0,98,1.74,74.03,68.63,67.1,65.1,26.51,99.26,15.0,34.18,55.333333333333336,True
4807,MAR,"Marriott International, Inc.",Consumer Cyclical,Lodging,USA,57376.7,121.17,32.68,,4.95,61.19,74.32,94.21,,0.00%,1.41,-121.60%,80.63%,-17.70%,,-6.10%,118.30%,75.10%,327.3,272.34,1.20%,-1.81%,61.00%,-0.83%,1.37%,1.71,1.90%,78.60%,2.60%,0.5,0.5,10.09,10.72,20.20%,7.10%,4.00%,3.19%,4.15%,9.49%,28.69%,31.39%,3.69%,1.72,5.55,3.70%,3.54%,5.75%,6.54%,14.84%,-3.33%,19.70%,-3.33%,36.45%,61.01,0.46%,0.39%,2.5,2187.37,1.22,171.33,0.85%,2673573,2/15/2022 8:30:00 AM,166.95,3/23/1998,171.4,0.04%,53.0,87,1.17,171.33,162.44,161.22,149.3,127.23,177.23,13.0,-2.56,51.0,True
4814,MAT,"Mattel, Inc.",Consumer Cyclical,Leisure,USA,8604.79,9.54,13.58,0.95,1.58,6.45,57.94,19.45,,0.00%,2.54,158.80%,25.58%,-19.60%,10.00%,-4.30%,151.40%,7.70%,350.42,348.91,0.41%,0.00%,,0.89%,7.15%,7.44,5.90%,44.30%,7.50%,1.6,1.1,1.96,2.05,48.20%,12.00%,5.90%,12.77%,6.05%,6.47%,10.70%,29.76%,12.24%,1.54,0.89,4.37%,4.21%,12.19%,12.98%,15.64%,-4.12%,26.24%,-4.12%,34.86%,68.45,0.17%,0.12%,2.1,3351.31,2.22,24.2,0.29%,7434138,2/9/2022 4:30:00 PM,29.54,8/12/1963,24.0,-0.83%,66.0,87,1.16,24.2,21.66,21.47,20.94,17.95,25.24,18.0,22.07,57.0,True
4858,MCK,McKesson Corporation,Healthcare,Medical Distribution,USA,40895.53,30.23,11.76,2.33,0.16,,14.85,10.18,0.69%,19.20%,8.96,-667.60%,-3.70%,-37.30%,12.96%,4.50%,99.90%,9.60%,151.6,146.83,0.05%,-63.30%,89.80%,-1.50%,1.20%,1.68,2.20%,-235.80%,-61.00%,1.0,0.6,,,5.20%,0.90%,0.50%,0.17%,6.25%,20.39%,35.37%,49.71%,8.89%,0.73,6.96,2.38%,2.62%,4.33%,9.47%,27.04%,-4.27%,25.09%,-4.27%,59.84%,64.95,0.24%,-0.43%,1.9,1049.23,1.31,270.67,-0.19%,1371848,2/2/2022 4:30:00 PM,300.87,11/10/1994,270.67,0.00%,72.0,94,1.34,270.67,260.15,248.27,213.47,169.34,282.73,15.0,11.16,60.333333333333336,True
5067,MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,USA,16565.62,9.6,5.8,1.37,1.51,1.63,19.66,28.1,1.01%,5.30%,4.65,160.60%,48.14%,-9.50%,7.00%,-0.50%,,43.50%,379.8,376.71,0.65%,-93.39%,80.20%,-0.03%,1.51%,1.14,8.70%,18.00%,6.80%,1.3,0.7,0.38,0.38,22.40%,16.30%,16.30%,0.36%,7.23%,19.34%,37.42%,45.58%,13.57%,1.71,2.04,4.79%,4.98%,5.15%,12.12%,24.16%,-6.16%,31.62%,-6.16%,63.89%,59.04,-4.27%,-0.55%,2.4,5014.73,1.59,44.62,-4.80%,7982370,2/22/2022 4:30:00 PM,48.13,1/26/1988,45.06,0.99%,56.0,93,1.3,44.62,42.51,40.0,35.98,27.23,47.55,19.0,7.87,56.0,True
5080,MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,USA,47859.35,37.97,15.16,1.26,0.4,1.77,3.62,32.23,2.93%,19.70%,2.08,-716.80%,5.73%,-39.20%,30.11%,-0.60%,156.30%,85.90%,633.0,590.89,0.20%,-5.78%,79.30%,-0.38%,3.09%,2.66,8.60%,30.40%,-18.20%,2.0,1.5,0.96,0.97,9.00%,0.40%,6.30%,-0.84%,8.26%,20.30%,35.59%,53.83%,23.71%,1.94,2.29,2.49%,3.21%,5.46%,14.44%,26.18%,-2.73%,32.02%,-2.73%,60.73%,65.41,-2.10%,-0.41%,1.8,6859.29,0.95,79.16,-2.50%,6546159,2/2/2022 8:30:00 AM,85.33,6/23/2011,79.16,0.00%,75.0,95,1.37,79.16,75.28,69.49,62.85,50.19,81.39,18.0,7.79,62.666666666666664,True
5104,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA,15918.1,,9.74,,3.55,1.55,,11.64,1.13%,,-0.05,-409.20%,64.05%,6.10%,-2.40%,-8.60%,158.10%,92.00%,789.0,765.84,0.30%,-6.69%,76.70%,2.19%,3.18%,1.36,-0.20%,-0.40%,-7.70%,1.0,0.9,0.37,0.37,88.50%,3.80%,-0.90%,-1.85%,14.22%,27.16%,81.75%,122.09%,29.17%,2.84,0.91,3.84%,4.80%,5.21%,18.19%,45.87%,-4.80%,48.39%,-4.80%,147.49%,61.16,-4.16%,-0.36%,2.2,17872.0,1.2,21.21,-4.50%,21393932,2/16/2022 4:30:00 PM,21.55,11/26/1965,21.21,0.00%,63.0,99,1.98,21.21,20.25,18.06,14.59,9.11,22.28,19.0,1.6,60.333333333333336,True
5138,MTB,M&T Bank Corporation,Financial,Banks - Regional,USA,23319.8,13.87,12.43,2.73,5.79,1.47,0.57,15.55,2.66%,33.80%,13.01,-27.70%,29.24%,6.70%,5.08%,5.70%,34.20%,-0.80%,128.69,128.05,0.30%,-1.21%,87.50%,-0.40%,4.86%,5.0,1.10%,10.90%,17.60%,,,0.22,0.22,,95.70%,41.50%,-0.04%,-1.53%,12.85%,29.72%,21.35%,17.47%,0.97,5.49,2.35%,3.45%,3.21%,9.72%,18.28%,-3.50%,27.51%,-3.50%,40.44%,59.75,-1.22%,0.18%,2.5,1244.76,0.77,180.41,-1.04%,952385,1/20/2022 8:30:00 AM,187.74,3/17/1980,180.41,0.00%,53.0,81,1.08,180.41,174.56,165.02,152.65,128.46,186.95,16.0,4.06,50.0,True
5144,MTDR,Matador Resources Company,Energy,Oil & Gas E&P,USA,5044.97,19.03,6.76,1.83,3.82,3.08,69.01,5.82,0.45%,3.10%,2.34,-781.60%,60.99%,9.30%,10.40%,22.10%,171.90%,132.30%,117.01,109.77,1.40%,0.52%,91.90%,1.60%,8.95%,6.44,7.40%,19.30%,-15.30%,0.8,0.8,0.9,0.0,72.20%,31.00%,21.30%,0.00%,4.12%,1.41%,66.36%,121.72%,20.53%,4.16,2.63,5.39%,6.67%,0.77%,8.44%,23.78%,-8.77%,32.88%,-8.77%,139.12%,54.05,0.95%,-0.56%,2.1,1525.4,1.52,44.5,0.38%,2312117,2/22/2022 4:30:00 PM,53.13,2/2/2012,44.5,0.00%,66.0,99,1.98,44.5,44.12,41.18,36.04,18.61,48.78,18.0,19.39,61.0,True
5331,NI,NiSource Inc.,Utilities,Utilities - Regulated Gas,USA,11056.04,25.3,19.59,7.19,2.35,2.34,287.17,15.46,3.10%,76.00%,1.12,-121.70%,6.93%,-18.40%,3.52%,0.10%,123.60%,6.30%,393.2,391.12,0.30%,-1.66%,97.70%,0.01%,4.10%,3.16,2.00%,9.20%,2.20%,0.7,0.4,1.92,2.02,73.90%,20.00%,9.50%,-1.32%,0.28%,13.28%,10.80%,26.94%,2.90%,0.3,0.62,2.03%,2.23%,-0.18%,3.21%,10.53%,-5.90%,16.29%,-5.90%,34.58%,51.19,-1.53%,0.31%,1.9,5060.66,0.88,28.41,-1.22%,4439305,2/23/2022 8:30:00 AM,30.3,12/19/1962,28.5,0.32%,72.0,84,1.13,28.41,28.47,27.6,25.71,21.11,30.19,18.0,6.65,58.0,True
5358,NLOK,NortonLifeLock Inc.,Technology,Software - Infrastructure,USA,17440.66,18.84,15.54,1.52,6.34,,9.79,25.06,1.70%,32.00%,1.56,29.00%,9.15%,24.10%,12.40%,-6.70%,17.90%,9.90%,582.0,579.53,0.10%,-0.15%,98.25%,3.41%,4.60%,5.96,13.70%,-274.30%,23.60%,0.7,0.7,,,85.20%,41.00%,33.10%,4.17%,10.83%,15.47%,13.91%,37.82%,13.47%,0.63,0.87,3.91%,3.08%,9.05%,12.62%,13.47%,-4.64%,24.02%,-4.64%,51.88%,65.58,-1.27%,0.00%,2.1,4474.21,1.02,29.48,-1.27%,4556820,2/3/2022 4:30:00 PM,29.26,6/23/1989,29.48,0.00%,66.0,90,1.23,29.48,27.16,26.28,26.02,19.41,30.92,18.0,-0.75,58.0,True
5394,NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,USA,58332.2,8.96,14.46,1.87,1.64,4.75,16.52,49.9,1.61%,14.10%,43.6,128.80%,8.73%,30.90%,4.80%,7.60%,768.50%,-15.40%,157.3,153.34,0.10%,-2.27%,84.60%,-0.06%,0.89%,1.7,16.60%,60.90%,14.30%,1.3,1.2,0.99,0.99,20.40%,15.70%,19.60%,4.67%,-1.76%,8.61%,5.96%,34.28%,0.91%,0.82,10.11,2.92%,2.59%,0.93%,1.85%,5.32%,-4.49%,12.28%,-4.49%,35.59%,53.98,-1.61%,-0.58%,2.1,806.79,2.12,390.6,-2.18%,1709922,1/27/2022 8:30:00 AM,408.56,12/10/1951,390.6,0.00%,66.0,89,1.2,390.6,386.35,384.26,371.04,288.08,408.97,27.0,4.6,60.666666666666664,True
5403,NOV,NOV Inc.,Energy,Oil & Gas Equipment & Services,USA,6187.88,,21.31,,1.12,1.29,,13.48,1.20%,,-0.65,53.80%,340.45%,-30.00%,41.00%,-16.20%,57.40%,-3.10%,387.0,361.68,0.55%,-0.40%,96.40%,0.08%,3.94%,3.25,-5.60%,-10.60%,-36.40%,2.7,2.0,0.38,0.39,14.00%,-8.20%,-9.80%,5.03%,3.08%,21.44%,29.84%,15.08%,23.32%,2.03,0.77,4.68%,4.83%,1.56%,12.41%,14.59%,-5.62%,45.81%,-7.27%,45.81%,56.16,-2.39%,-0.75%,2.4,4389.05,1.02,16.71,-3.13%,4476678,2/3/2022 4:30:00 PM,18.25,10/29/1996,16.8,0.54%,56.0,76,1.03,16.71,16.46,14.96,14.59,11.46,18.02,7.0,9.22,46.333333333333336,True
5599,OFG,OFG Bancorp,Financial,Banks - Regional,USA,1380.18,10.75,8.73,1.34,3.07,1.36,0.5,,1.73%,11.60%,2.58,43.70%,14.28%,40.90%,8.00%,3.10%,61.50%,-2.40%,51.52,48.86,0.90%,1.36%,94.40%,-0.32%,1.61%,2.91,1.30%,12.90%,32.50%,,,0.03,0.03,,88.60%,29.60%,0.11%,-7.48%,2.70%,16.18%,49.03%,4.37%,1.35,0.94,2.71%,3.86%,-0.96%,2.46%,11.38%,-10.38%,16.40%,-10.38%,52.43%,49.72,-1.77%,0.71%,2.0,270.47,1.23,27.72,-1.07%,331790,1/19/2022 8:30:00 AM,35.33,3/26/1987,27.72,0.00%,69.0,94,1.33,27.72,27.85,27.11,24.91,18.42,30.93,10.0,27.45,57.666666666666664,True
5751,OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,USA,36447.32,,11.57,,1.63,4.23,17.7,5.89,0.10%,,-0.79,155.00%,63.94%,-8.00%,37.40%,7.30%,115.80%,64.90%,935.4,932.01,0.21%,0.00%,71.00%,0.57%,3.75%,2.11,-1.40%,-12.90%,-23.10%,1.1,0.9,3.39,3.48,59.40%,7.40%,-5.00%,0.56%,20.73%,28.52%,66.32%,55.82%,42.22%,2.12,1.92,4.74%,5.33%,8.44%,23.24%,38.20%,-4.46%,58.27%,-4.46%,90.70%,65.14,-3.22%,-0.88%,2.5,16569.3,1.3,41.23,-4.07%,21477123,2/24/2022 4:30:00 PM,43.68,7/2/1962,41.2,-0.07%,53.0,95,1.39,41.23,38.31,33.69,29.91,21.62,43.16,7.0,5.94,51.666666666666664,True
5761,PACW,PacWest Bancorp,Financial,Banks - Regional,USA,5803.03,9.6,9.83,0.96,5.01,1.46,1.16,14.81,2.05%,19.80%,5.09,-372.30%,11.02%,-42.10%,10.00%,4.50%,926.80%,217.40%,117.18,115.14,1.00%,-1.62%,89.80%,-0.53%,2.78%,3.92,1.80%,15.70%,19.30%,,,0.22,0.0,,,50.90%,0.35%,-3.61%,1.03%,17.58%,33.08%,8.21%,1.41,1.75,3.15%,4.01%,1.06%,4.33%,9.45%,-5.66%,19.83%,-5.66%,41.68%,53.25,-1.59%,-0.44%,1.8,814.69,1.25,48.88,-2.02%,1018657,1/19/2022 4:30:00 PM,59.4,6/5/2000,48.88,0.00%,75.0,88,1.19,48.88,48.25,46.93,44.69,35.32,51.81,14.0,21.52,59.0,True
5854,PDCE,"PDC Energy, Inc.",Energy,Oil & Gas E&P,USA,5880.25,139.55,5.48,5.13,4.59,2.25,58.86,4.75,0.82%,53.90%,0.42,-733.00%,23.92%,-33.40%,27.20%,17.60%,570.40%,95.20%,98.18,95.87,1.20%,-5.39%,,1.28%,8.20%,7.27,0.80%,1.70%,-15.10%,0.5,0.5,0.49,0.49,77.50%,9.30%,3.30%,-2.91%,5.88%,4.68%,51.14%,101.52%,19.58%,2.99,3.17,5.59%,5.68%,-0.00%,8.75%,24.16%,-8.02%,32.57%,-8.02%,114.92%,52.66,-1.07%,0.84%,2.0,1081.29,20.41,58.33,-0.24%,22069444,2/28/2022 4:30:00 PM,74.0,3/17/1980,58.33,0.00%,69.0,98,1.78,58.33,58.42,53.94,47.47,27.85,63.42,25.0,26.86,64.0,True
5894,PFBC,Preferred Bank,Financial,Banks - Regional,USA,1135.57,12.02,10.02,1.2,5.38,2.04,1.03,12.05,2.23%,25.20%,6.41,-9.80%,8.08%,16.90%,10.00%,17.70%,53.20%,1.50%,14.88,14.68,1.70%,0.00%,77.40%,-1.38%,3.12%,5.05,1.50%,14.70%,20.10%,,,0.26,0.26,,84.80%,38.20%,-3.94%,-4.23%,10.48%,28.49%,45.74%,7.31%,1.3,2.15,2.47%,2.94%,-2.28%,3.76%,14.23%,-6.01%,24.22%,-6.01%,49.27%,47.52,-1.19%,0.04%,2.2,90.76,1.06,77.04,-1.15%,96041,1/19/2022 4:30:00 PM,89.5,8/19/1999,77.04,0.00%,63.0,93,1.3,77.04,78.64,74.42,67.5,51.76,81.97,12.0,16.17,56.0,True
