,ticker,company,sector,industry,market cap,analyst_recom,sentiment_score,rs_rating,returns_multiple,current_price,target_price,est_gl,performance_(week),performance_(month),performance_(quarter),performance_(half year),performance_(year),performance_(ytd),20_day_ma,50_day_ma,200_day_ma,52_week_low,52_week_high,my_score,in_sp1500
332,VRTS,"Virtus Investment Partners, Inc.",Financial,Asset Management,2419.28,81.5,15.0,84,1.37,322.54,396.0,22.78,3.01%,2.76%,7.16%,20.87%,75.04%,50.66%,324.09,,283.68,174.17,338.8,60.166666666666664,True
333,VRTV,Veritiv Corporation,Industrials,Business Equipment & Supplies,2202.09,106.5,25.0,100,6.16,146.16,160.0,9.47,-3.13%,50.76%,89.23%,218.17%,624.24%,620.06%,130.56,,67.13,16.8,158.99,77.16666666666667,True
334,VSTO,Vista Outdoor Inc.,Consumer Cyclical,Leisure,2705.96,89.0,14.0,92,1.73,47.33,62.33,31.69,8.76%,15.52%,20.55%,29.73%,133.83%,104.21%,44.2,,38.74,18.75,48.75,65.0,True
335,VVI,Viad Corp,Industrials,Specialty Business Services,990.71,81.5,16.0,77,1.23,47.71,59.33,24.36,-3.79%,2.00%,16.00%,16.03%,66.37%,32.51%,47.17,,44.34,28.27,52.73,58.166666666666664,True
336,VVV,Valvoline Inc.,Energy,Oil & Gas Refining & Marketing,6458.68,84.0,13.0,79,1.27,36.89,41.88,13.53,2.47%,1.83%,18.17%,12.54%,60.47%,54.02%,34.87,,30.49,21.75,37.41,58.666666666666664,True
338,WFC,Wells Fargo & Company,Financial,Banks - Diversified,199378.56,76.5,28.0,87,1.46,49.84,52.0,4.33,0.96%,1.90%,5.00%,9.10%,102.29%,66.90%,50.74,,44.58,24.97,52.57,63.833333333333336,True
340,WH,"Wyndham Hotels & Resorts, Inc.",Consumer Cyclical,Lodging,7894.16,96.5,21.0,75,1.19,86.3,94.56,9.57,-1.40%,3.21%,25.60%,14.36%,53.99%,44.04%,84.43,,73.27,53.58,89.48,64.16666666666667,True
341,WIRE,Encore Wire Corporation,Industrials,Electrical Equipment & Parts,2909.12,94.0,16.0,95,2.13,146.63,160.0,9.12,1.57%,28.42%,70.48%,79.39%,167.44%,138.12%,133.94,,84.3,51.32,146.99,68.33333333333333,True
345,WTFC,Wintrust Financial Corporation,Financial,Banks - Regional,5361.14,89.0,14.0,81,1.29,92.85,101.75,9.59,1.17%,10.85%,27.99%,21.29%,68.73%,52.46%,91.87,,77.96,53.92,94.92,61.333333333333336,True
347,YETI,"YETI Holdings, Inc.",Consumer Cyclical,Leisure,8993.74,84.0,13.0,81,1.3,102.7,112.35,9.4,-1.67%,17.79%,7.99%,23.58%,82.07%,52.42%,99.97,,88.29,57.74,108.82,59.333333333333336,True
348,ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,31962.15,76.5,19.0,81,1.29,605.83,624.5,3.08,1.56%,14.82%,8.58%,24.81%,74.87%,57.42%,568.38,,519.68,333.06,614.1,58.833333333333336,True
