no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp1500
2424,ENVA,"Enova International, Inc.",Financial,Credit Services,USA,1703.63,6.63,6.43,,1.41,1.46,7.44,3.82,,0.00%,6.79,214.60%,19.98%,54.40%,,0.90%,-56.00%,76.10%,36.74,36.08,1.80%,-10.89%,90.80%,0.53%,2.35%,2.41,21.10%,46.30%,18.70%,15.9,15.9,0.95,0.95,,56.00%,39.80%,-1.94%,1.97%,6.58%,42.66%,54.51%,9.89%,1.52,1.9,3.91%,4.74%,7.80%,9.88%,23.69%,-5.99%,23.79%,-5.99%,66.70%,59.23,0.76%,1.15%,2.0,352.2,0.93,45.01,1.92%,326680,2/3/2022 4:30:00 PM,50.6,10/30/2014,45.01,0.00%,69.0,94,1.35,45.01,41.83,41.1,36.44,27.0,47.88,20.0,12.42,61.0,True
2432,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,62613.03,21.44,10.4,0.29,4.03,2.96,14.58,12.41,2.71%,31.00%,5.17,-122.20%,23.49%,33.90%,73.84%,4.80%,,105.70%,585.09,583.05,0.30%,1.90%,87.80%,-0.53%,1.14%,1.47,8.30%,14.40%,-1.60%,2.1,2.0,0.23,0.24,60.80%,26.20%,19.40%,-0.56%,4.99%,21.76%,72.01%,80.86%,24.85%,1.82,4.27,3.10%,4.00%,0.98%,12.68%,32.59%,-5.12%,37.47%,-5.12%,90.08%,56.62,1.23%,-3.40%,2.0,4523.63,0.88,110.9,-2.21%,4001635,2/25/2022 8:30:00 AM,116.55,10/4/1989,110.7,-0.18%,69.0,97,1.55,110.9,110.09,99.2,85.52,60.46,116.89,18.0,5.09,61.333333333333336,True
2586,EWBC,"East West Bancorp, Inc.",Financial,Banks - Diversified,USA,13238.8,15.08,12.4,1.88,8.18,2.29,1.58,,1.43%,22.80%,6.1,-13.90%,13.95%,8.30%,8.00%,8.60%,40.20%,13.60%,141.88,140.8,0.60%,-0.38%,91.80%,0.89%,2.17%,3.28,1.30%,13.80%,21.00%,,,0.03,0.03,,86.50%,46.50%,0.72%,1.67%,9.55%,25.80%,33.53%,16.93%,1.63,2.73,2.79%,3.35%,5.97%,10.83%,18.59%,-0.66%,27.86%,-0.66%,39.67%,64.97,2.09%,0.86%,1.7,933.53,1.34,92.0,2.97%,1252745,1/27/2022 8:30:00 AM,107.9,2/3/1999,92.0,0.00%,78.0,87,1.17,92.0,86.9,83.33,77.66,65.87,92.62,17.0,17.28,60.666666666666664,True
2621,EXC,Exelon Corporation,Utilities,Utilities - Diversified,USA,40747.84,24.44,18.6,1.53,1.17,1.21,13.78,,3.67%,89.40%,1.71,-33.30%,-20.14%,-4.60%,16.00%,2.30%,139.40%,0.60%,979.0,975.59,0.10%,-25.87%,82.60%,0.35%,1.89%,1.76,1.30%,5.10%,3.40%,0.9,0.8,1.05,1.23,58.10%,6.80%,4.80%,-2.98%,4.08%,6.88%,21.04%,38.81%,1.34%,0.48,1.0,2.30%,2.62%,0.59%,3.82%,16.23%,-5.18%,13.15%,-5.18%,52.62%,53.12,-1.39%,0.31%,2.1,10456.82,1.0,41.74,-1.09%,10408241,,50.78,7/6/1943,41.65,-0.22%,66.0,90,1.23,41.74,41.59,40.29,35.97,27.35,44.02,18.0,21.66,58.0,True
2632,EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,USA,33016.57,,19.72,,4.56,15.83,7.66,10.74,,,-6.83,90.50%,39.68%,-24.40%,22.80%,-0.40%,162.10%,147.70%,153.58,144.81,0.40%,-38.32%,97.20%,-0.31%,5.03%,2.82,-1.20%,-18.00%,3.90%,0.9,0.9,3.75,4.11,80.50%,5.00%,-3.70%,9.30%,14.93%,19.32%,48.65%,37.58%,17.27%,1.58,9.01,5.88%,4.76%,15.66%,19.23%,26.91%,0.68%,40.50%,0.68%,54.95%,72.93,5.96%,1.44%,2.5,2583.48,2.07,211.93,7.49%,5347852,2/10/2022 4:30:00 PM,211.19,7/20/2005,211.1,-0.39%,53.0,91,1.26,211.93,184.96,178.88,167.18,136.77,210.5,14.0,-0.35,52.666666666666664,True
2662,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,22288.2,66.36,7.21,1.09,4.02,2.02,48.77,7.75,1.56%,82.70%,1.93,269.40%,58.66%,-27.70%,61.03%,44.50%,150.50%,165.30%,181.03,180.27,0.20%,-9.97%,90.40%,1.73%,3.24%,2.02,2.10%,4.20%,-31.20%,0.7,0.7,0.6,0.6,79.40%,33.70%,8.00%,2.82%,-1.03%,15.03%,77.91%,85.76%,18.57%,2.36,6.25,4.73%,5.34%,0.24%,8.06%,31.79%,-6.35%,34.58%,-6.35%,102.82%,52.66,1.46%,-3.40%,1.9,2891.59,0.81,127.88,-1.99%,2330444,2/22/2022 4:30:00 PM,143.73,10/12/2012,127.2,-0.53%,72.0,98,1.63,127.88,127.67,118.78,97.26,63.05,136.55,22.0,12.39,64.0,True
2689,FBP,First BanCorp.,Financial,Banks - Regional,USA,3043.89,11.31,9.31,0.79,3.83,1.42,1.13,9.2,2.69%,24.90%,1.31,-39.70%,14.48%,35.50%,14.40%,2.70%,181.20%,17.50%,206.72,194.38,1.30%,-3.45%,99.60%,2.30%,2.06%,2.19,1.00%,9.50%,18.20%,,,0.09,0.09,,84.90%,26.10%,-3.38%,-9.27%,3.26%,18.58%,41.62%,7.91%,1.24,0.53,3.17%,3.69%,-0.49%,3.11%,12.23%,-10.53%,19.49%,-10.53%,46.72%,50.77,0.68%,1.65%,2.0,1827.05,0.62,14.87,2.34%,1125319,1/26/2022 8:30:00 AM,24.0,1/13/1987,14.32,-3.70%,69.0,91,1.26,14.87,14.88,14.45,13.26,10.14,16.62,12.0,61.4,57.333333333333336,True
2703,FCF,First Commonwealth Financial Corporation,Financial,Banks - Regional,USA,1600.7,11.63,11.52,1.45,5.45,1.44,4.78,20.37,2.74%,37.50%,1.44,-29.70%,12.43%,6.00%,8.00%,8.10%,81.90%,0.80%,95.62,94.17,1.00%,0.00%,72.20%,1.46%,2.24%,3.83,1.20%,10.40%,15.10%,,,0.15,0.26,,85.70%,38.90%,-0.95%,-4.44%,6.68%,25.71%,29.10%,4.23%,1.05,0.45,2.30%,3.02%,0.98%,3.26%,13.66%,-4.88%,14.08%,-4.88%,35.68%,54.03,0.78%,1.09%,2.5,550.3,0.68,16.77,1.88%,372533,1/25/2022 4:30:00 PM,18.67,6/10/1992,16.77,0.00%,53.0,85,1.14,16.77,16.58,16.27,14.76,12.36,17.63,13.0,11.33,50.333333333333336,True
2818,FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,34167.5,13.24,12.76,,6.56,1.69,0.9,,2.43%,31.20%,3.73,-45.10%,13.72%,-1.80%,-2.98%,6.70%,24.20%,-2.80%,697.46,681.88,0.20%,-6.51%,83.70%,-0.27%,1.57%,1.99,1.20%,12.00%,13.80%,,,0.56,0.56,,96.40%,47.40%,-0.24%,-2.12%,10.67%,30.98%,47.27%,13.39%,1.38,1.4,2.32%,3.24%,5.42%,8.12%,17.82%,-2.49%,22.32%,-2.49%,51.43%,62.63,1.35%,1.02%,1.9,5359.39,0.7,49.38,2.38%,3765148,1/20/2022 8:30:00 AM,51.68,3/17/1980,49.38,0.00%,72.0,93,1.3,49.38,46.83,45.8,41.96,32.61,50.64,19.0,4.66,61.333333333333336,True
2959,FOXA,Fox Corporation,Communication Services,Broadcasting,USA,23654.83,17.61,11.81,2.93,1.74,2.18,5.56,21.92,1.11%,19.00%,2.45,122.80%,24.62%,15.90%,6.00%,7.70%,-139.90%,8.70%,569.0,461.75,0.10%,0.00%,99.94%,0.77%,3.18%,4.05,6.30%,12.80%,12.40%,3.0,2.6,0.64,0.71,35.50%,18.60%,10.60%,5.71%,5.19%,4.56%,16.68%,35.91%,16.94%,,1.31,3.96%,3.43%,6.73%,11.61%,12.80%,-4.00%,22.41%,-4.00%,36.98%,65.03,0.58%,0.54%,2.4,3619.07,0.75,43.15,1.12%,2705818,2/9/2022 8:30:00 AM,47.26,3/12/2019,43.15,0.00%,56.0,88,1.2,43.15,40.59,38.8,38.29,31.5,44.95,11.0,9.52,51.666666666666664,True
3161,GCO,Genesco Inc.,Consumer Cyclical,Apparel Retail,USA,1011.28,6.84,9.53,0.68,0.43,1.64,3.58,4.64,,0.00%,9.91,-200.00%,5.02%,-24.20%,10.00%,-10.00%,333.50%,25.30%,14.31,13.71,2.30%,-0.01%,98.90%,-0.38%,7.99%,6.76,8.70%,24.60%,-8.60%,1.6,0.9,0.03,0.03,47.90%,5.80%,6.10%,-1.08%,8.69%,-5.00%,16.36%,51.70%,5.63%,2.06,3.33,4.37%,5.40%,6.21%,7.58%,11.36%,-3.10%,20.60%,-8.06%,66.54%,57.7,3.23%,0.69%,2.5,162.04,0.54,67.78,3.94%,86935,12/3/2021 8:30:00 AM,72.67,1/5/1950,67.78,0.00%,53.0,94,1.32,67.78,64.15,63.05,60.94,40.7,73.72,19.0,7.21,55.333333333333336,True
3471,HAFC,Hanmi Financial Corporation,Financial,Banks - Regional,USA,811.74,11.91,11.15,1.49,3.81,1.32,0.97,5.7,2.98%,17.70%,2.26,30.00%,-11.98%,-4.00%,8.00%,6.40%,62.20%,1.10%,30.47,30.04,0.40%,0.05%,90.90%,0.63%,1.62%,2.57,1.10%,11.50%,13.80%,,,0.35,0.35,,85.60%,32.20%,-0.56%,0.56%,10.03%,43.00%,63.64%,13.47%,1.13,0.93,3.48%,3.82%,1.90%,8.68%,25.98%,-6.83%,26.21%,-6.83%,75.91%,59.07,1.59%,0.53%,2.3,188.61,0.43,26.87,2.13%,81764,1/25/2022 4:30:00 PM,28.92,5/14/1997,26.87,0.00%,59.0,96,1.48,26.87,26.39,24.81,21.36,15.28,28.84,18.0,7.63,57.666666666666664,True
3475,HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,USA,28254.03,19.94,13.9,0.32,1.85,4.34,9.28,29.71,0.55%,11.00%,1.63,148.90%,32.88%,17.50%,62.70%,-0.80%,447.50%,32.10%,895.0,891.41,0.40%,-4.12%,79.70%,2.20%,1.71%,1.39,6.90%,25.40%,12.60%,2.3,1.8,1.37,1.38,13.20%,11.80%,9.50%,2.39%,13.15%,38.97%,69.64%,58.25%,42.20%,2.49,1.23,4.16%,4.41%,5.46%,21.69%,39.08%,-3.30%,54.38%,-3.30%,82.51%,65.78,3.50%,-2.90%,2.2,10930.99,0.99,32.52,0.49%,10816808,1/24/2022 8:30:00 AM,32.14,9/15/1948,32.48,-0.12%,63.0,95,1.39,32.52,31.03,26.93,23.44,17.82,33.63,5.0,-1.17,54.333333333333336,True
3547,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,27723.09,51.57,16.48,,3.71,5.12,11.46,18.71,1.07%,,1.81,-641.90%,13.76%,0.90%,,-6.40%,146.60%,51.80%,308.1,278.25,0.30%,-30.50%,85.50%,-0.71%,2.63%,2.9,-0.80%,-2.90%,-16.80%,1.4,1.3,1.46,1.55,70.50%,10.40%,-2.20%,-0.13%,1.54%,13.23%,40.35%,50.74%,25.88%,1.83,3.84,3.65%,4.53%,1.27%,10.56%,15.11%,-3.69%,36.40%,-3.69%,54.31%,56.3,2.86%,-4.36%,2.2,2526.84,1.32,93.19,-1.63%,3331142,1/26/2022 8:30:00 AM,111.5,5/24/1962,93.18,-0.01%,63.0,94,1.33,93.19,92.07,84.63,81.04,60.39,96.76,9.0,19.65,55.333333333333336,True
3576,HIG,"The Hartford Financial Services Group, Inc.",Financial,Insurance - Diversified,USA,24648.28,10.69,8.97,0.91,1.1,1.4,106.24,6.96,2.17%,22.60%,6.64,-16.20%,16.71%,11.10%,11.71%,5.00%,8.00%,10.00%,345.6,337.0,0.10%,-33.48%,94.20%,-0.02%,0.74%,1.36,2.80%,12.00%,8.80%,,,0.28,0.0,,12.60%,9.50%,-2.41%,-1.99%,-1.82%,5.20%,41.74%,2.85%,1.02,2.0,2.94%,2.96%,-0.30%,1.36%,4.40%,-5.21%,9.03%,-9.16%,46.11%,49.46,1.04%,0.89%,2.1,1823.26,0.82,71.01,1.94%,1500436,2/3/2022 4:30:00 PM,82.5,12/15/1995,71.01,0.00%,66.0,92,1.28,71.01,71.21,70.15,68.04,48.6,78.17,13.0,16.18,57.0,True
3727,HWC,Hancock Whitney Corporation,Financial,Banks - Regional,USA,4966.15,13.07,10.4,1.63,4.9,1.34,1.38,9.3,1.92%,25.10%,4.3,-114.60%,2.56%,-18.40%,8.00%,9.30%,62.10%,-4.90%,86.83,86.04,0.60%,-0.99%,79.20%,0.30%,1.86%,3.73,1.10%,10.60%,26.10%,,,0.07,0.07,,95.20%,36.80%,-0.83%,2.27%,5.70%,24.17%,49.73%,12.38%,1.51,1.88,3.30%,3.77%,3.78%,8.29%,16.36%,-6.03%,24.74%,-6.03%,54.47%,61.76,2.20%,1.31%,1.9,428.79,1.26,56.21,3.54%,538965,1/18/2022 4:30:00 PM,63.94,6/4/1991,56.25,0.07%,72.0,93,1.3,56.21,54.25,52.07,48.35,36.39,59.82,13.0,13.75,59.333333333333336,True
3728,HWKN,"Hawkins, Inc.",Basic Materials,Specialty Chemicals,USA,864.64,17.49,,,1.21,2.96,36.95,39.48,1.26%,21.20%,2.37,44.80%,,35.00%,,7.60%,29.90%,30.90%,20.89,19.12,9.46%,0.00%,63.20%,1.27%,0.73%,2.7,10.30%,17.90%,11.30%,2.8,1.8,0.36,0.4,19.90%,9.60%,7.00%,-0.22%,5.13%,13.48%,12.22%,35.50%,4.97%,0.92,1.47,3.41%,3.86%,7.38%,7.73%,16.11%,-1.26%,25.14%,-1.26%,41.23%,61.19,2.25%,0.57%,2.0,51.96,1.17,41.41,2.83%,60584,2/2/2022 4:30:00 PM,52.0,3/18/1980,41.41,0.00%,69.0,87,1.18,41.41,38.74,38.6,35.7,29.32,41.94,20.0,25.57,58.666666666666664,True
4113,ISBC,"Investors Bancorp, Inc.",Financial,Banks - Regional,USA,4330.92,13.12,12.07,1.26,4.71,1.44,5.11,12.36,3.22%,42.10%,1.32,26.20%,9.34%,11.50%,10.38%,6.00%,4.30%,-3.90%,235.6,226.52,0.20%,-58.44%,73.90%,-2.26%,5.99%,5.89,1.10%,10.50%,10.10%,,,1.24,1.24,,81.20%,31.70%,-0.63%,-0.40%,8.56%,25.04%,36.21%,14.72%,0.98,0.47,2.37%,2.92%,3.78%,8.57%,15.89%,-1.64%,24.41%,-1.64%,39.43%,62.18,1.34%,1.30%,2.2,2301.87,0.89,17.38,2.66%,2038280,1/26/2022 4:30:00 PM,17.6,10/12/2005,17.38,0.00%,63.0,88,1.19,17.38,16.76,16.06,15.01,12.47,17.67,28.0,1.27,59.666666666666664,True
4683,LNC,Lincoln National Corporation,Financial,Insurance - Life,USA,13406.42,9.85,6.99,0.28,0.7,0.64,5.13,,2.47%,22.30%,7.39,-44.70%,22.30%,-12.10%,35.73%,5.00%,-17.50%,-2.20%,187.28,164.63,0.60%,-25.20%,80.00%,-0.88%,2.23%,2.4,0.40%,6.60%,3.00%,,,0.3,0.31,,10.00%,7.30%,-0.18%,-2.09%,-2.45%,7.81%,33.47%,6.61%,2.0,2.78,3.68%,4.18%,3.09%,4.69%,6.61%,-4.75%,17.91%,-6.19%,37.33%,54.55,1.00%,1.56%,2.5,1530.12,1.53,72.77,2.58%,2342783,2/2/2022 4:30:00 PM,81.85,8/20/1969,72.77,0.00%,53.0,87,1.18,72.77,70.59,69.66,68.3,52.99,77.57,18.0,12.48,52.666666666666664,True
4711,LPI,"Laredo Petroleum, Inc.",Energy,Oil & Gas E&P,USA,1178.48,,3.07,,1.06,5.24,22.93,2.99,,,-22.42,-153.00%,153.73%,19.50%,10.49%,2.20%,142.10%,118.60%,15.76,15.72,0.90%,-78.30%,72.60%,1.47%,14.32%,3.02,-13.60%,,-73.40%,0.3,0.3,6.02,6.02,61.10%,37.90%,-21.30%,19.76%,-0.77%,4.37%,82.61%,95.08%,23.96%,3.98,5.77,8.87%,9.07%,8.61%,11.09%,14.50%,-4.70%,39.25%,-24.90%,181.18%,57.7,6.20%,-5.19%,2.5,746.21,0.81,74.54,0.69%,603097,2/22/2022 4:30:00 PM,99.33,12/15/2011,75.0,0.62%,53.0,98,1.73,74.54,68.78,67.48,65.27,26.51,99.26,15.0,33.26,55.333333333333336,True
4807,MAR,"Marriott International, Inc.",Consumer Cyclical,Lodging,USA,60682.07,128.15,34.57,,5.24,64.71,78.6,99.64,,0.00%,1.41,-121.60%,80.63%,-17.70%,,-6.10%,118.30%,75.10%,327.3,272.34,1.20%,-1.81%,61.00%,-0.83%,1.37%,1.7,1.90%,78.60%,2.60%,0.5,0.5,10.09,10.72,20.20%,7.10%,4.00%,5.63%,11.30%,16.39%,39.00%,37.96%,9.66%,1.72,5.89,3.67%,3.59%,11.55%,12.39%,21.36%,2.24%,24.29%,2.24%,42.42%,70.11,3.01%,2.67%,2.5,2199.45,1.93,181.2,5.76%,4242985,2/15/2022 8:30:00 AM,166.95,3/23/1998,180.7,-0.28%,53.0,89,1.22,181.2,163.52,161.84,149.47,127.23,177.23,14.0,-7.86,52.0,True
4814,MAT,"Mattel, Inc.",Consumer Cyclical,Leisure,USA,8995.92,9.97,14.2,1.0,1.65,6.75,60.58,20.34,,0.00%,2.54,158.80%,25.58%,-19.60%,10.00%,-4.30%,151.40%,7.70%,350.42,348.91,0.41%,-0.62%,,0.89%,7.15%,7.25,5.90%,44.30%,7.50%,1.6,1.1,1.96,2.05,48.20%,12.00%,5.90%,15.47%,13.30%,10.67%,18.33%,32.46%,17.35%,1.54,0.91,4.42%,4.27%,16.78%,17.82%,20.82%,0.24%,31.98%,0.24%,40.99%,73.33,3.94%,0.58%,2.1,3437.66,1.42,25.3,4.55%,4889771,2/9/2022 4:30:00 PM,29.54,8/12/1963,25.18,-0.47%,66.0,88,1.19,25.3,21.81,21.56,20.96,17.95,25.24,18.0,16.76,57.333333333333336,True
4858,MCK,McKesson Corporation,Healthcare,Medical Distribution,USA,41383.55,30.59,11.9,2.36,0.16,,15.03,10.3,0.69%,19.20%,8.96,-667.60%,-3.70%,-37.30%,12.96%,4.50%,99.90%,9.60%,151.6,146.83,0.05%,-63.30%,89.80%,-1.50%,1.20%,1.66,2.20%,-235.80%,-61.00%,1.0,0.6,,,5.20%,0.90%,0.50%,-1.13%,6.78%,23.42%,34.85%,51.08%,10.19%,0.73,6.91,1.99%,2.60%,5.29%,10.32%,28.31%,-3.12%,26.20%,-3.12%,61.75%,67.71,-0.06%,1.26%,1.9,1060.43,0.88,273.9,1.19%,934412,2/2/2022 4:30:00 PM,300.87,11/10/1994,271.0,-1.06%,72.0,94,1.33,273.9,261.21,249.38,213.88,169.34,282.73,15.0,9.85,60.333333333333336,True
5067,MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,USA,16922.03,9.8,5.92,1.4,1.54,1.66,20.08,28.71,0.99%,5.30%,4.65,160.60%,48.14%,-9.50%,7.00%,-0.50%,,43.50%,379.8,376.71,0.65%,-93.39%,80.20%,-0.03%,1.51%,1.12,8.70%,18.00%,6.80%,1.3,0.7,0.38,0.38,22.40%,16.30%,16.30%,1.45%,5.44%,20.30%,46.09%,49.79%,16.01%,1.71,2.09,5.43%,5.09%,7.23%,13.96%,26.67%,-4.14%,33.86%,-4.14%,67.42%,62.01,2.27%,-0.11%,2.4,5074.31,1.22,45.58,2.15%,6179908,2/22/2022 4:30:00 PM,48.13,1/26/1988,45.3,-0.62%,56.0,93,1.31,45.58,42.6,40.22,36.04,27.23,47.55,19.0,5.59,56.0,True
5080,MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,USA,47405.9,37.61,15.01,1.25,0.39,1.75,3.58,31.92,2.96%,19.70%,2.08,-716.80%,5.73%,-39.20%,30.11%,-0.60%,156.30%,85.90%,633.0,590.89,0.20%,-5.78%,79.30%,-0.38%,3.09%,2.65,8.60%,30.40%,-18.20%,2.0,1.5,0.96,0.97,9.00%,0.40%,6.30%,-1.11%,4.91%,18.59%,37.32%,51.11%,22.53%,1.94,2.28,2.54%,3.23%,4.16%,12.83%,24.75%,-3.66%,30.77%,-3.66%,56.23%,62.28,1.44%,-2.35%,1.8,6899.02,0.62,78.41,-0.95%,4311519,2/2/2022 8:30:00 AM,85.33,6/23/2011,78.41,0.00%,75.0,94,1.34,78.41,75.47,69.83,62.96,50.19,81.39,18.0,8.83,62.333333333333336,True
5104,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA,15415.27,,9.44,,3.43,1.5,,11.27,1.17%,,-0.05,-409.20%,64.05%,6.10%,-2.40%,-8.60%,158.10%,92.00%,789.0,765.84,0.30%,-6.69%,76.70%,2.19%,3.18%,1.35,-0.20%,-0.40%,-7.70%,1.0,0.9,0.37,0.37,88.50%,3.80%,-0.90%,-2.70%,5.50%,22.63%,78.76%,114.41%,25.09%,2.84,0.91,3.64%,4.71%,1.45%,13.74%,40.78%,-7.81%,43.70%,-7.81%,125.47%,54.97,1.08%,-4.20%,2.2,18052.76,1.28,20.54,-3.16%,23023278,2/16/2022 4:30:00 PM,21.55,11/26/1965,20.59,0.24%,63.0,99,1.89,20.54,20.3,18.16,14.64,9.11,22.28,18.0,4.92,60.0,True
5138,MTB,M&T Bank Corporation,Financial,Banks - Regional,USA,23774.79,14.14,12.68,2.78,5.9,1.5,0.58,15.86,2.61%,33.80%,13.01,-27.70%,29.24%,6.70%,5.08%,5.70%,34.20%,-0.80%,128.69,128.05,0.30%,-1.21%,87.50%,-0.40%,4.86%,5.0,1.10%,10.90%,17.60%,,,0.22,0.22,,95.70%,41.50%,-0.20%,-0.76%,14.81%,33.19%,24.11%,19.76%,0.97,5.42,2.37%,3.39%,5.37%,11.46%,20.49%,-1.62%,30.00%,-1.62%,43.18%,63.58,0.59%,1.36%,2.5,1242.95,0.63,183.93,1.95%,789144,1/20/2022 8:30:00 AM,187.74,3/17/1980,183.93,0.00%,53.0,81,1.09,183.93,174.63,165.75,152.78,128.46,186.95,16.0,2.07,50.0,True
5144,MTDR,Matador Resources Company,Energy,Oil & Gas E&P,USA,4894.18,18.46,6.55,1.77,3.71,2.99,66.95,5.65,0.46%,3.10%,2.34,-781.60%,60.99%,9.30%,10.40%,22.10%,171.90%,132.30%,117.01,109.77,1.40%,0.52%,91.90%,1.60%,8.95%,6.35,7.40%,19.30%,-15.30%,0.8,0.8,0.9,0.0,72.20%,31.00%,21.30%,2.81%,-4.74%,-4.30%,57.50%,113.40%,16.93%,4.16,2.59,4.63%,6.56%,-2.15%,4.84%,19.78%,-11.50%,28.90%,-11.50%,131.97%,49.49,1.08%,-4.02%,2.1,1547.73,0.96,43.17,-2.99%,1491483,2/22/2022 4:30:00 PM,53.13,2/2/2012,43.17,0.00%,66.0,99,1.89,43.17,44.08,41.31,36.13,18.61,48.78,18.0,23.07,61.0,True
5358,NLOK,NortonLifeLock Inc.,Technology,Software - Infrastructure,USA,17245.43,18.63,15.37,1.5,6.27,,9.68,24.78,1.72%,32.00%,1.56,29.00%,9.15%,24.10%,12.40%,-6.70%,17.90%,9.90%,582.0,579.53,0.10%,-0.15%,98.25%,3.41%,4.60%,5.95,13.70%,-274.30%,23.60%,0.7,0.7,,,85.20%,41.00%,33.10%,-3.06%,8.44%,15.90%,12.29%,37.83%,12.20%,0.63,0.86,3.06%,3.08%,7.32%,10.91%,12.03%,-5.71%,22.48%,-5.71%,50.18%,62.48,-1.05%,-0.07%,2.1,4478.12,1.28,29.15,-1.12%,5722576,2/3/2022 4:30:00 PM,29.26,6/23/1989,29.25,0.34%,66.0,88,1.2,29.15,27.28,26.38,26.06,19.41,30.92,18.0,0.38,57.333333333333336,True
5370,NMIH,"NMI Holdings, Inc.",Financial,Insurance - Property & Casualty,USA,2210.27,10.34,8.19,0.45,4.71,1.48,22.72,7.2,,0.00%,2.52,-12.20%,18.12%,45.70%,23.20%,51.00%,55.30%,15.60%,85.72,84.73,1.18%,-0.11%,96.10%,-2.39%,1.58%,1.91,9.70%,15.30%,11.10%,,,0.26,0.26,,66.50%,46.70%,-1.77%,2.19%,21.43%,18.19%,14.81%,19.54%,1.55,1.02,3.44%,4.24%,4.51%,12.61%,14.18%,-2.65%,34.22%,-2.65%,34.43%,59.73,2.03%,1.19%,1.6,700.38,0.79,26.12,3.24%,552342,2/15/2022 4:30:00 PM,31.8,11/8/2013,26.8,2.60%,81.0,71,0.98,26.12,25.03,23.32,22.88,19.43,26.83,13.0,21.75,55.0,True
5403,NOV,NOV Inc.,Energy,Oil & Gas Equipment & Services,USA,6195.29,,21.34,,1.12,1.29,,13.5,1.20%,,-0.65,53.80%,340.45%,-30.00%,41.00%,-16.20%,57.40%,-3.10%,387.0,361.68,0.55%,-0.40%,96.40%,0.08%,3.94%,3.23,-5.60%,-10.60%,-36.40%,2.7,2.0,0.38,0.39,14.00%,-8.20%,-9.80%,6.42%,1.27%,25.04%,32.67%,16.10%,23.47%,2.03,0.76,4.83%,4.92%,1.62%,11.86%,14.66%,-5.51%,42.02%,-7.16%,45.99%,56.32,2.89%,-2.69%,2.4,4415.67,0.99,16.73,0.12%,4375170,2/3/2022 4:30:00 PM,18.25,10/29/1996,16.73,0.00%,56.0,73,1.01,16.73,16.48,15.05,14.6,11.46,18.02,7.0,9.09,45.333333333333336,True
5599,OFG,OFG Bancorp,Financial,Banks - Regional,USA,1415.03,11.02,8.95,1.38,3.15,1.39,0.51,,1.69%,11.60%,2.58,43.70%,14.28%,40.90%,8.00%,3.10%,61.50%,-2.40%,51.52,48.86,0.90%,1.36%,94.40%,-0.32%,1.61%,2.89,1.30%,12.90%,32.50%,,,0.03,0.03,,88.60%,29.60%,-0.63%,-6.94%,5.22%,20.73%,51.49%,7.00%,1.35,0.95,2.62%,3.81%,2.05%,4.82%,14.10%,-8.12%,18.56%,-8.12%,54.29%,55.41,1.57%,0.94%,2.0,271.95,0.64,28.42,2.53%,174699,1/19/2022 8:30:00 AM,35.33,3/26/1987,28.4,-0.07%,69.0,94,1.34,28.42,27.76,27.19,24.93,18.42,30.93,10.0,24.31,57.666666666666664,True
