no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp1500
3734,HWC,Hancock Whitney Corporation,Financial,Banks - Regional,USA,4623.64,12.59,9.96,1.57,4.56,1.3,1.29,8.66,1.99%,25.10%,4.3,-114.60%,3.09%,-18.40%,8.00%,9.30%,62.10%,-4.90%,86.83,86.04,0.60%,-1.02%,79.90%,1.28%,1.86%,3.67,1.10%,10.60%,26.10%,,,0.07,0.07,,95.20%,36.80%,-0.24%,1.20%,6.05%,18.98%,37.04%,8.28%,1.51,1.86,2.71%,3.27%,-0.43%,3.43%,11.79%,-9.46%,20.20%,-9.46%,48.59%,50.29,-1.26%,-0.02%,435.46,1.19,54.16,-1.28%,517431,1/18/2022 4:30:00 PM,64.39,6/4/1991,54.16,0.00%,72.0,91,1.21,54.16,54.38,52.46,48.47,36.8,59.82,13.0,18.89,58.666666666666664,True
3735,HWKN,"Hawkins, Inc.",Basic Materials,Specialty Chemicals,USA,899.56,18.17,,,1.26,3.08,38.44,41.08,1.21%,21.20%,2.37,44.80%,,35.00%,,7.60%,29.90%,30.90%,20.89,19.16,0.40%,0.00%,63.30%,1.49%,0.73%,2.57,10.30%,17.90%,11.30%,2.8,1.8,0.36,0.4,19.90%,9.60%,7.00%,6.78%,16.22%,22.26%,16.78%,39.61%,9.00%,0.89,1.47,3.26%,3.73%,8.55%,10.19%,20.00%,-2.18%,21.42%,-2.18%,46.66%,63.82,-0.97%,-0.96%,54.46,1.77,43.0,-1.92%,96439,2/2/2022 4:30:00 PM,52.0,3/18/1980,43.0,0.00%,69.0,90,1.19,43.0,39.83,39.14,35.88,29.93,43.96,20.0,20.93,59.666666666666664,True
4821,MAT,"Mattel, Inc.",Consumer Cyclical,Leisure,USA,8508.53,9.52,13.43,0.95,1.56,6.44,57.3,19.24,,0.00%,2.54,158.80%,24.60%,-19.60%,10.00%,-4.30%,151.40%,7.70%,350.42,348.26,0.40%,-4.13%,,-0.06%,7.16%,7.03,5.90%,44.30%,7.50%,1.6,1.1,1.96,2.05,48.20%,12.00%,5.90%,-0.21%,18.73%,6.62%,12.27%,23.78%,12.01%,1.48,0.95,3.65%,4.24%,7.92%,10.94%,14.97%,-6.07%,25.98%,-6.07%,34.58%,59.89,-1.35%,-1.41%,3549.71,1.36,24.15,-2.74%,4816227,2/9/2022 4:30:00 PM,30.54,8/12/1963,24.15,0.00%,66.0,84,1.1,24.15,22.55,21.82,21.02,17.95,25.71,17.0,26.46,55.666666666666664,True
4865,MCK,McKesson Corporation,Healthcare,Medical Distribution,USA,40672.8,30.04,11.68,2.32,0.16,,14.77,10.12,0.70%,19.20%,8.96,-667.60%,-3.62%,-37.30%,12.96%,4.50%,99.90%,9.60%,151.6,146.83,0.05%,-63.28%,88.90%,-2.55%,1.20%,1.68,2.20%,-235.80%,-61.00%,1.0,0.6,,,5.20%,0.90%,0.50%,-0.62%,9.07%,21.77%,32.95%,48.96%,8.22%,0.71,6.4,1.76%,2.51%,1.61%,6.63%,25.04%,-4.86%,18.99%,-4.86%,58.85%,57.89,-0.67%,0.00%,1046.36,1.79,269.0,-0.67%,1870568,2/2/2022 4:30:00 PM,300.87,11/10/1994,269.0,0.00%,72.0,95,1.34,269.0,265.76,253.03,215.5,169.34,282.73,13.0,11.85,60.0,True
5073,MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,USA,17124.95,9.5,5.67,1.36,1.56,1.61,20.32,29.05,1.02%,5.30%,4.65,160.60%,50.40%,-9.50%,7.00%,-0.50%,,43.50%,379.8,376.66,0.10%,-98.88%,84.50%,5.24%,1.52%,1.12,8.70%,18.00%,6.80%,1.3,0.7,0.38,0.38,22.40%,16.30%,16.30%,-0.96%,12.41%,21.90%,41.36%,49.64%,12.47%,1.65,1.99,4.08%,4.92%,1.87%,8.20%,22.07%,-7.07%,27.79%,-7.07%,58.44%,53.8,-3.52%,1.78%,5082.02,1.51,44.19,-1.80%,7697340,2/22/2022 4:30:00 PM,48.33,1/26/1988,41.4,-6.31%,56.0,92,1.24,44.19,43.63,41.01,36.24,28.05,47.55,20.0,9.37,56.0,True
5086,MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,USA,46520.77,36.27,14.48,1.2,0.38,1.69,3.52,31.33,3.07%,19.70%,2.08,-716.80%,5.73%,-39.20%,30.11%,-0.60%,156.30%,85.90%,633.0,590.89,0.20%,-5.69%,74.70%,-6.08%,3.09%,2.66,8.60%,30.40%,-18.20%,2.0,1.5,0.96,0.97,9.00%,0.40%,6.30%,-4.46%,6.97%,25.46%,33.10%,35.61%,18.19%,1.91,2.37,3.10%,3.23%,-0.84%,7.06%,19.60%,-7.07%,26.13%,-7.07%,50.69%,51.05,-3.61%,1.87%,6867.48,0.71,75.63,-1.80%,4870162,2/2/2022 8:30:00 AM,85.33,6/23/2011,75.65,0.03%,75.0,90,1.2,75.63,76.53,70.89,63.32,50.19,81.39,16.0,12.83,60.333333333333336,True
5110,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA,16831.8,17.76,11.97,,3.07,1.57,,8.2,1.11%,18.10%,1.22,165.50%,-22.34%,19.80%,-5.09%,10.10%,295.20%,120.40%,775.0,765.83,0.30%,-6.46%,72.60%,-3.36%,3.18%,1.31,5.40%,8.80%,7.50%,1.1,1.1,0.37,0.38,90.30%,21.60%,17.20%,1.84%,19.34%,41.08%,91.15%,93.55%,31.55%,2.78,1.05,5.31%,5.00%,4.10%,16.77%,46.06%,-4.26%,51.12%,-4.26%,136.32%,60.5,-6.41%,5.53%,18610.6,1.47,21.6,-1.23%,27293349,2/16/2022 4:30:00 PM,22.76,11/26/1965,21.68,0.37%,63.0,98,1.64,21.6,20.91,18.61,14.84,9.7,23.18,17.0,5.37,59.333333333333336,True
5144,MTB,M&T Bank Corporation,Financial,Banks - Regional,USA,23599.76,13.24,12.63,2.61,5.99,1.45,0.53,11.89,2.63%,32.60%,13.79,38.80%,28.79%,12.10%,5.08%,0.20%,-4.30%,-7.70%,128.7,128.06,0.40%,-0.91%,88.70%,0.87%,4.86%,4.94,1.20%,11.40%,16.40%,,,0.22,0.22,,97.10%,45.10%,1.21%,14.04%,16.03%,33.36%,14.56%,18.89%,0.94,5.27,2.08%,2.80%,3.12%,8.91%,19.25%,-2.33%,29.05%,-2.33%,42.14%,59.46,0.35%,-0.21%,1259.81,1.07,182.59,0.13%,1350985,1/20/2022 8:30:00 AM,188.91,3/17/1980,183.36,0.42%,53.0,77,1.02,182.59,177.87,168.26,153.22,128.46,186.95,17.0,3.46,49.0,True
5151,MTDR,Matador Resources Company,Energy,Oil & Gas E&P,USA,4977.33,18.51,6.52,1.78,3.77,3.0,68.09,5.74,0.46%,3.10%,2.34,-781.60%,62.39%,9.30%,10.40%,22.10%,171.90%,132.30%,117.01,109.77,1.20%,0.60%,92.00%,1.60%,8.95%,6.25,7.40%,19.30%,-15.30%,0.8,0.8,0.9,0.0,72.20%,31.00%,21.30%,-2.70%,7.47%,6.26%,60.91%,102.43%,17.28%,4.12,2.75,6.05%,6.50%,-2.28%,4.23%,19.06%,-11.23%,29.29%,-11.23%,132.17%,49.39,-6.09%,3.18%,1572.97,1.5,43.3,-3.11%,2354871,2/22/2022 4:30:00 PM,53.27,2/2/2012,43.26,-0.09%,66.0,99,1.83,43.3,44.38,41.6,36.44,19.25,48.78,17.0,23.03,60.666666666666664,True
5337,NI,NiSource Inc.,Utilities,Utilities - Regulated Gas,USA,11184.05,25.25,19.56,7.17,2.38,2.34,290.49,15.64,3.10%,76.00%,1.12,-121.70%,6.93%,-18.40%,3.52%,0.10%,123.60%,6.30%,393.2,391.12,0.30%,-1.64%,98.10%,0.42%,4.10%,3.11,2.00%,9.20%,2.20%,0.7,0.4,1.92,2.02,73.90%,20.00%,9.50%,-0.18%,3.01%,12.45%,11.92%,25.43%,2.72%,0.3,0.61,1.93%,2.30%,-0.75%,1.93%,10.07%,-6.06%,10.39%,-6.06%,34.34%,50.25,-0.60%,0.28%,5147.48,1.02,28.36,-0.32%,5228187,2/23/2022 8:30:00 AM,30.5,12/19/1962,28.48,0.42%,72.0,88,1.15,28.36,28.64,27.87,25.78,21.11,30.19,17.0,7.55,59.0,True
5364,NLOK,NortonLifeLock Inc.,Technology,Software - Infrastructure,USA,15948.14,17.37,14.33,1.4,5.8,,8.95,22.91,1.84%,32.00%,1.56,29.00%,9.15%,24.10%,12.40%,-6.70%,17.90%,9.90%,582.0,579.55,0.10%,-0.16%,99.70%,2.88%,4.60%,6.14,13.70%,-274.30%,23.60%,0.7,0.7,,,85.20%,41.00%,33.10%,-7.80%,4.30%,8.72%,4.66%,37.07%,4.62%,0.62,0.84,2.90%,3.26%,-1.51%,2.13%,3.88%,-12.08%,13.82%,-12.08%,40.03%,46.36,-2.65%,-0.18%,4341.06,1.3,27.18,-2.82%,5660755,2/3/2022 4:30:00 PM,29.26,6/23/1989,27.18,0.00%,66.0,90,1.19,27.18,27.65,26.68,26.2,19.41,30.92,16.0,7.65,57.333333333333336,True
5409,NOV,NOV Inc.,Energy,Oil & Gas Equipment & Services,USA,6788.57,,22.19,,1.23,1.35,,96.98,1.15%,,-0.65,91.20%,372.89%,36.80%,41.00%,-5.30%,90.70%,14.30%,386.0,361.68,0.55%,-0.38%,96.70%,0.96%,3.94%,3.28,-2.60%,-5.00%,-2.10%,2.6,1.9,0.39,0.39,14.00%,-2.40%,-4.50%,4.25%,12.90%,44.80%,38.47%,15.67%,28.56%,1.99,0.74,3.55%,4.78%,4.47%,13.80%,19.23%,-1.61%,39.81%,-3.33%,52.01%,61.81,-1.08%,2.15%,4347.88,1.61,17.42,1.04%,7002559,2/3/2022 4:30:00 PM,18.25,10/29/1996,17.75,1.89%,56.0,74,0.99,17.42,16.77,15.39,14.61,11.46,18.02,7.0,4.76,45.666666666666664,True
5604,OFG,OFG Bancorp,Financial,Banks - Regional,USA,1387.25,10.82,8.78,1.35,3.09,1.36,0.5,,1.72%,11.60%,2.58,43.70%,14.28%,40.90%,8.00%,3.10%,61.50%,-2.40%,51.52,48.86,0.90%,1.36%,95.00%,0.41%,1.61%,2.94,1.30%,12.90%,32.50%,,,0.03,0.03,,88.60%,29.60%,0.61%,3.14%,4.85%,18.68%,43.47%,5.01%,1.34,0.88,1.98%,3.16%,0.44%,1.89%,11.63%,-9.83%,16.35%,-9.83%,49.79%,50.61,0.94%,-0.54%,267.46,0.87,27.89,0.40%,231622,1/19/2022 8:30:00 AM,35.33,3/26/1987,27.89,0.00%,69.0,93,1.27,27.89,27.77,27.44,25.0,18.76,30.93,10.0,26.68,57.333333333333336,True
5703,ORI,Old Republic International Corporation,Financial,Insurance - Diversified,USA,7960.88,5.13,9.94,0.51,0.93,1.24,59.68,11.34,3.38%,16.20%,5.07,-46.70%,-0.61%,4.80%,10.00%,4.90%,-64.60%,18.10%,301.58,284.53,0.40%,-35.89%,55.50%,-0.21%,1.19%,2.17,6.60%,24.60%,8.90%,,,0.25,0.25,,12.70%,18.40%,-1.07%,7.26%,2.12%,4.58%,36.81%,5.82%,0.82,0.61,2.05%,2.48%,0.03%,3.03%,6.32%,-4.34%,13.09%,-4.34%,44.23%,51.29,-0.91%,-0.23%,1563.74,1.15,26.01,-1.14%,1793525,1/27/2022 8:30:00 AM,30.0,11/1/1982,25.81,-0.77%,59.0,87,1.14,26.01,26.07,25.28,25.14,19.18,27.19,22.0,15.34,56.0,True
5756,OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,USA,36061.42,,10.9,,1.61,3.93,17.51,5.83,0.10%,,-0.79,155.00%,61.88%,-8.00%,37.40%,7.30%,115.80%,64.90%,935.4,931.85,0.10%,0.00%,73.10%,3.41%,3.75%,2.04,-1.40%,-12.90%,-23.10%,1.1,0.9,3.39,3.48,59.40%,7.40%,-5.00%,-7.06%,13.54%,31.59%,63.27%,47.05%,32.18%,2.09,1.99,4.89%,5.38%,-2.31%,11.24%,26.98%,-11.20%,47.10%,-11.20%,77.24%,50.92,-6.54%,3.64%,17124.04,1.21,38.32,-3.13%,20743692,2/24/2022 4:30:00 PM,44.08,7/2/1962,38.56,0.63%,53.0,92,1.23,38.32,39.44,34.61,30.23,21.62,43.16,5.0,15.03,50.0,True
5766,PACW,PacWest Bancorp,Financial,Banks - Regional,USA,5694.84,9.48,9.71,0.95,4.91,1.44,1.14,14.54,2.07%,19.80%,5.09,-372.30%,11.02%,-42.10%,10.00%,4.50%,926.80%,217.40%,117.18,115.14,1.00%,-1.63%,90.90%,0.67%,2.78%,3.91,1.80%,15.70%,19.30%,,,0.22,0.0,,,50.90%,-1.21%,0.25%,1.28%,16.28%,26.28%,6.91%,1.41,1.78,3.14%,3.65%,-0.49%,1.96%,7.79%,-6.79%,18.39%,-6.79%,36.12%,47.97,-1.75%,0.92%,817.14,1.03,48.29,-0.84%,840636,1/19/2022 4:30:00 PM,59.4,6/5/2000,48.23,-0.12%,75.0,86,1.12,48.29,48.56,47.42,44.82,35.48,51.81,14.0,23.01,58.333333333333336,True
5900,PFBC,Preferred Bank,Financial,Banks - Regional,USA,1133.1,12.16,10.05,1.22,5.37,2.06,1.03,12.03,2.21%,25.20%,6.41,-9.80%,8.56%,16.90%,10.00%,17.70%,53.20%,1.50%,14.88,14.68,1.70%,0.00%,77.60%,-1.10%,3.12%,4.92,1.50%,14.70%,20.10%,,,0.26,0.26,,84.80%,38.20%,1.16%,1.70%,11.63%,28.22%,35.48%,8.55%,1.3,2.21,2.64%,2.78%,-1.21%,3.38%,15.04%,-4.93%,25.65%,-4.93%,48.75%,49.36,-1.89%,-0.43%,93.18,0.85,77.93,-2.31%,78895,1/19/2022 4:30:00 PM,92.0,8/19/1999,77.93,0.00%,63.0,90,1.19,77.93,78.88,75.59,67.79,56.76,81.97,12.0,18.05,55.0,True
6202,PTEN,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Drilling,USA,2978.2,,,,2.19,1.74,25.35,,0.61%,,-3.25,21.20%,58.20%,-9.10%,,8.20%,-198.20%,111.30%,215.02,207.25,0.40%,-7.81%,93.10%,11.22%,4.76%,3.21,-21.40%,-37.10%,-25.00%,1.3,1.2,0.53,0.53,20.30%,-49.90%,-48.20%,0.00%,38.94%,77.45%,84.46%,90.94%,54.56%,2.66,0.69,5.22%,6.68%,15.23%,30.71%,45.68%,-7.57%,74.72%,-7.57%,115.18%,68.17,-2.90%,2.28%,3074.33,1.2,13.06,-0.68%,3700351,2/10/2022 8:30:00 AM,13.38,11/2/1993,13.06,0.00%,66.0,98,1.58,13.06,11.5,10.08,8.99,6.07,14.13,14.0,2.45,59.333333333333336,True
6253,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,USA,53730.94,27.11,10.83,,3.01,2.35,74.11,23.62,1.03%,374.00%,8.23,-126.30%,-4.76%,7.50%,,19.50%,889.30%,167.20%,244.0,242.6,0.40%,0.16%,88.50%,2.30%,2.46%,2.61,0.60%,1.00%,0.80%,0.6,0.6,0.29,0.3,52.60%,12.80%,1.10%,-0.38%,7.87%,28.63%,55.94%,56.27%,22.72%,1.63,9.36,5.19%,4.10%,0.78%,9.81%,29.59%,-6.04%,33.68%,-6.04%,72.20%,54.78,-7.00%,2.84%,2285.82,1.55,223.2,-4.36%,3542448,2/16/2022 4:30:00 PM,242.39,12/22/1987,224.0,0.36%,72.0,95,1.34,223.2,222.33,204.06,174.44,133.73,240.97,26.0,8.6,64.33333333333333,True
6516,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,USA,22674.29,15.0,12.05,1.76,2.17,2.61,2.76,10.67,1.25%,13.90%,7.25,71.00%,20.07%,22.20%,8.54%,12.40%,40.70%,24.70%,206.3,185.59,0.40%,-7.13%,74.90%,-2.39%,1.61%,2.48,2.50%,19.00%,3.20%,,,0.34,4.33,96.20%,18.60%,14.70%,-0.66%,10.80%,10.82%,19.17%,37.17%,8.33%,1.1,3.25,2.04%,3.14%,0.66%,4.18%,14.32%,-7.34%,16.92%,-7.34%,43.28%,51.49,0.22%,0.00%,1203.0,1.23,108.76,0.22%,1483459,1/26/2022 4:30:00 PM,133.88,7/1/1983,108.76,0.00%,72.0,90,1.2,108.76,108.6,104.62,95.23,75.91,117.37,15.0,23.1,59.0,True
6574,ROCC,Ranger Oil Corporation,Energy,Oil & Gas E&P,USA,1301.05,,3.42,,3.09,2.62,36.86,21.72,,,-8.5,-538.50%,105.09%,1.30%,10.00%,0.70%,106.90%,103.30%,21.09,20.82,0.60%,0.00%,76.60%,13.85%,7.24%,3.69,-12.20%,-74.40%,-50.80%,0.7,0.7,4.27,4.31,80.40%,15.40%,-30.50%,-5.76%,3.31%,25.66%,72.77%,103.22%,10.07%,3.11,2.02,5.64%,7.16%,-4.34%,0.17%,18.58%,-15.32%,23.56%,-16.09%,150.89%,46.93,-2.50%,4.25%,408.97,0.76,29.63,1.65%,309338,,48.6,11/15/2016,29.63,0.00%,69.0,98,1.7,29.63,30.96,29.59,25.05,11.81,35.31,21.0,64.02,62.666666666666664,True
7005,SM,SM Energy Company,Energy,Oil & Gas E&P,USA,4229.69,,6.78,,2.03,2.51,141.94,4.31,0.06%,,-4.83,-304.60%,258.11%,-0.30%,10.00%,-5.70%,180.40%,170.50%,121.46,119.07,1.10%,-5.67%,84.20%,-0.24%,4.58%,2.09,-11.00%,-31.80%,-14.10%,0.3,0.3,1.27,1.27,78.10%,-20.30%,-26.50%,-4.70%,8.00%,12.15%,103.79%,170.10%,14.89%,5.52,2.38,6.28%,7.25%,-2.06%,3.47%,29.03%,-11.40%,34.24%,-11.45%,203.22%,48.69,-5.79%,4.96%,2615.76,0.92,33.87,-1.11%,2412803,2/24/2022 4:30:00 PM,45.04,12/16/1992,33.87,0.00%,56.0,99,2.09,33.87,34.65,32.78,26.33,12.79,38.25,29.0,32.98,61.333333333333336,True
7079,SNV,Synovus Financial Corp.,Financial,Banks - Regional,USA,7602.49,10.55,10.55,1.32,4.6,1.6,2.83,6.79,2.55%,33.60%,4.9,-34.20%,12.66%,7.10%,8.00%,13.80%,114.70%,-5.30%,146.31,144.28,0.70%,-16.68%,80.00%,0.77%,1.76%,2.58,1.10%,12.50%,17.50%,,,0.26,0.26,,91.20%,35.20%,-0.63%,5.34%,6.73%,20.37%,18.82%,8.00%,1.45,1.61,2.49%,3.11%,0.81%,3.53%,11.41%,-4.96%,19.54%,-4.96%,34.57%,51.61,-0.12%,-0.23%,983.79,0.8,51.7,-0.35%,790394,1/20/2022 8:30:00 AM,60.8,11/1/1982,51.7,0.00%,72.0,80,1.05,51.7,51.4,50.03,46.42,38.42,54.4,21.0,17.6,57.666666666666664,True
7409,TBBK,"The Bancorp, Inc.",Financial,Banks - Regional,USA,1638.73,15.55,13.04,1.3,7.46,2.62,5.14,8.41,,0.00%,1.88,54.30%,19.74%,57.90%,12.00%,20.30%,21.60%,1.90%,57.2,52.67,3.60%,-2.60%,98.00%,-2.02%,1.92%,2.41,1.50%,16.90%,20.00%,,,0.22,0.71,,94.60%,46.80%,0.10%,2.06%,-4.42%,20.72%,43.16%,15.33%,1.35,1.37,3.97%,4.44%,-1.03%,5.18%,10.70%,-10.71%,28.03%,-12.50%,49.31%,49.87,-0.03%,-0.34%,420.12,0.8,29.19,-0.38%,334789,1/27/2022 4:30:00 PM,38.0,2/3/2004,29.19,0.00%,84.0,92,1.24,29.19,29.49,27.81,26.39,19.55,33.36,15.0,30.18,63.666666666666664,True
7508,THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,USA,8912.84,9.46,11.89,,0.46,11.82,3.89,6.74,,0.00%,8.42,259.80%,5.25%,35.80%,-6.81%,-1.10%,320.10%,7.40%,107.05,105.5,0.90%,-23.57%,97.80%,1.84%,3.45%,3.36,1.60%,153.10%,10.60%,1.3,1.2,19.4,19.58,82.90%,9.90%,2.20%,-1.70%,4.84%,2.84%,9.12%,55.26%,-2.50%,2.46,4.27,4.29%,5.36%,2.27%,2.43%,10.75%,-9.68%,17.88%,-9.68%,62.07%,51.02,-0.43%,-0.65%,1084.25,1.04,79.65,-1.07%,1128289,2/7/2022 4:30:00 PM,98.76,4/28/1971,80.19,0.68%,63.0,95,1.36,79.65,77.96,77.86,71.98,49.15,88.19,13.0,23.99,57.0,True
7519,THRM,Gentherm Incorporated,Consumer Cyclical,Auto Parts,USA,2984.63,31.95,20.68,1.28,2.85,4.51,15.3,22.98,,0.00%,2.79,23.10%,32.17%,-7.10%,25.00%,1.30%,-36.30%,-6.20%,33.18,32.95,0.40%,-6.95%,,2.93%,2.14%,2.9,12.10%,18.50%,9.70%,2.7,1.9,0.06,0.06,29.00%,14.60%,11.10%,2.85%,-3.99%,4.21%,6.26%,23.26%,2.55%,1.27,3.32,3.43%,3.99%,-0.10%,1.67%,9.78%,-9.98%,19.84%,-9.98%,38.28%,49.63,-0.01%,-0.94%,243.38,0.64,89.12,-0.96%,156917,2/17/2022 8:30:00 AM,92.4,6/10/1993,89.12,0.00%,66.0,84,1.1,89.12,88.92,87.78,81.26,64.45,99.0,18.0,3.68,56.0,True
7635,TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,USA,14002.37,51.56,20.88,9.05,0.99,6.37,61.25,7.09,2.30%,28.70%,1.18,-405.10%,49.56%,-54.00%,5.70%,4.40%,267.70%,110.90%,228.8,225.42,1.10%,-3.12%,87.70%,-0.89%,1.95%,3.09,2.00%,13.70%,-9.70%,0.7,0.6,2.94,3.11,22.50%,8.50%,2.30%,-2.80%,9.63%,13.52%,41.14%,94.09%,16.37%,2.66,1.87,3.00%,3.25%,0.31%,8.13%,23.46%,-5.44%,27.79%,-5.44%,108.97%,54.5,-4.25%,2.25%,1419.28,1.18,60.79,-2.09%,1672747,,68.9,12/7/2010,62.0,1.99%,78.0,98,1.68,60.79,60.86,56.39,49.35,29.95,64.29,20.0,13.34,65.33333333333333,True
7683,TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,USA,33847.83,8.66,11.49,1.15,0.68,1.82,11.45,17.65,1.99%,16.80%,10.67,48.00%,-6.33%,13.00%,7.50%,5.00%,138.70%,23.60%,362.0,285.61,1.30%,-4.72%,85.80%,0.16%,1.19%,1.47,10.30%,21.60%,12.60%,1.7,0.9,0.45,0.51,15.30%,10.40%,7.50%,-2.57%,2.79%,13.41%,16.23%,35.56%,6.06%,0.77,2.32,1.76%,2.36%,-0.92%,2.48%,14.23%,-8.22%,12.03%,-8.22%,37.50%,48.89,0.02%,0.16%,2311.66,1.0,92.44,0.18%,2301685,2/7/2022 8:30:00 AM,101.64,3/17/1980,92.44,0.00%,63.0,91,1.21,92.44,93.39,90.38,80.99,67.32,100.72,11.0,9.95,55.0,True
7728,TWNK,"Hostess Brands, Inc.",Consumer Defensive,Packaged Foods,USA,2957.49,27.27,22.52,2.71,2.69,1.64,12.97,20.13,,0.00%,0.78,-7.90%,9.16%,-10.10%,10.08%,10.40%,-2.70%,10.40%,138.38,137.87,0.40%,0.00%,,-7.86%,2.23%,1.23,3.10%,6.40%,4.20%,2.2,2.0,0.66,0.67,35.90%,17.30%,9.70%,1.29%,9.17%,18.05%,34.20%,39.41%,3.77%,0.69,0.55,2.76%,2.71%,3.29%,5.47%,20.25%,-2.12%,15.54%,-2.12%,49.65%,62.08,2.02%,-0.53%,2495.08,0.76,21.19,1.48%,1902017,3/1/2022 8:30:00 AM,22.3,11/30/2015,21.29,0.47%,72.0,93,1.26,21.19,20.6,20.15,17.65,14.16,21.65,15.0,5.24,60.0,True
7770,UCBI,"United Community Banks, Inc.",Financial,Banks - Regional,USA,3928.12,12.62,12.15,12.62,6.79,1.61,2.1,18.42,2.13%,26.60%,2.97,-17.30%,18.46%,11.90%,1.00%,14.90%,57.40%,4.20%,105.85,88.86,0.40%,-4.56%,81.30%,6.53%,3.50%,3.56,1.30%,12.30%,19.20%,,,0.12,0.12,,98.50%,41.90%,3.91%,6.69%,3.99%,24.25%,9.81%,4.34%,1.1,1.23,3.37%,3.24%,3.10%,3.89%,12.10%,-4.63%,15.24%,-4.63%,35.77%,55.75,-0.37%,-0.55%,873.38,1.4,37.5,-0.92%,1220054,1/18/2022 4:30:00 PM,41.25,3/18/2002,37.5,0.00%,69.0,72,0.97,37.5,36.46,36.16,33.47,27.62,39.32,49.0,10.0,63.333333333333336,True
7844,UNVR,Univar Solutions Inc.,Basic Materials,Chemicals,USA,5056.79,18.52,13.97,1.04,0.56,2.31,22.9,31.16,,0.00%,1.58,148.40%,4.39%,17.80%,17.75%,-1.60%,188.50%,23.80%,170.9,167.01,0.40%,-15.00%,99.00%,-1.66%,1.73%,2.92,4.20%,13.60%,5.00%,1.8,1.3,1.02,1.05,24.80%,5.00%,3.00%,3.29%,8.66%,4.06%,27.25%,35.95%,3.10%,1.78,0.92,3.01%,3.22%,4.15%,5.09%,12.49%,-3.82%,15.55%,-3.82%,51.84%,57.27,-0.03%,-0.20%,989.16,0.81,29.23,-0.24%,800604,2/24/2022 4:30:00 PM,33.15,6/18/2015,29.23,0.00%,59.0,90,1.2,29.23,28.17,27.84,26.01,19.25,30.39,24.0,13.41,57.666666666666664,True
8057,VIVO,"Meridian Bioscience, Inc.",Healthcare,Diagnostics & Research,USA,1083.03,17.96,,1.06,3.46,3.07,14.9,18.23,,0.00%,1.36,51.70%,,16.40%,17.00%,10.10%,-43.00%,-5.00%,43.44,42.87,1.40%,-3.12%,98.60%,0.63%,6.54%,4.56,13.40%,18.40%,19.30%,4.1,2.6,0.14,0.14,60.20%,25.20%,19.10%,-5.13%,14.92%,13.00%,24.46%,15.03%,19.71%,0.38,1.02,3.50%,4.99%,2.99%,13.90%,21.12%,-10.30%,41.98%,-17.89%,43.65%,56.31,0.91%,-2.18%,615.22,0.69,24.42,-1.29%,427218,2/4/2022 8:30:00 AM,30.0,7/29/1986,24.42,0.00%,91.0,75,1.0,24.42,23.88,21.56,20.18,17.0,29.74,16.0,22.85,60.666666666666664,True
8070,VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,USA,35223.58,,11.78,,0.37,2.0,10.07,74.31,4.57%,,-1.09,-160.10%,4.88%,-19.50%,-13.80%,-5.90%,199.10%,86.70%,408.84,407.04,0.30%,-2.13%,79.40%,0.66%,3.13%,3.21,-2.50%,-7.60%,-2.10%,1.3,0.9,0.75,0.81,1.00%,-1.30%,-1.40%,-4.32%,8.26%,24.28%,36.02%,13.23%,14.29%,1.94,2.98,2.97%,3.82%,-0.26%,7.23%,14.91%,-8.46%,31.80%,-8.46%,45.86%,52.0,-3.29%,2.35%,3970.53,0.91,85.84,-1.01%,3631957,1/27/2022 8:30:00 AM,94.95,11/1/1984,86.0,0.19%,72.0,74,0.99,85.84,86.43,80.36,74.73,58.85,93.77,22.0,10.61,56.0,True
