no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
5595,OCN,Ocwen Financial Corporation,Financial,Mortgage Finance,USA,359.79,,7.49,,0.36,0.77,1.52,,,0.00%,-5.72,24.90%,80.93%,16.60%,3.00%,-11.20%,171.50%,13.70%,9.19,8.93,1.40%,3.21%,52.60%,-3.38%,2.22%,3.85,0.10%,2.80%,1.40%,,,22.64,22.64,79.90%,31.90%,1.30%,-4.09%,5.67%,25.28%,47.57%,47.74%,-2.05%,1.92,1.41,2.75%,3.22%,-4.86%,3.34%,22.25%,-8.97%,24.94%,-8.97%,70.84%,45.51,-1.80%,-0.74%,2.0,51.56,0.44,38.16,-2.53%,22615,11/8/2021 8:30:00 AM,47.33,9/25/1996,38.16,0.00%,69.0,89,1.24,38.16,40.09,36.95,31.27,22.34,41.92,18.0,24.03,58.666666666666664,True
5612,OFG,OFG Bancorp,Financial,Banks - Regional,USA,1411.74,11.2,10.32,1.4,3.14,1.41,0.51,,1.66%,11.60%,2.58,43.70%,-3.32%,40.90%,8.00%,3.10%,61.50%,-2.40%,51.52,48.87,0.80%,0.00%,95.20%,0.53%,1.57%,3.15,1.30%,12.90%,32.50%,,,0.03,0.03,,88.60%,29.60%,-2.30%,14.07%,13.62%,30.05%,45.29%,8.70%,1.35,0.92,4.16%,2.92%,-1.22%,4.25%,13.06%,-10.31%,16.48%,-10.31%,73.37%,49.19,-3.68%,-0.24%,2.0,243.39,1.27,27.74,-3.91%,309294,1/19/2022 8:30:00 AM,32.67,3/26/1987,27.74,0.00%,69.0,89,1.24,27.74,28.19,26.62,24.56,16.0,30.93,9.0,17.77,55.666666666666664,True
5654,OMI,"Owens & Minor, Inc.",Healthcare,Medical Distribution,USA,3555.81,14.41,13.52,0.74,0.37,3.74,89.34,31.27,0.02%,0.30%,3.15,471.90%,-16.56%,-3.40%,19.60%,-2.80%,-23.20%,14.40%,73.22,72.77,2.40%,-17.40%,95.90%,-0.02%,7.92%,8.17,6.60%,28.50%,10.70%,1.7,0.6,1.08,0.0,16.20%,3.70%,2.40%,-5.01%,7.09%,36.51%,-3.66%,66.80%,4.18%,0.32,2.15,5.27%,4.86%,2.23%,6.56%,15.40%,-7.09%,18.11%,-7.18%,93.51%,56.87,0.51%,0.18%,2.2,705.15,1.66,45.63,0.68%,1167255,11/3/2021 8:30:00 AM,56.75,11/1/1982,45.6,-0.07%,63.0,96,1.51,45.63,44.77,42.86,39.58,23.58,49.16,19.0,24.37,59.333333333333336,True
5759,OVV,Ovintiv Inc.,Energy,Oil & Gas E&P,USA,9600.46,,4.72,,1.4,2.7,1200.06,6.17,1.43%,,-2.26,1417.10%,55.30%,5.70%,,6.60%,95.30%,50.30%,261.1,258.64,0.93%,0.23%,74.40%,0.26%,2.38%,2.05,-4.10%,-14.80%,-53.20%,0.4,0.4,1.27,1.27,51.80%,-7.60%,-8.50%,-0.33%,24.14%,-0.08%,43.79%,123.59%,16.44%,3.54,1.65,5.32%,4.37%,4.31%,7.43%,23.54%,-8.36%,28.32%,-8.36%,144.31%,54.77,-1.46%,-2.04%,2.1,3010.28,1.03,37.88,-3.47%,3086235,11/2/2021 4:30:00 PM,48.93,8/21/2001,38.0,0.32%,66.0,98,1.91,37.88,36.61,35.27,30.73,15.51,41.34,22.0,29.17,62.0,True
5767,OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,USA,32182.87,,12.3,,1.44,3.68,15.63,5.2,0.11%,,-0.79,155.00%,33.58%,-8.00%,37.40%,7.30%,115.80%,64.90%,935.4,932.02,0.10%,2.28%,70.90%,0.35%,3.61%,2.21,-1.40%,-12.90%,-23.10%,1.1,0.9,3.39,3.48,59.40%,7.40%,-5.00%,3.26%,27.78%,8.77%,31.82%,55.65%,23.59%,2.28,1.45,4.29%,4.26%,9.51%,12.71%,21.90%,-5.54%,34.17%,-5.54%,79.60%,61.8,-0.65%,-1.81%,2.5,15259.82,1.04,34.95,-2.46%,15900221,11/4/2021 4:30:00 PM,41.96,7/2/1962,34.87,-0.23%,53.0,94,1.39,34.95,32.23,31.02,28.72,19.46,37.0,8.0,20.06,51.666666666666664,True
5870,PDCE,"PDC Energy, Inc.",Energy,Oil & Gas E&P,USA,5212.5,131.29,5.47,4.83,4.07,2.12,52.18,4.21,0.87%,53.90%,0.42,-733.00%,18.42%,-33.40%,27.20%,17.60%,570.40%,95.20%,98.18,96.12,0.90%,-7.56%,,0.02%,7.38%,8.37,0.80%,1.70%,-15.10%,0.5,0.5,0.49,0.49,77.50%,9.30%,3.30%,-1.13%,17.92%,10.32%,42.60%,118.86%,12.51%,3.14,2.56,4.63%,4.62%,7.03%,7.70%,24.70%,-4.19%,27.36%,-4.19%,163.03%,60.04,2.94%,-0.80%,2.0,847.96,1.54,56.04,2.11%,1301649,11/4/2021 4:30:00 PM,70.13,3/17/1980,56.04,0.00%,69.0,98,1.98,56.04,52.74,52.29,45.45,21.53,59.0,25.0,25.14,64.0,True
5986,PI,"Impinj, Inc.",Technology,Communication Equipment,USA,2018.88,,354.35,,11.59,22.88,17.8,,,,-1.98,-116.30%,134.65%,-30.90%,10.00%,12.10%,15.10%,60.30%,24.33,23.19,1.60%,-73.90%,91.10%,-0.43%,7.79%,4.58,-22.30%,-50.30%,-28.80%,1.5,1.3,0.0,0.94,50.10%,-25.30%,-27.00%,-2.86%,-0.25%,54.92%,90.82%,43.38%,-5.32%,2.33,5.66,6.21%,5.85%,-3.08%,2.65%,40.57%,-10.60%,25.90%,-10.60%,112.60%,49.57,-1.40%,1.91%,1.6,394.28,0.81,84.38,0.48%,318097,2/9/2022 4:30:00 PM,94.75,7/21/2016,84.38,0.00%,81.0,88,1.21,84.38,86.89,82.37,60.18,39.69,94.39,7.0,12.29,58.666666666666664,True
6214,PTEN,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Drilling,USA,2090.4,,,,1.88,1.11,10.93,,0.79%,,-2.12,-103.90%,58.20%,-16.40%,,-9.90%,26.60%,72.80%,215.11,211.14,0.40%,-0.90%,83.50%,0.47%,4.72%,3.29,-12.70%,-21.40%,-26.20%,1.6,1.5,0.52,0.52,21.50%,-39.70%,-35.90%,-1.56%,26.09%,9.07%,21.39%,52.57%,19.53%,2.98,0.49,4.64%,4.86%,4.70%,13.92%,15.36%,-7.02%,46.16%,-13.04%,73.14%,57.02,-2.00%,-0.99%,2.1,3028.55,0.79,9.8,-2.97%,2384732,2/10/2022 8:30:00 AM,11.33,11/2/1993,9.78,-0.20%,66.0,94,1.41,9.8,9.41,8.61,8.51,5.66,11.27,12.0,15.61,57.333333333333336,True
6266,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,USA,51398.05,43.05,10.75,,3.59,2.3,70.89,14.85,1.05%,59.00%,5.09,-126.30%,52.71%,7.50%,,19.50%,889.30%,167.20%,244.0,242.62,0.30%,0.21%,86.80%,0.33%,2.85%,3.4,4.30%,7.00%,1.50%,0.6,0.6,0.29,0.3,49.30%,28.50%,9.30%,7.38%,26.12%,16.70%,53.53%,68.59%,20.44%,1.77,5.59,2.56%,2.75%,10.54%,15.91%,30.76%,-2.08%,28.77%,-2.08%,89.88%,74.18,-0.59%,-1.27%,1.9,2033.07,1.39,215.0,-1.85%,2822428,11/3/2021 4:30:00 PM,231.55,12/22/1987,215.0,0.00%,72.0,94,1.42,215.0,196.35,186.91,166.95,115.15,222.02,26.0,7.7,64.0,True
6587,ROCC,Ranger Oil Corporation,Energy,Oil & Gas E&P,USA,1282.05,,3.7,,3.04,2.73,36.32,21.4,,,-8.5,-538.50%,97.52%,1.30%,10.00%,0.70%,106.90%,103.30%,21.09,20.82,0.30%,33.21%,59.70%,2.13%,7.35%,3.55,-12.20%,-74.40%,-50.80%,0.7,0.7,4.27,4.31,80.40%,15.40%,-30.50%,-0.16%,21.87%,0.39%,68.28%,161.01%,14.90%,3.22,1.88,5.35%,6.49%,3.09%,6.26%,30.43%,-10.39%,28.95%,-14.84%,206.21%,52.48,-1.38%,-1.42%,2.0,431.24,0.77,30.07,-2.78%,332684,,46.4,11/15/2016,30.0,-0.23%,69.0,99,2.32,30.07,29.36,28.31,23.14,9.82,35.31,13.0,54.31,60.333333333333336,True
6744,SBNY,Signature Bank,Financial,Banks - Regional,USA,21293.14,25.22,20.16,3.99,10.27,2.71,0.73,61.72,0.64%,15.90%,13.94,-8.00%,19.48%,6.50%,6.32%,11.80%,48.50%,15.40%,59.28,58.67,0.50%,0.00%,96.60%,-0.23%,2.70%,1.59,0.90%,11.70%,19.80%,,,0.07,0.07,,81.80%,38.10%,-2.57%,15.80%,18.43%,45.96%,128.62%,8.64%,1.84,13.7,4.19%,3.61%,-0.29%,4.24%,23.89%,-9.28%,17.99%,-9.28%,132.72%,50.48,-3.25%,0.00%,1.7,995.46,1.19,340.0,-3.25%,1184958,1/18/2022 8:30:00 AM,381.94,3/23/2004,340.0,0.00%,78.0,98,1.93,340.0,342.21,326.54,275.02,146.1,374.76,14.0,12.34,63.333333333333336,True
6778,SCHW,The Charles Schwab Corporation,Financial,Capital Markets,USA,169115.06,34.81,23.55,1.38,9.18,3.64,4.93,22.24,0.79%,27.30%,2.63,-20.60%,19.10%,15.60%,25.30%,13.20%,55.90%,85.00%,1888.0,1600.54,7.19%,-1.94%,87.70%,0.08%,0.99%,2.67,0.90%,10.50%,0.80%,,,0.41,8.8,97.60%,38.90%,26.90%,-2.56%,10.32%,12.23%,31.56%,56.13%,8.81%,1.0,2.51,3.13%,2.42%,2.84%,8.71%,21.06%,-4.38%,19.58%,-4.38%,80.10%,58.86,-1.19%,1.11%,2.0,5964.58,1.45,91.43,-0.09%,8655412,1/18/2022 8:30:00 AM,101.86,9/22/1987,91.0,-0.47%,69.0,93,1.34,91.43,89.31,84.3,75.65,50.77,95.62,19.0,11.41,60.333333333333336,True
7019,SM,SM Energy Company,Energy,Oil & Gas E&P,USA,3878.93,,7.1,,1.86,2.5,130.17,3.95,0.06%,,-4.83,-304.60%,240.39%,-0.30%,10.00%,-5.70%,180.40%,170.50%,121.46,119.07,1.10%,-6.12%,86.70%,2.85%,4.87%,2.19,-11.00%,-31.80%,-14.10%,0.3,0.3,1.27,1.27,78.10%,-20.30%,-26.50%,-1.78%,24.46%,11.93%,70.70%,288.91%,14.25%,5.65,2.2,6.55%,6.51%,2.17%,4.04%,35.56%,-13.80%,30.68%,-13.80%,324.87%,51.6,-0.69%,-1.43%,2.4,2642.3,0.8,32.97,-2.11%,2115002,10/28/2021 4:30:00 PM,43.85,12/16/1992,32.97,0.00%,56.0,100,3.43,32.97,32.47,31.6,24.4,7.76,38.25,29.0,33.0,61.666666666666664,True
7508,TGH,Textainer Group Holdings Limited,Industrials,Rental & Leasing Services,Bermuda,1798.35,7.85,6.54,0.65,2.23,1.31,6.09,,2.64%,0.00%,4.83,37.90%,7.17%,-6.40%,12.00%,4.10%,299.20%,33.80%,49.41,44.08,76.40%,0.00%,57.80%,0.82%,3.93%,4.25,3.80%,18.20%,4.10%,0.8,0.8,3.35,3.59,87.60%,48.10%,30.30%,-1.17%,13.56%,2.52%,24.66%,92.87%,6.02%,1.24,1.33,4.43%,3.20%,1.43%,4.57%,13.31%,-7.81%,16.83%,-8.75%,116.26%,53.36,-0.95%,0.34%,2.0,407.46,0.84,37.63,-0.61%,341038,11/4/2021 4:30:00 PM,50.0,10/10/2007,37.63,0.00%,69.0,97,1.59,37.63,37.24,35.95,33.26,17.4,41.24,26.0,32.87,64.0,True
7520,THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,USA,8021.05,7.82,11.69,,0.41,11.45,3.5,7.05,,0.00%,9.86,259.80%,3.58%,35.80%,-6.81%,-1.10%,320.10%,7.40%,107.05,105.5,0.90%,-29.91%,96.00%,0.08%,3.42%,3.96,4.10%,380.60%,11.20%,1.3,1.2,19.4,19.58,83.00%,15.20%,5.50%,-0.49%,3.56%,19.74%,6.81%,60.74%,-5.53%,2.54,3.1,4.51%,3.85%,-0.27%,1.52%,12.79%,-6.30%,12.90%,-6.30%,70.44%,51.99,-4.73%,6.66%,2.2,912.23,1.63,78.42,1.62%,1483296,2/7/2022 4:30:00 PM,92.0,4/28/1971,78.0,-0.54%,63.0,93,1.35,78.42,78.74,77.31,69.67,46.01,83.69,14.0,17.32,56.666666666666664,True
7648,TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,USA,12744.08,47.76,19.91,8.38,0.91,5.9,55.75,6.46,0.71%,28.70%,1.18,-405.10%,44.43%,-54.00%,5.70%,4.40%,267.70%,110.90%,228.8,225.66,0.70%,-4.89%,88.50%,-0.07%,1.37%,2.32,2.00%,13.70%,-9.70%,0.7,0.6,2.94,3.11,22.50%,8.50%,2.30%,-0.16%,13.12%,0.20%,31.47%,89.15%,7.79%,2.79,1.55,2.51%,2.66%,2.65%,3.68%,19.96%,-4.75%,16.80%,-4.75%,108.48%,55.14,-0.68%,-0.66%,1.7,1332.34,1.09,55.56,-1.33%,1456869,11/4/2021 8:30:00 AM,67.71,12/7/2010,55.56,0.00%,78.0,97,1.66,55.56,54.38,53.54,46.43,26.65,58.33,18.0,21.87,64.33333333333333,True
8159,VRS,Verso Corporation,Basic Materials,Paper & Paper Products,USA,776.12,,11.95,,0.61,1.34,4.68,5.35,1.50%,,-2.95,-248.10%,159.23%,10.70%,,-15.30%,312.80%,10.80%,29.33,22.37,0.90%,0.00%,79.80%,-0.18%,2.05%,1.24,-9.30%,-17.80%,-17.30%,2.2,1.5,0.01,0.01,10.00%,-14.30%,-8.40%,-0.26%,33.07%,26.21%,42.60%,104.92%,-1.26%,1.96,0.43,0.50%,0.74%,-0.70%,10.49%,33.59%,-2.24%,33.60%,-2.24%,137.26%,65.87,0.08%,-0.07%,2.0,369.51,1.14,26.68,0.00%,421106,11/5/2021 8:30:00 AM,29.25,7/19/2016,26.68,0.00%,69.0,98,1.8,26.68,26.86,24.2,20.03,11.24,27.29,17.0,9.63,61.333333333333336,True
8290,WFC,Wells Fargo & Company,Financial,Banks - Diversified,USA,213708.88,13.22,11.81,,5.34,1.34,0.43,,1.44%,11.50%,4.2,-89.80%,23.80%,-36.90%,,-0.60%,181.20%,-8.90%,4056.3,3983.45,0.10%,0.00%,73.70%,0.18%,1.08%,1.66,0.70%,8.60%,8.70%,,,0.97,0.97,,94.80%,35.90%,-0.87%,15.89%,10.39%,21.33%,71.20%,15.82%,1.24,1.49,3.09%,2.26%,5.34%,8.74%,16.21%,-6.57%,18.92%,-6.57%,85.31%,59.28,-1.08%,0.05%,2.2,25984.95,1.02,55.0,-1.03%,26586943,1/14/2022 8:30:00 AM,58.09,12/10/1962,54.82,-0.33%,63.0,95,1.48,55.0,52.57,50.66,47.4,29.68,58.87,21.0,5.62,59.666666666666664,True
8299,WHD,"Cactus, Inc.",Energy,Oil & Gas Equipment & Services,USA,3286.28,69.06,33.84,1.61,8.72,5.8,10.88,79.19,0.88%,51.90%,0.66,-61.70%,100.15%,20.50%,43.00%,9.50%,63.20%,93.00%,59.0,58.56,0.20%,0.00%,,0.18%,1.82%,3.39,4.20%,9.10%,16.50%,5.6,4.4,0.01,0.02,26.60%,15.40%,10.00%,2.36%,23.57%,2.32%,22.17%,55.38%,19.35%,2.26,1.7,4.47%,3.83%,12.42%,16.78%,23.52%,-3.00%,32.65%,-3.00%,85.23%,71.29,2.44%,-0.75%,1.7,314.68,1.48,46.27,1.67%,464236,11/3/2021 4:30:00 PM,47.83,2/8/2018,46.27,0.00%,78.0,94,1.42,46.27,41.64,39.69,37.54,24.98,47.7,9.0,3.37,60.333333333333336,True
8331,WLL,Whiting Petroleum Corporation,Energy,Oil & Gas E&P,USA,2838.43,22.33,4.63,4.0,2.23,2.15,220.03,4.78,,0.00%,3.37,445.70%,22.87%,-35.19%,5.59%,-18.90%,-31.50%,118.40%,39.12,39.0,0.20%,25.15%,97.90%,0.61%,5.08%,4.26,6.30%,10.80%,-239.30%,0.4,0.4,0.05,0.0,80.80%,11.80%,10.60%,-0.99%,20.34%,11.42%,54.07%,195.91%,16.43%,3.75,3.54,5.14%,4.81%,7.05%,9.81%,37.23%,-3.20%,27.86%,-3.20%,276.20%,58.89,-0.48%,-0.86%,2.4,465.08,1.41,74.3,-1.34%,656014,11/4/2021 8:30:00 AM,82.22,11/20/2003,74.3,0.00%,56.0,99,2.6,74.3,69.93,67.78,54.35,19.75,79.62,9.0,10.66,54.666666666666664,True
