no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp1500
4115,IRT,"Independence Realty Trust, Inc.",Real Estate,REIT - Residential,USA,2618.52,67.7,53.6,13.54,10.5,3.87,300.98,,1.94%,245.90%,0.36,-69.30%,-11.52%,-27.50%,5.00%,14.20%,955.20%,218.00%,116.96,103.71,1.40%,0.00%,,31.86%,9.28%,3.36,1.00%,2.60%,2.60%,,,1.36,1.37,58.80%,18.50%,7.50%,3.00%,11.46%,-2.45%,23.43%,74.26%,-4.34%,0.94,0.75,3.79%,3.05%,4.55%,4.02%,15.84%,-4.89%,15.74%,-4.89%,79.58%,59.64,2.32%,-1.79%,2869.0,1.43,24.71,0.49%,4098474,2/16/2022 4:30:00 PM,26.89,8/13/2013,24.71,0.00%,63.0,97,1.56,24.71,23.77,23.75,21.37,13.76,25.98,42.0,8.82,67.33333333333333,True
4718,LPI,"Laredo Petroleum, Inc.",Energy,Oil & Gas E&P,USA,1320.91,,3.02,,1.19,5.29,25.7,3.35,,,-22.42,-153.00%,167.57%,19.50%,10.49%,2.20%,142.10%,118.60%,15.76,15.72,0.90%,-76.45%,74.00%,3.12%,14.32%,2.97,-13.60%,,-73.40%,0.3,0.3,6.02,6.02,61.10%,37.90%,-21.30%,4.81%,5.31%,13.14%,58.88%,124.69%,25.03%,3.92,6.05,8.40%,8.47%,8.29%,10.96%,13.85%,-3.89%,40.44%,-24.26%,183.59%,57.48,0.80%,1.15%,758.65,1.56,75.18,1.97%,1184511,2/22/2022 4:30:00 PM,99.33,12/15/2011,71.2,-5.29%,53.0,99,2.01,75.18,69.7,67.96,66.21,26.51,99.26,15.0,32.12,55.666666666666664,True
4821,MAT,"Mattel, Inc.",Consumer Cyclical,Leisure,USA,8734.01,9.77,13.79,0.98,1.6,6.61,58.81,19.75,,0.00%,2.54,158.80%,24.60%,-19.60%,10.00%,-4.30%,151.40%,7.70%,350.42,348.26,0.40%,-4.13%,,-0.06%,7.16%,6.86,5.90%,44.30%,7.50%,1.6,1.1,1.96,2.05,48.20%,12.00%,5.90%,-3.09%,26.42%,10.97%,12.99%,26.29%,14.98%,1.48,0.96,4.08%,3.97%,8.88%,13.32%,17.89%,-3.58%,29.32%,-3.58%,38.14%,63.05,4.34%,-0.67%,3633.6,1.17,24.79,3.64%,4259070,2/9/2022 4:30:00 PM,30.54,8/12/1963,24.79,0.00%,66.0,86,1.13,24.79,22.98,21.97,21.05,17.95,25.71,18.0,23.19,56.666666666666664,True
4865,MCK,McKesson Corporation,Healthcare,Medical Distribution,USA,40309.92,29.77,11.58,2.3,0.16,,14.64,10.03,0.71%,19.20%,8.96,-667.60%,-3.62%,-37.30%,12.96%,4.50%,99.90%,9.60%,151.6,146.83,0.05%,-63.28%,88.90%,-2.55%,1.20%,1.67,2.20%,-235.80%,-61.00%,1.0,0.6,,,5.20%,0.90%,0.50%,-3.34%,8.54%,17.73%,33.10%,53.12%,7.25%,0.71,6.51,2.07%,2.31%,-0.11%,5.07%,23.52%,-5.71%,16.83%,-5.71%,57.43%,54.06,1.12%,-1.73%,1052.7,1.05,266.6,-0.63%,1105758,2/2/2022 4:30:00 PM,300.87,11/10/1994,266.88,0.11%,72.0,95,1.37,266.6,267.88,254.46,216.17,169.34,282.73,13.0,12.85,60.0,True
4871,MCRI,"Monarch Casino & Resort, Inc.",Consumer Cyclical,Resorts & Casinos,USA,1466.51,21.99,16.53,1.57,3.71,3.4,44.44,104.75,,0.00%,3.52,-26.30%,-0.72%,1.00%,14.00%,-1.80%,101.70%,86.30%,18.64,13.37,3.80%,-2.54%,67.50%,0.66%,1.68%,3.3,7.80%,13.30%,4.50%,0.6,0.5,0.2,0.25,55.10%,13.60%,13.20%,-0.30%,20.95%,8.56%,15.32%,18.27%,4.76%,1.69,3.23,4.32%,4.58%,11.60%,11.77%,13.93%,-2.17%,32.09%,-2.17%,37.48%,64.26,5.95%,-3.38%,68.09,3.12,77.47,2.37%,212410,2/9/2022 4:30:00 PM,86.5,8/6/1993,77.47,0.00%,84.0,80,1.06,77.47,70.17,69.52,68.03,56.35,79.19,12.0,11.66,58.666666666666664,True
5063,MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,USA,18242.68,27.33,15.82,1.33,0.66,6.76,2.39,8.93,,0.00%,11.25,0.30%,13.35%,64.70%,20.52%,9.30%,208.60%,41.50%,58.4,57.88,0.10%,-8.63%,96.10%,-1.30%,1.50%,2.93,6.00%,27.20%,15.50%,1.4,1.4,0.91,0.0,14.60%,3.70%,2.40%,-4.62%,13.81%,0.34%,16.10%,40.58%,-3.32%,0.77,10.67,3.16%,3.62%,2.21%,2.38%,10.52%,-6.27%,16.65%,-6.27%,46.99%,54.09,3.28%,-2.03%,296.33,1.03,307.53,1.18%,306627,2/9/2022 4:30:00 PM,344.5,7/2/2003,307.53,0.00%,56.0,92,1.26,307.53,302.84,300.52,278.49,209.22,328.11,9.0,12.02,52.333333333333336,True
5073,MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,USA,17574.48,9.75,5.82,1.39,1.6,1.65,20.85,29.81,0.99%,5.30%,4.65,160.60%,50.40%,-9.50%,7.00%,-0.50%,,43.50%,379.8,376.66,0.10%,-98.88%,84.50%,5.24%,1.52%,1.09,8.70%,18.00%,6.80%,1.3,0.7,0.38,0.38,22.40%,16.30%,16.30%,-2.03%,12.17%,23.40%,40.23%,47.34%,15.42%,1.65,2.25,5.70%,5.10%,3.37%,10.13%,24.99%,-4.63%,31.15%,-4.63%,61.68%,58.07,-0.70%,1.04%,5248.21,2.04,45.35,0.33%,10698617,2/22/2022 4:30:00 PM,48.33,1/26/1988,45.41,0.13%,56.0,94,1.32,45.35,44.15,41.37,36.33,28.05,48.11,17.0,6.57,55.666666666666664,True
5086,MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,USA,45801.09,35.71,14.26,1.19,0.38,1.67,3.46,30.84,3.12%,19.70%,2.08,-716.80%,5.73%,-39.20%,30.11%,-0.60%,156.30%,85.90%,633.0,590.89,0.20%,-5.69%,74.70%,-6.08%,3.09%,2.68,8.60%,30.40%,-18.20%,2.0,1.5,0.96,0.97,9.00%,0.40%,6.30%,-4.61%,4.14%,16.62%,27.00%,35.21%,16.36%,1.91,2.46,3.24%,3.12%,-2.98%,4.68%,17.45%,-8.51%,24.18%,-8.51%,48.36%,46.66,-2.10%,0.45%,6810.06,1.1,74.46,-1.66%,7494962,2/2/2022 8:30:00 AM,85.33,6/23/2011,74.46,0.00%,75.0,90,1.21,74.46,76.92,71.38,63.48,50.19,81.39,16.0,14.6,60.333333333333336,True
5110,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA,16699.33,17.62,11.88,,3.04,1.55,,8.14,1.12%,18.10%,1.22,165.50%,-22.34%,19.80%,-5.09%,10.10%,295.20%,120.40%,775.0,765.83,0.30%,-26.05%,72.60%,-3.36%,3.18%,1.31,5.40%,8.80%,7.50%,1.1,1.1,0.37,0.38,90.30%,21.60%,17.20%,1.71%,9.90%,29.80%,81.61%,89.65%,30.51%,2.78,1.1,6.38%,4.72%,1.92%,14.48%,43.94%,-7.55%,49.93%,-7.55%,120.93%,58.2,-3.94%,2.62%,18615.35,1.37,21.43,-1.43%,25495419,2/16/2022 4:30:00 PM,22.76,11/26/1965,21.45,0.09%,63.0,98,1.69,21.43,21.12,18.84,14.94,9.7,23.18,14.0,6.21,58.333333333333336,True
5144,MTB,M&T Bank Corporation,Financial,Banks - Regional,USA,22550.25,12.65,12.06,2.49,5.73,1.39,0.51,11.36,2.75%,32.60%,13.79,38.80%,28.79%,12.10%,5.08%,0.20%,-4.30%,-7.70%,128.7,128.06,0.40%,-0.91%,88.70%,0.87%,4.86%,4.85,1.20%,11.40%,16.40%,,,0.22,0.22,,97.10%,45.10%,-6.25%,6.00%,7.80%,23.20%,11.34%,13.60%,0.94,5.97,2.67%,2.65%,-2.36%,3.34%,13.81%,-6.68%,23.31%,-6.68%,35.82%,46.33,0.76%,-4.23%,1282.59,1.63,174.47,-3.51%,2089369,1/20/2022 8:30:00 AM,188.91,3/17/1980,174.47,0.00%,53.0,73,0.99,174.47,179.01,169.37,153.37,128.46,186.95,17.0,8.28,47.666666666666664,True
5151,MTDR,Matador Resources Company,Energy,Oil & Gas E&P,USA,5355.52,19.92,7.02,1.92,4.05,3.23,73.26,6.18,0.43%,3.10%,2.34,-781.60%,62.39%,9.30%,10.40%,22.10%,171.90%,132.30%,117.01,109.77,1.20%,0.53%,92.00%,1.60%,8.95%,6.02,7.40%,19.30%,-15.30%,0.8,0.8,0.9,0.0,72.20%,31.00%,21.30%,6.32%,3.86%,6.27%,68.56%,131.10%,26.19%,4.12,2.99,8.05%,6.24%,5.11%,11.77%,27.57%,-4.49%,39.12%,-4.49%,142.03%,59.84,2.87%,3.54%,1632.61,2.16,46.59,6.52%,3533885,2/22/2022 4:30:00 PM,53.27,2/2/2012,46.5,-0.19%,66.0,99,2.06,46.59,44.42,41.87,36.61,19.33,48.78,17.0,14.34,60.666666666666664,True
5337,NI,NiSource Inc.,Utilities,Utilities - Regulated Gas,USA,11172.22,25.23,19.54,7.17,2.38,2.33,290.19,15.62,3.11%,76.00%,1.12,-121.70%,6.93%,-18.40%,3.52%,0.10%,123.60%,6.30%,393.2,391.12,0.30%,0.00%,98.10%,0.42%,4.10%,3.12,2.00%,9.20%,2.20%,0.7,0.4,1.92,2.02,73.90%,20.00%,9.50%,-0.25%,4.38%,10.92%,13.18%,28.13%,2.61%,0.3,0.66,2.44%,2.32%,-1.27%,1.47%,9.86%,-6.16%,9.34%,-6.16%,34.20%,49.95,1.03%,-0.60%,5139.46,1.79,28.33,0.43%,9223155,2/23/2022 8:30:00 AM,30.5,12/19/1962,28.3,-0.11%,72.0,86,1.14,28.33,28.75,27.96,25.8,21.11,30.19,17.0,7.66,58.333333333333336,True
5364,NLOK,NortonLifeLock Inc.,Technology,Software - Infrastructure,USA,15995.08,17.42,14.37,1.4,5.81,,8.98,22.98,1.83%,32.00%,1.56,29.00%,9.15%,24.10%,12.40%,-6.70%,17.90%,9.90%,582.0,579.55,0.10%,-0.16%,99.70%,2.88%,4.60%,6.08,13.70%,-274.30%,23.60%,0.7,0.7,,,85.20%,41.00%,33.10%,-5.48%,6.90%,10.14%,2.10%,34.75%,4.93%,0.62,0.9,3.79%,3.38%,-1.60%,2.01%,3.95%,-11.82%,13.23%,-11.82%,40.44%,47.87,4.36%,-1.58%,4381.75,1.41,27.26,2.71%,6164280,2/3/2022 4:30:00 PM,29.26,6/23/1989,27.26,0.00%,66.0,90,1.2,27.26,27.8,26.78,26.24,19.41,30.92,15.0,7.34,57.0,True
5409,NOV,NOV Inc.,Energy,Oil & Gas Equipment & Services,USA,6539.17,,21.38,,1.18,1.3,,93.42,1.19%,,-0.65,91.20%,372.89%,36.80%,41.00%,-5.30%,90.70%,14.30%,386.0,361.68,0.55%,-0.38%,96.70%,0.96%,3.94%,3.3,-2.60%,-5.00%,-2.10%,2.6,1.9,0.39,0.39,14.00%,-2.40%,-4.50%,-2.27%,1.39%,29.88%,26.55%,8.26%,23.84%,1.99,0.77,4.08%,4.50%,-0.10%,8.57%,14.85%,-5.28%,34.67%,-6.88%,46.42%,53.54,-3.73%,1.57%,4312.36,2.55,16.78,-2.21%,10975753,2/3/2022 4:30:00 PM,18.25,10/29/1996,16.59,-1.13%,56.0,71,0.97,16.78,16.81,15.53,14.61,11.46,18.02,7.0,8.76,44.666666666666664,True
5756,OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,USA,36626.05,,11.07,,1.64,4.0,17.79,5.92,0.10%,,-0.79,155.00%,61.88%,-8.00%,37.40%,7.30%,115.80%,64.90%,935.4,931.85,0.10%,0.00%,73.10%,3.41%,3.75%,2.05,-1.40%,-12.90%,-23.10%,1.1,0.9,3.39,3.48,59.40%,7.40%,-5.00%,-1.84%,5.85%,21.93%,58.02%,45.50%,34.25%,2.09,2.01,5.00%,4.86%,-1.56%,11.94%,28.48%,-9.81%,49.40%,-9.81%,80.02%,53.51,-2.16%,2.82%,17057.74,1.88,38.92,0.59%,32120428,2/24/2022 4:30:00 PM,44.08,7/2/1962,38.91,-0.03%,53.0,93,1.3,38.92,39.63,34.96,30.36,21.62,43.16,3.0,13.26,49.666666666666664,True
5860,PDCE,"PDC Energy, Inc.",Energy,Oil & Gas E&P,USA,5630.2,134.21,5.28,4.93,4.4,2.17,56.36,4.55,0.86%,53.90%,0.42,-733.00%,23.75%,-33.40%,27.20%,17.60%,570.40%,95.20%,98.18,95.89,1.20%,-5.79%,,-0.82%,8.19%,5.27,0.80%,1.70%,-15.10%,0.5,0.5,0.49,0.49,77.50%,9.30%,3.30%,-3.36%,-1.82%,5.08%,39.57%,58.31%,15.01%,2.97,3.17,5.47%,5.28%,-4.37%,2.93%,17.79%,-11.54%,27.50%,-11.54%,87.41%,47.83,-0.53%,2.60%,1489.73,1.0,56.1,2.06%,1495331,2/28/2022 4:30:00 PM,75.79,3/17/1980,56.1,0.00%,69.0,95,1.4,56.1,58.59,54.68,48.07,30.25,63.42,24.0,35.1,62.666666666666664,True
6202,PTEN,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Drilling,USA,2998.73,,,,2.21,1.76,25.52,,0.61%,,-3.25,21.20%,58.20%,-9.10%,,8.20%,-198.20%,111.30%,215.02,207.25,0.40%,-7.81%,93.10%,11.22%,4.76%,3.22,-21.40%,-37.10%,-25.00%,1.3,1.2,0.53,0.53,20.30%,-49.90%,-48.20%,-5.12%,27.42%,72.35%,78.67%,75.33%,55.62%,2.66,0.71,5.50%,6.13%,12.87%,29.29%,45.90%,-6.94%,75.92%,-6.94%,116.66%,66.62,-4.64%,2.83%,3067.6,1.19,13.15,-1.94%,3635331,2/10/2022 8:30:00 AM,13.38,11/2/1993,13.15,0.00%,66.0,97,1.57,13.15,11.8,10.26,9.04,6.07,14.13,14.0,1.75,59.0,True
6231,PUMP,ProPetro Holding Corp.,Energy,Oil & Gas Equipment & Services,USA,1267.67,,25.24,,1.62,1.46,14.98,44.32,,,-0.77,-167.60%,228.60%,-13.20%,-10.90%,6.70%,83.00%,87.10%,103.26,74.7,0.20%,-52.05%,74.90%,-0.86%,3.30%,2.89,-7.30%,-9.20%,-11.90%,1.3,1.2,0.0,0.0,24.60%,-13.10%,-10.00%,-4.02%,10.25%,40.80%,59.20%,6.61%,47.41%,2.72,0.72,7.56%,6.23%,4.27%,18.86%,29.22%,-8.22%,63.34%,-14.65%,86.85%,57.3,6.13%,4.26%,851.59,2.06,11.94,10.66%,1751998,2/22/2022 4:30:00 PM,12.36,3/17/2017,11.55,-3.27%,63.0,69,0.95,11.94,11.51,10.11,9.25,6.39,13.99,1.0,3.52,44.333333333333336,True
6253,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,USA,54380.91,27.44,10.96,,3.04,2.38,75.01,23.9,1.02%,374.00%,8.23,-126.30%,-4.76%,7.50%,,19.50%,889.30%,167.20%,244.0,242.6,0.40%,0.16%,88.50%,2.30%,2.46%,2.6,0.60%,1.00%,0.80%,0.6,0.6,0.29,0.3,52.60%,12.80%,1.10%,1.54%,5.99%,22.15%,55.61%,55.71%,24.20%,1.63,9.68,5.70%,3.88%,1.33%,10.26%,31.18%,-6.25%,35.29%,-6.25%,73.55%,56.93,-2.17%,2.50%,2296.79,1.55,225.9,0.28%,3555042,2/16/2022 4:30:00 PM,242.39,12/22/1987,225.08,-0.36%,72.0,95,1.35,225.9,223.61,205.82,175.07,133.73,240.97,26.0,7.3,64.33333333333333,True
6516,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,USA,22342.8,14.78,11.87,1.73,2.13,2.57,2.72,10.51,1.27%,13.90%,7.25,71.00%,20.07%,22.20%,8.54%,12.40%,40.70%,24.70%,206.3,185.59,0.40%,-7.13%,74.90%,-2.39%,1.61%,2.43,2.50%,19.00%,3.20%,,,0.34,4.33,96.20%,18.60%,14.70%,-4.98%,10.70%,6.41%,14.69%,33.50%,6.74%,1.1,3.61,3.35%,3.14%,-1.77%,2.26%,12.44%,-8.69%,15.21%,-8.69%,41.19%,48.14,5.03%,-4.55%,1228.47,1.83,107.17,0.25%,2252832,1/26/2022 4:30:00 PM,133.88,7/1/1983,107.17,0.00%,72.0,89,1.19,107.17,109.54,105.02,95.4,75.91,117.37,15.0,24.92,58.666666666666664,True
6574,ROCC,Ranger Oil Corporation,Energy,Oil & Gas E&P,USA,1355.94,,3.57,,3.22,2.73,38.41,22.64,,,-8.5,-538.50%,105.09%,1.30%,10.00%,0.70%,106.90%,103.30%,21.09,20.82,0.60%,0.00%,76.60%,13.85%,7.24%,3.8,-12.20%,-74.40%,-50.80%,0.7,0.7,4.27,4.31,80.40%,15.40%,-30.50%,4.29%,-2.34%,14.67%,63.39%,102.89%,14.71%,3.11,2.12,6.09%,6.75%,-0.12%,4.27%,22.94%,-11.74%,28.77%,-12.55%,161.47%,52.43,-2.12%,2.87%,396.54,0.9,30.88,0.68%,355525,,48.6,11/15/2016,30.5,-1.23%,69.0,99,1.81,30.88,30.88,29.68,25.18,11.81,35.31,21.0,57.38,63.0,True
7005,SM,SM Energy Company,Energy,Oil & Gas E&P,USA,4344.58,,6.97,,2.08,2.58,145.79,4.43,0.06%,,-4.83,-304.60%,258.11%,-0.30%,10.00%,-5.70%,180.40%,170.50%,121.46,119.07,1.10%,-5.67%,84.20%,-0.24%,4.58%,2.1,-11.00%,-31.80%,-14.10%,0.3,0.3,1.27,1.27,78.10%,-20.30%,-26.50%,0.35%,1.93%,8.75%,95.34%,151.74%,18.01%,5.52,2.43,6.62%,6.71%,0.38%,6.02%,31.69%,-9.00%,37.89%,-9.05%,172.01%,52.15,-2.11%,3.46%,2593.6,1.8,34.79,1.28%,4664332,2/24/2022 4:30:00 PM,45.04,12/16/1992,32.0,-8.02%,56.0,99,2.25,34.79,34.7,32.91,26.5,12.8,38.25,30.0,29.46,61.666666666666664,True
7322,SUPN,"Supernus Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,1618.65,21.34,16.05,12.63,2.87,2.11,3.65,14.97,,0.00%,1.51,12.60%,78.54%,53.00%,1.69%,28.70%,-46.70%,-4.30%,53.19,50.95,4.20%,0.00%,,1.54%,14.02%,16.5,5.30%,10.60%,11.70%,2.8,2.6,0.46,0.46,86.40%,21.80%,14.50%,4.35%,8.35%,0.41%,26.44%,9.27%,10.36%,1.11,1.22,5.05%,3.84%,4.13%,7.00%,9.76%,-3.36%,18.61%,-6.72%,39.01%,58.75,5.68%,-3.76%,432.93,0.88,32.18,1.71%,380729,,36.5,5/1/2012,32.18,0.00%,69.0,72,0.98,32.18,31.05,30.16,29.33,23.15,34.5,13.0,13.42,51.333333333333336,True
7409,TBBK,"The Bancorp, Inc.",Financial,Banks - Regional,USA,1588.2,15.07,12.64,1.26,7.23,2.54,4.98,8.15,,0.00%,1.88,54.30%,19.74%,57.90%,12.00%,20.30%,21.60%,1.90%,57.2,52.67,3.60%,-2.60%,98.00%,-2.02%,1.92%,2.42,1.50%,16.90%,20.00%,,,0.22,0.71,,94.60%,46.80%,-5.86%,0.46%,-8.74%,15.99%,38.61%,11.77%,1.35,1.51,6.24%,4.88%,-4.15%,1.52%,7.12%,-13.46%,24.08%,-15.20%,44.71%,45.22,2.99%,-4.22%,418.3,0.63,28.29,-1.36%,264706,1/27/2022 4:30:00 PM,38.0,2/3/2004,28.29,0.00%,84.0,91,1.24,28.29,29.53,27.93,26.43,19.55,33.36,15.0,34.32,63.333333333333336,True
7508,THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,USA,9086.28,9.65,12.12,,0.47,12.05,3.96,6.87,,0.00%,8.42,259.80%,5.25%,35.80%,-6.81%,-1.10%,320.10%,7.40%,107.05,105.5,0.90%,-23.57%,97.80%,1.84%,3.45%,3.3,1.60%,153.10%,10.60%,1.3,1.2,19.4,19.58,82.90%,9.90%,2.20%,-7.09%,8.85%,2.27%,10.22%,58.97%,-0.60%,2.46,4.27,4.61%,5.15%,3.86%,4.20%,12.69%,-7.93%,20.17%,-7.93%,65.23%,53.4,6.84%,-3.94%,1102.83,0.94,81.2,2.63%,1032460,2/7/2022 4:30:00 PM,98.76,4/28/1971,81.2,0.00%,63.0,96,1.42,81.2,78.45,78.02,72.13,49.15,88.19,13.0,21.63,57.333333333333336,True
7635,TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,USA,14304.11,52.67,21.33,9.24,1.02,6.5,62.57,7.25,2.25%,28.70%,1.18,-405.10%,49.56%,-54.00%,5.70%,4.40%,267.70%,110.90%,228.8,225.42,1.10%,-3.12%,87.70%,-0.89%,1.95%,3.07,2.00%,13.70%,-9.70%,0.7,0.6,2.94,3.11,22.50%,8.50%,2.30%,-1.40%,9.20%,11.75%,39.99%,94.67%,18.87%,2.66,2.02,3.92%,3.11%,1.68%,9.77%,25.54%,-3.41%,30.54%,-3.41%,107.35%,60.14,2.88%,-1.28%,1428.18,1.52,62.1,1.57%,2164486,2/24/2022 8:30:00 AM,68.9,12/7/2010,62.08,-0.03%,78.0,98,1.74,62.1,61.31,56.8,49.59,29.95,64.29,20.0,10.95,65.33333333333333,True
7728,TWNK,"Hostess Brands, Inc.",Consumer Defensive,Packaged Foods,USA,2929.57,27.01,22.31,2.68,2.66,1.62,12.84,19.94,,0.00%,0.78,-7.90%,9.16%,-10.10%,10.08%,10.40%,-2.70%,10.40%,138.38,137.87,0.40%,0.00%,,-7.86%,2.23%,1.22,3.10%,6.40%,4.20%,2.2,2.0,0.66,0.67,35.90%,17.30%,9.70%,0.62%,9.04%,17.86%,36.30%,42.79%,2.79%,0.69,0.56,2.55%,2.57%,1.44%,3.94%,18.75%,-3.05%,13.95%,-3.05%,48.23%,57.72,0.77%,-1.37%,2526.44,0.92,20.99,-0.62%,2318661,3/1/2022 8:30:00 AM,22.3,11/30/2015,21.0,0.05%,72.0,93,1.27,20.99,20.78,20.24,17.7,14.16,21.65,15.0,6.24,60.0,True
7844,UNVR,Univar Solutions Inc.,Basic Materials,Chemicals,USA,4914.93,18.0,13.57,1.01,0.54,2.24,22.26,30.28,,0.00%,1.58,148.40%,4.39%,17.80%,17.75%,-1.60%,188.50%,23.80%,170.9,167.01,0.40%,-15.00%,99.00%,-1.66%,1.73%,2.9,4.20%,13.60%,5.00%,1.8,1.3,1.02,1.05,24.80%,5.00%,3.00%,-5.96%,5.30%,-0.28%,18.92%,44.14%,0.21%,1.78,0.97,3.21%,3.19%,0.58%,1.99%,9.15%,-6.52%,12.30%,-6.52%,47.58%,50.24,2.79%,-3.09%,996.46,1.2,28.41,-0.39%,1198093,2/24/2022 4:30:00 PM,33.15,6/18/2015,28.41,0.00%,59.0,93,1.29,28.41,28.3,27.88,26.04,19.25,30.39,25.0,16.68,59.0,True
8057,VIVO,"Meridian Bioscience, Inc.",Healthcare,Diagnostics & Research,USA,1083.91,17.97,,1.06,3.46,3.07,14.91,18.25,,0.00%,1.36,51.70%,,16.40%,17.00%,10.10%,-43.00%,-5.00%,43.44,42.87,1.40%,-3.12%,98.60%,0.63%,6.54%,4.84,13.40%,18.40%,19.30%,4.1,2.6,0.14,0.14,60.20%,25.20%,19.10%,-4.01%,19.63%,23.12%,24.76%,12.57%,19.80%,0.38,1.03,3.86%,4.95%,1.55%,12.69%,20.93%,-10.23%,42.09%,-17.82%,43.76%,56.06,2.65%,-1.29%,579.81,0.69,24.44,1.33%,400876,2/4/2022 8:30:00 AM,30.0,7/29/1986,24.44,0.00%,91.0,75,1.01,24.44,24.25,21.82,20.24,17.0,29.74,16.0,22.75,60.666666666666664,True
8070,VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,USA,34402.9,,11.5,,0.36,1.95,9.84,72.58,4.68%,,-1.09,-160.10%,4.88%,-19.50%,-13.80%,-5.90%,199.10%,86.70%,408.84,407.04,0.30%,-2.13%,79.40%,0.66%,3.13%,3.23,-2.50%,-7.60%,-2.10%,1.3,0.9,0.75,0.81,1.00%,-1.30%,-1.40%,-4.77%,3.30%,15.56%,26.38%,7.28%,11.62%,1.94,3.1,3.32%,3.63%,-3.28%,3.93%,12.15%,-10.59%,28.72%,-10.59%,42.46%,45.94,-3.61%,0.73%,3948.37,1.46,83.84,-2.91%,5781072,1/27/2022 8:30:00 AM,94.95,11/1/1984,83.69,-0.18%,72.0,70,0.96,83.84,86.81,80.98,74.79,58.85,93.77,21.0,13.25,54.333333333333336,True
