no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
1788,CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P,USA,18587.94,13.68,9.12,0.18,5.39,4.01,243.62,83.28,1.93%,59.90%,1.71,-69.30%,-18.64%,30.70%,74.49%,1.60%,514.80%,51.30%,813.58,797.84,1.30%,-4.40%,94.50%,73.35%,4.18%,3.99,5.90%,11.90%,1.70%,1.0,0.9,0.41,0.41,76.20%,11.20%,7.90%,3.28%,11.15%,11.10%,54.12%,27.73%,22.79%,-0.2,1.04,6.08%,4.19%,2.43%,9.24%,23.60%,-4.35%,26.86%,-4.35%,68.69%,57.75,2.78%,-0.04%,8377.4,1.77,23.33,2.73%,14809431,2/23/2022 4:30:00 PM,27.48,2/8/1990,23.33,0.00%,59.0,83,1.1,23.33,22.86,21.42,19.22,14.28,24.39,30.0,17.79,57.333333333333336,True
1849,CWK,Cushman & Wakefield plc,Real Estate,Real Estate Services,United Kingdom,4756.42,65.43,9.36,6.54,0.54,3.96,4.0,15.62,,,0.34,109.90%,6.16%,15.20%,10.00%,13.30%,279.40%,20.80%,223.3,155.78,0.80%,-77.87%,83.60%,4.82%,4.03%,5.8,-0.40%,-2.50%,-2.10%,1.4,1.4,2.61,2.64,20.00%,2.40%,-0.30%,-3.09%,8.78%,17.79%,20.64%,39.80%,-1.44%,1.35,0.92,5.21%,3.65%,-0.11%,1.12%,14.33%,-6.88%,12.50%,-6.88%,54.04%,49.74,-3.44%,-1.82%,1083.82,1.76,21.92,-5.19%,1911354,2/24/2022 4:30:00 PM,28.25,8/2/2018,21.92,0.00%,72.0,91,1.25,21.92,22.02,21.71,19.19,14.23,23.54,17.0,28.88,60.0,True
1951,DDOG,"Datadog, Inc.",Technology,Software - Application,USA,49786.21,,191.57,,48.39,52.14,33.93,317.51,,,-0.07,-45.00%,63.94%,,54.80%,,64.70%,74.90%,310.25,177.65,0.70%,-69.74%,81.10%,2.69%,8.41%,3.28,-2.60%,-5.90%,-0.90%,3.9,3.9,0.77,0.77,77.20%,-4.00%,-5.20%,1.31%,25.72%,-11.11%,19.48%,65.05%,-9.54%,,11.04,6.67%,7.06%,3.11%,4.14%,15.99%,-13.51%,35.17%,-19.31%,131.05%,53.52,-0.76%,0.58%,4554.26,1.03,161.11,-0.19%,4704878,2/10/2022 8:30:00 AM,213.15,9/19/2019,161.3,0.12%,66.0,96,1.47,161.11,157.45,154.5,139.32,69.73,199.68,12.0,32.3,58.0,True
2064,DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,USA,30926.55,23.98,18.98,1.61,1.19,4.41,44.09,87.51,,0.00%,5.92,62.90%,33.72%,34.90%,14.90%,10.50%,-30.50%,3.90%,224.9,221.94,1.34%,-0.67%,97.00%,10.53%,2.09%,1.79,6.60%,19.00%,14.20%,1.3,0.2,0.45,0.45,29.80%,7.40%,5.30%,-0.53%,10.74%,0.69%,56.32%,43.18%,1.11%,0.74,4.52,3.93%,2.98%,4.17%,4.42%,25.96%,-1.65%,14.93%,-4.88%,68.62%,59.05,1.03%,-0.04%,2597.55,1.27,142.08,0.99%,3289176,3/2/2022 8:30:00 AM,154.26,3/7/1995,142.08,0.00%,53.0,92,1.28,142.08,137.08,136.1,112.96,84.26,149.37,7.0,8.57,50.666666666666664,True
2145,DSKE,"Daseke, Inc.",Industrials,Trucking,USA,772.33,17.53,10.16,0.7,0.5,7.05,5.24,8.49,,0.00%,0.72,3500.00%,8.33%,24.20%,25.00%,19.00%,61.30%,17.50%,62.5,39.58,3.50%,-12.21%,44.50%,15.54%,5.70%,4.9,4.70%,54.40%,12.40%,1.6,1.6,4.79,5.29,54.40%,7.20%,3.30%,10.38%,24.75%,25.50%,33.51%,119.02%,25.00%,1.9,0.51,4.89%,4.13%,11.44%,21.86%,39.78%,7.26%,50.60%,7.26%,129.43%,75.67,9.13%,-0.17%,461.03,3.28,12.55,8.94%,1510905,1/25/2022 8:30:00 AM,12.75,10/12/2015,12.55,0.00%,63.0,99,1.95,12.55,11.37,10.35,9.01,5.47,12.56,19.0,1.59,60.333333333333336,True
2264,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,USA,1602.9,6.68,6.6,0.51,1.1,1.4,10.13,,,0.00%,9.88,68.50%,19.93%,29.90%,13.00%,6.60%,116.10%,-10.30%,24.29,24.02,0.40%,-46.57%,,-8.63%,21.30%,10.94,7.40%,26.70%,12.90%,,,2.0,2.0,77.60%,42.90%,24.10%,-7.90%,2.28%,11.64%,37.45%,94.49%,6.25%,1.31,2.19,4.16%,2.90%,-3.53%,2.30%,22.87%,-9.19%,14.93%,-9.19%,107.39%,44.52,-0.35%,-0.93%,467.64,1.12,65.99,-1.27%,524636,2/23/2022 4:30:00 PM,77.5,7/9/1999,65.99,0.00%,63.0,98,1.73,65.99,68.44,64.65,53.82,33.5,72.67,17.0,17.44,59.333333333333336,True
2325,EGLE,Eagle Bulk Shipping Inc.,Industrials,Marine Shipping,USA,670.2,8.1,3.62,,1.38,1.11,6.7,4.93,15.17%,0.00%,6.51,-59.80%,-13.67%,63.90%,,21.50%,552.80%,168.90%,12.8,12.65,1.70%,0.00%,71.70%,-4.07%,11.74%,6.34,9.20%,18.70%,-0.50%,1.2,1.1,0.64,0.75,59.80%,36.40%,20.10%,-2.44%,20.86%,31.73%,3.43%,80.77%,15.89%,1.21,2.94,7.29%,5.51%,4.03%,14.51%,16.05%,-9.31%,42.32%,-9.31%,86.26%,55.61,-5.64%,-1.10%,234.04,2.41,52.73,-6.67%,564015,3/3/2022 4:30:00 PM,68.2,6/23/2005,52.74,0.02%,75.0,97,1.61,52.73,51.04,46.32,45.48,28.66,58.14,9.0,29.34,60.333333333333336,True
2435,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,69006.01,22.22,11.17,0.3,4.45,3.03,13.25,11.71,2.61%,24.80%,5.17,864.80%,-4.21%,43.20%,73.84%,20.10%,483.80%,104.40%,584.0,582.89,0.30%,1.79%,87.80%,-0.51%,1.20%,1.55,12.60%,21.80%,17.70%,2.1,2.0,0.23,0.23,60.80%,39.30%,30.00%,2.96%,4.71%,34.51%,68.88%,83.27%,29.37%,1.78,4.96,6.00%,4.00%,2.64%,12.37%,35.21%,-1.75%,42.46%,-1.75%,87.77%,60.69,5.54%,1.50%,4489.82,1.73,114.92,7.12%,7781777,2/25/2022 8:30:00 AM,118.33,10/4/1989,114.2,-0.63%,69.0,97,1.58,114.92,112.22,102.87,86.76,62.81,116.97,18.0,2.97,61.333333333333336,True
2477,EQT,EQT Corporation,Energy,Oil & Gas E&P,USA,8498.63,,6.96,,2.77,0.87,74.55,13.99,2.16%,,-4.28,3.60%,116.25%,6.90%,5.00%,17.20%,,206.50%,377.9,374.31,0.50%,0.00%,91.80%,-0.79%,4.46%,2.15,-5.70%,-12.90%,-6.00%,0.5,0.5,0.45,0.55,29.30%,,-37.70%,3.67%,14.10%,10.24%,24.27%,25.49%,6.10%,1.08,0.99,4.60%,4.32%,4.96%,5.18%,11.60%,-6.83%,20.52%,-6.83%,47.29%,58.34,3.17%,-1.45%,7763.04,1.79,23.14,1.67%,13894741,2/9/2022 4:30:00 PM,31.59,6/5/1950,23.14,0.00%,69.0,85,1.12,23.14,22.15,22.04,20.75,15.71,24.84,17.0,36.52,57.0,True
2524,ESTE,"Earthstone Energy, Inc.",Energy,Oil & Gas E&P,USA,1118.39,,4.72,,3.58,1.3,2795.97,6.46,,,-0.42,156.50%,133.81%,44.30%,21.00%,24.90%,209.30%,169.30%,49.24,36.85,4.10%,-1.40%,77.30%,4.17%,7.18%,4.67,-1.00%,-3.00%,-18.40%,0.3,0.3,0.57,0.57,80.00%,35.80%,-4.10%,8.33%,-1.74%,30.92%,48.57%,82.84%,18.83%,2.41,0.86,6.44%,6.34%,1.39%,4.61%,22.97%,-14.86%,38.15%,-14.86%,101.86%,53.71,6.21%,-0.33%,566.99,0.94,13.0,5.86%,531589,,21.25,4/18/1994,13.11,0.85%,63.0,98,1.63,13.0,12.81,12.49,10.59,6.44,15.27,30.0,63.46,63.666666666666664,True
2624,EXC,Exelon Corporation,Utilities,Utilities - Diversified,USA,40366.46,24.92,18.97,1.56,1.16,1.23,13.65,,3.17%,89.40%,1.71,-33.30%,-20.06%,-4.60%,16.00%,2.30%,139.40%,0.60%,979.0,975.59,0.10%,-26.43%,82.60%,0.34%,1.35%,1.2,1.30%,5.10%,3.40%,0.9,0.8,1.05,1.23,58.10%,6.80%,4.80%,2.23%,6.33%,11.71%,21.58%,51.83%,3.33%,0.47,1.02,2.59%,2.56%,0.99%,4.41%,17.19%,-3.32%,14.95%,-3.32%,54.75%,59.18,1.16%,-1.24%,10928.8,1.21,42.56,-0.09%,13252600,,49.78,7/6/1943,42.56,0.00%,66.0,94,1.35,42.56,42.23,40.84,36.38,27.71,44.02,18.0,16.96,59.333333333333336,True
2635,EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,USA,29598.88,,18.37,,3.44,14.65,6.87,9.63,,,-2.14,90.50%,38.94%,-24.40%,22.80%,-0.40%,162.10%,147.70%,153.58,149.01,0.40%,-42.34%,97.10%,2.43%,5.12%,2.68,-1.20%,-18.00%,3.90%,0.9,0.9,3.75,4.11,82.30%,4.20%,-3.10%,-6.24%,14.53%,22.72%,33.64%,21.63%,8.52%,1.52,9.55,4.94%,4.60%,0.41%,6.44%,16.47%,-9.93%,30.02%,-9.93%,43.39%,52.4,0.78%,-2.67%,2845.69,1.28,196.11,-1.91%,3631919,2/10/2022 4:30:00 PM,215.96,7/20/2005,196.07,-0.02%,53.0,81,1.08,196.11,196.4,185.02,168.51,136.77,217.72,12.0,10.12,48.666666666666664,True
2665,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,23529.48,11.37,8.47,0.4,3.46,2.06,35.98,6.53,1.45%,14.30%,12.14,141.40%,-11.41%,50.00%,28.59%,66.80%,218.90%,162.90%,180.18,176.65,0.20%,-10.18%,89.50%,-1.45%,3.22%,1.92,9.70%,19.30%,17.50%,1.0,1.0,0.55,0.55,81.00%,57.80%,32.10%,5.04%,7.35%,28.49%,80.17%,87.48%,28.05%,2.3,6.89,6.40%,4.85%,6.44%,13.58%,39.56%,1.14%,45.34%,1.14%,111.58%,63.07,4.42%,-0.77%,2967.94,1.27,138.1,3.62%,3780661,2/22/2022 4:30:00 PM,148.42,10/12/2012,137.66,-0.32%,72.0,98,1.67,138.1,130.22,122.27,99.26,65.93,138.47,25.0,7.47,65.0,True
2820,FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,31126.14,12.83,12.34,,5.97,1.63,0.82,,2.51%,31.20%,3.73,-45.10%,13.63%,-1.80%,-2.98%,6.70%,24.20%,-2.80%,697.46,681.65,0.20%,-6.86%,83.20%,-0.88%,1.33%,1.59,1.20%,12.00%,13.80%,,,0.56,0.56,,96.40%,47.40%,-0.81%,8.16%,12.62%,21.24%,32.89%,9.85%,1.34,1.6,3.48%,2.79%,0.42%,3.08%,13.44%,-5.53%,18.50%,-5.53%,39.27%,51.98,1.85%,-2.33%,5702.95,1.38,47.84,-0.52%,7889174,1/20/2022 8:30:00 AM,51.88,3/17/1980,47.84,0.00%,72.0,89,1.19,47.84,47.81,46.5,42.2,34.35,50.64,16.0,8.44,59.0,True
2866,FLMN,Falcon Minerals Corporation,Energy,Oil & Gas E&P,USA,489.62,49.48,15.68,,8.53,2.01,136.01,,10.80%,114.50%,0.12,-70.30%,70.23%,,-6.64%,,444.70%,97.90%,46.34,41.2,0.40%,0.00%,57.60%,-3.15%,3.41%,1.8,5.80%,11.60%,4.10%,1.8,1.8,0.28,0.28,93.70%,43.40%,27.40%,3.99%,15.03%,18.35%,28.70%,43.86%,17.86%,1.61,0.26,5.06%,5.04%,6.17%,12.19%,13.88%,-4.01%,34.74%,-12.77%,47.94%,63.65,2.32%,-0.88%,781.53,0.91,5.74,1.41%,709617,,7.2,9/8/2017,5.74,0.00%,59.0,92,1.28,5.74,5.44,5.14,5.05,3.92,6.58,12.0,25.44,54.333333333333336,True
3161,GCO,Genesco Inc.,Consumer Cyclical,Apparel Retail,USA,940.44,6.48,9.02,0.65,0.4,1.55,3.33,4.31,,0.00%,9.91,-200.00%,5.02%,-24.20%,10.00%,-10.00%,333.50%,25.30%,14.31,13.71,2.30%,-0.01%,95.50%,-3.78%,9.08%,7.64,8.70%,24.60%,-8.60%,1.6,0.9,0.03,0.03,47.90%,5.80%,6.10%,-4.05%,2.20%,1.62%,-2.20%,33.70%,-0.03%,2.01,3.23,5.43%,4.72%,-1.89%,1.32%,4.52%,-8.29%,14.15%,-12.98%,57.62%,48.5,0.00%,-0.62%,162.91,1.3,64.15,-0.62%,211140,3/10/2022 8:30:00 AM,72.67,1/5/1950,64.15,0.00%,53.0,89,1.19,64.15,65.45,63.35,61.44,40.7,73.72,17.0,13.28,53.0,True
3166,GD,General Dynamics Corporation,Industrials,Aerospace & Defense,USA,62408.24,20.3,16.8,1.85,1.62,3.7,38.93,30.46,2.03%,40.20%,11.55,5.00%,15.10%,6.00%,10.95%,4.70%,-2.70%,-1.80%,278.27,260.82,0.10%,-0.76%,86.80%,-0.55%,0.90%,1.94,6.40%,20.30%,12.00%,1.4,1.0,0.61,0.67,16.70%,10.80%,8.50%,8.63%,12.28%,21.24%,17.39%,40.34%,12.46%,1.0,5.17,2.85%,2.15%,9.25%,11.31%,17.29%,2.74%,18.99%,2.74%,43.73%,80.58,1.69%,1.13%,1210.55,2.71,234.45,2.84%,3284004,1/26/2022 8:30:00 AM,240.87,4/25/1952,234.43,-0.01%,63.0,91,1.25,234.45,215.67,211.2,200.11,163.12,234.99,29.0,2.74,61.0,True
3168,GDEN,"Golden Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,USA,1633.32,11.14,14.25,0.74,1.49,5.4,7.45,11.59,,0.00%,5.11,-241.30%,20.99%,-40.10%,15.00%,31.40%,468.80%,37.50%,28.95,18.8,1.00%,-67.65%,64.20%,2.99%,6.79%,6.21,5.40%,38.60%,,1.9,1.9,3.39,3.39,45.30%,8.60%,8.00%,9.17%,30.60%,16.33%,7.94%,134.18%,12.67%,2.62,3.03,4.99%,5.20%,13.34%,17.25%,20.31%,-4.03%,38.62%,-4.03%,168.66%,63.76,0.44%,10.10%,205.55,12.9,56.93,10.59%,2652405,2/17/2022 4:30:00 PM,69.0,1/4/1999,56.93,0.00%,75.0,99,2.09,56.93,50.81,48.75,47.41,21.19,59.32,33.0,21.2,69.0,True
3271,GLNG,Golar LNG Limited,Energy,Oil & Gas Midstream,Bermuda,1791.85,,47.03,,3.97,1.09,,7.82,,0.00%,-1.45,-42.70%,144.00%,6.30%,4.00%,41.30%,75.20%,-3.10%,108.2,91.24,46.50%,0.00%,72.60%,6.25%,2.52%,2.38,8.70%,25.10%,9.30%,0.7,,0.79,1.39,71.60%,85.20%,91.30%,18.77%,23.49%,43.21%,53.44%,50.00%,40.44%,0.62,0.77,6.14%,4.74%,16.66%,26.89%,37.74%,2.05%,59.78%,2.05%,87.90%,76.91,0.93%,1.41%,969.48,2.87,17.4,2.35%,2779863,,19.88,12/18/2002,17.74,1.95%,69.0,94,1.34,17.4,15.07,13.83,12.66,9.26,17.91,6.0,14.25,56.333333333333336,True
3470,HAFC,Hanmi Financial Corporation,Financial,Banks - Regional,USA,766.62,11.57,10.84,1.45,3.6,1.29,0.91,5.38,3.37%,17.70%,2.26,30.00%,-11.98%,-4.00%,8.00%,6.40%,62.20%,1.10%,30.47,30.04,0.10%,0.23%,91.10%,0.95%,1.76%,2.83,1.10%,11.50%,13.80%,,,0.35,0.35,,85.60%,32.20%,-2.54%,-1.02%,13.86%,33.13%,49.17%,10.30%,1.11,1.06,3.87%,3.45%,-1.78%,2.91%,21.28%,-9.43%,22.69%,-9.43%,61.53%,49.47,1.12%,-1.75%,187.06,0.67,26.12,-0.65%,124949,1/25/2022 4:30:00 PM,28.92,5/14/1997,26.12,0.00%,59.0,94,1.33,26.12,26.57,25.46,21.56,16.17,28.84,20.0,10.72,57.666666666666664,True
3545,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,30575.7,55.93,17.06,,4.09,5.55,12.64,20.63,0.99%,,1.81,-641.90%,16.78%,0.90%,,-6.40%,146.60%,51.80%,308.1,278.58,0.30%,-33.36%,84.30%,-2.07%,2.23%,2.29,-0.80%,-2.90%,-16.80%,1.4,1.3,1.46,1.55,70.50%,10.40%,-2.20%,7.66%,12.69%,32.90%,44.68%,54.22%,36.51%,1.77,3.97,4.59%,3.81%,7.58%,16.27%,23.97%,3.55%,47.92%,3.55%,63.18%,71.54,4.31%,-0.66%,2710.39,1.54,101.06,3.63%,4174404,1/26/2022 8:30:00 AM,112.54,5/24/1962,101.4,0.34%,63.0,95,1.38,101.06,94.44,87.43,81.63,61.93,101.65,9.0,11.36,55.666666666666664,True
3563,HGV,Hilton Grand Vacations Inc.,Consumer Cyclical,Resorts & Casinos,USA,5947.82,,14.33,,3.48,2.96,17.81,371.74,,,-0.88,-197.40%,36.19%,-27.30%,11.54%,-9.50%,,346.20%,108.0,82.74,0.20%,-13.61%,98.50%,-1.85%,2.71%,3.93,-1.10%,-7.00%,-7.20%,,,2.23,2.23,30.20%,1.20%,-3.10%,0.52%,12.67%,5.36%,20.07%,23.95%,-0.48%,2.05,2.28,4.40%,4.20%,3.47%,3.52%,11.01%,-6.10%,16.74%,-7.94%,46.73%,55.02,2.21%,-2.22%,569.33,1.88,51.86,-0.06%,1071308,3/1/2022 8:30:00 AM,61.67,12/14/2016,51.86,0.00%,78.0,84,1.11,51.86,50.35,50.19,46.76,35.35,56.33,33.0,18.92,65.0,True
3651,HPK,"HighPeak Energy, Inc.",Energy,Oil & Gas E&P,USA,1985.68,145.79,6.41,,14.93,4.0,165.47,,0.47%,34.10%,0.14,-387.10%,392.54%,,,,168.70%,533.30%,92.68,7.95,2.60%,2.11%,7.90%,3.27%,1.37%,1.69,2.30%,2.80%,-21.40%,0.6,0.5,0.19,0.0,88.30%,31.70%,10.20%,8.30%,14.95%,49.61%,122.06%,62.52%,44.40%,0.77,1.12,6.21%,5.78%,11.04%,20.51%,66.79%,-4.34%,61.25%,-4.34%,254.71%,69.37,-0.05%,-0.47%,64.58,1.9,21.14,-0.52%,122718,3/7/2022 4:30:00 PM,24.2,5/29/2018,21.14,0.00%,69.0,96,1.44,21.14,19.2,17.69,12.75,6.0,22.61,31.0,14.47,65.33333333333333,True
3714,HUN,Huntsman Corporation,Basic Materials,Chemicals,USA,8396.96,8.53,9.17,0.73,0.99,2.0,8.07,18.62,1.85%,15.10%,4.74,304.40%,11.23%,26.90%,11.70%,2.40%,74.50%,38.30%,216.2,193.61,3.60%,0.00%,85.10%,-2.85%,1.49%,1.35,12.00%,27.20%,17.30%,1.9,1.3,0.35,0.36,21.00%,14.60%,12.40%,-1.84%,13.95%,24.16%,53.41%,45.78%,15.94%,1.14,1.27,3.18%,2.88%,6.56%,11.71%,32.00%,-2.91%,29.78%,-2.91%,67.84%,64.51,1.43%,-1.56%,2142.9,1.37,40.44,-0.15%,2940228,2/15/2022 8:30:00 AM,45.95,2/11/2005,40.8,0.89%,69.0,93,1.3,40.44,38.22,36.36,30.69,24.1,41.65,16.0,13.63,59.333333333333336,True
3724,HWC,Hancock Whitney Corporation,Financial,Banks - Regional,USA,4639.26,12.94,10.24,1.62,4.58,1.33,1.29,8.68,1.94%,25.10%,4.3,1029.60%,3.09%,25.61%,8.00%,,62.10%,-4.90%,86.83,86.0,0.60%,-1.05%,79.90%,1.32%,2.10%,4.05,1.10%,10.60%,,,,0.07,0.07,,95.20%,36.80%,1.49%,6.20%,13.17%,19.33%,38.13%,11.32%,1.47,1.94,3.15%,3.01%,2.10%,5.44%,14.67%,-6.92%,23.57%,-6.92%,51.30%,56.78,2.65%,-2.53%,445.15,1.01,55.68,0.05%,449882,1/18/2022 4:30:00 PM,64.39,6/4/1991,55.68,0.00%,72.0,90,1.23,55.68,54.68,52.94,48.59,38.32,59.82,13.0,15.64,58.333333333333336,True
3725,HWKN,"Hawkins, Inc.",Basic Materials,Specialty Chemicals,USA,952.27,19.12,,,1.33,3.24,40.7,43.48,1.15%,21.20%,2.37,44.80%,,35.00%,,7.60%,29.90%,30.90%,20.89,19.16,0.40%,0.00%,63.30%,1.47%,1.16%,3.8,10.30%,17.90%,11.30%,2.8,1.8,0.36,0.4,19.90%,9.60%,7.00%,3.24%,23.83%,33.98%,17.19%,41.57%,14.73%,0.79,1.57,3.46%,3.46%,11.06%,14.57%,25.61%,2.96%,26.35%,2.96%,51.22%,69.92,5.28%,-0.69%,58.28,2.61,45.26,4.55%,151869,2/2/2022 4:30:00 PM,52.0,3/18/1980,45.26,0.00%,69.0,92,1.26,45.26,41.17,39.65,36.09,29.93,45.33,20.0,14.89,60.333333333333336,True
3910,IGT,International Game Technology PLC,Consumer Cyclical,Gambling,United Kingdom,6019.59,,20.16,,1.67,4.77,13.84,9.4,2.61%,0.00%,-1.17,-627.50%,14.04%,-63.50%,30.18%,-7.90%,142.10%,20.60%,205.19,99.41,51.65%,0.00%,47.00%,-1.53%,4.81%,2.99,1.80%,21.30%,-1.90%,1.3,1.2,4.97,0.0,49.50%,21.50%,6.10%,4.51%,21.46%,12.61%,44.23%,63.31%,5.91%,2.05,1.31,4.83%,4.26%,7.01%,9.53%,21.06%,-0.71%,33.42%,-7.07%,102.65%,61.11,2.13%,-1.12%,1602.69,1.27,30.62,0.99%,2037148,3/1/2022 8:30:00 AM,40.21,4/7/2015,30.62,0.00%,66.0,96,1.46,30.62,28.83,28.08,25.34,15.11,32.95,22.0,31.32,61.333333333333336,True
4099,IRMD,IRadimed Corporation,Healthcare,Medical Devices,USA,622.74,67.16,59.88,3.84,14.9,9.02,10.5,78.83,,0.00%,0.74,-94.20%,-15.31%,-40.20%,17.50%,0.10%,137.60%,41.60%,12.33,6.48,0.60%,-82.84%,42.90%,5.08%,2.15%,1.61,6.10%,7.10%,0.60%,11.3,10.6,0.0,0.0,76.60%,11.90%,10.90%,5.07%,40.83%,19.92%,50.35%,110.52%,9.75%,0.79,2.77,5.55%,6.15%,8.76%,12.63%,36.42%,-7.33%,44.57%,-7.33%,134.25%,59.78,6.54%,-0.28%,86.48,2.33,49.7,6.24%,201432,2/4/2022 8:30:00 AM,51.5,7/16/2014,50.99,2.60%,84.0,98,1.84,49.7,46.92,44.98,37.25,21.65,54.73,12.0,3.62,64.66666666666667,True
4104,IRT,"Independence Realty Trust, Inc.",Real Estate,REIT - Residential,USA,2588.15,69.23,54.82,13.85,10.37,3.96,297.49,,1.90%,245.90%,0.36,162.90%,29.13%,33.10%,5.00%,10.20%,955.20%,218.00%,116.96,103.71,1.40%,0.00%,,32.19%,6.97%,2.46,1.00%,2.60%,-0.10%,,,1.36,1.37,58.80%,18.50%,7.50%,2.89%,14.66%,2.35%,23.57%,76.47%,-2.17%,0.92,0.75,2.89%,3.02%,5.57%,6.30%,17.96%,-2.73%,18.36%,-2.73%,83.65%,63.77,0.60%,-0.95%,2940.06,1.36,25.27,-0.35%,3997822,2/16/2022 4:30:00 PM,27.07,8/13/2013,25.27,0.00%,63.0,97,1.57,25.27,24.06,23.79,21.47,13.76,25.98,42.0,7.12,67.33333333333333,True
4117,ISEE,"IVERIC bio, Inc.",Healthcare,Biotechnology,USA,1797.44,,,,,7.46,7.43,,,,-1.13,1.40%,6.40%,27.10%,,,15.00%,,105.22,79.31,0.70%,-23.15%,97.22%,17.81%,9.34%,5.21,-52.30%,-59.00%,,12.0,12.0,0.0,0.0,,,,9.86%,29.88%,3.62%,52.04%,147.15%,-4.07%,1.46,0.87,7.43%,5.59%,8.62%,9.59%,28.04%,-6.20%,38.16%,-16.98%,192.43%,60.78,4.16%,-0.96%,1423.62,1.14,16.04,3.15%,1624753,2/24/2022 8:30:00 AM,24.0,9/25/2013,16.04,0.00%,84.0,99,2.2,16.04,14.91,14.65,12.58,5.49,19.32,9.0,49.63,64.0,True
4137,ITCI,"Intra-Cellular Therapies, Inc.",Healthcare,Biotechnology,USA,4963.8,,,,70.31,9.28,10.4,,,,-3.2,-20.50%,8.10%,-2.10%,,201.60%,-19.10%,200.00%,81.36,74.44,1.40%,-34.00%,81.20%,0.48%,6.47%,3.94,-40.30%,-44.90%,-35.20%,10.7,10.5,0.0,0.0,90.60%,,,-2.03%,22.04%,30.69%,76.52%,58.65%,6.00%,1.15,2.59,4.05%,4.79%,6.74%,16.06%,36.80%,-4.71%,59.06%,-4.71%,95.35%,62.36,0.84%,-0.47%,1223.77,0.87,55.48,0.36%,1066777,3/1/2022 8:30:00 AM,62.2,12/27/2013,54.0,-2.67%,81.0,95,1.42,55.48,52.46,48.17,40.64,28.4,58.22,6.0,12.11,60.666666666666664,True
4457,KOS,Kosmos Energy Ltd.,Energy,Oil & Gas E&P,USA,2235.26,,5.09,,2.16,6.94,20.08,7.04,,,-0.41,-630.90%,1079.01%,-41.00%,,12.50%,24.10%,-11.50%,451.89,444.33,1.50%,0.00%,89.90%,15.41%,5.51%,2.38,-4.20%,-48.50%,-15.00%,0.9,0.6,8.26,8.36,69.50%,9.40%,-16.30%,13.55%,12.24%,35.75%,108.58%,51.88%,40.46%,3.13,0.35,7.55%,6.83%,8.85%,16.07%,45.85%,-4.52%,60.93%,-4.52%,170.00%,60.06,8.00%,0.00%,10270.47,1.61,4.86,8.00%,16539314,2/28/2022 8:30:00 AM,6.17,5/11/2011,4.74,-2.47%,69.0,94,1.35,4.86,4.49,4.21,3.34,1.8,5.09,32.0,26.95,65.0,True
4578,LEGH,Legacy Housing Corporation,Consumer Cyclical,Residential Construction,USA,585.56,13.23,12.42,,3.02,2.09,650.62,11.6,,0.00%,1.93,32.80%,2.50%,,,,73.90%,29.30%,24.2,8.68,34.70%,-2.56%,22.30%,0.87%,1.24%,2.77,13.20%,16.90%,12.80%,2.1,1.2,0.03,0.0,39.40%,28.90%,24.10%,-6.26%,4.60%,-0.39%,31.29%,59.69%,-3.78%,,1.15,5.45%,3.99%,-1.23%,0.62%,22.30%,-8.34%,17.00%,-11.68%,70.14%,49.39,-1.77%,-0.54%,38.78,0.63,25.47,-2.30%,24375,,30.5,12/14/2018,25.47,0.00%,69.0,95,1.42,25.47,25.87,25.32,20.86,14.97,28.84,18.0,19.75,60.666666666666664,True
