,0
2046,AMRS
2047,CAL
2048,ACEL
2049,SXC
2050,ITOS
2051,CPRX
2052,CIO
2053,CSII
2054,PGC
2055,IIIN
2056,BY
2057,PRDO
2058,IVR
2059,WRLD
2060,MVIS
2061,COWN
2062,ACCD
2063,FFIC
2064,VRS
2065,TRTX
2066,GES
2067,DHC
2068,KELYA
2069,SENS
2070,HNGR
2071,PFBC
2072,TWI
2073,SP
2074,JBSS
2075,KIDS
2076,CCRN
2077,WETF
2078,GNK
2079,GSAT
2080,HTBK
2081,VVI
2082,ASPN
2083,MSFUT
2084,CTBI
2085,HAFC
2086,AAN
2087,NTGR
2088,KREF
2089,BRY
2090,DGII
2091,FMBH
2092,CLFD
2093,NFBK
2094,YEXT
2095,SIBN
2096,INO
2097,HIBB
2098,CLDT
2099,CPF
2100,SRNE
2101,MBI
2102,FRTA
2103,SGMO
2104,HTLD
2105,RNA
2106,ATEX
2107,GRBK
2108,MYE
2109,CCF
2110,AMSWA
2111,MSBI
2112,ATRS
2113,GSBC
2114,LASR
2115,ACRE
2116,OPRX
2117,RCKT
2118,CVGW
2119,NAPA
2120,PECO
2121,SLP
2122,IDT
2123,EGLE
2124,ETD
2125,AGEN
2126,GPMT
2127,GEO
2128,AGX
2129,AMRK
2130,BOOM
2131,BJRI
2132,TCX
2133,GOEV
2134,SPNT
2135,CRAI
2136,VVNT
2137,LLNW
2138,UBA
2139,BAND
2140,INBX
2141,NP
2142,OFIX
2143,PETQ
2144,VNDA
2145,PBI
2146,TRST
2147,COLL
2148,GCI
2149,WSR
2150,AMWL
2151,FSP
2152,BMRC
2153,MBWM
2154,EGRX
2155,PARR
2156,MITK
2157,TBPH
2158,AMBC
2159,LUNG
2160,TALO
2161,CATC
2162,CBTX
2163,DX
2164,UFCS
2165,ALLO
2166,INGN
2167,IMXI
2168,WTTR
2169,CLAR
2170,KOP
2171,THR
2172,CNXN
2173,YORW
2174,NSSC
2175,DHIL
2176,SRDX
2177,BBSI
2178,VXRT
2179,NWLI
2180,QNST
2181,CASS
2182,ECVT
2183,GOSS
2184,PETS
2185,PTLO
2186,GLT
2187,DXPE
2188,THFF
2189,ANAB
2190,FMNB
2191,FORR
2192,ENDP
2193,REX
2194,CHUY
2195,DCO
2196,TIL
2197,PMVP
2198,MTW
2199,RXT
2200,BV
2201,ALBO
2202,BFS
2203,TTCF
2204,QUOT
2205,CARA
2206,ALX
2207,PRCH
2208,TITN
2209,LXFR
2210,CRMT
2211,RIGL
2212,DBD
2213,BOC
2214,SCVL
2215,TMCI
2216,FC
2217,MOV
2218,RAD
2219,RMAX
2220,TRNS
2221,MDXG
2222,AFMD
2223,OSW
2224,CRSR
2225,REAL
2226,RGP
2227,BDSI
2228,HIFS
2229,HAYN
2230,RYI
2231,OUST
2232,HCKT
2233,VRAY
2234,BNGO
2235,SEER
2236,WW
2237,TPIC
2238,RAPT
2239,TA
2240,MGNX
2241,HYFM
2242,AVD
2243,FISI
2244,BFLY
2245,IIIV
2246,IBCP
2247,ALTO
2248,TR
2249,NRC
2250,BFST
2251,OLP
2252,CHS
2253,MCRB
2254,CCB
2255,LOVE
2256,KZR
2257,HTBI
2258,RICK
2259,OSUR
2260,HSTM
2261,SANA
2262,BLX
2263,STGW
2264,MXCT
2265,FLIC
2266,KDNY
2267,CLW
2268,REPL
2269,MCFT
2270,PCT
2271,SWIM
2272,CPSI
2273,FCBC
2274,BFC
2275,SPWH
2276,BZH
2277,DOUG
2278,AROW
2279,CRGY
2280,KPTI
2281,UPLD
2282,GRWG
2283,MOFG
2284,NGM
2285,ORC
2286,RMR
2287,ARQT
2288,WTBA
2289,TMDX
2290,SRI
2291,CSTR
2292,ECOM
2293,WTI
2294,VSEC
2295,ADV
2296,USM
2297,GCMG
2298,OIS
2299,HRTX
2300,HYLN
2301,AKBA
2302,OCGN
2303,PLBY
2304,DSKE
2305,OSPN
2306,EBF
2307,MBIN
2308,RBCAA
2309,CIR
2310,JYNT
2311,VERI
2312,ALRS
2313,GDYN
2314,BW
2315,MCBS
2316,INBK
2317,MOD
2318,KE
2319,TPC
2320,HVT
2321,AVO
2322,WSBF
2323,CCNE
2324,ONEW
2325,LTH
2326,BVH
2327,DSGN
2328,FNKO
2329,EQBK
2330,WKHS
2331,HCCI
2332,LQDT
2333,BHB
2334,NR
2335,LL
2336,NPK
2337,TTI
2338,NRIX
2339,GRPN
2340,RYTM
2341,LPG
2342,CARE
2343,CENT
2344,PAYA
2345,SFST
2346,HNST
2347,SRG
2348,FULC
2349,TPB
2350,FBRT
2351,RSI
2352,EWTX
2353,FOSL
2354,IDYA
2355,LILA
2356,MGTX
2357,OSBC
2358,VERV
2359,CMTL
2360,AGTI
2361,PAHC
2362,FDMT
2363,BLFY
2364,OPY
2365,APEI
2366,UEIC
2367,OCUL
2368,AMNB
2369,AMTX
2370,GIC
2371,UFPT
2372,AEVA
2373,JOUT
2374,IBRX
2375,CNSL
2376,AMRX
2377,MCS
2378,IDEX
2379,LIND
2380,MVBF
2381,HCI
2382,AMK
2383,PRAX
2384,RDUS
2385,CTT
2386,POWW
2387,CTLP
2388,ARTNA
2389,PTVE
2390,SMBC
2391,RYAM
2392,OFLX
2393,BTRS
2394,VEC
2395,ATNI
2396,AERI
2397,CMRX
2398,ULCC
2399,STOK
2400,NESR
2401,ALKT
2402,FPI
2403,FRPH
2404,VPG
2405,ARCT
2406,PRPL
2407,CZNC
2408,PRVA
2409,BVS
2410,ANIP
2411,MPB
2412,STXB
2413,SPNE
2414,LFST
2415,CTOS
2416,REVG
2417,LEU
2418,PRTY
2419,SRRK
2420,IESC
2421,YELL
2422,BSRR
2423,CCBG
2424,BWB
2425,CTO
2426,ICPT
2427,AVIR
2428,INDT
2429,TLS
2430,ANIK
2431,RBB
2432,DJCO
2433,EVC
2434,AKRO
2435,SMBK
2436,GTHX
2437,OMER
2438,PNTG
2439,PRVB
2440,FLWS
2441,CLSK
2442,CGEM
2443,IEA
2444,CIVB
2445,TRC
2446,INSG
2447,FRST
2448,APPH
2449,CATO
2450,VUZI
2451,AMOT
2452,EBTC
2453,PRTS
2454,AUD
2455,MNMD
2456,INVE
2457,UVE
2458,DNMR
2459,HOV
2460,SIGA
2461,HY
2462,PFIS
2463,RM
2464,RIDE
2465,XXII
2466,RLMD
2467,STRO
2468,NAT
2469,CONN
2470,BGFV
2471,GEFB
2472,SOI
2473,ONTF
2474,VERU
2475,GERN
2476,EOLS
2477,MASS
2478,KRO
2479,BLBD
2480,SENEA
2481,MMAT
2482,SLQT
2483,FREE
2484,ESTE
2485,DCPH
2486,OOMA
2487,DMRC
2488,TCMD
2489,NOTV
2490,KBAL
2491,ALXO
2492,TRUE
2493,URG
2494,YMAB
2495,RUSHB
2496,AXGN
2497,KALV
2498,DMTK
2499,WLDN
2500,ATRO
2501,XMTR
2502,BTAI
2503,PSNL
2504,ATHA
2505,FNLC
2506,MLR
2507,APYX
2508,MPAA
2509,TNK
2510,FOR
2511,BHR
2512,STER
2513,SPFI
2514,FSBC
2515,VAPO
2516,TG
2517,CNTY
2518,HBCP
2519,FMTX
2520,FLL
2521,MRSN
2522,DNUT
2523,NWPX
2524,BLUE
2525,RCKY
2526,FXLV
2527,UTMD
2528,LNDC
2529,HEAR
2530,IRMD
2531,ORGO
2532,ARAY
2533,SB
2534,SMMF
2535,GNTY
2536,TIPT
2537,HT
2538,SOVO
2539,MRNS
2540,ESMT
2541,EZPW
2542,ZEUS
2543,CVLG
2544,CTRN
2545,EWCZ
2546,ARIS
2547,KNSA
2548,OPRT
2549,EYPT
2550,MAX
2551,BCOV
2552,VITL
2553,ALT
2554,PHAT
2555,BRBS
2556,ORMP
2557,ACET
2558,TSVT
2559,ENFN
2560,PKE
2561,AKTS
2562,KRON
2563,BATRA
2564,SCU
2565,AXTI
2566,CSTE
2567,NRIM
2568,KOD
2569,NVEC
2570,DYN
2571,CAMP
2572,ZY
2573,NDLS
2574,CRIS
2575,ORRF
2576,TSAT
2577,FLDM
2578,EHTH
2579,BRT
2580,TCS
2581,AJX
2582,RRGB
2583,AMAL
2584,CVGI
2585,PCSB
2586,ITIC
2587,PTSI
2588,BLFS
2589,CURO
2590,GHL
2591,ATOM
2592,VBIV
2593,BLI
2594,EVER
2595,PVBC
2596,MCBC
2597,GNUS
2598,SSTI
2599,INST
2600,VSTM
2601,USLM
2602,RLGT
2603,FLMN
2604,BNFT
2605,HBIO
2606,JNCE
2607,DICE
2608,SNPO
2609,CMBM
2610,HOFT
2611,EGAN
2612,MLNK
2613,ERAS
2614,RMNI
2615,INTA
2616,UFI
2617,TLYS
2618,ABUS
2619,GNOG
2620,CTMX
2621,DZSI
2622,ALTG
2623,LAW
2624,FSBW
2625,RUBY
2626,ATLC
2627,VTGN
2628,JANX
2629,AMSC
2630,IAS
2631,IMGO
2632,CCRD
2633,RRBI
2634,FF
2635,PCYO
2636,LE
2637,FRBA
2638,ORIC
2639,KNTE
2640,CIA
2641,LOCO
2642,MTRX
2643,PSTL
2644,TK
2645,FRBK
2646,ALVR
2647,THRY
2648,OCN
2649,COGT
2650,CBAY
2651,VKTX
2652,HRT
2653,GATO
2654,LUNA
2655,LBC
2656,SGC
2657,VERA
2658,FHTX
2659,AVNW
2660,AOUT
2661,HFFG
2662,KNTK
2663,STKS
2664,IMVT
2665,LMNR
2666,NATR
2667,CBNK
2668,RBBN
2669,ICVX
2670,EVCM
2671,SPRO
2672,GWRS
2673,KODK
2674,POWL
2675,ALDX
2676,GAN
2677,PLRX
2678,LEGH
2679,CTKB
2680,FDBC
2681,DGICA
2682,PGEN
2683,AVAH
2684,VLGEA
2685,ALLK
2686,KRUS
2687,IMUX
2688,GBIO
2689,GRTS
2690,AFCG
2691,AVDX
2692,DTIL
2693,VRA
2694,MEIP
2695,COOK
2696,AGS
2697,VIEW
2698,PLPC
2699,INFU
2700,FUV
2701,XPOF
2702,CRMD
2703,BSET
2704,LAWS
2705,GLRE
2706,CRBU
2707,RMO
2708,KOPN
2709,SCOR
2710,HBT
2711,CLVS
2712,CTXR
2713,TLMD
2714,RCEL
2715,BYRN
2716,ACTG
2717,BBCP
2718,HRTG
2719,WEBR
2720,VATE
2721,EIGR
2722,NGVC
2723,BNED
2724,IPSC
2725,LCUT
2726,LCTX
2727,URGN
2728,PRCT
2729,NUVL
2730,CECE
2731,VOXX
2732,CVM
2733,GLUE
2734,PRTK
2735,TNYA
2736,VMD
2737,VOR
2738,VLDR
2739,LAZY
2740,HGEN
2741,DLTH
2742,OTLK
2743,TARS
2744,MHLD
2745,KIRK
2746,STXS
2747,JOAN
2748,ULH
2749,FRGI
2750,NODK
2751,LYEL
2752,BASE
2753,SGHT
2754,DAKT
2755,TCRT
2756,ATCX
2757,NATH
2758,NCMI
2759,ATHX
2760,CPS
2761,CLPT
2762,IKNA
2763,MESA
2764,AMTI
2765,KMPH
2766,UDMY
2767,XOMA
2768,SELB
2769,QMCO
2770,SMSI
2771,ODC
2772,CUE
2773,BHG
2774,LXRX
2775,ATOS
2776,GRPH
2777,NKTX
2778,TALS
2779,AHT
2780,IGMS
2781,ANNX
2782,AOMR
2783,XBIT
2784,ASLE
2785,TH
2786,EOSE
2787,LTRPA
2788,SCWX
2789,DRRX
2790,SIEN
2791,NLS
2792,FIXX
2793,TSHA
2794,EMKR
2795,NGMS
2796,ASXC
2797,BEEM
2798,MG
2799,PZN
2800,ESCA
2801,PKOH
2802,KVHI
2803,CTSO
2804,BH
2805,OYST
2806,NNBR
2807,DAWN
2808,TYRA
2809,TRHC
2810,SPPI
2811,REKR
2812,FLXS
2813,ESPR
2814,ABSI
2815,CASA
2816,SESN
2817,FNA
2818,ITI
2819,HOWL
2820,VTYX
2821,EPZM
2822,VIA
2823,GBL
2824,ZYXI
2825,HLTH
2826,PPTA
2827,NMTR
2828,PBFS
2829,AVTE
2830,STTK
2831,CRDA
2832,BMEA
2833,LOTZ
2834,AKYA
2835,USX
2836,VHC
2837,TKNO
2838,DS
2839,AKUS
2840,CLPR
2841,TXMD
2842,OLMA
2843,ADVM
2844,PSTX
2845,PASG
2846,GTYH
2847,CDXC
2848,RELY
2849,RXST
2850,ADGI
2851,HPK
2852,SFT
2853,FORA
2854,PLM
2855,CDRE
2856,FTCI
2857,RENT
2858,WLFC
2859,EAR
2860,THRX
2861,SQZ
2862,VRCA
2863,MPX
2864,EVI
2865,FBIO
2866,VEL
2867,FWRG
2868,PRLD
2869,CURV
2870,SURF
2871,CRTX
2872,TNXP
2873,DTC
2874,PAVM
2875,MTEM
2876,MILE
2877,EEX
2878,INNV
2879,STON
2880,IBEX
2881,ICAD
2882,MEC
2883,SEEL
2884,VIRX
2885,RAIN
2886,ALPN
2887,OB
2888,PBYI
2889,DRIO
2890,OMIC
2891,HBB
2892,XGN
2893,CELC
2894,CRDF
2895,HQI
2896,AMPE
2897,MGTA
2898,GLSI
2899,HMTV
2900,KALA
2901,INFI
2902,UIHC
2903,EVLO
2904,ARDX
2905,COCO
2906,AQB
2907,AGLE
2908,BCAB
2909,QTNT
2910,FLNT
2911,RVP
2912,MIRM
2913,EBET
2914,WVE
2915,TCRR
2916,CURI
2917,SMED
2918,ATNX
2919,NBEV
2920,OCX
2921,IBIO
2922,KRT
2923,XL
2924,WLLAW
2925,BCEL
2926,NLTX
2927,MBII
2928,STIM
2929,SKYT
2930,TAST
2931,AURA
2932,ELYM
2933,LSEA
2934,RGS
2935,HARP
2936,DSP
2937,TRDA
2938,SBTX
2939,RLYB
2940,OMGA
2941,DNAY
2942,CDAK
2943,AWH
2944,REPX
2945,CNVY
2946,TRVN
2947,VALU
2948,SRT
2949,INZY
2950,RVI
2951,ONCT
2952,FOA
2953,AC
2954,SDIG
2955,SYRS
2956,VHI
2957,UAVS
2958,BOLT
2959,BDTX
2960,SLDB
2961,CSSE
2962,SMMT
2963,TIG
2964,FTHM
2965,ATER
2966,NL
2967,PLSE
2968,AXDX
2969,REV
2970,FREQ
2971,BTX
2972,NPCE
2973,AIP
2974,SNSE
2975,PRTH
2976,ESGC
2977,MBIO
2978,VINC
2979,ALGS
2980,IMRX
2981,CLNN
2982,DIBS
2983,ABOS
2984,GTBP
2985,CVRX
2986,AVRO
2987,ZVIA
2988,ADN
2989,RPID
2990,HOFV
2991,IVC
2992,LVO
2993,FNCH
2994,GBOX
2995,TCBX
2996,AIRS
2997,XLO
2998,TERN
2999,BYSI
3000,HYRE
3001,CIX
3002,ANGN
3003,CDZI
3004,ZGNX
3005,PYXS
3006,AVTX
3007,ETNB
3008,ADRO
3009,IMPL
3010,ONCR
3011,KLTR
3012,GMTX
3013,AFIB
3014,NEXI
3015,AKA
3016,TISI
3017,WLLBW
3018,PRTG
3019,HOOK
3020,CYT
3021,APLT
3022,BDSX
3023,KLDO
3024,RPHM
3025,NH
3026,TLIS
3027,HMPT
3028,RFL
3029,LSF
3030,SGTX
3031,SERA
3032,FBRX
3033,SPRB
3034,OTRK
3035,GNLN
3036,MDVL
3037,DMS
3038,LABP
3039,LVLU
3040,ISO
3041,PDLI
3042,GTXI
3043,P5N994
3044,RTYM2
3045, 
3046,"The content contained herein is owned or licensed by BlackRock and/or its third-party information providers and is protected by applicable copyrights, trademarks, service marks, and/or other intellectual property rights. Such content is solely for your personal, non-commercial use. Accordingly, you may not copy, distribute, modify, post, frame or deep link this content. You may download material displayed on this Website for your personal use provided you also retain all copyright and other proprietary notices contained on the materials. Modification or use of the materials for any other purpose violates BlackRock's intellectual property rights.
Holdings subject to change. See www.iShares.com for the most recent funds holdings.
The values for “price” shown herein generally represent a price provided by a third-party pricing vendor for the portfolio holding and do not reflect the impact of systematic fair valuation (“the vendor price”). The vendor price is not necessarily the price at which the Fund values the portfolio holding for the purposes of determining its net asset value (the “valuation price”). Additionally, where applicable, foreign currency exchange rates with respect to the portfolio holdings denominated in non-U.S. currencies for the valuation price will be generally determined as of the close of business on the New York Stock Exchange, whereas for the vendor price will be generally determined as of 4 p.m. London. The values shown herein for “market value,” “weight,” and “notional value” (the “calculated values”) are based off of the vendor price and may have been different if the valuation price were to have been used to calculate such values. The vendor price is as of the most recent practicable date and may not necessarily be as of the date shown above.
Please see the “Determination of Net Asset Value” section of each Fund’s prospectus for additional information on the Fund’s valuation policies and procedures.
CAREFULLY CONSIDER THE FUNDS' INVESTMENT OBJECTIVES, RISK FACTORS, AND CHARGES AND EXPENSES BEFORE INVESTING. THIS AND OTHER INFORMATION CAN BE FOUND IN THE FUNDS' PROSPECTUSES OR, IF AVAILABLE, THE SUMMARY PROSPECTUSES WHICH MAY BE OBTAINED BY VISITING WWW.ISHARES.COM OR WWW.BLACKROCK.COM. READ THE PROSPECTUS CAREFULLY VEFORE INVESTING. INVESTING INVOLVES RISK, INCLUDING POSSIBLE LOSS OF PRINCIPAL.
This information should not be relied upon as research, investment advice, or a recommendation regarding any products, strategies, or any security in particular.
This material is strictly for illustrative, educational, or informational purposes and is subject to change.
The iShares Funds are distributed by BlackRock Investments, LLC (together with its affiliates, “BlackRock”).
The iShares Funds are not sponsored, endorsed, issued, sold or promoted by Barclays, Bloomberg Finance L.P., BlackRock Index Services, LLC, Cohen & Steers Capital Management, Inc., European Public Real Estate Association (“EPRA® ”), FTSE International Limited (“FTSE”), ICE Data Services, LLC, India Index Services & Products Limited, JPMorgan Chase & Co., Japan Exchange Group, MSCI Inc., Markit Indices Limited, Morningstar, Inc., The NASDAQ OMX Group, Inc., National Association of Real Estate Investment Trusts (“NAREIT”), New York Stock Exchange, Inc., Russell or S&P Dow Jones Indices LLC. None of these companies make any representation regarding the advisability of investing in the Funds. With the exception of BlackRock Index Services, LLC, who is an affiliate, BlackRock Investments, LLC is not affiliated with the companies listed above. Neither FTSE nor NAREIT makes any warranty regarding the FTSE NAREIT Equity REITS Index, FTSE NAREIT All Residential Capped Index or FTSE NAREIT All Mortgage Capped Index; all rights vest in NAREIT. Neither FTSE nor NAREIT makes any warranty regarding the FTSE EPRA/NAREIT Developed Real Estate ex-U.S. Index, FTSE EPRA/NAREIT Developed Europe Index or FTSE EPRA/NAREIT Global REIT Index; all rights vest in FTSE, NAREIT and EPRA.“FTSE®” is a trademark of London Stock Exchange Group companies and is used by FTSE under license.
©2021 BlackRock, Inc. All rights reserved. iSHARES and BLACKROCK are registered trademarks of BlackRock, Inc., or its subsidiaries. All other marks are the property of their respective owners.
ICRMH0421U/S-1620308"
