no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
2063,DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,USA,32952.19,24.74,16.15,1.38,1.25,4.45,46.98,49.52,,0.00%,5.8,62.90%,13.48%,34.90%,17.87%,10.50%,-30.50%,3.90%,224.9,221.94,1.34%,-0.64%,97.00%,9.89%,2.09%,1.79,7.10%,20.60%,13.40%,1.3,0.2,0.45,0.45,29.40%,7.90%,5.70%,1.98%,7.28%,6.41%,54.95%,37.85%,2.10%,0.73,5.12,5.12%,3.50%,3.65%,5.18%,26.47%,-3.57%,16.06%,-3.95%,70.27%,58.1,-1.25%,-0.81%,2586.87,0.93,143.47,-2.05%,2418060.0,3/2/2022 8:30:00 AM,158.17,3/7/1995,143.47,0.00%,53.0,91,1.22,143.47,139.0,136.55,113.61,84.26,149.37,4.0,10.25,49.333333333333336,True
2144,DSKE,"Daseke, Inc.",Industrials,Trucking,USA,783.32,17.14,9.94,0.69,0.5,6.89,5.31,8.61,,0.00%,0.72,3500.00%,8.33%,24.20%,25.00%,19.00%,61.30%,17.50%,62.5,39.66,3.50%,-11.82%,44.40%,14.94%,5.69%,4.51,4.70%,54.40%,12.40%,1.6,1.6,4.79,5.29,54.40%,7.20%,3.30%,6.51%,8.30%,26.89%,25.46%,102.48%,22.21%,1.92,0.56,6.78%,4.10%,6.36%,16.47%,34.73%,-6.81%,47.24%,-6.81%,124.31%,65.05,-1.05%,-0.96%,500.78,0.99,12.27,-2.00%,494058.0,1/25/2022 8:30:00 AM,13.5,10/12/2015,12.29,0.16%,63.0,98,1.75,12.27,11.59,10.59,9.13,5.61,13.17,19.0,10.02,60.0,True
2263,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,USA,1640.9,5.91,6.86,0.45,1.16,1.41,10.37,,,0.00%,11.24,68.50%,17.05%,29.90%,13.00%,6.60%,116.10%,-10.30%,24.69,24.02,0.40%,-46.17%,,-8.49%,21.30%,11.54,7.40%,26.70%,12.90%,,,2.0,2.0,78.70%,44.10%,24.80%,-0.57%,-0.81%,12.45%,37.03%,74.62%,7.00%,1.33,2.18,3.11%,2.97%,-3.02%,2.10%,22.69%,-8.55%,12.61%,-8.55%,88.59%,47.44,0.59%,-1.24%,443.2,0.94,66.46,-0.66%,414799.0,2/23/2022 4:30:00 PM,77.5,7/9/1999,66.46,0.00%,63.0,96,1.46,66.46,68.55,65.23,54.28,37.6,72.67,17.0,16.61,58.666666666666664,True
2320,EGAN,eGain Corporation,Technology,Software - Application,USA,379.19,125.54,82.5,12.55,4.49,6.88,5.54,31.08,,0.00%,0.09,-5.40%,13.82%,23.90%,10.00%,2.40%,-153.60%,20.30%,31.43,21.48,28.40%,-0.48%,55.50%,5.98%,3.70%,5.23,2.80%,6.40%,16.30%,1.7,1.7,0.0,0.0,74.80%,3.70%,3.60%,-1.87%,13.68%,12.14%,-5.79%,15.96%,15.73%,0.37,0.58,3.97%,5.67%,-4.23%,6.34%,6.30%,-15.69%,22.09%,-15.69%,35.88%,49.58,-3.27%,-0.83%,152.17,0.41,11.55,-4.07%,62015.0,2/3/2022 4:30:00 PM,19.0,9/23/1999,11.55,0.00%,59.0,79,1.03,11.55,12.14,10.89,10.87,8.5,13.7,20.0,64.5,52.666666666666664,True
2324,EGLE,Eagle Bulk Shipping Inc.,Industrials,Marine Shipping,USA,758.02,8.51,4.09,,1.56,1.17,7.58,12.98,14.45%,0.00%,6.51,-59.80%,-9.73%,63.90%,,21.50%,552.80%,168.90%,12.8,12.65,1.70%,0.00%,71.70%,-3.81%,11.74%,6.02,0.80%,1.50%,-0.50%,1.2,1.1,0.64,0.75,59.80%,16.80%,1.70%,-2.00%,19.93%,35.35%,10.28%,65.18%,21.69%,1.25,3.11,6.91%,5.69%,5.77%,17.29%,21.39%,-4.76%,45.33%,-4.76%,89.17%,60.04,3.03%,-3.66%,246.47,2.13,55.37,-0.74%,524135.0,3/3/2022 4:30:00 PM,68.7,6/23/2005,55.35,-0.04%,75.0,95,1.38,55.37,52.88,47.5,45.64,33.5,58.14,9.0,24.07,59.666666666666664,True
2434,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,68078.19,14.87,10.9,0.2,3.66,3.13,13.07,11.55,2.53%,24.80%,7.99,864.80%,-5.71%,43.20%,73.84%,20.10%,483.80%,104.40%,584.0,583.22,0.30%,1.45%,87.90%,-0.53%,1.19%,1.57,12.60%,21.80%,17.70%,2.1,2.0,0.23,0.23,63.80%,32.80%,25.00%,10.69%,5.16%,40.38%,77.75%,65.00%,33.68%,1.79,4.54,3.70%,3.77%,5.26%,13.33%,38.53%,-0.17%,40.83%,-0.17%,93.46%,65.65,1.77%,0.34%,4442.84,1.1,118.75,2.12%,4901804.0,2/25/2022 8:30:00 AM,120.66,10/4/1989,118.99,0.20%,69.0,95,1.41,118.75,113.16,105.43,87.45,62.81,120.53,19.0,1.61,61.0,True
2476,EQT,EQT Corporation,Energy,Oil & Gas E&P,USA,9344.09,,7.92,,3.05,0.99,81.97,15.39,1.90%,,-4.28,3.60%,120.40%,6.90%,5.00%,17.20%,,206.50%,377.9,374.32,0.50%,0.00%,91.80%,-0.74%,4.46%,2.07,-5.70%,-12.90%,-6.00%,0.5,0.5,0.45,0.55,29.30%,,-37.70%,15.82%,19.01%,42.10%,32.93%,46.61%,20.86%,1.08,1.11,5.05%,4.43%,16.66%,18.48%,26.83%,2.91%,37.29%,2.91%,67.79%,73.92,4.35%,1.65%,8058.04,2.06,26.36,6.08%,16633566.0,2/9/2022 4:30:00 PM,31.91,6/5/1950,26.27,-0.34%,69.0,94,1.35,26.36,22.85,22.35,20.8,15.71,26.89,18.0,21.05,60.333333333333336,True
2523,ESTE,"Earthstone Energy, Inc.",Energy,Oil & Gas E&P,USA,1170.59,,5.44,,3.75,1.38,2926.47,6.76,,,-0.42,156.50%,113.31%,44.30%,21.00%,24.90%,209.30%,169.30%,49.24,36.85,4.10%,-1.41%,77.30%,4.26%,7.18%,4.29,-1.00%,-3.00%,-18.40%,0.3,0.3,0.57,0.57,80.00%,35.80%,-4.10%,12.13%,6.00%,32.92%,62.00%,68.34%,25.87%,2.4,0.83,5.81%,5.88%,7.54%,8.49%,29.34%,-9.82%,43.44%,-9.82%,113.82%,59.33,3.38%,-0.08%,617.78,1.99,13.77,3.30%,1229454.0,3/10/2022 8:30:00 AM,21.25,4/18/1994,13.77,0.00%,63.0,97,1.64,13.77,12.86,12.77,10.67,6.44,15.27,31.0,54.32,63.666666666666664,True
2623,EXC,Exelon Corporation,Utilities,Utilities - Diversified,USA,42273.23,25.46,18.5,1.59,1.16,1.26,35.76,,3.05%,87.90%,1.74,-13.40%,6.73%,7.60%,16.00%,3.00%,8.60%,18.70%,982.0,977.41,0.10%,-26.30%,82.40%,0.34%,1.34%,1.2,1.30%,5.20%,3.10%,0.9,0.8,1.04,1.23,55.00%,7.50%,4.70%,3.94%,3.31%,17.34%,23.95%,56.65%,7.51%,0.46,1.02,2.31%,2.36%,4.53%,7.75%,21.22%,0.59%,16.42%,0.59%,58.70%,69.22,3.26%,-0.58%,10966.98,0.82,44.28,2.67%,9041510.0,,48.35,7/6/1943,43.8,-1.08%,66.0,94,1.35,44.28,42.39,41.22,36.6,28.14,44.28,21.0,9.19,60.333333333333336,True
2664,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,23795.3,11.33,8.12,1.12,3.5,2.05,36.38,6.61,1.45%,14.30%,12.17,141.40%,-9.29%,50.00%,10.12%,66.80%,218.90%,162.90%,180.18,176.52,0.20%,-13.55%,91.00%,-1.41%,3.22%,2.08,9.70%,19.30%,17.50%,1.0,1.0,0.55,0.55,81.00%,57.80%,32.10%,3.40%,5.21%,29.47%,79.97%,61.60%,27.77%,2.31,6.47,4.25%,4.72%,5.00%,10.87%,37.66%,-3.02%,36.60%,-3.02%,109.01%,60.75,2.45%,0.28%,2738.21,1.13,137.8,2.74%,3083590.0,2/22/2022 4:30:00 PM,149.39,10/12/2012,138.0,0.15%,72.0,96,1.45,137.8,131.65,124.94,100.4,65.93,142.09,25.0,8.41,64.33333333333333,True
2864,FLMN,Falcon Minerals Corporation,Energy,Oil & Gas E&P,USA,509.58,50.86,16.12,,8.88,2.06,141.55,,10.51%,114.50%,0.12,-70.30%,70.23%,,-6.64%,,444.70%,97.90%,46.34,41.2,11.26%,0.00%,57.60%,-3.13%,3.41%,1.78,5.80%,11.60%,4.10%,1.8,1.8,0.28,0.28,93.70%,43.40%,27.40%,4.24%,12.81%,29.10%,31.99%,27.16%,21.15%,1.63,0.25,3.47%,4.86%,6.48%,12.95%,16.65%,-1.34%,33.17%,-10.33%,43.90%,66.42,0.17%,-0.17%,788.0,0.56,5.9,0.00%,440187.0,,7.2,9/8/2017,5.9,0.00%,59.0,87,1.13,5.9,5.58,5.25,5.06,4.24,6.58,12.0,22.03,52.666666666666664,True
3051,FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,USA,54089.57,92.34,56.29,5.28,16.18,69.89,21.2,44.93,,0.00%,3.63,24.70%,20.28%,81.90%,17.50%,21.20%,34.40%,28.80%,162.9,131.31,11.60%,-0.30%,70.10%,-2.45%,1.79%,1.49,10.70%,61.70%,35.90%,1.6,1.5,1.26,0.0,76.60%,19.50%,18.20%,3.23%,8.25%,7.14%,6.87%,100.19%,-6.66%,1.17,16.54,5.18%,5.27%,5.59%,5.54%,12.90%,-9.77%,27.63%,-9.77%,108.19%,56.64,-0.24%,-0.02%,1581.89,0.77,335.46,-0.26%,1215484.0,2/3/2022 4:30:00 PM,363.2,11/18/2009,334.73,-0.22%,63.0,98,1.79,335.46,319.63,317.77,297.78,166.08,371.77,14.0,8.27,58.333333333333336,True
3137,GATX,GATX Corporation,Industrials,Rental & Leasing Services,USA,3946.24,28.77,18.37,2.4,3.14,2.01,11.46,,1.75%,49.40%,3.98,-6.30%,9.03%,-8.80%,12.00%,-2.40%,237.00%,5.30%,35.4,34.82,1.50%,-12.19%,,-0.72%,8.37%,18.7,1.50%,7.20%,3.10%,,,2.92,2.93,75.00%,23.60%,11.40%,7.41%,9.47%,14.42%,26.09%,17.41%,9.85%,0.88,3.22,2.97%,2.48%,8.80%,10.61%,18.67%,2.51%,23.02%,2.51%,35.44%,70.44,3.57%,-0.85%,155.88,1.29,114.45,2.68%,201109.0,1/25/2022 8:30:00 AM,120.2,11/5/1987,114.45,0.00%,69.0,80,1.04,114.45,105.67,103.71,96.53,84.5,114.51,8.0,5.02,52.333333333333336,True
3160,GCO,Genesco Inc.,Consumer Cyclical,Apparel Retail,USA,960.9,6.51,9.07,0.65,0.41,1.56,3.4,4.41,,0.00%,9.91,-200.00%,5.02%,-24.20%,10.00%,-10.00%,333.50%,25.30%,14.31,13.71,2.30%,-0.01%,95.50%,-3.71%,9.08%,7.59,8.70%,24.60%,-8.60%,1.6,0.9,0.03,0.03,47.90%,5.80%,6.10%,-0.09%,2.35%,1.14%,11.67%,35.06%,0.50%,2.04,3.19,4.29%,4.73%,-1.62%,1.24%,4.74%,-7.81%,13.44%,-12.52%,58.45%,49.35,-0.14%,-1.84%,163.88,1.01,64.49,-1.98%,166035.0,3/10/2022 8:30:00 AM,72.67,1/5/1950,64.49,0.00%,53.0,88,1.14,64.49,65.67,63.79,61.63,40.7,73.72,15.0,12.68,52.0,True
3167,GDEN,"Golden Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,USA,1576.22,10.53,13.09,0.7,1.44,4.87,7.15,5.91,,0.00%,5.08,203.50%,23.90%,47.30%,15.00%,22.30%,186.00%,37.20%,29.04,19.18,35.30%,-8.42%,64.70%,2.89%,6.66%,3.77,9.90%,60.30%,12.40%,2.1,2.0,3.16,3.17,45.30%,15.10%,14.80%,4.00%,19.96%,15.91%,15.26%,130.18%,5.96%,2.64,3.01,5.07%,5.41%,2.28%,8.69%,12.42%,-9.74%,30.36%,-9.74%,152.67%,53.94,-0.52%,-1.50%,339.09,1.93,53.54,-2.01%,655647.0,2/17/2022 4:30:00 PM,69.0,1/4/1999,53.54,0.00%,75.0,99,1.99,53.54,52.82,49.32,47.69,23.29,59.32,33.0,28.88,69.0,True
3269,GLNG,Golar LNG Limited,Energy,Oil & Gas Midstream,Bermuda,1935.73,,21.58,,4.28,1.13,,8.45,,0.00%,-1.45,-42.70%,144.00%,6.30%,4.00%,41.30%,75.20%,-3.10%,108.2,91.24,46.50%,0.00%,72.60%,5.97%,2.52%,2.16,8.70%,25.10%,9.30%,0.7,,0.79,1.39,71.60%,85.20%,91.30%,5.76%,22.06%,54.33%,54.60%,67.72%,45.12%,0.62,0.76,4.16%,4.37%,15.61%,26.43%,40.95%,-1.80%,56.76%,-1.80%,94.17%,76.63,1.30%,-0.78%,1065.28,2.52,17.98,0.50%,2683354.0,,21.12,12/18/2002,18.02,0.22%,69.0,96,1.47,17.98,15.74,14.34,12.79,9.26,18.31,8.0,17.46,57.666666666666664,True
3543,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,31271.65,55.96,17.69,1.19,4.18,4.95,11.53,12.94,0.99%,55.00%,1.81,117.80%,12.47%,15.90%,47.10%,9.40%,369.00%,69.30%,308.3,278.01,0.30%,-32.89%,84.30%,-2.03%,2.23%,2.23,2.90%,9.70%,8.40%,1.4,1.3,1.29,1.38,70.50%,24.90%,7.50%,3.74%,8.67%,31.15%,41.95%,34.82%,36.66%,1.77,3.79,3.72%,3.63%,5.71%,13.49%,23.58%,-1.77%,40.42%,-1.77%,63.36%,69.66,0.37%,-0.16%,2788.22,1.24,101.17,0.21%,3452455.0,1/26/2022 8:30:00 AM,113.17,5/24/1962,101.17,0.00%,63.0,91,1.22,101.17,96.16,89.68,81.96,61.93,102.99,9.0,11.86,54.333333333333336,True
3648,HPK,"HighPeak Energy, Inc.",Energy,Oil & Gas E&P,USA,2048.42,151.72,6.67,,15.4,4.16,170.7,,0.45%,34.10%,0.14,-387.10%,392.54%,,,,168.70%,533.30%,92.68,7.95,2.60%,2.13%,7.90%,3.27%,1.37%,1.48,2.30%,2.80%,-21.40%,0.6,0.5,0.19,0.0,88.30%,31.70%,10.20%,3.53%,26.44%,58.73%,137.32%,104.51%,50.27%,0.8,1.24,7.70%,6.25%,11.41%,21.55%,70.18%,-3.30%,53.63%,-3.30%,269.14%,73.35,2.80%,-0.47%,73.43,2.11,22.0,2.33%,154916.0,3/7/2022 4:30:00 PM,24.2,5/29/2018,,,69.0,99,2.36,22.0,19.97,18.24,13.0,6.0,22.75,31.0,10.0,66.33333333333333,True
3661,HRMY,"Harmony Biosciences Holdings, Inc.",Healthcare,Biotechnology,USA,2451.42,69.98,10.91,,8.03,12.65,10.46,24.94,,0.00%,0.57,152.10%,87.68%,,,,,62.00%,58.56,46.89,0.40%,-77.67%,83.00%,4.99%,6.99%,9.53,9.10%,24.20%,15.50%,5.3,5.2,1.02,1.03,81.80%,20.10%,11.30%,6.09%,5.84%,9.26%,14.97%,24.20%,-5.63%,,2.09,5.80%,5.29%,4.18%,4.39%,12.64%,-12.31%,27.59%,-12.31%,60.38%,56.79,-2.68%,-0.70%,343.58,1.42,40.24,-3.36%,486923.0,2/22/2022 8:30:00 AM,57.17,8/19/2020,40.24,0.00%,78.0,87,1.12,40.24,38.79,38.52,35.77,25.09,45.89,45.0,42.07,70.0,True
3703,HUBG,"Hub Group, Inc.",Industrials,Integrated Freight & Logistics,USA,2964.02,16.89,14.9,1.78,0.7,2.13,18.55,24.74,,0.00%,5.05,130.70%,-6.62%,24.40%,9.50%,9.00%,272.10%,31.90%,33.45,32.91,2.60%,0.00%,97.80%,-0.62%,1.91%,3.47,7.60%,13.80%,11.10%,1.3,1.3,0.13,0.21,14.20%,5.60%,4.10%,3.92%,11.15%,8.43%,19.38%,38.62%,1.28%,0.93,2.83,3.48%,3.39%,7.27%,6.87%,15.66%,-2.16%,17.59%,-2.16%,44.37%,65.37,2.45%,-2.52%,181.39,0.88,85.32,-0.13%,160028.0,2/8/2022 4:30:00 PM,95.64,3/13/1996,85.32,0.00%,66.0,90,1.21,85.32,80.02,79.95,73.85,62.15,87.21,22.0,12.1,59.333333333333336,True
3711,HUN,Huntsman Corporation,Basic Materials,Chemicals,USA,8392.14,7.99,8.63,0.68,0.99,1.88,8.06,18.61,1.98%,15.10%,4.74,304.40%,10.44%,26.90%,11.70%,2.40%,74.50%,38.30%,216.2,193.61,3.60%,0.00%,86.10%,-1.58%,1.49%,1.32,12.00%,27.20%,17.30%,1.9,1.3,0.35,0.36,21.00%,14.60%,12.40%,-6.40%,3.95%,18.03%,41.09%,38.71%,8.69%,1.18,1.4,4.10%,3.24%,-1.87%,3.10%,22.98%,-8.98%,19.59%,-8.98%,57.34%,48.25,-0.76%,-2.35%,2178.9,1.23,37.91,-3.09%,2688522.0,2/15/2022 8:30:00 AM,46.25,2/11/2005,37.78,-0.34%,69.0,91,1.22,37.91,38.71,36.89,30.87,24.1,41.65,16.0,22.0,58.666666666666664,True
3722,HWKN,"Hawkins, Inc.",Basic Materials,Specialty Chemicals,USA,974.78,19.62,12.32,,1.36,3.32,41.66,44.51,1.12%,21.20%,2.37,44.80%,60.61%,35.00%,,7.60%,29.90%,30.90%,20.89,19.16,0.40%,0.00%,63.30%,1.48%,1.16%,3.62,10.30%,17.90%,11.30%,2.8,1.8,0.36,0.4,19.90%,9.60%,7.00%,7.28%,25.28%,35.91%,23.68%,43.55%,17.72%,0.83,1.59,4.34%,3.69%,9.61%,15.76%,28.00%,-0.04%,29.50%,-0.04%,55.16%,68.75,1.49%,-0.87%,61.21,0.74,46.44,0.61%,45306.0,2/2/2022 4:30:00 PM,52.0,3/18/1980,46.44,0.00%,69.0,90,1.18,46.44,42.64,40.29,36.36,29.93,46.5,20.0,11.97,59.666666666666664,True
4026,INSP,"Inspire Medical Systems, Inc.",Healthcare,Medical Devices,USA,6572.96,,,,28.16,27.94,30.64,,,,-1.54,29.70%,13.40%,-11.00%,0.11%,70.00%,68.50%,70.40%,27.38,26.87,0.90%,-15.15%,97.40%,1.81%,4.31%,4.2,-15.00%,-18.80%,-15.70%,6.5,6.1,0.07,0.11,85.70%,-17.00%,-18.00%,-2.15%,6.53%,4.87%,-0.72%,10.35%,1.64%,1.58,13.18,4.54%,6.00%,1.20%,3.14%,6.29%,-8.64%,23.56%,-18.32%,46.90%,51.9,-2.10%,0.02%,275.4,0.59,233.83,-2.08%,163637.0,2/8/2022 4:30:00 PM,291.12,5/3/2018,233.83,0.00%,72.0,86,1.11,233.83,232.09,226.99,220.28,159.18,286.29,56.0,24.5,71.33333333333333,True
4095,IRMD,IRadimed Corporation,Healthcare,Medical Devices,USA,614.14,65.92,58.77,3.77,14.69,8.85,10.36,77.74,,0.00%,0.74,-94.20%,-15.31%,-40.20%,17.50%,0.10%,137.60%,41.60%,12.33,6.49,0.60%,-82.77%,42.90%,5.06%,2.15%,1.72,6.10%,7.10%,0.60%,11.3,10.6,0.0,0.0,76.60%,11.90%,10.90%,4.28%,25.86%,9.57%,35.59%,107.40%,7.72%,0.85,2.82,6.07%,6.05%,1.72%,9.39%,32.34%,-9.05%,41.89%,-9.05%,129.91%,55.39,-0.20%,-1.73%,81.06,0.72,48.78,-1.93%,58142.0,2/4/2022 8:30:00 AM,51.5,7/16/2014,48.78,0.00%,84.0,98,1.79,48.78,48.87,45.37,37.66,21.65,54.73,12.0,5.58,64.66666666666667,True
4100,IRT,"Independence Realty Trust, Inc.",Real Estate,REIT - Residential,USA,5784.92,70.91,70.53,14.18,23.06,0.96,160.69,,1.81%,125.90%,0.38,160.30%,50.20%,33.00%,5.00%,10.30%,63.70%,42.60%,220.93,218.91,0.70%,0.00%,64.70%,24.44%,3.30%,2.23,1.50%,3.10%,-0.10%,,,0.77,0.78,59.00%,-2.30%,17.80%,4.85%,11.68%,6.74%,27.84%,86.20%,2.94%,0.93,0.74,2.88%,2.94%,8.87%,11.31%,23.04%,0.23%,24.54%,0.23%,93.24%,72.0,2.19%,-0.61%,3235.81,1.84,26.59,1.57%,5953186.0,2/16/2022 4:30:00 PM,27.07,8/13/2013,26.81,0.83%,63.0,97,1.63,26.59,24.57,23.95,21.66,14.18,26.62,42.0,1.81,67.33333333333333,True
4101,IRTC,"iRhythm Technologies, Inc.",Healthcare,Medical Instruments & Supplies,USA,4002.62,,,,12.4,14.22,16.73,,,,-3.46,-118.80%,9.30%,2.70%,,38.20%,-231.00%,3.80%,29.44,28.98,0.90%,-5.04%,99.50%,1.83%,4.24%,3.13,-21.30%,-34.00%,-33.30%,3.5,3.4,0.03,0.08,66.20%,-31.00%,-31.40%,2.87%,7.53%,28.78%,181.15%,-2.74%,14.67%,1.09,7.53,5.48%,6.07%,8.18%,9.25%,63.37%,-8.75%,32.79%,-9.20%,223.96%,59.74,0.45%,-0.92%,392.98,1.18,134.95,-0.48%,465008.0,2/23/2022 4:30:00 PM,157.0,10/20/2016,134.95,0.00%,63.0,70,0.94,134.95,125.4,123.91,82.9,41.66,147.98,10.0,16.34,47.666666666666664,True
4113,ISEE,"IVERIC bio, Inc.",Healthcare,Biotechnology,USA,1793.03,,,,,4.84,4.7,,,,-1.13,1.40%,6.40%,27.10%,,,-4.70%,,115.35,108.43,0.70%,-22.18%,97.22%,16.69%,6.83%,5.41,-46.30%,-51.30%,,13.7,13.7,0.0,0.0,,,,-2.64%,7.76%,1.88%,47.71%,151.50%,-9.45%,1.47,0.82,4.96%,5.27%,-0.22%,3.07%,19.12%,-11.46%,30.40%,-21.64%,176.03%,51.32,-0.53%,-1.81%,1369.76,0.65,15.14,-2.32%,897167.0,2/24/2022 8:30:00 AM,24.5,9/25/2013,15.14,0.00%,84.0,99,2.21,15.14,15.25,14.67,12.75,5.6,19.32,9.0,61.82,64.0,True
4133,ITCI,"Intra-Cellular Therapies, Inc.",Healthcare,Biotechnology,USA,5240.16,,,,62.53,10.74,12.71,,,,-3.5,-8.40%,8.10%,-5.40%,,202.50%,-39.30%,105.60%,81.48,74.44,1.40%,-32.91%,80.10%,0.46%,6.47%,3.76,-48.40%,-54.90%,-68.40%,8.8,8.6,0.0,0.0,90.40%,,,-0.34%,14.63%,42.65%,58.26%,58.90%,5.25%,1.19,2.82,6.28%,5.22%,2.51%,12.13%,34.59%,-8.00%,43.05%,-8.00%,93.98%,58.22,-0.77%,-0.84%,1280.99,0.7,55.09,-1.61%,891293.0,3/1/2022 8:30:00 AM,68.2,12/27/2013,55.09,0.00%,81.0,96,1.47,55.09,54.18,49.27,41.02,28.4,59.88,6.0,23.8,61.0,True
4393,KFRC,Kforce Inc.,Industrials,Staffing & Employment Services,USA,1554.77,20.32,15.38,1.35,0.98,7.76,16.03,33.51,1.44%,26.80%,3.55,35.30%,10.88%,23.20%,15.00%,3.70%,14.60%,15.90%,20.29,20.05,3.60%,-19.26%,88.20%,-1.64%,1.74%,3.06,14.80%,40.60%,28.60%,2.3,2.3,0.53,0.0,28.90%,6.70%,4.80%,-4.39%,5.41%,-4.09%,22.11%,36.96%,-4.17%,1.11,2.72,4.49%,3.90%,0.33%,0.40%,8.44%,-7.22%,10.89%,-11.53%,44.48%,50.8,0.10%,-1.02%,114.14,1.03,72.08,-0.92%,117221.0,2/7/2022 4:30:00 PM,84.33,8/15/1995,72.08,0.00%,75.0,90,1.18,72.08,72.01,71.76,66.53,49.89,81.47,22.0,17.0,62.333333333333336,True
4455,KOS,Kosmos Energy Ltd.,Energy,Oil & Gas E&P,USA,2472.08,,6.09,,2.39,4.73,18.78,,,,-0.41,81.60%,16.94%,24.00%,,33.80%,,108.80%,443.75,441.55,1.50%,0.00%,89.10%,16.31%,5.55%,2.33,-1.80%,-21.00%,9.60%,1.0,0.7,4.9,4.95,69.50%,32.60%,-7.50%,25.11%,21.60%,57.26%,132.64%,66.57%,62.72%,3.16,0.36,7.91%,6.81%,22.02%,29.83%,66.74%,0.45%,70.09%,0.45%,212.78%,69.56,3.30%,0.37%,10495.2,1.86,5.63,3.68%,19471866.0,2/28/2022 8:30:00 AM,6.16,5/11/2011,5.65,0.36%,69.0,98,1.72,5.63,4.66,4.38,3.39,1.8,5.66,32.0,9.41,66.33333333333333,True
4685,LNTH,"Lantheus Holdings, Inc.",Healthcare,Diagnostics & Research,USA,3382.76,,21.57,,7.96,7.62,34.34,80.93,,,-1.05,-324.40%,21.13%,-26.90%,37.73%,7.10%,,37.60%,67.72,66.01,1.40%,-11.68%,95.39%,3.12%,2.83%,2.85,-8.40%,-14.30%,-8.80%,2.6,2.2,0.35,0.38,44.10%,-14.10%,-16.80%,12.16%,100.00%,95.73%,92.99%,174.40%,81.03%,0.92,2.71,7.32%,5.68%,53.62%,74.80%,95.00%,-1.02%,122.46%,-1.02%,192.10%,84.8,5.25%,-0.48%,655.33,2.57,52.3,4.75%,1681622.0,2/24/2022 8:30:00 AM,65.33,6/25/2015,52.93,1.20%,91.0,99,2.43,52.3,35.35,30.4,26.98,18.82,52.84,5.0,24.91,65.0,True
4705,LPI,"Laredo Petroleum, Inc.",Energy,Oil & Gas E&P,USA,1354.56,20.03,2.82,1.91,0.97,2.68,23.85,2.74,,0.00%,4.14,113.40%,11.80%,19.50%,10.49%,18.50%,187.30%,150.00%,16.57,16.09,2.10%,-60.50%,75.30%,3.45%,14.73%,3.06,7.20%,112.60%,36.90%,0.4,0.4,2.78,2.78,66.00%,51.70%,10.40%,12.30%,21.92%,45.69%,41.18%,142.41%,38.03%,3.89,5.53,6.49%,7.80%,15.60%,19.07%,23.82%,3.75%,43.10%,-16.38%,213.09%,66.52,5.67%,0.34%,775.42,2.22,83.0,6.03%,1719138.0,2/22/2022 4:30:00 PM,99.22,12/15/2011,83.5,0.60%,53.0,99,2.12,83.0,72.56,70.09,67.2,26.51,99.26,13.0,19.54,55.0,True
4808,MAT,"Mattel, Inc.",Consumer Cyclical,Leisure,USA,8820.2,9.56,13.16,0.96,1.62,5.43,12.06,21.44,,0.00%,2.54,614.00%,26.56%,22.70%,10.00%,0.00%,69.60%,10.40%,351.1,350.27,0.40%,-4.01%,,0.37%,6.49%,6.06,15.70%,93.00%,27.80%,1.8,1.3,1.64,1.64,48.20%,13.40%,16.50%,-4.56%,12.83%,12.78%,13.62%,16.91%,12.57%,1.47,0.93,3.34%,3.63%,1.07%,8.23%,14.70%,-5.60%,26.60%,-5.60%,35.25%,53.97,-2.92%,-0.16%,3750.18,0.54,24.27,-3.08%,2037790.0,2/9/2022 4:30:00 PM,31.88,8/12/1963,24.27,0.00%,66.0,81,1.05,24.27,24.16,22.5,21.18,17.95,25.71,20.0,31.36,55.666666666666664,True
