,ticker,company,sector,industry,market cap,analyst_recom,sentiment_score,rs_rating,returns_multiple,current_price,target_price,est_gl,performance_(week),performance_(month),performance_(quarter),performance_(half year),performance_(year),performance_(ytd),20_day_ma,50_day_ma,200_day_ma,52_week_low,52_week_high,my_score,in_sp1500
275,RF,Regions Financial Corporation,Financial,Banks - Regional,23639.32,71.5,21.0,80,1.22,24.58,25.93,5.49,2.29%,2.08%,19.61%,5.18%,52.77%,52.48%,24.16,,21.28,15.07,24.89,57.5,True
276,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,21039.15,86.5,18.0,83,1.28,102.5,118.62,15.73,4.02%,0.15%,10.14%,16.66%,63.63%,60.71%,99.86,,88.89,60.39,103.46,62.5,True
277,RMBS,Rambus Inc.,Technology,Semiconductors,2951.66,74.0,16.0,85,1.32,27.31,28.83,5.57,6.35%,19.15%,15.97%,39.34%,69.63%,56.41%,24.79,,21.96,15.56,27.78,58.333333333333336,True
279,ROG,Rogers Corporation,Technology,Electronic Components,5082.48,96.5,18.0,88,1.4,271.5,277.6,2.25,0.53%,39.72%,33.76%,44.10%,73.27%,74.83%,259.87,,198.64,146.02,273.0,67.5,True
284,RWT,"Redwood Trust, Inc.",Real Estate,REIT - Mortgage,1563.46,91.5,50.0,78,1.17,13.89,15.41,10.94,-0.86%,2.21%,12.02%,25.47%,45.14%,58.20%,13.81,,11.82,8.38,14.17,73.16666666666667,True
286,SCHW,The Charles Schwab Corporation,Financial,Capital Markets,160223.25,79.0,16.0,84,1.29,83.14,91.62,10.2,2.11%,0.10%,12.89%,12.58%,66.98%,56.75%,81.77,,71.67,48.51,84.49,59.666666666666664,True
288,SGH,"SMART Global Holdings, Inc.",Technology,Semiconductors,1472.3,89.0,52.0,91,1.51,60.34,72.0,19.32,3.71%,18.34%,32.12%,28.57%,92.47%,60.35%,57.64,,48.72,30.4,60.75,77.33333333333333,True
292,SIVB,SVB Financial Group,Financial,Banks - Regional,44478.83,74.0,20.0,93,1.62,740.45,808.81,9.23,-0.65%,-0.65%,32.04%,26.64%,104.64%,90.92%,740.5,,588.1,337.83,763.22,62.333333333333336,True
294,SMPL,The Simply Good Foods Company,Consumer Defensive,Packaged Foods,3837.68,76.5,45.0,87,1.37,39.67,41.73,5.19,0.13%,-0.08%,16.10%,15.19%,72.48%,26.50%,39.8,,34.84,21.21,41.35,69.5,True
296,SNV,Synovus Financial Corp.,Financial,Banks - Regional,7383.74,81.5,20.0,78,1.18,49.88,55.75,11.77,1.88%,3.25%,16.65%,1.49%,47.49%,54.09%,48.99,,45.32,31.46,50.51,59.833333333333336,True
299,STC,Stewart Information Services Corporation,Financial,Insurance - Property & Casualty,2084.15,81.5,20.0,87,1.37,77.68,88.0,13.29,1.30%,8.95%,24.93%,29.29%,76.15%,60.63%,75.37,,60.26,41.84,80.14,62.833333333333336,True
301,STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,13031.3,76.5,27.0,86,1.34,65.15,80.41,23.42,3.48%,-3.17%,-5.76%,5.15%,68.65%,76.70%,65.07,,59.03,33.77,74.37,63.166666666666664,True
302,STX,Seagate Technology Holdings plc,Technology,Computer Hardware,22599.62,71.5,14.0,86,1.34,101.04,105.43,4.34,0.15%,14.73%,19.24%,4.78%,72.57%,62.55%,98.69,,86.58,58.04,116.93,57.166666666666664,True
305,SUPN,"Supernus Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,1667.27,81.5,14.0,75,1.13,31.94,34.0,6.45,-5.81%,6.36%,27.30%,6.18%,50.59%,26.95%,32.18,,28.82,20.81,34.5,56.833333333333336,True
307,SYNH,"Syneos Health, Inc.",Healthcare,Diagnostics & Research,10378.47,86.5,13.0,78,1.17,100.44,113.62,13.12,-1.97%,12.69%,10.19%,15.01%,51.72%,47.42%,99.14,,86.68,60.38,104.18,59.166666666666664,True
309,TBBK,"The Bancorp, Inc.",Financial,Banks - Regional,1764.0,94.0,15.0,95,1.9,30.98,36.0,16.2,3.03%,-1.15%,28.65%,26.81%,141.47%,126.96%,31.39,,24.61,11.7,33.36,68.0,True
313,THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,8507.07,79.0,15.0,95,1.84,78.19,87.94,12.47,-0.75%,14.45%,6.29%,18.02%,132.99%,95.82%,76.52,,65.07,31.18,83.69,63.0,True
314,THRY,"Thryv Holdings, Inc.",Communication Services,Internet Content & Information,1370.75,91.5,20.0,99,3.07,38.14,47.0,23.23,3.08%,27.60%,27.90%,28.20%,289.18%,182.52%,34.15,,28.83,9.6,41.86,70.16666666666667,True
317,TMST,TimkenSteel Corporation,Basic Materials,Steel,750.11,74.0,20.0,98,2.52,15.97,18.15,13.65,5.62%,16.15%,16.23%,7.04%,217.50%,241.97%,15.11,,12.98,4.53,17.73,64.0,True
318,TNDM,"Tandem Diabetes Care, Inc.",Healthcare,Medical Devices,8326.26,76.5,40.0,75,1.13,132.88,148.21,11.54,-6.74%,1.68%,19.37%,55.14%,49.77%,38.88%,135.94,,104.44,76.19,143.67,63.833333333333336,True
320,TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,13220.54,84.0,17.0,94,1.79,56.67,64.55,13.91,3.75%,0.85%,30.07%,46.21%,124.88%,114.82%,55.35,,42.45,23.33,58.18,65.0,True
326,TTGT,"TechTarget, Inc.",Communication Services,Internet Content & Information,2874.05,79.0,25.0,89,1.44,97.99,110.78,13.05,-11.15%,1.99%,27.23%,38.48%,83.47%,65.78%,102.06,,80.06,49.58,111.44,64.33333333333333,True
328,TXT,Textron Inc.,Industrials,Aerospace & Defense,16580.25,79.0,17.0,81,1.24,75.31,86.0,14.19,-0.15%,3.93%,4.98%,9.89%,55.31%,55.82%,75.76,,66.25,44.36,78.13,59.0,True
330,UFPI,"UFP Industries, Inc.",Basic Materials,Lumber & Wood Production,5680.51,81.5,14.0,85,1.31,91.18,93.83,2.91,0.90%,9.49%,20.62%,14.09%,67.30%,64.14%,87.44,,75.27,52.11,92.1,60.166666666666664,True
332,ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,22149.0,74.0,44.0,75,1.13,409.56,428.64,4.66,1.83%,11.88%,5.37%,24.73%,43.85%,42.62%,392.87,,349.03,258.0,417.85,64.33333333333333,True
333,UNVR,Univar Solutions Inc.,Basic Materials,Chemicals,4872.44,74.0,23.0,79,1.19,28.14,32.5,15.49,-3.27%,8.15%,19.24%,3.99%,50.40%,48.03%,28.2,,24.24,17.78,29.77,58.666666666666664,True
334,URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services,27256.58,74.0,42.0,81,1.24,373.89,401.13,7.29,-1.54%,4.68%,7.55%,12.07%,57.16%,61.22%,381.48,,332.59,217.39,414.99,65.66666666666667,True
335,UTHR,United Therapeutics Corporation,Healthcare,Biotechnology,9082.17,89.0,38.0,76,1.14,200.18,235.33,17.56,0.39%,5.11%,-2.71%,7.77%,47.81%,31.88%,199.78,,189.42,129.43,216.9,67.66666666666667,True
337,VBTX,"Veritex Holdings, Inc.",Financial,Banks - Regional,2105.92,91.5,13.0,89,1.45,42.11,46.5,10.43,1.45%,3.24%,20.25%,19.56%,80.81%,64.11%,42.37,,35.48,21.63,45.36,64.5,True
340,VICR,Vicor Corporation,Technology,Electronic Components,6786.0,76.5,19.0,88,1.43,151.88,176.67,16.32,-6.78%,1.61%,26.25%,69.87%,85.90%,64.69%,156.57,,111.43,74.08,164.76,61.166666666666664,True
343,VRTV,Veritiv Corporation,Industrials,Business Equipment & Supplies,2008.83,106.5,25.0,100,5.37,133.3,160.0,20.03,-8.80%,29.90%,56.55%,103.08%,580.80%,541.17%,139.32,,70.04,17.79,158.99,77.16666666666667,True
344,VSTO,Vista Outdoor Inc.,Consumer Cyclical,Leisure,2648.33,89.0,13.0,93,1.69,46.34,62.33,34.51,-2.09%,10.12%,13.27%,6.92%,128.95%,95.03%,45.19,,39.1,18.75,48.75,65.0,True
345,VVI,Viad Corp,Industrials,Specialty Business Services,985.97,81.5,16.0,80,1.21,48.19,59.33,23.12,1.01%,6.33%,13.39%,8.83%,54.26%,33.23%,47.9,,44.56,29.61,52.73,59.166666666666664,True
346,VVV,Valvoline Inc.,Energy,Oil & Gas Refining & Marketing,6683.89,84.0,13.0,81,1.23,36.51,42.88,17.45,-1.03%,5.95%,21.17%,11.18%,54.51%,57.78%,35.3,,30.8,22.51,37.41,59.333333333333336,True
347,WBS,Webster Financial Corporation,Financial,Banks - Regional,5462.69,84.0,17.0,76,1.15,59.12,65.0,9.95,1.13%,2.32%,19.19%,3.27%,47.32%,40.26%,58.18,,54.24,37.8,63.81,59.0,True
349,WFC,Wells Fargo & Company,Financial,Banks - Diversified,209110.83,76.5,28.0,88,1.4,51.31,52.04,1.42,2.95%,1.34%,4.61%,9.73%,79.34%,70.01%,50.72,,45.01,27.28,52.57,64.16666666666667,True
351,WH,"Wyndham Hotels & Resorts, Inc.",Consumer Cyclical,Lodging,7995.04,96.5,21.0,76,1.14,85.6,94.56,10.47,-0.81%,5.39%,18.89%,12.47%,45.11%,44.01%,85.66,,73.88,53.58,89.48,64.5,True
352,WIRE,Encore Wire Corporation,Industrials,Electrical Equipment & Parts,3055.61,94.0,17.0,97,2.18,147.9,160.0,8.18,0.87%,28.24%,73.96%,79.40%,175.21%,144.18%,141.85,,86.4,51.36,151.64,69.33333333333333,True
355,WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies,32195.04,81.5,14.0,80,1.21,433.72,457.0,5.37,-2.46%,3.19%,-2.91%,25.83%,62.01%,53.09%,428.65,,368.27,253.86,475.35,58.5,True
356,WTFC,Wintrust Financial Corporation,Financial,Banks - Regional,5515.8,89.0,14.0,84,1.3,96.43,101.75,5.52,3.86%,5.73%,32.02%,19.76%,62.50%,57.85%,92.74,,78.66,54.13,97.11,62.333333333333336,True
358,YETI,"YETI Holdings, Inc.",Consumer Cyclical,Leisure,8526.75,84.0,13.0,78,1.17,96.73,112.35,16.15,-5.81%,2.92%,-4.41%,10.17%,55.74%,41.27%,101.6,,88.9,60.75,108.82,58.333333333333336,True
359,ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,32508.37,76.5,18.0,81,1.23,598.02,630.91,5.5,-1.29%,13.82%,3.30%,20.06%,60.13%,55.60%,586.69,,524.26,363.0,614.1,58.5,True
