,ticker,company,sector,industry,market cap,analyst_recom,sentiment_score,rs_rating,returns_multiple,current_price,target_price,est_gl,performance_(week),performance_(month),performance_(quarter),performance_(half year),performance_(year),performance_(ytd),20_day_ma,50_day_ma,200_day_ma,52_week_low,52_week_high,my_score,in_sp1500
283,SUPN,"Supernus Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,1673.01,81.5,15.0,79,1.19,32.5,34.0,4.62,-6.34%,6.37%,25.93%,6.62%,54.98%,27.38%,31.95,,28.82,20.66,34.5,58.5,True
285,SYNH,"Syneos Health, Inc.",Healthcare,Diagnostics & Research,10355.73,86.5,13.0,79,1.19,101.16,113.62,12.32,-0.70%,14.21%,10.06%,14.56%,50.84%,47.10%,97.97,,86.46,60.38,104.18,59.5,True
287,TBBK,"The Bancorp, Inc.",Financial,Banks - Regional,1765.14,94.0,15.0,95,1.86,30.82,36.0,16.81,-1.77%,-4.05%,27.10%,30.09%,158.33%,127.11%,31.38,,24.49,11.7,33.36,68.0,True
292,THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,8638.72,79.0,15.0,94,1.82,78.54,87.94,11.97,-0.38%,15.51%,7.78%,22.59%,142.81%,98.85%,75.57,,64.79,31.18,83.69,62.666666666666664,True
293,THRY,"Thryv Holdings, Inc.",Communication Services,Internet Content & Information,1319.36,91.5,20.0,98,2.93,37.01,47.0,26.99,3.53%,20.44%,21.56%,49.78%,268.20%,171.93%,33.36,,28.68,9.6,41.86,69.83333333333333,True
296,TMST,TimkenSteel Corporation,Basic Materials,Steel,785.34,74.0,19.0,98,2.64,17.12,18.15,6.02,12.29%,22.85%,17.91%,18.00%,249.79%,258.03%,14.83,,12.87,4.53,17.73,63.666666666666664,True
297,TNDM,"Tandem Diabetes Care, Inc.",Healthcare,Medical Devices,8185.9,76.5,40.0,76,1.16,132.8,148.21,11.6,-8.25%,1.05%,17.18%,56.04%,40.73%,36.54%,135.81,,104.13,76.19,143.67,64.16666666666667,True
299,TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,12963.93,84.0,17.0,93,1.66,53.81,64.55,19.96,1.63%,-2.15%,25.27%,46.70%,124.43%,110.65%,55.29,,42.2,23.33,58.18,64.66666666666667,True
305,TTGT,"TechTarget, Inc.",Communication Services,Internet Content & Information,2897.8,79.0,25.0,91,1.52,104.78,110.78,5.73,-10.59%,11.55%,28.31%,38.90%,85.33%,67.15%,101.43,,80.02,49.58,111.44,65.0,True
307,TXT,Textron Inc.,Industrials,Aerospace & Defense,16751.97,79.0,17.0,81,1.23,76.68,86.0,12.15,0.48%,2.46%,3.52%,12.84%,63.74%,57.44%,75.35,,65.99,44.36,78.13,59.0,True
309,UFPI,"UFP Industries, Inc.",Basic Materials,Lumber & Wood Production,5701.7,81.5,14.0,83,1.28,90.19,93.83,4.04,2.07%,8.90%,19.68%,14.97%,67.37%,64.75%,86.51,,74.98,52.11,92.1,59.5,True
312,UNVR,Univar Solutions Inc.,Basic Materials,Chemicals,4933.04,74.0,23.0,78,1.18,28.42,32.5,14.36,-2.26%,9.41%,19.25%,5.52%,56.97%,49.87%,27.95,,24.16,17.78,29.77,58.333333333333336,True
313,URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services,27351.35,74.0,42.0,81,1.23,376.95,401.13,6.41,-1.70%,2.44%,7.08%,14.80%,65.79%,61.78%,379.26,,331.62,217.39,414.99,65.66666666666667,True
314,UTHR,United Therapeutics Corporation,Healthcare,Biotechnology,9145.68,89.0,38.0,75,1.14,198.91,235.33,18.31,-0.82%,5.35%,-1.89%,9.22%,46.32%,32.80%,198.53,,189.09,129.43,216.9,67.33333333333333,True
316,VBTX,"Veritex Holdings, Inc.",Financial,Banks - Regional,2136.93,91.5,13.0,88,1.4,42.01,46.5,10.69,-0.47%,4.70%,20.64%,23.28%,91.79%,66.52%,42.1,,35.34,21.63,45.36,64.16666666666667,True
319,VICR,Vicor Corporation,Technology,Electronic Components,6840.95,76.5,19.0,89,1.46,153.23,176.67,15.3,-5.32%,3.29%,26.78%,72.91%,90.48%,66.03%,156.09,,110.9,74.08,164.76,61.5,True
321,VRTV,Veritiv Corporation,Industrials,Business Equipment & Supplies,2054.04,106.5,25.0,100,5.54,139.7,160.0,14.53,-8.95%,28.72%,62.67%,119.24%,644.81%,555.60%,135.97,,68.92,17.79,158.99,77.16666666666667,True
322,VSTO,Vista Outdoor Inc.,Consumer Cyclical,Leisure,2663.76,89.0,14.0,94,1.8,46.82,62.33,33.13,-3.94%,7.20%,12.56%,16.64%,117.19%,96.17%,44.7,,38.97,18.75,48.75,65.66666666666667,True
323,VVI,Viad Corp,Industrials,Specialty Business Services,991.29,81.5,16.0,80,1.22,48.91,59.33,21.3,1.08%,6.11%,11.05%,11.76%,59.27%,33.95%,47.56,,44.47,29.61,52.73,59.166666666666664,True
324,VVV,Valvoline Inc.,Energy,Oil & Gas Refining & Marketing,6678.39,84.0,13.0,79,1.19,36.28,42.88,18.19,2.36%,5.59%,19.80%,11.87%,60.78%,57.65%,35.06,,30.68,22.51,37.41,58.666666666666664,True
326,WFC,Wells Fargo & Company,Financial,Banks - Diversified,209477.62,76.5,28.0,87,1.37,50.34,52.04,3.38,2.04%,1.54%,4.28%,10.78%,95.44%,70.31%,50.61,,44.83,27.28,52.57,63.833333333333336,True
328,WIRE,Encore Wire Corporation,Industrials,Electrical Equipment & Parts,3057.27,94.0,17.0,96,2.13,147.35,160.0,8.59,2.60%,26.63%,71.17%,81.86%,180.64%,144.31%,138.96,,85.56,51.36,151.0,69.0,True
331,WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies,31970.12,81.5,14.0,83,1.27,437.68,457.0,4.41,-2.61%,3.18%,-3.11%,25.06%,56.21%,52.02%,427.51,,366.86,253.86,475.35,59.5,True
332,WTFC,Wintrust Financial Corporation,Financial,Banks - Regional,5544.97,89.0,14.0,81,1.23,94.28,101.75,7.92,4.08%,5.24%,29.91%,21.16%,72.06%,58.68%,92.06,,78.37,54.13,95.69,61.333333333333336,True
334,YETI,"YETI Holdings, Inc.",Consumer Cyclical,Leisure,8465.93,84.0,13.0,82,1.25,99.83,112.35,12.54,-7.97%,1.67%,-5.64%,9.61%,55.83%,40.27%,101.3,,88.72,60.75,108.82,59.666666666666664,True
335,ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,32547.51,76.5,18.0,82,1.25,602.97,630.91,4.63,-1.03%,12.45%,2.50%,19.43%,65.08%,55.79%,579.01,,522.54,362.36,614.1,58.833333333333336,True
