,ticker,company,sector,industry,market cap,analyst_recom,sentiment_score,rs_rating,returns_multiple,current_price,target_price,est_gl,performance_(week),performance_(month),performance_(quarter),performance_(half year),performance_(year),performance_(ytd),20_day_ma,50_day_ma,200_day_ma,52_week_low,52_week_high,my_score,in_russell_3k
179,KKR,KKR & Co. Inc.,Financial,Asset Management,66078.22,86.5,15.0,92,1.59,78.3,89.0,13.67,-1.87%,2.43%,18.85%,38.09%,98.60%,89.38%,78.8,,59.67,37.49,83.9,64.5,True
180,KOS,Kosmos Energy Ltd.,Energy,Oil & Gas E&P,1785.29,81.5,31.0,86,1.34,3.4,6.03,77.35,1.64%,-8.17%,62.72%,15.94%,95.26%,57.87%,3.63,,2.98,1.51,4.24,66.16666666666667,True
181,LEGH,Legacy Housing Corporation,Consumer Cyclical,Residential Construction,648.48,81.5,16.0,86,1.36,26.19,30.5,16.46,4.36%,49.55%,48.73%,41.43%,80.07%,77.56%,22.18,,18.23,13.95,27.93,61.166666666666664,True
183,LEU,Centrus Energy Corp.,Energy,Uranium,954.38,81.5,25.0,99,3.99,62.01,73.5,18.53,-15.54%,26.26%,155.52%,173.64%,499.81%,170.21%,67.25,,31.53,10.49,88.88,68.5,True
185,LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,17638.58,94.0,17.0,81,1.24,58.83,65.89,12.0,0.97%,5.35%,13.84%,17.90%,66.30%,69.18%,57.3,,48.96,34.11,60.05,64.0,True
186,LNG,"Cheniere Energy, Inc.",Energy,Oil & Gas Midstream,27349.07,91.5,23.0,86,1.35,102.85,123.46,20.04,-1.31%,-2.92%,18.43%,24.08%,86.20%,74.66%,105.39,,85.79,56.09,113.4,66.83333333333333,True
187,LOVE,The Lovesac Company,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1119.82,96.5,17.0,96,2.08,80.96,104.29,28.82,-14.99%,-8.14%,28.60%,-13.12%,144.72%,67.88%,81.12,,68.16,28.52,95.51,69.83333333333333,True
188,LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,175818.07,84.0,19.0,82,1.26,252.35,267.2,5.88,2.91%,8.67%,22.18%,30.12%,63.93%,56.94%,237.27,,198.6,149.31,256.39,61.666666666666664,True
189,LPLA,LPL Financial Holdings Inc.,Financial,Capital Markets,13870.17,89.0,31.0,86,1.35,165.42,202.6,22.48,1.56%,-2.36%,14.92%,16.15%,85.17%,63.60%,167.77,,147.45,90.26,176.96,68.66666666666667,True
190,LPX,Louisiana-Pacific Corporation,Industrials,Building Products & Equipment,6085.46,71.5,27.0,92,1.6,72.2,76.12,5.43,5.66%,7.05%,13.12%,5.88%,100.40%,90.26%,65.34,,59.88,33.58,76.35,63.5,True
191,LQDT,"Liquidity Services, Inc.",Consumer Cyclical,Internet Retail,917.43,106.5,14.0,97,2.18,27.46,32.5,18.35,1.00%,20.66%,13.05%,8.19%,171.93%,64.42%,23.82,,21.58,9.11,30.0,72.5,True
192,LRN,"Stride, Inc.",Consumer Defensive,Education & Training Services,1506.27,89.0,42.0,81,1.24,36.39,49.33,35.56,-2.18%,5.03%,2.69%,34.78%,50.68%,67.22%,35.95,,31.31,20.39,38.4,70.66666666666667,True
194,LSI,"Life Storage, Inc.",Real Estate,REIT - Industrial,10824.65,86.5,13.0,89,1.44,132.8,144.3,8.66,0.78%,2.01%,9.75%,34.55%,83.81%,66.58%,132.05,,107.88,71.43,139.95,62.833333333333336,True
196,LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,25422.87,76.5,21.0,82,1.26,112.11,114.17,1.84,-2.57%,12.16%,31.26%,24.85%,65.07%,53.43%,110.52,,89.06,64.92,127.75,59.833333333333336,True
197,MBIN,Merchants Bancorp,Financial,Banks - Regional,1432.46,89.0,20.0,86,1.36,48.03,52.33,8.95,5.53%,13.41%,38.34%,16.73%,83.53%,77.49%,46.3,,39.97,25.81,49.5,65.0,True
198,MCB,Metropolitan Bank Holding Corp.,Financial,Banks - Regional,1084.0,81.5,16.0,96,2.13,98.96,120.0,21.26,-2.60%,2.64%,28.29%,58.96%,199.76%,175.71%,97.67,,68.84,31.26,104.92,64.5,True
201,MLI,"Mueller Industries, Inc.",Industrials,Metal Fabrication,3509.19,81.5,18.0,86,1.36,60.02,100.0,66.61,1.48%,17.83%,36.30%,32.19%,79.63%,73.34%,57.08,,44.76,32.34,63.07,61.833333333333336,True
202,MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,18439.04,71.5,13.0,76,1.15,302.89,324.29,7.07,-0.58%,2.99%,15.71%,21.81%,47.92%,44.11%,303.16,,258.17,196.08,316.04,53.5,True
203,MP,MP Materials Corp.,Basic Materials,Other Industrial Metals & Mining,7555.9,81.5,17.0,89,1.45,41.43,43.98,6.15,-4.90%,9.42%,25.31%,52.49%,121.76%,29.59%,39.17,,34.94,18.5,51.77,62.5,True
204,MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,24732.01,86.5,14.0,88,1.42,557.86,603.29,8.14,-5.23%,4.41%,12.95%,61.00%,71.16%,49.04%,547.84,,416.12,300.55,580.0,62.833333333333336,True
206,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,13533.74,74.0,18.0,95,1.88,15.66,19.8,26.44,-1.26%,-1.61%,39.92%,38.74%,167.59%,147.53%,16.55,,12.63,5.76,17.59,62.333333333333336,True
207,MRVL,"Marvell Technology, Inc.",Technology,Semiconductors,60764.55,81.5,14.0,82,1.26,72.75,73.7,1.31,-0.81%,8.20%,15.85%,50.60%,64.17%,54.02%,71.53,,55.76,37.92,76.12,59.166666666666664,True
208,MSFT,Microsoft Corporation,Technology,Software - Infrastructure,2521699.63,91.5,15.0,81,1.23,339.83,360.03,5.94,-0.54%,9.59%,11.81%,34.27%,60.72%,51.82%,333.5,,274.38,208.86,349.67,62.5,True
209,MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,44246.06,86.5,21.0,76,1.15,255.62,270.27,5.73,1.20%,4.55%,6.54%,26.87%,51.79%,51.19%,250.45,,215.33,163.16,258.78,61.166666666666664,True
210,MTDR,Matador Resources Company,Energy,Oil & Gas E&P,5366.02,79.0,16.0,98,2.78,41.81,49.93,19.42,-1.26%,-2.16%,58.61%,44.64%,312.42%,263.52%,43.31,,30.99,10.16,47.23,64.33333333333333,True
211,MTRN,Materion Corporation,Basic Materials,Other Industrial Metals & Mining,1914.12,94.0,13.0,76,1.16,92.49,102.5,10.82,0.09%,28.34%,33.41%,19.90%,53.25%,46.25%,87.14,,73.64,57.25,95.6,61.0,True
212,MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,Semiconductors,5215.99,76.5,19.0,86,1.35,76.32,83.79,9.79,-2.45%,11.15%,23.61%,30.86%,74.23%,36.59%,73.33,,62.14,42.81,79.31,60.5,True
213,MXL,"MaxLinear, Inc.",Technology,Semiconductors,5320.86,79.0,17.0,94,1.76,69.07,71.1,2.94,-5.00%,27.53%,30.43%,84.48%,123.59%,78.92%,66.32,,44.58,29.69,72.8,63.333333333333336,True
215,NDAQ,"Nasdaq, Inc.",Financial,Financial Data & Stock Exchanges,34922.64,71.5,19.0,83,1.27,207.69,215.62,3.82,-1.92%,3.18%,8.50%,25.66%,64.99%,56.63%,208.84,,176.15,123.27,214.96,57.833333333333336,True
216,NET,"Cloudflare, Inc.",Technology,Software - Infrastructure,61157.92,81.5,16.0,96,2.17,186.45,207.88,11.49,-12.97%,-2.51%,49.83%,131.16%,179.39%,142.99%,198.94,,110.87,60.96,221.64,64.5,True
217,NMRK,"Newmark Group, Inc.",Real Estate,Real Estate Services,3743.13,81.5,17.0,95,1.88,17.59,18.0,2.33,4.39%,16.89%,33.79%,38.64%,158.91%,141.15%,15.97,,12.57,6.56,17.75,64.5,True
218,NOTV,"Inotiv, Inc.",Healthcare,Diagnostics & Research,754.98,106.5,23.0,100,6.54,52.46,64.5,22.95,-6.10%,36.94%,117.69%,113.63%,730.43%,319.27%,51.8,,28.3,6.15,60.66,76.5,True
219,NPO,"EnPro Industries, Inc.",Industrials,Specialty Industrial Machinery,2314.06,99.0,18.0,77,1.17,109.83,130.0,18.36,1.01%,24.97%,30.06%,23.00%,57.42%,47.46%,101.0,,89.57,69.95,112.41,64.66666666666667,True
220,NPTN,NeoPhotonics Corporation,Technology,Semiconductors,813.1,76.5,16.0,90,1.47,15.44,15.6,1.04,0.19%,61.48%,66.70%,50.49%,89.12%,70.19%,13.73,,10.47,7.88,16.14,60.833333333333336,True
222,NSA,National Storage Affiliates Trust,Real Estate,REIT - Industrial,5534.54,76.5,41.0,88,1.41,62.01,66.14,6.66,1.21%,1.55%,12.92%,36.16%,83.44%,72.44%,62.17,,50.12,33.01,64.98,68.5,True
223,NSSC,"Napco Security Technologies, Inc.",Industrials,Security & Protection Services,919.09,89.0,34.0,84,1.31,49.79,54.4,9.26,2.06%,6.83%,40.11%,48.10%,70.04%,89.17%,47.42,,37.24,25.27,52.0,69.0,True
224,NVEE,"NV5 Global, Inc.",Industrials,Engineering & Construction,1754.36,84.0,25.0,79,1.19,113.77,131.14,15.27,3.32%,9.94%,12.78%,27.19%,55.10%,46.03%,109.07,,97.38,69.75,116.0,62.666666666666664,True
227,NVT,nVent Electric plc,Industrials,Electrical Equipment & Parts,6308.02,79.0,13.0,80,1.21,37.14,42.5,14.43,-2.67%,10.59%,8.34%,15.63%,60.59%,57.84%,36.44,,31.33,21.81,38.37,57.333333333333336,True
229,NXST,"Nexstar Media Group, Inc.",Communication Services,Broadcasting,6705.19,91.5,21.0,76,1.16,164.54,187.67,14.06,-3.49%,7.10%,10.30%,7.63%,51.42%,48.87%,162.46,,148.74,97.37,171.16,62.833333333333336,True
230,OAS,Oasis Petroleum Inc.,Energy,Oil & Gas E&P,2692.35,81.5,13.0,99,3.03,126.89,151.43,19.34,0.05%,13.96%,47.81%,56.63%,326.53%,266.22%,124.59,,87.13,31.46,132.98,64.5,True
231,OLN,Olin Corporation,Basic Materials,Specialty Chemicals,10170.19,86.5,17.0,96,1.98,59.56,72.69,22.04,-5.02%,3.79%,27.41%,26.02%,167.32%,145.11%,60.51,,45.43,21.3,64.76,66.5,True
232,OMCL,"Omnicell, Inc.",Healthcare,Health Information Services,8046.23,81.5,21.0,85,1.32,183.23,185.22,1.09,2.05%,8.97%,17.65%,32.54%,71.70%,52.99%,177.96,,148.16,101.94,187.29,62.5,True
233,ON,ON Semiconductor Corporation,Technology,Semiconductors,26563.74,79.0,24.0,93,1.67,61.71,63.11,2.27,-0.95%,33.15%,41.44%,57.79%,116.61%,88.02%,56.83,,42.67,28.09,64.04,65.33333333333333,True
234,ONEW,OneWater Marine Inc.,Consumer Cyclical,Recreational Vehicles,811.1,91.5,21.0,91,1.54,55.18,60.0,8.74,6.19%,20.73%,27.07%,16.04%,115.12%,95.23%,48.84,,43.41,26.05,56.78,67.83333333333333,True
235,ONTO,Onto Innovation Inc.,Technology,Semiconductors,4529.13,86.5,40.0,91,1.56,89.72,105.0,17.03,0.58%,22.77%,25.88%,33.26%,112.46%,92.62%,85.85,,70.68,42.97,94.96,72.5,True
237,OPCH,"Option Care Health, Inc.",Healthcare,Medical Care Facilities,4860.18,91.5,56.0,87,1.38,28.38,32.0,12.76,1.39%,0.63%,4.65%,40.68%,72.37%,72.70%,27.18,,21.76,14.31,28.6,78.16666666666667,True
238,OSTK,"Overstock.com, Inc.",Consumer Cyclical,Internet Retail,3942.8,89.0,18.0,78,1.18,101.66,131.17,29.03,-14.36%,10.83%,26.60%,8.95%,36.54%,93.35%,99.93,,80.16,46.75,112.3,61.666666666666664,True
240,PANW,"Palo Alto Networks, Inc.",Technology,Software - Infrastructure,51228.55,86.5,16.0,88,1.41,539.96,605.91,12.21,1.50%,7.08%,19.23%,44.93%,80.05%,49.98%,509.47,,403.46,289.77,559.54,63.5,True
242,PDCE,"PDC Energy, Inc.",Energy,Oil & Gas E&P,5665.29,86.5,34.0,96,2.16,52.33,67.0,28.03,-6.64%,0.48%,32.82%,30.47%,210.95%,162.79%,54.92,,42.03,16.5,59.0,72.16666666666667,True
243,PDFS,"PDF Solutions, Inc.",Technology,Software - Application,1148.43,81.5,17.0,75,1.14,31.87,34.25,7.47,-6.83%,33.88%,38.12%,77.33%,40.69%,43.43%,27.94,,20.34,16.44,33.78,57.833333333333336,True
245,PGC,Peapack-Gladstone Financial Corporation,Financial,Banks - Regional,668.96,81.5,20.0,77,1.17,34.87,39.0,11.84,0.60%,5.82%,5.13%,8.21%,61.15%,55.84%,34.7,,32.01,21.24,36.39,59.5,True
246,PLCE,"The Children's Place, Inc.",Consumer Cyclical,Apparel Retail,1628.07,81.5,16.0,94,1.78,103.82,125.2,20.59,-5.79%,19.02%,5.41%,5.31%,132.78%,104.25%,96.76,,85.29,40.57,113.5,63.833333333333336,True
247,PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,113077.04,84.0,15.0,79,1.19,150.9,156.66,3.82,2.08%,5.16%,16.89%,29.84%,53.25%,53.10%,148.02,,123.11,93.08,152.61,59.333333333333336,True
248,POOL,Pool Corporation,Consumer Cyclical,Leisure,22547.04,74.0,14.0,85,1.32,559.22,566.71,1.34,-2.12%,10.41%,15.78%,30.71%,68.07%,50.76%,537.07,,437.44,305.47,582.27,57.666666666666664,True
249,POWI,"Power Integrations, Inc.",Technology,Semiconductors,6411.64,76.5,13.0,77,1.17,105.34,115.83,9.96,-3.20%,2.30%,0.87%,28.36%,51.25%,28.78%,103.57,,90.64,69.01,110.66,55.5,True
250,PRFT,"Perficient, Inc.",Technology,Information Technology Services,4507.66,91.5,24.0,97,2.26,138.76,149.83,7.98,-4.79%,9.63%,22.07%,87.67%,190.89%,186.93%,137.65,,90.12,43.51,153.28,70.83333333333333,True
251,PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction,16934.32,86.5,16.0,85,1.33,120.57,133.75,10.93,1.12%,0.26%,18.24%,28.13%,75.34%,67.77%,118.65,,98.11,66.75,124.69,62.5,True
252,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,46757.36,84.0,26.0,82,1.26,180.48,226.12,25.29,2.73%,-2.40%,26.09%,25.13%,79.96%,65.12%,185.15,,159.85,98.59,196.64,64.0,True
253,PZZA,"Papa John's International, Inc.",Consumer Cyclical,Restaurants,4700.03,86.5,19.0,80,1.22,130.5,145.94,11.83,0.94%,7.83%,5.74%,39.89%,60.66%,53.82%,128.28,,109.3,78.41,140.68,61.833333333333336,True
254,QCRH,"QCR Holdings, Inc.",Financial,Banks - Regional,920.17,86.5,22.0,78,1.18,58.58,66.75,13.95,0.72%,10.92%,15.96%,25.61%,59.69%,48.80%,57.21,,49.05,34.58,61.19,62.166666666666664,True
256,RF,Regions Financial Corporation,Financial,Banks - Regional,23648.94,71.5,20.0,76,1.16,24.05,25.93,7.82,1.40%,1.53%,17.49%,7.71%,59.78%,52.54%,24.08,,21.23,15.07,24.78,55.833333333333336,True
257,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,20671.73,86.5,18.0,80,1.22,98.64,118.62,20.26,1.13%,-1.26%,7.78%,13.53%,66.96%,57.90%,99.81,,88.62,60.39,103.46,61.5,True
258,RMBS,Rambus Inc.,Technology,Semiconductors,2911.68,74.0,16.0,84,1.3,26.87,28.83,7.29,10.59%,15.87%,14.25%,40.17%,67.96%,54.30%,24.37,,21.89,15.5,27.78,58.0,True
260,ROG,Rogers Corporation,Technology,Electronic Components,5056.27,96.5,18.0,86,1.34,270.32,277.6,2.69,0.02%,38.53%,30.14%,43.42%,78.24%,73.93%,252.11,,197.72,146.02,273.0,66.83333333333333,True
261,RPD,"Rapid7, Inc.",Technology,Software - Application,7105.31,84.0,14.0,86,1.35,126.4,145.13,14.82,-5.48%,-0.90%,7.49%,50.19%,75.68%,39.83%,131.56,,100.35,70.19,145.0,61.333333333333336,True
263,RVI,Retail Value Inc.,Real Estate,REIT - Retail,132.45,81.5,26.0,93,1.64,6.19,28.0,352.34,3.66%,21.90%,35.50%,88.52%,136.14%,122.25%,5.94,,4.26,2.49,6.84,66.83333333333333,True
265,SCHN,"Schnitzer Steel Industries, Inc.",Basic Materials,Steel,1540.29,74.0,19.0,92,1.59,55.91,70.0,25.2,1.80%,-1.76%,15.02%,4.29%,116.60%,75.40%,54.06,,47.81,25.09,59.34,61.666666666666664,True
266,SCHW,The Charles Schwab Corporation,Financial,Capital Markets,159837.83,79.0,15.0,83,1.28,81.92,91.62,11.84,1.38%,0.06%,11.21%,15.95%,71.93%,56.37%,81.67,,71.4,48.51,84.49,59.0,True
267,SEAS,"SeaWorld Entertainment, Inc.",Consumer Cyclical,Leisure,5059.29,71.5,26.0,93,1.73,65.41,70.42,7.66,5.02%,-0.91%,27.73%,20.44%,135.90%,109.24%,65.07,,52.63,27.06,70.48,63.5,True
268,SGH,"SMART Global Holdings, Inc.",Technology,Semiconductors,1427.64,89.0,52.0,88,1.42,57.48,72.0,25.26,-1.73%,13.66%,29.02%,27.56%,92.53%,55.49%,56.78,,48.57,30.35,60.75,76.33333333333333,True
269,SHYF,"The Shyft Group, Inc.",Industrials,Farm & Heavy Construction Machinery,1814.37,89.0,20.0,92,1.6,52.46,54.67,4.21,-3.92%,27.55%,20.98%,33.19%,100.51%,80.44%,47.58,,39.25,24.85,54.5,67.0,True
272,SIVB,SVB Financial Group,Financial,Banks - Regional,44290.21,74.0,20.0,92,1.59,741.2,808.81,9.12,-2.30%,-1.17%,28.90%,27.19%,111.38%,90.11%,739.28,,585.74,337.83,763.22,62.0,True
273,SKIN,The Beauty Health Company,Consumer Defensive,Household & Personal Products,4059.2,89.0,53.0,96,2.06,28.78,32.0,11.19,1.32%,3.05%,23.38%,106.77%,,151.02%,27.72,,18.33,9.71,30.17,79.33333333333333,True
274,SMPL,The Simply Good Foods Company,Consumer Defensive,Packaged Foods,3816.39,76.5,45.0,85,1.32,39.09,41.73,6.75,-2.52%,1.62%,12.75%,12.78%,68.88%,25.80%,39.77,,34.74,21.21,41.35,68.83333333333333,True
278,STC,Stewart Information Services Corporation,Financial,Insurance - Property & Casualty,2112.59,81.5,20.0,87,1.38,78.29,88.0,12.4,1.72%,8.98%,28.81%,30.60%,76.78%,62.82%,74.58,,59.99,41.84,80.14,62.833333333333336,True
280,STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,13499.35,76.5,26.0,86,1.35,67.03,80.41,19.96,3.26%,0.60%,-4.27%,10.77%,86.13%,83.05%,65.03,,58.75,33.77,74.37,62.833333333333336,True
282,STXB,"Spirit of Texas Bancshares, Inc.",Financial,Banks - Regional,463.67,89.0,30.0,84,1.31,28.89,30.0,3.84,14.31%,18.75%,27.78%,26.28%,82.37%,73.04%,25.66,,23.2,15.4,30.46,67.66666666666667,True
283,SUPN,"Supernus Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,1673.01,81.5,15.0,79,1.19,32.5,34.0,4.62,-6.34%,6.37%,25.93%,6.62%,54.98%,27.38%,31.95,,28.82,20.66,34.5,58.5,True
285,SYNH,"Syneos Health, Inc.",Healthcare,Diagnostics & Research,10355.73,86.5,13.0,79,1.19,101.16,113.62,12.32,-0.70%,14.21%,10.06%,14.56%,50.84%,47.10%,97.97,,86.46,60.38,104.18,59.5,True
286,TA,TravelCenters of America Inc.,Consumer Cyclical,Specialty Retail,856.88,96.5,14.0,83,1.27,57.91,60.95,5.25,-2.79%,0.42%,44.11%,103.34%,76.45%,75.58%,56.9,,36.05,22.0,64.58,64.5,True
287,TBBK,"The Bancorp, Inc.",Financial,Banks - Regional,1765.14,94.0,15.0,95,1.86,30.82,36.0,16.81,-1.77%,-4.05%,27.10%,30.09%,158.33%,127.11%,31.38,,24.49,11.7,33.36,68.0,True
290,TENB,"Tenable Holdings, Inc.",Technology,Software - Infrastructure,5410.0,89.0,14.0,79,1.2,53.38,65.0,21.77,-6.45%,-4.19%,16.50%,20.00%,46.07%,-2.87%,54.04,,43.77,33.25,58.45,60.666666666666664,True
292,THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,8638.72,79.0,15.0,94,1.82,78.54,87.94,11.97,-0.38%,15.51%,7.78%,22.59%,142.81%,98.85%,75.57,,64.79,31.18,83.69,62.666666666666664,True
293,THRY,"Thryv Holdings, Inc.",Communication Services,Internet Content & Information,1319.36,91.5,20.0,98,2.93,37.01,47.0,26.99,3.53%,20.44%,21.56%,49.78%,268.20%,171.93%,33.36,,28.68,9.6,41.86,69.83333333333333,True
294,TITN,Titan Machinery Inc.,Industrials,Industrial Distribution,872.25,101.5,18.0,88,1.41,35.26,37.33,5.87,11.08%,32.17%,27.93%,49.80%,101.74%,95.86%,31.28,,27.85,17.92,37.1,69.16666666666667,True
295,TLYS,"Tilly's, Inc.",Consumer Cyclical,Apparel Retail,541.92,81.5,16.0,91,1.58,17.47,22.0,25.93,1.91%,22.95%,4.59%,38.82%,114.96%,122.86%,15.56,,13.86,7.85,17.8,62.833333333333336,True
296,TMST,TimkenSteel Corporation,Basic Materials,Steel,785.34,74.0,19.0,98,2.64,17.12,18.15,6.02,12.29%,22.85%,17.91%,18.00%,249.79%,258.03%,14.83,,12.87,4.53,17.73,63.666666666666664,True
297,TNDM,"Tandem Diabetes Care, Inc.",Healthcare,Medical Devices,8185.9,76.5,40.0,76,1.16,132.8,148.21,11.6,-8.25%,1.05%,17.18%,56.04%,40.73%,36.54%,135.81,,104.13,76.19,143.67,64.16666666666667,True
299,TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,12963.93,84.0,17.0,93,1.66,53.81,64.55,19.96,1.63%,-2.15%,25.27%,46.70%,124.43%,110.65%,55.29,,42.2,23.33,58.18,64.66666666666667,True
301,TSC,"TriState Capital Holdings, Inc.",Financial,Banks - Regional,1005.94,76.5,21.0,88,1.4,29.88,30.5,2.07,0.66%,-0.82%,50.79%,37.18%,94.75%,74.71%,30.21,,23.01,14.75,31.24,61.833333333333336,True
305,TTGT,"TechTarget, Inc.",Communication Services,Internet Content & Information,2897.8,79.0,25.0,91,1.52,104.78,110.78,5.73,-10.59%,11.55%,28.31%,38.90%,85.33%,67.15%,101.43,,80.02,49.58,111.44,65.0,True
306,TW,Tradeweb Markets Inc.,Financial,Capital Markets,22613.7,71.5,13.0,84,1.3,96.84,99.18,2.42,-0.70%,11.93%,10.65%,19.17%,65.20%,54.86%,93.7,,82.72,56.65,99.25,56.166666666666664,True
307,TXT,Textron Inc.,Industrials,Aerospace & Defense,16751.97,79.0,17.0,81,1.23,76.68,86.0,12.15,0.48%,2.46%,3.52%,12.84%,63.74%,57.44%,75.35,,65.99,44.36,78.13,59.0,True
308,UEC,Uranium Energy Corp.,Energy,Uranium,1292.65,94.0,33.0,99,3.09,4.1,6.3,53.66,-10.45%,8.17%,92.51%,43.28%,343.65%,148.30%,4.57,,2.94,0.99,5.79,75.33333333333333,True
309,UFPI,"UFP Industries, Inc.",Basic Materials,Lumber & Wood Production,5701.7,81.5,14.0,83,1.28,90.19,93.83,4.04,2.07%,8.90%,19.68%,14.97%,67.37%,64.75%,86.51,,74.98,52.11,92.1,59.5,True
310,UHAL,AMERCO,Industrials,Rental & Leasing Services,14222.79,81.5,18.0,87,1.37,735.2,875.0,19.02,-2.72%,1.17%,11.81%,27.20%,80.54%,60.97%,742.75,,622.28,406.5,769.9,62.166666666666664,True
312,UNVR,Univar Solutions Inc.,Basic Materials,Chemicals,4933.04,74.0,23.0,78,1.18,28.42,32.5,14.36,-2.26%,9.41%,19.25%,5.52%,56.97%,49.87%,27.95,,24.16,17.78,29.77,58.333333333333336,True
313,URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services,27351.35,74.0,42.0,81,1.23,376.95,401.13,6.41,-1.70%,2.44%,7.08%,14.80%,65.79%,61.78%,379.26,,331.62,217.39,414.99,65.66666666666667,True
314,UTHR,United Therapeutics Corporation,Healthcare,Biotechnology,9145.68,89.0,38.0,75,1.14,198.91,235.33,18.31,-0.82%,5.35%,-1.89%,9.22%,46.32%,32.80%,198.53,,189.09,129.43,216.9,67.33333333333333,True
316,VBTX,"Veritex Holdings, Inc.",Financial,Banks - Regional,2136.93,91.5,13.0,88,1.4,42.01,46.5,10.69,-0.47%,4.70%,20.64%,23.28%,91.79%,66.52%,42.1,,35.34,21.63,45.36,64.16666666666667,True
319,VICR,Vicor Corporation,Technology,Electronic Components,6840.95,76.5,19.0,89,1.46,153.23,176.67,15.3,-5.32%,3.29%,26.78%,72.91%,90.48%,66.03%,156.09,,110.9,74.08,164.76,61.5,True
320,VRNT,Verint Systems Inc.,Technology,Software - Infrastructure,3116.56,89.0,32.0,83,1.28,48.17,62.89,30.56,-1.28%,3.02%,7.63%,3.96%,65.62%,39.71%,47.34,,45.91,28.17,52.7,68.0,True
321,VRTV,Veritiv Corporation,Industrials,Business Equipment & Supplies,2054.04,106.5,25.0,100,5.54,139.7,160.0,14.53,-8.95%,28.72%,62.67%,119.24%,644.81%,555.60%,135.97,,68.92,17.79,158.99,77.16666666666667,True
322,VSTO,Vista Outdoor Inc.,Consumer Cyclical,Leisure,2663.76,89.0,14.0,94,1.8,46.82,62.33,33.13,-3.94%,7.20%,12.56%,16.64%,117.19%,96.17%,44.7,,38.97,18.75,48.75,65.66666666666667,True
323,VVI,Viad Corp,Industrials,Specialty Business Services,991.29,81.5,16.0,80,1.22,48.91,59.33,21.3,1.08%,6.11%,11.05%,11.76%,59.27%,33.95%,47.56,,44.47,29.61,52.73,59.166666666666664,True
324,VVV,Valvoline Inc.,Energy,Oil & Gas Refining & Marketing,6678.39,84.0,13.0,79,1.19,36.28,42.88,18.19,2.36%,5.59%,19.80%,11.87%,60.78%,57.65%,35.06,,30.68,22.51,37.41,58.666666666666664,True
325,WCC,"WESCO International, Inc.",Industrials,Industrial Distribution,6925.28,81.5,18.0,91,1.58,137.02,153.82,12.26,0.35%,7.04%,16.68%,28.56%,113.06%,74.62%,133.93,,105.66,64.28,140.92,63.5,True
326,WFC,Wells Fargo & Company,Financial,Banks - Diversified,209477.62,76.5,28.0,87,1.37,50.34,52.04,3.38,2.04%,1.54%,4.28%,10.78%,95.44%,70.31%,50.61,,44.83,27.28,52.57,63.833333333333336,True
328,WIRE,Encore Wire Corporation,Industrials,Electrical Equipment & Parts,3057.27,94.0,17.0,96,2.13,147.35,160.0,8.59,2.60%,26.63%,71.17%,81.86%,180.64%,144.31%,138.96,,85.56,51.36,151.0,69.0,True
329,WMS,"Advanced Drainage Systems, Inc.",Industrials,Building Products & Equipment,9340.3,76.5,33.0,88,1.43,131.48,140.5,6.86,0.37%,18.76%,8.46%,14.96%,90.99%,56.74%,123.02,,112.06,68.25,134.84,65.83333333333333,True
330,WSC,WillScot Mobile Mini Holdings Corp.,Industrials,Rental & Leasing Services,8925.96,91.5,15.0,88,1.4,39.16,43.42,10.88,0.69%,14.88%,37.60%,36.93%,80.22%,70.26%,36.83,,29.57,20.9,40.19,64.83333333333333,True
331,WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies,31970.12,81.5,14.0,83,1.27,437.68,457.0,4.41,-2.61%,3.18%,-3.11%,25.06%,56.21%,52.02%,427.51,,366.86,253.86,475.35,59.5,True
332,WTFC,Wintrust Financial Corporation,Financial,Banks - Regional,5544.97,89.0,14.0,81,1.23,94.28,101.75,7.92,4.08%,5.24%,29.91%,21.16%,72.06%,58.68%,92.06,,78.37,54.13,95.69,61.333333333333336,True
334,YETI,"YETI Holdings, Inc.",Consumer Cyclical,Leisure,8465.93,84.0,13.0,82,1.25,99.83,112.35,12.54,-7.97%,1.67%,-5.64%,9.61%,55.83%,40.27%,101.3,,88.72,60.75,108.82,59.666666666666664,True
