"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Gross Margin","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"AMPE","Ampio Pharmaceuticals, Inc.","Healthcare","Biotechnology",239.37,,,26.60%,,208.15,1.80%,-1.75%,25.90%,0.94%,11.40%,,,-17.27%,-32.75%,-14.81%,-41.33%,37.72%,-27.67%,1.60,5.75%,-17.17%,-22.26%,-25.98%,-32.24%,7.83%,-58.39%,54.73%,33.50,2.00,1.24,7.83%,1148268,4.00
"AMPG","AmpliTech Group, Inc.","Technology","Communication Equipment",37.67,,,,18.40%,8.86,29.50%,0.83%,8.70%,-0.24%,3.15%,33.60%,-46.90%,-6.73%,17.20%,22.56%,-4.51%,92.16%,9.60%,0.77,11.45%,9.38%,19.40%,-20.36%,-19.79%,39.75%,-77.27%,136.47%,59.49,2.00,4.50,11.94%,4653330,10.00
"AMPH","Amphastar Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",956.36,27.80,,19.70%,6.80%,48.02,1.80%,-18.59%,58.00%,-0.34%,6.31%,43.70%,15.00%,-5.10%,3.34%,6.41%,1.93%,8.30%,-0.05%,0.68,2.82%,3.15%,6.41%,7.35%,-5.48%,16.80%,-5.48%,21.29%,56.35,2.50,20.51,2.04%,422306,23.25
"AMPL","Amplitude, Inc.","Technology","Software - Application",7628.93,,,,,111.42,0.70%,-42.01%,30.40%,93.49%,1.12%,69.40%,,-9.40%,5.60%,,,,24.95%,,7.37%,-8.97%,3.95%,3.95%,-22.26%,39.99%,-22.26%,39.99%,45.29,2.30,68.40,-0.10%,531330,84.60
"AMPY","Amplify Energy Corp.","Energy","Oil & Gas E&P",107.25,,,44.40%,-11.20%,37.98,0.93%,-1.37%,35.20%,5.96%,6.92%,56.50%,-37.10%,-13.17%,-30.92%,-16.82%,-23.69%,199.46%,111.45%,3.53,6.56%,-20.61%,-29.28%,-22.75%,-53.81%,2.69%,-53.81%,203.41%,27.75,2.00,2.67,-3.61%,776705,
"AMR","Alpha Metallurgical Resources, Inc.","Basic Materials","Coking Coal",880.01,6.43,,0.80%,0.80%,18.45,1.70%,-3.78%,63.60%,1.84%,5.46%,15.90%,13.30%,-11.41%,-23.55%,39.12%,209.66%,512.13%,317.24%,1.50,7.30%,-20.15%,-17.90%,54.27%,-33.41%,9.80%,-33.41%,562.93%,30.65,3.00,46.14,-2.74%,240517,77.00
"AMRC","Ameresco, Inc.","Industrials","Engineering & Construction",4692.28,71.88,,127.30%,10.40%,51.46,3.10%,-24.67%,84.90%,1.09%,4.53%,19.50%,7.90%,-4.16%,37.99%,41.23%,76.57%,113.31%,76.40%,0.61,5.19%,5.76%,28.13%,52.48%,-7.69%,65.02%,-7.69%,149.42%,65.06,1.70,94.03,2.04%,238472,88.83
"AMRK","A-Mark Precious Metals, Inc.","Financial","Capital Markets",764.13,4.24,,68.70%,2.30%,11.26,12.10%,-13.28%,44.10%,4.02%,2.15%,3.00%,2.50%,-3.91%,2.92%,52.61%,30.75%,143.65%,181.01%,-0.48,4.76%,-7.67%,1.24%,40.75%,-17.16%,25.99%,-17.16%,176.35%,43.56,2.00,67.04,-3.84%,54597,91.00
"AMRN","Amarin Corporation plc","Healthcare","Biotechnology",1561.91,,,43.60%,49.70%,396.62,1.20%,-2.14%,33.90%,0.79%,4.64%,79.30%,0.30%,-5.11%,-22.47%,-27.64%,-14.47%,-10.34%,-20.25%,2.14,4.98%,-10.85%,-19.31%,-25.29%,-29.35%,1.17%,-57.84%,1.69%,27.64,2.30,3.90,0.00%,3252436,8.07
"AMRS","Amyris, Inc.","Basic Materials","Specialty Chemicals",2107.30,,,40.80%,38.40%,300.89,0.50%,-8.76%,46.90%,2.68%,10.75%,66.40%,,-6.79%,-46.91%,-48.96%,-47.15%,217.33%,15.63%,1.50,6.56%,-37.56%,-42.32%,-50.67%,-51.98%,5.37%,-69.00%,228.51%,22.00,1.70,7.26,1.68%,4409453,22.00
"AMRX","Amneal Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",1397.10,50.44,,-17.50%,18.30%,149.29,0.10%,0.00%,68.70%,-0.15%,2.73%,37.30%,7.80%,-12.74%,-19.76%,-5.36%,-19.76%,11.68%,0.44%,1.21,3.60%,-12.72%,-13.70%,-15.74%,-22.87%,0.87%,-37.94%,18.46%,30.45,2.40,4.62,0.65%,745324,7.20
"AMS","American Shared Hospital Services","Healthcare","Medical Care Facilities",15.54,,,-32.90%,1.50%,5.80,9.10%,0.00%,14.60%,,2.91%,28.70%,-50.80%,-1.48%,-8.57%,1.52%,-0.74%,39.06%,20.27%,1.10,4.65%,-6.89%,-5.94%,-4.01%,-16.35%,1.91%,-47.22%,48.60%,39.75,2.00,2.66,-0.37%,10926,
"AMSC","American Superconductor Corporation","Industrials","Specialty Industrial Machinery",413.49,,,11.60%,-1.90%,27.25,3.40%,-5.15%,61.60%,0.94%,6.05%,13.80%,-29.10%,-13.90%,-17.56%,23.63%,-5.40%,-7.44%,-39.45%,1.10,4.85%,-16.06%,-8.93%,-15.21%,-26.14%,13.58%,-55.00%,27.11%,33.76,1.70,14.30,0.85%,143972,25.25
"AMSF","AMERISAFE, Inc.","Financial","Insurance - Specialty",1065.06,11.74,2.11%,3.90%,-3.30%,19.34,1.10%,-3.87%,99.12%,1.18%,1.24%,,34.70%,-3.28%,0.79%,2.53%,-9.56%,1.80%,2.00%,0.34,2.96%,-3.86%,-0.04%,-3.95%,-10.79%,8.21%,-13.72%,8.21%,42.86,2.50,54.26,-1.17%,221592,69.00
"AMST","Amesite Inc.","Technology","Software - Application",29.13,,,,,20.55,9.30%,-9.70%,2.40%,3.07%,0.97%,,,-9.72%,-31.22%,-24.86%,-41.04%,-73.42%,-73.20%,,6.87%,-16.41%,-22.86%,-55.17%,-35.78%,5.56%,-85.54%,5.56%,25.62,2.00,1.31,0.77%,141244,7.00
"AMSWA","American Software, Inc.","Technology","Software - Application",1021.47,115.57,1.44%,-7.10%,-0.40%,33.05,1.60%,-26.37%,,-0.71%,1.64%,56.10%,4.70%,-3.54%,12.00%,34.46%,53.94%,79.84%,77.69%,0.60,3.11%,-17.15%,-8.32%,9.42%,-24.70%,7.14%,-24.70%,59.15%,30.28,1.50,25.05,-17.90%,339759,31.25
"AMT","American Tower Corporation (REIT)","Real Estate","REIT - Specialty",118098.70,47.13,2.02%,21.90%,11.00%,455.22,0.10%,-4.46%,92.70%,0.00%,0.98%,72.10%,34.90%,-4.96%,-6.19%,-10.96%,3.60%,8.94%,15.37%,0.33,2.12%,-5.56%,-5.72%,-0.17%,-12.55%,2.99%,-14.07%,32.14%,32.70,2.00,260.98,0.78%,2036236,306.90
"AMTB","Amerant Bancorp Inc.","Financial","Banks - Regional",1174.79,21.60,,-16.20%,4.60%,37.13,1.40%,-5.45%,38.40%,0.28%,1.54%,,,5.43%,18.41%,30.37%,35.10%,145.08%,108.16%,,4.05%,10.23%,17.82%,40.69%,-1.63%,34.41%,-1.63%,152.05%,73.13,2.20,31.33,-0.98%,726245,32.33
"AMTI","Applied Molecular Transport Inc.","Healthcare","Biotechnology",866.40,,,,,38.44,1.50%,-29.23%,68.90%,-7.00%,8.29%,,,0.68%,-1.67%,-23.63%,-51.81%,-24.43%,-27.43%,,5.09%,-6.67%,-12.41%,-46.24%,-25.68%,4.63%,-72.58%,4.63%,35.19,1.20,21.45,-3.94%,207060,75.75
"AMTX","Aemetis, Inc.","Energy","Oil & Gas Refining & Marketing",574.62,,,-5.00%,2.50%,31.01,0.50%,-91.16%,65.40%,3.39%,10.94%,-1.50%,,-8.90%,-4.14%,116.98%,66.04%,782.38%,644.18%,-0.29,8.21%,-13.68%,-4.76%,17.32%,-25.76%,42.55%,-36.88%,783.67%,39.57,1.80,17.32,-6.53%,792567,31.50
"AMUB","UBS ETRACS Alerian MLP Index ETN Series B","Financial","Exchange Traded Fund",,,7.17%,,,,,,,,,,,-2.03%,-5.34%,9.24%,-1.10%,38.97%,35.99%,,0.53%,-5.13%,-2.62%,1.12%,-9.06%,8.37%,-12.63%,41.79%,34.49,,11.54,-2.64%,56,
"AMWD","American Woodmark Corporation","Consumer Cyclical","Furnishings, Fixtures & Appliances",1150.02,26.58,,-0.70%,13.00%,16.66,1.20%,3.17%,95.70%,0.12%,1.71%,16.30%,5.10%,-3.50%,2.70%,-10.75%,-24.85%,-26.95%,-24.73%,2.16,2.62%,-0.58%,3.60%,-14.71%,-6.51%,11.41%,-34.39%,11.41%,49.79,2.00,71.39,1.06%,103517,85.74
"AMWL","American Well Corporation","Healthcare","Health Information Services",1698.75,,,,,249.37,6.10%,-10.69%,52.10%,1.78%,9.94%,38.00%,-99.80%,-8.04%,-10.86%,-22.96%,-35.47%,-66.55%,-70.19%,,5.52%,-16.31%,-19.42%,-48.44%,-35.61%,-0.74%,-83.22%,-0.74%,30.55,2.70,7.34,-2.78%,1665193,12.93
"AMX","America Movil, S.A.B. de C.V.","Communication Services","Telecom Services",56277.40,12.33,2.27%,6.00%,2.60%,3272.50,,,10.30%,1.70%,0.58%,37.40%,17.20%,-3.13%,-0.40%,-3.45%,17.31%,23.39%,21.18%,0.82,2.10%,-2.28%,-2.11%,10.59%,-8.26%,3.19%,-11.32%,38.24%,42.63,1.90,17.55,-0.40%,1190023,21.25
"AMYT","Amryt Pharma plc","Healthcare","Drug Manufacturers - Specialty & Generic",731.54,,,31.50%,,52.87,,,25.50%,3.36%,1.09%,49.20%,-16.50%,3.26%,-0.18%,-1.13%,-5.47%,-15.74%,-19.49%,,4.03%,4.08%,0.63%,-5.12%,-6.91%,11.87%,-24.94%,21.36%,55.56,1.70,11.59,1.67%,168419,34.83
"AMZA","InfraCap MLP ETF","Financial","Exchange Traded Fund",,,5.47%,,,,,,,,,,,-3.34%,-7.82%,10.15%,-2.85%,52.81%,43.47%,,2.36%,-6.03%,-3.93%,-0.81%,-11.55%,9.96%,-18.54%,48.00%,34.38,,26.27,-3.53%,158132,
"AMZN","Amazon.com, Inc.","Consumer Cyclical","Internet Retail",1846440.72,72.27,,101.80%,29.30%,507.00,9.90%,-2.01%,60.20%,0.87%,1.02%,41.30%,6.20%,6.44%,8.23%,15.50%,15.39%,19.02%,13.48%,1.13,2.47%,6.37%,8.17%,10.02%,-0.75%,15.75%,-2.56%,27.61%,66.77,1.70,3676.57,-0.53%,4926854,4039.94
"AN","AutoNation, Inc.","Consumer Cyclical","Auto & Truck Dealerships",7690.32,8.32,,2.00%,-0.50%,69.90,15.50%,-21.88%,87.20%,-9.29%,10.80%,18.40%,6.70%,-3.27%,3.33%,5.97%,20.93%,95.85%,73.18%,1.44,4.01%,-5.15%,-2.16%,13.20%,-11.71%,13.96%,-11.71%,98.00%,43.95,2.50,117.85,-2.49%,773051,152.12
"ANAB","AnaptysBio, Inc.","Healthcare","Biotechnology",882.07,102.50,,-20.90%,33.70%,27.44,0.30%,-48.20%,,0.49%,8.85%,,6.20%,-5.08%,10.73%,30.29%,24.44%,19.63%,46.84%,0.14,5.20%,-5.74%,4.46%,19.20%,-18.71%,23.55%,-18.71%,73.81%,46.14,2.60,30.80,-2.44%,136885,36.00
"ANAT","American National Group, Inc.","Financial","Insurance - Diversified",5093.80,6.73,1.73%,14.00%,3.00%,26.88,23.54%,0.00%,96.50%,46.59%,1.37%,,10.80%,-0.34%,-0.24%,-1.11%,23.77%,129.14%,96.86%,0.79,0.43%,-0.13%,-0.26%,25.28%,-2.38%,0.77%,-3.36%,132.84%,47.89,,189.30,0.04%,69726,
"ANDE","The Andersons, Inc.","Consumer Defensive","Food Distribution",1266.74,14.19,1.88%,20.10%,14.30%,33.28,2.20%,-19.98%,79.40%,0.25%,1.41%,4.80%,1.10%,-3.04%,16.35%,22.83%,22.75%,73.28%,52.14%,0.71,2.63%,1.61%,11.53%,22.17%,-5.65%,29.97%,-5.65%,77.22%,58.20,2.70,36.56,-1.96%,121654,43.75
"ANEB","Anebulo Pharmaceuticals, Inc.","Healthcare","Biotechnology",158.64,,,,,23.58,75.55%,0.00%,18.00%,0.07%,0.11%,,,4.39%,-7.50%,-9.02%,-6.20%,,-6.20%,,3.66%,-4.44%,-5.97%,-9.22%,-12.52%,3.38%,-31.08%,3.38%,42.95,2.00,6.43,-3.45%,6128,15.00
"ANET","Arista Networks, Inc.","Technology","Computer Hardware",10097.66,13.46,,36.70%,22.60%,76.86,0.10%,-94.17%,65.70%,0.65%,2.23%,63.90%,30.80%,1.69%,34.33%,43.35%,59.64%,94.90%,82.47%,1.20,3.15%,7.36%,25.52%,45.49%,-3.86%,51.40%,-3.86%,96.83%,70.89,2.30,128.96,-2.71%,2030114,499.11
"ANF","Abercrombie & Fitch Co.","Consumer Cyclical","Apparel Retail",2803.53,11.10,,-40.90%,-2.30%,61.43,1.50%,-0.46%,96.63%,1.09%,12.01%,63.00%,9.70%,5.63%,26.52%,25.85%,28.77%,140.09%,135.02%,1.73,3.54%,3.80%,11.93%,18.82%,-7.72%,30.19%,-7.72%,141.79%,56.23,2.20,45.19,-5.56%,1300236,52.00
"ANGI","Angi Inc.","Communication Services","Internet Content & Information",5193.51,,,-15.70%,33.70%,503.42,4.20%,-0.27%,97.40%,0.25%,11.56%,83.20%,-3.30%,-2.87%,-15.80%,2.14%,-25.32%,-2.14%,-20.42%,1.68,4.78%,-14.02%,-17.16%,-24.79%,-33.04%,-3.06%,-47.89%,2.04%,31.68,2.20,9.99,-4.86%,1181632,15.05
"ANGL","VanEck Vectors Fallen Angel High Yield Bond ETF","Financial","Exchange Traded Fund",,,4.46%,,,,,,,,,,,-0.57%,0.24%,0.40%,2.87%,6.59%,2.77%,,0.28%,-0.25%,-0.19%,1.25%,-1.26%,1.41%,-1.26%,6.58%,46.81,,33.01,0.06%,1065639,
"ANGN","Angion Biomedica Corp.","Healthcare","Biotechnology",123.91,,,,,29.93,9.40%,-5.23%,21.30%,20.56%,3.50%,,,-7.17%,-51.24%,-55.72%,-72.75%,,-75.68%,,9.17%,-19.13%,-47.16%,-68.05%,-64.25%,10.51%,-84.41%,10.51%,27.02,1.50,4.10,-0.97%,101945,26.67
"ANGO","AngioDynamics, Inc.","Healthcare","Medical Instruments & Supplies",1108.42,,,7.40%,-3.80%,38.73,2.60%,-2.56%,96.80%,-0.72%,1.98%,54.10%,-12.80%,-2.40%,1.73%,3.18%,21.83%,137.84%,88.19%,0.86,2.96%,-3.04%,4.16%,12.91%,-10.87%,22.61%,-10.87%,139.46%,47.14,2.50,28.52,-1.14%,83520,34.50
"ANIK","Anika Therapeutics, Inc.","Healthcare","Biotechnology",577.57,,,-23.20%,7.00%,14.43,1.00%,4.11%,93.30%,-0.26%,7.46%,56.40%,-4.30%,6.18%,-3.27%,-5.78%,-7.94%,9.86%,-10.38%,1.15,3.82%,-3.09%,-2.04%,-1.80%,-12.53%,6.20%,-17.16%,24.06%,46.42,1.70,40.07,-1.21%,35288,51.00
"ANIP","ANI Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",549.68,,,-27.90%,22.30%,12.11,1.30%,0.00%,82.00%,4.08%,5.04%,57.00%,-7.40%,-4.35%,14.50%,55.04%,22.53%,54.00%,49.28%,1.21,6.79%,-4.11%,14.15%,28.46%,-27.71%,63.87%,-27.71%,66.82%,50.51,2.50,43.54,0.44%,73364,61.67
"ANIX","Anixa Biosciences, Inc.","Healthcare","Diagnostics & Research",118.86,,,-23.40%,,30.45,4.70%,12.74%,9.90%,0.30%,2.38%,,,-15.96%,-10.84%,-10.02%,-2.23%,82.03%,28.66%,1.69,6.51%,-13.07%,-12.18%,-10.11%,-25.59%,5.90%,-48.95%,110.71%,37.54,2.00,4.13,4.56%,151040,11.00
"ANNX","Annexon, Inc.","Healthcare","Biotechnology",534.94,,,,,37.54,5.61%,-2.46%,99.50%,-3.01%,4.29%,,,-11.44%,-26.47%,-14.93%,-36.47%,-39.95%,-43.07%,,8.90%,-13.02%,-24.66%,-36.42%,-40.07%,2.54%,-62.77%,2.54%,31.81,1.70,14.15,-0.70%,120038,37.75
"ANPC","AnPac Bio-Medical Science Co., Ltd.","Healthcare","Biotechnology",22.21,,,,,12.45,27.82%,0.00%,1.60%,1.44%,1.09%,65.00%,,5.00%,-39.57%,-50.15%,-63.00%,-48.62%,-68.30%,,10.20%,-26.76%,-41.13%,-62.03%,-58.35%,22.79%,-86.19%,22.79%,27.13,2.00,1.67,-0.60%,294331,
"ANSS","ANSYS, Inc.","Technology","Software - Application",34213.55,74.98,,12.50%,12.30%,87.24,0.30%,-21.30%,93.80%,-0.01%,1.09%,86.30%,28.50%,3.43%,9.02%,10.05%,20.70%,25.36%,9.57%,1.25,2.43%,3.44%,9.07%,13.08%,-2.75%,21.47%,-2.75%,37.48%,64.03,2.30,402.52,0.98%,371581,414.69
"ANTE","AirNet Technology Inc.","Communication Services","Advertising Agencies",29.68,3.35,,15.10%,-14.10%,12.59,10.00%,0.00%,4.70%,4.03%,,16.40%,-39.10%,-13.04%,-21.03%,-24.24%,-46.24%,85.19%,-8.68%,1.21,5.64%,-9.45%,-15.77%,-30.62%,-27.40%,2.00%,-70.61%,96.15%,34.54,,2.04,2.00%,28884,
"ANTM","Anthem, Inc.","Healthcare","Healthcare Plans",101866.24,19.11,1.06%,13.90%,9.00%,246.00,0.10%,-16.77%,91.90%,-0.16%,1.02%,,5.90%,-1.11%,0.43%,12.67%,7.52%,32.10%,32.64%,1.03,2.00%,-3.38%,3.52%,10.50%,-5.61%,16.82%,-5.61%,45.16%,46.56,1.90,415.21,-2.51%,1058023,468.67
"ANVS","Annovis Bio, Inc.","Healthcare","Biotechnology",236.54,,,,,8.10,12.90%,2.13%,19.50%,-2.39%,8.61%,,,-17.38%,-9.12%,-27.47%,-55.15%,434.99%,256.90%,,10.30%,-9.01%,-10.81%,-37.48%,-31.77%,10.75%,-79.47%,444.18%,43.05,2.00,27.10,0.71%,112299,70.00
"ANY","Sphere 3D Corp.","Technology","Software - Application",291.94,,,66.90%,-42.40%,15.99,29.32%,0.00%,11.20%,,,45.30%,,-21.48%,-31.44%,29.10%,250.68%,278.83%,262.94%,2.11,8.88%,-21.43%,-22.80%,33.76%,-40.97%,1.68%,-57.18%,300.78%,34.95,,5.13,-1.16%,6816777,10.00
"ANZUU","Anzu Special Acquisition Corp I","Financial","Shell Companies",,,,,,,,,43.06%,,,,,0.80%,0.91%,0.45%,-0.69%,,0.20%,,0.85%,0.74%,1.27%,0.84%,0.11%,13.06%,-0.99%,13.06%,62.40,,10.04,0.20%,200,
"AOA","iShares Core Aggressive Allocation ETF","Financial","Exchange Traded Fund",,,1.49%,,,,,,,,,,,0.36%,1.80%,3.40%,5.87%,19.19%,14.29%,,0.47%,0.30%,2.02%,4.63%,-0.81%,6.20%,-0.81%,19.21%,58.92,,73.17,-0.25%,50237,
"AOD","Aberdeen Total Dynamic Dividend Fund","Financial","Closed-End Fund - Foreign",1060.08,,6.87%,,,105.48,,,39.28%,,,,,-1.37%,-0.20%,-1.86%,0.10%,20.50%,13.56%,,0.59%,-1.21%,-0.11%,0.41%,-3.76%,3.96%,-4.95%,20.68%,42.58,,9.98,-0.70%,212120,
"AOK","iShares Core Conservative Allocation ETF","Financial","Exchange Traded Fund",,,1.75%,,,,,,,,,,,0.10%,0.60%,0.12%,1.98%,5.22%,3.43%,,0.34%,0.21%,0.65%,1.53%,-0.64%,2.37%,-0.67%,5.70%,55.98,,40.16,0.20%,68538,
"AOM","iShares Core Moderate Allocation ETF","Financial","Exchange Traded Fund",,,1.78%,,,,,,,,,,,-0.15%,0.73%,0.80%,2.56%,7.93%,5.56%,,0.36%,0.05%,0.76%,2.01%,-0.86%,2.94%,-0.86%,8.07%,54.74,,45.65,0.11%,184389,
"AOMR","Angel Oak Mortgage, Inc.","Real Estate","REIT - Mortgage",441.52,18.42,2.76%,,,16.75,1.80%,1.22%,79.90%,3.38%,0.57%,98.80%,69.90%,-0.68%,-1.64%,-5.43%,,,-6.65%,,3.01%,-3.93%,-2.09%,-3.51%,-8.38%,9.29%,-9.68%,9.29%,40.24,1.80,17.16,-1.44%,171399,20.08
"AON","Aon plc","Financial","Insurance Brokers",64726.98,74.77,0.69%,14.50%,3.10%,227.00,0.10%,-0.68%,,-1.82%,2.83%,,24.70%,-1.48%,-6.07%,5.53%,16.44%,44.98%,39.55%,0.88,2.30%,-2.59%,-1.00%,14.45%,-9.03%,4.67%,-9.03%,50.00%,45.15,2.50,296.79,0.66%,1313104,314.09
"AOR","iShares Core Growth Allocation ETF","Financial","Exchange Traded Fund",,,1.64%,,,,,,,,,,,0.26%,1.29%,2.37%,4.38%,13.62%,10.11%,,0.37%,0.25%,1.46%,3.40%,-0.72%,4.61%,-0.72%,13.73%,58.25,,57.40,-0.14%,123519,
"AOS","A. O. Smith Corporation","Industrials","Specialty Industrial Machinery",12714.43,28.51,1.26%,6.10%,2.70%,159.19,0.30%,-40.44%,95.90%,0.48%,4.47%,37.70%,17.60%,3.31%,23.48%,15.83%,18.82%,45.71%,50.15%,1.14,2.60%,8.51%,18.91%,20.29%,-1.36%,36.55%,-1.36%,58.33%,78.48,2.70,82.46,0.18%,726278,77.38
"AOSL","Alpha and Omega Semiconductor Limited","Technology","Semiconductors",1179.14,17.11,,78.90%,14.40%,26.36,1.60%,-14.53%,58.20%,-0.88%,2.96%,32.70%,11.40%,-2.51%,40.06%,72.66%,45.69%,107.64%,88.58%,2.53,5.37%,12.54%,30.23%,41.63%,-4.64%,64.69%,-4.64%,113.64%,70.34,3.50,44.63,0.11%,244830,52.00
"AOUT","American Outdoor Brands, Inc.","Consumer Cyclical","Leisure",333.20,17.35,,,,14.08,2.00%,3.04%,67.60%,-1.61%,3.80%,46.00%,8.80%,4.84%,2.17%,-9.56%,-22.37%,64.65%,43.86%,,3.58%,4.80%,1.40%,-8.12%,-9.83%,13.17%,-32.91%,81.73%,56.09,1.80,24.57,0.29%,94913,40.00
"AP","Ampco-Pittsburgh Corporation","Industrials","Metal Fabrication",94.74,59.41,,32.90%,6.60%,18.98,5.40%,-0.71%,52.80%,0.99%,5.09%,19.10%,0.90%,-0.20%,7.68%,2.85%,-27.65%,22.57%,-7.85%,1.04,4.62%,-2.91%,2.30%,-19.01%,-12.91%,13.41%,-43.36%,28.28%,48.06,,4.99,-1.19%,56128,
"APA","APA Corporation","Energy","Oil & Gas E&P",10005.47,17.39,0.36%,14.80%,-7.40%,379.00,0.28%,-1.93%,89.30%,0.33%,4.22%,64.30%,27.50%,-6.22%,0.47%,71.62%,32.02%,149.82%,94.36%,4.76,3.98%,-8.46%,4.31%,24.03%,-16.51%,40.35%,-16.51%,138.75%,42.39,2.40,26.00,-5.73%,12415486,32.73
"APAC","StoneBridge Acquisition Corporation","Financial","Shell Companies",,,,,,,,,7.00%,,,,,-0.20%,-0.50%,,,,1.23%,,0.39%,0.19%,0.33%,0.33%,-0.40%,2.06%,-0.40%,2.06%,56.93,,9.90,0.20%,50,
"APAM","Artisan Partners Asset Management Inc.","Financial","Asset Management",3883.36,9.86,7.47%,12.90%,2.20%,59.97,0.20%,0.00%,83.40%,-2.61%,4.00%,,44.70%,-3.39%,2.18%,0.22%,-3.94%,9.77%,-1.59%,1.75,2.88%,-2.31%,-1.40%,-3.68%,-6.39%,8.08%,-14.88%,11.23%,45.18,2.60,49.07,-0.37%,635106,52.80
"APD","Air Products and Chemicals, Inc.","Basic Materials","Chemicals",65688.26,32.49,2.03%,14.80%,2.50%,221.60,0.29%,0.22%,83.70%,-0.29%,1.07%,30.40%,21.20%,-4.60%,0.86%,10.77%,-0.65%,10.66%,8.43%,0.80,1.47%,-1.52%,5.44%,5.33%,-5.89%,18.16%,-5.89%,21.16%,50.91,2.30,297.74,0.51%,1091115,322.13
"APDN","Applied DNA Sciences, Inc.","Industrials","Security & Protection Services",37.10,,,33.30%,-26.50%,7.49,10.46%,0.00%,22.50%,-0.24%,4.85%,79.30%,,-3.30%,-12.63%,-12.32%,-17.14%,-29.46%,-2.35%,1.02,5.34%,-7.78%,-7.74%,-24.25%,-26.94%,7.31%,-63.42%,7.31%,38.26,2.00,4.99,0.20%,79667,17.67
"APEI","American Public Education, Inc.","Consumer Defensive","Education & Training Services",457.69,25.25,,-8.30%,-0.40%,18.70,1.70%,-2.55%,95.60%,-1.29%,1.33%,61.10%,6.70%,-1.52%,0.86%,-7.41%,-12.42%,-20.06%,-19.23%,0.48,2.72%,-5.77%,-7.25%,-17.64%,-12.06%,-0.80%,-39.55%,-0.80%,35.18,1.70,23.69,-3.78%,125647,36.00
"APEN","Apollo Endosurgery, Inc.","Healthcare","Medical Devices",342.35,,,63.40%,-9.10%,29.02,3.30%,103.13%,44.30%,0.49%,2.99%,55.40%,-23.10%,-5.43%,1.60%,14.71%,26.46%,229.26%,161.47%,2.18,5.16%,-7.66%,-5.52%,15.53%,-15.78%,7.89%,-15.78%,247.22%,39.97,1.70,8.75,-1.57%,237379,13.75
"APG","APi Group Corporation","Industrials","Engineering & Construction",5273.38,,,-35.30%,7.90%,205.00,0.80%,0.16%,73.30%,2.67%,2.09%,23.30%,1.50%,-0.16%,15.13%,7.74%,26.03%,57.25%,34.99%,,3.21%,7.79%,14.59%,17.33%,-3.34%,26.09%,-3.34%,65.27%,65.74,2.00,24.89,1.59%,445578,26.00
"APGB","Apollo Strategic Growth Capital II","Financial","Shell Companies",845.27,,,,,85.72,,,57.50%,1.24%,0.17%,,,-0.10%,0.20%,0.82%,-0.61%,,-0.61%,,0.36%,0.05%,0.28%,0.22%,-0.51%,1.03%,-2.49%,1.66%,52.45,,9.80,0.10%,192,
"APH","Amphenol Corporation","Technology","Electronic Components",49965.17,35.93,0.68%,10.20%,9.10%,597.70,0.30%,-25.74%,97.70%,0.35%,1.03%,31.40%,19.50%,2.34%,8.18%,13.82%,27.75%,34.75%,29.63%,1.25,1.60%,5.58%,9.55%,20.26%,-0.56%,16.58%,-0.56%,45.34%,76.71,2.20,85.14,0.45%,1653892,82.43
"API","Agora, Inc.","Technology","Software - Application",2603.36,,,,,110.36,,,55.30%,-0.57%,18.02%,60.40%,-31.80%,-6.55%,-15.12%,-13.14%,-43.22%,-33.02%,-40.52%,,6.29%,-6.61%,-14.43%,-46.39%,-33.24%,5.98%,-80.25%,5.98%,40.85,1.90,22.70,-3.53%,991055,36.14
"APLE","Apple Hospitality REIT, Inc.","Real Estate","REIT - Hotel & Motel",3568.69,,0.26%,-26.10%,-7.70%,228.44,0.90%,-2.20%,81.00%,-0.16%,2.46%,58.10%,3.20%,-2.87%,-1.14%,7.31%,2.23%,20.90%,20.53%,1.24,2.66%,-2.19%,-1.46%,2.64%,-10.26%,8.08%,-10.26%,27.34%,43.41,1.90,15.65,0.58%,2203822,19.12
"APLS","Apellis Pharmaceuticals, Inc.","Healthcare","Biotechnology",3382.15,,,-37.20%,,85.66,3.60%,1.53%,76.70%,0.85%,8.52%,90.20%,,10.98%,35.07%,-29.39%,-9.58%,4.02%,-24.39%,1.62,5.87%,20.93%,27.05%,-10.45%,-8.93%,59.75%,-39.82%,59.75%,64.27,1.60,43.93,1.57%,977387,68.69
