,ticker,company,sector,industry,market cap,analyst_recom,sentiment_score,rs_rating,returns_multiple,current_price,target_price,est_gl,performance_(week),performance_(month),performance_(quarter),performance_(half year),performance_(year),performance_(ytd),20_day_ma,50_day_ma,200_day_ma,52_week_low,52_week_high,my_score,in_russell_3k
178,KKR,KKR & Co. Inc.,Financial,Asset Management,66078.22,86.5,15.0,91,1.52,76.68,89.0,16.07,-1.87%,2.43%,18.85%,38.09%,98.60%,89.38%,78.8,,59.82,37.49,83.9,64.16666666666667,True
179,KOS,Kosmos Energy Ltd.,Energy,Oil & Gas E&P,1785.29,81.5,31.0,89,1.45,3.71,6.03,62.53,1.64%,-8.17%,62.72%,15.94%,95.26%,57.87%,3.63,,2.98,1.51,4.24,67.16666666666667,True
180,KRG,Kite Realty Group Trust,Real Estate,REIT - Retail,5004.39,79.0,39.0,75,1.14,22.52,24.77,9.99,2.22%,5.93%,11.21%,7.29%,48.94%,50.53%,21.63,,20.63,14.3,23.14,64.33333333333333,True
181,LBAI,"Lakeland Bancorp, Inc.",Financial,Banks - Regional,981.17,91.5,15.0,75,1.14,19.1,21.36,11.83,0.26%,3.86%,15.76%,2.41%,53.54%,50.39%,18.74,,17.46,11.99,19.43,60.5,True
182,LEGH,Legacy Housing Corporation,Consumer Cyclical,Residential Construction,648.48,81.5,16.0,88,1.4,26.87,30.5,13.51,4.36%,49.55%,48.73%,41.43%,80.07%,77.56%,23.09,,18.33,13.95,27.93,61.833333333333336,True
184,LEU,Centrus Energy Corp.,Energy,Uranium,954.38,81.5,25.0,99,3.58,62.5,73.5,17.6,-15.54%,26.26%,155.52%,173.64%,499.81%,170.21%,67.75,,31.71,12.03,88.88,68.5,True
186,LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,17638.58,94.0,17.0,83,1.27,59.62,65.89,10.52,0.97%,5.35%,13.84%,17.90%,66.30%,69.18%,57.53,,49.08,34.11,60.05,64.66666666666667,True
187,LNG,"Cheniere Energy, Inc.",Energy,Oil & Gas Midstream,27349.07,91.5,24.0,87,1.36,104.85,123.46,17.75,-1.31%,-2.92%,18.43%,24.08%,86.20%,74.66%,105.28,,85.98,56.09,113.4,67.5,True
188,LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,175818.07,84.0,19.0,82,1.26,251.91,267.2,6.07,2.91%,8.67%,22.18%,30.12%,63.93%,56.94%,238.31,,198.97,149.31,256.39,61.666666666666664,True
189,LPLA,LPL Financial Holdings Inc.,Financial,Capital Markets,13870.17,89.0,31.0,88,1.41,170.5,202.6,18.83,1.56%,-2.36%,14.92%,16.15%,85.17%,63.60%,167.54,,147.67,90.26,176.96,69.33333333333333,True
190,LPX,Louisiana-Pacific Corporation,Industrials,Building Products & Equipment,6085.46,71.5,27.0,91,1.56,70.72,76.12,7.64,5.66%,7.05%,13.12%,5.88%,100.40%,90.26%,65.72,,60.02,33.58,76.35,63.166666666666664,True
191,LQDT,"Liquidity Services, Inc.",Consumer Cyclical,Internet Retail,917.43,106.5,14.0,96,2.04,26.16,32.5,24.24,1.00%,20.66%,13.05%,8.19%,171.93%,64.42%,24.08,,21.62,9.11,30.0,72.16666666666667,True
192,LRN,"Stride, Inc.",Consumer Defensive,Education & Training Services,1506.27,89.0,42.0,78,1.19,35.5,49.33,38.96,-2.18%,5.03%,2.69%,34.78%,50.68%,67.22%,36.02,,31.35,20.39,38.4,69.66666666666667,True
194,LSI,"Life Storage, Inc.",Real Estate,REIT - Industrial,10824.65,86.5,14.0,88,1.4,132.59,144.3,8.83,0.78%,2.01%,9.75%,34.55%,83.81%,66.58%,132.22,,108.11,71.59,139.95,62.833333333333336,True
195,LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,25422.87,76.5,21.0,83,1.27,112.61,114.17,1.39,-2.57%,12.16%,31.26%,24.85%,65.07%,53.43%,111.7,,89.4,64.92,127.75,60.166666666666664,True
196,MATX,"Matson, Inc.",Industrials,Marine Shipping,3740.26,81.5,28.0,76,1.15,89.16,96.0,7.67,-1.39%,3.71%,15.48%,41.79%,49.85%,56.50%,88.79,,73.24,55.41,94.54,61.833333333333336,True
197,MBIN,Merchants Bancorp,Financial,Banks - Regional,1432.46,89.0,21.0,87,1.39,49.04,52.33,6.71,5.53%,13.41%,38.34%,16.73%,83.53%,77.49%,46.6,,40.05,25.81,49.5,65.66666666666667,True
198,MCB,Metropolitan Bank Holding Corp.,Financial,Banks - Regional,1084.0,81.5,16.0,97,2.21,100.0,120.0,20.0,-2.60%,2.64%,28.29%,58.96%,199.76%,175.71%,98.02,,69.09,31.26,104.92,64.83333333333333,True
200,MGY,Magnolia Oil & Gas Corporation,Energy,Oil & Gas E&P,4759.72,76.5,13.0,97,2.22,19.8,22.61,14.19,-2.51%,-9.09%,36.46%,62.56%,198.64%,180.45%,20.41,,14.75,6.07,22.09,62.166666666666664,True
201,MLI,"Mueller Industries, Inc.",Industrials,Metal Fabrication,3509.19,81.5,18.0,87,1.38,60.86,100.0,64.31,1.48%,17.83%,36.30%,32.19%,79.63%,73.34%,57.51,,44.87,32.34,63.07,62.166666666666664,True
202,MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,18439.04,71.5,13.0,77,1.17,306.5,324.29,5.8,-0.58%,2.99%,15.71%,21.81%,47.92%,44.11%,303.51,,258.67,196.08,316.04,53.833333333333336,True
203,MP,MP Materials Corp.,Basic Materials,Other Industrial Metals & Mining,7555.9,81.5,17.0,89,1.44,41.69,43.98,5.49,-4.90%,9.42%,25.31%,52.49%,121.76%,29.59%,39.58,,34.97,18.5,51.77,62.5,True
204,MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,24732.01,86.5,14.0,87,1.38,545.84,603.29,10.53,-5.23%,4.41%,12.95%,61.00%,71.16%,49.04%,548.97,,416.96,300.55,580.0,62.5,True
206,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,13533.74,74.0,18.0,96,1.98,16.51,19.8,19.93,-1.26%,-1.61%,39.92%,38.74%,167.59%,147.53%,16.54,,12.67,5.76,17.59,62.666666666666664,True
208,MSFT,Microsoft Corporation,Technology,Software - Infrastructure,2521699.63,91.5,14.0,80,1.22,337.91,360.03,6.55,-0.54%,9.59%,11.81%,34.27%,60.72%,51.82%,335.62,,275.33,209.11,349.67,61.833333333333336,True
209,MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,44246.06,86.5,21.0,76,1.15,257.11,270.27,5.12,1.20%,4.55%,6.54%,26.87%,51.79%,51.19%,251.01,,215.7,163.16,259.21,61.166666666666664,True
210,MTDR,Matador Resources Company,Energy,Oil & Gas E&P,5366.02,79.0,16.0,98,2.94,43.84,49.93,13.89,-1.26%,-2.16%,58.61%,44.64%,312.42%,263.52%,43.23,,31.11,10.16,47.23,64.33333333333333,True
211,MTRN,Materion Corporation,Basic Materials,Other Industrial Metals & Mining,1914.12,94.0,13.0,78,1.19,93.19,102.5,9.99,0.09%,28.34%,33.41%,19.90%,53.25%,46.25%,88.21,,73.75,57.25,95.6,61.666666666666664,True
212,MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,Semiconductors,5215.99,76.5,19.0,86,1.34,75.18,83.79,11.45,-2.45%,11.15%,23.61%,30.86%,74.23%,36.59%,73.78,,62.2,42.81,79.31,60.5,True
213,MXL,"MaxLinear, Inc.",Technology,Semiconductors,5320.86,79.0,17.0,94,1.73,68.33,71.1,4.05,-5.00%,27.53%,30.43%,84.48%,123.59%,78.92%,67.11,,44.75,30.05,72.8,63.333333333333336,True
215,NDAQ,"Nasdaq, Inc.",Financial,Financial Data & Stock Exchanges,34922.64,71.5,19.0,82,1.26,207.91,215.62,3.71,-1.92%,3.18%,8.50%,25.66%,64.99%,56.63%,209.16,,176.47,123.27,214.96,57.5,True
216,NET,"Cloudflare, Inc.",Technology,Software - Infrastructure,61157.92,81.5,16.0,96,2.04,184.65,207.88,12.58,-12.97%,-2.51%,49.83%,131.16%,179.39%,142.99%,198.91,,111.33,60.96,221.64,64.5,True
217,NOTV,"Inotiv, Inc.",Healthcare,Diagnostics & Research,754.98,106.5,23.0,100,6.59,55.39,64.5,16.45,-6.10%,36.94%,117.69%,113.63%,730.43%,319.27%,52.56,,28.69,6.2,60.66,76.5,True
218,NPO,"EnPro Industries, Inc.",Industrials,Specialty Industrial Machinery,2314.06,99.0,18.0,78,1.18,111.36,130.0,16.74,1.01%,24.97%,30.06%,23.00%,57.42%,47.46%,102.14,,89.75,69.95,112.41,65.0,True
221,NSA,National Storage Affiliates Trust,Real Estate,REIT - Industrial,5534.54,76.5,41.0,88,1.41,62.13,66.14,6.45,1.21%,1.55%,12.92%,36.16%,83.44%,72.44%,62.21,,50.24,33.01,64.98,68.5,True
222,NSSC,"Napco Security Technologies, Inc.",Industrials,Security & Protection Services,919.09,89.0,34.0,85,1.32,49.6,54.4,9.68,2.06%,6.83%,40.11%,48.10%,70.04%,89.17%,47.56,,37.34,25.27,52.0,69.33333333333333,True
223,NVEE,"NV5 Global, Inc.",Industrials,Engineering & Construction,1754.36,84.0,26.0,80,1.21,115.28,131.14,13.76,3.32%,9.94%,12.78%,27.19%,55.10%,46.03%,110.26,,97.54,69.75,117.06,63.333333333333336,True
226,NVT,nVent Electric plc,Industrials,Electrical Equipment & Parts,6308.02,79.0,13.0,79,1.2,36.76,42.5,15.61,-2.67%,10.59%,8.34%,15.63%,60.59%,57.84%,36.62,,31.4,21.81,38.37,57.0,True
228,NXST,"Nexstar Media Group, Inc.",Communication Services,Broadcasting,6705.19,91.5,21.0,76,1.15,162.55,187.67,15.45,-3.49%,7.10%,10.30%,7.63%,51.42%,48.87%,163.08,,148.92,97.37,171.16,62.833333333333336,True
229,OAS,Oasis Petroleum Inc.,Energy,Oil & Gas E&P,2692.35,81.5,13.0,99,2.99,132.16,151.43,14.58,0.05%,13.96%,47.81%,56.63%,326.53%,266.22%,125.88,,87.95,31.71,133.2,64.5,True
230,OLN,Olin Corporation,Basic Materials,Specialty Chemicals,10170.19,86.5,17.0,96,2.01,60.2,72.69,20.75,-5.02%,3.79%,27.41%,26.02%,167.32%,145.11%,60.62,,45.59,21.3,64.76,66.5,True
232,ON,ON Semiconductor Corporation,Technology,Semiconductors,26563.74,79.0,24.0,93,1.66,61.54,63.11,2.55,-0.95%,33.15%,41.44%,57.79%,116.61%,88.02%,57.65,,42.78,28.09,64.04,65.33333333333333,True
233,ONEW,OneWater Marine Inc.,Consumer Cyclical,Recreational Vehicles,811.1,91.5,21.0,91,1.51,54.4,60.0,10.29,6.19%,20.73%,27.07%,16.04%,115.12%,95.23%,49.37,,43.51,26.33,56.78,67.83333333333333,True
234,ONTO,Onto Innovation Inc.,Technology,Semiconductors,4529.13,86.5,40.0,93,1.64,92.65,105.0,13.33,0.58%,22.77%,25.88%,33.26%,112.46%,92.62%,87.64,,71.01,42.97,94.96,73.16666666666667,True
236,OPCH,"Option Care Health, Inc.",Healthcare,Medical Care Facilities,4860.18,91.5,56.0,85,1.32,27.01,32.0,18.47,1.39%,0.63%,4.65%,40.68%,72.37%,72.70%,27.18,,21.79,14.31,28.6,77.5,True
237,ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,Specialty Retail,44556.12,76.5,17.0,75,1.13,651.31,695.25,6.75,-0.11%,-1.52%,7.29%,22.61%,47.33%,43.91%,638.47,,564.19,424.03,669.09,56.166666666666664,True
239,OVV,Ovintiv Inc.,Energy,Oil & Gas E&P,10032.9,76.5,20.0,96,2.08,36.94,47.3,28.05,3.10%,-5.60%,40.56%,39.08%,183.50%,157.24%,36.47,,28.63,12.68,40.65,64.16666666666667,True
240,PANW,"Palo Alto Networks, Inc.",Technology,Software - Infrastructure,51228.55,86.5,16.0,87,1.38,533.02,605.91,13.67,1.50%,7.08%,19.23%,44.93%,80.05%,49.98%,511.79,,404.17,289.77,559.54,63.166666666666664,True
242,PDCE,"PDC Energy, Inc.",Energy,Oil & Gas E&P,5665.29,86.5,34.0,97,2.26,53.95,67.0,24.19,-6.64%,0.48%,32.82%,30.47%,210.95%,162.79%,54.95,,42.16,16.5,59.0,72.5,True
244,PGC,Peapack-Gladstone Financial Corporation,Financial,Banks - Regional,668.96,81.5,20.0,79,1.2,35.47,39.0,9.95,0.60%,5.82%,5.13%,8.21%,61.15%,55.84%,34.81,,32.05,21.24,36.39,60.166666666666664,True
246,PLCE,"The Children's Place, Inc.",Consumer Cyclical,Apparel Retail,1628.07,81.5,16.0,94,1.8,102.33,125.2,22.35,-5.79%,19.02%,5.41%,5.31%,132.78%,104.25%,97.69,,85.41,40.57,113.5,63.833333333333336,True
247,PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,113077.04,84.0,14.0,78,1.19,152.58,156.66,2.67,2.08%,5.16%,16.89%,29.84%,53.25%,53.10%,148.34,,123.34,93.08,153.24,58.666666666666664,True
248,PNC,"The PNC Financial Services Group, Inc.",Financial,Banks - Regional,89057.7,74.0,16.0,76,1.15,209.09,213.22,1.98,1.73%,-3.45%,8.83%,8.96%,56.45%,40.33%,207.07,,189.04,137.48,217.6,55.333333333333336,True
250,POWI,"Power Integrations, Inc.",Technology,Semiconductors,6411.64,76.5,13.0,77,1.16,104.97,115.83,10.35,-3.20%,2.30%,0.87%,28.36%,51.25%,28.78%,104.07,,90.8,69.12,110.66,55.5,True
251,PRFT,"Perficient, Inc.",Technology,Information Technology Services,4507.66,91.5,24.0,97,2.25,136.72,149.83,9.59,-4.79%,9.63%,22.07%,87.67%,190.89%,186.93%,138.32,,90.5,43.51,153.28,70.83333333333333,True
252,PSTG,"Pure Storage, Inc.",Technology,Computer Hardware,7917.2,84.0,13.0,77,1.16,27.28,31.29,14.7,-3.02%,3.49%,30.21%,42.08%,38.55%,20.65%,27.72,,22.49,16.79,29.53,58.0,True
253,PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction,16934.32,86.5,16.0,86,1.34,120.83,133.75,10.69,1.12%,0.26%,18.24%,28.13%,75.34%,67.77%,118.71,,98.33,66.75,124.69,62.833333333333336,True
254,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,46757.36,84.0,26.0,85,1.32,188.06,226.12,20.24,2.73%,-2.40%,26.09%,25.13%,79.96%,65.12%,184.95,,160.14,98.59,196.64,65.0,True
255,PZZA,"Papa John's International, Inc.",Consumer Cyclical,Restaurants,4700.03,86.5,19.0,82,1.26,130.52,145.94,11.81,0.94%,7.83%,5.74%,39.89%,60.66%,53.82%,128.87,,109.43,78.41,140.68,62.5,True
256,QCRH,"QCR Holdings, Inc.",Financial,Banks - Regional,920.17,86.5,22.0,80,1.22,58.91,66.75,13.31,0.72%,10.92%,15.96%,25.61%,59.69%,48.80%,57.5,,49.13,34.58,61.19,62.833333333333336,True
258,RF,Regions Financial Corporation,Financial,Banks - Regional,23648.94,71.5,21.0,80,1.21,24.59,25.93,5.45,1.40%,1.53%,17.49%,7.71%,59.78%,52.54%,24.1,,21.25,15.07,24.78,57.5,True
259,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,20671.73,86.5,18.0,82,1.25,100.71,118.62,17.78,1.13%,-1.26%,7.78%,13.53%,66.96%,57.90%,99.73,,88.76,60.39,103.46,62.166666666666664,True
260,RMBS,Rambus Inc.,Technology,Semiconductors,2911.68,74.0,16.0,85,1.32,26.94,28.83,7.02,10.59%,15.87%,14.25%,40.17%,67.96%,54.30%,24.58,,21.92,15.5,27.78,58.333333333333336,True
262,ROG,Rogers Corporation,Technology,Electronic Components,5056.27,96.5,18.0,87,1.38,270.1,277.6,2.78,0.02%,38.53%,30.14%,43.42%,78.24%,73.93%,255.9,,198.16,146.02,273.0,67.16666666666667,True
263,RPD,"Rapid7, Inc.",Technology,Software - Application,7105.31,84.0,14.0,85,1.32,126.07,145.13,15.12,-5.48%,-0.90%,7.49%,50.19%,75.68%,39.83%,131.53,,100.53,70.19,145.0,61.0,True
265,RVI,Retail Value Inc.,Real Estate,REIT - Retail,132.45,81.5,26.0,93,1.67,6.23,28.0,349.44,3.66%,21.90%,35.50%,88.52%,136.14%,122.25%,5.99,,4.27,2.49,6.84,66.83333333333333,True
267,RWT,"Redwood Trust, Inc.",Real Estate,REIT - Mortgage,1561.21,91.5,50.0,77,1.16,13.87,15.41,11.1,1.24%,-0.50%,11.32%,24.84%,54.63%,57.97%,13.8,,11.8,8.38,14.17,72.83333333333333,True
268,SCHN,"Schnitzer Steel Industries, Inc.",Basic Materials,Steel,1540.29,74.0,19.0,93,1.63,55.97,70.0,25.07,1.80%,-1.76%,15.02%,4.29%,116.60%,75.40%,54.03,,47.91,25.09,59.34,62.0,True
269,SCHW,The Charles Schwab Corporation,Financial,Capital Markets,159837.83,79.0,16.0,84,1.29,82.94,91.62,10.47,1.38%,0.06%,11.21%,15.95%,71.93%,56.37%,81.67,,71.54,48.51,84.49,59.666666666666664,True
270,SEAS,"SeaWorld Entertainment, Inc.",Consumer Cyclical,Leisure,5059.29,71.5,26.0,94,1.76,66.1,70.42,6.54,5.02%,-0.91%,27.73%,20.44%,135.90%,109.24%,65.09,,52.79,27.06,70.48,63.833333333333336,True
271,SGH,"SMART Global Holdings, Inc.",Technology,Semiconductors,1427.64,89.0,52.0,91,1.51,60.34,72.0,19.32,-1.73%,13.66%,29.02%,27.56%,92.53%,55.49%,57.64,,48.72,30.4,60.75,77.33333333333333,True
272,SHYF,"The Shyft Group, Inc.",Industrials,Farm & Heavy Construction Machinery,1814.37,89.0,20.0,91,1.53,51.21,54.67,6.76,-3.92%,27.55%,20.98%,33.19%,100.51%,80.44%,48.14,,39.34,24.85,54.5,66.66666666666667,True
275,SIVB,SVB Financial Group,Financial,Banks - Regional,44290.21,74.0,20.0,92,1.61,737.31,808.81,9.7,-2.30%,-1.17%,28.90%,27.19%,111.38%,90.11%,738.88,,586.9,337.83,763.22,62.0,True
276,SKIN,The Beauty Health Company,Consumer Defensive,Household & Personal Products,4059.2,89.0,53.0,96,2.16,28.39,32.0,12.72,1.32%,3.05%,23.38%,106.77%,,151.02%,27.77,,18.42,9.71,30.17,79.33333333333333,True
277,SMPL,The Simply Good Foods Company,Consumer Defensive,Packaged Foods,3816.39,76.5,45.0,87,1.36,39.45,41.73,5.78,-2.52%,1.62%,12.75%,12.78%,68.88%,25.80%,39.76,,34.79,21.21,41.35,69.5,True
279,SNV,Synovus Financial Corp.,Financial,Banks - Regional,7437.03,81.5,20.0,77,1.16,50.24,55.75,10.97,1.80%,1.74%,14.76%,5.06%,57.29%,55.21%,48.82,,45.28,31.46,50.51,59.5,True
281,STC,Stewart Information Services Corporation,Financial,Insurance - Property & Casualty,2112.59,81.5,20.0,88,1.4,78.74,88.0,11.76,1.72%,8.98%,28.81%,30.60%,76.78%,62.82%,74.95,,60.13,41.84,80.14,63.166666666666664,True
283,STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,13499.35,76.5,27.0,87,1.38,67.49,80.41,19.14,3.26%,0.60%,-4.27%,10.77%,86.13%,83.05%,65.04,,58.89,33.77,74.37,63.5,True
285,STXB,"Spirit of Texas Bancshares, Inc.",Financial,Banks - Regional,463.67,89.0,30.0,87,1.36,28.89,30.0,3.84,14.31%,18.75%,27.78%,26.28%,82.37%,73.04%,26.15,,23.3,15.4,30.46,68.66666666666667,True
287,SUPN,"Supernus Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,1673.01,81.5,14.0,77,1.16,32.05,34.0,6.08,-6.34%,6.37%,25.93%,6.62%,54.98%,27.38%,32.05,,28.82,20.81,34.5,57.5,True
289,SYNH,"Syneos Health, Inc.",Healthcare,Diagnostics & Research,10355.73,86.5,13.0,78,1.18,100.22,113.62,13.37,-0.70%,14.21%,10.06%,14.56%,50.84%,47.10%,98.52,,86.57,60.38,104.18,59.166666666666664,True
290,TA,TravelCenters of America Inc.,Consumer Cyclical,Specialty Retail,856.88,96.5,14.0,86,1.34,57.24,60.95,6.48,-2.79%,0.42%,44.11%,103.34%,76.45%,75.58%,57.1,,36.18,22.0,64.58,65.5,True
291,TBBK,"The Bancorp, Inc.",Financial,Banks - Regional,1765.14,94.0,15.0,95,1.86,31.0,36.0,16.13,-1.77%,-4.05%,27.10%,30.09%,158.33%,127.11%,31.37,,24.55,11.7,33.36,68.0,True
295,THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,8638.72,79.0,15.0,95,1.88,79.4,87.94,10.76,-0.38%,15.51%,7.78%,22.59%,142.81%,98.85%,76.12,,64.93,31.18,83.69,63.0,True
296,THRY,"Thryv Holdings, Inc.",Communication Services,Internet Content & Information,1319.36,91.5,20.0,98,2.88,36.71,47.0,28.03,3.53%,20.44%,21.56%,49.78%,268.20%,171.93%,33.7,,28.75,9.6,41.86,69.83333333333333,True
298,TLYS,"Tilly's, Inc.",Consumer Cyclical,Apparel Retail,541.92,81.5,16.0,90,1.5,17.09,22.0,28.73,1.91%,22.95%,4.59%,38.82%,114.96%,122.86%,15.73,,13.89,7.85,17.8,62.5,True
299,TMST,TimkenSteel Corporation,Basic Materials,Steel,785.34,74.0,19.0,98,2.53,16.72,18.15,8.55,12.29%,22.85%,17.91%,18.00%,249.79%,258.03%,14.98,,12.93,4.53,17.73,63.666666666666664,True
300,TPH,"Tri Pointe Homes, Inc.",Consumer Cyclical,Residential Construction,2985.31,74.0,23.0,75,1.13,26.18,31.71,21.12,0.96%,6.42%,8.77%,9.54%,42.28%,51.77%,25.0,,22.48,16.59,26.62,57.333333333333336,True
302,TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,12963.93,84.0,17.0,94,1.72,55.57,64.55,16.16,1.63%,-2.15%,25.27%,46.70%,124.43%,110.65%,55.26,,42.32,23.33,58.18,65.0,True
308,TTGT,"TechTarget, Inc.",Communication Services,Internet Content & Information,2897.8,79.0,25.0,90,1.48,98.8,110.78,12.13,-10.59%,11.55%,28.31%,38.90%,85.33%,67.15%,101.56,,80.03,49.58,111.44,64.66666666666667,True
309,TW,Tradeweb Markets Inc.,Financial,Capital Markets,22613.7,71.5,13.0,83,1.28,96.71,99.18,2.55,-0.70%,11.93%,10.65%,19.17%,65.20%,54.86%,94.17,,82.87,56.65,99.25,55.833333333333336,True
310,TXT,Textron Inc.,Industrials,Aerospace & Defense,16751.97,79.0,17.0,81,1.24,76.09,86.0,13.02,0.48%,2.46%,3.52%,12.84%,63.74%,57.44%,75.54,,66.12,44.36,78.13,59.0,True
311,UEC,Uranium Energy Corp.,Energy,Uranium,1292.65,94.0,33.0,99,3.04,4.37,6.3,44.16,-10.45%,8.17%,92.51%,43.28%,343.65%,148.30%,4.59,,2.95,1.03,5.79,75.33333333333333,True
312,UFPI,"UFP Industries, Inc.",Basic Materials,Lumber & Wood Production,5701.7,81.5,14.0,85,1.31,91.52,93.83,2.52,2.07%,8.90%,19.68%,14.97%,67.37%,64.75%,86.92,,75.12,52.11,92.1,60.166666666666664,True
313,UHAL,AMERCO,Industrials,Rental & Leasing Services,14222.79,81.5,18.0,87,1.36,729.0,875.0,20.03,-2.72%,1.17%,11.81%,27.20%,80.54%,60.97%,742.68,,623.41,407.42,769.9,62.166666666666664,True
314,ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,22114.93,74.0,43.0,75,1.13,408.93,428.64,4.82,-1.19%,10.22%,4.88%,24.87%,44.56%,42.40%,390.89,,348.56,258.0,417.85,64.0,True
315,UNVR,Univar Solutions Inc.,Basic Materials,Chemicals,4933.04,74.0,23.0,79,1.2,28.49,32.5,14.08,-2.26%,9.41%,19.25%,5.52%,56.97%,49.87%,28.07,,24.2,17.78,29.77,58.666666666666664,True
316,URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services,27351.35,74.0,42.0,82,1.26,375.19,401.13,6.91,-1.70%,2.44%,7.08%,14.80%,65.79%,61.78%,380.16,,332.1,217.39,414.99,66.0,True
317,UTHR,United Therapeutics Corporation,Healthcare,Biotechnology,9145.68,89.0,38.0,76,1.15,201.58,235.33,16.74,-0.82%,5.35%,-1.89%,9.22%,46.32%,32.80%,199.08,,189.26,129.43,216.9,67.66666666666667,True
319,VBTX,"Veritex Holdings, Inc.",Financial,Banks - Regional,2136.93,91.5,13.0,89,1.44,42.73,46.5,8.82,-0.47%,4.70%,20.64%,23.28%,91.79%,66.52%,42.2,,35.41,21.63,45.36,64.5,True
322,VICR,Vicor Corporation,Technology,Electronic Components,6840.95,76.5,19.0,89,1.44,153.11,176.67,15.39,-5.32%,3.29%,26.78%,72.91%,90.48%,66.03%,156.28,,111.16,74.08,164.76,61.5,True
324,VRNT,Verint Systems Inc.,Technology,Software - Infrastructure,3116.56,89.0,32.0,82,1.25,47.8,62.89,31.57,-1.28%,3.02%,7.63%,3.96%,65.62%,39.71%,47.41,,45.9,28.17,52.7,67.66666666666667,True
325,VRTV,Veritiv Corporation,Industrials,Business Equipment & Supplies,2054.04,106.5,25.0,100,5.36,136.3,160.0,17.39,-8.95%,28.72%,62.67%,119.24%,644.81%,555.60%,137.66,,69.49,17.79,158.99,77.16666666666667,True
326,VSTO,Vista Outdoor Inc.,Consumer Cyclical,Leisure,2663.76,89.0,14.0,94,1.75,46.61,62.33,33.73,-3.94%,7.20%,12.56%,16.64%,117.19%,96.17%,44.93,,39.04,18.75,48.75,65.66666666666667,True
327,VVI,Viad Corp,Industrials,Specialty Business Services,991.29,81.5,16.0,79,1.2,48.45,59.33,22.46,1.08%,6.11%,11.05%,11.76%,59.27%,33.95%,47.72,,44.52,29.61,52.73,58.833333333333336,True
328,VVV,Valvoline Inc.,Energy,Oil & Gas Refining & Marketing,6678.39,84.0,13.0,80,1.22,36.48,42.88,17.54,2.36%,5.59%,19.80%,11.87%,60.78%,57.65%,35.16,,30.74,22.51,37.41,59.0,True
329,WBS,Webster Financial Corporation,Financial,Banks - Regional,5512.58,84.0,17.0,76,1.15,59.66,65.0,8.95,1.07%,1.50%,18.26%,6.54%,53.76%,41.54%,57.99,,54.2,37.8,63.81,59.0,True
330,WCC,"WESCO International, Inc.",Industrials,Industrial Distribution,6925.28,81.5,18.0,92,1.59,137.08,153.82,12.21,0.35%,7.04%,16.68%,28.56%,113.06%,74.62%,134.55,,105.96,64.28,140.92,63.833333333333336,True
331,WFC,Wells Fargo & Company,Financial,Banks - Diversified,209477.62,76.5,28.0,87,1.39,51.4,52.04,1.25,2.04%,1.54%,4.28%,10.78%,95.44%,70.31%,50.65,,44.92,27.28,52.57,63.833333333333336,True
333,WH,"Wyndham Hotels & Resorts, Inc.",Consumer Cyclical,Lodging,8052.95,96.5,21.0,75,1.14,86.22,94.56,9.67,0.70%,6.41%,18.53%,14.98%,50.81%,45.05%,85.49,,73.77,53.58,89.48,64.16666666666667,True
334,WIRE,Encore Wire Corporation,Industrials,Electrical Equipment & Parts,3057.27,94.0,17.0,97,2.17,147.98,160.0,8.12,2.60%,26.63%,71.17%,81.86%,180.64%,144.31%,140.6,,85.98,51.36,151.64,69.33333333333333,True
335,WMS,"Advanced Drainage Systems, Inc.",Industrials,Building Products & Equipment,9340.3,76.5,33.0,89,1.43,131.0,140.5,7.25,0.37%,18.76%,8.46%,14.96%,90.99%,56.74%,124.1,,112.22,68.65,134.84,66.16666666666667,True
336,WSC,WillScot Mobile Mini Holdings Corp.,Industrials,Rental & Leasing Services,8925.96,91.5,15.0,88,1.41,39.45,43.42,10.06,0.69%,14.88%,37.60%,36.93%,80.22%,70.26%,37.11,,29.63,20.9,40.19,64.83333333333333,True
337,WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies,31970.12,81.5,14.0,81,1.24,430.69,457.0,6.11,-2.61%,3.18%,-3.11%,25.06%,56.21%,52.02%,428.03,,367.56,253.86,475.35,58.833333333333336,True
