no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp1500
3470,HAFC,Hanmi Financial Corporation,Financial,Banks - Regional,USA,766.62,11.57,10.84,1.45,3.6,1.29,0.91,5.38,3.37%,17.70%,2.26,30.00%,-11.98%,-4.00%,8.00%,6.40%,62.20%,1.10%,30.47,30.04,0.10%,0.23%,91.10%,0.95%,1.76%,2.83,1.10%,11.50%,13.80%,,,0.35,0.35,,85.60%,32.20%,-2.54%,-1.02%,13.86%,33.13%,49.17%,10.30%,1.11,1.06,3.87%,3.45%,-1.78%,2.91%,21.28%,-9.43%,22.69%,-9.43%,61.53%,49.47,1.12%,-1.75%,187.06,0.67,26.12,-0.65%,124949,1/25/2022 4:30:00 PM,28.92,5/14/1997,26.12,0.00%,59.0,94,1.33,26.12,26.57,25.46,21.56,16.17,28.84,20.0,10.72,57.666666666666664,True
3545,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,30575.7,55.93,17.06,,4.09,5.55,12.64,20.63,0.99%,,1.81,-641.90%,16.78%,0.90%,,-6.40%,146.60%,51.80%,308.1,278.58,0.30%,-33.36%,84.30%,-2.07%,2.23%,2.29,-0.80%,-2.90%,-16.80%,1.4,1.3,1.46,1.55,70.50%,10.40%,-2.20%,7.66%,12.69%,32.90%,44.68%,54.22%,36.51%,1.77,3.97,4.59%,3.81%,7.58%,16.27%,23.97%,3.55%,47.92%,3.55%,63.18%,71.54,4.31%,-0.66%,2710.39,1.54,101.06,3.63%,4174404,1/26/2022 8:30:00 AM,112.54,5/24/1962,101.4,0.34%,63.0,95,1.38,101.06,94.44,87.43,81.63,61.93,101.65,9.0,11.36,55.666666666666664,True
3724,HWC,Hancock Whitney Corporation,Financial,Banks - Regional,USA,4639.26,12.94,10.24,1.62,4.58,1.33,1.29,8.68,1.94%,25.10%,4.3,1029.60%,3.09%,25.61%,8.00%,,62.10%,-4.90%,86.83,86.0,0.60%,-1.05%,79.90%,1.32%,2.10%,4.05,1.10%,10.60%,,,,0.07,0.07,,95.20%,36.80%,1.49%,6.20%,13.17%,19.33%,38.13%,11.32%,1.47,1.94,3.15%,3.01%,2.10%,5.44%,14.67%,-6.92%,23.57%,-6.92%,51.30%,56.78,2.65%,-2.53%,445.15,1.01,55.68,0.05%,449882,1/18/2022 4:30:00 PM,64.39,6/4/1991,55.68,0.00%,72.0,90,1.23,55.68,54.68,52.94,48.59,38.32,59.82,13.0,15.64,58.333333333333336,True
3725,HWKN,"Hawkins, Inc.",Basic Materials,Specialty Chemicals,USA,952.27,19.12,,,1.33,3.24,40.7,43.48,1.15%,21.20%,2.37,44.80%,,35.00%,,7.60%,29.90%,30.90%,20.89,19.16,0.40%,0.00%,63.30%,1.47%,1.16%,3.8,10.30%,17.90%,11.30%,2.8,1.8,0.36,0.4,19.90%,9.60%,7.00%,3.24%,23.83%,33.98%,17.19%,41.57%,14.73%,0.79,1.57,3.46%,3.46%,11.06%,14.57%,25.61%,2.96%,26.35%,2.96%,51.22%,69.92,5.28%,-0.69%,58.28,2.61,45.26,4.55%,151869,2/2/2022 4:30:00 PM,52.0,3/18/1980,45.26,0.00%,69.0,92,1.26,45.26,41.17,39.65,36.09,29.93,45.33,20.0,14.89,60.333333333333336,True
4104,IRT,"Independence Realty Trust, Inc.",Real Estate,REIT - Residential,USA,2588.15,69.23,54.82,13.85,10.37,3.96,297.49,,1.90%,245.90%,0.36,162.90%,29.13%,33.10%,5.00%,10.20%,955.20%,218.00%,116.96,103.71,1.40%,0.00%,,32.19%,6.97%,2.46,1.00%,2.60%,-0.10%,,,1.36,1.37,58.80%,18.50%,7.50%,2.89%,14.66%,2.35%,23.57%,76.47%,-2.17%,0.92,0.75,2.89%,3.02%,5.57%,6.30%,17.96%,-2.73%,18.36%,-2.73%,83.65%,63.77,0.60%,-0.95%,2940.06,1.36,25.27,-0.35%,3997822,2/16/2022 4:30:00 PM,27.07,8/13/2013,25.27,0.00%,63.0,97,1.57,25.27,24.06,23.79,21.47,13.76,25.98,42.0,7.12,67.33333333333333,True
4687,LNTH,"Lantheus Holdings, Inc.",Healthcare,Diagnostics & Research,USA,2786.95,,23.81,,6.55,6.97,28.29,66.67,,,-1.05,-324.40%,21.04%,-26.90%,37.73%,7.10%,,37.60%,67.72,65.9,1.40%,-5.66%,95.39%,3.49%,2.84%,3.34,-8.40%,-14.30%,-8.80%,2.6,2.2,0.35,0.38,44.10%,-14.10%,-16.80%,65.75%,96.95%,71.46%,86.14%,151.29%,65.52%,0.93,2.39,8.54%,4.94%,63.81%,70.21%,82.23%,-0.38%,103.40%,-0.38%,176.90%,90.92,4.34%,-1.72%,560.17,3.88,47.82,2.55%,2174155,2/24/2022 8:30:00 AM,55.0,6/25/2015,47.82,0.00%,91.0,99,2.24,47.82,30.35,28.5,26.38,17.91,48.09,5.0,15.01,65.0,True
4707,LPI,"Laredo Petroleum, Inc.",Energy,Oil & Gas E&P,USA,1329.85,16.65,2.65,1.59,0.95,2.47,23.41,2.69,,0.00%,4.6,113.40%,14.46%,19.50%,10.49%,18.50%,187.30%,150.00%,16.57,15.72,0.90%,-76.66%,74.00%,3.17%,15.07%,3.09,7.20%,112.60%,36.90%,0.4,0.4,2.78,2.78,66.00%,51.70%,10.40%,11.21%,13.98%,32.64%,45.86%,130.12%,27.32%,3.82,5.68,8.32%,7.83%,9.32%,12.20%,15.34%,-2.12%,43.02%,-22.87%,188.80%,58.72,3.47%,0.11%,768.27,1.49,76.56,3.59%,1141895,2/22/2022 4:30:00 PM,99.22,12/15/2011,76.4,-0.21%,53.0,99,2.05,76.56,70.41,68.55,66.57,26.51,99.26,13.0,29.6,55.0,True
4810,MAT,"Mattel, Inc.",Consumer Cyclical,Leisure,USA,8531.42,9.84,13.73,0.98,1.56,6.66,57.45,19.29,,0.00%,2.54,158.80%,25.53%,-19.60%,10.00%,-4.30%,151.40%,7.70%,350.42,348.31,0.40%,-4.26%,,0.39%,6.53%,6.19,5.90%,44.30%,7.50%,1.6,1.1,1.96,2.05,48.20%,12.00%,5.90%,0.60%,25.78%,13.70%,13.44%,20.21%,15.86%,1.43,0.96,3.89%,3.56%,7.38%,13.16%,18.54%,-2.84%,30.31%,-2.84%,39.20%,62.15,-0.68%,-1.10%,3672.47,1.03,24.98,-1.77%,3770040,2/9/2022 4:30:00 PM,31.29,8/12/1963,24.86,-0.48%,66.0,80,1.07,24.98,23.47,22.16,21.1,17.95,25.71,18.0,25.26,54.666666666666664,True
4854,MCK,McKesson Corporation,Healthcare,Medical Distribution,USA,39874.7,30.7,11.85,2.37,0.16,,14.48,9.92,0.68%,19.20%,8.96,-667.60%,-2.88%,-37.30%,12.96%,4.50%,99.90%,9.60%,151.6,146.83,0.05%,-64.24%,88.90%,-2.70%,4.07%,5.65,2.20%,-235.80%,-61.00%,1.0,0.6,,,5.20%,0.90%,0.50%,1.53%,7.79%,24.07%,36.71%,58.25%,10.62%,0.7,6.84,2.46%,2.36%,2.26%,7.67%,26.97%,-2.75%,20.14%,-2.75%,62.37%,63.05,1.50%,-1.63%,1056.78,1.48,274.96,-0.15%,1560889,2/2/2022 4:30:00 PM,302.34,11/10/1994,270.76,-1.53%,72.0,95,1.41,274.96,269.73,256.22,216.96,169.75,282.73,13.0,9.96,60.0,True
4860,MCRI,"Monarch Casino & Resort, Inc.",Consumer Cyclical,Resorts & Casinos,USA,1434.92,22.11,16.62,1.58,3.63,3.42,43.48,102.49,,0.00%,3.52,-26.30%,-0.72%,1.00%,14.00%,-1.80%,101.70%,86.30%,18.64,13.39,3.80%,-2.61%,66.60%,-0.61%,2.52%,4.65,7.80%,13.30%,4.50%,0.6,0.5,0.2,0.25,55.10%,13.60%,13.20%,4.66%,31.12%,12.36%,15.66%,14.46%,5.34%,1.52,3.14,4.21%,4.16%,9.50%,11.65%,14.43%,-2.21%,32.82%,-2.21%,38.24%,63.62,-0.23%,-0.93%,72.44,2.18,77.9,-1.15%,158163,2/9/2022 4:30:00 PM,86.5,8/6/1993,77.9,0.00%,84.0,76,1.02,77.9,72.01,69.99,68.11,56.35,79.66,12.0,11.04,57.333333333333336,True
5053,MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,USA,17313.61,27.27,15.72,1.33,0.62,6.74,2.27,8.48,,0.00%,11.25,0.30%,13.48%,64.70%,20.52%,9.30%,208.60%,41.50%,58.4,57.88,0.10%,-9.03%,96.10%,-1.35%,1.49%,2.89,6.00%,27.20%,15.50%,1.4,1.4,0.91,0.0,14.60%,3.70%,2.40%,-2.54%,11.25%,4.94%,14.19%,38.08%,-3.52%,0.77,11.69,4.14%,3.66%,0.62%,2.03%,10.07%,-6.47%,16.40%,-6.47%,46.67%,51.97,-2.03%,-1.60%,299.81,6.11,306.87,-3.60%,1832568,2/9/2022 4:30:00 PM,342.5,7/2/2003,306.87,0.00%,56.0,90,1.23,306.87,306.06,300.62,279.0,209.22,328.11,11.0,11.61,52.333333333333336,True
5076,MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,USA,46633.23,37.35,14.91,1.24,0.39,1.79,4.3,33.03,2.98%,15.40%,2.08,111.90%,5.73%,-1.80%,30.11%,13.80%,171.60%,96.30%,601.0,590.89,0.20%,-5.84%,74.70%,-6.27%,2.86%,2.47,11.00%,37.10%,7.50%,1.7,1.3,0.95,0.97,9.00%,3.40%,8.10%,1.10%,8.30%,26.93%,29.74%,38.81%,21.69%,1.88,2.49,3.62%,3.04%,0.93%,8.66%,22.51%,-4.32%,29.87%,-4.32%,55.15%,58.2,2.99%,-1.22%,6822.31,1.18,77.87,1.74%,8029261,2/2/2022 8:30:00 AM,85.33,6/23/2011,77.6,-0.35%,75.0,91,1.24,77.87,77.46,71.97,63.66,50.19,81.39,16.0,9.58,60.666666666666664,True
5100,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA,16147.09,18.64,12.06,,2.94,1.64,,7.87,1.06%,18.10%,1.21,165.50%,-22.94%,19.80%,-2.04%,10.10%,295.20%,120.40%,775.0,728.77,0.30%,-27.72%,77.30%,-3.46%,3.33%,1.29,5.40%,8.80%,7.50%,1.1,1.1,0.37,0.38,90.30%,21.60%,17.20%,3.16%,13.65%,43.69%,87.84%,101.43%,37.39%,2.73,1.07,5.89%,4.57%,6.32%,18.89%,50.51%,-2.67%,57.83%,-2.67%,132.58%,65.61,4.11%,-0.96%,18833.09,1.36,22.56,3.11%,25626613,2/16/2022 4:30:00 PM,23.07,11/26/1965,22.5,-0.27%,63.0,98,1.8,22.56,21.35,19.12,15.05,9.7,23.18,13.0,2.26,58.0,True
5134,MTB,M&T Bank Corporation,Financial,Banks - Regional,USA,22414.29,13.21,12.48,2.6,5.69,1.45,0.51,11.29,2.63%,32.60%,13.79,38.80%,29.84%,12.10%,5.08%,0.20%,-4.30%,-7.70%,128.7,128.41,0.40%,-0.95%,88.50%,1.03%,5.33%,5.22,1.20%,11.40%,16.40%,,,0.22,0.22,,97.10%,45.10%,-0.07%,7.92%,18.34%,28.17%,18.15%,18.65%,0.94,6.23,3.63%,2.74%,1.40%,7.17%,18.72%,-2.52%,28.79%,-2.52%,41.86%,56.08,2.76%,-3.11%,1310.54,1.06,182.23,-0.44%,1386015,1/20/2022 8:30:00 AM,188.91,3/17/1980,181.81,-0.23%,53.0,79,1.05,182.23,180.23,170.67,153.58,128.46,186.95,17.0,3.67,49.666666666666664,True
5141,MTDR,Matador Resources Company,Energy,Oil & Gas E&P,USA,5935.63,10.11,7.22,0.97,3.57,3.44,81.2,8.63,0.40%,,4.91,-781.60%,-5.31%,9.30%,10.40%,22.10%,171.90%,132.30%,117.01,109.26,1.20%,0.51%,91.70%,1.28%,9.43%,6.11,-5.20%,-13.70%,-13.90%,0.8,0.8,0.9,0.0,74.40%,-2.50%,-12.00%,10.99%,12.12%,27.84%,72.94%,125.05%,34.34%,4.03,3.06,8.87%,6.17%,11.49%,17.96%,35.16%,1.68%,48.10%,1.68%,156.60%,65.66,8.13%,0.42%,1686.77,1.43,49.6,8.58%,2409037,2/22/2022 4:30:00 PM,54.13,2/2/2012,48.78,-1.65%,66.0,99,2.01,49.6,44.7,42.3,36.81,21.08,49.72,17.0,9.13,60.666666666666664,True
5328,NI,NiSource Inc.,Utilities,Utilities - Regulated Gas,USA,11464.67,22.24,18.74,6.32,2.34,2.12,136.16,15.25,3.25%,65.40%,1.3,771.10%,6.56%,4.40%,3.52%,1.80%,97.40%,16.30%,395.7,391.12,0.30%,0.00%,98.20%,0.47%,3.74%,2.78,2.30%,10.60%,5.80%,0.7,0.5,1.7,1.81,71.60%,20.60%,10.80%,1.69%,3.43%,15.77%,16.56%,31.50%,4.78%,0.31,0.66,2.38%,2.28%,0.47%,3.26%,12.06%,-4.17%,10.53%,-4.17%,37.04%,57.69,0.94%,-1.10%,5258.74,1.12,28.93,-0.17%,5890551,2/23/2022 8:30:00 AM,30.5,12/19/1962,28.93,0.00%,72.0,88,1.17,28.93,28.78,28.06,25.83,21.11,30.19,17.0,5.43,59.0,True
5400,NOV,NOV Inc.,Energy,Oil & Gas Equipment & Services,USA,6674.44,,22.22,,1.21,1.32,,95.35,1.17%,,-0.65,91.20%,356.80%,36.80%,41.00%,-5.30%,90.70%,14.30%,386.0,361.68,0.50%,-0.42%,96.90%,1.15%,3.76%,3.05,-2.60%,-5.00%,-2.10%,2.6,1.9,0.39,0.39,14.00%,-2.40%,-4.50%,-0.52%,3.31%,37.31%,25.27%,9.65%,26.57%,1.95,0.76,4.30%,4.34%,1.93%,9.93%,17.39%,-3.19%,37.64%,-4.83%,49.65%,57.37,2.08%,-0.77%,4455.01,1.19,17.15,1.30%,5312983,2/3/2022 4:30:00 PM,18.25,10/29/1996,17.07,-0.47%,56.0,72,0.98,17.15,16.84,15.68,14.61,11.46,18.02,7.0,6.41,45.0,True
5548,NXRT,"NexPoint Residential Trust, Inc.",Real Estate,REIT - Residential,USA,2086.01,109.5,,21.9,9.52,4.58,42.14,,1.79%,154.90%,0.78,-48.70%,10.30%,-2.70%,5.00%,10.50%,926.70%,15.80%,25.3,22.81,1.90%,-1.19%,81.70%,1.11%,2.40%,4.66,1.20%,5.40%,1.00%,,,3.31,0.0,93.60%,9.10%,10.50%,0.37%,13.60%,11.54%,34.42%,105.14%,1.36%,1.01,2.84,3.42%,3.08%,5.31%,5.97%,25.93%,-2.85%,14.92%,-2.85%,110.11%,59.46,-2.59%,-0.05%,117.83,1.45,84.97,-2.64%,170479,2/15/2022 8:30:00 AM,88.43,3/19/2015,84.97,0.00%,69.0,98,1.83,84.97,81.04,80.32,67.65,40.44,87.9,41.0,4.07,69.33333333333333,True
5597,OFG,OFG Bancorp,Financial,Banks - Regional,USA,1360.53,10.93,8.87,1.37,3.03,1.34,,,1.70%,,2.58,118.90%,14.28%,21.10%,8.00%,,51.90%,23.30%,49.85,49.08,0.90%,6.30%,95.10%,0.44%,1.33%,2.41,,,,,,0.03,0.03,,,,1.44%,2.51%,13.58%,17.47%,40.41%,6.10%,1.33,0.92,2.88%,2.82%,1.53%,2.02%,12.46%,-8.89%,16.83%,-8.89%,50.21%,53.66,2.58%,-1.65%,271.11,1.02,28.18,0.90%,276831,1/19/2022 8:30:00 AM,35.33,3/26/1987,28.18,0.00%,69.0,91,1.25,28.18,27.77,27.7,25.07,19.26,30.93,10.0,25.37,56.666666666666664,True
5697,ORI,Old Republic International Corporation,Financial,Insurance - Diversified,USA,7723.19,5.19,10.07,0.52,0.9,1.26,57.89,11.0,3.34%,16.20%,5.07,-46.70%,-0.61%,4.80%,10.00%,4.90%,-64.60%,18.10%,301.58,284.53,0.40%,-22.20%,55.50%,-0.23%,0.91%,1.57,6.60%,24.60%,8.90%,,,0.25,0.25,,12.70%,18.40%,0.15%,4.52%,4.85%,6.56%,40.47%,7.20%,0.82,0.71,2.72%,2.17%,0.56%,3.94%,7.56%,-3.09%,14.57%,-3.09%,46.11%,54.68,2.33%,-2.79%,1642.07,1.18,26.35,-0.53%,1938058,1/27/2022 8:30:00 AM,30.0,11/1/1982,26.35,0.00%,59.0,88,1.18,26.35,26.24,25.38,25.15,19.62,27.19,23.0,13.85,56.666666666666664,True
5750,OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,USA,41032.73,,16.56,,1.83,3.88,14.85,5.43,0.09%,2.50%,-0.79,113.30%,-28.39%,29.10%,,20.70%,196.80%,89.40%,936.8,931.85,0.10%,0.00%,73.20%,3.62%,3.89%,2.06,2.00%,16.60%,8.60%,1.2,1.0,2.79,2.8,59.40%,19.50%,6.80%,10.54%,17.36%,47.24%,70.42%,58.21%,50.85%,2.06,2.26,7.61%,5.19%,10.14%,24.37%,43.69%,1.33%,67.87%,1.33%,102.27%,68.86,14.36%,-1.29%,17587.99,2.84,43.73,12.88%,49998535,2/24/2022 4:30:00 PM,44.83,7/2/1962,43.75,0.05%,53.0,95,1.41,43.73,40.01,35.47,30.53,21.62,43.78,-0.0,2.52,49.333333333333336,True
5760,PACW,PacWest Bancorp,Financial,Banks - Regional,USA,5501.93,9.71,9.93,0.97,4.75,1.48,1.1,14.05,2.02%,19.80%,5.09,-372.30%,11.02%,-42.10%,10.00%,4.50%,926.80%,217.40%,117.18,115.06,1.50%,-1.15%,90.90%,0.77%,2.76%,3.79,1.80%,15.70%,19.30%,,,0.22,0.0,,,50.90%,1.48%,7.36%,6.78%,14.40%,30.81%,9.41%,1.38,2.03,4.66%,3.53%,1.54%,3.76%,10.12%,-4.61%,21.16%,-4.61%,39.31%,53.81,3.67%,-2.75%,838.44,1.12,49.42,0.82%,941223,1/19/2022 4:30:00 PM,59.4,6/5/2000,49.42,0.00%,75.0,88,1.17,49.42,48.84,47.73,44.9,35.71,51.81,14.0,20.19,59.0,True
5853,PDCE,"PDC Energy, Inc.",Energy,Oil & Gas E&P,USA,6193.92,154.35,6.14,5.67,4.84,2.49,62.0,5.01,0.74%,53.90%,0.42,-733.00%,22.91%,-33.40%,27.20%,17.60%,570.40%,95.20%,98.18,95.8,1.30%,-5.59%,,-0.75%,7.38%,4.72,0.80%,1.70%,-15.10%,0.5,0.5,0.49,0.49,77.50%,9.30%,3.30%,16.19%,9.69%,23.51%,56.69%,78.41%,32.27%,2.9,3.54,7.49%,5.56%,10.31%,17.63%,35.01%,1.74%,46.64%,1.74%,115.54%,65.56,11.24%,1.92%,1499.37,1.84,64.52,13.37%,2765045,2/28/2022 4:30:00 PM,75.79,3/17/1980,64.52,0.00%,69.0,97,1.57,64.52,58.75,55.19,48.28,30.25,65.87,24.0,17.47,63.333333333333336,True
5893,PFBC,Preferred Bank,Financial,Banks - Regional,USA,1108.92,12.24,10.12,1.22,5.26,2.08,1.01,11.77,2.19%,25.20%,6.41,-9.80%,8.56%,16.90%,10.00%,17.70%,53.20%,1.50%,14.88,14.68,2.20%,0.00%,77.60%,-1.14%,2.78%,4.29,1.50%,14.70%,20.10%,,,0.26,0.26,,84.80%,38.20%,-1.62%,-0.29%,14.82%,23.57%,31.79%,9.32%,1.28,2.37,3.15%,2.67%,-0.27%,2.96%,15.48%,-4.26%,22.40%,-4.26%,38.27%,51.82,1.49%,-1.62%,95.04,0.74,78.48,-0.15%,70348,1/19/2022 4:30:00 PM,92.0,8/19/1999,78.48,0.00%,63.0,88,1.18,78.48,78.76,76.46,68.01,57.27,81.97,12.0,17.23,54.333333333333336,True
6222,PUMP,ProPetro Holding Corp.,Energy,Oil & Gas Equipment & Services,USA,1321.18,,11.66,,1.51,1.56,15.62,41.81,,,-0.53,-167.60%,109.77%,-13.20%,-10.90%,6.70%,83.00%,87.10%,103.26,74.54,0.30%,-42.62%,74.80%,-0.95%,3.84%,3.29,-9.60%,-12.00%,-12.60%,1.3,1.2,0.0,0.0,24.30%,-15.20%,-11.70%,4.76%,21.62%,54.98%,62.68%,6.06%,57.65%,2.68,0.74,8.62%,6.19%,10.30%,25.39%,38.02%,-1.84%,74.69%,-8.72%,99.84%,63.86,6.68%,0.34%,868.87,1.41,12.77,7.04%,1226520,2/22/2022 4:30:00 PM,13.5,3/17/2017,12.77,0.00%,63.0,69,0.95,12.77,11.7,10.28,9.26,6.39,13.99,1.0,5.72,44.333333333333336,True
6244,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,USA,57336.28,29.11,11.62,0.49,3.21,2.52,79.08,25.2,0.96%,374.00%,8.23,-126.30%,-4.80%,7.50%,58.82%,19.50%,889.30%,167.20%,244.0,241.38,0.30%,-3.91%,89.00%,2.38%,2.43%,2.5,0.60%,1.00%,0.80%,0.6,0.6,0.29,0.3,52.60%,12.80%,1.10%,4.05%,13.55%,35.88%,64.49%,68.03%,33.51%,1.6,9.79,5.74%,3.97%,8.15%,17.35%,40.38%,0.77%,45.43%,0.77%,86.55%,68.22,4.25%,0.24%,2347.46,1.76,239.6,4.50%,4133395,2/16/2022 4:30:00 PM,243.7,12/22/1987,238.78,-0.34%,72.0,96,1.44,239.6,225.59,208.16,175.87,133.73,240.97,26.0,1.71,64.66666666666667,True
6463,RF,Regions Financial Corporation,Financial,Banks - Regional,USA,21911.3,9.71,10.66,0.39,5.37,1.38,0.75,9.4,2.81%,25.30%,2.49,141.90%,9.77%,23.60%,25.10%,1.40%,-29.00%,-0.50%,950.0,949.44,0.10%,-2.64%,77.20%,0.54%,2.22%,2.12,1.50%,14.50%,19.60%,,,0.14,0.14,,,58.80%,2.07%,5.59%,3.07%,15.63%,13.46%,10.96%,1.34,0.94,4.06%,3.18%,0.22%,3.22%,10.18%,-5.40%,19.46%,-5.40%,34.24%,51.96,3.20%,-3.50%,9964.41,1.29,24.19,-0.41%,12837516,1/20/2022 8:30:00 AM,26.93,3/17/1980,24.19,0.00%,59.0,75,1.01,24.19,24.19,23.48,21.96,18.02,25.57,20.0,11.33,51.333333333333336,True
6507,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,USA,21726.05,15.13,11.93,1.77,2.08,2.63,2.64,10.22,1.24%,13.90%,7.25,71.00%,22.22%,22.20%,8.54%,12.40%,40.70%,24.70%,206.3,185.59,0.40%,-7.47%,75.10%,-2.27%,1.75%,2.59,2.50%,19.00%,3.20%,,,0.34,4.33,96.20%,18.60%,14.70%,1.04%,8.66%,11.27%,15.03%,35.90%,9.21%,1.08,3.76,3.88%,3.08%,-0.42%,4.09%,14.78%,-6.58%,17.88%,-6.58%,44.45%,52.57,0.93%,-3.25%,1253.89,1.49,109.65,-2.35%,1864359,1/26/2022 4:30:00 PM,133.88,7/1/1983,109.65,0.00%,72.0,90,1.21,109.65,110.39,105.58,95.64,75.91,117.37,16.0,22.1,59.333333333333336,True
6565,ROCC,Ranger Oil Corporation,Energy,Oil & Gas E&P,USA,1453.71,,3.74,,3.45,2.98,41.18,24.27,,,-8.5,-538.50%,114.83%,1.30%,10.00%,0.70%,106.90%,103.30%,21.09,20.82,0.60%,0.00%,76.70%,14.16%,8.56%,4.53,-12.20%,-74.40%,-50.80%,0.7,0.7,4.27,4.31,80.40%,15.40%,-30.50%,15.81%,7.86%,27.25%,59.70%,129.04%,25.41%,3.05,2.16,7.33%,6.74%,9.31%,13.45%,33.70%,-3.51%,40.78%,-4.39%,185.86%,63.16,7.38%,0.48%,393.24,1.1,33.76,7.89%,434432,,49.6,11/15/2016,33.99,0.68%,69.0,99,2.04,33.76,31.01,29.89,25.33,11.81,35.31,21.0,46.92,63.0,True
6620,RTX,Raytheon Technologies Corporation,Industrials,Aerospace & Defense,USA,147217.36,39.87,17.71,2.46,2.29,2.05,18.8,74.35,1.99%,77.60%,2.58,212.80%,20.99%,-15.90%,16.20%,2.40%,360.80%,3.80%,1459.57,1355.06,0.10%,-1.61%,80.30%,-0.46%,0.79%,1.83,2.40%,5.40%,3.40%,1.2,0.9,0.43,0.43,19.50%,6.70%,6.00%,9.99%,15.03%,23.73%,20.26%,38.11%,19.34%,1.35,2.75,3.95%,2.50%,9.65%,14.12%,17.35%,4.50%,28.87%,4.50%,42.66%,75.77,3.74%,0.90%,5837.66,2.86,102.7,4.67%,16714587,1/25/2022 8:30:00 AM,105.39,9/5/1934,102.96,0.25%,72.0,90,1.23,102.7,94.28,90.38,87.61,72.74,102.96,10.0,2.62,57.333333333333336,True
6721,SBNY,Signature Bank,Financial,Banks - Regional,USA,20134.68,27.23,13.67,4.31,10.08,2.66,0.69,21.4,0.65%,17.60%,12.67,-8.00%,28.21%,6.50%,6.32%,11.80%,48.50%,15.40%,59.28,58.67,0.50%,0.00%,98.30%,5.39%,2.11%,1.12,0.80%,10.30%,15.60%,,,0.07,0.07,,80.50%,34.80%,2.88%,16.33%,5.81%,31.07%,54.15%,6.62%,1.8,15.96,5.53%,4.21%,4.52%,4.37%,20.78%,-7.97%,19.69%,-7.97%,67.42%,55.36,1.56%,-2.97%,1107.35,0.73,344.89,-1.46%,807769,1/18/2022 8:30:00 AM,429.71,3/23/2004,342.15,-0.79%,78.0,95,1.38,344.89,332.15,331.29,286.08,206.0,374.76,17.0,24.59,63.333333333333336,True
6999,SM,SM Energy Company,Energy,Oil & Gas E&P,USA,4607.42,,5.79,,2.21,2.63,154.61,5.82,0.06%,,-4.83,-304.60%,19.57%,-0.30%,10.00%,-5.70%,180.40%,170.50%,121.46,119.07,1.10%,-5.47%,84.30%,-0.15%,4.80%,2.13,-14.70%,-42.30%,-14.40%,0.3,0.3,1.27,1.27,78.10%,-30.10%,-35.30%,3.68%,7.77%,23.86%,86.50%,149.02%,20.45%,5.43,2.52,7.76%,6.59%,2.39%,7.69%,33.58%,-7.11%,40.75%,-7.16%,177.42%,54.18,8.49%,0.49%,2683.54,1.27,35.51,9.03%,3411077,2/24/2022 4:30:00 PM,45.19,12/16/1992,35.41,-0.28%,56.0,99,2.22,35.51,34.77,33.09,26.68,13.77,38.25,30.0,27.26,61.666666666666664,True
7073,SNV,Synovus Financial Corp.,Financial,Banks - Regional,USA,7254.12,10.75,10.74,1.34,4.39,1.63,2.7,6.48,2.51%,33.60%,4.9,-34.20%,12.66%,7.10%,8.00%,13.80%,114.70%,-5.30%,146.31,144.26,0.70%,-17.38%,79.90%,0.74%,1.97%,2.83,1.10%,12.50%,17.50%,,,0.26,0.26,,91.20%,35.20%,1.48%,7.49%,12.19%,19.39%,18.96%,9.99%,1.45,1.94,3.92%,2.96%,2.10%,4.67%,13.32%,-3.22%,21.73%,-3.22%,37.04%,55.48,4.73%,-3.53%,1007.37,1.29,52.65,1.04%,1300799,1/20/2022 8:30:00 AM,60.8,11/1/1982,52.43,-0.42%,72.0,80,1.06,52.65,51.73,50.41,46.49,38.42,54.4,21.0,15.48,57.666666666666664,True
