no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp500
5394,NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,USA,58332.2,8.96,14.46,1.87,1.64,4.75,16.52,49.9,1.61%,14.10%,43.6,128.80%,8.73%,30.90%,4.80%,7.60%,768.50%,-15.40%,157.3,153.34,0.10%,-2.27%,84.60%,-0.06%,0.89%,1.7,16.60%,60.90%,14.30%,1.3,1.2,0.99,0.99,20.40%,15.70%,19.60%,4.67%,-1.76%,8.61%,5.96%,34.28%,0.91%,0.82,10.11,2.92%,2.59%,0.93%,1.85%,5.32%,-4.49%,12.28%,-4.49%,35.59%,53.98,-1.61%,-0.58%,2.1,806.79,2.12,390.6,-2.18%,1709922,1/27/2022 8:30:00 AM,408.56,12/10/1951,390.6,0.00%,66.0,89,1.2,390.6,386.35,384.26,371.04,288.08,408.97,27.0,4.6,60.666666666666664,True
5751,OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,USA,36447.32,,11.57,,1.63,4.23,17.7,5.89,0.10%,,-0.79,155.00%,63.94%,-8.00%,37.40%,7.30%,115.80%,64.90%,935.4,932.01,0.21%,0.00%,71.00%,0.57%,3.75%,2.11,-1.40%,-12.90%,-23.10%,1.1,0.9,3.39,3.48,59.40%,7.40%,-5.00%,0.56%,20.73%,28.52%,66.32%,55.82%,42.22%,2.12,1.92,4.74%,5.33%,8.44%,23.24%,38.20%,-4.46%,58.27%,-4.46%,90.70%,65.14,-3.22%,-0.88%,2.5,16569.3,1.3,41.23,-4.07%,21477123,2/24/2022 4:30:00 PM,43.68,7/2/1962,41.2,-0.07%,53.0,95,1.39,41.23,38.31,33.69,29.91,21.62,43.16,7.0,5.94,51.666666666666664,True
6189,PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,USA,38092.62,,11.49,,0.4,2.2,13.15,,4.07%,,-1.16,-232.00%,3.02%,-26.00%,13.00%,-8.30%,149.80%,89.90%,440.19,436.94,0.30%,-10.68%,70.30%,-0.54%,2.64%,3.24,-3.10%,-9.30%,-12.70%,1.2,0.8,0.74,0.82,7.70%,-3.90%,-1.80%,0.25%,4.31%,16.85%,25.98%,14.02%,24.92%,1.51,3.02,2.89%,3.72%,3.76%,13.50%,15.33%,-3.24%,33.25%,-4.05%,43.25%,62.24,-2.08%,-0.82%,1.9,3560.48,1.08,90.52,-2.88%,3854559,1/28/2022 8:30:00 AM,99.71,4/12/2012,90.52,0.00%,72.0,75,1.02,90.52,87.33,80.14,78.54,63.19,94.34,20.0,10.15,55.666666666666664,True
6248,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,USA,52622.62,44.03,10.56,,3.68,2.36,72.58,15.2,1.03%,59.00%,5.09,-126.30%,64.94%,7.50%,,19.50%,889.30%,167.20%,244.0,242.59,0.40%,0.16%,86.50%,-0.01%,2.46%,2.76,4.30%,7.00%,1.50%,0.6,0.6,0.29,0.3,49.30%,28.50%,9.30%,-1.07%,8.08%,24.34%,54.37%,67.33%,23.19%,1.66,7.47,3.47%,3.66%,2.47%,12.72%,31.39%,-3.78%,34.19%,-3.78%,78.26%,60.84,-2.65%,-0.32%,1.9,2161.18,1.26,224.05,-2.96%,2729838,2/16/2022 4:30:00 PM,238.85,12/22/1987,224.05,0.00%,72.0,96,1.47,224.05,219.06,199.7,172.87,131.76,232.84,27.0,6.61,65.0,True
6465,RF,Regions Financial Corporation,Financial,Banks - Regional,USA,23459.27,9.85,10.81,0.39,5.75,1.38,0.85,16.41,2.77%,24.30%,2.49,-31.50%,9.67%,6.30%,25.10%,3.40%,24.60%,-5.00%,955.0,949.44,0.47%,-0.54%,77.20%,0.55%,2.20%,2.28,1.60%,14.80%,12.30%,,,0.14,0.14,,,60.10%,0.20%,-2.04%,2.38%,20.61%,21.27%,12.48%,1.36,0.82,2.55%,3.65%,2.95%,6.18%,12.10%,-3.96%,21.09%,-3.96%,36.07%,56.53,-1.72%,0.48%,2.3,9170.55,0.93,24.52,-1.25%,8571719,1/20/2022 8:30:00 AM,26.61,3/17/1980,24.52,0.00%,59.0,81,1.08,24.52,23.77,23.13,21.89,18.02,25.53,21.0,8.52,53.666666666666664,True
6509,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,USA,23206.48,15.1,12.13,1.77,2.22,2.63,2.82,10.92,1.24%,13.90%,7.25,71.00%,20.07%,22.20%,8.54%,12.40%,40.70%,24.70%,206.3,185.58,0.40%,-7.02%,76.50%,-0.29%,1.61%,2.52,2.50%,19.00%,3.20%,,,0.34,4.33,96.20%,18.60%,14.70%,-2.31%,1.02%,9.50%,19.17%,39.79%,9.04%,1.11,3.44,2.91%,3.42%,3.08%,6.14%,15.73%,-6.72%,17.70%,-6.72%,45.28%,54.84,-1.80%,0.19%,1.9,1186.84,1.04,109.48,-1.62%,1232737,1/26/2022 4:30:00 PM,133.88,7/1/1983,109.48,0.00%,72.0,91,1.25,109.48,106.26,103.37,94.71,75.91,117.37,16.0,22.29,59.666666666666664,True
6757,SCHW,The Charles Schwab Corporation,Financial,Capital Markets,USA,172843.41,31.06,18.17,1.43,9.1,3.49,5.04,29.48,0.82%,30.30%,2.83,-20.60%,26.54%,15.60%,21.70%,13.20%,55.90%,85.00%,1888.0,1600.54,7.19%,-2.06%,87.80%,0.22%,1.08%,2.41,0.70%,8.90%,0.60%,,,0.41,8.8,97.50%,31.80%,22.00%,-5.80%,-6.04%,6.86%,19.77%,43.95%,4.33%,1.0,2.98,3.08%,3.49%,-3.54%,0.38%,13.17%,-8.83%,14.13%,-8.83%,57.21%,44.04,-1.66%,0.12%,2.0,7187.34,1.35,87.74,-1.54%,9735681,1/18/2022 8:30:00 AM,104.69,9/22/1987,87.5,-0.27%,69.0,93,1.29,87.74,90.57,87.56,77.61,58.64,96.24,21.0,19.32,61.0,True
7295,STT,State Street Corporation,Financial,Asset Management,USA,36924.08,13.73,9.46,0.96,18.78,1.35,0.25,,2.31%,32.60%,7.19,17.60%,23.17%,7.20%,14.29%,0.80%,35.40%,-6.50%,347.72,346.19,0.20%,-7.74%,92.00%,-0.39%,0.87%,1.26,0.70%,9.40%,4.20%,,,0.51,0.0,,98.50%,,-0.65%,-4.60%,-0.39%,9.57%,30.77%,6.11%,1.53,3.18,2.77%,3.78%,1.69%,3.04%,9.09%,-5.90%,13.20%,-5.90%,38.27%,53.16,-0.94%,0.45%,2.2,2382.6,0.68,98.68,-0.49%,1624147,1/19/2022 8:30:00 AM,116.43,3/17/1980,98.6,-0.08%,63.0,87,1.17,98.68,96.79,95.89,90.53,71.37,104.87,14.0,17.99,54.666666666666664,True
7676,TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,USA,34352.25,8.89,11.93,1.19,0.69,1.87,11.62,17.91,1.94%,16.80%,10.67,48.00%,-5.09%,13.00%,7.50%,5.00%,138.70%,23.60%,362.0,285.54,1.20%,-5.57%,87.00%,1.27%,1.19%,1.45,10.30%,21.60%,12.60%,1.7,0.9,0.45,0.51,15.30%,10.40%,7.50%,-4.25%,1.79%,16.80%,16.98%,44.48%,8.86%,0.78,2.58,2.63%,2.40%,2.15%,6.47%,17.82%,-5.80%,20.18%,-5.80%,46.51%,56.62,-2.50%,-0.69%,2.2,2335.72,1.17,94.88,-3.17%,2724679,2/7/2022 8:30:00 AM,101.18,3/17/1980,94.8,-0.08%,63.0,93,1.29,94.88,92.94,89.4,80.62,64.8,100.72,12.0,6.64,56.0,True
7847,UPS,"United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,USA,192250.76,14.56,15.85,1.04,1.98,15.46,18.21,42.35,1.91%,58.30%,14.7,-69.80%,5.25%,-22.00%,14.03%,7.70%,18.60%,9.20%,870.0,729.21,,,70.00%,-0.29%,0.96%,2.39,9.50%,79.30%,19.90%,1.5,1.5,1.73,1.84,76.50%,10.70%,6.20%,-4.92%,1.67%,0.38%,8.59%,32.30%,-0.16%,1.13,6.46,2.42%,2.84%,0.79%,1.58%,4.82%,-8.44%,11.03%,-8.44%,36.66%,49.31,0.13%,0.11%,2.2,2932.83,1.24,213.99,0.23%,3631259,2/1/2022 8:30:00 AM,243.58,11/10/1999,214.0,0.00%,63.0,88,1.18,213.99,212.69,210.94,204.21,156.59,233.72,21.0,13.83,57.333333333333336,True
8064,VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,USA,35839.55,,12.31,,0.38,2.09,10.25,75.61,4.37%,,-1.09,-160.10%,4.88%,-19.50%,-13.80%,-5.90%,199.10%,86.70%,408.84,407.04,0.30%,-2.18%,79.00%,0.11%,3.13%,3.19,-2.50%,-7.60%,-2.10%,1.3,0.9,0.75,0.81,1.00%,-1.30%,-1.40%,0.10%,7.63%,17.16%,39.01%,33.99%,19.45%,1.97,2.97,3.03%,3.86%,5.74%,14.55%,20.51%,-4.32%,37.75%,-4.32%,52.46%,64.47,-1.95%,-0.54%,1.9,3991.68,1.09,89.72,-2.48%,4340288,1/27/2022 8:30:00 AM,94.95,11/1/1984,89.41,-0.35%,72.0,89,1.2,89.72,85.07,78.69,74.53,58.85,93.77,25.0,5.83,62.0,True
8269,WFC,Wells Fargo & Company,Financial,Banks - Diversified,USA,233588.46,11.68,11.95,,5.88,1.39,0.47,,1.38%,11.50%,4.96,-89.80%,23.25%,-36.90%,,-0.60%,181.20%,-8.90%,4056.3,3948.38,0.10%,0.00%,73.50%,-0.13%,0.92%,1.23,0.70%,8.60%,8.70%,,,0.97,0.97,,95.70%,36.20%,0.91%,3.30%,13.52%,17.08%,66.28%,20.57%,1.18,1.66,2.59%,3.12%,3.55%,10.08%,19.44%,-4.06%,25.08%,-4.06%,77.18%,62.16,-1.13%,0.34%,2.2,29536.27,1.1,57.85,-0.79%,32343222,1/14/2022 8:30:00 AM,62.84,12/10/1962,57.8,-0.09%,63.0,96,1.49,57.85,55.86,52.73,48.5,34.0,60.3,22.0,8.63,60.333333333333336,True
8313,WMB,"The Williams Companies, Inc.",Energy,Oil & Gas Midstream,USA,35869.8,36.33,22.84,18.16,3.79,3.28,167.62,36.68,5.45%,196.50%,0.83,-75.90%,7.42%,17.30%,2.00%,1.00%,-46.90%,28.00%,1215.43,1211.98,0.20%,-1.78%,87.50%,1.95%,2.10%,2.85,2.20%,8.80%,3.20%,0.6,0.5,1.82,2.0,65.60%,22.20%,10.70%,-2.05%,3.98%,5.03%,22.23%,31.30%,15.51%,1.32,0.75,2.38%,2.68%,1.05%,7.49%,12.16%,-3.03%,21.00%,-3.03%,36.17%,57.23,-2.05%,0.00%,2.1,8944.99,0.85,30.08,-2.05%,7642211,2/21/2022 4:30:00 PM,32.09,7/2/1962,30.08,0.00%,66.0,87,1.17,30.08,29.81,28.04,26.85,22.18,31.02,17.0,6.68,56.666666666666664,True
8339,WRB,W. R. Berkley Corporation,Financial,Insurance - Property & Casualty,USA,16153.84,16.33,14.4,1.81,1.71,2.49,7.81,10.06,0.58%,9.80%,5.48,-20.20%,12.37%,1.70%,9.00%,2.30%,73.20%,18.80%,185.03,134.35,5.70%,-0.24%,71.60%,0.35%,1.00%,1.71,3.10%,14.30%,6.90%,,,0.49,0.49,,14.50%,9.80%,-1.45%,3.77%,11.60%,21.83%,34.21%,8.62%,0.81,2.08,2.16%,2.58%,3.59%,7.31%,15.59%,-4.58%,19.36%,-4.58%,37.24%,60.09,-0.59%,0.06%,2.5,788.16,1.34,89.49,-0.53%,1059045,1/27/2022 4:30:00 PM,97.67,3/17/1980,89.49,0.00%,53.0,88,1.18,89.49,86.58,83.65,78.32,66.51,93.79,17.0,9.14,52.666666666666664,True
8542,ZION,"Zions Bancorporation, National Association",Financial,Banks - Regional,USA,11461.1,10.87,12.53,,5.02,1.58,0.88,66.25,2.10%,20.40%,6.66,-27.30%,15.75%,20.30%,,5.20%,42.60%,-2.10%,160.22,154.95,1.00%,-3.35%,84.80%,-1.32%,2.12%,2.37,1.30%,14.70%,20.80%,,,0.14,0.14,,,47.70%,0.99%,3.28%,10.51%,31.47%,41.05%,14.57%,1.31,2.38,3.48%,3.70%,5.18%,9.39%,20.41%,-4.08%,24.37%,-4.08%,53.76%,60.65,-2.58%,1.45%,2.5,1384.03,1.46,72.36,-1.17%,2020809,1/24/2022 4:30:00 PM,73.0,3/17/1980,72.36,0.00%,53.0,91,1.26,72.36,68.88,66.31,60.18,47.06,75.44,14.0,0.88,52.666666666666664,True
