no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
1792,CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P,USA,18639.91,25.98,6.64,0.35,11.09,3.9,244.3,62.49,1.98%,47.80%,0.87,-69.30%,16.97%,30.70%,74.49%,1.60%,514.80%,51.30%,813.58,797.84,1.30%,-4.27%,94.50%,69.70%,3.55%,3.39,7.60%,15.30%,7.60%,1.0,0.9,0.41,0.41,62.10%,29.00%,20.90%,-0.35%,12.04%,7.68%,59.41%,26.68%,19.53%,-0.21,1.03,5.47%,4.17%,0.08%,6.59%,20.50%,-6.89%,23.49%,-6.89%,64.21%,53.4,2.07%,0.04%,8364.85,1.09,22.71,2.11%,9149596,2/23/2022 4:30:00 PM,27.56,2/8/1990,22.71,0.00%,59.0,80,1.07,22.71,22.78,21.36,19.19,14.28,24.39,30.0,21.36,56.333333333333336,True
1836,CVS,CVS Health Corporation,Healthcare,Healthcare Plans,USA,137123.21,17.51,11.63,2.93,0.47,1.84,10.95,10.45,2.11%,33.30%,5.96,8.80%,8.32%,3.90%,5.97%,10.50%,30.60%,10.10%,1322.0,1310.21,0.10%,-21.74%,80.30%,1.27%,1.10%,2.14,3.40%,10.80%,7.80%,0.9,0.6,0.69,0.75,39.80%,4.40%,2.70%,1.96%,-0.53%,12.57%,25.62%,53.09%,1.11%,0.8,2.59,2.22%,2.28%,-1.08%,0.26%,14.91%,-6.25%,6.06%,-6.25%,53.34%,50.94,2.86%,0.63%,6741.41,0.97,104.3,3.50%,6572727,2/9/2022 8:30:00 AM,117.43,10/1/1952,104.37,0.07%,66.0,94,1.33,104.3,105.32,104.14,90.87,68.02,111.25,16.0,12.59,58.666666666666664,True
1853,CWK,Cushman & Wakefield plc,Real Estate,Real Estate Services,United Kingdom,5207.78,69.01,11.03,6.9,0.59,4.18,4.38,13.4,,0.00%,0.34,109.90%,22.36%,15.20%,10.00%,13.30%,279.40%,20.80%,223.3,155.61,0.80%,-77.22%,79.99%,34.39%,4.05%,5.99,1.10%,6.70%,-2.20%,1.4,1.4,2.61,2.64,20.00%,3.90%,0.90%,1.40%,11.91%,17.96%,30.40%,49.35%,3.96%,1.38,0.85,4.37%,3.54%,6.07%,6.97%,20.74%,-0.56%,18.66%,-0.56%,62.47%,61.49,0.52%,2.45%,1050.69,2.99,23.12,2.98%,3138181,2/24/2022 4:30:00 PM,27.82,8/2/2018,23.23,0.48%,72.0,93,1.3,23.12,21.94,21.68,19.17,14.23,23.52,17.0,20.33,60.666666666666664,True
1955,DDOG,"Datadog, Inc.",Technology,Software - Application,USA,52513.13,,191.93,,51.04,52.24,35.79,334.91,,,-0.07,-45.00%,63.94%,,54.80%,,64.70%,74.90%,310.25,179.18,0.70%,-69.81%,80.90%,2.45%,8.89%,3.48,-2.60%,-5.90%,-0.90%,3.9,3.9,0.77,0.77,77.20%,-4.00%,-5.20%,-2.65%,26.06%,-10.50%,22.93%,69.18%,-9.38%,,11.31,7.21%,7.14%,4.42%,4.35%,16.56%,-13.35%,35.42%,-19.16%,131.48%,53.74,1.24%,-0.26%,4577.4,0.68,161.41,0.97%,3119260,2/10/2022 8:30:00 AM,213.15,9/19/2019,161.4,-0.01%,66.0,96,1.47,161.41,156.25,154.7,138.9,69.73,199.68,11.0,32.06,57.666666666666664,True
2069,DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,USA,30078.12,23.75,18.86,1.59,1.16,4.37,42.88,85.11,,0.00%,5.92,62.90%,33.25%,34.90%,14.90%,10.50%,-30.50%,3.90%,224.9,221.94,1.34%,-0.68%,97.00%,10.63%,1.89%,1.61,6.60%,19.00%,14.20%,1.3,0.2,0.45,0.45,29.80%,7.40%,5.30%,3.64%,10.26%,-4.04%,50.50%,43.27%,0.12%,0.75,4.32,4.28%,2.87%,3.62%,3.42%,24.89%,-2.61%,13.81%,-5.81%,66.97%,57.17,3.04%,0.30%,2605.49,0.81,140.69,3.35%,2105230,3/2/2022 8:30:00 AM,153.73,3/7/1995,140.6,-0.06%,53.0,92,1.25,140.69,136.4,136.06,112.8,84.26,149.37,10.0,9.27,51.666666666666664,True
2150,DSKE,"Daseke, Inc.",Industrials,Trucking,USA,718.62,16.27,9.33,0.65,0.46,6.98,5.0,9.01,,0.00%,0.71,99.80%,8.33%,29.40%,25.00%,16.50%,76.80%,13.00%,62.58,39.58,3.50%,-12.06%,44.50%,15.42%,3.75%,3.27,3.70%,48.10%,4.70%,1.6,1.6,5.18,5.72,54.50%,5.40%,2.60%,1.50%,14.40%,9.30%,24.54%,108.70%,14.74%,1.98,0.44,3.23%,3.86%,2.96%,12.21%,28.72%,-1.45%,38.24%,-1.45%,110.60%,63.97,1.68%,0.00%,453.14,2.1,11.52,1.68%,950325,1/25/2022 8:30:00 AM,12.75,10/12/2015,11.52,0.00%,63.0,98,1.81,11.52,11.26,10.3,8.98,5.47,11.7,19.0,10.68,60.0,True
2190,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,36978.48,13.2,9.9,1.23,3.1,3.93,16.28,10.4,0.80%,7.90%,4.18,161.70%,-1.38%,32.10%,10.72%,3.40%,,233.80%,660.0,641.02,0.80%,-2.20%,86.00%,-6.71%,2.69%,1.37,13.50%,31.90%,19.70%,1.4,1.4,0.73,0.73,49.00%,27.00%,23.40%,-0.09%,6.58%,26.54%,98.79%,172.68%,25.31%,2.85,2.91,5.99%,5.02%,4.71%,13.59%,54.27%,-4.88%,55.27%,-4.88%,189.39%,60.65,3.49%,1.12%,12623.94,1.0,55.2,4.64%,12584925,2/15/2022 4:30:00 PM,56.02,3/17/1992,55.2,0.00%,75.0,99,2.23,55.2,52.89,48.89,36.88,20.14,58.03,25.0,1.49,66.33333333333333,True
2269,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,USA,1952.4,6.76,7.63,0.52,1.34,1.44,12.34,,,0.00%,9.88,25.30%,-19.66%,21.00%,13.00%,5.70%,55.20%,-7.10%,30.23,28.76,0.40%,-42.03%,,-7.21%,17.56%,10.88,6.60%,23.80%,9.40%,,,2.0,2.0,77.60%,40.10%,21.50%,-6.53%,4.18%,13.52%,43.19%,100.00%,7.62%,1.31,2.25,4.15%,2.95%,-2.12%,3.89%,24.76%,-8.02%,16.41%,-8.02%,110.06%,47.52,1.29%,-0.29%,464.3,1.45,66.84,1.00%,674583,2/23/2022 4:30:00 PM,70.25,7/9/1999,66.84,0.00%,63.0,98,1.74,66.84,68.41,64.51,53.71,31.82,72.67,17.0,5.1,59.333333333333336,True
2330,EGLE,Eagle Bulk Shipping Inc.,Industrials,Marine Shipping,USA,777.44,8.68,3.88,,1.6,1.19,7.77,5.72,14.16%,0.00%,6.51,-59.80%,-13.67%,63.90%,,21.50%,552.80%,168.90%,12.8,12.65,1.70%,0.00%,71.70%,-3.82%,8.73%,4.73,9.20%,18.70%,-0.50%,1.2,1.1,0.64,0.75,59.80%,36.40%,20.10%,3.27%,36.44%,39.99%,16.93%,92.57%,24.18%,1.24,2.82,6.49%,5.37%,12.90%,23.71%,24.51%,-2.82%,52.50%,-2.82%,99.58%,65.92,6.26%,0.66%,233.65,1.11,56.5,6.97%,258375,3/3/2022 4:30:00 PM,68.2,6/23/2005,56.5,0.00%,75.0,98,1.67,56.5,50.69,46.05,45.44,28.31,58.14,9.0,20.71,60.666666666666664,True
2440,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,63319.87,20.74,10.09,0.28,4.08,2.86,14.75,12.55,2.80%,31.00%,5.17,-122.20%,23.15%,33.90%,73.84%,4.80%,,105.70%,585.09,583.05,0.30%,1.82%,87.70%,-0.64%,1.14%,1.51,8.30%,14.40%,-1.60%,2.1,2.0,0.23,0.24,60.80%,26.20%,19.40%,-4.72%,-0.23%,17.97%,62.80%,72.20%,20.77%,1.8,4.72,5.08%,3.83%,-4.29%,5.35%,26.44%,-8.28%,32.99%,-8.28%,75.29%,46.79,-3.56%,1.04%,4399.15,2.3,107.28,-2.56%,10105892,2/25/2022 8:30:00 AM,117.52,10/4/1989,107.28,0.00%,69.0,96,1.44,107.28,111.96,102.27,86.59,62.81,116.97,18.0,9.55,61.0,True
2482,EQT,EQT Corporation,Energy,Oil & Gas E&P,USA,8899.62,,6.88,,2.9,0.86,78.07,14.65,2.20%,,-4.28,3.60%,100.12%,6.90%,5.00%,17.20%,,206.50%,377.9,374.31,0.50%,0.00%,91.90%,-0.58%,4.18%,2.01,-5.70%,-12.90%,-6.00%,0.5,0.5,0.45,0.55,29.30%,,-37.70%,-1.94%,15.30%,6.85%,31.18%,27.94%,4.36%,1.09,1.01,4.59%,4.42%,3.82%,3.60%,9.82%,-8.36%,18.54%,-8.36%,44.88%,55.72,2.89%,-0.49%,7794.72,0.74,22.76,2.38%,5797471,2/9/2022 4:30:00 PM,31.59,6/5/1950,22.6,-0.70%,69.0,84,1.11,22.76,22.05,22.0,20.73,15.71,24.84,17.0,38.8,56.666666666666664,True
2594,EWBC,"East West Bancorp, Inc.",Financial,Banks - Diversified,USA,12676.14,14.52,11.8,1.81,7.83,2.21,1.51,,1.49%,22.80%,6.1,-13.90%,14.44%,8.30%,8.00%,8.60%,40.20%,13.60%,141.88,140.81,0.60%,-0.38%,91.00%,0.01%,2.17%,3.13,1.30%,13.80%,21.00%,,,0.03,0.03,,86.50%,46.50%,-1.25%,5.89%,6.79%,21.25%,22.74%,12.57%,1.61,3.19,3.44%,3.04%,0.52%,4.72%,13.59%,-5.29%,23.09%,-5.29%,34.46%,52.58,5.34%,0.68%,976.26,1.18,88.57,6.06%,1147536,1/27/2022 8:30:00 AM,105.5,2/3/1999,88.57,0.00%,78.0,80,1.07,88.57,88.41,84.81,78.05,65.87,93.51,17.0,19.11,58.333333333333336,True
2629,EXC,Exelon Corporation,Utilities,Utilities - Diversified,USA,41796.56,24.94,18.98,1.56,1.2,1.23,14.13,,3.59%,89.40%,1.71,-33.30%,-20.06%,-4.60%,16.00%,2.30%,139.40%,0.60%,979.0,975.59,0.10%,-25.78%,82.50%,0.27%,1.89%,1.68,1.30%,5.10%,3.40%,0.9,0.8,1.05,1.23,58.10%,6.80%,4.80%,2.04%,7.26%,9.60%,22.47%,54.77%,3.43%,0.47,1.01,2.40%,2.59%,1.39%,4.72%,17.49%,-3.23%,15.05%,-3.23%,55.76%,59.61,3.05%,0.10%,10976.33,0.73,42.6,3.15%,7979175,,49.78,7/6/1943,42.68,0.19%,66.0,94,1.34,42.6,42.15,40.77,36.33,27.51,44.02,18.0,16.85,59.333333333333336,True
2640,EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,USA,31161.09,,18.76,,3.62,14.93,7.23,10.13,,,-2.14,90.50%,37.31%,-24.40%,22.80%,-0.40%,162.10%,147.70%,153.58,149.04,0.40%,-41.56%,97.80%,3.09%,4.89%,2.56,-1.20%,-18.00%,3.90%,0.9,0.9,3.75,4.11,82.30%,4.20%,-3.10%,-4.48%,12.89%,13.25%,38.98%,24.18%,10.63%,1.52,9.42,4.59%,4.62%,3.12%,9.00%,18.88%,-8.17%,32.55%,-8.17%,46.18%,56.02,2.41%,0.77%,2842.62,1.07,199.93,3.19%,3035001,2/10/2022 4:30:00 PM,213.5,7/20/2005,200.0,0.03%,53.0,81,1.08,199.93,195.31,184.25,168.37,136.77,217.72,11.0,6.79,48.333333333333336,True
2670,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,23818.02,69.16,7.38,1.13,4.3,2.1,52.12,8.28,1.50%,82.70%,1.93,269.40%,61.60%,-27.70%,61.03%,44.50%,150.50%,165.30%,181.03,180.28,0.20%,-9.75%,87.70%,-1.39%,3.24%,1.97,2.10%,4.20%,-31.20%,0.7,0.7,0.6,0.6,79.40%,33.70%,8.00%,2.76%,4.61%,16.70%,82.36%,92.36%,23.57%,2.33,6.89,6.10%,4.90%,2.90%,10.14%,35.05%,-2.40%,40.25%,-2.40%,104.18%,58.06,4.30%,-0.09%,2964.7,1.07,133.27,4.21%,3166192,2/22/2022 4:30:00 PM,145.85,10/12/2012,133.44,0.13%,72.0,98,1.67,133.27,129.75,121.58,98.95,65.27,136.55,25.0,9.44,65.0,True
2825,FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,32854.61,12.9,12.39,,6.3,1.64,0.86,,2.50%,31.20%,3.73,-45.10%,13.85%,-1.80%,-2.98%,6.70%,24.20%,-2.80%,697.46,681.9,0.20%,-6.59%,83.20%,-0.80%,1.57%,1.89,1.20%,12.00%,13.80%,,,0.56,0.56,,96.40%,47.40%,-0.21%,7.34%,7.83%,23.94%,38.63%,10.42%,1.35,1.63,3.33%,2.90%,1.36%,3.84%,14.13%,-5.04%,19.12%,-5.04%,40.00%,53.21,3.93%,1.11%,5667.34,1.4,48.09,5.09%,7910662,1/20/2022 8:30:00 AM,51.68,3/17/1980,48.09,0.00%,72.0,89,1.2,48.09,47.64,46.41,42.17,34.35,50.64,18.0,7.47,59.666666666666664,True
2871,FLMN,Falcon Minerals Corporation,Energy,Oil & Gas E&P,USA,490.61,48.79,20.36,,8.55,1.98,136.28,,10.95%,114.50%,0.12,-70.30%,28.70%,,-6.64%,,444.70%,97.90%,46.34,41.21,0.70%,0.00%,58.20%,-2.55%,2.27%,1.2,5.80%,11.60%,4.10%,1.8,1.8,0.28,0.28,93.70%,43.40%,27.40%,2.17%,14.11%,10.98%,32.24%,43.29%,16.22%,1.65,0.26,5.11%,5.08%,5.34%,11.11%,12.38%,-5.35%,32.86%,-13.98%,45.88%,61.42,6.19%,-4.65%,780.61,1.07,5.66,1.25%,838443,,7.49,9/8/2017,5.85,3.36%,59.0,92,1.25,5.66,5.41,5.12,5.04,3.88,6.58,12.0,32.33,54.333333333333336,True
3168,GCO,Genesco Inc.,Consumer Cyclical,Apparel Retail,USA,935.98,6.52,9.07,0.65,0.4,1.56,3.31,4.29,,0.00%,9.91,-200.00%,5.02%,-24.20%,10.00%,-10.00%,333.50%,25.30%,14.31,13.71,2.30%,-0.01%,95.40%,-3.94%,7.99%,6.72,8.70%,24.60%,-8.60%,1.6,0.9,0.03,0.03,47.90%,5.80%,6.10%,-2.74%,4.05%,-4.09%,1.33%,43.64%,0.59%,2.04,3.28,5.46%,4.77%,-1.14%,2.05%,5.31%,-7.72%,14.86%,-12.44%,58.60%,49.48,0.26%,-0.59%,163.04,0.95,64.55,-0.32%,155030,12/3/2021 8:30:00 AM,72.67,1/5/1950,64.55,0.00%,53.0,92,1.25,64.55,65.39,63.31,61.38,40.7,73.72,17.0,12.58,54.0,True
3173,GD,General Dynamics Corporation,Industrials,Aerospace & Defense,USA,62892.84,19.74,16.34,1.8,1.63,3.6,39.23,30.69,2.09%,40.20%,11.55,5.00%,15.10%,6.00%,10.95%,4.70%,-2.70%,-1.80%,278.27,260.82,0.10%,-0.74%,86.70%,-0.59%,0.89%,1.94,6.40%,20.30%,12.00%,1.4,1.0,0.61,0.67,16.70%,10.80%,8.50%,6.33%,11.25%,14.71%,14.52%,39.46%,9.36%,1.03,4.98,2.79%,2.18%,6.72%,8.49%,14.17%,3.58%,15.71%,3.58%,39.76%,75.96,4.31%,0.01%,1198.15,1.65,227.98,4.32%,1979017,1/26/2022 8:30:00 AM,238.53,4/25/1952,229.04,0.46%,63.0,90,1.21,227.98,214.59,210.63,199.89,163.12,228.14,28.0,4.63,60.333333333333336,True
3175,GDEN,"Golden Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,USA,1630.89,13.32,12.89,0.89,1.6,4.88,7.44,11.57,,0.00%,3.86,-241.30%,19.98%,-40.10%,15.00%,31.40%,468.80%,37.50%,28.95,18.8,1.00%,-68.52%,64.20%,2.73%,4.47%,4.14,5.40%,38.60%,,1.9,1.9,3.39,3.39,44.80%,9.30%,8.60%,-9.45%,15.01%,3.02%,-0.96%,117.86%,1.88%,2.63,2.71,6.12%,5.31%,3.31%,6.26%,8.94%,-13.22%,25.35%,-13.22%,142.94%,53.4,0.51%,0.77%,203.05,1.74,51.48,1.28%,352532,2/17/2022 4:30:00 PM,69.0,1/4/1999,58.88,14.37%,75.0,99,1.89,51.48,50.23,48.56,47.32,21.19,59.32,33.0,34.03,69.0,True
3278,GLNG,Golar LNG Limited,Energy,Oil & Gas Midstream,Bermuda,1851.98,,45.95,,4.07,1.05,2.96,8.14,,0.00%,-1.44,-34.00%,144.00%,-9.00%,4.00%,33.70%,-355.60%,12.00%,106.24,91.22,46.50%,0.00%,72.60%,5.91%,2.10%,2.01,9.00%,27.00%,3.40%,0.5,0.5,0.67,1.33,70.50%,72.60%,90.90%,15.25%,24.91%,33.65%,53.43%,50.58%,37.21%,0.69,0.75,5.78%,4.75%,15.10%,25.10%,34.90%,3.60%,57.55%,3.60%,83.59%,74.92,6.25%,-1.11%,952.02,2.15,17.0,5.07%,2051069,,17.91,12/18/2002,17.0,0.00%,69.0,94,1.31,17.0,14.92,13.71,12.63,9.26,17.05,6.0,5.35,56.333333333333336,True
3478,HAFC,Hanmi Financial Corporation,Financial,Banks - Regional,USA,793.17,11.65,10.91,1.46,3.72,1.29,0.94,5.57,3.35%,17.70%,2.26,30.00%,-11.98%,-4.00%,8.00%,6.40%,62.20%,1.10%,30.47,30.04,0.10%,0.22%,91.10%,0.90%,1.62%,2.58,1.10%,11.50%,13.80%,,,0.35,0.35,,85.60%,32.20%,-1.13%,-3.06%,6.05%,39.25%,53.56%,11.02%,1.12,1.05,3.77%,3.56%,-1.16%,3.93%,22.23%,-8.84%,23.48%,-8.84%,62.59%,50.98,3.34%,0.24%,188.13,0.64,26.29,3.59%,120767,1/25/2022 4:30:00 PM,28.92,5/14/1997,26.29,0.00%,59.0,94,1.33,26.29,26.59,25.38,21.54,16.17,28.84,20.0,10.0,57.666666666666664,True
3554,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,30311.17,53.97,16.46,,4.06,5.36,12.53,20.45,1.03%,,1.81,-641.90%,16.78%,0.90%,,-6.40%,146.60%,51.80%,308.1,278.58,0.30%,-32.76%,84.30%,-2.02%,2.63%,2.69,-0.80%,-2.90%,-16.80%,1.4,1.3,1.46,1.55,70.50%,10.40%,-2.20%,3.52%,11.15%,19.44%,44.69%,48.82%,31.73%,1.81,3.88,4.01%,3.79%,4.25%,12.75%,19.75%,0.13%,42.74%,0.13%,57.47%,65.57,2.17%,0.20%,2717.21,0.84,97.52,2.37%,2283839,1/26/2022 8:30:00 AM,112.38,5/24/1962,97.65,0.13%,63.0,93,1.29,97.52,93.94,86.92,81.52,61.93,97.6,9.0,15.24,55.0,True
3572,HGV,Hilton Grand Vacations Inc.,Consumer Cyclical,Resorts & Casinos,USA,6268.83,,14.33,,3.67,2.96,18.77,391.8,,,-0.88,-197.40%,36.19%,-27.30%,11.54%,-9.50%,,346.20%,108.0,82.74,0.20%,-13.01%,98.60%,-1.75%,2.17%,3.16,-1.10%,-7.00%,-7.20%,,,2.23,2.23,30.20%,1.20%,-3.10%,-0.23%,10.03%,-1.52%,26.28%,31.33%,-0.42%,2.07,2.28,4.73%,4.30%,4.13%,3.78%,11.20%,-6.05%,16.80%,-7.88%,46.81%,55.13,3.66%,0.81%,568.87,1.05,51.89,4.49%,598094,3/1/2022 8:30:00 AM,61.67,12/14/2016,51.89,0.00%,78.0,86,1.14,51.89,50.12,50.1,46.72,35.35,56.33,34.0,18.85,66.0,True
3583,HIG,"The Hartford Financial Services Group, Inc.",Financial,Insurance - Diversified,USA,24107.48,10.65,8.94,0.91,1.08,1.39,103.91,6.81,2.18%,22.60%,6.64,-16.20%,17.04%,11.10%,11.71%,5.00%,8.00%,10.00%,345.6,337.0,0.10%,-33.39%,92.50%,-1.79%,0.74%,1.34,2.80%,12.00%,8.80%,,,0.28,0.0,,12.60%,9.50%,0.17%,0.73%,-1.09%,5.16%,39.55%,2.46%,1.02,2.18,3.02%,2.75%,-0.48%,0.52%,3.80%,-5.57%,8.61%,-9.50%,40.44%,50.3,4.09%,0.71%,1843.27,0.99,70.74,4.83%,1829487,2/3/2022 4:30:00 PM,82.5,12/15/1995,70.71,-0.04%,66.0,90,1.21,70.74,71.13,70.43,68.19,50.37,78.17,15.0,16.62,57.0,True
3660,HPK,"HighPeak Energy, Inc.",Energy,Oil & Gas E&P,USA,2018.33,146.55,6.44,,15.18,4.02,168.19,,0.47%,34.10%,0.14,-387.10%,392.54%,,,,168.70%,533.30%,92.68,7.95,2.60%,2.09%,7.90%,3.23%,2.16%,2.71,2.30%,2.80%,-21.40%,0.6,0.5,0.19,0.0,88.30%,31.70%,10.20%,9.20%,18.06%,55.91%,147.09%,74.07%,45.15%,0.83,1.07,5.64%,5.53%,12.46%,22.13%,68.50%,-0.45%,62.09%,-0.45%,256.56%,70.72,-0.89%,2.34%,63.27,2.3,21.25,1.43%,145818,,24.2,5/29/2018,20.0,-5.88%,69.0,96,1.5,21.25,19.04,17.54,12.69,6.0,22.1,30.0,13.88,65.0,True
3724,HUN,Huntsman Corporation,Basic Materials,Chemicals,USA,8648.37,8.54,9.25,0.73,1.02,2.01,8.31,19.18,1.85%,15.10%,4.74,304.40%,11.00%,26.90%,11.70%,2.40%,74.50%,38.30%,216.2,195.28,3.40%,0.00%,85.30%,-2.62%,1.31%,1.2,12.00%,27.20%,17.30%,1.9,1.3,0.35,0.36,21.00%,14.60%,12.40%,-1.32%,15.06%,22.73%,58.33%,48.35%,16.11%,1.16,1.3,3.24%,2.94%,7.43%,12.40%,32.43%,-2.76%,29.97%,-2.76%,68.08%,64.96,2.53%,0.77%,2137.45,1.16,40.5,3.32%,2480494,2/15/2022 8:30:00 AM,45.8,2/11/2005,40.75,0.62%,69.0,93,1.29,40.5,37.95,36.2,30.64,24.1,41.65,16.0,13.09,59.333333333333336,True
3734,HWC,Hancock Whitney Corporation,Financial,Banks - Regional,USA,4750.84,12.94,10.23,1.62,4.69,1.33,1.32,8.89,1.94%,25.10%,4.3,-114.60%,3.09%,-18.40%,8.00%,9.30%,62.10%,-4.90%,86.83,86.04,0.60%,-1.02%,79.90%,1.28%,1.86%,3.58,1.10%,10.60%,26.10%,,,0.07,0.07,,95.20%,36.80%,3.17%,3.50%,5.76%,23.34%,47.42%,11.26%,1.51,1.94,3.06%,3.15%,2.35%,5.66%,14.71%,-6.97%,23.50%,-6.97%,51.22%,56.66,3.50%,0.69%,446.72,0.78,55.65,4.21%,348078,1/18/2022 4:30:00 PM,64.39,6/4/1991,55.65,0.00%,72.0,93,1.28,55.65,54.53,52.81,48.56,36.8,59.82,13.0,15.71,59.333333333333336,True
3735,HWKN,"Hawkins, Inc.",Basic Materials,Specialty Chemicals,USA,905.63,18.29,,,1.27,3.1,38.7,41.35,1.20%,21.20%,2.37,44.80%,,35.00%,,7.60%,29.90%,30.90%,20.89,19.16,0.40%,0.00%,63.30%,1.49%,0.73%,2.42,10.30%,17.90%,11.30%,2.8,1.8,0.36,0.4,19.90%,9.60%,7.00%,-0.32%,16.62%,20.92%,17.57%,38.31%,9.73%,0.89,1.49,2.80%,3.37%,7.11%,9.92%,20.33%,-1.52%,20.85%,-1.52%,44.64%,63.52,0.19%,0.19%,57.87,1.46,43.29,0.37%,84221,2/2/2022 4:30:00 PM,52.0,3/18/1980,43.29,0.00%,69.0,89,1.2,43.29,40.75,39.5,36.03,29.93,43.96,20.0,20.12,59.333333333333336,True
3920,IGT,International Game Technology PLC,Consumer Cyclical,Gambling,United Kingdom,6352.95,,19.96,,1.77,4.72,14.6,9.92,2.64%,0.00%,-1.17,-627.50%,14.04%,-63.50%,30.18%,-7.90%,142.10%,20.60%,205.19,99.41,51.65%,0.00%,47.00%,-1.44%,3.85%,2.39,1.80%,21.30%,-1.90%,1.3,1.2,4.97,0.0,49.50%,21.50%,6.10%,1.34%,16.21%,9.66%,49.88%,65.77%,4.88%,2.09,1.34,4.90%,4.46%,6.91%,8.97%,20.12%,-1.69%,32.11%,-7.98%,100.66%,59.81,4.37%,0.00%,1605.78,0.88,30.32,4.37%,1410853,3/1/2022 8:30:00 AM,40.21,4/7/2015,30.45,0.43%,66.0,96,1.44,30.32,28.61,27.95,25.29,15.11,32.95,22.0,32.62,61.333333333333336,True
4002,INBK,First Internet Bancorp,Financial,Banks - Regional,USA,484.42,10.2,8.19,,3.62,1.32,1.12,12.85,0.49%,5.50%,4.82,19.10%,30.73%,8.80%,,27.00%,40.60%,0.60%,9.94,9.3,6.60%,1.37%,71.70%,0.68%,0.82%,1.57,1.00%,12.30%,10.50%,,,0.28,0.28,,52.70%,32.20%,-1.93%,-0.59%,7.15%,64.98%,50.17%,4.55%,0.73,1.75,2.99%,2.96%,-0.98%,0.76%,30.42%,-8.18%,16.98%,-8.18%,75.33%,48.85,3.36%,1.08%,48.64,0.64,49.18,4.48%,31024,1/19/2022 4:30:00 PM,65.2,12/28/2004,49.18,0.00%,75.0,94,1.31,49.18,49.69,48.93,37.79,28.05,53.56,20.0,32.57,63.0,True
4110,IRMD,IRadimed Corporation,Healthcare,Medical Devices,USA,564.17,63.22,56.36,3.61,13.5,8.49,9.51,71.41,,0.00%,0.74,-94.20%,-15.31%,-40.20%,17.50%,0.10%,137.60%,41.60%,12.33,6.48,0.60%,-83.38%,42.80%,5.07%,2.44%,1.84,6.10%,7.10%,0.60%,11.3,10.6,0.0,0.0,76.60%,11.90%,10.90%,1.23%,21.34%,11.01%,42.49%,114.06%,3.30%,0.91,2.71,5.19%,6.26%,3.67%,6.21%,28.75%,-12.78%,36.07%,-12.78%,120.48%,53.57,-2.05%,0.55%,86.14,1.25,46.78,-1.52%,107597,2/4/2022 8:30:00 AM,51.5,7/16/2014,49.11,4.98%,84.0,99,1.82,46.78,46.29,44.89,37.14,21.65,54.73,13.0,10.09,65.33333333333333,True
4115,IRT,"Independence Realty Trust, Inc.",Real Estate,REIT - Residential,USA,2687.4,69.48,55.01,13.9,10.77,3.97,308.9,,1.89%,245.90%,0.36,-69.30%,-11.52%,-27.50%,5.00%,14.20%,955.20%,218.00%,116.96,103.71,1.40%,0.00%,,31.86%,9.28%,3.29,1.00%,2.60%,2.60%,,,1.36,1.37,58.80%,18.50%,7.50%,2.42%,15.33%,-1.82%,25.73%,80.63%,-1.82%,0.94,0.75,2.79%,3.01%,6.68%,6.78%,18.65%,-2.39%,18.78%,-2.39%,84.30%,65.04,2.09%,0.53%,2922.14,1.39,25.36,2.63%,4050696,2/16/2022 4:30:00 PM,26.89,8/13/2013,25.36,0.00%,63.0,97,1.57,25.36,23.94,23.77,21.42,13.76,25.98,42.0,6.03,67.33333333333333,True
