,ticker,company,sector,industry,market cap,analyst_recom,sentiment_score,rs_rating,returns_multiple,current_price,target_price,est_gl,performance_(week),performance_(month),performance_(quarter),performance_(half year),performance_(year),performance_(ytd),20_day_ma,50_day_ma,200_day_ma,52_week_low,52_week_high,my_score,in_russell_3k
152,NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,59217.2,81.5,13.0,76,1.13,223.0,240.7,7.94,0.67%,11.20%,3.83%,7.46%,40.99%,40.47%,219.7,,202.22,152.93,234.61,56.833333333333336,True
153,NXRT,"NexPoint Residential Trust, Inc.",Real Estate,REIT - Residential,1909.99,81.5,41.0,88,1.36,73.47,74.75,1.74,-3.04%,5.31%,15.11%,38.09%,68.31%,76.27%,76.12,,57.58,39.13,80.52,70.16666666666667,True
154,OAS,Oasis Petroleum Inc.,Energy,Oil & Gas E&P,2475.94,81.5,13.0,98,2.63,114.43,151.43,32.33,-5.51%,-0.58%,38.47%,35.67%,264.95%,236.78%,125.39,,89.32,33.99,133.2,64.16666666666667,True
155,OCN,Ocwen Financial Corporation,Financial,Mortgage Finance,292.02,81.5,15.0,77,1.14,33.26,41.33,24.26,-3.45%,1.50%,12.65%,-6.78%,35.08%,10.27%,33.22,,29.47,22.34,38.19,57.833333333333336,True
156,OMCL,"Omnicell, Inc.",Healthcare,Health Information Services,7756.14,81.5,20.0,87,1.33,176.39,185.22,5.01,-3.40%,-0.65%,13.99%,27.55%,68.81%,47.48%,179.55,,149.55,101.94,187.29,62.833333333333336,True
157,ON,ON Semiconductor Corporation,Technology,Semiconductors,26516.26,79.0,23.0,94,1.73,61.7,63.11,2.29,-0.45%,27.79%,38.48%,55.95%,113.67%,87.69%,60.5,,43.3,28.74,65.47,65.33333333333333,True
158,ONEW,OneWater Marine Inc.,Consumer Cyclical,Recreational Vehicles,763.09,91.5,21.0,92,1.54,52.49,60.0,14.31,-7.25%,15.43%,26.40%,8.75%,91.09%,83.67%,51.08,,43.91,26.33,56.78,68.16666666666667,True
159,ONTO,Onto Innovation Inc.,Technology,Semiconductors,4656.21,86.5,40.0,94,1.72,94.07,105.0,11.62,4.95%,18.87%,27.02%,32.68%,112.98%,98.02%,90.34,,71.62,44.48,101.21,73.5,True
161,ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,Specialty Retail,43656.52,76.5,17.0,79,1.17,636.74,695.25,9.19,-0.31%,2.55%,7.42%,19.59%,44.24%,41.01%,641.59,,569.13,424.03,669.09,57.5,True
162,OTTR,Otter Tail Corporation,Utilities,Utilities - Diversified,2670.53,89.0,18.0,85,1.3,65.45,68.33,4.4,-6.81%,5.45%,19.17%,35.38%,64.21%,53.46%,66.85,,52.12,39.35,71.51,64.0,True
163,PANW,"Palo Alto Networks, Inc.",Technology,Software - Infrastructure,52566.4,86.5,15.0,90,1.46,528.16,605.91,14.72,1.29%,7.43%,18.63%,52.92%,86.08%,53.90%,521.4,,407.88,290.05,559.54,63.833333333333336,True
165,PDFS,"PDF Solutions, Inc.",Technology,Software - Application,1109.51,81.5,17.0,75,1.11,30.36,34.25,12.81,-6.09%,27.20%,32.90%,73.51%,35.61%,38.56%,30.06,,20.6,16.44,33.78,57.833333333333336,True
166,PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,111720.82,84.0,14.0,84,1.26,151.7,156.66,3.27,-0.10%,3.99%,11.95%,23.83%,50.67%,51.26%,149.98,,124.46,93.08,156.69,60.666666666666664,True
167,POOL,Pool Corporation,Consumer Cyclical,Leisure,22247.92,74.0,15.0,86,1.32,552.22,566.71,2.62,-0.91%,7.56%,12.10%,25.77%,60.10%,48.76%,552.08,,444.0,305.47,582.27,58.333333333333336,True
168,PSTG,"Pure Storage, Inc.",Technology,Computer Hardware,8988.11,84.0,13.0,86,1.31,30.63,31.29,2.15,12.70%,15.30%,19.90%,61.30%,69.51%,36.97%,28.73,,22.56,16.79,32.56,61.0,True
169,RMBS,Rambus Inc.,Technology,Semiconductors,2907.35,74.0,16.0,87,1.35,27.24,28.83,5.84,0.11%,15.60%,13.03%,37.95%,71.12%,54.07%,25.5,,22.06,15.85,27.99,59.0,True
171,ROG,Rogers Corporation,Technology,Electronic Components,5103.45,96.5,20.0,91,1.49,271.0,277.6,2.44,0.85%,35.55%,28.35%,43.36%,85.57%,75.56%,270.2,,200.49,146.02,273.0,69.16666666666667,True
173,RUSHA,"Rush Enterprises, Inc.",Consumer Cyclical,Auto & Truck Dealerships,2812.99,81.5,19.0,75,1.11,52.32,61.75,18.02,-10.91%,-2.15%,15.56%,7.69%,32.95%,23.03%,54.12,,47.34,37.68,57.66,58.5,True
174,SFST,"Southern First Bancshares, Inc.",Financial,Banks - Regional,462.39,74.0,14.0,90,1.43,59.16,63.67,7.62,-9.42%,8.65%,14.81%,9.01%,83.48%,65.57%,61.75,,51.96,31.95,65.59,59.333333333333336,True
175,SGH,"SMART Global Holdings, Inc.",Technology,Semiconductors,1391.29,89.0,52.0,91,1.48,58.4,72.0,23.29,-0.80%,6.66%,17.66%,22.23%,85.79%,51.53%,58.28,,48.93,31.54,60.75,77.33333333333333,True
176,SHYF,"The Shyft Group, Inc.",Industrials,Farm & Heavy Construction Machinery,1722.25,89.0,20.0,91,1.5,47.86,54.67,14.23,-7.34%,17.96%,10.45%,25.67%,87.47%,71.28%,50.25,,39.76,25.3,54.5,66.66666666666667,True
178,SMCI,"Super Micro Computer, Inc.",Technology,Computer Hardware,2148.66,81.5,40.0,79,1.18,42.43,54.5,28.45,-1.83%,16.98%,13.30%,14.11%,46.76%,30.76%,43.13,,36.97,28.37,47.14,66.83333333333333,True
182,STC,Stewart Information Services Corporation,Financial,Insurance - Property & Casualty,1910.83,81.5,20.0,87,1.35,71.87,88.0,22.44,-9.03%,0.07%,13.14%,17.72%,70.10%,47.27%,75.76,,60.64,42.64,80.14,62.833333333333336,True
184,STXB,"Spirit of Texas Bancshares, Inc.",Financial,Banks - Regional,443.41,89.0,29.0,88,1.38,27.51,30.0,9.05,-3.77%,14.26%,17.55%,20.82%,77.98%,65.48%,26.81,,23.46,15.77,30.46,68.66666666666667,True
185,SUPN,"Supernus Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,1564.43,81.5,14.0,78,1.16,30.85,34.0,10.21,-7.78%,0.40%,8.86%,1.73%,40.70%,19.12%,32.28,,28.83,20.81,34.5,57.833333333333336,True
187,SYNH,"Syneos Health, Inc.",Healthcare,Diagnostics & Research,10039.54,86.5,13.0,84,1.26,96.49,113.62,17.75,-3.95%,4.09%,4.72%,13.56%,47.57%,42.61%,100.19,,87.05,60.38,104.18,61.166666666666664,True
190,THRY,"Thryv Holdings, Inc.",Communication Services,Internet Content & Information,1404.89,91.5,20.0,99,3.08,38.82,47.0,21.07,5.62%,23.43%,26.14%,38.27%,302.99%,189.56%,35.52,,29.1,9.87,41.86,70.16666666666667,True
191,TITN,Titan Machinery Inc.,Industrials,Industrial Distribution,757.21,101.5,19.0,89,1.39,31.39,37.33,18.92,-5.73%,16.96%,15.74%,0.21%,81.94%,70.03%,33.02,,28.15,17.92,38.58,69.83333333333333,True
192,TPH,"Tri Pointe Homes, Inc.",Consumer Cyclical,Residential Construction,2847.33,74.0,25.0,81,1.22,24.91,31.71,27.3,-3.03%,3.22%,5.05%,5.98%,42.85%,44.75%,25.29,,22.59,16.59,26.62,60.0,True
195,TSC,"TriState Capital Holdings, Inc.",Financial,Banks - Regional,989.72,76.5,21.0,91,1.47,29.0,30.5,5.17,0.10%,-0.47%,48.00%,31.53%,100.87%,71.90%,30.11,,23.22,15.12,31.24,62.833333333333336,True
198,TTEK,"Tetra Tech, Inc.",Industrials,Engineering & Construction,9902.54,74.0,27.0,81,1.22,180.56,187.29,3.73,-1.98%,5.13%,28.39%,54.62%,54.87%,59.51%,182.65,,140.62,113.14,192.91,60.666666666666664,True
199,TW,Tradeweb Markets Inc.,Financial,Capital Markets,22447.68,71.5,13.0,86,1.32,95.99,99.18,3.32,-0.87%,7.74%,10.33%,16.08%,60.94%,53.72%,96.04,,83.58,58.08,99.25,56.833333333333336,True
200,UFPI,"UFP Industries, Inc.",Basic Materials,Lumber & Wood Production,5188.34,81.5,14.0,85,1.29,83.7,93.83,12.1,-7.66%,1.77%,10.92%,6.99%,55.23%,49.92%,87.94,,75.74,52.11,92.1,60.166666666666664,True
205,VRNT,Verint Systems Inc.,Technology,Software - Infrastructure,3102.87,89.0,31.0,87,1.33,46.77,62.89,34.47,-1.20%,2.12%,6.61%,3.46%,64.05%,39.09%,47.64,,45.82,28.17,52.7,69.0,True
206,VRTV,Veritiv Corporation,Industrials,Business Equipment & Supplies,1899.42,106.5,26.0,100,5.28,122.67,160.0,30.43,-9.78%,17.50%,40.56%,97.49%,578.36%,506.25%,143.05,,72.15,17.79,158.99,77.5,True
208,WIRE,Encore Wire Corporation,Industrials,Electrical Equipment & Parts,2901.9,94.0,16.0,97,2.21,141.29,160.0,13.24,-4.68%,4.77%,65.23%,72.41%,171.84%,131.90%,142.74,,87.92,51.36,151.64,69.0,True
209,WMS,"Advanced Drainage Systems, Inc.",Industrials,Building Products & Equipment,8820.52,76.5,33.0,88,1.38,121.51,140.5,15.63,-5.91%,9.67%,8.37%,13.78%,77.36%,48.01%,127.46,,112.9,69.66,134.84,65.83333333333333,True
210,WSC,WillScot Mobile Mini Holdings Corp.,Industrials,Rental & Leasing Services,8618.24,91.5,16.0,90,1.44,37.51,43.42,15.76,-2.73%,9.61%,28.68%,35.41%,77.08%,64.39%,38.21,,29.94,20.9,40.19,65.83333333333333,True
211,WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies,32858.65,81.5,13.0,85,1.29,435.41,457.0,4.96,1.14%,2.97%,-1.98%,32.62%,60.87%,56.25%,431.08,,371.22,253.86,475.35,59.833333333333336,True
213,ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,32006.08,76.5,18.0,85,1.29,581.03,630.91,8.58,-2.35%,10.27%,0.27%,16.64%,55.59%,53.20%,595.37,,526.53,363.0,614.1,59.833333333333336,True
215,ZTS,Zoetis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,104640.79,89.0,19.0,76,1.12,219.66,238.83,8.73,-1.03%,2.70%,8.55%,28.38%,38.45%,34.16%,219.93,,187.95,141.41,228.89,61.333333333333336,True
